ID;LorriesRoadTractorsLoadCapacityLC;AgeOfVehicle;Periods;TotalKilometresInTheNetherlands_1;KilometresByDutchVehicles_2;KilometresByForeignVehicles_3;TotalKilometresByDutchVehicles_4;KilometresInTheNetherlands_5;KilometresAbroad_6;TotalAverageAnnualKilometres_7;AverageAnnualKilometresInNetherlands_8;AverageAnnualKilometresAbroad_9;DutchGoodsVehiclesInUse_10
2536;Lorries (LC) 12 000 to 17 999 kg;Vehicle 3 years old;2015;60.1;53.3;6.8;80.7;53.3;27.4;87286.0;57670.0;29616.0;924.0
2537;Lorries (LC) 12 000 to 17 999 kg;Vehicle 3 years old;2016;70.5;63.6;6.9;87.3;63.6;23.7;94302.0;68668.0;25634.0;926.0
2538;Lorries (LC) 12 000 to 17 999 kg;Vehicle 3 years old;2017;49.1;45.0;4.1;58.3;45.0;13.3;88489.0;68343.0;20146.0;659.0
2539;Lorries (LC) 12 000 to 17 999 kg;Vehicle 3 years old;2018;65.7;58.5;7.2;82.3;58.5;23.8;90377.0;64250.0;26126.0;911.0
2540;Lorries (LC) 12 000 to 17 999 kg;Vehicle 3 years old;2019;71.2;61.2;10.1;92.2;61.2;31.1;85316.0;56568.0;28748.0;1081.0
2541;Lorries (LC) 12 000 to 17 999 kg;Vehicle 3 years old;2020;78.2;67.6;10.6;97.3;67.6;29.6;86094.0;59867.0;26227.0;1130.0
2542;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;1990;;;;;;;;;;
2543;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;1991;;;;;;;;;;
2544;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;1992;;;;;;;;;;
2545;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;1993;;;;;;;;;;
2546;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;1994;;;;;;;;;;
2547;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;1995;;;;;;;;;;
2548;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;1996;;;;;;;;;;
2549;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;1997;;;;;;;;;;
2550;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;1998;;;;;;;;;;
2551;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;1999;;;;;;;;;;
2552;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2000;;;;;;;;;;
2553;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2001;;;;;;;;;;
2554;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2002;92.3;84.9;7.4;133.9;84.9;49.0;76714.0;48639.0;28075.0;1745.0
2555;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2003;94.9;87.4;7.5;138.5;87.4;51.1;83552.0;52740.0;30812.0;1658.0
2556;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2004;100.9;92.5;8.4;146.2;92.5;53.7;85402.0;54029.0;31373.0;1712.0
2557;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2005;90.3;82.4;7.9;130.4;82.4;48.0;84831.0;53625.0;31206.0;1537.0
2558;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2006;83.1;75.1;8.0;119.0;75.1;43.9;85568.0;54000.0;31568.0;1391.0
2559;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2007;78.6;71.5;7.1;108.3;71.5;36.8;89925.0;59398.0;30526.0;1204.0
2560;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2008;83.8;76.0;7.8;115.1;76.0;39.1;87835.0;58023.0;29812.0;1310.0
2561;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2009;82.9;74.8;8.1;113.9;74.8;39.1;89092.0;58492.0;30601.0;1279.0
2562;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2010;104.6;94.5;10.1;141.8;94.5;47.3;86155.0;57415.0;28741.0;1646.0
2563;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2011;83.2;73.8;9.4;120.2;73.8;46.4;86748.0;53247.0;33501.0;1386.0
2564;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2012;96.8;88.3;8.5;128.2;88.3;39.8;83608.0;57624.0;25985.0;1533.0
2565;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2013;81.0;74.7;6.3;105.3;74.7;30.6;77114.0;54730.0;22383.0;1365.0
2566;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2014;54.9;48.8;6.1;77.0;48.8;28.2;76415.0;48412.0;28004.0;1007.0
2567;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2015;73.0;64.7;8.3;98.0;64.7;33.3;88755.0;58618.0;30137.0;1104.0
2568;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2016;61.0;53.3;7.6;79.6;53.3;26.3;86266.0;57759.0;28507.0;923.0
2569;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2017;71.3;64.8;6.5;85.9;64.8;21.2;90551.0;68237.0;22314.0;949.0
2570;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2018;46.5;42.3;4.2;56.1;42.3;13.8;82752.0;62445.0;20307.0;678.0
2571;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2019;60.2;52.9;7.3;75.5;52.9;22.6;80896.0;56647.0;24249.0;933.0
2572;Lorries (LC) 12 000 to 17 999 kg;Vehicle 4 years old;2020;70.4;60.2;10.2;88.8;60.2;28.6;80905.0;54856.0;26049.0;1097.0
2573;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;1990;;;;;;;;;;
2574;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;1991;;;;;;;;;;
2575;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;1992;;;;;;;;;;
2576;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;1993;;;;;;;;;;
2577;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;1994;;;;;;;;;;
2578;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;1995;;;;;;;;;;
2579;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;1996;;;;;;;;;;
2580;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;1997;;;;;;;;;;
2581;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;1998;;;;;;;;;;
2582;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;1999;;;;;;;;;;
2583;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2000;;;;;;;;;;
2584;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2001;;;;;;;;;;
2585;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2002;74.3;69.0;5.3;104.3;69.0;35.3;67893.0;44921.0;22972.0;1536.0
2586;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2003;86.1;80.2;5.9;120.8;80.2;40.6;71813.0;47677.0;24136.0;1682.0
2587;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2004;88.2;81.7;6.5;123.5;81.7;41.9;76543.0;50594.0;25949.0;1614.0
2588;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2005;93.9;86.6;7.3;130.8;86.6;44.2;78259.0;51814.0;26445.0;1671.0
2589;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2006;84.5;77.4;7.2;116.9;77.4;39.5;77212.0;51120.0;26092.0;1514.0
2590;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2007;78.2;72.0;6.2;104.2;72.0;32.2;78049.0;53918.0;24131.0;1335.0
2591;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2008;67.9;62.3;5.6;90.3;62.3;27.9;76044.0;52518.0;23526.0;1187.0
2592;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2009;80.6;73.5;7.2;108.0;73.5;34.5;84880.0;57747.0;27132.0;1272.0
2593;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2010;75.2;67.1;8.2;105.2;67.1;38.1;84183.0;53664.0;30518.0;1250.0
2594;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2011;94.9;86.0;8.9;129.8;86.0;43.8;80893.0;53603.0;27289.0;1605.0
2595;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2012;81.1;72.6;8.4;112.1;72.6;39.5;81558.0;52819.0;28739.0;1375.0
2596;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2013;89.8;81.8;8.0;120.6;81.8;38.8;79186.0;53679.0;25507.0;1523.0
2597;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2014;78.8;73.3;5.5;98.6;73.3;25.3;73136.0;54374.0;18762.0;1348.0
2598;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2015;61.3;57.2;4.1;73.9;57.2;16.7;72098.0;55801.0;16297.0;1025.0
2599;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2016;75.4;67.7;7.7;94.3;67.7;26.7;84757.0;60801.0;23956.0;1113.0
2600;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2017;57.3;49.2;8.1;75.6;49.2;26.4;80292.0;52273.0;28018.0;942.0
2601;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2018;63.7;56.8;7.0;79.8;56.8;23.0;82838.0;58940.0;23898.0;963.0
2602;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2019;47.4;44.1;3.3;54.4;44.1;10.3;76993.0;62443.0;14549.0;706.0
2603;Lorries (LC) 12 000 to 17 999 kg;Vehicle 5 years old;2020;58.7;50.7;8.1;73.2;50.7;22.6;76935.0;53233.0;23702.0;952.0
2604;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;1990;;;;;;;;;;
2605;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;1991;;;;;;;;;;
2606;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;1992;;;;;;;;;;
2607;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;1993;;;;;;;;;;
2608;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;1994;;;;;;;;;;
2609;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;1995;;;;;;;;;;
2610;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;1996;;;;;;;;;;
2611;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;1997;;;;;;;;;;
2612;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;1998;;;;;;;;;;
2613;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;1999;;;;;;;;;;
2614;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2000;;;;;;;;;;
2615;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2001;;;;;;;;;;
2616;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2002;69.2;65.0;4.2;92.6;65.0;27.6;58549.0;41109.0;17440.0;1582.0
2617;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2003;65.2;61.4;3.8;87.6;61.4;26.2;60408.0;42360.0;18048.0;1450.0
2618;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2004;77.7;72.9;4.8;103.7;72.9;30.8;64818.0;45554.0;19264.0;1600.0
2619;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2005;79.4;74.1;5.2;105.8;74.1;31.7;70397.0;49325.0;21072.0;1503.0
2620;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2006;83.9;77.9;6.0;111.0;77.9;33.1;70957.0;49783.0;21175.0;1565.0
2621;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2007;78.7;73.5;5.2;100.4;73.5;27.0;69611.0;50902.0;18710.0;1443.0
2622;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2008;65.7;61.0;4.7;84.6;61.0;23.6;66511.0;47942.0;18569.0;1272.0
2623;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2009;65.3;60.3;5.0;84.3;60.3;24.0;73067.0;52277.0;20789.0;1154.0
2624;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2010;71.2;63.8;7.3;98.2;63.8;34.4;79182.0;51455.0;27727.0;1240.0
2625;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2011;69.2;63.8;5.5;90.7;63.8;26.9;74936.0;52698.0;22238.0;1210.0
2626;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2012;84.5;75.6;8.9;117.3;75.6;41.7;75221.0;48498.0;26724.0;1559.0
2627;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2013;73.3;65.8;7.6;102.5;65.8;36.8;75723.0;48565.0;27158.0;1354.0
2628;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2014;85.2;78.3;6.9;110.2;78.3;31.9;73304.0;52085.0;21219.0;1503.0
2629;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2015;72.1;66.0;6.1;90.5;66.0;24.4;68219.0;49783.0;18437.0;1326.0
2630;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2016;55.4;50.4;5.1;67.8;50.4;17.5;67367.0;50008.0;17359.0;1007.0
2631;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2017;67.3;59.4;7.9;85.2;59.4;25.9;75705.0;52711.0;22994.0;1126.0
2632;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2018;53.9;48.0;5.9;67.4;48.0;19.4;71408.0;50874.0;20534.0;944.0
2633;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2019;53.4;45.3;8.1;70.3;45.3;25.0;73176.0;47140.0;26036.0;961.0
2634;Lorries (LC) 12 000 to 17 999 kg;Vehicle 6 years old;2020;39.3;34.1;5.3;48.8;34.1;14.8;68006.0;47453.0;20553.0;718.0
2635;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;1990;;;;;;;;;;
2636;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;1991;;;;;;;;;;
2637;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;1992;;;;;;;;;;
2638;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;1993;;;;;;;;;;
2639;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;1994;;;;;;;;;;
2640;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;1995;;;;;;;;;;
2641;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;1996;;;;;;;;;;
2642;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;1997;;;;;;;;;;
2643;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;1998;;;;;;;;;;
2644;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;1999;;;;;;;;;;
2645;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2000;;;;;;;;;;
2646;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2001;;;;;;;;;;
2647;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2002;46.2;43.8;2.4;59.8;43.8;16.0;48247.0;35335.0;12911.0;1240.0
2648;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2003;54.5;51.7;2.8;70.7;51.7;19.0;51454.0;37644.0;13810.0;1374.0
2649;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2004;55.5;52.5;3.0;71.8;52.5;19.3;54048.0;39494.0;14554.0;1329.0
2650;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2005;64.9;61.2;3.7;83.6;61.2;22.4;57835.0;42332.0;15504.0;1446.0
2651;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2006;66.4;62.3;4.2;85.3;62.3;23.0;61961.0;45268.0;16693.0;1376.0
2652;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2007;73.4;69.2;4.2;90.9;69.2;21.7;62486.0;47561.0;14926.0;1454.0
2653;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2008;68.1;64.5;3.6;82.6;64.5;18.1;61028.0;47653.0;13375.0;1354.0
2654;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2009;62.7;59.5;3.2;74.8;59.5;15.3;62227.0;49497.0;12729.0;1202.0
2655;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2010;54.0;49.5;4.5;70.7;49.5;21.2;66410.0;46482.0;19928.0;1064.0
2656;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2011;59.4;54.4;4.9;78.8;54.4;24.4;69175.0;47763.0;21412.0;1139.0
2657;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2012;58.9;54.3;4.6;76.0;54.3;21.7;67191.0;48028.0;19163.0;1131.0
2658;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2013;75.0;67.5;7.5;104.0;67.5;36.6;70103.0;45454.0;24649.0;1484.0
2659;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2014;68.8;62.8;6.0;90.7;62.8;27.9;69743.0;48265.0;21478.0;1301.0
2660;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2015;77.5;70.2;7.2;99.3;70.2;29.0;67617.0;47853.0;19764.0;1468.0
2661;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2016;70.2;65.1;5.2;82.9;65.1;17.8;63208.0;49645.0;13562.0;1311.0
2662;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2017;48.6;43.6;5.0;59.8;43.6;16.2;60790.0;44290.0;16500.0;984.0
2663;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2018;58.5;51.5;7.0;74.8;51.5;23.3;67232.0;46275.0;20957.0;1113.0
2664;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2019;47.4;42.5;4.9;57.6;42.5;15.1;63280.0;46703.0;16577.0;911.0
2665;Lorries (LC) 12 000 to 17 999 kg;Vehicle 7 years old;2020;50.9;44.4;6.5;62.6;44.4;18.1;65188.0;46292.0;18896.0;960.0
2666;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;1990;;;;;;;;;;
2667;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;1991;;;;;;;;;;
2668;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;1992;;;;;;;;;;
2669;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;1993;;;;;;;;;;
2670;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;1994;;;;;;;;;;
2671;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;1995;;;;;;;;;;
2672;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;1996;;;;;;;;;;
2673;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;1997;;;;;;;;;;
2674;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;1998;;;;;;;;;;
2675;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;1999;;;;;;;;;;
2676;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2000;;;;;;;;;;
2677;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2001;;;;;;;;;;
2678;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2002;33.6;32.1;1.5;42.1;32.1;10.0;44107.0;33637.0;10471.0;954.0
2679;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2003;34.9;33.4;1.5;43.8;33.4;10.5;42571.0;32423.0;10148.0;1030.0
2680;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2004;43.2;41.2;2.0;54.1;41.2;12.9;45336.0;34507.0;10830.0;1193.0
2681;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2005;45.1;42.9;2.2;56.4;42.9;13.5;49324.0;37517.0;11807.0;1144.0
2682;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2006;48.7;46.1;2.6;60.5;46.1;14.4;49954.0;38040.0;11914.0;1211.0
2683;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2007;53.7;51.1;2.6;64.6;51.1;13.5;52229.0;41288.0;10941.0;1237.0
2684;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2008;60.6;57.7;2.9;72.1;57.7;14.3;54585.0;43714.0;10870.0;1320.0
2685;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2009;56.6;53.8;2.8;67.2;53.8;13.4;52921.0;42364.0;10557.0;1270.0
2686;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2010;49.9;47.5;2.4;58.7;47.5;11.3;54338.0;43921.0;10417.0;1081.0
2687;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2011;44.5;41.9;2.6;54.7;41.9;12.8;56620.0;43357.0;13263.0;966.0
2688;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2012;47.2;43.1;4.1;62.2;43.1;19.0;59769.0;41466.0;18303.0;1040.0
2689;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2013;46.2;42.5;3.8;60.8;42.5;18.4;60242.0;42032.0;18210.0;1010.0
2690;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2014;64.7;58.0;6.7;89.0;58.0;31.0;64506.0;42017.0;22489.0;1380.0
2691;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2015;64.5;59.7;4.7;78.8;59.7;19.0;63675.0;48298.0;15378.0;1237.0
2692;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2016;70.9;64.9;6.0;85.5;64.9;20.6;60617.0;46013.0;14603.0;1410.0
2693;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2017;62.1;58.5;3.6;70.2;58.5;11.6;56577.0;47190.0;9386.0;1240.0
2694;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2018;42.6;39.0;3.6;50.9;39.0;11.9;53577.0;41080.0;12497.0;950.0
2695;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2019;48.5;43.3;5.2;59.3;43.3;16.1;56617.0;41289.0;15328.0;1048.0
2696;Lorries (LC) 12 000 to 17 999 kg;Vehicle 8 years old;2020;39.7;34.6;5.1;48.9;34.6;14.4;56324.0;39793.0;16531.0;869.0
2697;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;1990;;;;;;;;;;
2698;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;1991;;;;;;;;;;
2699;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;1992;;;;;;;;;;
2700;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;1993;;;;;;;;;;
2701;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;1994;;;;;;;;;;
2702;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;1995;;;;;;;;;;
2703;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;1996;;;;;;;;;;
2704;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;1997;;;;;;;;;;
2705;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;1998;;;;;;;;;;
2706;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;1999;;;;;;;;;;
2707;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2000;;;;;;;;;;
2708;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2001;;;;;;;;;;
2709;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2002;120.7;117.0;3.7;141.7;117.0;24.7;25022.0;20660.0;4363.0;5662.0
2710;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2003;108.4;105.1;3.3;127.7;105.1;22.6;23901.0;19676.0;4224.0;5343.0
2711;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2004;106.9;103.4;3.5;125.8;103.4;22.3;23098.0;18995.0;4103.0;5446.0
2712;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2005;115.6;111.6;4.0;135.9;111.6;24.2;25662.0;21082.0;4581.0;5294.0
2713;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2006;123.8;119.1;4.7;144.9;119.1;25.8;27104.0;22272.0;4832.0;5347.0
2714;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2007;134.1;129.4;4.7;153.7;129.4;24.3;27937.0;23523.0;4415.0;5502.0
2715;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2008;150.9;146.3;4.6;169.3;146.3;23.0;30406.0;26278.0;4127.0;5567.0
2716;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2009;155.8;151.4;4.5;172.9;151.4;21.5;29272.0;25633.0;3639.0;5906.0
2717;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2010;158.4;154.0;4.4;174.6;154.0;20.6;29081.0;25653.0;3428.0;6005.0
2718;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2011;163.8;158.9;4.9;183.0;158.9;24.2;30678.0;26627.0;4051.0;5966.0
2719;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2012;155.6;149.9;5.7;176.6;149.9;26.7;29887.0;25368.0;4520.0;5910.0
2720;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2013;143.7;134.4;9.3;179.7;134.4;45.3;30646.0;22925.0;7721.0;5863.0
2721;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2014;146.7;136.1;10.6;185.3;136.1;49.2;31508.0;23145.0;8364.0;5880.0
2722;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2015;177.7;164.9;12.8;216.4;164.9;51.5;34282.0;26119.0;8163.0;6313.0
2723;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2016;197.5;182.1;15.4;235.0;182.1;52.9;35307.0;27360.0;7948.0;6657.0
2724;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2017;219.8;205.0;14.8;253.2;205.0;48.2;35131.0;28449.0;6683.0;7206.0
2725;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2018;218.9;205.4;13.5;250.0;205.4;44.6;33380.0;27430.0;5950.0;7489.0
2726;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2019;196.0;185.1;10.8;218.5;185.1;33.4;28898.0;24484.0;4414.0;7562.0
2727;Lorries (LC) 12 000 to 17 999 kg;Vehicle 9 years old or older;2020;184.7;177.4;7.3;197.8;177.4;20.4;25752.0;23096.0;2657.0;7681.0
2728;Lorries (LC) 18 000 kg or more;Total goods vehicles;1990;;;;;;;;;;
2729;Lorries (LC) 18 000 kg or more;Total goods vehicles;1991;;;;;;;;;;
2730;Lorries (LC) 18 000 kg or more;Total goods vehicles;1992;;;;;;;;;;
2731;Lorries (LC) 18 000 kg or more;Total goods vehicles;1993;;;;;;;;;;
2732;Lorries (LC) 18 000 kg or more;Total goods vehicles;1994;;;;;;;;;;
2733;Lorries (LC) 18 000 kg or more;Total goods vehicles;1995;;;;;;;;;;
