ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
4895;Total male and female;Total;Citizen of Serbia and Montenegro;2018;29.0
4896;Total male and female;Total;Citizen of Serbia and Montenegro;2019;23.0
4897;Total male and female;Total;Citizen of Serbia and Montenegro;2020;21.0
4898;Total male and female;Total;Citizen of Serbia and Montenegro;2021;17.0
4899;Total male and female;Total;Citizen of Serbia and Montenegro;2022;14.0
4900;Total male and female;Total;Citizen of Serbia and Montenegro;2023;18.0
4901;Total male and female;Total;Seychellois;1995;20.0
4902;Total male and female;Total;Seychellois;1996;26.0
4903;Total male and female;Total;Seychellois;1997;20.0
4904;Total male and female;Total;Seychellois;1998;16.0
4905;Total male and female;Total;Seychellois;1999;12.0
4906;Total male and female;Total;Seychellois;2000;7.0
4907;Total male and female;Total;Seychellois;2001;9.0
4908;Total male and female;Total;Seychellois;2002;7.0
4909;Total male and female;Total;Seychellois;2003;7.0
4910;Total male and female;Total;Seychellois;2004;7.0
4911;Total male and female;Total;Seychellois;2005;7.0
4912;Total male and female;Total;Seychellois;2006;8.0
4913;Total male and female;Total;Seychellois;2007;8.0
4914;Total male and female;Total;Seychellois;2008;4.0
4915;Total male and female;Total;Seychellois;2009;4.0
4916;Total male and female;Total;Seychellois;2010;4.0
4917;Total male and female;Total;Seychellois;2011;7.0
4918;Total male and female;Total;Seychellois;2012;6.0
4919;Total male and female;Total;Seychellois;2013;8.0
4920;Total male and female;Total;Seychellois;2014;7.0
4921;Total male and female;Total;Seychellois;2015;7.0
4922;Total male and female;Total;Seychellois;2016;10.0
4923;Total male and female;Total;Seychellois;2017;8.0
4924;Total male and female;Total;Seychellois;2018;11.0
4925;Total male and female;Total;Seychellois;2019;13.0
4926;Total male and female;Total;Seychellois;2020;11.0
4927;Total male and female;Total;Seychellois;2021;10.0
4928;Total male and female;Total;Seychellois;2022;12.0
4929;Total male and female;Total;Seychellois;2023;17.0
4930;Total male and female;Total;Sierra Leonan;1995;168.0
4931;Total male and female;Total;Sierra Leonan;1996;216.0
4932;Total male and female;Total;Sierra Leonan;1997;271.0
4933;Total male and female;Total;Sierra Leonan;1998;315.0
4934;Total male and female;Total;Sierra Leonan;1999;325.0
4935;Total male and female;Total;Sierra Leonan;2000;338.0
4936;Total male and female;Total;Sierra Leonan;2001;351.0
4937;Total male and female;Total;Sierra Leonan;2002;400.0
4938;Total male and female;Total;Sierra Leonan;2003;449.0
4939;Total male and female;Total;Sierra Leonan;2004;488.0
4940;Total male and female;Total;Sierra Leonan;2005;516.0
4941;Total male and female;Total;Sierra Leonan;2006;480.0
4942;Total male and female;Total;Sierra Leonan;2007;487.0
4943;Total male and female;Total;Sierra Leonan;2008;485.0
4944;Total male and female;Total;Sierra Leonan;2009;531.0
4945;Total male and female;Total;Sierra Leonan;2010;609.0
4946;Total male and female;Total;Sierra Leonan;2011;651.0
4947;Total male and female;Total;Sierra Leonan;2012;683.0
4948;Total male and female;Total;Sierra Leonan;2013;1026.0
4949;Total male and female;Total;Sierra Leonan;2014;934.0
4950;Total male and female;Total;Sierra Leonan;2015;879.0
4951;Total male and female;Total;Sierra Leonan;2016;862.0
4952;Total male and female;Total;Sierra Leonan;2017;878.0
4953;Total male and female;Total;Sierra Leonan;2018;891.0
4954;Total male and female;Total;Sierra Leonan;2019;923.0
4955;Total male and female;Total;Sierra Leonan;2020;1005.0
4956;Total male and female;Total;Sierra Leonan;2021;989.0
4957;Total male and female;Total;Sierra Leonan;2022;1030.0
4958;Total male and female;Total;Sierra Leonan;2023;1042.0
4959;Total male and female;Total;Singaporean;1995;839.0
4960;Total male and female;Total;Singaporean;1996;794.0
4961;Total male and female;Total;Singaporean;1997;704.0
4962;Total male and female;Total;Singaporean;1998;681.0
4963;Total male and female;Total;Singaporean;1999;662.0
4964;Total male and female;Total;Singaporean;2000;725.0
4965;Total male and female;Total;Singaporean;2001;683.0
4966;Total male and female;Total;Singaporean;2002;722.0
4967;Total male and female;Total;Singaporean;2003;771.0
4968;Total male and female;Total;Singaporean;2004;801.0
4969;Total male and female;Total;Singaporean;2005;798.0
4970;Total male and female;Total;Singaporean;2006;827.0
4971;Total male and female;Total;Singaporean;2007;834.0
4972;Total male and female;Total;Singaporean;2008;830.0
4973;Total male and female;Total;Singaporean;2009;875.0
4974;Total male and female;Total;Singaporean;2010;902.0
4975;Total male and female;Total;Singaporean;2011;936.0
4976;Total male and female;Total;Singaporean;2012;974.0
4977;Total male and female;Total;Singaporean;2013;1067.0
4978;Total male and female;Total;Singaporean;2014;1095.0
4979;Total male and female;Total;Singaporean;2015;1156.0
4980;Total male and female;Total;Singaporean;2016;1230.0
4981;Total male and female;Total;Singaporean;2017;1324.0
4982;Total male and female;Total;Singaporean;2018;1403.0
4983;Total male and female;Total;Singaporean;2019;1420.0
4984;Total male and female;Total;Singaporean;2020;1378.0
4985;Total male and female;Total;Singaporean;2021;1153.0
4986;Total male and female;Total;Singaporean;2022;1129.0
4987;Total male and female;Total;Singaporean;2023;1389.0
4988;Total male and female;Total;Slovak;1995;118.0
4989;Total male and female;Total;Slovak;1996;205.0
4990;Total male and female;Total;Slovak;1997;276.0
4991;Total male and female;Total;Slovak;1998;357.0
4992;Total male and female;Total;Slovak;1999;486.0
4993;Total male and female;Total;Slovak;2000;579.0
4994;Total male and female;Total;Slovak;2001;719.0
4995;Total male and female;Total;Slovak;2002;915.0
4996;Total male and female;Total;Slovak;2003;940.0
4997;Total male and female;Total;Slovak;2004;983.0
4998;Total male and female;Total;Slovak;2005;1239.0
4999;Total male and female;Total;Slovak;2006;1560.0
5000;Total male and female;Total;Slovak;2007;1876.0
5001;Total male and female;Total;Slovak;2008;2178.0
5002;Total male and female;Total;Slovak;2009;2666.0
5003;Total male and female;Total;Slovak;2010;2844.0
5004;Total male and female;Total;Slovak;2011;3414.0
5005;Total male and female;Total;Slovak;2012;3629.0
5006;Total male and female;Total;Slovak;2013;3749.0
5007;Total male and female;Total;Slovak;2014;3941.0
5008;Total male and female;Total;Slovak;2015;4389.0
5009;Total male and female;Total;Slovak;2016;4754.0
5010;Total male and female;Total;Slovak;2017;5127.0
5011;Total male and female;Total;Slovak;2018;5699.0
5012;Total male and female;Total;Slovak;2019;6289.0
5013;Total male and female;Total;Slovak;2020;6856.0
5014;Total male and female;Total;Slovak;2021;7295.0
5015;Total male and female;Total;Slovak;2022;8191.0
5016;Total male and female;Total;Slovak;2023;8967.0
5017;Total male and female;Total;Slovenian;1995;95.0
5018;Total male and female;Total;Slovenian;1996;110.0
5019;Total male and female;Total;Slovenian;1997;102.0
5020;Total male and female;Total;Slovenian;1998;111.0
5021;Total male and female;Total;Slovenian;1999;148.0
5022;Total male and female;Total;Slovenian;2000;144.0
5023;Total male and female;Total;Slovenian;2001;165.0
5024;Total male and female;Total;Slovenian;2002;193.0
5025;Total male and female;Total;Slovenian;2003;225.0
5026;Total male and female;Total;Slovenian;2004;235.0
5027;Total male and female;Total;Slovenian;2005;256.0
5028;Total male and female;Total;Slovenian;2006;299.0
5029;Total male and female;Total;Slovenian;2007;356.0
5030;Total male and female;Total;Slovenian;2008;411.0
5031;Total male and female;Total;Slovenian;2009;503.0
5032;Total male and female;Total;Slovenian;2010;562.0
5033;Total male and female;Total;Slovenian;2011;641.0
5034;Total male and female;Total;Slovenian;2012;682.0
5035;Total male and female;Total;Slovenian;2013;774.0
5036;Total male and female;Total;Slovenian;2014;835.0
5037;Total male and female;Total;Slovenian;2015;971.0
5038;Total male and female;Total;Slovenian;2016;1052.0
5039;Total male and female;Total;Slovenian;2017;1154.0
5040;Total male and female;Total;Slovenian;2018;1247.0
5041;Total male and female;Total;Slovenian;2019;1349.0
5042;Total male and female;Total;Slovenian;2020;1441.0
5043;Total male and female;Total;Slovenian;2021;1513.0
5044;Total male and female;Total;Slovenian;2022;1691.0
5045;Total male and female;Total;Slovenian;2023;1796.0
5046;Total male and female;Total;Citizen of the Solomon Islands;1995;1.0
5047;Total male and female;Total;Citizen of the Solomon Islands;1996;2.0
5048;Total male and female;Total;Citizen of the Solomon Islands;1997;1.0
5049;Total male and female;Total;Citizen of the Solomon Islands;1998;8.0
5050;Total male and female;Total;Citizen of the Solomon Islands;1999;8.0
5051;Total male and female;Total;Citizen of the Solomon Islands;2000;1.0
5052;Total male and female;Total;Citizen of the Solomon Islands;2001;0.0
5053;Total male and female;Total;Citizen of the Solomon Islands;2002;0.0
5054;Total male and female;Total;Citizen of the Solomon Islands;2003;1.0
5055;Total male and female;Total;Citizen of the Solomon Islands;2004;1.0
5056;Total male and female;Total;Citizen of the Solomon Islands;2005;1.0
5057;Total male and female;Total;Citizen of the Solomon Islands;2006;1.0
5058;Total male and female;Total;Citizen of the Solomon Islands;2007;1.0
5059;Total male and female;Total;Citizen of the Solomon Islands;2008;1.0
5060;Total male and female;Total;Citizen of the Solomon Islands;2009;1.0
5061;Total male and female;Total;Citizen of the Solomon Islands;2010;2.0
5062;Total male and female;Total;Citizen of the Solomon Islands;2011;2.0
5063;Total male and female;Total;Citizen of the Solomon Islands;2012;2.0
5064;Total male and female;Total;Citizen of the Solomon Islands;2013;2.0
5065;Total male and female;Total;Citizen of the Solomon Islands;2014;2.0
5066;Total male and female;Total;Citizen of the Solomon Islands;2015;2.0
5067;Total male and female;Total;Citizen of the Solomon Islands;2016;1.0
5068;Total male and female;Total;Citizen of the Solomon Islands;2017;1.0
5069;Total male and female;Total;Citizen of the Solomon Islands;2018;1.0
5070;Total male and female;Total;Citizen of the Solomon Islands;2019;2.0
5071;Total male and female;Total;Citizen of the Solomon Islands;2020;1.0
5072;Total male and female;Total;Citizen of the Solomon Islands;2021;1.0
5073;Total male and female;Total;Citizen of the Solomon Islands;2022;1.0
5074;Total male and female;Total;Citizen of the Solomon Islands;2023;1.0
5075;Total male and female;Total;Somali;1995;16453.0
5076;Total male and female;Total;Somali;1996;17223.0
5077;Total male and female;Total;Somali;1997;15385.0
5078;Total male and female;Total;Somali;1998;13648.0
5079;Total male and female;Total;Somali;1999;8904.0
5080;Total male and female;Total;Somali;2000;5296.0
5081;Total male and female;Total;Somali;2001;3567.0
5082;Total male and female;Total;Somali;2002;2654.0
5083;Total male and female;Total;Somali;2003;2116.0
5084;Total male and female;Total;Somali;2004;1792.0
5085;Total male and female;Total;Somali;2005;1496.0
5086;Total male and female;Total;Somali;2006;1313.0
5087;Total male and female;Total;Somali;2007;1175.0
5088;Total male and female;Total;Somali;2008;1112.0
5089;Total male and female;Total;Somali;2009;1014.0
5090;Total male and female;Total;Somali;2010;982.0
5091;Total male and female;Total;Somali;2011;921.0
5092;Total male and female;Total;Somali;2012;823.0
5093;Total male and female;Total;Somali;2013;838.0
5094;Total male and female;Total;Somali;2014;1768.0
5095;Total male and female;Total;Somali;2015;2928.0
5096;Total male and female;Total;Somali;2016;3358.0
5097;Total male and female;Total;Somali;2017;3523.0
5098;Total male and female;Total;Somali;2018;3342.0
5099;Total male and female;Total;Somali;2019;3164.0
5100;Total male and female;Total;Somali;2020;3028.0
5101;Total male and female;Total;Somali;2021;2406.0
5102;Total male and female;Total;Somali;2022;2408.0
5103;Total male and female;Total;Somali;2023;2807.0
5104;Total male and female;Total;South African;1995;1431.0
5105;Total male and female;Total;South African;1996;1444.0
5106;Total male and female;Total;South African;1997;1530.0
5107;Total male and female;Total;South African;1998;1769.0
5108;Total male and female;Total;South African;1999;2301.0
5109;Total male and female;Total;South African;2000;2512.0
5110;Total male and female;Total;South African;2001;2864.0
5111;Total male and female;Total;South African;2002;3230.0
5112;Total male and female;Total;South African;2003;3330.0
5113;Total male and female;Total;South African;2004;3321.0
5114;Total male and female;Total;South African;2005;3247.0
5115;Total male and female;Total;South African;2006;3047.0
5116;Total male and female;Total;South African;2007;2865.0
5117;Total male and female;Total;South African;2008;2865.0
5118;Total male and female;Total;South African;2009;3039.0
5119;Total male and female;Total;South African;2010;2947.0
5120;Total male and female;Total;South African;2011;2742.0
5121;Total male and female;Total;South African;2012;2785.0
5122;Total male and female;Total;South African;2013;2691.0
5123;Total male and female;Total;South African;2014;2669.0
5124;Total male and female;Total;South African;2015;2692.0
5125;Total male and female;Total;South African;2016;2841.0
5126;Total male and female;Total;South African;2017;3210.0
5127;Total male and female;Total;South African;2018;3624.0
5128;Total male and female;Total;South African;2019;4561.0
5129;Total male and female;Total;South African;2020;6051.0
5130;Total male and female;Total;South African;2021;7024.0
5131;Total male and female;Total;South African;2022;8810.0
5132;Total male and female;Total;South African;2023;12278.0
5133;Total male and female;Total;South Korean;1995;720.0
5134;Total male and female;Total;South Korean;1996;722.0
5135;Total male and female;Total;South Korean;1997;829.0
5136;Total male and female;Total;South Korean;1998;910.0
5137;Total male and female;Total;South Korean;1999;964.0
5138;Total male and female;Total;South Korean;2000;1079.0
5139;Total male and female;Total;South Korean;2001;1193.0
5140;Total male and female;Total;South Korean;2002;1280.0
5141;Total male and female;Total;South Korean;2003;1421.0
5142;Total male and female;Total;South Korean;2004;1477.0
5143;Total male and female;Total;South Korean;2005;1578.0
5144;Total male and female;Total;South Korean;2006;1642.0
5145;Total male and female;Total;South Korean;2007;1775.0
5146;Total male and female;Total;South Korean;2008;1865.0
5147;Total male and female;Total;South Korean;2009;2022.0
5148;Total male and female;Total;South Korean;2010;2085.0
5149;Total male and female;Total;South Korean;2011;2256.0
5150;Total male and female;Total;South Korean;2012;2482.0
5151;Total male and female;Total;South Korean;2013;2533.0
5152;Total male and female;Total;South Korean;2014;2597.0
5153;Total male and female;Total;South Korean;2015;2825.0
5154;Total male and female;Total;South Korean;2016;3017.0
5155;Total male and female;Total;South Korean;2017;3419.0
5156;Total male and female;Total;South Korean;2018;3783.0
5157;Total male and female;Total;South Korean;2019;4071.0
5158;Total male and female;Total;South Korean;2020;4453.0
5159;Total male and female;Total;South Korean;2021;3881.0
5160;Total male and female;Total;South Korean;2022;4108.0
5161;Total male and female;Total;South Korean;2023;4652.0
