ID;Feedstocks;Destination;Periods;TotalSupply_1;IndigenousProduction_2;ProductionFromCrudeOil_3;ProductionFromOtherSources_4;Imports_5;Exports_6;StockChange_7;TotalConsumption_8;Processing_9;FinalConsumption_10;OpeningStock_11;ClosingStock_12;StockChange_13
5180;Other hydrocarbons;Total for processing and transit;2012 January;;;;;;;;;;;;;
5181;Other hydrocarbons;Total for processing and transit;2012 February;;;;;;;;;;;;;
5182;Other hydrocarbons;Total for processing and transit;2012 March;;;;;;;;;;;;;
5183;Other hydrocarbons;Total for processing and transit;2012 1st quarter;;;;;;;;;;;;;
5184;Other hydrocarbons;Total for processing and transit;2012 April;;;;;;;;;;;;;
5185;Other hydrocarbons;Total for processing and transit;2012 May;;;;;;;;;;;;;
5186;Other hydrocarbons;Total for processing and transit;2012 June;;;;;;;;;;;;;
5187;Other hydrocarbons;Total for processing and transit;2012 2nd quarter;;;;;;;;;;;;;
5188;Other hydrocarbons;Total for processing and transit;2012 July;;;;;;;;;;;;;
5189;Other hydrocarbons;Total for processing and transit;2012 August;;;;;;;;;;;;;
5190;Other hydrocarbons;Total for processing and transit;2012 September;;;;;;;;;;;;;
5191;Other hydrocarbons;Total for processing and transit;2012 3rd quarter;;;;;;;;;;;;;
5192;Other hydrocarbons;Total for processing and transit;2012 October;;;;;;;;;;;;;
5193;Other hydrocarbons;Total for processing and transit;2012 November;;;;;;;;;;;;;
5194;Other hydrocarbons;Total for processing and transit;2012 December;;;;;;;;;;;;;
5195;Other hydrocarbons;Total for processing and transit;2012 4th quarter;;;;;;;;;;;;;
5196;Other hydrocarbons;Total for processing and transit;2012;;;;;;;;;;;;;
5197;Other hydrocarbons;Total for processing and transit;2013 January;;;;;;;;;;;;;
5198;Other hydrocarbons;Total for processing and transit;2013 February;;;;;;;;;;;;;
5199;Other hydrocarbons;Total for processing and transit;2013 March;;;;;;;;;;;;;
5200;Other hydrocarbons;Total for processing and transit;2013 1st quarter;;;;;;;;;;;;;
5201;Other hydrocarbons;Total for processing and transit;2013 April;;;;;;;;;;;;;
5202;Other hydrocarbons;Total for processing and transit;2013 May;;;;;;;;;;;;;
5203;Other hydrocarbons;Total for processing and transit;2013 June;;;;;;;;;;;;;
5204;Other hydrocarbons;Total for processing and transit;2013 2nd quarter;;;;;;;;;;;;;
5205;Other hydrocarbons;Total for processing and transit;2013 July;;;;;;;;;;;;;
5206;Other hydrocarbons;Total for processing and transit;2013 August;;;;;;;;;;;;;
5207;Other hydrocarbons;Total for processing and transit;2013 September;;;;;;;;;;;;;
5208;Other hydrocarbons;Total for processing and transit;2013 3rd quarter;;;;;;;;;;;;;
5209;Other hydrocarbons;Total for processing and transit;2013 October;;;;;;;;;;;;;
5210;Other hydrocarbons;Total for processing and transit;2013 November;;;;;;;;;;;;;
5211;Other hydrocarbons;Total for processing and transit;2013 December;;;;;;;;;;;;;
5212;Other hydrocarbons;Total for processing and transit;2013 4th quarter;;;;;;;;;;;;;
5213;Other hydrocarbons;Total for processing and transit;2013;;;;;;;;;;;;;
5214;Other hydrocarbons;Total for processing and transit;2014 January;;;;;;;;;;;;;
5215;Other hydrocarbons;Total for processing and transit;2014 February;;;;;;;;;;;;;
5216;Other hydrocarbons;Total for processing and transit;2014 March;;;;;;;;;;;;;
5217;Other hydrocarbons;Total for processing and transit;2014 1st quarter;;;;;;;;;;;;;
5218;Other hydrocarbons;Total for processing and transit;2014 April;;;;;;;;;;;;;
5219;Other hydrocarbons;Total for processing and transit;2014 May;;;;;;;;;;;;;
5220;Other hydrocarbons;Total for processing and transit;2014 June;;;;;;;;;;;;;
5221;Other hydrocarbons;Total for processing and transit;2014 2nd quarter;;;;;;;;;;;;;
5222;Other hydrocarbons;Total for processing and transit;2014 July;;;;;;;;;;;;;
5223;Other hydrocarbons;Total for processing and transit;2014 August;;;;;;;;;;;;;
5224;Other hydrocarbons;Total for processing and transit;2014 September;;;;;;;;;;;;;
5225;Other hydrocarbons;Total for processing and transit;2014 3rd quarter;;;;;;;;;;;;;
5226;Other hydrocarbons;Total for processing and transit;2014 October;;;;;;;;;;;;;
5227;Other hydrocarbons;Total for processing and transit;2014 November;;;;;;;;;;;;;
5228;Other hydrocarbons;Total for processing and transit;2014 December;;;;;;;;;;;;;
5229;Other hydrocarbons;Total for processing and transit;2014 4th quarter;;;;;;;;;;;;;
5230;Other hydrocarbons;Total for processing and transit;2014;;;;;;;;;;;;;
5231;Other hydrocarbons;Total for processing and transit;2015 January;;;;;;;;;;;;;
5232;Other hydrocarbons;Total for processing and transit;2015 February;;;;;;;;;;;;;
5233;Other hydrocarbons;Total for processing and transit;2015 March;;;;;;;;;;;;;
5234;Other hydrocarbons;Total for processing and transit;2015 1st quarter;;;;;;;;;;;;;
5235;Other hydrocarbons;Total for processing and transit;2015 April;;;;;;;;;;;;;
5236;Other hydrocarbons;Total for processing and transit;2015 May;;;;;;;;;;;;;
5237;Other hydrocarbons;Total for processing and transit;2015 June;;;;;;;;;;;;;
5238;Other hydrocarbons;Total for processing and transit;2015 2nd quarter;;;;;;;;;;;;;
5239;Other hydrocarbons;Total for processing and transit;2015 July;;;;;;;;;;;;;
5240;Other hydrocarbons;Total for processing and transit;2015 August;;;;;;;;;;;;;
5241;Other hydrocarbons;Total for processing and transit;2015 September;;;;;;;;;;;;;
5242;Other hydrocarbons;Total for processing and transit;2015 3rd quarter;;;;;;;;;;;;;
5243;Other hydrocarbons;Total for processing and transit;2015 October;;;;;;;;;;;;;
5244;Other hydrocarbons;Total for processing and transit;2015 November;;;;;;;;;;;;;
5245;Other hydrocarbons;Total for processing and transit;2015 December;;;;;;;;;;;;;
5246;Other hydrocarbons;Total for processing and transit;2015 4th quarter;;;;;;;;;;;;;
5247;Other hydrocarbons;Total for processing and transit;2015;;;;;;;;;;;;;
5248;Other hydrocarbons;Destined for processing the Netherlands;1944;;;;;;;;;;;;;
5249;Other hydrocarbons;Destined for processing the Netherlands;1945;;;;;;;;;;;;;
5250;Other hydrocarbons;Destined for processing the Netherlands;1946;;;;;;;;;;;;;
5251;Other hydrocarbons;Destined for processing the Netherlands;1947;;;;;;;;;;;;;
5252;Other hydrocarbons;Destined for processing the Netherlands;1948;;;;;;;;;;;;;
5253;Other hydrocarbons;Destined for processing the Netherlands;1949;;;;;;;;;;;;;
5254;Other hydrocarbons;Destined for processing the Netherlands;1950;;;;;;;;;;;;;
5255;Other hydrocarbons;Destined for processing the Netherlands;1951;;;;;;;;;;;;;
5256;Other hydrocarbons;Destined for processing the Netherlands;1952;;;;;;;;;;;;;
5257;Other hydrocarbons;Destined for processing the Netherlands;1953;;;;;;;;;;;;;
5258;Other hydrocarbons;Destined for processing the Netherlands;1954;;;;;;;;;;;;;
5259;Other hydrocarbons;Destined for processing the Netherlands;1955;;;;;;;;;;;;;
5260;Other hydrocarbons;Destined for processing the Netherlands;1956;;;;;;;;;;;;;
5261;Other hydrocarbons;Destined for processing the Netherlands;1957;;;;;;;;;;;;;
5262;Other hydrocarbons;Destined for processing the Netherlands;1958;;;;;;;;;;;;;
5263;Other hydrocarbons;Destined for processing the Netherlands;1959;;;;;;;;;;;;;
5264;Other hydrocarbons;Destined for processing the Netherlands;1960;;0.0;;;0.0;0.0;;0.0;0.0;;;;
5265;Other hydrocarbons;Destined for processing the Netherlands;1961;;0.0;;;0.0;;;0.0;0.0;;;;
5266;Other hydrocarbons;Destined for processing the Netherlands;1962;;0.0;;;0.0;;;0.0;0.0;;;;
5267;Other hydrocarbons;Destined for processing the Netherlands;1963;;0.0;;;0.0;;;0.0;0.0;;;;
5268;Other hydrocarbons;Destined for processing the Netherlands;1964;;0.0;;;0.0;;;0.0;0.0;;;;
5269;Other hydrocarbons;Destined for processing the Netherlands;1965;;0.0;;;0.0;;;0.0;0.0;;;;
5270;Other hydrocarbons;Destined for processing the Netherlands;1966;;0.0;;;0.0;;;0.0;0.0;;;;
5271;Other hydrocarbons;Destined for processing the Netherlands;1967;;0.0;;;0.0;0.0;;0.0;0.0;;;;
5272;Other hydrocarbons;Destined for processing the Netherlands;1968;;0.0;;;0.0;0.0;;0.0;0.0;;;;
5273;Other hydrocarbons;Destined for processing the Netherlands;1969;;0.0;;;0.0;0.0;;0.0;0.0;;;;
5274;Other hydrocarbons;Destined for processing the Netherlands;1970;;0.0;;;0.0;0.0;;0.0;0.0;;;;
5275;Other hydrocarbons;Destined for processing the Netherlands;1971;;0.0;;;0.0;0.0;;0.0;0.0;;;;
5276;Other hydrocarbons;Destined for processing the Netherlands;1972;;0.0;;;0.0;0.0;;0.0;0.0;;;;
5277;Other hydrocarbons;Destined for processing the Netherlands;1973;;0.0;;;0.0;0.0;;0.0;0.0;;;;
5278;Other hydrocarbons;Destined for processing the Netherlands;1974;;0.0;;;0.0;0.0;;0.0;0.0;;;;
5279;Other hydrocarbons;Destined for processing the Netherlands;1975;;0.0;;;0.0;0.0;;0.0;0.0;;;;
5280;Other hydrocarbons;Destined for processing the Netherlands;1976;;0.0;;;0.0;0.0;;0.0;0.0;;;;
5281;Other hydrocarbons;Destined for processing the Netherlands;1977;;0.0;;;0.0;0.0;;0.0;0.0;;;;
5282;Other hydrocarbons;Destined for processing the Netherlands;1978;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5283;Other hydrocarbons;Destined for processing the Netherlands;1979;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5284;Other hydrocarbons;Destined for processing the Netherlands;1980;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5285;Other hydrocarbons;Destined for processing the Netherlands;1981;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5286;Other hydrocarbons;Destined for processing the Netherlands;1982;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5287;Other hydrocarbons;Destined for processing the Netherlands;1983;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5288;Other hydrocarbons;Destined for processing the Netherlands;1984;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5289;Other hydrocarbons;Destined for processing the Netherlands;1985;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5290;Other hydrocarbons;Destined for processing the Netherlands;1986;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5291;Other hydrocarbons;Destined for processing the Netherlands;1987;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5292;Other hydrocarbons;Destined for processing the Netherlands;1988;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5293;Other hydrocarbons;Destined for processing the Netherlands;1989;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5294;Other hydrocarbons;Destined for processing the Netherlands;1990;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5295;Other hydrocarbons;Destined for processing the Netherlands;1991;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5296;Other hydrocarbons;Destined for processing the Netherlands;1992;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5297;Other hydrocarbons;Destined for processing the Netherlands;1993;36.0;36.0;;;0.0;0.0;0.0;36.0;36.0;;0.0;0.0;0.0
5298;Other hydrocarbons;Destined for processing the Netherlands;1994;29.0;29.0;;;0.0;0.0;0.0;29.0;29.0;;0.0;0.0;0.0
5299;Other hydrocarbons;Destined for processing the Netherlands;1995;44.0;44.0;;;0.0;0.0;0.0;44.0;44.0;;0.0;0.0;0.0
5300;Other hydrocarbons;Destined for processing the Netherlands;1996;85.0;85.0;;;0.0;0.0;0.0;85.0;85.0;;0.0;0.0;0.0
5301;Other hydrocarbons;Destined for processing the Netherlands;1997;96.0;96.0;;;0.0;0.0;0.0;96.0;96.0;;0.0;0.0;0.0
5302;Other hydrocarbons;Destined for processing the Netherlands;1998;74.0;74.0;;;0.0;0.0;0.0;74.0;74.0;;0.0;0.0;0.0
5303;Other hydrocarbons;Destined for processing the Netherlands;1999;46.0;46.0;;;0.0;0.0;0.0;46.0;46.0;;0.0;0.0;0.0
5304;Other hydrocarbons;Destined for processing the Netherlands;2000 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5305;Other hydrocarbons;Destined for processing the Netherlands;2000 February;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5306;Other hydrocarbons;Destined for processing the Netherlands;2000 March;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5307;Other hydrocarbons;Destined for processing the Netherlands;2000 1st quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5308;Other hydrocarbons;Destined for processing the Netherlands;2000 April;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5309;Other hydrocarbons;Destined for processing the Netherlands;2000 May;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5310;Other hydrocarbons;Destined for processing the Netherlands;2000 June;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5311;Other hydrocarbons;Destined for processing the Netherlands;2000 2nd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5312;Other hydrocarbons;Destined for processing the Netherlands;2000 July;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5313;Other hydrocarbons;Destined for processing the Netherlands;2000 August;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5314;Other hydrocarbons;Destined for processing the Netherlands;2000 September;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5315;Other hydrocarbons;Destined for processing the Netherlands;2000 3rd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5316;Other hydrocarbons;Destined for processing the Netherlands;2000 October;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5317;Other hydrocarbons;Destined for processing the Netherlands;2000 November;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5318;Other hydrocarbons;Destined for processing the Netherlands;2000 December;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5319;Other hydrocarbons;Destined for processing the Netherlands;2000 4th quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5320;Other hydrocarbons;Destined for processing the Netherlands;2000;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5321;Other hydrocarbons;Destined for processing the Netherlands;2001 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5322;Other hydrocarbons;Destined for processing the Netherlands;2001 February;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5323;Other hydrocarbons;Destined for processing the Netherlands;2001 March;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5324;Other hydrocarbons;Destined for processing the Netherlands;2001 1st quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5325;Other hydrocarbons;Destined for processing the Netherlands;2001 April;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5326;Other hydrocarbons;Destined for processing the Netherlands;2001 May;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5327;Other hydrocarbons;Destined for processing the Netherlands;2001 June;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5328;Other hydrocarbons;Destined for processing the Netherlands;2001 2nd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5329;Other hydrocarbons;Destined for processing the Netherlands;2001 July;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5330;Other hydrocarbons;Destined for processing the Netherlands;2001 August;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5331;Other hydrocarbons;Destined for processing the Netherlands;2001 September;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5332;Other hydrocarbons;Destined for processing the Netherlands;2001 3rd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5333;Other hydrocarbons;Destined for processing the Netherlands;2001 October;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5334;Other hydrocarbons;Destined for processing the Netherlands;2001 November;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5335;Other hydrocarbons;Destined for processing the Netherlands;2001 December;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5336;Other hydrocarbons;Destined for processing the Netherlands;2001 4th quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5337;Other hydrocarbons;Destined for processing the Netherlands;2001;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5338;Other hydrocarbons;Destined for processing the Netherlands;2002 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5339;Other hydrocarbons;Destined for processing the Netherlands;2002 February;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5340;Other hydrocarbons;Destined for processing the Netherlands;2002 March;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5341;Other hydrocarbons;Destined for processing the Netherlands;2002 1st quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5342;Other hydrocarbons;Destined for processing the Netherlands;2002 April;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5343;Other hydrocarbons;Destined for processing the Netherlands;2002 May;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5344;Other hydrocarbons;Destined for processing the Netherlands;2002 June;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5345;Other hydrocarbons;Destined for processing the Netherlands;2002 2nd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5346;Other hydrocarbons;Destined for processing the Netherlands;2002 July;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5347;Other hydrocarbons;Destined for processing the Netherlands;2002 August;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5348;Other hydrocarbons;Destined for processing the Netherlands;2002 September;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5349;Other hydrocarbons;Destined for processing the Netherlands;2002 3rd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5350;Other hydrocarbons;Destined for processing the Netherlands;2002 October;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5351;Other hydrocarbons;Destined for processing the Netherlands;2002 November;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5352;Other hydrocarbons;Destined for processing the Netherlands;2002 December;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5353;Other hydrocarbons;Destined for processing the Netherlands;2002 4th quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5354;Other hydrocarbons;Destined for processing the Netherlands;2002;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5355;Other hydrocarbons;Destined for processing the Netherlands;2003 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5356;Other hydrocarbons;Destined for processing the Netherlands;2003 February;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5357;Other hydrocarbons;Destined for processing the Netherlands;2003 March;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5358;Other hydrocarbons;Destined for processing the Netherlands;2003 1st quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5359;Other hydrocarbons;Destined for processing the Netherlands;2003 April;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5360;Other hydrocarbons;Destined for processing the Netherlands;2003 May;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5361;Other hydrocarbons;Destined for processing the Netherlands;2003 June;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5362;Other hydrocarbons;Destined for processing the Netherlands;2003 2nd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5363;Other hydrocarbons;Destined for processing the Netherlands;2003 July;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5364;Other hydrocarbons;Destined for processing the Netherlands;2003 August;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5365;Other hydrocarbons;Destined for processing the Netherlands;2003 September;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5366;Other hydrocarbons;Destined for processing the Netherlands;2003 3rd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5367;Other hydrocarbons;Destined for processing the Netherlands;2003 October;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5368;Other hydrocarbons;Destined for processing the Netherlands;2003 November;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5369;Other hydrocarbons;Destined for processing the Netherlands;2003 December;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5370;Other hydrocarbons;Destined for processing the Netherlands;2003 4th quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5371;Other hydrocarbons;Destined for processing the Netherlands;2003;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5372;Other hydrocarbons;Destined for processing the Netherlands;2004 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5373;Other hydrocarbons;Destined for processing the Netherlands;2004 February;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5374;Other hydrocarbons;Destined for processing the Netherlands;2004 March;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5375;Other hydrocarbons;Destined for processing the Netherlands;2004 1st quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5376;Other hydrocarbons;Destined for processing the Netherlands;2004 April;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5377;Other hydrocarbons;Destined for processing the Netherlands;2004 May;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5378;Other hydrocarbons;Destined for processing the Netherlands;2004 June;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5379;Other hydrocarbons;Destined for processing the Netherlands;2004 2nd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5380;Other hydrocarbons;Destined for processing the Netherlands;2004 July;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5381;Other hydrocarbons;Destined for processing the Netherlands;2004 August;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5382;Other hydrocarbons;Destined for processing the Netherlands;2004 September;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5383;Other hydrocarbons;Destined for processing the Netherlands;2004 3rd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5384;Other hydrocarbons;Destined for processing the Netherlands;2004 October;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5385;Other hydrocarbons;Destined for processing the Netherlands;2004 November;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5386;Other hydrocarbons;Destined for processing the Netherlands;2004 December;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5387;Other hydrocarbons;Destined for processing the Netherlands;2004 4th quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5388;Other hydrocarbons;Destined for processing the Netherlands;2004;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5389;Other hydrocarbons;Destined for processing the Netherlands;2005 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
