ID;TotaalHerkomstgroeperingen;Leeftijdsgroepen;Geslacht;Perioden;TotaalBevolkingsgroep_1;k_0Tot5_2;k_5Tot15_3;k_15Tot50_4;MeerDan50_5;Eenpersoonshuishouden_6;PaarZonderKinderen_7;PaarMetKinderen_8;Eenouderhuishouden_9;InstitutioneelHuishouden_10;OverigeTypenHuishouden_11;OnbekendTypeHuishouden_12;HeeftGeenWerk_13;HeeftWelWerk_14;HeeftGeenUitkering_15;HeeftWelUitkering_16;TotaalBevolkingsgroep_17;k_0Tot5_18;k_5Tot15_19;k_15Tot50_20;MeerDan50_21;Eenpersoonshuishouden_22;PaarZonderKinderen_23;PaarMetKinderen_24;Eenouderhuishouden_25;InstitutioneelHuishouden_26;OverigeTypenHuishouden_27;OnbekendTypeHuishouden_28;HeeftGeenWerk_29;HeeftWelWerk_30;HeeftGeenUitkering_31;HeeftWelUitkering_32
86;Totale bevolking;45 tot 80 jaar;Mannen;2005;1.1;0.9;1.2;1.8;2.9;2.6;0.6;1.0;2.5;2.0;2.2;3.2;1.3;1.0;0.9;2.2;1.2;0.9;1.3;2.0;3.1;2.8;0.7;1.1;2.6;2.3;2.6;3.5;1.4;1.1;0.9;2.4
87;Totale bevolking;45 tot 80 jaar;Mannen;2006*;1.2;;;;;;;;;;;;;;;;1.3;;;;;;;;;;;;;;;
88;Totale bevolking;45 tot 80 jaar;Vrouwen;1999;0.2;0.1;0.2;0.3;0.5;0.3;0.1;0.1;0.4;0.1;0.2;0.3;0.2;0.2;0.1;0.4;0.2;0.1;0.2;0.3;0.4;0.3;0.1;0.1;0.5;0.1;0.3;0.3;0.2;0.2;0.1;0.4
89;Totale bevolking;45 tot 80 jaar;Vrouwen;2000;0.2;0.1;0.2;0.3;0.4;0.2;0.1;0.1;0.5;0.1;0.2;0.2;0.2;0.2;0.1;0.4;0.2;0.1;0.2;0.3;0.4;0.3;0.1;0.1;0.5;0.1;0.3;0.3;0.2;0.2;0.1;0.4
90;Totale bevolking;45 tot 80 jaar;Vrouwen;2001;0.2;0.1;0.2;0.3;0.5;0.3;0.1;0.1;0.5;0.2;0.3;0.3;0.2;0.2;0.1;0.5;0.2;0.1;0.2;0.3;0.5;0.3;0.1;0.1;0.5;0.2;0.4;0.3;0.2;0.2;0.1;0.5
91;Totale bevolking;45 tot 80 jaar;Vrouwen;2002;0.2;0.1;0.2;0.3;0.5;0.3;0.1;0.1;0.6;0.2;0.3;0.6;0.2;0.2;0.1;0.5;0.2;0.1;0.2;0.3;0.5;0.3;0.1;0.2;0.6;0.2;0.4;0.6;0.2;0.2;0.1;0.5
92;Totale bevolking;45 tot 80 jaar;Vrouwen;2003;0.2;0.1;0.2;0.4;0.5;0.3;0.1;0.2;0.6;0.2;0.4;0.6;0.2;0.2;0.1;0.6;0.2;0.1;0.2;0.4;0.5;0.3;0.1;0.2;0.7;0.2;0.4;0.6;0.2;0.2;0.1;0.6
93;Totale bevolking;45 tot 80 jaar;Vrouwen;2004;0.2;0.2;0.2;0.4;0.6;0.3;0.1;0.2;0.7;0.2;0.3;0.7;0.2;0.2;0.1;0.6;0.2;0.2;0.3;0.4;0.6;0.3;0.1;0.2;0.7;0.3;0.4;0.8;0.2;0.2;0.2;0.6
94;Totale bevolking;45 tot 80 jaar;Vrouwen;2005;0.2;0.2;0.3;0.4;0.6;0.4;0.1;0.2;0.7;0.3;0.3;0.7;0.3;0.2;0.2;0.7;0.3;0.2;0.3;0.4;0.6;0.4;0.1;0.2;0.8;0.3;0.4;0.8;0.3;0.2;0.2;0.7
95;Totale bevolking;45 tot 80 jaar;Vrouwen;2006*;0.3;;;;;;;;;;;;;;;;0.3;;;;;;;;;;;;;;;
96;Totale bevolking;12 tot 80 jaar;Totaal mannen en vrouwen;1999;1.1;0.7;1.2;2.0;3.4;2.0;0.5;0.9;2.4;3.1;2.7;3.9;1.1;1.0;0.9;2.3;1.0;0.7;1.1;1.8;2.8;1.9;0.5;0.8;2.2;2.9;2.3;3.6;1.1;1.0;0.8;2.1
97;Totale bevolking;12 tot 80 jaar;Totaal mannen en vrouwen;2000;1.1;0.7;1.1;2.0;3.2;1.9;0.5;0.9;2.4;3.0;2.6;3.7;1.1;1.0;0.9;2.2;1.0;0.7;1.1;1.8;2.7;1.8;0.5;0.8;2.2;2.8;2.4;3.4;1.0;1.0;0.8;2.0
98;Totale bevolking;12 tot 80 jaar;Totaal mannen en vrouwen;2001;1.1;0.7;1.2;2.0;3.2;2.0;0.5;0.9;2.6;3.3;2.8;3.9;1.2;1.1;1.0;2.2;1.1;0.7;1.1;1.8;2.7;1.9;0.5;0.9;2.3;3.1;2.5;3.6;1.1;1.0;0.9;2.1
99;Totale bevolking;12 tot 80 jaar;Totaal mannen en vrouwen;2002;1.2;0.8;1.3;2.1;3.3;2.2;0.5;1.0;2.8;3.7;2.9;4.3;1.4;1.1;1.1;2.4;1.2;0.8;1.2;1.9;2.8;2.1;0.5;1.0;2.6;3.6;2.6;4.1;1.3;1.1;1.0;2.2
100;Totale bevolking;12 tot 80 jaar;Totaal mannen en vrouwen;2003;1.4;0.9;1.4;2.3;3.6;2.3;0.6;1.2;3.1;4.0;3.2;5.2;1.6;1.2;1.2;2.7;1.3;0.9;1.4;2.1;3.1;2.2;0.6;1.1;2.9;3.9;2.8;4.9;1.5;1.2;1.1;2.5
101;Totale bevolking;12 tot 80 jaar;Totaal mannen en vrouwen;2004;1.5;1.0;1.5;2.5;3.9;2.5;0.6;1.3;3.4;4.1;3.4;5.6;1.8;1.3;1.3;2.9;1.4;1.0;1.5;2.2;3.3;2.4;0.6;1.2;3.2;4.0;3.1;5.3;1.6;1.3;1.2;2.7
102;Totale bevolking;12 tot 80 jaar;Totaal mannen en vrouwen;2005;1.6;1.0;1.6;2.5;3.9;2.5;0.6;1.4;3.6;4.3;3.5;5.4;1.8;1.4;1.3;3.0;1.5;1.0;1.5;2.3;3.4;2.4;0.6;1.3;3.3;4.1;3.1;5.2;1.7;1.3;1.3;2.8
103;Totale bevolking;12 tot 80 jaar;Totaal mannen en vrouwen;2006*;1.6;;;;;;;;;;;;;;;;1.5;;;;;;;;;;;;;;;
104;Totale bevolking;12 tot 80 jaar;Mannen;1999;1.8;1.2;2.0;3.3;5.5;3.7;0.8;1.5;4.5;5.4;4.1;6.0;2.4;1.6;1.6;3.5;1.7;1.2;1.9;3.0;4.7;3.5;0.8;1.4;4.2;5.1;3.7;5.7;2.2;1.5;1.5;3.3
105;Totale bevolking;12 tot 80 jaar;Mannen;2000;1.8;1.2;1.9;3.3;5.3;3.5;0.8;1.5;4.6;5.2;4.1;5.6;2.3;1.6;1.6;3.4;1.7;1.2;1.8;3.0;4.5;3.4;0.8;1.4;4.3;4.9;3.7;5.2;2.1;1.5;1.5;3.2
106;Totale bevolking;12 tot 80 jaar;Mannen;2001;1.9;1.3;2.0;3.3;5.1;3.7;0.8;1.6;4.8;5.7;4.2;5.8;2.5;1.7;1.7;3.5;1.8;1.3;1.9;3.0;4.4;3.5;0.8;1.5;4.5;5.4;3.9;5.5;2.3;1.6;1.6;3.3
107;Totale bevolking;12 tot 80 jaar;Mannen;2002;2.1;1.4;2.2;3.6;5.4;3.9;0.9;1.7;5.2;6.3;4.4;6.6;2.8;1.8;1.9;3.7;2.0;1.4;2.1;3.2;4.7;3.7;0.9;1.7;4.9;6.0;4.0;6.3;2.6;1.7;1.7;3.5
108;Totale bevolking;12 tot 80 jaar;Mannen;2003;2.3;1.5;2.4;3.9;6.0;4.2;1.0;2.0;5.8;6.6;4.9;7.8;3.2;1.9;2.0;4.2;2.2;1.5;2.3;3.5;5.1;4.0;1.0;1.9;5.4;6.4;4.4;7.3;2.9;1.9;1.9;4.0
109;Totale bevolking;12 tot 80 jaar;Mannen;2004;2.5;1.7;2.6;4.1;6.4;4.4;1.0;2.2;6.4;6.8;5.3;8.3;3.4;2.0;2.2;4.5;2.4;1.7;2.5;3.7;5.5;4.2;1.0;2.1;6.0;6.6;4.8;7.9;3.2;2.0;2.1;4.3
110;Totale bevolking;12 tot 80 jaar;Mannen;2005;2.6;1.8;2.7;4.1;6.4;4.4;1.1;2.3;6.6;6.8;5.3;8.3;3.5;2.1;2.3;4.6;2.5;1.8;2.6;3.8;5.6;4.3;1.1;2.2;6.2;6.5;4.8;7.9;3.3;2.1;2.2;4.4
111;Totale bevolking;12 tot 80 jaar;Mannen;2006*;2.7;;;;;;;;;;;;;;;;2.5;;;;;;;;;;;;;;;
112;Totale bevolking;12 tot 80 jaar;Vrouwen;1999;0.3;0.2;0.4;0.7;1.2;0.4;0.2;0.2;1.2;0.7;0.6;1.2;0.4;0.3;0.2;0.9;0.3;0.2;0.3;0.6;1.0;0.4;0.2;0.2;1.1;0.7;0.5;1.1;0.4;0.2;0.2;0.9
113;Totale bevolking;12 tot 80 jaar;Vrouwen;2000;0.3;0.2;0.3;0.6;1.1;0.4;0.2;0.2;1.1;0.7;0.6;1.2;0.4;0.3;0.2;0.9;0.3;0.2;0.3;0.6;0.9;0.4;0.2;0.2;1.0;0.7;0.5;1.1;0.3;0.2;0.2;0.8
114;Totale bevolking;12 tot 80 jaar;Vrouwen;2001;0.3;0.2;0.4;0.7;1.1;0.5;0.2;0.2;1.2;0.8;0.7;1.3;0.4;0.3;0.3;1.0;0.3;0.2;0.4;0.6;0.9;0.5;0.2;0.2;1.1;0.7;0.6;1.2;0.4;0.3;0.2;0.9
115;Totale bevolking;12 tot 80 jaar;Vrouwen;2002;0.4;0.2;0.4;0.7;1.1;0.5;0.2;0.3;1.4;1.0;0.7;1.4;0.5;0.3;0.3;1.1;0.4;0.2;0.4;0.7;1.0;0.5;0.2;0.3;1.3;0.9;0.7;1.3;0.4;0.3;0.3;1.0
116;Totale bevolking;12 tot 80 jaar;Vrouwen;2003;0.4;0.2;0.5;0.8;1.2;0.6;0.2;0.3;1.5;1.1;0.8;1.7;0.5;0.3;0.3;1.2;0.4;0.2;0.4;0.7;1.0;0.5;0.2;0.3;1.4;1.0;0.7;1.6;0.5;0.3;0.3;1.1
117;Totale bevolking;12 tot 80 jaar;Vrouwen;2004;0.5;0.3;0.5;0.9;1.3;0.6;0.2;0.4;1.7;1.1;0.9;1.9;0.6;0.4;0.4;1.3;0.4;0.3;0.5;0.8;1.0;0.6;0.2;0.3;1.5;1.1;0.8;1.8;0.6;0.3;0.3;1.2
118;Totale bevolking;12 tot 80 jaar;Vrouwen;2005;0.5;0.3;0.5;0.9;1.3;0.6;0.2;0.4;1.8;1.3;0.9;1.8;0.7;0.4;0.4;1.3;0.5;0.3;0.5;0.8;1.1;0.6;0.2;0.4;1.6;1.3;0.8;1.7;0.6;0.4;0.4;1.2
119;Totale bevolking;12 tot 80 jaar;Vrouwen;2006*;0.5;;;;;;;;;;;;;;;;0.5;;;;;;;;;;;;;;;
120;Totale bevolking;12 tot 25 jaar;Totaal mannen en vrouwen;1999;2.0;1.3;2.2;3.5;5.3;3.1;1.2;1.5;3.7;8.4;3.6;5.3;1.9;2.1;1.9;5.1;1.8;1.3;2.1;3.1;5.0;2.8;1.1;1.4;3.4;7.7;3.0;5.0;1.7;2.0;1.7;4.7
121;Totale bevolking;12 tot 25 jaar;Totaal mannen en vrouwen;2000;2.0;1.3;2.1;3.4;5.0;3.1;1.3;1.5;3.7;8.2;3.5;4.5;1.9;2.1;1.9;4.6;1.8;1.3;2.0;3.1;4.7;2.7;1.1;1.4;3.4;7.4;2.9;4.3;1.6;2.0;1.7;4.1
122;Totale bevolking;12 tot 25 jaar;Totaal mannen en vrouwen;2001;2.2;1.4;2.2;3.6;5.0;3.3;1.4;1.6;3.9;8.7;3.7;5.0;2.1;2.2;2.0;4.7;2.0;1.4;2.1;3.2;4.6;2.9;1.2;1.5;3.6;7.9;3.2;4.8;1.8;2.1;1.9;4.2
123;Totale bevolking;12 tot 25 jaar;Totaal mannen en vrouwen;2002;2.4;1.6;2.5;3.9;5.1;3.5;1.5;1.8;4.3;8.8;3.7;5.5;2.4;2.4;2.3;5.1;2.2;1.5;2.3;3.5;4.8;3.0;1.3;1.7;3.9;8.3;3.2;5.1;2.1;2.3;2.1;4.6
124;Totale bevolking;12 tot 25 jaar;Totaal mannen en vrouwen;2003;2.6;1.8;2.7;4.1;5.7;3.6;1.6;2.0;4.6;9.6;4.1;6.1;2.7;2.6;2.5;5.8;2.4;1.7;2.5;3.7;5.4;3.1;1.4;1.9;4.3;9.1;3.4;5.8;2.3;2.4;2.3;5.4
125;Totale bevolking;12 tot 25 jaar;Totaal mannen en vrouwen;2004;2.9;2.0;2.9;4.5;6.1;3.9;1.7;2.3;5.1;10.1;4.1;6.7;3.0;2.8;2.7;6.4;2.7;2.0;2.8;4.1;5.8;3.4;1.6;2.1;4.8;9.6;3.5;6.4;2.6;2.7;2.5;5.9
126;Totale bevolking;12 tot 25 jaar;Totaal mannen en vrouwen;2005;3.1;2.2;3.2;4.6;6.3;3.9;1.9;2.4;5.4;11.2;4.4;6.8;3.2;3.0;2.9;6.5;2.9;2.1;3.0;4.2;5.9;3.5;1.8;2.3;5.1;10.6;3.8;6.5;2.8;2.9;2.7;6.0
127;Totale bevolking;12 tot 25 jaar;Totaal mannen en vrouwen;2006*;3.2;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;
128;Totale bevolking;12 tot 25 jaar;Mannen;1999;3.5;2.3;3.8;6.0;9.1;5.6;3.1;2.5;5.9;12.1;6.0;9.3;3.2;3.7;3.2;8.9;3.1;2.2;3.6;5.3;8.4;5.0;2.8;2.3;5.5;11.1;5.1;8.9;2.8;3.5;2.9;8.1
129;Totale bevolking;12 tot 25 jaar;Mannen;2000;3.4;2.3;3.7;5.9;8.6;5.5;3.1;2.5;5.9;11.6;5.7;8.0;3.2;3.7;3.2;8.0;3.1;2.3;3.4;5.2;8.0;4.9;2.8;2.3;5.5;10.5;5.0;7.7;2.7;3.5;2.9;7.2
130;Totale bevolking;12 tot 25 jaar;Mannen;2001;3.7;2.5;3.8;6.0;8.4;5.8;3.3;2.7;6.2;12.2;6.1;8.4;3.5;3.8;3.5;7.9;3.3;2.4;3.5;5.4;7.8;5.1;2.9;2.5;5.7;11.2;5.3;8.3;3.0;3.6;3.2;7.2
131;Totale bevolking;12 tot 25 jaar;Mannen;2002;4.0;2.7;4.2;6.5;8.6;6.1;3.7;3.0;6.7;12.2;6.1;9.3;3.9;4.1;3.8;8.5;3.7;2.6;3.9;5.9;8.1;5.4;3.4;2.8;6.2;11.5;5.3;8.9;3.4;3.9;3.5;7.8
132;Totale bevolking;12 tot 25 jaar;Mannen;2003;4.4;3.0;4.6;6.9;9.6;6.4;3.8;3.4;7.2;13.5;6.8;10.5;4.4;4.4;4.2;9.7;4.0;2.9;4.3;6.2;9.1;5.7;3.3;3.1;6.7;12.8;5.8;10.1;3.8;4.2;3.8;8.9
133;Totale bevolking;12 tot 25 jaar;Mannen;2004;4.9;3.4;5.0;7.5;10.5;6.8;4.1;3.7;8.0;14.1;6.9;11.4;4.9;4.9;4.6;10.5;4.5;3.3;4.7;6.8;9.8;6.1;3.7;3.5;7.5;13.5;6.0;10.9;4.3;4.7;4.2;9.7
134;Totale bevolking;12 tot 25 jaar;Mannen;2005;5.2;3.6;5.3;7.7;10.6;6.8;4.5;4.0;8.4;15.4;7.3;11.6;5.1;5.2;4.9;10.5;4.7;3.6;5.0;6.9;9.8;6.2;4.2;3.7;7.8;14.6;6.3;11.1;4.5;5.0;4.5;9.8
135;Totale bevolking;12 tot 25 jaar;Mannen;2006*;5.3;;;;;;;;;;;;;;;;4.9;;;;;;;;;;;;;;;
136;Totale bevolking;12 tot 25 jaar;Vrouwen;1999;0.5;0.3;0.6;1.1;1.6;0.7;0.4;0.3;1.4;2.9;0.8;1.7;0.6;0.4;0.4;1.9;0.5;0.3;0.5;1.0;1.6;0.7;0.3;0.3;1.2;2.7;0.7;1.6;0.5;0.4;0.4;1.7
137;Totale bevolking;12 tot 25 jaar;Vrouwen;2000;0.5;0.3;0.5;1.0;1.5;0.8;0.4;0.3;1.3;3.0;0.9;1.4;0.6;0.4;0.4;1.7;0.5;0.3;0.5;0.9;1.4;0.7;0.3;0.3;1.1;2.8;0.7;1.3;0.5;0.4;0.4;1.5
138;Totale bevolking;12 tot 25 jaar;Vrouwen;2001;0.6;0.3;0.6;1.2;1.7;0.8;0.4;0.4;1.6;3.2;1.0;1.7;0.8;0.5;0.5;2.0;0.5;0.3;0.6;1.0;1.5;0.7;0.4;0.4;1.4;2.9;0.8;1.6;0.7;0.4;0.5;1.8
139;Totale bevolking;12 tot 25 jaar;Vrouwen;2002;0.7;0.4;0.7;1.3;1.6;0.9;0.4;0.4;1.7;3.7;1.1;1.8;0.9;0.5;0.6;2.2;0.6;0.4;0.7;1.2;1.5;0.8;0.4;0.4;1.5;3.4;0.9;1.7;0.8;0.5;0.5;2.0
140;Totale bevolking;12 tot 25 jaar;Vrouwen;2003;0.8;0.4;0.8;1.4;1.8;1.0;0.5;0.5;1.8;3.6;1.0;2.0;1.0;0.6;0.7;2.4;0.7;0.4;0.8;1.3;1.7;0.9;0.5;0.5;1.7;3.5;0.9;1.9;0.9;0.5;0.6;2.2
141;Totale bevolking;12 tot 25 jaar;Vrouwen;2004;0.9;0.5;0.9;1.5;1.9;1.1;0.6;0.6;2.0;4.0;1.2;2.4;1.1;0.7;0.8;2.7;0.8;0.5;0.9;1.4;1.8;0.9;0.5;0.6;1.9;3.8;1.0;2.3;1.0;0.6;0.7;2.5
142;Totale bevolking;12 tot 25 jaar;Vrouwen;2005;1.0;0.6;1.0;1.6;2.1;1.1;0.7;0.7;2.2;5.1;1.3;2.5;1.2;0.8;0.9;2.8;0.9;0.6;1.0;1.6;2.0;1.0;0.6;0.6;2.1;4.8;1.1;2.4;1.1;0.7;0.8;2.5
143;Totale bevolking;12 tot 25 jaar;Vrouwen;2006*;1.1;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;
144;Autochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;1999;1.0;0.8;1.4;2.2;3.3;4.5;3.2;0.8;2.4;7.6;4.7;4.6;0.8;1.7;1.0;1.9;1.0;0.8;1.4;2.2;3.3;4.5;3.2;0.8;2.4;7.6;4.7;4.6;0.8;1.7;1.0;1.9
145;Autochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2000;1.0;0.8;1.3;2.1;3.1;5.2;3.5;0.8;2.3;7.8;3.7;4.0;0.8;1.6;1.0;1.5;1.0;0.8;1.3;2.1;3.1;5.2;3.5;0.8;2.3;7.8;3.7;4.0;0.8;1.6;1.0;1.5
146;Autochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2001;1.1;0.9;1.4;2.2;2.4;5.5;3.5;0.9;2.5;8.1;3.0;4.5;1.0;1.7;1.1;2.0;1.1;0.9;1.4;2.2;2.4;5.5;3.5;0.9;2.5;8.1;3.0;4.5;1.0;1.7;1.1;2.0
147;Autochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2002;1.3;0.9;1.6;2.5;3.3;4.4;4.2;1.0;2.7;8.0;2.8;5.6;1.1;1.9;1.3;2.0;1.3;0.9;1.6;2.5;3.3;4.4;4.2;1.0;2.7;8.0;2.8;5.6;1.1;1.9;1.3;2.0
148;Autochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2003;1.4;1.0;1.8;2.6;3.7;5.1;4.0;1.1;2.9;9.2;3.2;5.7;1.2;2.1;1.4;2.0;1.4;1.0;1.8;2.6;3.7;5.1;4.0;1.1;2.9;9.2;3.2;5.7;1.2;2.1;1.4;2.0
149;Autochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2004;1.6;1.2;1.9;3.0;3.7;5.3;4.5;1.2;3.3;9.4;3.5;5.3;1.4;2.2;1.6;2.5;1.6;1.2;1.9;3.0;3.7;5.3;4.5;1.2;3.3;9.4;3.5;5.3;1.4;2.2;1.6;2.5
150;Autochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2005;1.8;1.3;2.1;3.1;4.3;5.7;4.1;1.4;3.5;11.5;5.2;6.1;1.6;2.4;1.7;2.4;1.8;1.3;2.1;3.1;4.3;5.7;4.1;1.4;3.5;11.5;5.2;6.1;1.6;2.4;1.7;2.4
151;Autochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2006*;1.9;;;;;;;;;;;;;;;;1.9;;;;;;;;;;;;;;;
152;Autochtonen;12 tot 18 jaar;Mannen;1999;1.7;1.3;2.3;3.4;5.1;8.3;5.5;1.3;3.9;9.9;7.8;6.7;1.4;2.8;1.7;3.2;1.7;1.3;2.3;3.4;5.1;8.3;5.5;1.3;3.9;9.9;7.8;6.7;1.4;2.8;1.7;3.2
153;Autochtonen;12 tot 18 jaar;Mannen;2000;1.7;1.3;2.1;3.4;5.0;9.4;5.8;1.3;3.9;10.3;6.6;6.1;1.4;2.7;1.7;2.4;1.7;1.3;2.1;3.4;5.0;9.4;5.8;1.3;3.9;10.3;6.6;6.1;1.4;2.7;1.7;2.4
154;Autochtonen;12 tot 18 jaar;Mannen;2001;1.9;1.4;2.3;3.4;4.1;9.3;6.0;1.4;4.0;10.6;3.7;6.6;1.5;2.8;1.8;3.1;1.9;1.4;2.3;3.4;4.1;9.3;6.0;1.4;4.0;10.6;3.7;6.6;1.5;2.8;1.8;3.1
155;Autochtonen;12 tot 18 jaar;Mannen;2002;2.1;1.5;2.6;3.8;5.2;8.1;8.7;1.6;4.3;10.2;3.4;8.6;1.7;3.1;2.0;3.2;2.1;1.5;2.6;3.8;5.2;8.1;8.7;1.6;4.3;10.2;3.4;8.6;1.7;3.1;2.0;3.2
156;Autochtonen;12 tot 18 jaar;Mannen;2003;2.3;1.7;2.8;4.0;5.9;8.5;6.6;1.8;4.7;12.1;5.0;7.8;1.9;3.5;2.3;3.3;2.3;1.7;2.8;4.0;5.9;8.5;6.6;1.8;4.7;12.1;5.0;7.8;1.9;3.5;2.3;3.3
157;Autochtonen;12 tot 18 jaar;Mannen;2004;2.5;1.9;3.0;4.6;5.7;9.9;7.9;2.0;5.2;12.0;5.4;7.7;2.2;3.6;2.5;4.0;2.5;1.9;3.0;4.6;5.7;9.9;7.9;2.0;5.2;12.0;5.4;7.7;2.2;3.6;2.5;4.0
158;Autochtonen;12 tot 18 jaar;Mannen;2005;2.8;2.2;3.3;4.6;6.7;9.7;6.7;2.2;5.5;14.6;8.8;8.8;2.4;4.0;2.7;4.1;2.8;2.2;3.3;4.6;6.7;9.7;6.7;2.2;5.5;14.6;8.8;8.8;2.4;4.0;2.7;4.1
159;Autochtonen;12 tot 18 jaar;Mannen;2006*;2.9;;;;;;;;;;;;;;;;2.9;;;;;;;;;;;;;;;
160;Autochtonen;12 tot 18 jaar;Vrouwen;1999;0.3;0.2;0.4;0.9;1.5;1.4;1.7;0.2;0.8;4.0;;2.6;0.3;0.4;0.3;0.6;0.3;0.2;0.4;0.9;1.5;1.4;1.7;0.2;0.8;4.0;;2.6;0.3;0.4;0.3;0.6
161;Autochtonen;12 tot 18 jaar;Vrouwen;2000;0.3;0.2;0.4;0.8;1.1;2.1;1.9;0.2;0.8;3.6;;1.9;0.3;0.4;0.3;0.5;0.3;0.2;0.4;0.8;1.1;2.1;1.9;0.2;0.8;3.6;;1.9;0.3;0.4;0.3;0.5
162;Autochtonen;12 tot 18 jaar;Vrouwen;2001;0.4;0.3;0.5;1.0;0.7;2.5;1.7;0.3;1.0;4.1;;2.4;0.4;0.5;0.4;0.8;0.4;0.3;0.5;1.0;0.7;2.5;1.7;0.3;1.0;4.1;;2.4;0.4;0.5;0.4;0.8
163;Autochtonen;12 tot 18 jaar;Vrouwen;2002;0.5;0.3;0.6;1.1;1.3;1.7;;0.3;1.1;4.1;;2.4;0.4;0.5;0.4;0.7;0.5;0.3;0.6;1.1;1.3;1.7;;0.3;1.1;4.1;;2.4;0.4;0.5;0.4;0.7
164;Autochtonen;12 tot 18 jaar;Vrouwen;2003;0.5;0.3;0.7;1.1;1.4;2.5;1.9;0.4;1.2;4.4;;3.4;0.5;0.6;0.5;0.7;0.5;0.3;0.7;1.1;1.4;2.5;1.9;0.4;1.2;4.4;;3.4;0.5;0.6;0.5;0.7
165;Autochtonen;12 tot 18 jaar;Vrouwen;2004;0.6;0.4;0.8;1.3;1.6;1.8;2.0;0.4;1.4;5.0;;2.8;0.6;0.7;0.6;0.9;0.6;0.4;0.8;1.3;1.6;1.8;2.0;0.4;1.4;5.0;;2.8;0.6;0.7;0.6;0.9
166;Autochtonen;12 tot 18 jaar;Vrouwen;2005;0.7;0.5;0.9;1.5;1.9;2.9;2.0;0.5;1.5;6.6;;3.3;0.7;0.8;0.7;0.7;0.7;0.5;0.9;1.5;1.9;2.9;2.0;0.5;1.5;6.6;;3.3;0.7;0.8;0.7;0.7
167;Autochtonen;12 tot 18 jaar;Vrouwen;2006*;0.8;;;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;
168;Autochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;1999;1.8;1.6;2.0;2.3;2.9;2.0;0.9;1.7;3.4;5.2;1.7;4.0;2.0;1.8;1.7;4.0;1.8;1.6;2.0;2.3;2.9;2.0;0.9;1.7;3.4;5.2;1.7;4.0;2.0;1.8;1.7;4.0
169;Autochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2000;1.8;1.6;2.0;2.3;2.8;2.0;0.9;1.7;3.4;4.8;1.9;3.6;2.1;1.8;1.7;3.6;1.8;1.6;2.0;2.3;2.8;2.0;0.9;1.7;3.4;4.8;1.9;3.6;2.1;1.8;1.7;3.6
170;Autochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2001;2.0;1.8;2.1;2.5;2.3;2.1;0.9;1.9;3.6;5.6;1.9;4.1;2.4;1.9;1.9;3.8;2.0;1.8;2.1;2.5;2.3;2.1;0.9;1.9;3.6;5.6;1.9;4.1;2.4;1.9;1.9;3.8
171;Autochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2002;2.2;2.0;2.3;2.7;3.0;2.2;1.0;2.2;4.1;6.2;2.0;4.1;2.9;2.1;2.1;4.1;2.2;2.0;2.3;2.7;3.0;2.2;1.0;2.2;4.1;6.2;2.0;4.1;2.9;2.1;2.1;4.1
172;Autochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2003;2.5;2.3;2.6;3.0;3.5;2.3;1.1;2.5;4.5;7.0;2.2;5.1;3.4;2.3;2.3;4.9;2.5;2.3;2.6;3.0;3.5;2.3;1.1;2.5;4.5;7.0;2.2;5.1;3.4;2.3;2.3;4.9
173;Autochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2004;2.8;2.6;2.8;3.4;3.5;2.5;1.2;2.8;5.1;7.3;2.3;6.1;3.6;2.5;2.6;5.6;2.8;2.6;2.8;3.4;3.5;2.5;1.2;2.8;5.1;7.3;2.3;6.1;3.6;2.5;2.6;5.6
174;Autochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2005;3.0;2.8;3.0;3.5;3.7;2.7;1.4;3.0;5.4;7.4;2.4;5.8;3.8;2.7;2.8;5.8;3.0;2.8;3.0;3.5;3.7;2.7;1.4;3.0;5.4;7.4;2.4;5.8;3.8;2.7;2.8;5.8
175;Autochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2006*;3.1;;;;;;;;;;;;;;;;3.1;;;;;;;;;;;;;;;
176;Autochtonen;18 tot 25 jaar;Mannen;1999;3.2;2.8;3.6;4.1;4.9;3.8;2.2;2.8;5.3;8.3;3.0;7.9;3.6;3.1;3.0;7.1;3.2;2.8;3.6;4.1;4.9;3.8;2.2;2.8;5.3;8.3;3.0;7.9;3.6;3.1;3.0;7.1
