ID;HarmonizedSystem;Periods;BalassaIndex_1;ShareOfChapterInTotalExports_2;ExportsOfDutchProducts_3;ReExports_4
1166;"44 Wood and articles of wood; wood ch...";2018;0.3;0.3;61.9;38.1
1167;"44 Wood and articles of wood; wood ch...";2019;0.3;0.3;61.0;39.0
1168;"44 Wood and articles of wood; wood ch...";2020;0.3;0.3;64.3;35.7
1169;"44 Wood and articles of wood; wood ch...";2021;0.3;0.4;59.3;40.7
1170;45 Cork and articles of cork;1996;0.1;0.0;;
1171;45 Cork and articles of cork;1997;0.1;0.0;;
1172;45 Cork and articles of cork;1998;0.0;0.0;;
1173;45 Cork and articles of cork;1999;0.1;0.0;;
1174;45 Cork and articles of cork;2000;0.0;0.0;;
1175;45 Cork and articles of cork;2001;0.0;0.0;;
1176;45 Cork and articles of cork;2002;0.0;0.0;37.0;63.0
1177;45 Cork and articles of cork;2003;0.1;0.0;28.8;71.2
1178;45 Cork and articles of cork;2004;0.1;0.0;27.7;72.3
1179;45 Cork and articles of cork;2005;0.1;0.0;21.6;78.4
1180;45 Cork and articles of cork;2006;0.1;0.0;22.0;78.0
1181;45 Cork and articles of cork;2007;0.1;0.0;18.1;81.9
1182;45 Cork and articles of cork;2008;0.1;0.0;20.8;79.2
1183;45 Cork and articles of cork;2009;0.1;0.0;22.6;77.4
1184;45 Cork and articles of cork;2010;0.1;0.0;37.3;62.7
1185;45 Cork and articles of cork;2011;0.0;0.0;17.1;82.9
1186;45 Cork and articles of cork;2012;0.0;0.0;19.1;80.9
1187;45 Cork and articles of cork;2013;0.0;0.0;32.8;67.2
1188;45 Cork and articles of cork;2014;0.0;0.0;52.7;47.3
1189;45 Cork and articles of cork;2015;0.0;0.0;30.5;69.5
1190;45 Cork and articles of cork;2016;0.0;0.0;32.7;67.3
1191;45 Cork and articles of cork;2017;0.0;0.0;36.2;63.8
1192;45 Cork and articles of cork;2018;0.0;0.0;38.9;61.1
1193;45 Cork and articles of cork;2019;0.0;0.0;52.9;47.1
1194;45 Cork and articles of cork;2020;0.0;0.0;50.8;49.2
1195;45 Cork and articles of cork;2021;0.0;0.0;43.7;56.3
1196;46 Manufactures of straw, of esparto ...;1996;3.4;0.0;;
1197;46 Manufactures of straw, of esparto ...;1997;3.5;0.0;;
1198;46 Manufactures of straw, of esparto ...;1998;3.0;0.0;;
1199;46 Manufactures of straw, of esparto ...;1999;3.2;0.0;;
1200;46 Manufactures of straw, of esparto ...;2000;3.3;0.0;;
1201;46 Manufactures of straw, of esparto ...;2001;3.4;0.0;;
1202;46 Manufactures of straw, of esparto ...;2002;3.6;0.0;13.1;86.9
1203;46 Manufactures of straw, of esparto ...;2003;4.1;0.0;31.7;68.3
1204;46 Manufactures of straw, of esparto ...;2004;3.9;0.0;28.8;71.2
1205;46 Manufactures of straw, of esparto ...;2005;3.2;0.0;31.0;69.0
1206;46 Manufactures of straw, of esparto ...;2006;3.0;0.0;43.5;56.5
1207;46 Manufactures of straw, of esparto ...;2007;2.1;0.0;46.6;53.4
1208;46 Manufactures of straw, of esparto ...;2008;2.1;0.0;49.4;50.6
1209;46 Manufactures of straw, of esparto ...;2009;2.2;0.0;63.7;36.3
1210;46 Manufactures of straw, of esparto ...;2010;2.5;0.0;60.0;40.0
1211;46 Manufactures of straw, of esparto ...;2011;2.3;0.0;53.4;46.6
1212;46 Manufactures of straw, of esparto ...;2012;2.2;0.0;56.5;43.5
1213;46 Manufactures of straw, of esparto ...;2013;2.4;0.0;60.6;39.4
1214;46 Manufactures of straw, of esparto ...;2014;2.9;0.0;62.4;37.6
1215;46 Manufactures of straw, of esparto ...;2015;3.1;0.0;62.5;37.5
1216;46 Manufactures of straw, of esparto ...;2016;3.1;0.0;58.6;41.4
1217;46 Manufactures of straw, of esparto ...;2017;2.9;0.0;55.7;44.3
1218;46 Manufactures of straw, of esparto ...;2018;2.6;0.0;54.5;45.5
1219;46 Manufactures of straw, of esparto ...;2019;2.3;0.0;55.5;44.5
1220;46 Manufactures of straw, of esparto ...;2020;2.5;0.0;53.7;46.3
1221;46 Manufactures of straw, of esparto ...;2021;2.7;0.0;46.7;53.3
1222;47 Pulp of wood or of other fibrous c...;1996;0.7;0.2;;
1223;47 Pulp of wood or of other fibrous c...;1997;0.7;0.1;;
1224;47 Pulp of wood or of other fibrous c...;1998;0.8;0.2;;
1225;47 Pulp of wood or of other fibrous c...;1999;0.8;0.2;;
1226;47 Pulp of wood or of other fibrous c...;2000;0.8;0.2;;
1227;47 Pulp of wood or of other fibrous c...;2001;0.7;0.2;;
1228;47 Pulp of wood or of other fibrous c...;2002;0.7;0.2;45.8;54.2
1229;47 Pulp of wood or of other fibrous c...;2003;0.9;0.2;48.5;51.5
1230;47 Pulp of wood or of other fibrous c...;2004;1.0;0.2;50.5;49.5
1231;47 Pulp of wood or of other fibrous c...;2005;1.1;0.2;41.8;58.2
1232;47 Pulp of wood or of other fibrous c...;2006;1.0;0.2;35.7;64.3
1233;47 Pulp of wood or of other fibrous c...;2007;0.8;0.2;46.6;53.4
1234;47 Pulp of wood or of other fibrous c...;2008;0.9;0.2;52.4;47.6
1235;47 Pulp of wood or of other fibrous c...;2009;1.0;0.2;61.4;38.6
1236;47 Pulp of wood or of other fibrous c...;2010;1.0;0.3;58.9;41.1
1237;47 Pulp of wood or of other fibrous c...;2011;1.1;0.3;52.3;47.7
1238;47 Pulp of wood or of other fibrous c...;2012;1.0;0.3;39.1;60.9
1239;47 Pulp of wood or of other fibrous c...;2013;0.8;0.2;36.3;63.7
1240;47 Pulp of wood or of other fibrous c...;2014;0.8;0.2;32.8;67.2
1241;47 Pulp of wood or of other fibrous c...;2015;0.8;0.2;42.4;57.6
1242;47 Pulp of wood or of other fibrous c...;2016;0.9;0.2;61.2;38.8
1243;47 Pulp of wood or of other fibrous c...;2017;1.0;0.2;45.9;54.1
1244;47 Pulp of wood or of other fibrous c...;2018;0.9;0.2;41.0;59.0
1245;47 Pulp of wood or of other fibrous c...;2019;1.0;0.2;46.6;53.4
1246;47 Pulp of wood or of other fibrous c...;2020;1.0;0.2;41.8;58.2
1247;47 Pulp of wood or of other fibrous c...;2021;0.9;0.2;37.2;62.8
1248;"48 Paper and paperboard; articles of ...";1996;0.8;2.2;;
1249;"48 Paper and paperboard; articles of ...";1997;0.9;2.1;;
1250;"48 Paper and paperboard; articles of ...";1998;0.8;2.1;;
1251;"48 Paper and paperboard; articles of ...";1999;0.8;2.0;;
1252;"48 Paper and paperboard; articles of ...";2000;0.8;1.9;;
1253;"48 Paper and paperboard; articles of ...";2001;0.8;1.8;;
1254;"48 Paper and paperboard; articles of ...";2002;0.8;1.9;80.2;19.8
1255;"48 Paper and paperboard; articles of ...";2003;0.8;1.9;80.8;19.2
1256;"48 Paper and paperboard; articles of ...";2004;0.8;1.7;80.9;19.1
1257;"48 Paper and paperboard; articles of ...";2005;0.7;1.6;81.4;18.6
1258;"48 Paper and paperboard; articles of ...";2006;0.7;1.5;80.1;19.9
1259;"48 Paper and paperboard; articles of ...";2007;0.7;1.4;78.8;21.2
1260;"48 Paper and paperboard; articles of ...";2008;0.6;1.2;80.1;19.9
1261;"48 Paper and paperboard; articles of ...";2009;0.6;1.3;80.0;20.0
1262;"48 Paper and paperboard; articles of ...";2010;0.6;1.2;78.9;21.1
1263;"48 Paper and paperboard; articles of ...";2011;0.5;1.1;77.8;22.2
1264;"48 Paper and paperboard; articles of ...";2012;0.6;1.0;76.5;23.5
1265;"48 Paper and paperboard; articles of ...";2013;0.5;0.9;73.5;26.5
1266;"48 Paper and paperboard; articles of ...";2014;0.6;1.0;73.2;26.8
1267;"48 Paper and paperboard; articles of ...";2015;0.6;1.0;79.8;20.2
1268;"48 Paper and paperboard; articles of ...";2016;0.6;1.0;76.7;23.3
1269;"48 Paper and paperboard; articles of ...";2017;0.6;1.0;78.7;21.3
1270;"48 Paper and paperboard; articles of ...";2018;0.6;1.0;76.9;23.1
1271;"48 Paper and paperboard; articles of ...";2019;0.6;0.9;75.8;24.2
1272;"48 Paper and paperboard; articles of ...";2020;0.6;0.9;75.5;24.5
1273;"48 Paper and paperboard; articles of ...";2021;0.6;1.0;77.4;22.6
1274;49 Printed books, newspapers, picture...;1996;0.7;0.5;;
1275;49 Printed books, newspapers, picture...;1997;0.7;0.5;;
1276;49 Printed books, newspapers, picture...;1998;0.7;0.5;;
1277;49 Printed books, newspapers, picture...;1999;0.7;0.5;;
1278;49 Printed books, newspapers, picture...;2000;0.6;0.4;;
1279;49 Printed books, newspapers, picture...;2001;0.7;0.4;;
1280;49 Printed books, newspapers, picture...;2002;0.7;0.4;70.1;29.9
1281;49 Printed books, newspapers, picture...;2003;0.7;0.4;71.3;28.7
1282;49 Printed books, newspapers, picture...;2004;0.7;0.4;64.2;35.8
1283;49 Printed books, newspapers, picture...;2005;0.6;0.4;66.9;33.1
1284;49 Printed books, newspapers, picture...;2006;0.7;0.3;63.3;36.7
1285;49 Printed books, newspapers, picture...;2007;0.6;0.3;64.1;35.9
1286;49 Printed books, newspapers, picture...;2008;0.7;0.3;56.5;43.5
1287;49 Printed books, newspapers, picture...;2009;0.7;0.4;58.8;41.2
1288;49 Printed books, newspapers, picture...;2010;0.7;0.3;64.6;35.4
1289;49 Printed books, newspapers, picture...;2011;0.7;0.3;62.0;38.0
1290;49 Printed books, newspapers, picture...;2012;0.7;0.3;65.1;34.9
1291;49 Printed books, newspapers, picture...;2013;0.7;0.3;68.7;31.3
1292;49 Printed books, newspapers, picture...;2014;0.7;0.3;71.7;28.3
1293;49 Printed books, newspapers, picture...;2015;0.8;0.3;74.8;25.2
1294;49 Printed books, newspapers, picture...;2016;0.8;0.3;67.5;32.5
1295;49 Printed books, newspapers, picture...;2017;0.8;0.3;73.7;26.3
1296;49 Printed books, newspapers, picture...;2018;0.9;0.3;77.0;23.0
1297;49 Printed books, newspapers, picture...;2019;0.9;0.3;73.5;26.5
1298;49 Printed books, newspapers, picture...;2020;1.1;0.3;76.9;23.1
1299;49 Printed books, newspapers, picture...;2021;1.0;0.3;77.5;22.5
1300;50 Silk;1996;0.0;0.0;;
1301;50 Silk;1997;0.0;0.0;;
1302;50 Silk;1998;0.0;0.0;;
1303;50 Silk;1999;0.1;0.0;;
1304;50 Silk;2000;0.1;0.0;;
1305;50 Silk;2001;0.0;0.0;;
1306;50 Silk;2002;0.1;0.0;35.7;64.3
1307;50 Silk;2003;0.1;0.0;39.4;60.6
1308;50 Silk;2004;0.1;0.0;18.8;81.2
1309;50 Silk;2005;0.1;0.0;42.0;58.0
1310;50 Silk;2006;0.1;0.0;53.2;46.8
1311;50 Silk;2007;0.1;0.0;41.1;58.9
1312;50 Silk;2008;0.0;0.0;36.6;63.4
1313;50 Silk;2009;0.0;0.0;58.4;41.6
1314;50 Silk;2010;0.0;0.0;48.3;51.7
1315;50 Silk;2011;0.0;0.0;62.8;37.2
1316;50 Silk;2012;0.0;0.0;40.3;59.7
1317;50 Silk;2013;0.1;0.0;81.0;19.0
1318;50 Silk;2014;0.0;0.0;80.9;19.1
1319;50 Silk;2015;0.0;0.0;8.8;91.2
1320;50 Silk;2016;0.0;0.0;18.6;81.4
1321;50 Silk;2017;0.0;0.0;30.3;69.7
1322;50 Silk;2018;0.0;0.0;16.6;83.4
1323;50 Silk;2019;0.0;0.0;9.1;90.9
1324;50 Silk;2020;0.0;0.0;8.1;91.9
1325;50 Silk;2021;0.0;0.0;22.1;77.9
1326;"51 Wool, fine or coarse animal hair; ...";1996;0.2;0.1;;
1327;"51 Wool, fine or coarse animal hair; ...";1997;0.2;0.1;;
1328;"51 Wool, fine or coarse animal hair; ...";1998;0.2;0.1;;
1329;"51 Wool, fine or coarse animal hair; ...";1999;0.2;0.1;;
1330;"51 Wool, fine or coarse animal hair; ...";2000;0.2;0.0;;
1331;"51 Wool, fine or coarse animal hair; ...";2001;0.1;0.0;;
1332;"51 Wool, fine or coarse animal hair; ...";2002;0.2;0.0;41.3;58.7
1333;"51 Wool, fine or coarse animal hair; ...";2003;0.1;0.0;51.2;48.8
1334;"51 Wool, fine or coarse animal hair; ...";2004;0.1;0.0;54.3;45.7
1335;"51 Wool, fine or coarse animal hair; ...";2005;0.1;0.0;75.4;24.6
1336;"51 Wool, fine or coarse animal hair; ...";2006;0.1;0.0;82.7;17.3
1337;"51 Wool, fine or coarse animal hair; ...";2007;0.1;0.0;81.9;18.1
1338;"51 Wool, fine or coarse animal hair; ...";2008;0.1;0.0;74.0;26.0
1339;"51 Wool, fine or coarse animal hair; ...";2009;0.0;0.0;74.1;25.9
1340;"51 Wool, fine or coarse animal hair; ...";2010;0.0;0.0;70.7;29.3
1341;"51 Wool, fine or coarse animal hair; ...";2011;0.0;0.0;65.1;34.9
1342;"51 Wool, fine or coarse animal hair; ...";2012;0.1;0.0;66.2;33.8
1343;"51 Wool, fine or coarse animal hair; ...";2013;0.1;0.0;62.9;37.1
1344;"51 Wool, fine or coarse animal hair; ...";2014;0.1;0.0;64.1;35.9
1345;"51 Wool, fine or coarse animal hair; ...";2015;0.0;0.0;61.0;39.0
1346;"51 Wool, fine or coarse animal hair; ...";2016;0.1;0.0;52.0;48.0
1347;"51 Wool, fine or coarse animal hair; ...";2017;0.0;0.0;47.9;52.1
1348;"51 Wool, fine or coarse animal hair; ...";2018;0.1;0.0;57.4;42.6
1349;"51 Wool, fine or coarse animal hair; ...";2019;0.0;0.0;48.5;51.5
1350;"51 Wool, fine or coarse animal hair; ...";2020;0.1;0.0;55.1;44.9
1351;"51 Wool, fine or coarse animal hair; ...";2021;0.0;0.0;57.6;42.4
1352;52 Cotton;1996;0.5;0.3;;
1353;52 Cotton;1997;0.5;0.2;;
1354;52 Cotton;1998;0.5;0.2;;
1355;52 Cotton;1999;0.5;0.2;;
1356;52 Cotton;2000;0.4;0.2;;
1357;52 Cotton;2001;0.4;0.2;;
1358;52 Cotton;2002;0.4;0.2;72.1;27.9
1359;52 Cotton;2003;0.4;0.2;74.2;25.8
1360;52 Cotton;2004;0.4;0.1;68.8;31.2
1361;52 Cotton;2005;0.4;0.1;70.2;29.8
1362;52 Cotton;2006;0.3;0.1;71.2;28.8
1363;52 Cotton;2007;0.4;0.1;70.9;29.1
1364;52 Cotton;2008;0.4;0.1;70.5;29.5
1365;52 Cotton;2009;0.4;0.1;74.4;25.6
1366;52 Cotton;2010;0.4;0.1;71.8;28.2
1367;52 Cotton;2011;0.4;0.1;72.5;27.5
1368;52 Cotton;2012;0.5;0.1;75.3;24.7
1369;52 Cotton;2013;0.5;0.1;69.2;30.8
1370;52 Cotton;2014;0.6;0.1;71.3;28.7
1371;52 Cotton;2015;0.5;0.1;76.0;24.0
1372;52 Cotton;2016;0.5;0.1;75.9;24.1
1373;52 Cotton;2017;0.5;0.1;69.8;30.2
1374;52 Cotton;2018;0.6;0.1;70.9;29.1
1375;52 Cotton;2019;0.5;0.1;71.9;28.1
1376;52 Cotton;2020;0.6;0.0;65.6;34.4
1377;52 Cotton;2021;0.5;0.0;70.5;29.5
1378;"53 Other vegetable textile fibres; pa...";1996;0.4;0.0;;
1379;"53 Other vegetable textile fibres; pa...";1997;0.3;0.0;;
1380;"53 Other vegetable textile fibres; pa...";1998;0.4;0.0;;
1381;"53 Other vegetable textile fibres; pa...";1999;0.4;0.0;;
1382;"53 Other vegetable textile fibres; pa...";2000;0.4;0.0;;
1383;"53 Other vegetable textile fibres; pa...";2001;0.5;0.0;;
1384;"53 Other vegetable textile fibres; pa...";2002;0.7;0.0;63.0;37.0
1385;"53 Other vegetable textile fibres; pa...";2003;0.6;0.0;60.3;39.7
1386;"53 Other vegetable textile fibres; pa...";2004;0.5;0.0;47.3;52.7
1387;"53 Other vegetable textile fibres; pa...";2005;0.5;0.0;49.5;50.5
1388;"53 Other vegetable textile fibres; pa...";2006;0.4;0.0;44.0;56.0
1389;"53 Other vegetable textile fibres; pa...";2007;0.4;0.0;42.3;57.7
1390;"53 Other vegetable textile fibres; pa...";2008;0.6;0.0;51.7;48.3
1391;"53 Other vegetable textile fibres; pa...";2009;0.5;0.0;44.6;55.4
1392;"53 Other vegetable textile fibres; pa...";2010;0.6;0.0;33.9;66.1
1393;"53 Other vegetable textile fibres; pa...";2011;0.5;0.0;39.3;60.7
1394;"53 Other vegetable textile fibres; pa...";2012;0.5;0.0;30.6;69.4
1395;"53 Other vegetable textile fibres; pa...";2013;0.4;0.0;24.2;75.8
1396;"53 Other vegetable textile fibres; pa...";2014;0.4;0.0;27.9;72.1
1397;"53 Other vegetable textile fibres; pa...";2015;0.4;0.0;85.5;14.5
1398;"53 Other vegetable textile fibres; pa...";2016;0.4;0.0;71.2;28.8
1399;"53 Other vegetable textile fibres; pa...";2017;0.4;0.0;74.4;25.6
1400;"53 Other vegetable textile fibres; pa...";2018;0.5;0.0;84.0;16.0
1401;"53 Other vegetable textile fibres; pa...";2019;0.4;0.0;82.5;17.5
1402;"53 Other vegetable textile fibres; pa...";2020;0.5;0.0;77.9;22.1
1403;"53 Other vegetable textile fibres; pa...";2021;0.4;0.0;80.5;19.5
1404;"54 Man-made filaments; strip and the ...";1996;1.4;0.7;;
1405;"54 Man-made filaments; strip and the ...";1997;1.4;0.7;;
1406;"54 Man-made filaments; strip and the ...";1998;1.4;0.7;;
1407;"54 Man-made filaments; strip and the ...";1999;1.6;0.7;;
1408;"54 Man-made filaments; strip and the ...";2000;1.3;0.6;;
1409;"54 Man-made filaments; strip and the ...";2001;1.3;0.5;;
1410;"54 Man-made filaments; strip and the ...";2002;1.4;0.6;48.7;51.3
1411;"54 Man-made filaments; strip and the ...";2003;1.4;0.5;65.4;34.6
1412;"54 Man-made filaments; strip and the ...";2004;1.4;0.4;70.2;29.8
1413;"54 Man-made filaments; strip and the ...";2005;1.3;0.4;70.6;29.4
1414;"54 Man-made filaments; strip and the ...";2006;1.3;0.3;73.3;26.7
1415;"54 Man-made filaments; strip and the ...";2007;1.2;0.3;75.9;24.1
1416;"54 Man-made filaments; strip and the ...";2008;1.2;0.3;76.8;23.2
1417;"54 Man-made filaments; strip and the ...";2009;1.2;0.2;76.4;23.6
1418;"54 Man-made filaments; strip and the ...";2010;1.2;0.2;75.1;24.9
1419;"54 Man-made filaments; strip and the ...";2011;1.2;0.2;74.7;25.3
1420;"54 Man-made filaments; strip and the ...";2012;1.2;0.2;72.5;27.5
1421;"54 Man-made filaments; strip and the ...";2013;1.2;0.2;74.6;25.4
1422;"54 Man-made filaments; strip and the ...";2014;1.2;0.2;71.6;28.4
1423;"54 Man-made filaments; strip and the ...";2015;1.4;0.2;70.8;29.2
1424;"54 Man-made filaments; strip and the ...";2016;1.3;0.2;73.7;26.3
1425;"54 Man-made filaments; strip and the ...";2017;1.4;0.2;71.1;28.9
1426;"54 Man-made filaments; strip and the ...";2018;1.2;0.2;71.7;28.3
1427;"54 Man-made filaments; strip and the ...";2019;1.3;0.2;71.8;28.2
1428;"54 Man-made filaments; strip and the ...";2020;1.4;0.2;72.9;27.1
1429;"54 Man-made filaments; strip and the ...";2021;1.3;0.2;73.6;26.4
1430;55 Man-made staple fibres;1996;0.5;0.2;;
1431;55 Man-made staple fibres;1997;0.5;0.2;;
1432;55 Man-made staple fibres;1998;0.5;0.2;;
1433;55 Man-made staple fibres;1999;0.4;0.2;;
1434;55 Man-made staple fibres;2000;0.4;0.2;;
1435;55 Man-made staple fibres;2001;0.4;0.1;;
1436;55 Man-made staple fibres;2002;0.4;0.1;69.2;30.8
1437;55 Man-made staple fibres;2003;0.4;0.1;70.1;29.9
1438;55 Man-made staple fibres;2004;0.3;0.1;67.0;33.0
1439;55 Man-made staple fibres;2005;0.3;0.1;66.1;33.9
1440;55 Man-made staple fibres;2006;0.3;0.1;69.4;30.6
1441;55 Man-made staple fibres;2007;0.3;0.1;66.8;33.2
1442;55 Man-made staple fibres;2008;0.3;0.1;66.7;33.3
1443;55 Man-made staple fibres;2009;0.3;0.1;62.4;37.6
1444;55 Man-made staple fibres;2010;0.3;0.1;65.8;34.2
1445;55 Man-made staple fibres;2011;0.3;0.1;63.7;36.3
1446;55 Man-made staple fibres;2012;0.3;0.1;65.0;35.0
1447;55 Man-made staple fibres;2013;0.3;0.1;69.8;30.2
1448;55 Man-made staple fibres;2014;0.3;0.1;68.8;31.2
1449;55 Man-made staple fibres;2015;0.3;0.1;69.2;30.8
1450;55 Man-made staple fibres;2016;0.3;0.1;65.4;34.6
1451;55 Man-made staple fibres;2017;0.3;0.1;65.5;34.5
1452;55 Man-made staple fibres;2018;0.3;0.0;64.5;35.5
1453;55 Man-made staple fibres;2019;0.3;0.0;69.6;30.4
1454;55 Man-made staple fibres;2020;0.3;0.0;67.2;32.8
1455;55 Man-made staple fibres;2021;0.3;0.0;61.3;38.7
1456;"56 Wadding, felt and nonwovens; speci...";1996;1.0;0.2;;
1457;"56 Wadding, felt and nonwovens; speci...";1997;1.2;0.2;;
1458;"56 Wadding, felt and nonwovens; speci...";1998;1.1;0.2;;
1459;"56 Wadding, felt and nonwovens; speci...";1999;1.2;0.2;;
1460;"56 Wadding, felt and nonwovens; speci...";2000;1.1;0.2;;
1461;"56 Wadding, felt and nonwovens; speci...";2001;1.0;0.2;;
1462;"56 Wadding, felt and nonwovens; speci...";2002;1.0;0.2;73.3;26.7
1463;"56 Wadding, felt and nonwovens; speci...";2003;0.9;0.2;77.6;22.4
1464;"56 Wadding, felt and nonwovens; speci...";2004;0.9;0.2;78.6;21.4
1465;"56 Wadding, felt and nonwovens; speci...";2005;0.8;0.2;81.7;18.3
1466;"56 Wadding, felt and nonwovens; speci...";2006;0.8;0.2;77.4;22.6
1467;"56 Wadding, felt and nonwovens; speci...";2007;0.7;0.1;78.1;21.9
1468;"56 Wadding, felt and nonwovens; speci...";2008;0.7;0.1;78.7;21.3
1469;"56 Wadding, felt and nonwovens; speci...";2009;0.7;0.1;78.8;21.2
1470;"56 Wadding, felt and nonwovens; speci...";2010;0.7;0.1;81.6;18.4
1471;"56 Wadding, felt and nonwovens; speci...";2011;0.7;0.1;79.0;21.0
1472;"56 Wadding, felt and nonwovens; speci...";2012;0.6;0.1;79.5;20.5
1473;"56 Wadding, felt and nonwovens; speci...";2013;0.6;0.1;77.2;22.8
1474;"56 Wadding, felt and nonwovens; speci...";2014;0.6;0.1;77.3;22.7
1475;"56 Wadding, felt and nonwovens; speci...";2015;0.6;0.1;78.4;21.6
1476;"56 Wadding, felt and nonwovens; speci...";2016;0.7;0.1;76.4;23.6
1477;"56 Wadding, felt and nonwovens; speci...";2017;0.7;0.1;78.7;21.3
1478;"56 Wadding, felt and nonwovens; speci...";2018;0.7;0.1;77.6;22.4
1479;"56 Wadding, felt and nonwovens; speci...";2019;0.7;0.1;76.5;23.5
1480;"56 Wadding, felt and nonwovens; speci...";2020;0.6;0.1;74.6;25.4
1481;"56 Wadding, felt and nonwovens; speci...";2021;0.6;0.1;74.2;25.8
1482;57 Carpets and other textile floor co...;1996;1.7;0.4;;
1483;57 Carpets and other textile floor co...;1997;1.9;0.4;;
1484;57 Carpets and other textile floor co...;1998;2.0;0.4;;
1485;57 Carpets and other textile floor co...;1999;2.0;0.4;;
1486;57 Carpets and other textile floor co...;2000;1.9;0.3;;
1487;57 Carpets and other textile floor co...;2001;1.9;0.3;;
1488;57 Carpets and other textile floor co...;2002;2.1;0.3;79.7;20.3
1489;57 Carpets and other textile floor co...;2003;2.3;0.4;83.7;16.3
1490;57 Carpets and other textile floor co...;2004;2.2;0.3;79.1;20.9
1491;57 Carpets and other textile floor co...;2005;2.3;0.3;79.1;20.9
1492;57 Carpets and other textile floor co...;2006;2.3;0.3;79.1;20.9
1493;57 Carpets and other textile floor co...;2007;2.3;0.3;77.8;22.2
1494;57 Carpets and other textile floor co...;2008;2.2;0.2;79.0;21.0
1495;57 Carpets and other textile floor co...;2009;2.3;0.3;80.3;19.7
1496;57 Carpets and other textile floor co...;2010;2.2;0.2;78.6;21.4
1497;57 Carpets and other textile floor co...;2011;2.4;0.2;81.2;18.8
1498;57 Carpets and other textile floor co...;2012;2.3;0.2;78.2;21.8
1499;57 Carpets and other textile floor co...;2013;2.5;0.2;78.1;21.9
1500;57 Carpets and other textile floor co...;2014;2.4;0.2;76.3;23.7
1501;57 Carpets and other textile floor co...;2015;2.5;0.2;78.0;22.0
1502;57 Carpets and other textile floor co...;2016;2.6;0.2;78.7;21.3
1503;57 Carpets and other textile floor co...;2017;2.7;0.2;78.7;21.3
1504;57 Carpets and other textile floor co...;2018;2.8;0.2;80.8;19.2
1505;57 Carpets and other textile floor co...;2019;2.7;0.2;81.6;18.4
1506;57 Carpets and other textile floor co...;2020;2.8;0.2;82.8;17.2
1507;57 Carpets and other textile floor co...;2021;2.9;0.2;77.7;22.3
1508;"58 Special woven fabrics; tufted text...";1996;0.6;0.1;;
1509;"58 Special woven fabrics; tufted text...";1997;0.6;0.1;;
1510;"58 Special woven fabrics; tufted text...";1998;0.6;0.1;;
1511;"58 Special woven fabrics; tufted text...";1999;0.6;0.1;;
1512;"58 Special woven fabrics; tufted text...";2000;0.6;0.1;;
1513;"58 Special woven fabrics; tufted text...";2001;0.5;0.1;;
1514;"58 Special woven fabrics; tufted text...";2002;0.5;0.1;74.3;25.7
1515;"58 Special woven fabrics; tufted text...";2003;0.5;0.1;72.5;27.5
1516;"58 Special woven fabrics; tufted text...";2004;0.5;0.1;73.2;26.8
1517;"58 Special woven fabrics; tufted text...";2005;0.5;0.0;75.6;24.4
1518;"58 Special woven fabrics; tufted text...";2006;0.5;0.0;73.6;26.4
1519;"58 Special woven fabrics; tufted text...";2007;0.6;0.0;68.4;31.6
1520;"58 Special woven fabrics; tufted text...";2008;0.5;0.0;65.3;34.7
1521;"58 Special woven fabrics; tufted text...";2009;0.5;0.0;63.9;36.1
1522;"58 Special woven fabrics; tufted text...";2010;0.5;0.0;70.1;29.9
1523;"58 Special woven fabrics; tufted text...";2011;0.5;0.0;74.6;25.4
1524;"58 Special woven fabrics; tufted text...";2012;0.4;0.0;76.5;23.5
1525;"58 Special woven fabrics; tufted text...";2013;0.4;0.0;83.6;16.4
1526;"58 Special woven fabrics; tufted text...";2014;0.4;0.0;81.6;18.4
1527;"58 Special woven fabrics; tufted text...";2015;0.4;0.0;81.0;19.0
1528;"58 Special woven fabrics; tufted text...";2016;0.4;0.0;73.9;26.1
1529;"58 Special woven fabrics; tufted text...";2017;0.4;0.0;76.3;23.7
1530;"58 Special woven fabrics; tufted text...";2018;0.4;0.0;75.6;24.4
1531;"58 Special woven fabrics; tufted text...";2019;0.4;0.0;73.7;26.3
1532;"58 Special woven fabrics; tufted text...";2020;0.4;0.0;73.0;27.0
1533;"58 Special woven fabrics; tufted text...";2021;0.4;0.0;69.3;30.7
1534;59 Impregnated, coated, covered or la...;1996;0.8;0.2;;
1535;59 Impregnated, coated, covered or la...;1997;0.8;0.2;;
1536;59 Impregnated, coated, covered or la...;1998;0.8;0.2;;
1537;59 Impregnated, coated, covered or la...;1999;0.8;0.2;;
1538;59 Impregnated, coated, covered or la...;2000;0.7;0.2;;
1539;59 Impregnated, coated, covered or la...;2001;0.6;0.1;;
1540;59 Impregnated, coated, covered or la...;2002;0.7;0.2;77.3;22.7
1541;59 Impregnated, coated, covered or la...;2003;0.7;0.1;75.6;24.4
1542;59 Impregnated, coated, covered or la...;2004;0.6;0.1;80.4;19.6
1543;59 Impregnated, coated, covered or la...;2005;0.7;0.1;75.2;24.8
1544;59 Impregnated, coated, covered or la...;2006;0.6;0.1;74.5;25.5
1545;59 Impregnated, coated, covered or la...;2007;0.7;0.1;73.4;26.6
1546;59 Impregnated, coated, covered or la...;2008;0.7;0.1;71.9;28.1
1547;59 Impregnated, coated, covered or la...;2009;0.9;0.1;72.1;27.9
