ID;Multinationality;SIC2008;Periods;Production_1;AddedValue_2;ImportOfGoods_3;ImportsOfServices_4;DomesticExports_5;ReExports_6;ExportOfServices_7;ExportEarnings_8;LabourVolume_9;LabourVolumeForExports_10
2593;Foreign multinational;42 Civil engineering;2018;1627.1;285.0;526.6;635.1;4.5;0.0;1003.5;193.9;2.3;1.5
2594;Foreign multinational;42 Civil engineering;2019;1740.1;431.7;508.4;786.6;4.8;0.0;639.4;188.6;2.3;1.0
2595;Foreign multinational;42 Civil engineering;2020;1272.0;266.8;534.2;462.6;13.5;0.0;1074.2;238.6;2.4;2.1
2596;Foreign multinational;42 Civil engineering;2021;2141.8;186.7;666.2;393.2;9.4;0.0;962.2;101.9;2.9;1.5
2597;Foreign multinational;43 Specialised construction activities;2015;4668.1;1800.5;1900.1;347.4;13.9;0.0;282.0;265.8;29.1;4.1
2598;Foreign multinational;43 Specialised construction activities;2016;4743.3;1710.5;2094.3;348.1;11.6;0.0;205.8;202.8;27.9;3.2
2599;Foreign multinational;43 Specialised construction activities;2017;5022.3;1940.8;2221.1;305.6;10.9;0.0;229.7;236.0;26.2;3.1
2600;Foreign multinational;43 Specialised construction activities;2018;5525.0;2468.8;2278.4;367.1;10.1;0.0;296.5;283.5;33.1;3.7
2601;Foreign multinational;43 Specialised construction activities;2019;5718.5;2341.1;2370.8;335.6;9.9;0.0;273.2;254.6;31.9;3.3
2602;Foreign multinational;43 Specialised construction activities;2020;5535.7;2323.1;2373.1;347.6;16.8;0.0;259.9;246.0;31.7;3.2
2603;Foreign multinational;43 Specialised construction activities;2021;6506.4;2634.6;2837.0;366.2;20.7;0.0;258.8;277.8;37.1;3.8
2604;Foreign multinational;G-I Trade, transport, hotels, catering;2015;88135.5;40820.5;5159.9;18572.3;7675.2;13773.1;22690.2;25621.6;324.8;172.3
2605;Foreign multinational;G-I Trade, transport, hotels, catering;2016;94016.7;42186.9;4281.5;19117.4;7787.6;15737.2;22831.3;26338.0;337.3;178.7
2606;Foreign multinational;G-I Trade, transport, hotels, catering;2017;101430.9;44693.6;5233.2;21193.6;8410.4;18235.1;23507.7;27910.8;347.6;183.1
2607;Foreign multinational;G-I Trade, transport, hotels, catering;2018;103754.2;46847.5;5551.8;20430.9;8748.9;17889.1;24590.2;29315.6;364.0;193.4
2608;Foreign multinational;G-I Trade, transport, hotels, catering;2019;107680.3;49944.1;5486.6;20924.8;9278.9;18232.8;26982.2;32055.5;356.0;199.3
2609;Foreign multinational;G-I Trade, transport, hotels, catering;2020;93553.6;43452.9;3900.4;18929.0;9669.9;14003.8;21821.7;27334.7;354.1;191.3
2610;Foreign multinational;G-I Trade, transport, hotels, catering;2021;110855.8;52935.5;5638.2;21773.7;11841.6;17703.8;26630.2;33857.7;358.3;198.4
2611;Foreign multinational;G-N Commercial services;2015;159571.3;70585.7;7795.8;33961.2;8315.7;14127.2;54463.8;44023.4;581.9;319.3
2612;Foreign multinational;G-N Commercial services;2016;168732.5;75638.0;7018.2;37917.0;8234.6;16004.9;56459.2;46049.5;607.8;335.8
2613;Foreign multinational;G-N Commercial services;2017;190555.7;81106.9;8539.2;45201.9;8832.5;18622.1;64466.7;49678.3;618.5;339.2
2614;Foreign multinational;G-N Commercial services;2018;203480.3;86246.4;8571.3;53321.2;9328.0;18157.9;78483.3;54707.5;639.1;362.9
2615;Foreign multinational;G-N Commercial services;2019;226250.4;92456.3;8612.9;56656.6;9940.9;18614.6;85488.0;58538.2;675.9;392.0
2616;Foreign multinational;G-N Commercial services;2020;194978.7;81813.6;7057.9;53444.4;10137.1;14325.6;77632.1;50713.8;618.4;351.5
2617;Foreign multinational;G-N Commercial services;2021;217411.9;94437.2;9358.4;57263.3;12495.0;17969.2;89071.5;61423.2;613.5;357.1
2618;Foreign multinational;G Wholesale and retail trade;2015;56914.5;29441.6;1596.3;12636.6;7016.9;13110.0;5973.0;17496.1;208.9;98.5
2619;Foreign multinational;G Wholesale and retail trade;2016;62098.2;30355.1;1625.3;12918.7;7066.5;15002.3;5928.3;17825.5;214.4;99.9
2620;Foreign multinational;G Wholesale and retail trade;2017;66640.4;31924.3;1808.0;14363.6;7577.8;17382.6;5450.7;18804.5;222.4;102.9
2621;Foreign multinational;G Wholesale and retail trade;2018;67679.8;33829.7;1862.2;13227.1;7932.9;17062.1;5583.0;19927.9;230.0;106.7
2622;Foreign multinational;G Wholesale and retail trade;2019;70669.8;36747.9;1829.2;14016.5;8417.5;17344.3;7143.9;22307.8;222.3;108.8
2623;Foreign multinational;G Wholesale and retail trade;2020;64327.3;33178.8;1741.2;12438.7;8829.1;13121.3;7111.2;19683.7;223.8;105.3
2624;Foreign multinational;G Wholesale and retail trade;2021;77473.0;41147.7;2295.3;13406.5;10982.9;16776.9;8265.2;24900.1;228.0;110.7
2625;Foreign multinational;45 Sale and repair of motor vehicles;2015;2266.7;1026.2;530.5;230.4;155.1;119.7;120.2;351.1;11.2;3.6
2626;Foreign multinational;45 Sale and repair of motor vehicles;2016;2277.0;1055.0;546.6;215.7;174.5;119.4;149.3;400.7;11.4;4.1
2627;Foreign multinational;45 Sale and repair of motor vehicles;2017;2467.9;1080.9;644.7;261.7;178.4;132.6;163.1;426.8;12.1;4.5
2628;Foreign multinational;45 Sale and repair of motor vehicles;2018;2520.5;1214.2;626.2;270.0;185.5;133.5;159.9;475.9;13.4;4.9
2629;Foreign multinational;45 Sale and repair of motor vehicles;2019;2703.2;1276.0;579.1;302.6;186.7;139.6;150.3;487.6;13.6;4.9
2630;Foreign multinational;45 Sale and repair of motor vehicles;2020;2559.1;1271.3;505.8;270.4;188.4;136.9;151.4;462.9;12.9;4.5
2631;Foreign multinational;45 Sale and repair of motor vehicles;2021;3520.6;1842.5;718.5;322.3;232.1;175.7;136.7;577.1;16.0;5.0
2632;Foreign multinational;46 Wholesale trade (no motor vehicles);2015;46118.4;23759.4;937.0;11786.6;6724.5;12854.1;5272.3;16559.1;122.5;85.3
2633;Foreign multinational;46 Wholesale trade (no motor vehicles);2016;51039.3;24384.8;945.5;12071.7;6734.9;14757.2;5210.9;16831.6;126.1;86.3
2634;Foreign multinational;46 Wholesale trade (no motor vehicles);2017;54631.6;25201.1;1037.4;13422.4;7225.0;17108.9;4620.2;17657.8;126.4;87.5
2635;Foreign multinational;46 Wholesale trade (no motor vehicles);2018;55390.5;26981.9;1109.1;12309.9;7543.8;16789.8;4574.6;18625.0;129.4;88.8
2636;Foreign multinational;46 Wholesale trade (no motor vehicles);2019;58798.6;30033.1;1119.1;12840.7;8011.0;17063.7;5925.0;20813.3;129.0;89.2
2637;Foreign multinational;46 Wholesale trade (no motor vehicles);2020;52495.6;26613.0;1114.8;11556.9;8406.3;12845.3;6077.2;18359.0;128.2;87.4
2638;Foreign multinational;46 Wholesale trade (no motor vehicles);2021;63362.4;33101.2;1398.7;12031.8;10454.8;16429.2;7255.2;23370.2;134.3;93.5
2639;Foreign multinational;47 Retail trade (not in motor vehicles);2015;8529.5;4656.1;128.9;619.7;137.2;136.2;580.5;585.9;75.2;9.6
2640;Foreign multinational;47 Retail trade (not in motor vehicles);2016;8781.9;4915.3;133.2;631.3;157.0;125.7;568.1;593.2;77.0;9.5
2641;Foreign multinational;47 Retail trade (not in motor vehicles);2017;9540.9;5642.2;125.9;679.6;174.4;141.1;667.5;719.9;83.9;10.8
2642;Foreign multinational;47 Retail trade (not in motor vehicles);2018;9768.8;5633.6;127.0;647.2;203.7;138.8;848.5;827.0;87.2;13.0
2643;Foreign multinational;47 Retail trade (not in motor vehicles);2019;9168.0;5438.8;131.0;873.2;219.9;141.1;1068.5;1006.8;79.7;14.7
2644;Foreign multinational;47 Retail trade (not in motor vehicles);2020;9272.5;5294.5;120.6;611.4;234.4;139.0;882.5;861.8;82.7;13.4
2645;Foreign multinational;47 Retail trade (not in motor vehicles);2021;10590.0;6204.0;178.0;1052.4;296.0;172.0;873.3;952.8;77.8;12.1
2646;Foreign multinational;H Transportation and storage;2015;27464.0;9484.7;2710.8;5689.3;658.3;663.0;14845.3;7050.4;88.9;59.1
2647;Foreign multinational;H Transportation and storage;2016;27803.8;9754.0;1716.5;5893.2;721.1;734.9;14791.8;7298.1;93.2;62.2
2648;Foreign multinational;H Transportation and storage;2017;30492.3;10702.9;2372.2;6493.7;832.6;852.5;15988.4;7952.6;96.1;64.7
2649;Foreign multinational;H Transportation and storage;2018;31665.5;10949.3;2563.0;6830.6;816.0;827.0;16909.5;8234.5;104.5;70.9
2650;Foreign multinational;H Transportation and storage;2019;32527.2;11158.8;2454.6;6515.0;861.4;888.4;17035.0;8333.7;105.1;71.6
2651;Foreign multinational;H Transportation and storage;2020;26518.3;9276.5;1238.3;6121.8;840.8;882.6;13355.4;7048.3;104.8;72.0
2652;Foreign multinational;H Transportation and storage;2021;30360.0;10548.3;2294.8;7983.8;858.7;926.9;16959.1;8257.4;109.2;76.8
2653;Foreign multinational;I Accommodation and food serving;2015;3756.9;1894.1;852.8;246.4;0.0;0.0;1872.0;1075.1;27.0;14.7
2654;Foreign multinational;I Accommodation and food serving;2016;4114.8;2077.8;939.7;305.5;0.0;0.0;2111.3;1214.4;29.6;16.5
2655;Foreign multinational;I Accommodation and food serving;2017;4298.3;2066.4;1052.9;336.3;0.0;0.0;2068.6;1153.7;29.2;15.5
2656;Foreign multinational;I Accommodation and food serving;2018;4408.8;2068.5;1126.6;373.2;0.0;0.0;2097.7;1153.2;29.5;15.8
2657;Foreign multinational;I Accommodation and food serving;2019;4483.4;2037.4;1202.9;393.3;0.0;0.0;2803.4;1414.0;28.6;19.0
2658;Foreign multinational;I Accommodation and food serving;2020;2708.0;997.6;920.9;368.5;0.0;0.0;1355.1;602.8;25.5;14.0
2659;Foreign multinational;I Accommodation and food serving;2021;3022.8;1239.5;1048.1;383.4;0.0;0.0;1405.9;700.2;21.2;11.0
2660;Foreign multinational;J Information and communication;2015;30192.4;12428.9;1465.9;6425.3;442.1;295.3;11536.1;6484.3;72.1;39.1
2661;Foreign multinational;J Information and communication;2016;32236.7;13065.2;1509.6;8706.2;237.6;214.5;14594.0;7350.6;75.8;44.9
2662;Foreign multinational;J Information and communication;2017;44103.8;14779.4;1881.8;12885.0;161.4;339.0;19605.8;8165.4;89.1;50.1
2663;Foreign multinational;J Information and communication;2018;44927.0;15003.8;1556.4;15896.1;280.6;212.9;23888.6;9100.5;86.5;54.9
2664;Foreign multinational;J Information and communication;2019;48909.7;13830.3;1553.1;18293.5;327.2;227.7;26671.9;8059.8;78.3;49.0
2665;Foreign multinational;J Information and communication;2020;50384.6;16245.9;1482.6;18605.2;302.2;256.0;28360.4;9831.8;80.9;50.4
2666;Foreign multinational;J Information and communication;2021;46415.9;15455.6;1682.5;13862.6;407.1;239.2;24666.7;9542.0;81.5;52.3
2667;Foreign multinational;58-60 Publishing, movie, radio and  TV;2015;6137.4;2687.8;164.6;1949.4;106.6;0.0;3183.0;1474.2;15.2;7.9
2668;Foreign multinational;58-60 Publishing, movie, radio and  TV;2016;8791.3;2859.9;177.5;3597.7;113.6;0.0;4545.2;1469.6;16.4;8.3
2669;Foreign multinational;58-60 Publishing, movie, radio and  TV;2017;10986.4;2741.3;191.0;5802.1;108.3;0.0;6811.9;1567.4;19.2;10.1
2670;Foreign multinational;58-60 Publishing, movie, radio and  TV;2018;13457.2;2808.9;193.6;7917.9;116.4;0.0;9065.8;1589.5;16.3;8.8
2671;Foreign multinational;58-60 Publishing, movie, radio and  TV;2019;16227.9;3046.5;206.5;10036.3;111.0;0.0;11639.3;1778.8;15.5;8.4
2672;Foreign multinational;58-60 Publishing, movie, radio and  TV;2020;16632.3;3004.0;172.6;10450.4;96.6;0.0;12352.1;1735.1;14.5;7.7
2673;Foreign multinational;58-60 Publishing, movie, radio and  TV;2021;11088.3;3253.1;187.6;4858.1;108.2;0.0;7338.1;1946.3;14.4;8.0
2674;Foreign multinational;61 Telecommunications;2015;7585.8;3723.2;830.2;1158.2;0.0;0.0;2067.2;1428.6;12.1;4.6
2675;Foreign multinational;61 Telecommunications;2016;7398.0;3279.7;924.4;1178.8;0.0;0.0;1908.7;1225.4;12.4;4.6
2676;Foreign multinational;61 Telecommunications;2017;8557.9;4138.8;1091.8;1174.3;0.0;0.0;2566.2;1706.7;14.6;6.0
2677;Foreign multinational;61 Telecommunications;2018;7327.5;3649.9;818.4;1070.1;0.0;0.0;2209.7;1532.1;11.2;4.7
2678;Foreign multinational;61 Telecommunications;2019;7358.7;3990.7;747.8;854.4;0.0;0.0;1950.8;1544.2;11.1;4.3
2679;Foreign multinational;61 Telecommunications;2020;7722.7;4065.8;736.8;983.1;0.0;0.0;2560.2;1742.5;11.4;4.9
2680;Foreign multinational;61 Telecommunications;2021;8287.5;4462.5;834.9;1323.8;0.0;0.0;3263.8;2168.9;11.5;5.5
2681;Foreign multinational;62-63 IT- and information services;2015;16469.2;6017.9;471.2;3317.7;335.6;295.3;6285.9;3581.6;44.8;26.6
2682;Foreign multinational;62-63 IT- and information services;2016;16047.4;6925.6;407.8;3929.7;124.0;214.5;8140.1;4655.6;47.1;32.0
2683;Foreign multinational;62-63 IT- and information services;2017;24559.5;7899.3;599.0;5908.5;53.1;339.0;10227.7;4891.2;55.3;34.0
2684;Foreign multinational;62-63 IT- and information services;2018;24142.3;8545.1;544.3;6908.1;164.2;212.9;12613.1;5978.8;58.9;41.4
2685;Foreign multinational;62-63 IT- and information services;2019;25323.1;6793.1;598.9;7402.9;216.3;227.7;13081.8;4736.8;51.7;36.3
2686;Foreign multinational;62-63 IT- and information services;2020;26029.7;9176.1;573.2;7171.8;205.6;256.0;13448.0;6354.3;55.0;37.8
2687;Foreign multinational;62-63 IT- and information services;2021;27040.1;7740.0;660.0;7680.7;298.9;239.2;14064.8;5426.8;55.6;38.8
2688;Foreign multinational;K Financial institutions;2015;;;;;;;;;;
2689;Foreign multinational;K Financial institutions;2016;;;;;;;;;;
2690;Foreign multinational;K Financial institutions;2017;;;;;;;;;;
2691;Foreign multinational;K Financial institutions;2018;;;;;;;;;;
2692;Foreign multinational;K Financial institutions;2019;;;;;;;;;;
2693;Foreign multinational;K Financial institutions;2020;;;;;;;;;;
2694;Foreign multinational;K Financial institutions;2021;;;;;;;;;;
2695;Foreign multinational;64 Financial institutions, no insurance;2015;;;;;;;;;;
2696;Foreign multinational;64 Financial institutions, no insurance;2016;;;;;;;;;;
2697;Foreign multinational;64 Financial institutions, no insurance;2017;;;;;;;;;;
2698;Foreign multinational;64 Financial institutions, no insurance;2018;;;;;;;;;;
2699;Foreign multinational;64 Financial institutions, no insurance;2019;;;;;;;;;;
2700;Foreign multinational;64 Financial institutions, no insurance;2020;;;;;;;;;;
2701;Foreign multinational;64 Financial institutions, no insurance;2021;;;;;;;;;;
2702;Foreign multinational;65 Insurance and pension funding;2015;;;;;;;;;;
2703;Foreign multinational;65 Insurance and pension funding;2016;;;;;;;;;;
2704;Foreign multinational;65 Insurance and pension funding;2017;;;;;;;;;;
2705;Foreign multinational;65 Insurance and pension funding;2018;;;;;;;;;;
2706;Foreign multinational;65 Insurance and pension funding;2019;;;;;;;;;;
2707;Foreign multinational;65 Insurance and pension funding;2020;;;;;;;;;;
2708;Foreign multinational;65 Insurance and pension funding;2021;;;;;;;;;;
2709;Foreign multinational;66 Other financial services;2015;;;;;;;;;;
2710;Foreign multinational;66 Other financial services;2016;;;;;;;;;;
2711;Foreign multinational;66 Other financial services;2017;;;;;;;;;;
2712;Foreign multinational;66 Other financial services;2018;;;;;;;;;;
2713;Foreign multinational;66 Other financial services;2019;;;;;;;;;;
2714;Foreign multinational;66 Other financial services;2020;;;;;;;;;;
2715;Foreign multinational;66 Other financial services;2021;;;;;;;;;;
2716;Foreign multinational;L Renting, buying, selling real estate;2015;1344.4;803.1;134.2;100.7;0.0;0.0;145.6;262.3;1.4;0.2
2717;Foreign multinational;L Renting, buying, selling real estate;2016;1423.9;870.2;123.8;149.9;0.0;0.0;81.6;263.3;1.4;0.3
2718;Foreign multinational;L Renting, buying, selling real estate;2017;1679.6;1027.8;137.4;310.7;0.0;0.0;141.4;349.2;1.3;0.3
2719;Foreign multinational;L Renting, buying, selling real estate;2018;1549.3;1036.4;125.0;293.2;0.0;0.0;319.1;459.5;1.4;0.7
2720;Foreign multinational;L Renting, buying, selling real estate;2019;1662.7;821.7;107.1;327.4;0.0;0.0;211.2;314.0;0.9;0.3
2721;Foreign multinational;L Renting, buying, selling real estate;2020;2456.7;1356.2;78.1;366.9;0.0;0.0;172.7;482.3;1.0;0.3
2722;Foreign multinational;L Renting, buying, selling real estate;2021;2496.5;1390.1;133.1;494.6;0.0;0.0;231.9;534.4;0.9;0.3
2723;Foreign multinational;68 Renting, buying, selling real estate;2015;1344.4;803.1;134.2;100.7;0.0;0.0;145.6;262.3;1.4;0.2
2724;Foreign multinational;68 Renting, buying, selling real estate;2016;1423.9;870.2;123.8;149.9;0.0;0.0;81.6;263.3;1.4;0.3
2725;Foreign multinational;68 Renting, buying, selling real estate;2017;1679.6;1027.8;137.4;310.7;0.0;0.0;141.4;349.2;1.3;0.3
2726;Foreign multinational;68 Renting, buying, selling real estate;2018;1549.3;1036.4;125.0;293.2;0.0;0.0;319.1;459.5;1.4;0.7
2727;Foreign multinational;68 Renting, buying, selling real estate;2019;1662.7;821.7;107.1;327.4;0.0;0.0;211.2;314.0;0.9;0.3
2728;Foreign multinational;68 Renting, buying, selling real estate;2020;2456.7;1356.2;78.1;366.9;0.0;0.0;172.7;482.3;1.0;0.3
2729;Foreign multinational;68 Renting, buying, selling real estate;2021;2496.5;1390.1;133.1;494.6;0.0;0.0;231.9;534.4;0.9;0.3
2730;Foreign multinational;M-N Business services;2015;39899.0;16533.1;1035.8;8862.9;198.4;58.9;20091.9;11655.2;183.6;107.7
2731;Foreign multinational;M-N Business services;2016;41055.1;19515.7;1103.3;9943.4;209.4;53.2;18952.2;12097.6;193.3;111.9
2732;Foreign multinational;M-N Business services;2017;43341.3;20606.1;1286.8;10812.6;260.8;48.0;21211.8;13252.9;180.5;105.6
2733;Foreign multinational;M-N Business services;2018;53249.9;23358.5;1338.2;16701.1;298.5;55.9;29685.5;15832.0;187.2;113.8
2734;Foreign multinational;M-N Business services;2019;67997.7;27860.2;1466.1;17110.9;334.8;154.1;31622.7;18108.8;240.7;143.3
2735;Foreign multinational;M-N Business services;2020;48583.9;20758.6;1596.8;15543.3;165.0;65.7;27277.3;13064.9;182.4;109.4
2736;Foreign multinational;M-N Business services;2021;57643.7;24656.1;1904.5;21132.5;246.2;26.3;37542.8;17489.2;172.8;106.0
2737;Foreign multinational;M Other specialised business services;2015;21453.9;6841.4;548.1;4358.8;192.0;53.7;8287.8;4104.2;89.7;55.1
2738;Foreign multinational;M Other specialised business services;2016;19099.4;7617.8;586.1;4517.4;201.8;46.5;8936.1;5101.3;87.8;57.4
2739;Foreign multinational;M Other specialised business services;2017;18738.4;7640.4;700.4;5501.5;251.6;42.0;9990.4;5532.1;73.4;50.1
2740;Foreign multinational;M Other specialised business services;2018;25636.6;9315.1;749.2;10774.1;289.3;49.0;16525.2;7242.5;83.0;59.0
2741;Foreign multinational;M Other specialised business services;2019;38814.0;12212.6;846.5;10714.3;325.2;147.1;16458.1;7909.7;141.8;90.2
2742;Foreign multinational;M Other specialised business services;2020;27644.2;9670.1;941.1;10632.2;159.4;60.2;16559.2;6758.9;83.6;55.1
2743;Foreign multinational;M Other specialised business services;2021;31411.4;11255.7;1080.8;13562.7;235.2;19.3;22062.5;8463.8;86.0;59.8
2744;Foreign multinational;69-70 Legal and management consultancy;2015;13762.1;4149.8;148.7;2795.2;103.4;41.6;5122.8;2601.4;57.8;37.5
2745;Foreign multinational;69-70 Legal and management consultancy;2016;10529.8;4270.0;127.9;2683.3;111.3;30.4;4691.1;2894.9;53.3;35.5
2746;Foreign multinational;69-70 Legal and management consultancy;2017;10120.5;4356.8;151.0;3597.5;107.7;26.0;5583.2;3278.3;38.2;27.2
2747;Foreign multinational;69-70 Legal and management consultancy;2018;16870.7;5936.3;165.8;8736.7;112.3;34.3;11788.5;4884.0;44.6;33.4
2748;Foreign multinational;69-70 Legal and management consultancy;2019;29691.2;8714.3;205.2;8749.0;133.7;134.8;11657.9;5463.7;105.6;66.1
2749;Foreign multinational;69-70 Legal and management consultancy;2020;17677.7;5682.5;177.2;8740.9;106.6;36.7;11980.8;4330.7;42.7;31.8
2750;Foreign multinational;69-70 Legal and management consultancy;2021;19162.6;6940.9;173.5;11274.0;77.3;2.2;16567.1;5908.2;42.5;34.9
2751;Foreign multinational;71 Architects, technical services etc.;2015;3334.6;1740.0;186.5;302.8;65.2;6.6;829.9;779.4;20.0;8.6
2752;Foreign multinational;71 Architects, technical services etc.;2016;3578.8;1850.1;217.3;532.4;58.8;3.4;1582.5;1062.8;18.7;9.7
2753;Foreign multinational;71 Architects, technical services etc.;2017;3682.3;1896.9;246.0;589.5;107.2;3.6;1864.4;1203.8;19.4;11.3
2754;Foreign multinational;71 Architects, technical services etc.;2018;3960.1;1828.6;269.2;665.2;133.6;5.5;1981.8;1145.8;21.2;12.4
2755;Foreign multinational;71 Architects, technical services etc.;2019;3665.8;1826.8;241.6;613.4;145.2;4.7;1847.9;1160.8;17.8;10.4
2756;Foreign multinational;71 Architects, technical services etc.;2020;4385.1;2108.3;314.3;685.8;38.8;8.1;1751.3;1084.4;19.7;9.4
2757;Foreign multinational;71 Architects, technical services etc.;2021;5681.4;2205.9;327.2;760.0;135.9;6.0;1693.5;962.1;19.6;8.1
2758;Foreign multinational;72 Research and development;2015;901.8;242.8;115.4;152.6;9.2;0.0;892.6;245.1;3.6;3.6
2759;Foreign multinational;72 Research and development;2016;1209.0;478.2;163.7;152.4;18.2;5.6;1010.7;432.3;6.6;5.9
2760;Foreign multinational;72 Research and development;2017;1270.8;486.2;218.2;297.2;23.9;7.5;958.5;413.5;6.8;5.8
2761;Foreign multinational;72 Research and development;2018;1290.1;480.7;222.6;330.5;30.5;5.1;1105.2;443.7;7.4;6.8
2762;Foreign multinational;72 Research and development;2019;1471.7;548.7;251.9;322.9;29.5;2.8;1349.2;527.8;7.3;7.0
2763;Foreign multinational;72 Research and development;2020;1917.2;766.1;298.5;317.7;4.3;12.2;1458.6;640.6;8.9;7.4
2764;Foreign multinational;72 Research and development;2021;2203.4;792.8;375.3;406.9;8.0;8.1;1894.4;722.4;10.5;9.5
2765;Foreign multinational;73-75 Advertising, design and other;2015;3455.4;708.8;97.5;1108.1;14.2;5.5;1442.6;478.3;8.3;5.5
2766;Foreign multinational;73-75 Advertising, design and other;2016;3781.8;1019.4;77.2;1149.3;13.6;7.1;1651.8;711.3;9.3;6.3
2767;Foreign multinational;73-75 Advertising, design and other;2017;3664.9;900.5;85.2;1017.3;12.9;4.8;1584.3;636.6;9.0;5.9
2768;Foreign multinational;73-75 Advertising, design and other;2018;3515.7;1069.6;91.6;1041.8;12.8;4.2;1649.7;769.0;9.8;6.4
2769;Foreign multinational;73-75 Advertising, design and other;2019;3985.4;1122.8;147.8;1029.0;16.6;4.8;1603.1;757.5;11.1;6.6
2770;Foreign multinational;73-75 Advertising, design and other;2020;3664.2;1113.1;151.0;887.9;9.7;3.2;1368.5;703.2;12.2;6.6
2771;Foreign multinational;73-75 Advertising, design and other;2021;4364.1;1316.1;204.7;1121.8;14.0;3.0;1907.5;871.1;13.4;7.4
2772;Foreign multinational;N Renting and other business support;2015;18445.1;9691.7;487.7;4504.2;6.4;5.1;11804.1;7551.1;93.9;52.5
2773;Foreign multinational;N Renting and other business support;2016;21955.8;11897.9;517.3;5426.0;7.6;6.7;10016.2;6996.3;105.5;54.5
2774;Foreign multinational;N Renting and other business support;2017;24602.9;12965.7;586.5;5311.1;9.1;6.1;11221.4;7720.7;107.1;55.5
2775;Foreign multinational;N Renting and other business support;2018;27613.3;14043.4;589.0;5926.9;9.2;6.9;13160.3;8589.5;104.2;54.8
2776;Foreign multinational;N Renting and other business support;2019;29183.7;15647.6;619.6;6396.6;9.6;7.0;15164.6;10199.1;98.9;53.1
2777;Foreign multinational;N Renting and other business support;2020;20939.6;11088.5;655.7;4911.1;5.6;5.5;10718.1;6306.1;98.8;54.3
2778;Foreign multinational;N Renting and other business support;2021;26232.3;13400.4;823.8;7569.8;11.0;7.0;15480.3;9025.3;86.8;46.2
2779;Foreign multinational;77 Renting and leasing of tangible goods;2015;5281.0;3101.7;71.6;545.4;0.0;0.0;5281.0;3168.1;6.0;6.0
2780;Foreign multinational;77 Renting and leasing of tangible goods;2016;5530.9;3296.7;56.7;642.9;0.0;0.0;1904.1;1455.6;6.1;3.9
2781;Foreign multinational;77 Renting and leasing of tangible goods;2017;5920.2;3144.9;65.8;686.6;0.0;0.0;2650.4;1619.3;5.4;3.4
2782;Foreign multinational;77 Renting and leasing of tangible goods;2018;7770.7;3779.9;77.9;1041.2;0.0;0.0;3615.3;1948.3;6.1;3.5
2783;Foreign multinational;77 Renting and leasing of tangible goods;2019;9606.3;5399.6;68.2;1527.3;0.0;0.0;4662.5;3175.2;5.9;3.4
2784;Foreign multinational;77 Renting and leasing of tangible goods;2020;8170.8;4330.6;79.7;1745.3;0.0;0.0;4440.0;2232.2;6.3;4.0
2785;Foreign multinational;77 Renting and leasing of tangible goods;2021;8084.2;3698.4;128.3;3407.6;0.0;0.0;6564.0;2875.4;6.6;5.4
2786;Foreign multinational;78 Employment activities;2015;2570.7;1713.4;24.9;220.6;0.7;1.8;33.6;768.1;37.6;16.8
2787;Foreign multinational;78 Employment activities;2016;3898.5;3074.4;21.8;241.4;0.4;0.7;71.1;1354.8;50.3;22.1
2788;Foreign multinational;78 Employment activities;2017;4363.0;3472.2;20.6;248.4;2.1;2.0;81.7;1542.2;49.5;21.9
2789;Foreign multinational;78 Employment activities;2018;4361.4;3151.6;17.2;245.0;2.7;2.3;93.0;1394.7;47.1;20.8
2790;Foreign multinational;78 Employment activities;2019;3521.4;2602.5;16.3;252.3;2.7;1.9;109.4;1146.2;43.4;19.1
2791;Foreign multinational;78 Employment activities;2020;3298.5;2707.4;18.6;273.4;0.5;1.7;117.8;1145.8;41.9;17.7
2792;Foreign multinational;78 Employment activities;2021;5448.3;3920.0;28.2;317.6;1.6;2.6;132.8;1658.4;50.2;21.2
2793;Foreign multinational;79 Travel agencies, tour operators etc;2015;7760.4;3057.8;15.0;3529.8;0.0;0.0;5405.7;2640.5;8.7;6.5
2794;Foreign multinational;79 Travel agencies, tour operators etc;2016;9408.1;3676.7;15.5;4304.0;0.0;0.0;6862.8;3214.3;8.7;6.4
2795;Foreign multinational;79 Travel agencies, tour operators etc;2017;10875.9;4338.4;20.7;4098.7;0.0;0.0;7145.9;3466.8;8.9;6.2
2796;Foreign multinational;79 Travel agencies, tour operators etc;2018;11947.4;5101.1;21.0;4354.8;0.0;0.0;8046.7;4138.4;9.2;6.5
2797;Foreign multinational;79 Travel agencies, tour operators etc;2019;12349.8;5576.4;17.8;4296.7;0.0;0.0;8985.9;4766.5;10.5;8.0
2798;Foreign multinational;79 Travel agencies, tour operators etc;2020;5409.7;1860.9;16.4;2565.2;0.0;0.0;4297.4;1676.8;9.9;8.0
2799;Foreign multinational;79 Travel agencies, tour operators etc;2021;8174.4;3363.3;13.2;3486.4;0.0;0.0;6501.8;3017.5;6.9;5.5
2800;Foreign multinational;900011  tekst not available;2015;2833.0;1818.8;376.2;208.3;5.7;3.4;1083.8;974.3;41.6;23.2
2801;Foreign multinational;900011  tekst not available;2016;3118.2;1850.1;423.2;237.7;7.2;6.1;1178.2;971.7;40.4;22.0
2802;Foreign multinational;900011  tekst not available;2017;3443.9;2010.3;479.3;277.5;7.0;4.1;1343.5;1092.5;43.3;24.0
