ID;Regions;Periods;GDPVolumeChanges_1;TotalEconomicActivities_2;AgricultureForestryAndFishing_3;MiningAndQuarrying_4;ManufacturingPublicUtilities_5;Construction_6;TradeRepairConsumerArticles_7;HotelsAndRestaurants_8;TransportStorageAndCommunication_9;FinancialIntermediation_10;RentingAndBusinessActivities_11;GovernmentDefenceSocialSecurity_12;Education_13;HealthAndSocialWork_14;EnvironmentCultureOtherServices_15
748;Overig Zeeland;2009;-2.7;-2.2;;;;;;;;;;;;;
749;Overig Zeeland;2010;1.3;1.6;;;;;;;;;;;;;
750;West-Noord-Brabant;1996;5.0;4.62;-1.88;-9.54;6.78;-0.62;3.94;8.42;7.66;1.77;8.19;-1.53;0.22;-0.48;8.88
751;West-Noord-Brabant;1997;5.76;5.69;3.84;17.91;8.47;-0.2;8.44;-6.45;6.15;5.03;5.99;-1.53;-0.71;1.52;10.01
752;West-Noord-Brabant;1998;2.03;1.9;-13.27;-24.54;-1.33;-0.24;5.45;6.86;8.47;6.88;3.86;4.43;-0.25;5.05;5.11
753;West-Noord-Brabant;1999;4.79;4.66;16.51;27.3;4.85;8.23;5.73;-2.62;3.21;6.47;4.9;4.4;0.42;-1.27;1.19
754;West-Noord-Brabant;2000;4.63;4.69;4.77;-17.62;6.3;7.47;4.45;3.51;6.21;1.03;3.28;1.35;3.02;2.15;7.02
755;West-Noord-Brabant;2001;2.39;2.34;-6.61;-1.61;-0.95;-2.81;12.98;-2.58;-1.17;-1.2;4.73;3.85;1.69;4.41;0.93
756;West-Noord-Brabant;2002;-0.75;-0.64;2.07;23.35;1.89;-6.2;-3.05;-3.81;-5.56;-9.71;-2.53;0.7;0.38;5.36;6.66
757;West-Noord-Brabant;2003;0.81;0.96;5.33;-37.38;-2.47;0.59;0.72;-1.02;10.03;16.74;-0.44;4.24;0.59;4.06;1.71
758;West-Noord-Brabant;2004;0.91;1.0;3.9;-21.21;-0.11;-3.18;4.81;-5.72;4.43;2.76;0.39;-1.35;0.99;3.07;-1.17
759;West-Noord-Brabant;2005;3.27;3.3;0.65;40.38;7.9;-2.49;1.19;1.36;4.07;1.36;0.8;0.41;-0.2;3.18;4.07
760;West-Noord-Brabant;2006;2.3;2.3;-9.5;56.0;-1.4;1.8;13.7;5.1;3.6;6.5;0.1;1.0;-0.4;2.4;4.1
761;West-Noord-Brabant;2007;3.4;3.5;15.3;3.1;2.3;6.1;6.7;0.6;-3.9;5.8;5.6;-0.6;1.0;2.4;2.4
762;West-Noord-Brabant;2008;0.3;0.5;3.0;3.4;-3.0;3.8;2.2;-2.4;-0.4;16.1;1.5;4.5;1.5;-0.9;-2.2
763;West-Noord-Brabant;2009;-3.7;-3.2;;;;;;;;;;;;;
764;West-Noord-Brabant;2010;1.6;1.9;;;;;;;;;;;;;
765;Midden-Noord-Brabant;1996;3.99;3.61;-4.46;10.45;3.65;0.0;3.4;-2.38;10.18;2.9;11.17;-1.73;0.23;0.09;3.09
766;Midden-Noord-Brabant;1997;-1.19;-1.26;-4.33;-18.17;-6.19;-5.74;2.95;7.66;4.05;-8.4;2.27;2.74;-3.53;0.49;-1.81
767;Midden-Noord-Brabant;1998;3.2;3.06;-7.66;-12.77;5.57;-0.02;7.68;6.08;-0.62;5.98;3.63;-0.24;-3.01;2.29;-0.73
768;Midden-Noord-Brabant;1999;3.35;3.22;11.3;2.25;0.86;11.2;6.31;1.57;2.04;2.32;4.25;4.14;-9.27;1.67;1.37
769;Midden-Noord-Brabant;2000;4.77;4.82;0.86;16.9;5.84;1.21;5.97;8.75;6.9;5.84;4.98;4.87;1.39;2.24;5.7
770;Midden-Noord-Brabant;2001;3.9;3.84;-6.75;-19.45;0.88;0.76;-0.35;-0.84;3.2;95.86;0.22;3.05;2.43;2.38;8.35
771;Midden-Noord-Brabant;2002;0.04;0.15;-1.47;6.42;0.66;-6.68;-3.0;-2.1;4.85;7.17;-1.7;1.39;2.9;4.62;2.69
772;Midden-Noord-Brabant;2003;0.09;0.25;2.57;-36.1;-5.13;-4.66;4.92;-10.4;-2.81;9.57;2.58;5.7;-1.57;2.82;-7.75
773;Midden-Noord-Brabant;2004;0.73;0.81;3.74;5.23;-1.57;-1.07;6.44;-4.43;-0.96;3.65;-0.24;-2.28;-0.01;1.58;-0.99
774;Midden-Noord-Brabant;2005;2.14;2.17;-6.15;-24.89;-1.82;-14.08;0.15;2.24;6.37;5.4;15.06;-1.68;-0.57;1.38;4.19
775;Midden-Noord-Brabant;2006;1.9;1.8;-0.2;-22.4;-1.2;-1.9;0.8;6.8;1.2;8.2;5.9;-0.1;-0.5;2.3;-4.6
776;Midden-Noord-Brabant;2007;5.3;5.4;3.7;-2.3;14.8;10.1;6.9;-7.0;4.2;-2.5;3.6;3.2;1.2;2.4;5.1
777;Midden-Noord-Brabant;2008;0.4;0.6;5.7;-38.3;-5.4;4.9;-0.3;0.0;2.8;-14.7;3.7;2.7;3.1;12.6;-0.6
778;Midden-Noord-Brabant;2009;-4.7;-4.2;;;;;;;;;;;;;
779;Midden-Noord-Brabant;2010;1.1;1.4;;;;;;;;;;;;;
780;Noordoost-Noord-Brabant;1996;3.15;2.77;11.94;6.57;1.16;0.16;4.51;3.3;-0.88;7.96;6.18;-1.43;0.25;3.11;-2.4
781;Noordoost-Noord-Brabant;1997;8.57;8.5;4.69;-1.96;5.63;11.18;16.66;14.29;11.69;18.68;9.62;3.62;3.82;2.85;-1.13
782;Noordoost-Noord-Brabant;1998;3.78;3.64;-22.59;45.19;2.54;4.86;10.6;4.93;7.37;12.27;3.36;3.0;-0.07;2.17;2.71
783;Noordoost-Noord-Brabant;1999;6.98;6.85;18.9;10.47;6.08;4.53;7.39;2.01;17.96;21.8;7.48;1.38;1.32;0.02;-1.21
784;Noordoost-Noord-Brabant;2000;5.53;5.59;5.87;-5.97;5.61;3.41;5.31;4.63;15.75;10.3;7.13;-0.02;2.39;-0.42;4.88
785;Noordoost-Noord-Brabant;2001;1.77;1.72;-6.07;-1.27;1.37;-4.94;1.69;-1.88;1.72;2.94;2.53;3.99;1.37;7.41;7.58
786;Noordoost-Noord-Brabant;2002;0.32;0.44;-6.69;-10.75;4.11;-6.84;-1.42;-0.18;-3.28;-0.23;0.51;2.64;-1.28;5.21;2.77
787;Noordoost-Noord-Brabant;2003;0.71;0.86;-2.23;-14.24;-0.37;-6.72;3.82;-6.84;3.75;7.01;-1.95;4.07;2.72;4.56;5.03
788;Noordoost-Noord-Brabant;2004;1.99;2.08;8.83;-27.1;1.5;0.64;3.06;-3.69;1.63;2.75;4.68;0.47;0.67;2.92;-6.27
789;Noordoost-Noord-Brabant;2005;5.28;5.31;-4.25;-52.53;12.83;3.02;4.43;9.13;1.62;17.53;2.03;-0.26;0.73;1.62;-0.7
790;Noordoost-Noord-Brabant;2006;2.1;2.1;-7.8;51.6;0.8;2.2;6.6;5.9;12.9;6.8;-3.1;0.4;-0.4;2.5;4.5
791;Noordoost-Noord-Brabant;2007;1.4;1.4;8.4;17.7;-6.2;5.4;3.2;3.0;-6.2;7.5;6.2;1.4;-1.4;2.5;6.6
792;Noordoost-Noord-Brabant;2008;1.5;1.6;-6.9;-0.3;-3.1;0.9;5.5;-5.4;2.5;1.6;2.7;2.7;0.7;7.9;0.9
793;Noordoost-Noord-Brabant;2009;-4.2;-3.8;;;;;;;;;;;;;
794;Noordoost-Noord-Brabant;2010;1.3;1.6;;;;;;;;;;;;;
795;Zuidoost-Noord-Brabant;1996;4.76;4.38;11.5;-16.67;4.27;3.01;5.31;-10.22;11.2;0.44;8.93;-1.4;0.18;2.46;1.41
796;Zuidoost-Noord-Brabant;1997;4.67;4.61;8.0;-2.86;2.03;3.26;10.51;19.14;7.82;3.24;3.49;4.59;0.16;2.56;9.04
797;Zuidoost-Noord-Brabant;1998;3.8;3.67;-20.83;-20.56;-1.51;6.45;7.32;7.44;28.07;-7.01;9.06;0.64;-0.47;2.81;9.06
798;Zuidoost-Noord-Brabant;1999;7.47;7.34;11.57;27.68;10.44;0.44;5.76;0.68;14.8;7.72;9.36;2.15;7.26;0.47;1.85
799;Zuidoost-Noord-Brabant;2000;8.96;9.02;5.44;-32.92;21.29;6.24;3.66;9.86;27.67;0.48;4.4;1.91;1.11;-0.51;1.18
800;Zuidoost-Noord-Brabant;2001;-1.22;-1.27;-7.18;-19.24;-9.49;3.75;1.19;-1.98;-6.27;6.32;2.81;2.68;-0.19;3.35;3.81
801;Zuidoost-Noord-Brabant;2002;-3.24;-3.14;-9.32;-8.76;-12.91;1.69;-3.21;-4.79;7.59;0.21;-2.09;0.55;2.15;4.47;-0.38
802;Zuidoost-Noord-Brabant;2003;-0.84;-0.69;2.77;1.98;-1.16;-12.29;4.27;-8.16;-6.64;4.29;-1.07;3.23;2.61;1.78;-3.17
803;Zuidoost-Noord-Brabant;2004;6.17;6.26;10.41;-39.32;21.5;-0.47;4.43;2.33;-1.0;5.6;2.88;0.8;-1.72;2.86;1.12
804;Zuidoost-Noord-Brabant;2005;1.42;1.45;-4.41;-31.22;2.91;-0.6;2.51;-0.96;-2.31;2.73;1.83;0.29;0.64;2.29;-2.27
805;Zuidoost-Noord-Brabant;2006;7.9;7.9;-10.9;117.0;15.3;4.6;7.5;6.8;4.1;7.2;9.4;0.1;-0.5;2.3;7.6
806;Zuidoost-Noord-Brabant;2007;3.7;3.7;0.0;-7.4;4.3;7.5;5.4;2.0;1.9;6.0;3.8;1.6;0.3;2.5;-1.9
807;Zuidoost-Noord-Brabant;2008;2.0;2.2;-7.2;-1.1;-1.3;5.6;5.0;-4.9;2.2;15.8;1.9;3.5;1.1;2.4;1.3
808;Zuidoost-Noord-Brabant;2009;-7.6;-7.2;;;;;;;;;;;;;
809;Zuidoost-Noord-Brabant;2010;3.1;3.4;;;;;;;;;;;;;
810;Noord-Limburg;1996;4.01;3.62;2.71;-6.57;6.37;-2.89;5.05;-3.89;5.75;3.62;7.74;-2.09;0.27;-0.67;-1.39
811;Noord-Limburg;1997;2.72;2.66;20.12;35.4;-5.55;-5.47;13.37;11.51;1.25;-0.47;3.28;0.31;-3.56;0.78;5.32
812;Noord-Limburg;1998;3.54;3.41;-19.04;-16.92;13.83;9.74;4.74;6.82;9.34;-0.16;-0.75;0.67;8.16;2.09;0.76
813;Noord-Limburg;1999;3.75;3.62;10.76;12.92;-3.8;-0.66;17.66;-3.54;11.74;8.34;3.32;3.19;0.23;-0.09;2.54
814;Noord-Limburg;2000;4.2;4.26;4.45;8.89;4.99;1.36;6.95;0.85;8.62;5.53;5.23;0.33;-1.63;0.89;-0.91
815;Noord-Limburg;2001;2.31;2.26;-8.36;17.57;0.64;0.14;4.39;-0.28;11.04;0.25;4.48;0.53;-0.86;6.89;4.05
816;Noord-Limburg;2002;0.62;0.73;-1.26;68.51;-1.38;-7.98;-0.43;-8.11;7.06;2.41;0.93;2.0;1.27;5.18;8.01
817;Noord-Limburg;2003;-2.3;-2.15;4.67;-7.67;-7.93;-5.26;-6.69;-6.36;-3.32;0.74;1.0;5.24;0.12;4.49;3.83
818;Noord-Limburg;2004;4.17;4.26;5.12;4.1;4.03;-5.13;9.13;-5.63;9.83;10.61;4.44;1.13;1.8;2.65;-2.41
819;Noord-Limburg;2005;-0.27;-0.24;-1.22;-17.41;-0.51;-0.2;-2.26;-4.38;0.14;-1.9;2.03;-0.54;-0.84;3.11;-1.99
820;Noord-Limburg;2006;3.4;3.3;-11.6;21.1;0.8;1.9;14.9;9.1;0.8;7.5;5.5;-0.2;-0.4;2.5;6.9
821;Noord-Limburg;2007;4.8;4.9;2.3;-15.3;7.0;10.1;4.2;-0.2;11.3;7.2;5.9;-2.2;-1.7;2.6;3.0
822;Noord-Limburg;2008;-0.3;-0.1;1.1;-5.1;-5.9;9.3;0.5;-1.1;3.0;10.0;1.9;2.3;-4.2;-2.0;-2.2
823;Noord-Limburg;2009;-5.8;-5.3;;;;;;;;;;;;;
824;Noord-Limburg;2010;1.6;1.9;;;;;;;;;;;;;
825;Midden-Limburg;1996;4.06;3.68;10.21;20.2;2.62;8.77;3.95;8.53;1.13;3.47;8.84;-1.26;0.27;0.35;-2.0
826;Midden-Limburg;1997;2.46;2.39;19.18;18.06;-6.22;0.72;6.91;20.67;3.61;14.79;8.77;0.65;7.96;-2.0;9.41
827;Midden-Limburg;1998;2.33;2.19;-28.58;-24.6;2.28;6.03;7.69;10.77;5.15;1.14;6.37;0.79;-1.46;4.13;2.67
828;Midden-Limburg;1999;4.61;4.48;12.9;27.96;4.54;3.45;2.89;-2.42;11.87;13.78;6.3;1.1;2.96;0.13;-3.35
829;Midden-Limburg;2000;4.36;4.41;6.24;-3.99;8.23;7.38;2.33;3.74;8.09;-7.87;2.1;2.88;-0.01;5.57;-1.44
830;Midden-Limburg;2001;0.48;0.43;-1.62;-4.18;-3.85;-0.26;-0.14;-6.24;0.4;4.11;5.17;2.92;-0.35;8.92;-0.9
831;Midden-Limburg;2002;0.87;0.99;-8.19;36.27;5.57;-9.07;-3.77;-0.47;6.3;-5.62;-2.42;-0.01;2.01;4.81;8.9
832;Midden-Limburg;2003;4.21;4.37;3.74;-14.08;0.89;7.14;9.3;-5.06;-0.14;15.61;4.06;4.57;0.21;9.82;9.66
833;Midden-Limburg;2004;1.39;1.48;7.18;-19.67;2.74;-12.17;5.86;6.66;1.15;4.64;2.18;-1.84;2.6;0.91;-0.96
834;Midden-Limburg;2005;2.75;2.78;-1.89;-40.85;5.24;2.85;8.24;6.46;2.85;0.63;0.54;-0.43;0.62;0.2;0.03
835;Midden-Limburg;2006;4.2;4.2;-5.2;-16.2;2.2;2.9;12.0;3.9;3.6;7.7;7.9;-1.1;-0.3;2.1;1.6
836;Midden-Limburg;2007;2.9;3.0;5.3;40.0;1.2;6.9;2.2;3.3;11.5;5.9;4.7;-0.5;-0.8;2.2;0.3
837;Midden-Limburg;2008;-0.1;0.1;-10.3;2.7;-0.5;6.4;0.6;-3.6;-4.3;15.3;-1.0;5.3;-2.6;-2.1;1.2
838;Midden-Limburg;2009;-4.8;-4.3;;;;;;;;;;;;;
839;Midden-Limburg;2010;1.7;2.0;;;;;;;;;;;;;
840;Zuid-Limburg;1996;1.28;0.91;-2.99;3.71;-2.79;-9.47;5.12;1.98;0.9;5.96;6.32;0.03;0.24;2.26;2.08
841;Zuid-Limburg;1997;7.67;7.6;3.78;17.68;11.32;-1.1;2.48;18.14;24.18;9.75;8.57;-0.33;-0.51;2.67;5.33
842;Zuid-Limburg;1998;6.53;6.39;-15.73;2.67;7.69;3.02;7.24;6.03;33.47;2.87;4.96;-0.02;-2.77;2.02;4.37
843;Zuid-Limburg;1999;7.35;7.22;9.31;28.09;7.74;2.92;5.58;4.43;34.19;2.32;5.26;-0.08;0.81;0.6;9.61
844;Zuid-Limburg;2000;2.88;2.94;7.66;-9.26;2.82;-0.38;5.94;5.28;14.06;-6.46;1.86;0.87;0.91;2.89;-1.35
845;Zuid-Limburg;2001;2.28;2.23;-1.03;-12.04;3.05;-1.64;-2.72;-3.38;15.83;0.44;1.29;3.54;-0.41;1.33;-0.74
846;Zuid-Limburg;2002;1.36;1.48;-0.56;32.57;7.34;-11.9;0.28;-8.59;0.78;0.11;-2.5;2.01;-0.5;5.42;2.86
847;Zuid-Limburg;2003;-2.03;-1.88;-5.05;-21.76;-6.81;-9.68;3.04;-5.53;1.26;0.65;-2.89;7.62;0.13;2.43;-4.57
848;Zuid-Limburg;2004;2.92;3.01;10.93;-12.95;5.64;3.18;11.48;-4.0;3.82;3.65;-0.93;-1.17;0.39;1.34;-2.59
849;Zuid-Limburg;2005;-0.42;-0.4;-2.17;11.93;-0.2;-3.07;1.42;1.85;-4.17;4.95;-2.24;-2.69;0.54;1.03;1.89
850;Zuid-Limburg;2006;1.5;1.5;7.1;-23.7;0.5;-0.2;0.9;0.9;-3.6;8.1;5.4;-0.5;-0.5;2.3;-2.6
851;Zuid-Limburg;2007;4.1;4.1;5.4;11.5;3.1;9.6;7.4;-0.1;16.9;-1.5;2.7;0.2;-1.1;2.6;6.3
852;Zuid-Limburg;2008;-0.6;-0.4;3.3;-1.2;-4.3;5.4;-1.8;-8.9;0.3;-3.7;0.4;1.6;1.1;7.1;-1.3
853;Zuid-Limburg;2009;-3.5;-3.0;;;;;;;;;;;;;
854;Zuid-Limburg;2010;1.8;2.1;;;;;;;;;;;;;
855;Flevoland;1996;3.46;3.08;-8.62;-100.0;0.86;8.63;3.83;-4.09;8.23;11.22;6.74;0.64;0.23;9.43;2.27
856;Flevoland;1997;8.07;8.0;0.51;;7.04;2.45;15.99;33.09;17.23;30.47;5.31;7.47;2.6;-3.8;12.91
857;Flevoland;1998;5.68;5.54;-3.98;;3.17;3.16;10.88;4.87;8.73;7.56;8.67;-0.58;2.84;5.8;4.95
858;Flevoland;1999;9.79;9.65;17.35;-6.33;8.72;10.04;9.52;-0.43;45.46;24.33;7.0;3.03;4.84;3.73;-0.74
859;Flevoland;2000;6.45;6.51;7.82;-12.37;6.57;3.86;9.22;-3.98;3.63;3.85;7.25;4.2;4.56;10.4;1.79
860;Flevoland;2001;5.87;5.82;0.06;103.98;2.71;11.8;0.68;-1.75;16.12;-10.66;11.22;2.61;4.17;10.63;11.87
861;Flevoland;2002;1.51;1.63;0.27;-100.0;11.89;-3.36;-1.45;19.52;-18.18;-5.98;2.26;5.27;-0.31;4.84;8.09
862;Flevoland;2003;6.18;6.34;5.14;;-0.21;-5.1;6.77;-9.61;2.39;4.77;20.46;6.72;2.57;-8.21;-4.51
863;Flevoland;2004;3.96;4.05;5.58;;10.07;-11.51;7.98;-10.63;4.44;9.24;4.62;0.17;2.5;1.06;1.37
864;Flevoland;2005;4.05;4.08;5.95;;8.01;-0.73;4.45;1.03;9.47;6.36;2.26;2.01;1.5;5.62;6.16
865;Flevoland;2006;7.5;7.4;-5.5;;5.1;0.7;18.5;-4.7;4.9;7.9;10.6;-0.4;-0.5;1.5;9.5
866;Flevoland;2007;5.1;5.2;0.9;;8.1;10.9;10.1;20.3;14.6;6.5;1.2;4.4;2.2;2.7;1.1
867;Flevoland;2008;2.4;2.6;8.9;;1.5;1.4;4.4;-1.7;-0.8;2.0;2.0;1.1;1.3;6.4;-1.3
868;Flevoland;2009;-3.8;-3.3;;;;;;;;;;;;;
869;Flevoland;2010;2.2;2.5;;;;;;;;;;;;;
870;Utrecht-West;1996;3.49;3.11;-4.51;;1.6;2.65;1.85;8.49;9.91;-18.41;10.61;0.59;0.22;7.99;6.69
871;Utrecht-West;1997;6.88;6.81;7.23;;1.62;1.37;10.43;9.68;5.4;22.71;14.34;-0.57;-1.52;-4.58;0.52
872;Utrecht-West;1998;7.27;7.12;-0.37;;8.73;6.14;11.21;3.92;7.4;4.09;9.03;0.05;-3.74;4.4;5.64
873;Utrecht-West;1999;4.39;4.26;-3.32;;5.22;9.75;0.23;1.8;16.5;36.88;2.86;-0.73;-2.8;-4.87;7.88
874;Utrecht-West;2000;4.88;4.94;-1.07;;1.05;1.26;6.4;4.95;9.77;12.54;8.94;2.73;0.6;-1.71;0.6
875;Utrecht-West;2001;2.99;2.94;-7.48;;-5.37;0.67;3.02;-4.04;11.38;17.53;6.08;7.3;8.96;-4.48;0.93
876;Utrecht-West;2002;-3.5;-3.4;0.14;;0.7;-0.98;-0.13;-18.62;-12.19;-9.97;-6.25;0.19;-1.29;3.34;-7.99
877;Utrecht-West;2003;-1.19;-1.04;11.42;;-9.84;-5.09;6.41;-5.57;-8.52;12.16;-6.69;6.21;1.04;2.81;-3.99
878;Utrecht-West;2004;-0.52;-0.43;5.28;;-3.08;3.76;7.35;-3.53;-2.71;3.44;-11.64;0.14;2.18;3.3;0.23
879;Utrecht-West;2005;3.56;3.59;0.9;;2.79;11.91;5.44;-0.11;3.37;10.56;-1.83;0.56;-2.78;4.18;1.5
880;Utrecht-West;2006;6.9;6.8;-1.2;;5.8;0.6;8.9;-0.9;27.3;7.1;9.2;1.9;-0.5;3.0;5.3
881;Utrecht-West;2007;4.6;4.7;5.0;;12.2;9.9;4.3;8.0;-10.8;5.4;4.8;4.8;0.5;2.3;-7.8
882;Utrecht-West;2008;1.5;1.6;0.8;;-1.9;3.1;0.2;0.7;-0.9;15.2;1.5;3.4;-0.8;1.7;3.5
883;Utrecht-West;2009;-4.8;-4.3;;;;;;;;;;;;;
884;Utrecht-West;2010;0.7;1.0;;;;;;;;;;;;;
885;Stadsgewest Amersfoort;1996;4.42;4.04;-6.22;;-2.59;1.59;6.4;-0.34;-2.48;-0.22;15.23;-3.19;0.27;1.26;4.81
886;Stadsgewest Amersfoort;1997;4.86;4.79;8.49;;4.81;2.37;3.61;7.74;18.54;25.99;1.45;-4.85;0.17;5.91;0.0
887;Stadsgewest Amersfoort;1998;7.82;7.67;-2.71;;-6.11;4.64;24.02;9.5;14.19;10.58;9.49;5.67;0.51;1.07;1.2
888;Stadsgewest Amersfoort;1999;8.92;8.78;9.22;27.08;4.7;4.44;28.04;8.02;13.9;6.48;5.8;1.56;6.81;0.38;7.52
889;Stadsgewest Amersfoort;2000;4.48;4.54;-2.34;-10.64;3.92;2.99;3.59;0.21;52.19;-10.68;3.54;2.18;0.81;0.75;5.55
890;Stadsgewest Amersfoort;2001;5.4;5.34;-7.11;-2.68;8.24;1.43;5.45;-2.52;14.25;-5.55;9.83;1.08;-3.32;1.15;3.52
891;Stadsgewest Amersfoort;2002;-4.6;-4.49;8.55;-15.27;-5.08;-4.49;-9.99;-6.57;-6.57;1.27;-7.27;2.74;-4.18;5.16;4.35
892;Stadsgewest Amersfoort;2003;-0.7;-0.55;-6.11;8.48;-4.38;1.11;2.76;-10.52;6.35;6.6;-6.54;3.13;2.01;-0.22;5.58
893;Stadsgewest Amersfoort;2004;7.44;7.53;13.41;0.92;1.49;-3.69;21.05;-6.98;18.19;17.74;4.33;-2.38;-0.04;1.86;6.96
894;Stadsgewest Amersfoort;2005;0.84;0.87;2.54;-5.02;-0.31;2.13;5.7;25.5;-9.71;1.33;-0.76;-0.42;0.92;3.52;2.32
895;Stadsgewest Amersfoort;2006;3.8;3.7;-1.6;-46.3;10.5;4.1;-0.7;2.2;22.2;7.3;1.8;0.5;-0.3;2.2;-7.8
896;Stadsgewest Amersfoort;2007;5.1;5.2;5.7;-100.0;3.6;12.7;14.8;-5.8;1.2;2.5;4.3;2.3;1.7;2.5;1.5
897;Stadsgewest Amersfoort;2008;-0.1;0.1;0.8;;-1.2;3.6;0.2;0.1;-2.8;-20.8;2.3;2.0;4.4;9.2;7.6
898;Stadsgewest Amersfoort;2009;-3.4;-2.9;;;;;;;;;;;;;
899;Stadsgewest Amersfoort;2010;1.3;1.6;;;;;;;;;;;;;
900;Stadsgewest Utrecht;1996;4.94;4.55;-3.84;-31.32;5.34;1.51;5.23;-0.7;-2.44;4.27;11.38;-0.15;0.2;-0.32;2.15
901;Stadsgewest Utrecht;1997;4.1;4.03;7.15;11.78;-2.44;10.51;0.25;-10.49;14.03;15.62;0.45;4.46;2.47;3.4;1.99
902;Stadsgewest Utrecht;1998;7.64;7.5;-2.76;-70.88;8.47;5.19;13.51;8.87;15.78;4.11;9.83;1.88;-2.7;2.15;4.66
903;Stadsgewest Utrecht;1999;6.67;6.54;-6.42;30.94;6.17;4.43;7.91;3.53;11.96;6.8;9.0;3.66;-1.4;0.36;6.52
904;Stadsgewest Utrecht;2000;2.18;2.24;1.4;-6.29;5.97;2.32;2.39;3.79;10.4;-1.83;1.65;1.58;-2.79;2.41;3.3
905;Stadsgewest Utrecht;2001;3.21;3.16;-4.46;-82.72;1.67;1.35;-6.45;-7.67;4.16;3.34;6.72;5.56;1.0;-1.46;29.89
906;Stadsgewest Utrecht;2002;0.69;0.8;7.75;445.02;-0.86;6.37;1.59;2.36;-2.43;1.09;-3.82;10.69;2.79;5.25;6.84
907;Stadsgewest Utrecht;2003;-1.94;-1.79;-1.24;282.31;-0.44;-6.06;3.54;-8.16;7.19;-12.86;-4.7;-0.63;1.7;7.27;5.01
908;Stadsgewest Utrecht;2004;0.51;0.6;0.1;-4.94;-1.14;-2.51;2.17;-6.9;2.79;4.46;-1.25;-2.68;1.31;2.62;-0.34
909;Stadsgewest Utrecht;2005;3.03;3.06;3.87;-100.0;3.09;4.35;1.36;10.19;-1.85;6.63;5.27;-2.35;-1.28;1.71;3.52
910;Stadsgewest Utrecht;2006;3.9;3.9;-1.7;;-0.1;-1.4;9.7;-0.6;3.1;7.5;3.4;1.3;-0.4;1.9;6.1
911;Stadsgewest Utrecht;2007;4.2;4.3;8.6;424.6;5.1;-0.2;2.1;1.8;5.9;2.2;8.3;2.2;-0.1;2.6;3.3
912;Stadsgewest Utrecht;2008;2.9;3.1;-2.1;8.8;1.3;3.9;-1.6;-8.0;3.0;4.8;4.5;3.1;1.5;8.7;-0.6
913;Stadsgewest Utrecht;2009;-2.7;-2.2;;;;;;;;;;;;;
914;Stadsgewest Utrecht;2010;0.8;1.1;;;;;;;;;;;;;
915;Zuidoost-Utrecht;1996;3.69;3.31;0.76;-41.65;3.69;9.26;3.15;6.88;10.65;-3.81;7.49;-4.14;0.22;11.36;-4.3
916;Zuidoost-Utrecht;1997;5.28;5.22;-5.52;40.07;-2.43;1.81;9.19;30.88;23.58;-4.23;17.48;-0.21;-6.64;-4.87;5.71
917;Zuidoost-Utrecht;1998;3.9;3.76;4.73;-27.02;3.49;16.0;2.53;6.64;-3.55;-5.63;9.65;2.37;-3.13;0.32;-6.23
918;Zuidoost-Utrecht;1999;4.17;4.04;29.29;40.81;1.89;3.32;5.61;4.95;6.54;-3.36;6.03;0.89;-6.46;2.07;8.33
919;Zuidoost-Utrecht;2000;5.3;5.36;0.32;-22.88;5.15;7.45;6.95;6.5;16.04;3.93;5.91;0.59;6.11;2.26;4.35
920;Zuidoost-Utrecht;2001;2.94;2.89;-4.63;1.99;-2.13;5.13;-8.27;-2.85;25.33;-0.74;9.84;0.73;2.32;7.29;20.23
921;Zuidoost-Utrecht;2002;-3.47;-3.36;-4.07;171.66;-9.66;-4.29;-7.5;2.81;3.19;-6.69;-5.85;5.33;-5.22;6.2;5.69
922;Zuidoost-Utrecht;2003;0.89;1.04;0.71;-2.04;9.4;-21.37;4.07;3.27;5.4;-0.43;-3.42;4.46;-2.82;2.69;6.65
923;Zuidoost-Utrecht;2004;0.33;0.42;-0.9;0.27;1.39;-8.91;-1.72;-6.45;13.08;9.78;2.83;-1.01;-1.32;1.6;-4.77
924;Zuidoost-Utrecht;2005;-1.98;-1.96;0.3;-7.16;-4.12;-3.29;0.94;0.67;-4.16;-13.76;-3.03;0.05;1.36;1.82;-5.22
925;Zuidoost-Utrecht;2006;0.8;0.8;3.4;14.2;-6.0;5.7;2.8;-1.2;-27.0;8.7;8.3;-0.6;-0.7;2.9;-2.3
926;Zuidoost-Utrecht;2007;6.4;6.4;6.3;14.3;21.1;13.9;9.8;-2.6;2.1;6.3;3.3;2.4;-1.2;2.1;0.3
927;Zuidoost-Utrecht;2008;3.0;3.2;-3.0;-79.9;2.9;7.3;2.0;-2.9;-11.3;12.5;4.4;6.1;0.4;2.6;3.7
928;Zuidoost-Utrecht;2009;-4.3;-3.8;;;;;;;;;;;;;
929;Zuidoost-Utrecht;2010;1.2;1.5;;;;;;;;;;;;;
930;Amsterdam;1996;5.05;4.66;-4.32;-16.75;-0.7;-0.92;0.93;5.9;-6.58;13.24;9.8;-0.29;0.27;-0.27;4.73
931;Amsterdam;1997;3.55;3.48;-2.81;26.34;-5.67;0.86;6.68;18.52;5.09;3.51;5.54;0.85;-4.68;4.03;4.96
932;Amsterdam;1998;6.04;5.9;10.28;5.03;1.46;-2.72;2.95;7.2;1.68;11.41;10.12;1.1;-1.84;2.25;5.21
