ID;ClimateSectors;EmissionToAir;Periods;GreenhouseGasEmissions_1
7657;Non-road mobile machinery const industry;Methane (CH4);2017;0.0
7658;Non-road mobile machinery const industry;Methane (CH4);2018;0.0
7659;Non-road mobile machinery const industry;Methane (CH4);2019;0.0
7660;Non-road mobile machinery const industry;Methane (CH4);2020;0.0
7661;Non-road mobile machinery const industry;Methane (CH4);2021;0.0
7662;Non-road mobile machinery const industry;Methane (CH4);2022;0.0
7663;Non-road mobile machinery const industry;Methane (CH4);2023;0.0
7664;Non-road mobile machinery const industry;Methane (CH4);2024;
7665;Non-road mobile machinery const industry;F-gases;1990;0.0
7666;Non-road mobile machinery const industry;F-gases;1991 ;0.0
7667;Non-road mobile machinery const industry;F-gases;1992;0.0
7668;Non-road mobile machinery const industry;F-gases;1993 ;0.0
7669;Non-road mobile machinery const industry;F-gases;1994 ;0.0
7670;Non-road mobile machinery const industry;F-gases;1995;0.0
7671;Non-road mobile machinery const industry;F-gases;1996 ;0.0
7672;Non-road mobile machinery const industry;F-gases;1997 ;0.0
7673;Non-road mobile machinery const industry;F-gases;1998 ;0.0
7674;Non-road mobile machinery const industry;F-gases;1999 ;0.0
7675;Non-road mobile machinery const industry;F-gases;2000;0.0
7676;Non-road mobile machinery const industry;F-gases;2001;0.0
7677;Non-road mobile machinery const industry;F-gases;2002;0.0
7678;Non-road mobile machinery const industry;F-gases;2003;0.0
7679;Non-road mobile machinery const industry;F-gases;2004;0.0
7680;Non-road mobile machinery const industry;F-gases;2005;0.0
7681;Non-road mobile machinery const industry;F-gases;2006;0.0
7682;Non-road mobile machinery const industry;F-gases;2007;0.0
7683;Non-road mobile machinery const industry;F-gases;2008;0.0
7684;Non-road mobile machinery const industry;F-gases;2009;0.0
7685;Non-road mobile machinery const industry;F-gases;2010;0.0
7686;Non-road mobile machinery const industry;F-gases;2011;0.0
7687;Non-road mobile machinery const industry;F-gases;2012;0.0
7688;Non-road mobile machinery const industry;F-gases;2013;0.0
7689;Non-road mobile machinery const industry;F-gases;2014;0.0
7690;Non-road mobile machinery const industry;F-gases;2015;0.0
7691;Non-road mobile machinery const industry;F-gases;2016;0.0
7692;Non-road mobile machinery const industry;F-gases;2017;0.0
7693;Non-road mobile machinery const industry;F-gases;2018;0.0
7694;Non-road mobile machinery const industry;F-gases;2019;0.0
7695;Non-road mobile machinery const industry;F-gases;2020;0.0
7696;Non-road mobile machinery const industry;F-gases;2021;0.0
7697;Non-road mobile machinery const industry;F-gases;2022;0.0
7698;Non-road mobile machinery const industry;F-gases;2023;0.0
7699;Non-road mobile machinery const industry;F-gases;2024;
7700;"Non-road mobile machinery; industry";Total greenhouse gases;1990;0.2
7701;"Non-road mobile machinery; industry";Total greenhouse gases;1991 ;0.2
7702;"Non-road mobile machinery; industry";Total greenhouse gases;1992;0.2
7703;"Non-road mobile machinery; industry";Total greenhouse gases;1993 ;0.2
7704;"Non-road mobile machinery; industry";Total greenhouse gases;1994 ;0.2
7705;"Non-road mobile machinery; industry";Total greenhouse gases;1995;0.2
7706;"Non-road mobile machinery; industry";Total greenhouse gases;1996 ;0.2
7707;"Non-road mobile machinery; industry";Total greenhouse gases;1997 ;0.2
7708;"Non-road mobile machinery; industry";Total greenhouse gases;1998 ;0.3
7709;"Non-road mobile machinery; industry";Total greenhouse gases;1999 ;0.3
7710;"Non-road mobile machinery; industry";Total greenhouse gases;2000;0.3
7711;"Non-road mobile machinery; industry";Total greenhouse gases;2001;0.3
7712;"Non-road mobile machinery; industry";Total greenhouse gases;2002;0.3
7713;"Non-road mobile machinery; industry";Total greenhouse gases;2003;0.3
7714;"Non-road mobile machinery; industry";Total greenhouse gases;2004;0.3
7715;"Non-road mobile machinery; industry";Total greenhouse gases;2005;0.3
7716;"Non-road mobile machinery; industry";Total greenhouse gases;2006;0.3
7717;"Non-road mobile machinery; industry";Total greenhouse gases;2007;0.3
7718;"Non-road mobile machinery; industry";Total greenhouse gases;2008;0.3
7719;"Non-road mobile machinery; industry";Total greenhouse gases;2009;0.4
7720;"Non-road mobile machinery; industry";Total greenhouse gases;2010;0.3
7721;"Non-road mobile machinery; industry";Total greenhouse gases;2011;0.3
7722;"Non-road mobile machinery; industry";Total greenhouse gases;2012;0.3
7723;"Non-road mobile machinery; industry";Total greenhouse gases;2013;0.3
7724;"Non-road mobile machinery; industry";Total greenhouse gases;2014;0.3
7725;"Non-road mobile machinery; industry";Total greenhouse gases;2015;0.3
7726;"Non-road mobile machinery; industry";Total greenhouse gases;2016;0.3
7727;"Non-road mobile machinery; industry";Total greenhouse gases;2017;0.2
7728;"Non-road mobile machinery; industry";Total greenhouse gases;2018;0.2
7729;"Non-road mobile machinery; industry";Total greenhouse gases;2019;0.2
7730;"Non-road mobile machinery; industry";Total greenhouse gases;2020;0.2
7731;"Non-road mobile machinery; industry";Total greenhouse gases;2021;0.2
7732;"Non-road mobile machinery; industry";Total greenhouse gases;2022;0.2
7733;"Non-road mobile machinery; industry";Total greenhouse gases;2023;0.2
7734;"Non-road mobile machinery; industry";Total greenhouse gases;2024;
7735;"Non-road mobile machinery; industry";Carbon dioxide (CO2);1990;0.2
7736;"Non-road mobile machinery; industry";Carbon dioxide (CO2);1991 ;0.2
7737;"Non-road mobile machinery; industry";Carbon dioxide (CO2);1992;0.2
7738;"Non-road mobile machinery; industry";Carbon dioxide (CO2);1993 ;0.2
7739;"Non-road mobile machinery; industry";Carbon dioxide (CO2);1994 ;0.2
7740;"Non-road mobile machinery; industry";Carbon dioxide (CO2);1995;0.2
7741;"Non-road mobile machinery; industry";Carbon dioxide (CO2);1996 ;0.2
7742;"Non-road mobile machinery; industry";Carbon dioxide (CO2);1997 ;0.2
7743;"Non-road mobile machinery; industry";Carbon dioxide (CO2);1998 ;0.3
7744;"Non-road mobile machinery; industry";Carbon dioxide (CO2);1999 ;0.3
7745;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2000;0.3
7746;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2001;0.3
7747;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2002;0.3
7748;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2003;0.3
7749;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2004;0.3
7750;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2005;0.3
7751;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2006;0.3
7752;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2007;0.3
7753;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2008;0.3
7754;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2009;0.4
7755;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2010;0.3
7756;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2011;0.3
7757;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2012;0.3
7758;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2013;0.3
7759;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2014;0.3
7760;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2015;0.3
7761;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2016;0.3
7762;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2017;0.2
7763;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2018;0.2
7764;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2019;0.2
7765;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2020;0.2
7766;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2021;0.2
7767;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2022;0.2
7768;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2023;0.2
7769;"Non-road mobile machinery; industry";Carbon dioxide (CO2);2024;
7770;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);1990;0.0
7771;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);1991 ;0.0
7772;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);1992;0.0
7773;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);1993 ;0.0
7774;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);1994 ;0.0
7775;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);1995;0.0
7776;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);1996 ;0.0
7777;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);1997 ;0.0
7778;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);1998 ;0.0
7779;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);1999 ;0.0
7780;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2000;0.0
7781;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2001;0.0
7782;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2002;0.0
7783;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2003;0.0
7784;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2004;0.0
7785;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2005;0.0
7786;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2006;0.0
7787;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2007;0.0
7788;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2008;0.0
7789;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2009;0.0
7790;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2010;0.0
7791;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2011;0.0
7792;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2012;0.0
7793;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2013;0.0
7794;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2014;0.0
7795;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2015;0.0
7796;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2016;0.0
7797;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2017;0.0
7798;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2018;0.0
7799;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2019;0.0
7800;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2020;0.0
7801;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2021;0.0
7802;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2022;0.0
7803;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2023;0.0
7804;"Non-road mobile machinery; industry";Dinitrogen oxide (N2O);2024;
7805;"Non-road mobile machinery; industry";Methane (CH4);1990;0.0
7806;"Non-road mobile machinery; industry";Methane (CH4);1991 ;0.0
7807;"Non-road mobile machinery; industry";Methane (CH4);1992;0.0
7808;"Non-road mobile machinery; industry";Methane (CH4);1993 ;0.0
7809;"Non-road mobile machinery; industry";Methane (CH4);1994 ;0.0
7810;"Non-road mobile machinery; industry";Methane (CH4);1995;0.0
7811;"Non-road mobile machinery; industry";Methane (CH4);1996 ;0.0
7812;"Non-road mobile machinery; industry";Methane (CH4);1997 ;0.0
7813;"Non-road mobile machinery; industry";Methane (CH4);1998 ;0.0
7814;"Non-road mobile machinery; industry";Methane (CH4);1999 ;0.0
7815;"Non-road mobile machinery; industry";Methane (CH4);2000;0.0
7816;"Non-road mobile machinery; industry";Methane (CH4);2001;0.0
7817;"Non-road mobile machinery; industry";Methane (CH4);2002;0.0
7818;"Non-road mobile machinery; industry";Methane (CH4);2003;0.0
7819;"Non-road mobile machinery; industry";Methane (CH4);2004;0.0
7820;"Non-road mobile machinery; industry";Methane (CH4);2005;0.0
7821;"Non-road mobile machinery; industry";Methane (CH4);2006;0.0
7822;"Non-road mobile machinery; industry";Methane (CH4);2007;0.0
7823;"Non-road mobile machinery; industry";Methane (CH4);2008;0.0
7824;"Non-road mobile machinery; industry";Methane (CH4);2009;0.0
7825;"Non-road mobile machinery; industry";Methane (CH4);2010;0.0
7826;"Non-road mobile machinery; industry";Methane (CH4);2011;0.0
7827;"Non-road mobile machinery; industry";Methane (CH4);2012;0.0
7828;"Non-road mobile machinery; industry";Methane (CH4);2013;0.0
7829;"Non-road mobile machinery; industry";Methane (CH4);2014;0.0
7830;"Non-road mobile machinery; industry";Methane (CH4);2015;0.0
7831;"Non-road mobile machinery; industry";Methane (CH4);2016;0.0
7832;"Non-road mobile machinery; industry";Methane (CH4);2017;0.0
7833;"Non-road mobile machinery; industry";Methane (CH4);2018;0.0
7834;"Non-road mobile machinery; industry";Methane (CH4);2019;0.0
7835;"Non-road mobile machinery; industry";Methane (CH4);2020;0.0
7836;"Non-road mobile machinery; industry";Methane (CH4);2021;0.0
7837;"Non-road mobile machinery; industry";Methane (CH4);2022;0.0
7838;"Non-road mobile machinery; industry";Methane (CH4);2023;0.0
7839;"Non-road mobile machinery; industry";Methane (CH4);2024;
7840;"Non-road mobile machinery; industry";F-gases;1990;0.0
7841;"Non-road mobile machinery; industry";F-gases;1991 ;0.0
7842;"Non-road mobile machinery; industry";F-gases;1992;0.0
7843;"Non-road mobile machinery; industry";F-gases;1993 ;0.0
7844;"Non-road mobile machinery; industry";F-gases;1994 ;0.0
7845;"Non-road mobile machinery; industry";F-gases;1995;0.0
7846;"Non-road mobile machinery; industry";F-gases;1996 ;0.0
7847;"Non-road mobile machinery; industry";F-gases;1997 ;0.0
7848;"Non-road mobile machinery; industry";F-gases;1998 ;0.0
7849;"Non-road mobile machinery; industry";F-gases;1999 ;0.0
7850;"Non-road mobile machinery; industry";F-gases;2000;0.0
7851;"Non-road mobile machinery; industry";F-gases;2001;0.0
7852;"Non-road mobile machinery; industry";F-gases;2002;0.0
7853;"Non-road mobile machinery; industry";F-gases;2003;0.0
7854;"Non-road mobile machinery; industry";F-gases;2004;0.0
7855;"Non-road mobile machinery; industry";F-gases;2005;0.0
7856;"Non-road mobile machinery; industry";F-gases;2006;0.0
7857;"Non-road mobile machinery; industry";F-gases;2007;0.0
7858;"Non-road mobile machinery; industry";F-gases;2008;0.0
7859;"Non-road mobile machinery; industry";F-gases;2009;0.0
7860;"Non-road mobile machinery; industry";F-gases;2010;0.0
7861;"Non-road mobile machinery; industry";F-gases;2011;0.0
7862;"Non-road mobile machinery; industry";F-gases;2012;0.0
7863;"Non-road mobile machinery; industry";F-gases;2013;0.0
7864;"Non-road mobile machinery; industry";F-gases;2014;0.0
7865;"Non-road mobile machinery; industry";F-gases;2015;0.0
7866;"Non-road mobile machinery; industry";F-gases;2016;0.0
7867;"Non-road mobile machinery; industry";F-gases;2017;0.0
7868;"Non-road mobile machinery; industry";F-gases;2018;0.0
7869;"Non-road mobile machinery; industry";F-gases;2019;0.0
7870;"Non-road mobile machinery; industry";F-gases;2020;0.0
7871;"Non-road mobile machinery; industry";F-gases;2021;0.0
7872;"Non-road mobile machinery; industry";F-gases;2022;0.0
7873;"Non-road mobile machinery; industry";F-gases;2023;0.0
7874;"Non-road mobile machinery; industry";F-gases;2024;
7875;"Non-road mobile machinery; services";Total greenhouse gases;1990;0.6
7876;"Non-road mobile machinery; services";Total greenhouse gases;1991 ;0.6
7877;"Non-road mobile machinery; services";Total greenhouse gases;1992;0.6
7878;"Non-road mobile machinery; services";Total greenhouse gases;1993 ;0.6
7879;"Non-road mobile machinery; services";Total greenhouse gases;1994 ;0.6
7880;"Non-road mobile machinery; services";Total greenhouse gases;1995;0.6
7881;"Non-road mobile machinery; services";Total greenhouse gases;1996 ;0.6
7882;"Non-road mobile machinery; services";Total greenhouse gases;1997 ;0.6
7883;"Non-road mobile machinery; services";Total greenhouse gases;1998 ;0.6
7884;"Non-road mobile machinery; services";Total greenhouse gases;1999 ;0.6
7885;"Non-road mobile machinery; services";Total greenhouse gases;2000;0.6
7886;"Non-road mobile machinery; services";Total greenhouse gases;2001;0.5
7887;"Non-road mobile machinery; services";Total greenhouse gases;2002;0.5
7888;"Non-road mobile machinery; services";Total greenhouse gases;2003;0.5
7889;"Non-road mobile machinery; services";Total greenhouse gases;2004;0.5
7890;"Non-road mobile machinery; services";Total greenhouse gases;2005;0.5
7891;"Non-road mobile machinery; services";Total greenhouse gases;2006;0.5
7892;"Non-road mobile machinery; services";Total greenhouse gases;2007;0.5
7893;"Non-road mobile machinery; services";Total greenhouse gases;2008;0.4
7894;"Non-road mobile machinery; services";Total greenhouse gases;2009;0.3
7895;"Non-road mobile machinery; services";Total greenhouse gases;2010;0.4
7896;"Non-road mobile machinery; services";Total greenhouse gases;2011;0.4
7897;"Non-road mobile machinery; services";Total greenhouse gases;2012;0.4
7898;"Non-road mobile machinery; services";Total greenhouse gases;2013;0.4
7899;"Non-road mobile machinery; services";Total greenhouse gases;2014;0.4
7900;"Non-road mobile machinery; services";Total greenhouse gases;2015;0.4
7901;"Non-road mobile machinery; services";Total greenhouse gases;2016;0.4
7902;"Non-road mobile machinery; services";Total greenhouse gases;2017;0.4
7903;"Non-road mobile machinery; services";Total greenhouse gases;2018;0.4
7904;"Non-road mobile machinery; services";Total greenhouse gases;2019;0.4
7905;"Non-road mobile machinery; services";Total greenhouse gases;2020;0.4
7906;"Non-road mobile machinery; services";Total greenhouse gases;2021;0.4
7907;"Non-road mobile machinery; services";Total greenhouse gases;2022;0.4
7908;"Non-road mobile machinery; services";Total greenhouse gases;2023;0.3
7909;"Non-road mobile machinery; services";Total greenhouse gases;2024;
7910;"Non-road mobile machinery; services";Carbon dioxide (CO2);1990;0.6
7911;"Non-road mobile machinery; services";Carbon dioxide (CO2);1991 ;0.6
7912;"Non-road mobile machinery; services";Carbon dioxide (CO2);1992;0.6
7913;"Non-road mobile machinery; services";Carbon dioxide (CO2);1993 ;0.6
7914;"Non-road mobile machinery; services";Carbon dioxide (CO2);1994 ;0.6
7915;"Non-road mobile machinery; services";Carbon dioxide (CO2);1995;0.6
7916;"Non-road mobile machinery; services";Carbon dioxide (CO2);1996 ;0.6
