ID;BedrijfstakkenBranches;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
1575;812 Schoonmaakbedrijven;2008 1e kwartaal;90.2;7.0
1576;812 Schoonmaakbedrijven;2008 2e kwartaal;95.5;6.8
1577;812 Schoonmaakbedrijven;2008 3e kwartaal;98.8;7.8
1578;812 Schoonmaakbedrijven;2008 4e kwartaal;110.9;6.5
1579;812 Schoonmaakbedrijven;2008;98.9;7.0
1580;812 Schoonmaakbedrijven;2009 1e kwartaal;94.3;4.5
1581;812 Schoonmaakbedrijven;2009 2e kwartaal;95.9;0.4
1582;812 Schoonmaakbedrijven;2009 3e kwartaal;100.9;2.1
1583;812 Schoonmaakbedrijven;2009 4e kwartaal;108.0;-2.6
1584;812 Schoonmaakbedrijven;2009;99.8;0.9
1585;812 Schoonmaakbedrijven;2010 1e kwartaal;91.6;-2.8
1586;812 Schoonmaakbedrijven;2010 2e kwartaal;96.0;0.1
1587;812 Schoonmaakbedrijven;2010 3e kwartaal;102.1;1.2
1588;812 Schoonmaakbedrijven;2010 4e kwartaal;110.3;2.1
1589;812 Schoonmaakbedrijven;2010;100.0;0.2
1590;812 Schoonmaakbedrijven;2011 1e kwartaal;92.3;0.8
1591;812 Schoonmaakbedrijven;2011 2e kwartaal;96.4;0.5
1592;812 Schoonmaakbedrijven;2011 3e kwartaal;99.5;-2.6
1593;812 Schoonmaakbedrijven;2011 4e kwartaal;108.3;-1.8
1594;812 Schoonmaakbedrijven;2011;99.2;-0.8
1595;812 Schoonmaakbedrijven;2012 1e kwartaal;91.1;-1.3
1596;812 Schoonmaakbedrijven;2012 2e kwartaal;98.2;1.8
1597;812 Schoonmaakbedrijven;2012 3e kwartaal;103.6;4.1
1598;812 Schoonmaakbedrijven;2012 4e kwartaal;109.3;0.9
1599;812 Schoonmaakbedrijven;2012;100.5;1.4
1600;812 Schoonmaakbedrijven;2013 1e kwartaal;92.2;1.1
1601;812 Schoonmaakbedrijven;2013 2e kwartaal;100.0;1.9
1602;812 Schoonmaakbedrijven;2013 3e kwartaal;103.2;-0.4
1603;812 Schoonmaakbedrijven;2013 4e kwartaal;108.1;-1.1
1604;812 Schoonmaakbedrijven;2013;100.9;0.3
1605;812 Schoonmaakbedrijven;2014 1e kwartaal;91.8;-0.4
1606;812 Schoonmaakbedrijven;2014 2e kwartaal;97.8;-2.2
1607;812 Schoonmaakbedrijven;2014 3e kwartaal;102.2;-1.0
1608;812 Schoonmaakbedrijven;2014 4e kwartaal;112.0;3.6
1609;812 Schoonmaakbedrijven;2014;100.9;0.1
1610;812 Schoonmaakbedrijven;2015 1e kwartaal;96.1;4.7
1611;812 Schoonmaakbedrijven;2015 2e kwartaal;103.1;5.4
1612;812 Schoonmaakbedrijven;2015 3e kwartaal;107.9;5.6
1613;812 Schoonmaakbedrijven;2015 4e kwartaal;115.0;2.7
1614;812 Schoonmaakbedrijven;2015;105.5;4.6
1615;812 Schoonmaakbedrijven;2016 1e kwartaal;100.5;4.5
1616;812 Schoonmaakbedrijven;2016 2e kwartaal;106.5;3.3
1617;812 Schoonmaakbedrijven;2016 3e kwartaal;109.7;1.6
1618;812 Schoonmaakbedrijven;2016 4e kwartaal;117.0;1.7
1619;812 Schoonmaakbedrijven;2016;108.4;2.7
1620;812 Schoonmaakbedrijven;2017 1e kwartaal;105.5;5.0
1621;812 Schoonmaakbedrijven;2017 2e kwartaal;113.8;6.8
1622;812 Schoonmaakbedrijven;2017 3e kwartaal;116.2;5.9
1623;812 Schoonmaakbedrijven;2017 4e kwartaal;124.9;6.8
1624;812 Schoonmaakbedrijven;2017;115.1;6.2
1625;8121 Interieurreiniging van gebouwen;2005 1e kwartaal;72.1;
1626;8121 Interieurreiniging van gebouwen;2005 2e kwartaal;80.9;
1627;8121 Interieurreiniging van gebouwen;2005 3e kwartaal;82.4;
1628;8121 Interieurreiniging van gebouwen;2005 4e kwartaal;93.1;
1629;8121 Interieurreiniging van gebouwen;2005;82.1;
1630;8121 Interieurreiniging van gebouwen;2006 1e kwartaal;77.4;7.3
1631;8121 Interieurreiniging van gebouwen;2006 2e kwartaal;84.0;3.9
1632;8121 Interieurreiniging van gebouwen;2006 3e kwartaal;88.6;7.5
1633;8121 Interieurreiniging van gebouwen;2006 4e kwartaal;100.5;7.9
1634;8121 Interieurreiniging van gebouwen;2006;87.6;6.7
1635;8121 Interieurreiniging van gebouwen;2007 1e kwartaal;84.1;8.7
1636;8121 Interieurreiniging van gebouwen;2007 2e kwartaal;88.5;5.4
1637;8121 Interieurreiniging van gebouwen;2007 3e kwartaal;90.5;2.1
1638;8121 Interieurreiniging van gebouwen;2007 4e kwartaal;102.8;2.3
1639;8121 Interieurreiniging van gebouwen;2007;91.5;4.4
1640;8121 Interieurreiniging van gebouwen;2008 1e kwartaal;88.5;5.2
1641;8121 Interieurreiniging van gebouwen;2008 2e kwartaal;93.9;6.0
1642;8121 Interieurreiniging van gebouwen;2008 3e kwartaal;97.2;7.5
1643;8121 Interieurreiniging van gebouwen;2008 4e kwartaal;109.2;6.3
1644;8121 Interieurreiniging van gebouwen;2008;97.2;6.3
1645;8121 Interieurreiniging van gebouwen;2009 1e kwartaal;94.7;7.0
1646;8121 Interieurreiniging van gebouwen;2009 2e kwartaal;96.4;2.7
1647;8121 Interieurreiniging van gebouwen;2009 3e kwartaal;100.9;3.8
1648;8121 Interieurreiniging van gebouwen;2009 4e kwartaal;107.8;-1.3
1649;8121 Interieurreiniging van gebouwen;2009;99.9;2.8
1650;8121 Interieurreiniging van gebouwen;2010 1e kwartaal;91.3;-3.6
1651;8121 Interieurreiniging van gebouwen;2010 2e kwartaal;95.8;-0.6
1652;8121 Interieurreiniging van gebouwen;2010 3e kwartaal;102.5;1.6
1653;8121 Interieurreiniging van gebouwen;2010 4e kwartaal;110.4;2.4
1654;8121 Interieurreiniging van gebouwen;2010;100.0;0.1
1655;8121 Interieurreiniging van gebouwen;2011 1e kwartaal;90.6;-0.7
1656;8121 Interieurreiniging van gebouwen;2011 2e kwartaal;94.3;-1.6
1657;8121 Interieurreiniging van gebouwen;2011 3e kwartaal;98.7;-3.7
1658;8121 Interieurreiniging van gebouwen;2011 4e kwartaal;105.8;-4.2
1659;8121 Interieurreiniging van gebouwen;2011;97.3;-2.7
1660;8121 Interieurreiniging van gebouwen;2012 1e kwartaal;89.5;-1.3
1661;8121 Interieurreiniging van gebouwen;2012 2e kwartaal;96.1;1.9
1662;8121 Interieurreiniging van gebouwen;2012 3e kwartaal;102.3;3.7
1663;8121 Interieurreiniging van gebouwen;2012 4e kwartaal;105.6;-0.1
1664;8121 Interieurreiniging van gebouwen;2012;98.4;1.1
1665;8121 Interieurreiniging van gebouwen;2013 1e kwartaal;92.0;2.8
1666;8121 Interieurreiniging van gebouwen;2013 2e kwartaal;97.4;1.4
1667;8121 Interieurreiniging van gebouwen;2013 3e kwartaal;102.1;-0.3
1668;8121 Interieurreiniging van gebouwen;2013 4e kwartaal;104.7;-0.9
1669;8121 Interieurreiniging van gebouwen;2013;99.0;0.7
1670;8121 Interieurreiniging van gebouwen;2014 1e kwartaal;91.9;-0.1
1671;8121 Interieurreiniging van gebouwen;2014 2e kwartaal;96.4;-1.1
1672;8121 Interieurreiniging van gebouwen;2014 3e kwartaal;101.2;-0.8
1673;8121 Interieurreiniging van gebouwen;2014 4e kwartaal;108.8;4.0
1674;8121 Interieurreiniging van gebouwen;2014;99.6;0.5
1675;8121 Interieurreiniging van gebouwen;2015 1e kwartaal;95.5;4.0
1676;8121 Interieurreiniging van gebouwen;2015 2e kwartaal;101.6;5.4
1677;8121 Interieurreiniging van gebouwen;2015 3e kwartaal;107.5;6.2
1678;8121 Interieurreiniging van gebouwen;2015 4e kwartaal;113.3;4.1
1679;8121 Interieurreiniging van gebouwen;2015;104.5;4.9
1680;8121 Interieurreiniging van gebouwen;2016 1e kwartaal;99.4;4.1
1681;8121 Interieurreiniging van gebouwen;2016 2e kwartaal;104.4;2.7
1682;8121 Interieurreiniging van gebouwen;2016 3e kwartaal;108.9;1.3
1683;8121 Interieurreiniging van gebouwen;2016 4e kwartaal;114.7;1.2
1684;8121 Interieurreiniging van gebouwen;2016;106.8;2.3
1685;8121 Interieurreiniging van gebouwen;2017 1e kwartaal;104.7;5.3
1686;8121 Interieurreiniging van gebouwen;2017 2e kwartaal;112.3;7.6
1687;8121 Interieurreiniging van gebouwen;2017 3e kwartaal;116.0;6.5
1688;8121 Interieurreiniging van gebouwen;2017 4e kwartaal;121.9;6.3
1689;8121 Interieurreiniging van gebouwen;2017;113.7;6.5
1690;813 Hoveniersbedrijven;2005 1e kwartaal;;
1691;813 Hoveniersbedrijven;2005 2e kwartaal;;
1692;813 Hoveniersbedrijven;2005 3e kwartaal;;
1693;813 Hoveniersbedrijven;2005 4e kwartaal;;
1694;813 Hoveniersbedrijven;2005;;
1695;813 Hoveniersbedrijven;2006 1e kwartaal;;
1696;813 Hoveniersbedrijven;2006 2e kwartaal;;
1697;813 Hoveniersbedrijven;2006 3e kwartaal;;
1698;813 Hoveniersbedrijven;2006 4e kwartaal;;
1699;813 Hoveniersbedrijven;2006;;
1700;813 Hoveniersbedrijven;2007 1e kwartaal;;
1701;813 Hoveniersbedrijven;2007 2e kwartaal;;
1702;813 Hoveniersbedrijven;2007 3e kwartaal;;
1703;813 Hoveniersbedrijven;2007 4e kwartaal;;
1704;813 Hoveniersbedrijven;2007;;
1705;813 Hoveniersbedrijven;2008 1e kwartaal;;
1706;813 Hoveniersbedrijven;2008 2e kwartaal;;
1707;813 Hoveniersbedrijven;2008 3e kwartaal;;
1708;813 Hoveniersbedrijven;2008 4e kwartaal;;
1709;813 Hoveniersbedrijven;2008;;
1710;813 Hoveniersbedrijven;2009 1e kwartaal;;
1711;813 Hoveniersbedrijven;2009 2e kwartaal;;
1712;813 Hoveniersbedrijven;2009 3e kwartaal;;
1713;813 Hoveniersbedrijven;2009 4e kwartaal;;
1714;813 Hoveniersbedrijven;2009;;
1715;813 Hoveniersbedrijven;2010 1e kwartaal;60.6;
1716;813 Hoveniersbedrijven;2010 2e kwartaal;113.6;
1717;813 Hoveniersbedrijven;2010 3e kwartaal;101.7;
1718;813 Hoveniersbedrijven;2010 4e kwartaal;124.1;
1719;813 Hoveniersbedrijven;2010;100.0;
1720;813 Hoveniersbedrijven;2011 1e kwartaal;76.6;26.4
1721;813 Hoveniersbedrijven;2011 2e kwartaal;123.1;8.4
1722;813 Hoveniersbedrijven;2011 3e kwartaal;102.1;0.5
1723;813 Hoveniersbedrijven;2011 4e kwartaal;137.8;11.0
1724;813 Hoveniersbedrijven;2011;109.9;9.9
1725;813 Hoveniersbedrijven;2012 1e kwartaal;71.4;-6.7
1726;813 Hoveniersbedrijven;2012 2e kwartaal;123.8;0.5
1727;813 Hoveniersbedrijven;2012 3e kwartaal;112.5;10.1
1728;813 Hoveniersbedrijven;2012 4e kwartaal;128.7;-6.6
1729;813 Hoveniersbedrijven;2012;109.1;-0.7
1730;813 Hoveniersbedrijven;2013 1e kwartaal;66.6;-6.7
1731;813 Hoveniersbedrijven;2013 2e kwartaal;120.7;-2.5
1732;813 Hoveniersbedrijven;2013 3e kwartaal;104.5;-7.1
1733;813 Hoveniersbedrijven;2013 4e kwartaal;137.4;6.7
1734;813 Hoveniersbedrijven;2013;107.3;-1.7
1735;813 Hoveniersbedrijven;2014 1e kwartaal;77.9;16.9
1736;813 Hoveniersbedrijven;2014 2e kwartaal;121.9;1.0
1737;813 Hoveniersbedrijven;2014 3e kwartaal;107.2;2.6
1738;813 Hoveniersbedrijven;2014 4e kwartaal;144.2;5.0
1739;813 Hoveniersbedrijven;2014;112.8;5.1
1740;813 Hoveniersbedrijven;2015 1e kwartaal;82.9;6.5
1741;813 Hoveniersbedrijven;2015 2e kwartaal;139.0;14.0
1742;813 Hoveniersbedrijven;2015 3e kwartaal;109.5;2.1
1743;813 Hoveniersbedrijven;2015 4e kwartaal;151.1;4.8
1744;813 Hoveniersbedrijven;2015;120.6;6.9
1745;813 Hoveniersbedrijven;2016 1e kwartaal;85.9;3.6
1746;813 Hoveniersbedrijven;2016 2e kwartaal;137.2;-1.3
1747;813 Hoveniersbedrijven;2016 3e kwartaal;122.9;12.2
1748;813 Hoveniersbedrijven;2016 4e kwartaal;165.8;9.7
1749;813 Hoveniersbedrijven;2016;127.9;6.1
1750;813 Hoveniersbedrijven;2017 1e kwartaal;94.7;10.3
1751;813 Hoveniersbedrijven;2017 2e kwartaal;153.4;11.8
1752;813 Hoveniersbedrijven;2017 3e kwartaal;135.3;10.1
1753;813 Hoveniersbedrijven;2017 4e kwartaal;177.6;7.1
1754;813 Hoveniersbedrijven;2017;140.3;9.6
1755;82 Overige zakelijke dienstverlening;2005 1e kwartaal;85.4;
1756;82 Overige zakelijke dienstverlening;2005 2e kwartaal;84.7;
1757;82 Overige zakelijke dienstverlening;2005 3e kwartaal;82.4;
1758;82 Overige zakelijke dienstverlening;2005 4e kwartaal;98.9;
1759;82 Overige zakelijke dienstverlening;2005;87.9;
1760;82 Overige zakelijke dienstverlening;2006 1e kwartaal;82.6;-3.3
1761;82 Overige zakelijke dienstverlening;2006 2e kwartaal;82.7;-2.4
1762;82 Overige zakelijke dienstverlening;2006 3e kwartaal;80.4;-2.4
1763;82 Overige zakelijke dienstverlening;2006 4e kwartaal;100.5;1.6
1764;82 Overige zakelijke dienstverlening;2006;86.6;-1.5
1765;82 Overige zakelijke dienstverlening;2007 1e kwartaal;92.2;11.6
1766;82 Overige zakelijke dienstverlening;2007 2e kwartaal;88.6;7.1
1767;82 Overige zakelijke dienstverlening;2007 3e kwartaal;84.5;5.1
1768;82 Overige zakelijke dienstverlening;2007 4e kwartaal;108.5;8.0
1769;82 Overige zakelijke dienstverlening;2007;93.4;8.0
1770;82 Overige zakelijke dienstverlening;2008 1e kwartaal;93.0;0.8
1771;82 Overige zakelijke dienstverlening;2008 2e kwartaal;94.3;6.5
1772;82 Overige zakelijke dienstverlening;2008 3e kwartaal;87.1;3.1
1773;82 Overige zakelijke dienstverlening;2008 4e kwartaal;107.6;-0.9
1774;82 Overige zakelijke dienstverlening;2008;95.5;2.2
1775;82 Overige zakelijke dienstverlening;2009 1e kwartaal;95.0;2.2
1776;82 Overige zakelijke dienstverlening;2009 2e kwartaal;97.9;3.7
1777;82 Overige zakelijke dienstverlening;2009 3e kwartaal;92.2;5.9
1778;82 Overige zakelijke dienstverlening;2009 4e kwartaal;105.6;-1.8
1779;82 Overige zakelijke dienstverlening;2009;97.7;2.3
1780;82 Overige zakelijke dienstverlening;2010 1e kwartaal;95.8;0.9
1781;82 Overige zakelijke dienstverlening;2010 2e kwartaal;98.7;0.9
1782;82 Overige zakelijke dienstverlening;2010 3e kwartaal;93.3;1.2
1783;82 Overige zakelijke dienstverlening;2010 4e kwartaal;112.1;6.2
1784;82 Overige zakelijke dienstverlening;2010;100.0;2.4
1785;82 Overige zakelijke dienstverlening;2011 1e kwartaal;95.9;0.1
1786;82 Overige zakelijke dienstverlening;2011 2e kwartaal;95.1;-3.7
1787;82 Overige zakelijke dienstverlening;2011 3e kwartaal;92.6;-0.7
1788;82 Overige zakelijke dienstverlening;2011 4e kwartaal;106.7;-4.9
1789;82 Overige zakelijke dienstverlening;2011;97.6;-2.4
1790;82 Overige zakelijke dienstverlening;2012 1e kwartaal;95.6;-0.3
1791;82 Overige zakelijke dienstverlening;2012 2e kwartaal;104.4;9.8
1792;82 Overige zakelijke dienstverlening;2012 3e kwartaal;96.2;3.9
1793;82 Overige zakelijke dienstverlening;2012 4e kwartaal;108.6;1.8
1794;82 Overige zakelijke dienstverlening;2012;101.2;3.7
1795;82 Overige zakelijke dienstverlening;2013 1e kwartaal;99.7;4.2
1796;82 Overige zakelijke dienstverlening;2013 2e kwartaal;101.5;-2.8
1797;82 Overige zakelijke dienstverlening;2013 3e kwartaal;98.1;1.9
1798;82 Overige zakelijke dienstverlening;2013 4e kwartaal;117.3;8.0
1799;82 Overige zakelijke dienstverlening;2013;104.1;2.9
1800;82 Overige zakelijke dienstverlening;2014 1e kwartaal;102.9;3.3
1801;82 Overige zakelijke dienstverlening;2014 2e kwartaal;107.9;6.3
1802;82 Overige zakelijke dienstverlening;2014 3e kwartaal;99.2;1.1
1803;82 Overige zakelijke dienstverlening;2014 4e kwartaal;120.3;2.5
1804;82 Overige zakelijke dienstverlening;2014;107.6;3.3
1805;82 Overige zakelijke dienstverlening;2015 1e kwartaal;107.8;4.7
1806;82 Overige zakelijke dienstverlening;2015 2e kwartaal;117.8;9.2
1807;82 Overige zakelijke dienstverlening;2015 3e kwartaal;112.7;13.6
1808;82 Overige zakelijke dienstverlening;2015 4e kwartaal;129.9;7.9
1809;82 Overige zakelijke dienstverlening;2015;117.0;8.8
1810;82 Overige zakelijke dienstverlening;2016 1e kwartaal;119.1;10.5
1811;82 Overige zakelijke dienstverlening;2016 2e kwartaal;126.5;7.3
1812;82 Overige zakelijke dienstverlening;2016 3e kwartaal;118.1;4.8
1813;82 Overige zakelijke dienstverlening;2016 4e kwartaal;140.0;7.8
1814;82 Overige zakelijke dienstverlening;2016;125.9;7.6
1815;82 Overige zakelijke dienstverlening;2017 1e kwartaal;121.8;2.2
1816;82 Overige zakelijke dienstverlening;2017 2e kwartaal;136.2;7.7
1817;82 Overige zakelijke dienstverlening;2017 3e kwartaal;128.1;8.5
1818;82 Overige zakelijke dienstverlening;2017 4e kwartaal;140.6;0.4
1819;82 Overige zakelijke dienstverlening;2017;131.7;4.6
