ID;RegioS;SamenstellingVanHetHuishouden;Totaal_1;Totaal_2;HuishoudensMetEenLaagInkomen_3;HuishOnderOfRondHetSociaalMinimum_4;Totaal_5;HuishMetEenLangdurigLaagInkomen_6;HuishLangdurigOnderOfRondSocMin_7
1176;Gorinchem;Eenpersoonshuishouden;4.9;4.7;14.0;13.0;4.2;4.0;4.0
1177;Gorinchem;Paar zonder kinderen;4.0;3.9;3.0;3.0;3.6;;
1178;Gorinchem;Paar met kinderen;4.3;4.2;5.0;3.0;3.7;;
1179;Gorinchem;Eenoudergezin;0.8;0.7;28.0;29.0;0.6;;
1180;Gouda;Totaal particulier huishouden;29.4;28.3;9.0;8.0;25.1;3.0;3.0
1181;Gouda;Eenpersoonshuishouden;9.5;9.0;16.0;15.0;8.1;5.0;5.0
1182;Gouda;Paar zonder kinderen;8.1;8.1;3.0;4.0;7.4;;
1183;Gouda;Paar met kinderen;8.9;8.7;6.0;3.0;7.5;2.0;
1184;Gouda;Eenoudergezin;1.8;1.7;24.0;24.0;1.3;11.0;10.0
1185;Graafstroom;Totaal particulier huishouden;3.2;3.2;5.0;5.0;2.9;;
1186;Graafstroom;Eenpersoonshuishouden;0.6;0.5;;;0.5;;
1187;Graafstroom;Paar zonder kinderen;0.9;0.9;;;0.9;;
1188;Graafstroom;Paar met kinderen;1.4;1.4;;;1.2;;
1189;Graafstroom;Eenoudergezin;0.2;0.2;;;0.1;;
1190;Graft-De Rijp;Totaal particulier huishouden;2.6;2.5;7.0;7.0;2.3;;
1191;Graft-De Rijp;Eenpersoonshuishouden;0.6;0.6;12.0;;0.6;;
1192;Graft-De Rijp;Paar zonder kinderen;0.8;0.8;;;0.8;;
1193;Graft-De Rijp;Paar met kinderen;0.9;0.9;;;0.8;;
1194;Graft-De Rijp;Eenoudergezin;0.1;0.1;;;0.1;;
1195;Grave;Totaal particulier huishouden;5.1;5.0;7.0;7.0;4.6;;
1196;Grave;Eenpersoonshuishouden;1.3;1.3;16.0;16.0;1.2;;
1197;Grave;Paar zonder kinderen;1.7;1.6;;;1.6;;
1198;Grave;Paar met kinderen;1.8;1.8;;;1.6;;
1199;Grave;Eenoudergezin;0.2;0.2;;;0.2;;
1200;Groenlo;Totaal particulier huishouden;11.4;11.1;6.0;6.0;10.2;1.0;1.0
1201;Groenlo;Eenpersoonshuishouden;2.9;2.7;11.0;11.0;2.6;3.0;
1202;Groenlo;Paar zonder kinderen;3.7;3.6;3.0;3.0;3.4;;
1203;Groenlo;Paar met kinderen;4.2;4.0;4.0;3.0;3.6;;
1204;Groenlo;Eenoudergezin;0.4;0.4;;20.0;0.3;;
1205;Groesbeek;Totaal particulier huishouden;7.4;7.2;9.0;8.0;6.4;1.0;
1206;Groesbeek;Eenpersoonshuishouden;1.9;1.8;17.0;16.0;1.6;;
1207;Groesbeek;Paar zonder kinderen;2.4;2.4;6.0;6.0;2.2;;
1208;Groesbeek;Paar met kinderen;2.4;2.3;4.0;;2.0;;
1209;Groesbeek;Eenoudergezin;0.3;0.3;22.0;24.0;0.2;;
1210;Groningen (gemeente);Totaal particulier huishouden;78.3;74.3;16.0;14.0;62.1;6.0;5.0
1211;Groningen (gemeente);Eenpersoonshuishouden;36.9;34.6;22.0;19.0;28.8;9.0;8.0
1212;Groningen (gemeente);Paar zonder kinderen;19.8;19.3;5.0;4.0;16.1;1.0;1.0
1213;Groningen (gemeente);Paar met kinderen;14.2;13.7;9.0;5.0;11.8;3.0;1.0
1214;Groningen (gemeente);Eenoudergezin;5.5;5.0;30.0;34.0;4.0;11.0;11.0
1215;Grootegast;Totaal particulier huishouden;4.5;4.3;8.0;7.0;3.8;2.0;
1216;Grootegast;Eenpersoonshuishouden;1.0;0.9;11.0;12.0;0.8;;
1217;Grootegast;Paar zonder kinderen;1.4;1.4;;;1.2;;
1218;Grootegast;Paar met kinderen;1.8;1.7;8.0;4.0;1.5;;
1219;Grootegast;Eenoudergezin;0.2;0.2;;;0.1;;
1220;Gulpen-Wittem;Totaal particulier huishouden;6.1;5.9;9.0;8.0;5.3;2.0;2.0
1221;Gulpen-Wittem;Eenpersoonshuishouden;1.5;1.5;19.0;17.0;1.4;;
1222;Gulpen-Wittem;Paar zonder kinderen;2.0;2.0;4.0;4.0;1.8;;
1223;Gulpen-Wittem;Paar met kinderen;2.0;1.9;5.0;;1.7;;
1224;Gulpen-Wittem;Eenoudergezin;0.3;0.2;;;0.2;;
1225;Haaksbergen;Totaal particulier huishouden;9.3;9.1;6.0;5.0;8.3;2.0;2.0
1226;Haaksbergen;Eenpersoonshuishouden;2.1;2.0;14.0;12.0;1.8;5.0;4.0
1227;Haaksbergen;Paar zonder kinderen;3.2;3.1;3.0;4.0;3.0;;
1228;Haaksbergen;Paar met kinderen;3.2;3.1;4.0;;2.8;;
1229;Haaksbergen;Eenoudergezin;0.4;0.4;;;0.3;;
1230;Haaren;Totaal particulier huishouden;4.9;4.8;6.0;6.0;4.4;;
1231;Haaren;Eenpersoonshuishouden;1.0;1.0;13.0;13.0;0.9;;
1232;Haaren;Paar zonder kinderen;1.6;1.6;;;1.5;;
1233;Haaren;Paar met kinderen;1.9;1.9;4.0;;1.7;;
1234;Haaren;Eenoudergezin;0.2;0.2;;;0.2;;
1235;Haarlem;Totaal particulier huishouden;67.3;64.6;10.0;9.0;56.9;3.0;3.0
1236;Haarlem;Eenpersoonshuishouden;27.9;26.5;15.0;14.0;23.5;5.0;5.0
1237;Haarlem;Paar zonder kinderen;17.2;17.0;3.0;3.0;15.3;1.0;1.0
1238;Haarlem;Paar met kinderen;15.7;15.2;6.0;3.0;13.2;2.0;1.0
1239;Haarlem;Eenoudergezin;4.2;3.9;23.0;24.0;3.1;6.0;7.0
1240;Haarlemmerliede en Spaarnwoude;Totaal particulier huishouden;2.2;2.1;6.0;6.0;2.0;;
1241;Haarlemmerliede en Spaarnwoude;Eenpersoonshuishouden;0.6;0.5;;;0.5;;
1242;Haarlemmerliede en Spaarnwoude;Paar zonder kinderen;0.6;0.6;;;0.6;;
1243;Haarlemmerliede en Spaarnwoude;Paar met kinderen;0.8;0.8;;;0.7;;
1244;Haarlemmerliede en Spaarnwoude;Eenoudergezin;0.1;0.1;;;0.1;;
1245;Haarlemmermeer;Totaal particulier huishouden;53.2;51.7;6.0;5.0;46.4;2.0;2.0
1246;Haarlemmermeer;Eenpersoonshuishouden;13.6;13.0;11.0;9.0;11.7;4.0;4.0
1247;Haarlemmermeer;Paar zonder kinderen;15.2;15.1;3.0;2.0;14.0;;
1248;Haarlemmermeer;Paar met kinderen;19.5;19.1;3.0;2.0;17.0;0.0;
1249;Haarlemmermeer;Eenoudergezin;3.2;2.9;22.0;23.0;2.4;6.0;7.0
1250;Haelen;Totaal particulier huishouden;4.0;3.8;5.0;5.0;3.5;;
1251;Haelen;Eenpersoonshuishouden;0.9;0.9;8.0;8.0;0.8;;
1252;Haelen;Paar zonder kinderen;1.4;1.4;;;1.3;;
1253;Haelen;Paar met kinderen;1.4;1.3;;;1.2;;
1254;Haelen;Eenoudergezin;0.2;0.2;;;0.1;;
1255;Halderberge;Totaal particulier huishouden;11.7;11.4;6.0;5.0;10.3;1.0;1.0
1256;Halderberge;Eenpersoonshuishouden;2.6;2.5;12.0;10.0;2.4;4.0;3.0
1257;Halderberge;Paar zonder kinderen;4.0;4.0;3.0;3.0;3.7;;
1258;Halderberge;Paar met kinderen;4.0;3.9;5.0;3.0;3.4;;
1259;Halderberge;Eenoudergezin;0.5;0.4;16.0;19.0;0.4;;
1260;Hardenberg;Totaal particulier huishouden;21.2;20.6;7.0;6.0;18.7;2.0;1.0
1261;Hardenberg;Eenpersoonshuishouden;4.9;4.7;13.0;13.0;4.3;4.0;4.0
1262;Hardenberg;Paar zonder kinderen;6.2;6.1;3.0;3.0;5.8;;
1263;Hardenberg;Paar met kinderen;8.3;8.1;6.0;3.0;7.2;1.0;
1264;Hardenberg;Eenoudergezin;1.0;0.9;17.0;17.0;0.7;;
1265;Harderwijk;Totaal particulier huishouden;16.2;15.7;8.0;7.0;14.2;2.0;2.0
1266;Harderwijk;Eenpersoonshuishouden;4.5;4.3;15.0;12.0;3.9;4.0;5.0
1267;Harderwijk;Paar zonder kinderen;4.6;4.6;3.0;3.0;4.3;;
1268;Harderwijk;Paar met kinderen;5.5;5.4;6.0;3.0;4.8;2.0;
1269;Harderwijk;Eenoudergezin;0.9;0.8;21.0;21.0;0.7;;
1270;Hardinxveld-Giessendam;Totaal particulier huishouden;6.5;6.4;4.0;4.0;6.0;;
1271;Hardinxveld-Giessendam;Eenpersoonshuishouden;1.6;1.5;8.0;9.0;1.5;;
1272;Hardinxveld-Giessendam;Paar zonder kinderen;1.9;1.9;;;1.8;;
1273;Hardinxveld-Giessendam;Paar met kinderen;2.7;2.6;;;2.4;;
1274;Hardinxveld-Giessendam;Eenoudergezin;0.2;0.2;;;0.2;;
1275;Haren;Totaal particulier huishouden;8.1;7.9;5.0;5.0;7.3;2.0;1.0
1276;Haren;Eenpersoonshuishouden;2.7;2.6;8.0;7.0;2.4;3.0;
1277;Haren;Paar zonder kinderen;2.7;2.6;;;2.5;;
1278;Haren;Paar met kinderen;2.3;2.3;5.0;3.0;2.0;;
1279;Haren;Eenoudergezin;0.3;0.3;;;0.3;;
1280;Harenkarspel;Totaal particulier huishouden;6.1;5.9;8.0;8.0;5.5;2.0;2.0
1281;Harenkarspel;Eenpersoonshuishouden;1.6;1.5;13.0;14.0;1.5;5.0;5.0
1282;Harenkarspel;Paar zonder kinderen;1.8;1.8;5.0;5.0;1.7;;
1283;Harenkarspel;Paar met kinderen;2.3;2.2;7.0;5.0;2.0;;
1284;Harenkarspel;Eenoudergezin;0.3;0.3;;;0.2;;
1285;Harlingen;Totaal particulier huishouden;6.6;6.4;13.0;11.0;5.6;4.0;4.0
1286;Harlingen;Eenpersoonshuishouden;2.1;2.0;23.0;20.0;1.8;9.0;9.0
1287;Harlingen;Paar zonder kinderen;2.0;2.0;6.0;5.0;1.9;;
1288;Harlingen;Paar met kinderen;1.9;1.8;8.0;4.0;1.6;;
1289;Harlingen;Eenoudergezin;0.4;0.4;27.0;29.0;0.3;;
1290;Hattem;Totaal particulier huishouden;4.6;4.4;5.0;4.0;4.1;;
1291;Hattem;Eenpersoonshuishouden;1.1;1.1;9.0;8.0;1.0;;
1292;Hattem;Paar zonder kinderen;1.6;1.6;;;1.5;;
1293;Hattem;Paar met kinderen;1.6;1.6;;;1.5;;
1294;Hattem;Eenoudergezin;0.1;0.1;;;0.1;;
1295;Heel;Totaal particulier huishouden;3.1;3.0;6.0;6.0;2.8;;
1296;Heel;Eenpersoonshuishouden;0.7;0.7;15.0;14.0;0.6;;
1297;Heel;Paar zonder kinderen;1.1;1.1;;;1.0;;
1298;Heel;Paar met kinderen;1.1;1.0;;;1.0;;
1299;Heel;Eenoudergezin;0.1;0.1;;;0.1;;
1300;Heemskerk;Totaal particulier huishouden;15.6;15.2;8.0;7.0;13.8;2.0;2.0
1301;Heemskerk;Eenpersoonshuishouden;4.7;4.5;13.0;12.0;4.1;4.0;4.0
1302;Heemskerk;Paar zonder kinderen;4.9;4.8;2.0;2.0;4.6;;
1303;Heemskerk;Paar met kinderen;4.6;4.5;5.0;3.0;4.0;2.0;
1304;Heemskerk;Eenoudergezin;1.0;1.0;28.0;29.0;0.8;;9.0
1305;Heemstede;Totaal particulier huishouden;10.8;10.5;6.0;5.0;9.6;1.0;1.0
1306;Heemstede;Eenpersoonshuishouden;3.6;3.5;9.0;7.0;3.3;2.0;2.0
1307;Heemstede;Paar zonder kinderen;3.3;3.2;3.0;3.0;3.1;;
1308;Heemstede;Paar met kinderen;3.1;3.0;4.0;3.0;2.7;;
1309;Heemstede;Eenoudergezin;0.6;0.5;18.0;21.0;0.4;;
1310;Heerde;Totaal particulier huishouden;7.0;6.9;5.0;4.0;6.4;;
1311;Heerde;Eenpersoonshuishouden;1.7;1.6;9.0;9.0;1.5;;
1312;Heerde;Paar zonder kinderen;2.3;2.3;;;2.2;;
1313;Heerde;Paar met kinderen;2.6;2.6;4.0;;2.3;;
1314;Heerde;Eenoudergezin;0.3;0.2;;;0.2;;
1315;Heerenveen;Totaal particulier huishouden;18.2;17.6;9.0;8.0;15.9;2.0;2.0
1316;Heerenveen;Eenpersoonshuishouden;5.6;5.4;15.0;14.0;4.9;5.0;4.0
1317;Heerenveen;Paar zonder kinderen;5.9;5.9;4.0;4.0;5.5;;
1318;Heerenveen;Paar met kinderen;5.1;5.0;6.0;4.0;4.4;;
1319;Heerenveen;Eenoudergezin;1.1;0.9;25.0;27.0;0.7;;
1320;Heerhugowaard;Totaal particulier huishouden;19.3;18.7;7.0;6.0;16.9;2.0;2.0
1321;Heerhugowaard;Eenpersoonshuishouden;4.8;4.5;14.0;12.0;4.2;5.0;5.0
1322;Heerhugowaard;Paar zonder kinderen;6.0;5.9;2.0;2.0;5.5;;
1323;Heerhugowaard;Paar met kinderen;7.0;6.8;4.0;3.0;6.0;;
1324;Heerhugowaard;Eenoudergezin;1.1;1.0;25.0;25.0;0.8;;
1325;Heerlen;Totaal particulier huishouden;42.7;40.6;15.0;13.0;35.5;5.0;5.0
1326;Heerlen;Eenpersoonshuishouden;16.8;15.8;22.0;20.0;14.0;9.0;8.0
1327;Heerlen;Paar zonder kinderen;11.9;11.7;6.0;5.0;10.5;2.0;2.0
1328;Heerlen;Paar met kinderen;9.8;9.2;10.0;5.0;7.8;3.0;1.0
1329;Heerlen;Eenoudergezin;3.0;2.8;31.0;34.0;2.3;11.0;14.0
1330;Heeze-Leende;Totaal particulier huishouden;5.7;5.6;6.0;5.0;5.1;;
1331;Heeze-Leende;Eenpersoonshuishouden;1.3;1.2;12.0;10.0;1.1;;
1332;Heeze-Leende;Paar zonder kinderen;1.9;1.9;;;1.8;;
1333;Heeze-Leende;Paar met kinderen;2.1;2.1;4.0;;1.8;;
1334;Heeze-Leende;Eenoudergezin;0.2;0.2;;;0.2;;
1335;Heiloo;Totaal particulier huishouden;9.1;8.9;6.0;5.0;8.2;2.0;1.0
1336;Heiloo;Eenpersoonshuishouden;2.7;2.6;10.0;7.0;2.4;3.0;
1337;Heiloo;Paar zonder kinderen;3.1;3.0;3.0;3.0;2.9;;
1338;Heiloo;Paar met kinderen;2.9;2.8;3.0;;2.5;;
1339;Heiloo;Eenoudergezin;0.4;0.4;20.0;24.0;0.3;;
1340;Helden;Totaal particulier huishouden;7.2;7.0;7.0;6.0;6.4;2.0;2.0
1341;Helden;Eenpersoonshuishouden;1.4;1.4;12.0;11.0;1.3;;
1342;Helden;Paar zonder kinderen;2.4;2.4;;;2.3;;
1343;Helden;Paar met kinderen;2.8;2.7;5.0;4.0;2.4;;
1344;Helden;Eenoudergezin;0.3;0.3;29.0;29.0;0.2;;
1345;Hellendoorn;Totaal particulier huishouden;13.5;13.2;6.0;5.0;12.0;1.0;1.0
1346;Hellendoorn;Eenpersoonshuishouden;3.0;2.9;11.0;11.0;2.7;3.0;
1347;Hellendoorn;Paar zonder kinderen;4.3;4.3;2.0;3.0;4.0;;
1348;Hellendoorn;Paar met kinderen;5.1;5.0;4.0;3.0;4.5;;
1349;Hellendoorn;Eenoudergezin;0.5;0.5;18.0;18.0;0.4;;
1350;Hellevoetsluis;Totaal particulier huishouden;16.3;15.8;7.0;7.0;14.2;2.0;2.0
1351;Hellevoetsluis;Eenpersoonshuishouden;4.0;3.9;15.0;14.0;3.5;5.0;6.0
1352;Hellevoetsluis;Paar zonder kinderen;5.2;5.2;2.0;2.0;4.8;;
1353;Hellevoetsluis;Paar met kinderen;5.4;5.3;4.0;2.0;4.6;;
1354;Hellevoetsluis;Eenoudergezin;1.1;1.0;22.0;24.0;0.8;;
1355;Helmond;Totaal particulier huishouden;35.4;34.1;11.0;10.0;30.3;4.0;3.0
1356;Helmond;Eenpersoonshuishouden;10.2;9.6;18.0;17.0;8.7;6.0;6.0
1357;Helmond;Paar zonder kinderen;10.7;10.6;5.0;5.0;9.7;2.0;2.0
1358;Helmond;Paar met kinderen;11.3;10.9;7.0;4.0;9.4;2.0;
1359;Helmond;Eenoudergezin;2.0;1.8;32.0;30.0;1.4;14.0;13.0
1360;Hendrik-Ido-Ambacht;Totaal particulier huishouden;9.2;9.1;6.0;5.0;8.2;;
1361;Hendrik-Ido-Ambacht;Eenpersoonshuishouden;2.0;1.9;12.0;11.0;1.8;;
1362;Hendrik-Ido-Ambacht;Paar zonder kinderen;3.0;3.0;;;2.8;;
1363;Hendrik-Ido-Ambacht;Paar met kinderen;3.6;3.5;5.0;3.0;3.1;;
1364;Hendrik-Ido-Ambacht;Eenoudergezin;0.4;0.3;21.0;;0.3;;
1365;Hengelo (O.);Totaal particulier huishouden;34.8;33.5;10.0;8.0;30.2;3.0;2.0
1366;Hengelo (O.);Eenpersoonshuishouden;11.7;11.1;15.0;13.0;10.1;5.0;4.0
1367;Hengelo (O.);Paar zonder kinderen;10.3;10.2;3.0;4.0;9.4;;1.0
1368;Hengelo (O.);Paar met kinderen;9.9;9.6;7.0;3.0;8.5;2.0;
1369;Hengelo (O.);Eenoudergezin;1.9;1.7;24.0;25.0;1.4;;
1370;Het Bildt;Totaal particulier huishouden;4.4;4.3;9.0;8.0;3.9;;
1371;Het Bildt;Eenpersoonshuishouden;1.3;1.2;15.0;16.0;1.1;;
1372;Het Bildt;Paar zonder kinderen;1.3;1.3;;;1.2;;
1373;Het Bildt;Paar met kinderen;1.5;1.4;6.0;;1.3;;
1374;Het Bildt;Eenoudergezin;0.2;0.2;36.0;35.0;0.2;;
1375;Heumen;Totaal particulier huishouden;6.4;6.3;6.0;6.0;5.8;2.0;2.0
1376;Heumen;Eenpersoonshuishouden;1.4;1.3;11.0;11.0;1.2;;
1377;Heumen;Paar zonder kinderen;2.1;2.1;;;2.0;;
1378;Heumen;Paar met kinderen;2.4;2.3;5.0;3.0;2.1;;
1379;Heumen;Eenoudergezin;0.4;0.4;21.0;23.0;0.3;;
1380;Heusden;Totaal particulier huishouden;16.4;15.9;7.0;6.0;14.5;2.0;1.0
1381;Heusden;Eenpersoonshuishouden;3.7;3.5;11.0;12.0;3.2;3.0;3.0
1382;Heusden;Paar zonder kinderen;5.0;5.0;4.0;4.0;4.7;;
1383;Heusden;Paar met kinderen;6.3;6.1;5.0;3.0;5.5;;
1384;Heusden;Eenoudergezin;0.8;0.7;24.0;23.0;0.6;;
1385;Heythuysen;Totaal particulier huishouden;4.7;4.6;7.0;6.0;4.1;2.0;
1386;Heythuysen;Eenpersoonshuishouden;1.1;1.0;12.0;12.0;0.9;;
1387;Heythuysen;Paar zonder kinderen;1.6;1.5;5.0;;1.4;;
1388;Heythuysen;Paar met kinderen;1.8;1.7;6.0;;1.5;;
1389;Heythuysen;Eenoudergezin;0.2;0.2;;;0.1;;
1390;Hillegom;Totaal particulier huishouden;8.4;8.1;7.0;6.0;7.4;2.0;2.0
1391;Hillegom;Eenpersoonshuishouden;2.5;2.5;13.0;12.0;2.2;4.0;4.0
1392;Hillegom;Paar zonder kinderen;2.5;2.5;;;2.3;;
1393;Hillegom;Paar met kinderen;2.7;2.7;4.0;;2.4;;
1394;Hillegom;Eenoudergezin;0.4;0.4;;;0.3;;
1395;Hilvarenbeek;Totaal particulier huishouden;5.6;5.5;5.0;4.0;5.1;;
1396;Hilvarenbeek;Eenpersoonshuishouden;1.2;1.1;7.0;6.0;1.1;;
1397;Hilvarenbeek;Paar zonder kinderen;1.8;1.8;;;1.8;;
1398;Hilvarenbeek;Paar met kinderen;2.2;2.2;4.0;;2.0;;
1399;Hilvarenbeek;Eenoudergezin;0.2;0.2;;;0.2;;
1400;Hilversum;Totaal particulier huishouden;37.3;36.2;8.0;7.0;32.0;2.0;2.0
1401;Hilversum;Eenpersoonshuishouden;14.5;13.8;12.0;11.0;12.4;4.0;3.0
1402;Hilversum;Paar zonder kinderen;10.1;10.1;3.0;3.0;9.2;;
1403;Hilversum;Paar met kinderen;9.4;9.2;5.0;3.0;7.9;1.0;
1404;Hilversum;Eenoudergezin;2.1;2.0;19.0;19.0;1.5;;
1405;Hof van Twente;Totaal particulier huishouden;13.8;13.5;8.0;7.0;12.3;1.0;1.0
1406;Hof van Twente;Eenpersoonshuishouden;3.6;3.5;14.0;13.0;3.2;3.0;3.0
1407;Hof van Twente;Paar zonder kinderen;4.5;4.4;4.0;4.0;4.2;;
1408;Hof van Twente;Paar met kinderen;4.5;4.4;6.0;5.0;3.9;;
1409;Hof van Twente;Eenoudergezin;0.5;0.5;19.0;21.0;0.4;;
1410;Hoogeveen;Totaal particulier huishouden;22.0;21.4;10.0;8.0;19.2;3.0;2.0
1411;Hoogeveen;Eenpersoonshuishouden;6.4;6.1;14.0;13.0;5.7;4.0;3.0
1412;Hoogeveen;Paar zonder kinderen;6.7;6.7;3.0;4.0;6.2;;
1413;Hoogeveen;Paar met kinderen;7.1;6.9;8.0;5.0;6.0;2.0;1.0
1414;Hoogeveen;Eenoudergezin;1.2;1.1;34.0;36.0;0.9;8.0;8.0
1415;Hoogezand-Sappemeer;Totaal particulier huishouden;14.7;14.1;13.0;11.0;12.6;4.0;4.0
1416;Hoogezand-Sappemeer;Eenpersoonshuishouden;4.7;4.5;22.0;20.0;4.1;8.0;7.0
1417;Hoogezand-Sappemeer;Paar zonder kinderen;4.7;4.6;6.0;5.0;4.3;;
1418;Hoogezand-Sappemeer;Paar met kinderen;4.0;3.9;9.0;5.0;3.3;3.0;
1419;Hoogezand-Sappemeer;Eenoudergezin;0.8;0.7;30.0;31.0;0.6;14.0;14.0
1420;Hoorn;Totaal particulier huishouden;28.6;27.6;10.0;9.0;24.5;3.0;3.0
1421;Hoorn;Eenpersoonshuishouden;9.2;8.8;17.0;15.0;7.8;7.0;6.0
1422;Hoorn;Paar zonder kinderen;7.8;7.7;3.0;3.0;7.2;;
1423;Hoorn;Paar met kinderen;8.6;8.4;5.0;3.0;7.4;1.0;
1424;Hoorn;Eenoudergezin;2.0;1.9;29.0;30.0;1.5;8.0;8.0
1425;Horst aan de Maas;Totaal particulier huishouden;11.1;10.7;6.0;6.0;9.8;1.0;1.0
1426;Horst aan de Maas;Eenpersoonshuishouden;2.7;2.6;10.0;10.0;2.4;;3.0
1427;Horst aan de Maas;Paar zonder kinderen;3.5;3.5;3.0;4.0;3.3;;
1428;Horst aan de Maas;Paar met kinderen;4.1;4.0;4.0;3.0;3.5;;
1429;Horst aan de Maas;Eenoudergezin;0.4;0.4;25.0;24.0;0.3;;
1430;Houten;Totaal particulier huishouden;16.3;16.0;5.0;5.0;14.6;1.0;1.0
1431;Houten;Eenpersoonshuishouden;3.7;3.5;11.0;10.0;3.3;3.0;3.0
1432;Houten;Paar zonder kinderen;4.3;4.3;2.0;2.0;4.0;;
1433;Houten;Paar met kinderen;7.0;6.9;3.0;2.0;6.2;;
1434;Houten;Eenoudergezin;0.9;0.9;17.0;17.0;0.8;;
1435;Huizen;Totaal particulier huishouden;17.1;16.6;8.0;7.0;14.9;2.0;2.0
1436;Huizen;Eenpersoonshuishouden;5.3;5.1;15.0;13.0;4.6;5.0;4.0
1437;Huizen;Paar zonder kinderen;4.7;4.6;3.0;3.0;4.4;;
1438;Huizen;Paar met kinderen;5.7;5.5;5.0;3.0;4.9;2.0;
1439;Huizen;Eenoudergezin;1.1;1.0;20.0;21.0;0.8;;
1440;Hulst;Totaal particulier huishouden;12.0;11.0;9.0;9.0;9.9;2.0;2.0
1441;Hulst;Eenpersoonshuishouden;3.6;3.2;17.0;17.0;3.0;4.0;4.0
1442;Hulst;Paar zonder kinderen;4.0;3.9;5.0;5.0;3.6;;
1443;Hulst;Paar met kinderen;3.6;3.2;5.0;3.0;2.8;;
1444;Hulst;Eenoudergezin;0.5;0.5;22.0;21.0;0.4;;
1445;Hunsel;Totaal particulier huishouden;2.4;2.3;8.0;8.0;2.1;;
1446;Hunsel;Eenpersoonshuishouden;0.5;0.5;;;0.5;;
1447;Hunsel;Paar zonder kinderen;0.7;0.7;;;0.6;;
1448;Hunsel;Paar met kinderen;1.0;1.0;;;0.9;;
1449;Hunsel;Eenoudergezin;0.1;0.1;;;0.1;;
1450;IJsselstein;Totaal particulier huishouden;13.2;12.8;7.0;6.0;11.6;1.0;1.0
1451;IJsselstein;Eenpersoonshuishouden;3.3;3.1;13.0;11.0;2.9;3.0;
1452;IJsselstein;Paar zonder kinderen;3.8;3.8;2.0;2.0;3.5;;
1453;IJsselstein;Paar met kinderen;4.8;4.7;4.0;3.0;4.3;;
1454;IJsselstein;Eenoudergezin;0.8;0.7;27.0;27.0;0.6;;
1455;Jacobswoude;Totaal particulier huishouden;4.1;4.0;5.0;5.0;3.7;;
1456;Jacobswoude;Eenpersoonshuishouden;0.9;0.8;10.0;10.0;0.8;;
1457;Jacobswoude;Paar zonder kinderen;1.3;1.3;;;1.2;;
1458;Jacobswoude;Paar met kinderen;1.6;1.6;;;1.4;;
1459;Jacobswoude;Eenoudergezin;0.2;0.1;;;0.1;;
1460;Kampen;Totaal particulier huishouden;18.9;18.3;9.0;7.0;16.4;2.0;2.0
1461;Kampen;Eenpersoonshuishouden;5.3;5.0;16.0;14.0;4.5;5.0;4.0
1462;Kampen;Paar zonder kinderen;5.4;5.3;3.0;3.0;4.9;;
1463;Kampen;Paar met kinderen;7.0;6.8;6.0;3.0;6.0;1.0;
1464;Kampen;Eenoudergezin;0.8;0.8;23.0;26.0;0.6;;
1465;Kapelle;Totaal particulier huishouden;4.5;4.4;6.0;6.0;4.0;;
1466;Kapelle;Eenpersoonshuishouden;0.9;0.9;12.0;12.0;0.8;;
1467;Kapelle;Paar zonder kinderen;1.7;1.6;;;1.5;;
1468;Kapelle;Paar met kinderen;1.6;1.6;5.0;;1.4;;
1469;Kapelle;Eenoudergezin;0.2;0.2;;;0.2;;
1470;Katwijk;Totaal particulier huishouden;22.6;22.1;6.0;6.0;19.3;1.0;1.0
1471;Katwijk;Eenpersoonshuishouden;5.8;5.5;12.0;11.0;5.0;3.0;3.0
1472;Katwijk;Paar zonder kinderen;6.2;6.2;3.0;3.0;5.5;;
1473;Katwijk;Paar met kinderen;9.0;8.8;3.0;2.0;7.6;;
1474;Katwijk;Eenoudergezin;1.1;1.0;18.0;18.0;0.8;;
1475;Kerkrade;Totaal particulier huishouden;22.3;20.4;14.0;11.0;17.7;5.0;4.0
1476;Kerkrade;Eenpersoonshuishouden;7.5;7.0;22.0;19.0;6.1;9.0;8.0
1477;Kerkrade;Paar zonder kinderen;7.2;6.8;5.0;4.0;6.1;2.0;2.0
1478;Kerkrade;Paar met kinderen;5.4;4.6;9.0;5.0;3.9;3.0;
1479;Kerkrade;Eenoudergezin;1.6;1.4;31.0;31.0;1.1;11.0;12.0
1480;Kessel;Totaal particulier huishouden;1.7;1.6;7.0;6.0;0.9;;
1481;Kessel;Eenpersoonshuishouden;0.4;0.3;;;0.2;;
1482;Kessel;Paar zonder kinderen;0.6;0.6;;;0.4;;
1483;Kessel;Paar met kinderen;0.6;0.6;;;0.3;;
1484;Kessel;Eenoudergezin;0.1;0.1;;;;;
1485;Kollumerland en Nieuwkruisland;Totaal particulier huishouden;5.0;4.9;10.0;8.0;4.4;;
1486;Kollumerland en Nieuwkruisland;Eenpersoonshuishouden;1.2;1.2;18.0;15.0;1.1;;
1487;Kollumerland en Nieuwkruisland;Paar zonder kinderen;1.6;1.6;5.0;;1.4;;
1488;Kollumerland en Nieuwkruisland;Paar met kinderen;1.8;1.8;6.0;;1.5;;
1489;Kollumerland en Nieuwkruisland;Eenoudergezin;0.3;0.2;;;0.2;;
1490;Korendijk;Totaal particulier huishouden;4.0;4.0;6.0;6.0;3.6;;
1491;Korendijk;Eenpersoonshuishouden;0.8;0.8;10.0;13.0;0.7;;
