ID;TypeGefailleerde;Perioden;FaillissementenZittingsdaggecorrigeerd_1
1732;Natuurlijk persoon met eenmanszaak;1994 2e kwartaal;502
1733;Natuurlijk persoon met eenmanszaak;1994 juli;160
1734;Natuurlijk persoon met eenmanszaak;1994 augustus;208
1735;Natuurlijk persoon met eenmanszaak;1994 september;194
1736;Natuurlijk persoon met eenmanszaak;1994 3e kwartaal;562
1737;Natuurlijk persoon met eenmanszaak;1994 oktober;180
1738;Natuurlijk persoon met eenmanszaak;1994 november;188
1739;Natuurlijk persoon met eenmanszaak;1994 december;170
1740;Natuurlijk persoon met eenmanszaak;1994 4e kwartaal;538
1741;Natuurlijk persoon met eenmanszaak;1994;2173
1742;Natuurlijk persoon met eenmanszaak;1995 januari;199
1743;Natuurlijk persoon met eenmanszaak;1995 februari;173
1744;Natuurlijk persoon met eenmanszaak;1995 maart;198
1745;Natuurlijk persoon met eenmanszaak;1995 1e kwartaal;570
1746;Natuurlijk persoon met eenmanszaak;1995 april;173
1747;Natuurlijk persoon met eenmanszaak;1995 mei;142
1748;Natuurlijk persoon met eenmanszaak;1995 juni;162
1749;Natuurlijk persoon met eenmanszaak;1995 2e kwartaal;477
1750;Natuurlijk persoon met eenmanszaak;1995 juli;168
1751;Natuurlijk persoon met eenmanszaak;1995 augustus;145
1752;Natuurlijk persoon met eenmanszaak;1995 september;153
1753;Natuurlijk persoon met eenmanszaak;1995 3e kwartaal;466
1754;Natuurlijk persoon met eenmanszaak;1995 oktober;190
1755;Natuurlijk persoon met eenmanszaak;1995 november;153
1756;Natuurlijk persoon met eenmanszaak;1995 december;155
1757;Natuurlijk persoon met eenmanszaak;1995 4e kwartaal;498
1758;Natuurlijk persoon met eenmanszaak;1995;2011
1759;Natuurlijk persoon met eenmanszaak;1996 januari;187
1760;Natuurlijk persoon met eenmanszaak;1996 februari;158
1761;Natuurlijk persoon met eenmanszaak;1996 maart;175
1762;Natuurlijk persoon met eenmanszaak;1996 1e kwartaal;520
1763;Natuurlijk persoon met eenmanszaak;1996 april;161
1764;Natuurlijk persoon met eenmanszaak;1996 mei;159
1765;Natuurlijk persoon met eenmanszaak;1996 juni;153
1766;Natuurlijk persoon met eenmanszaak;1996 2e kwartaal;473
1767;Natuurlijk persoon met eenmanszaak;1996 juli;149
1768;Natuurlijk persoon met eenmanszaak;1996 augustus;146
1769;Natuurlijk persoon met eenmanszaak;1996 september;154
1770;Natuurlijk persoon met eenmanszaak;1996 3e kwartaal;449
1771;Natuurlijk persoon met eenmanszaak;1996 oktober;148
1772;Natuurlijk persoon met eenmanszaak;1996 november;170
1773;Natuurlijk persoon met eenmanszaak;1996 december;139
1774;Natuurlijk persoon met eenmanszaak;1996 4e kwartaal;457
1775;Natuurlijk persoon met eenmanszaak;1996;1899
1776;Natuurlijk persoon met eenmanszaak;1997 januari;172
1777;Natuurlijk persoon met eenmanszaak;1997 februari;158
1778;Natuurlijk persoon met eenmanszaak;1997 maart;146
1779;Natuurlijk persoon met eenmanszaak;1997 1e kwartaal;476
1780;Natuurlijk persoon met eenmanszaak;1997 april;127
1781;Natuurlijk persoon met eenmanszaak;1997 mei;151
1782;Natuurlijk persoon met eenmanszaak;1997 juni;127
1783;Natuurlijk persoon met eenmanszaak;1997 2e kwartaal;405
1784;Natuurlijk persoon met eenmanszaak;1997 juli;130
1785;Natuurlijk persoon met eenmanszaak;1997 augustus;119
1786;Natuurlijk persoon met eenmanszaak;1997 september;177
1787;Natuurlijk persoon met eenmanszaak;1997 3e kwartaal;426
1788;Natuurlijk persoon met eenmanszaak;1997 oktober;139
1789;Natuurlijk persoon met eenmanszaak;1997 november;149
1790;Natuurlijk persoon met eenmanszaak;1997 december;133
1791;Natuurlijk persoon met eenmanszaak;1997 4e kwartaal;421
1792;Natuurlijk persoon met eenmanszaak;1997;1728
1793;Natuurlijk persoon met eenmanszaak;1998 januari;137
1794;Natuurlijk persoon met eenmanszaak;1998 februari;130
1795;Natuurlijk persoon met eenmanszaak;1998 maart;182
1796;Natuurlijk persoon met eenmanszaak;1998 1e kwartaal;449
1797;Natuurlijk persoon met eenmanszaak;1998 april;132
1798;Natuurlijk persoon met eenmanszaak;1998 mei;123
1799;Natuurlijk persoon met eenmanszaak;1998 juni;150
1800;Natuurlijk persoon met eenmanszaak;1998 2e kwartaal;405
1801;Natuurlijk persoon met eenmanszaak;1998 juli;130
1802;Natuurlijk persoon met eenmanszaak;1998 augustus;133
1803;Natuurlijk persoon met eenmanszaak;1998 september;158
1804;Natuurlijk persoon met eenmanszaak;1998 3e kwartaal;421
1805;Natuurlijk persoon met eenmanszaak;1998 oktober;119
1806;Natuurlijk persoon met eenmanszaak;1998 november;96
1807;Natuurlijk persoon met eenmanszaak;1998 december;55
1808;Natuurlijk persoon met eenmanszaak;1998 4e kwartaal;270
1809;Natuurlijk persoon met eenmanszaak;1998;1545
1810;Natuurlijk persoon met eenmanszaak;1999 januari;82
1811;Natuurlijk persoon met eenmanszaak;1999 februari;79
1812;Natuurlijk persoon met eenmanszaak;1999 maart;95
1813;Natuurlijk persoon met eenmanszaak;1999 1e kwartaal;256
1814;Natuurlijk persoon met eenmanszaak;1999 april;84
1815;Natuurlijk persoon met eenmanszaak;1999 mei;63
1816;Natuurlijk persoon met eenmanszaak;1999 juni;79
1817;Natuurlijk persoon met eenmanszaak;1999 2e kwartaal;226
1818;Natuurlijk persoon met eenmanszaak;1999 juli;68
1819;Natuurlijk persoon met eenmanszaak;1999 augustus;83
1820;Natuurlijk persoon met eenmanszaak;1999 september;74
1821;Natuurlijk persoon met eenmanszaak;1999 3e kwartaal;225
1822;Natuurlijk persoon met eenmanszaak;1999 oktober;72
1823;Natuurlijk persoon met eenmanszaak;1999 november;73
1824;Natuurlijk persoon met eenmanszaak;1999 december;73
1825;Natuurlijk persoon met eenmanszaak;1999 4e kwartaal;218
1826;Natuurlijk persoon met eenmanszaak;1999;925
1827;Natuurlijk persoon met eenmanszaak;2000 januari;80
1828;Natuurlijk persoon met eenmanszaak;2000 februari;72
1829;Natuurlijk persoon met eenmanszaak;2000 maart;86
1830;Natuurlijk persoon met eenmanszaak;2000 1e kwartaal;238
1831;Natuurlijk persoon met eenmanszaak;2000 april;77
1832;Natuurlijk persoon met eenmanszaak;2000 mei;73
1833;Natuurlijk persoon met eenmanszaak;2000 juni;62
1834;Natuurlijk persoon met eenmanszaak;2000 2e kwartaal;212
1835;Natuurlijk persoon met eenmanszaak;2000 juli;80
1836;Natuurlijk persoon met eenmanszaak;2000 augustus;101
1837;Natuurlijk persoon met eenmanszaak;2000 september;83
1838;Natuurlijk persoon met eenmanszaak;2000 3e kwartaal;264
1839;Natuurlijk persoon met eenmanszaak;2000 oktober;90
1840;Natuurlijk persoon met eenmanszaak;2000 november;79
1841;Natuurlijk persoon met eenmanszaak;2000 december;75
1842;Natuurlijk persoon met eenmanszaak;2000 4e kwartaal;244
1843;Natuurlijk persoon met eenmanszaak;2000;958
1844;Natuurlijk persoon met eenmanszaak;2001 januari;79
1845;Natuurlijk persoon met eenmanszaak;2001 februari;75
1846;Natuurlijk persoon met eenmanszaak;2001 maart;92
1847;Natuurlijk persoon met eenmanszaak;2001 1e kwartaal;246
1848;Natuurlijk persoon met eenmanszaak;2001 april;87
1849;Natuurlijk persoon met eenmanszaak;2001 mei;86
1850;Natuurlijk persoon met eenmanszaak;2001 juni;78
1851;Natuurlijk persoon met eenmanszaak;2001 2e kwartaal;251
1852;Natuurlijk persoon met eenmanszaak;2001 juli;90
1853;Natuurlijk persoon met eenmanszaak;2001 augustus;94
1854;Natuurlijk persoon met eenmanszaak;2001 september;79
1855;Natuurlijk persoon met eenmanszaak;2001 3e kwartaal;263
1856;Natuurlijk persoon met eenmanszaak;2001 oktober;96
1857;Natuurlijk persoon met eenmanszaak;2001 november;78
1858;Natuurlijk persoon met eenmanszaak;2001 december;63
1859;Natuurlijk persoon met eenmanszaak;2001 4e kwartaal;237
1860;Natuurlijk persoon met eenmanszaak;2001;997
1861;Natuurlijk persoon met eenmanszaak;2002 januari;88
1862;Natuurlijk persoon met eenmanszaak;2002 februari;80
1863;Natuurlijk persoon met eenmanszaak;2002 maart;92
1864;Natuurlijk persoon met eenmanszaak;2002 1e kwartaal;260
1865;Natuurlijk persoon met eenmanszaak;2002 april;76
1866;Natuurlijk persoon met eenmanszaak;2002 mei;67
1867;Natuurlijk persoon met eenmanszaak;2002 juni;88
1868;Natuurlijk persoon met eenmanszaak;2002 2e kwartaal;231
1869;Natuurlijk persoon met eenmanszaak;2002 juli;73
1870;Natuurlijk persoon met eenmanszaak;2002 augustus;75
1871;Natuurlijk persoon met eenmanszaak;2002 september;67
1872;Natuurlijk persoon met eenmanszaak;2002 3e kwartaal;215
1873;Natuurlijk persoon met eenmanszaak;2002 oktober;79
1874;Natuurlijk persoon met eenmanszaak;2002 november;35
1875;Natuurlijk persoon met eenmanszaak;2002 december;58
1876;Natuurlijk persoon met eenmanszaak;2002 4e kwartaal;172
1877;Natuurlijk persoon met eenmanszaak;2002;878
1878;Natuurlijk persoon met eenmanszaak;2003 januari;92
1879;Natuurlijk persoon met eenmanszaak;2003 februari;78
1880;Natuurlijk persoon met eenmanszaak;2003 maart;117
1881;Natuurlijk persoon met eenmanszaak;2003 1e kwartaal;287
1882;Natuurlijk persoon met eenmanszaak;2003 april;112
1883;Natuurlijk persoon met eenmanszaak;2003 mei;91
1884;Natuurlijk persoon met eenmanszaak;2003 juni;99
1885;Natuurlijk persoon met eenmanszaak;2003 2e kwartaal;302
1886;Natuurlijk persoon met eenmanszaak;2003 juli;93
1887;Natuurlijk persoon met eenmanszaak;2003 augustus;98
1888;Natuurlijk persoon met eenmanszaak;2003 september;107
1889;Natuurlijk persoon met eenmanszaak;2003 3e kwartaal;298
1890;Natuurlijk persoon met eenmanszaak;2003 oktober;77
1891;Natuurlijk persoon met eenmanszaak;2003 november;109
1892;Natuurlijk persoon met eenmanszaak;2003 december;78
1893;Natuurlijk persoon met eenmanszaak;2003 4e kwartaal;264
1894;Natuurlijk persoon met eenmanszaak;2003;1151
1895;Natuurlijk persoon met eenmanszaak;2004 januari;115
1896;Natuurlijk persoon met eenmanszaak;2004 februari;115
1897;Natuurlijk persoon met eenmanszaak;2004 maart;133
1898;Natuurlijk persoon met eenmanszaak;2004 1e kwartaal;363
1899;Natuurlijk persoon met eenmanszaak;2004 april;107
1900;Natuurlijk persoon met eenmanszaak;2004 mei;115
1901;Natuurlijk persoon met eenmanszaak;2004 juni;105
1902;Natuurlijk persoon met eenmanszaak;2004 2e kwartaal;327
1903;Natuurlijk persoon met eenmanszaak;2004 juli;125
1904;Natuurlijk persoon met eenmanszaak;2004 augustus;123
1905;Natuurlijk persoon met eenmanszaak;2004 september;117
1906;Natuurlijk persoon met eenmanszaak;2004 3e kwartaal;365
1907;Natuurlijk persoon met eenmanszaak;2004 oktober;99
1908;Natuurlijk persoon met eenmanszaak;2004 november;130
1909;Natuurlijk persoon met eenmanszaak;2004 december;97
1910;Natuurlijk persoon met eenmanszaak;2004 4e kwartaal;326
1911;Natuurlijk persoon met eenmanszaak;2004;1381
1912;Natuurlijk persoon met eenmanszaak;2005 januari;150
1913;Natuurlijk persoon met eenmanszaak;2005 februari;119
1914;Natuurlijk persoon met eenmanszaak;2005 maart;143
1915;Natuurlijk persoon met eenmanszaak;2005 1e kwartaal;412
1916;Natuurlijk persoon met eenmanszaak;2005 april;117
1917;Natuurlijk persoon met eenmanszaak;2005 mei;144
1918;Natuurlijk persoon met eenmanszaak;2005 juni;161
1919;Natuurlijk persoon met eenmanszaak;2005 2e kwartaal;422
1920;Natuurlijk persoon met eenmanszaak;2005 juli;147
1921;Natuurlijk persoon met eenmanszaak;2005 augustus;163
1922;Natuurlijk persoon met eenmanszaak;2005 september;143
1923;Natuurlijk persoon met eenmanszaak;2005 3e kwartaal;453
1924;Natuurlijk persoon met eenmanszaak;2005 oktober;148
1925;Natuurlijk persoon met eenmanszaak;2005 november;129
1926;Natuurlijk persoon met eenmanszaak;2005 december;133
1927;Natuurlijk persoon met eenmanszaak;2005 4e kwartaal;410
1928;Natuurlijk persoon met eenmanszaak;2005;1697
1929;Natuurlijk persoon met eenmanszaak;2006 januari;165
1930;Natuurlijk persoon met eenmanszaak;2006 februari;162
1931;Natuurlijk persoon met eenmanszaak;2006 maart;142
1932;Natuurlijk persoon met eenmanszaak;2006 1e kwartaal;469
1933;Natuurlijk persoon met eenmanszaak;2006 april;153
1934;Natuurlijk persoon met eenmanszaak;2006 mei;128
1935;Natuurlijk persoon met eenmanszaak;2006 juni;126
1936;Natuurlijk persoon met eenmanszaak;2006 2e kwartaal;407
1937;Natuurlijk persoon met eenmanszaak;2006 juli;150
1938;Natuurlijk persoon met eenmanszaak;2006 augustus;147
1939;Natuurlijk persoon met eenmanszaak;2006 september;143
1940;Natuurlijk persoon met eenmanszaak;2006 3e kwartaal;440
1941;Natuurlijk persoon met eenmanszaak;2006 oktober;138
1942;Natuurlijk persoon met eenmanszaak;2006 november;123
1943;Natuurlijk persoon met eenmanszaak;2006 december;136
1944;Natuurlijk persoon met eenmanszaak;2006 4e kwartaal;397
1945;Natuurlijk persoon met eenmanszaak;2006;1713
1946;Natuurlijk persoon met eenmanszaak;2007 januari;84
1947;Natuurlijk persoon met eenmanszaak;2007 februari;75
1948;Natuurlijk persoon met eenmanszaak;2007 maart;78
1949;Natuurlijk persoon met eenmanszaak;2007 1e kwartaal;237
1950;Natuurlijk persoon met eenmanszaak;2007 april;82
1951;Natuurlijk persoon met eenmanszaak;2007 mei;94
1952;Natuurlijk persoon met eenmanszaak;2007 juni;83
1953;Natuurlijk persoon met eenmanszaak;2007 2e kwartaal;259
1954;Natuurlijk persoon met eenmanszaak;2007 juli;74
1955;Natuurlijk persoon met eenmanszaak;2007 augustus;86
1956;Natuurlijk persoon met eenmanszaak;2007 september;86
1957;Natuurlijk persoon met eenmanszaak;2007 3e kwartaal;246
1958;Natuurlijk persoon met eenmanszaak;2007 oktober;100
1959;Natuurlijk persoon met eenmanszaak;2007 november;81
1960;Natuurlijk persoon met eenmanszaak;2007 december;90
1961;Natuurlijk persoon met eenmanszaak;2007 4e kwartaal;271
1962;Natuurlijk persoon met eenmanszaak;2007;1013
1963;Natuurlijk persoon met eenmanszaak;2008 januari;85
1964;Natuurlijk persoon met eenmanszaak;2008 februari;58
1965;Natuurlijk persoon met eenmanszaak;2008 maart;60
1966;Natuurlijk persoon met eenmanszaak;2008 1e kwartaal;203
1967;Natuurlijk persoon met eenmanszaak;2008 april;71
1968;Natuurlijk persoon met eenmanszaak;2008 mei;71
1969;Natuurlijk persoon met eenmanszaak;2008 juni;65
1970;Natuurlijk persoon met eenmanszaak;2008 2e kwartaal;207
1971;Natuurlijk persoon met eenmanszaak;2008 juli;60
1972;Natuurlijk persoon met eenmanszaak;2008 augustus;63
1973;Natuurlijk persoon met eenmanszaak;2008 september;68
1974;Natuurlijk persoon met eenmanszaak;2008 3e kwartaal;191
1975;Natuurlijk persoon met eenmanszaak;2008 oktober;70
1976;Natuurlijk persoon met eenmanszaak;2008 november;64
1977;Natuurlijk persoon met eenmanszaak;2008 december;60
1978;Natuurlijk persoon met eenmanszaak;2008 4e kwartaal;194
1979;Natuurlijk persoon met eenmanszaak;2008;795
1980;Natuurlijk persoon met eenmanszaak;2009 januari;106
1981;Natuurlijk persoon met eenmanszaak;2009 februari;68
1982;Natuurlijk persoon met eenmanszaak;2009 maart;80
1983;Natuurlijk persoon met eenmanszaak;2009 1e kwartaal;254
1984;Natuurlijk persoon met eenmanszaak;2009 april;90
1985;Natuurlijk persoon met eenmanszaak;2009 mei;91
1986;Natuurlijk persoon met eenmanszaak;2009 juni;87
1987;Natuurlijk persoon met eenmanszaak;2009 2e kwartaal;268
1988;Natuurlijk persoon met eenmanszaak;2009 juli;98
1989;Natuurlijk persoon met eenmanszaak;2009 augustus;77
1990;Natuurlijk persoon met eenmanszaak;2009 september;76
1991;Natuurlijk persoon met eenmanszaak;2009 3e kwartaal;251
1992;Natuurlijk persoon met eenmanszaak;2009 oktober;102
1993;Natuurlijk persoon met eenmanszaak;2009 november;94
1994;Natuurlijk persoon met eenmanszaak;2009 december;76
1995;Natuurlijk persoon met eenmanszaak;2009 4e kwartaal;272
1996;Natuurlijk persoon met eenmanszaak;2009;1045
1997;Natuurlijk persoon met eenmanszaak;2010 januari;118
1998;Natuurlijk persoon met eenmanszaak;2010 februari;90
1999;Natuurlijk persoon met eenmanszaak;2010 maart;96
2000;Natuurlijk persoon met eenmanszaak;2010 1e kwartaal;304
2001;Natuurlijk persoon met eenmanszaak;2010 april;88
2002;Natuurlijk persoon met eenmanszaak;2010 mei;80
2003;Natuurlijk persoon met eenmanszaak;2010 juni;84
2004;Natuurlijk persoon met eenmanszaak;2010 2e kwartaal;252
2005;Natuurlijk persoon met eenmanszaak;2010 juli;55
2006;Natuurlijk persoon met eenmanszaak;2010 augustus;83
2007;Natuurlijk persoon met eenmanszaak;2010 september;73
2008;Natuurlijk persoon met eenmanszaak;2010 3e kwartaal;211
2009;Natuurlijk persoon met eenmanszaak;2010 oktober;72
2010;Natuurlijk persoon met eenmanszaak;2010 november;79
2011;Natuurlijk persoon met eenmanszaak;2010 december;67
2012;Natuurlijk persoon met eenmanszaak;2010 4e kwartaal;218
2013;Natuurlijk persoon met eenmanszaak;2010;985
2014;Natuurlijk persoon met eenmanszaak;2011 januari;74
2015;Natuurlijk persoon met eenmanszaak;2011 februari;62
2016;Natuurlijk persoon met eenmanszaak;2011 maart;71
2017;Natuurlijk persoon met eenmanszaak;2011 1e kwartaal;207
2018;Natuurlijk persoon met eenmanszaak;2011 april;60
2019;Natuurlijk persoon met eenmanszaak;2011 mei;63
2020;Natuurlijk persoon met eenmanszaak;2011 juni;53
2021;Natuurlijk persoon met eenmanszaak;2011 2e kwartaal;176
2022;Natuurlijk persoon met eenmanszaak;2011 juli;47
2023;Natuurlijk persoon met eenmanszaak;2011 augustus;75
2024;Natuurlijk persoon met eenmanszaak;2011 september;60
2025;Natuurlijk persoon met eenmanszaak;2011 3e kwartaal;182
2026;Natuurlijk persoon met eenmanszaak;2011 oktober;72
2027;Natuurlijk persoon met eenmanszaak;2011 november;74
2028;Natuurlijk persoon met eenmanszaak;2011 december;55
2029;Natuurlijk persoon met eenmanszaak;2011 4e kwartaal;201
2030;Natuurlijk persoon met eenmanszaak;2011;766
2031;Natuurlijk persoon met eenmanszaak;2012 januari;83
2032;Natuurlijk persoon met eenmanszaak;2012 februari;76
2033;Natuurlijk persoon met eenmanszaak;2012 maart;93
2034;Natuurlijk persoon met eenmanszaak;2012 1e kwartaal;252
2035;Natuurlijk persoon met eenmanszaak;2012 april;79
2036;Natuurlijk persoon met eenmanszaak;2012 mei;65
2037;Natuurlijk persoon met eenmanszaak;2012 juni;66
2038;Natuurlijk persoon met eenmanszaak;2012 2e kwartaal;210
2039;Natuurlijk persoon met eenmanszaak;2012 juli;76
2040;Natuurlijk persoon met eenmanszaak;2012 augustus;63
2041;Natuurlijk persoon met eenmanszaak;2012 september;95
2042;Natuurlijk persoon met eenmanszaak;2012 3e kwartaal;234
2043;Natuurlijk persoon met eenmanszaak;2012 oktober;101
2044;Natuurlijk persoon met eenmanszaak;2012 november;114
2045;Natuurlijk persoon met eenmanszaak;2012 december;86
2046;Natuurlijk persoon met eenmanszaak;2012 4e kwartaal;301
2047;Natuurlijk persoon met eenmanszaak;2012;997
2048;Natuurlijk persoon met eenmanszaak;2013 januari;103
2049;Natuurlijk persoon met eenmanszaak;2013 februari;76
2050;Natuurlijk persoon met eenmanszaak;2013 maart;104
2051;Natuurlijk persoon met eenmanszaak;2013 1e kwartaal;283
2052;Natuurlijk persoon met eenmanszaak;2013 april;98
2053;Natuurlijk persoon met eenmanszaak;2013 mei;95
2054;Natuurlijk persoon met eenmanszaak;2013 juni;90
2055;Natuurlijk persoon met eenmanszaak;2013 2e kwartaal;283
2056;Natuurlijk persoon met eenmanszaak;2013 juli;86
2057;Natuurlijk persoon met eenmanszaak;2013 augustus;76
2058;Natuurlijk persoon met eenmanszaak;2013 september;84
2059;Natuurlijk persoon met eenmanszaak;2013 3e kwartaal;246
2060;Natuurlijk persoon met eenmanszaak;2013 oktober;78
2061;Natuurlijk persoon met eenmanszaak;2013 november;101
2062;Natuurlijk persoon met eenmanszaak;2013 december;64
2063;Natuurlijk persoon met eenmanszaak;2013 4e kwartaal;243
2064;Natuurlijk persoon met eenmanszaak;2013;1055
2065;Natuurlijk persoon met eenmanszaak;2014 januari;109
2066;Natuurlijk persoon met eenmanszaak;2014 februari;78
2067;Natuurlijk persoon met eenmanszaak;2014 maart;76
2068;Natuurlijk persoon met eenmanszaak;2014 1e kwartaal;263
2069;Natuurlijk persoon met eenmanszaak;2014 april;101
2070;Natuurlijk persoon met eenmanszaak;2014 mei;75
2071;Natuurlijk persoon met eenmanszaak;2014 juni;65
2072;Natuurlijk persoon met eenmanszaak;2014 2e kwartaal;241
2073;Natuurlijk persoon met eenmanszaak;2014 juli;78
2074;Natuurlijk persoon met eenmanszaak;2014 augustus;78
2075;Natuurlijk persoon met eenmanszaak;2014 september;80
2076;Natuurlijk persoon met eenmanszaak;2014 3e kwartaal;236
2077;Natuurlijk persoon met eenmanszaak;2014 oktober;76
2078;Natuurlijk persoon met eenmanszaak;2014 november;76
2079;Natuurlijk persoon met eenmanszaak;2014 december;84
2080;Natuurlijk persoon met eenmanszaak;2014 4e kwartaal;236
2081;Natuurlijk persoon met eenmanszaak;2014;976
2082;Natuurlijk persoon met eenmanszaak;2015 januari;84
2083;Natuurlijk persoon met eenmanszaak;2015 februari;61
2084;Natuurlijk persoon met eenmanszaak;2015 maart;58
2085;Natuurlijk persoon met eenmanszaak;2015 1e kwartaal;203
2086;Natuurlijk persoon met eenmanszaak;2015 april;60
2087;Natuurlijk persoon met eenmanszaak;2015 mei;70
2088;Natuurlijk persoon met eenmanszaak;2015 juni;57
2089;Natuurlijk persoon met eenmanszaak;2015 2e kwartaal;187
2090;Natuurlijk persoon met eenmanszaak;2015 juli;57
2091;Natuurlijk persoon met eenmanszaak;2015 augustus;50
2092;Natuurlijk persoon met eenmanszaak;2015 september;64
2093;Natuurlijk persoon met eenmanszaak;2015 3e kwartaal;171
2094;Natuurlijk persoon met eenmanszaak;2015 oktober;54
2095;Natuurlijk persoon met eenmanszaak;2015 november;52
2096;Natuurlijk persoon met eenmanszaak;2015 december;68
2097;Natuurlijk persoon met eenmanszaak;2015 4e kwartaal;174
2098;Natuurlijk persoon met eenmanszaak;2015;735
2099;Natuurlijk persoon met eenmanszaak;2016 januari;54
2100;Natuurlijk persoon met eenmanszaak;2016 februari;56
2101;Natuurlijk persoon met eenmanszaak;2016 maart;60
2102;Natuurlijk persoon met eenmanszaak;2016 1e kwartaal;170
2103;Natuurlijk persoon met eenmanszaak;2016 april;53
2104;Natuurlijk persoon met eenmanszaak;2016 mei;47
2105;Natuurlijk persoon met eenmanszaak;2016 juni;58
2106;Natuurlijk persoon met eenmanszaak;2016 2e kwartaal;158
2107;Natuurlijk persoon met eenmanszaak;2016 juli;56
2108;Natuurlijk persoon met eenmanszaak;2016 augustus;43
2109;Natuurlijk persoon met eenmanszaak;2016 september;58
2110;Natuurlijk persoon met eenmanszaak;2016 3e kwartaal;157
2111;Natuurlijk persoon met eenmanszaak;2016 oktober;52
2112;Natuurlijk persoon met eenmanszaak;2016 november;39
2113;Natuurlijk persoon met eenmanszaak;2016 december;37
2114;Natuurlijk persoon met eenmanszaak;2016 4e kwartaal;128
2115;Natuurlijk persoon met eenmanszaak;2016;613
2116;Natuurlijk persoon met eenmanszaak;2017 januari;60
2117;Natuurlijk persoon met eenmanszaak;2017 februari;59
2118;Natuurlijk persoon met eenmanszaak;2017 maart;47
2119;Natuurlijk persoon met eenmanszaak;2017 1e kwartaal;166
2120;Natuurlijk persoon met eenmanszaak;2017 april;50
2121;Natuurlijk persoon met eenmanszaak;2017 mei;49
2122;Natuurlijk persoon met eenmanszaak;2017 juni;44
2123;Natuurlijk persoon met eenmanszaak;2017 2e kwartaal;143
2124;Natuurlijk persoon met eenmanszaak;2017 juli;39
2125;Natuurlijk persoon met eenmanszaak;2017 augustus;47
2126;Natuurlijk persoon met eenmanszaak;2017 september;49
2127;Natuurlijk persoon met eenmanszaak;2017 3e kwartaal;135
2128;Natuurlijk persoon met eenmanszaak;2017 oktober;38
2129;Natuurlijk persoon met eenmanszaak;2017 november;51
2130;Natuurlijk persoon met eenmanszaak;2017 december;43
2131;Natuurlijk persoon met eenmanszaak;2017 4e kwartaal;132
2132;Natuurlijk persoon met eenmanszaak;2017;576
2133;Natuurlijk persoon met eenmanszaak;2018 januari;45
2134;Natuurlijk persoon met eenmanszaak;2018 februari;50
2135;Natuurlijk persoon met eenmanszaak;2018 maart;46
2136;Natuurlijk persoon met eenmanszaak;2018 1e kwartaal;141
2137;Natuurlijk persoon met eenmanszaak;2018 april;38
2138;Natuurlijk persoon met eenmanszaak;2018 mei;37
2139;Natuurlijk persoon met eenmanszaak;2018 juni;38
2140;Natuurlijk persoon met eenmanszaak;2018 2e kwartaal;113
2141;Natuurlijk persoon met eenmanszaak;2018 juli;28
2142;Natuurlijk persoon met eenmanszaak;2018 augustus;49
2143;Natuurlijk persoon met eenmanszaak;2018 september;54
2144;Natuurlijk persoon met eenmanszaak;2018 3e kwartaal;131
2145;Natuurlijk persoon met eenmanszaak;2018 oktober;28
2146;Natuurlijk persoon met eenmanszaak;2018 november;37
2147;Natuurlijk persoon met eenmanszaak;2018 december;38
2148;Natuurlijk persoon met eenmanszaak;2018 4e kwartaal;103
2149;Natuurlijk persoon met eenmanszaak;2018;488
2150;Natuurlijk persoon met eenmanszaak;2019 januari;60
2151;Natuurlijk persoon met eenmanszaak;2019 februari;67
2152;Natuurlijk persoon met eenmanszaak;2019 maart;46
2153;Natuurlijk persoon met eenmanszaak;2019 1e kwartaal;173
2154;Natuurlijk persoon met eenmanszaak;2019 april;46
2155;Natuurlijk persoon met eenmanszaak;2019 mei;48
2156;Natuurlijk persoon met eenmanszaak;2019 juni;31
2157;Natuurlijk persoon met eenmanszaak;2019 2e kwartaal;125
2158;Natuurlijk persoon met eenmanszaak;2019 juli;41
2159;Natuurlijk persoon met eenmanszaak;2019 augustus;45
2160;Natuurlijk persoon met eenmanszaak;2019 september;59
2161;Natuurlijk persoon met eenmanszaak;2019 3e kwartaal;145
2162;Natuurlijk persoon met eenmanszaak;2019 oktober;39
2163;Natuurlijk persoon met eenmanszaak;2019 november;53
2164;Natuurlijk persoon met eenmanszaak;2019 december;48
2165;Natuurlijk persoon met eenmanszaak;2019 4e kwartaal;140
2166;Natuurlijk persoon met eenmanszaak;2019;583
2167;Natuurlijk persoon met eenmanszaak;2020 januari;47
2168;Natuurlijk persoon met eenmanszaak;2020 februari;66
2169;Natuurlijk persoon met eenmanszaak;2020 maart;31
2170;Natuurlijk persoon met eenmanszaak;2020 1e kwartaal;144
2171;Natuurlijk persoon met eenmanszaak;2020 april;46
2172;Natuurlijk persoon met eenmanszaak;2020 mei;70
2173;Natuurlijk persoon met eenmanszaak;2020 juni;29
2174;Natuurlijk persoon met eenmanszaak;2020 2e kwartaal;145
2175;Natuurlijk persoon met eenmanszaak;2020 juli;30
2176;Natuurlijk persoon met eenmanszaak;2020 augustus;25
2177;Natuurlijk persoon met eenmanszaak;2020 september;31
2178;Natuurlijk persoon met eenmanszaak;2020 3e kwartaal;86
2179;Natuurlijk persoon met eenmanszaak;2020 oktober;23
2180;Natuurlijk persoon met eenmanszaak;2020 november;36
2181;Natuurlijk persoon met eenmanszaak;2020 december;40
2182;Natuurlijk persoon met eenmanszaak;2020 4e kwartaal;99
