ID;Sex;Age;CountryOfBirth;DutchCaribbean;Periods;PopulationOnJanuary1st_1
8968;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2019;23
8969;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2020;28
8970;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2021;36
8971;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2022;49
8972;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2023;50
8973;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2024;62
8974;Total male and female;10 to 14 years;Venezuela;Bonaire;2011;20
8975;Total male and female;10 to 14 years;Venezuela;Bonaire;2012;20
8976;Total male and female;10 to 14 years;Venezuela;Bonaire;2013;20
8977;Total male and female;10 to 14 years;Venezuela;Bonaire;2014;18
8978;Total male and female;10 to 14 years;Venezuela;Bonaire;2015;20
8979;Total male and female;10 to 14 years;Venezuela;Bonaire;2016;21
8980;Total male and female;10 to 14 years;Venezuela;Bonaire;2017;17
8981;Total male and female;10 to 14 years;Venezuela;Bonaire;2018;20
8982;Total male and female;10 to 14 years;Venezuela;Bonaire;2019;23
8983;Total male and female;10 to 14 years;Venezuela;Bonaire;2020;27
8984;Total male and female;10 to 14 years;Venezuela;Bonaire;2021;35
8985;Total male and female;10 to 14 years;Venezuela;Bonaire;2022;47
8986;Total male and female;10 to 14 years;Venezuela;Bonaire;2023;48
8987;Total male and female;10 to 14 years;Venezuela;Bonaire;2024;61
8988;Total male and female;10 to 14 years;Venezuela;St Eustatius;2011;0
8989;Total male and female;10 to 14 years;Venezuela;St Eustatius;2012;1
8990;Total male and female;10 to 14 years;Venezuela;St Eustatius;2013;1
8991;Total male and female;10 to 14 years;Venezuela;St Eustatius;2014;1
8992;Total male and female;10 to 14 years;Venezuela;St Eustatius;2015;1
8993;Total male and female;10 to 14 years;Venezuela;St Eustatius;2016;0
8994;Total male and female;10 to 14 years;Venezuela;St Eustatius;2017;0
8995;Total male and female;10 to 14 years;Venezuela;St Eustatius;2018;0
8996;Total male and female;10 to 14 years;Venezuela;St Eustatius;2019;0
8997;Total male and female;10 to 14 years;Venezuela;St Eustatius;2020;1
8998;Total male and female;10 to 14 years;Venezuela;St Eustatius;2021;1
8999;Total male and female;10 to 14 years;Venezuela;St Eustatius;2022;2
9000;Total male and female;10 to 14 years;Venezuela;St Eustatius;2023;2
9001;Total male and female;10 to 14 years;Venezuela;St Eustatius;2024;1
9002;Total male and female;10 to 14 years;Venezuela;Saba;2011;1
9003;Total male and female;10 to 14 years;Venezuela;Saba;2012;0
9004;Total male and female;10 to 14 years;Venezuela;Saba;2013;0
9005;Total male and female;10 to 14 years;Venezuela;Saba;2014;0
9006;Total male and female;10 to 14 years;Venezuela;Saba;2015;0
9007;Total male and female;10 to 14 years;Venezuela;Saba;2016;0
9008;Total male and female;10 to 14 years;Venezuela;Saba;2017;0
9009;Total male and female;10 to 14 years;Venezuela;Saba;2018;0
9010;Total male and female;10 to 14 years;Venezuela;Saba;2019;0
9011;Total male and female;10 to 14 years;Venezuela;Saba;2020;0
9012;Total male and female;10 to 14 years;Venezuela;Saba;2021;0
9013;Total male and female;10 to 14 years;Venezuela;Saba;2022;0
9014;Total male and female;10 to 14 years;Venezuela;Saba;2023;0
9015;Total male and female;10 to 14 years;Venezuela;Saba;2024;0
9016;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2011;2
9017;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2012;7
9018;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2013;6
9019;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2014;4
9020;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2015;3
9021;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2016;3
9022;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2017;1
9023;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2018;1
9024;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2019;1
9025;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2020;1
9026;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2021;2
9027;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2022;2
9028;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2023;5
9029;Total male and female;10 to 14 years;Other Asia;Caribbean Netherlands;2024;5
9030;Total male and female;10 to 14 years;Other Asia;Bonaire;2011;0
9031;Total male and female;10 to 14 years;Other Asia;Bonaire;2012;2
9032;Total male and female;10 to 14 years;Other Asia;Bonaire;2013;2
9033;Total male and female;10 to 14 years;Other Asia;Bonaire;2014;1
9034;Total male and female;10 to 14 years;Other Asia;Bonaire;2015;2
9035;Total male and female;10 to 14 years;Other Asia;Bonaire;2016;2
9036;Total male and female;10 to 14 years;Other Asia;Bonaire;2017;0
9037;Total male and female;10 to 14 years;Other Asia;Bonaire;2018;0
9038;Total male and female;10 to 14 years;Other Asia;Bonaire;2019;0
9039;Total male and female;10 to 14 years;Other Asia;Bonaire;2020;0
9040;Total male and female;10 to 14 years;Other Asia;Bonaire;2021;0
9041;Total male and female;10 to 14 years;Other Asia;Bonaire;2022;1
9042;Total male and female;10 to 14 years;Other Asia;Bonaire;2023;1
9043;Total male and female;10 to 14 years;Other Asia;Bonaire;2024;1
9044;Total male and female;10 to 14 years;Other Asia;St Eustatius;2011;2
9045;Total male and female;10 to 14 years;Other Asia;St Eustatius;2012;4
9046;Total male and female;10 to 14 years;Other Asia;St Eustatius;2013;4
9047;Total male and female;10 to 14 years;Other Asia;St Eustatius;2014;3
9048;Total male and female;10 to 14 years;Other Asia;St Eustatius;2015;1
9049;Total male and female;10 to 14 years;Other Asia;St Eustatius;2016;1
9050;Total male and female;10 to 14 years;Other Asia;St Eustatius;2017;0
9051;Total male and female;10 to 14 years;Other Asia;St Eustatius;2018;0
9052;Total male and female;10 to 14 years;Other Asia;St Eustatius;2019;0
9053;Total male and female;10 to 14 years;Other Asia;St Eustatius;2020;0
9054;Total male and female;10 to 14 years;Other Asia;St Eustatius;2021;0
9055;Total male and female;10 to 14 years;Other Asia;St Eustatius;2022;1
9056;Total male and female;10 to 14 years;Other Asia;St Eustatius;2023;1
9057;Total male and female;10 to 14 years;Other Asia;St Eustatius;2024;1
9058;Total male and female;10 to 14 years;Other Asia;Saba;2011;0
9059;Total male and female;10 to 14 years;Other Asia;Saba;2012;1
9060;Total male and female;10 to 14 years;Other Asia;Saba;2013;0
9061;Total male and female;10 to 14 years;Other Asia;Saba;2014;0
9062;Total male and female;10 to 14 years;Other Asia;Saba;2015;0
9063;Total male and female;10 to 14 years;Other Asia;Saba;2016;0
9064;Total male and female;10 to 14 years;Other Asia;Saba;2017;1
9065;Total male and female;10 to 14 years;Other Asia;Saba;2018;1
9066;Total male and female;10 to 14 years;Other Asia;Saba;2019;1
9067;Total male and female;10 to 14 years;Other Asia;Saba;2020;1
9068;Total male and female;10 to 14 years;Other Asia;Saba;2021;2
9069;Total male and female;10 to 14 years;Other Asia;Saba;2022;0
9070;Total male and female;10 to 14 years;Other Asia;Saba;2023;3
9071;Total male and female;10 to 14 years;Other Asia;Saba;2024;3
9072;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2011;12
9073;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2012;10
9074;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2013;9
9075;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2014;8
9076;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2015;7
9077;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2016;10
9078;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2017;10
9079;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2018;4
9080;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2019;3
9081;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2020;4
9082;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2021;4
9083;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2022;3
9084;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2023;2
9085;Total male and female;10 to 14 years;Other Central and South America;Caribbean Netherlands;2024;6
9086;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2011;4
9087;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2012;3
9088;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2013;1
9089;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2014;1
9090;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2015;1
9091;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2016;1
9092;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2017;1
9093;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2018;0
9094;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2019;0
9095;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2020;0
9096;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2021;1
9097;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2022;0
9098;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2023;0
9099;Total male and female;10 to 14 years;Other Central and South America;Bonaire;2024;1
9100;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2011;7
9101;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2012;4
9102;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2013;5
9103;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2014;6
9104;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2015;5
9105;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2016;7
9106;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2017;8
9107;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2018;4
9108;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2019;3
9109;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2020;4
9110;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2021;3
9111;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2022;2
9112;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2023;1
9113;Total male and female;10 to 14 years;Other Central and South America;St Eustatius;2024;2
9114;Total male and female;10 to 14 years;Other Central and South America;Saba;2011;1
9115;Total male and female;10 to 14 years;Other Central and South America;Saba;2012;3
9116;Total male and female;10 to 14 years;Other Central and South America;Saba;2013;3
9117;Total male and female;10 to 14 years;Other Central and South America;Saba;2014;1
9118;Total male and female;10 to 14 years;Other Central and South America;Saba;2015;1
9119;Total male and female;10 to 14 years;Other Central and South America;Saba;2016;2
9120;Total male and female;10 to 14 years;Other Central and South America;Saba;2017;1
9121;Total male and female;10 to 14 years;Other Central and South America;Saba;2018;0
9122;Total male and female;10 to 14 years;Other Central and South America;Saba;2019;0
9123;Total male and female;10 to 14 years;Other Central and South America;Saba;2020;0
9124;Total male and female;10 to 14 years;Other Central and South America;Saba;2021;0
9125;Total male and female;10 to 14 years;Other Central and South America;Saba;2022;1
9126;Total male and female;10 to 14 years;Other Central and South America;Saba;2023;1
9127;Total male and female;10 to 14 years;Other Central and South America;Saba;2024;3
9128;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2011;1
9129;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2012;2
9130;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2013;2
9131;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2014;2
9132;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2015;2
9133;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2016;1
9134;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2017;0
9135;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2018;2
9136;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2019;1
9137;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2020;2
9138;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2021;1
9139;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2022;0
9140;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2023;0
9141;Total male and female;10 to 14 years;Other Europe;Caribbean Netherlands;2024;1
9142;Total male and female;10 to 14 years;Other Europe;Bonaire;2011;1
9143;Total male and female;10 to 14 years;Other Europe;Bonaire;2012;2
9144;Total male and female;10 to 14 years;Other Europe;Bonaire;2013;2
9145;Total male and female;10 to 14 years;Other Europe;Bonaire;2014;2
9146;Total male and female;10 to 14 years;Other Europe;Bonaire;2015;2
9147;Total male and female;10 to 14 years;Other Europe;Bonaire;2016;1
9148;Total male and female;10 to 14 years;Other Europe;Bonaire;2017;0
9149;Total male and female;10 to 14 years;Other Europe;Bonaire;2018;1
9150;Total male and female;10 to 14 years;Other Europe;Bonaire;2019;0
9151;Total male and female;10 to 14 years;Other Europe;Bonaire;2020;1
9152;Total male and female;10 to 14 years;Other Europe;Bonaire;2021;1
9153;Total male and female;10 to 14 years;Other Europe;Bonaire;2022;0
9154;Total male and female;10 to 14 years;Other Europe;Bonaire;2023;0
9155;Total male and female;10 to 14 years;Other Europe;Bonaire;2024;0
9156;Total male and female;10 to 14 years;Other Europe;St Eustatius;2011;0
9157;Total male and female;10 to 14 years;Other Europe;St Eustatius;2012;0
9158;Total male and female;10 to 14 years;Other Europe;St Eustatius;2013;0
9159;Total male and female;10 to 14 years;Other Europe;St Eustatius;2014;0
9160;Total male and female;10 to 14 years;Other Europe;St Eustatius;2015;0
9161;Total male and female;10 to 14 years;Other Europe;St Eustatius;2016;0
9162;Total male and female;10 to 14 years;Other Europe;St Eustatius;2017;0
9163;Total male and female;10 to 14 years;Other Europe;St Eustatius;2018;1
9164;Total male and female;10 to 14 years;Other Europe;St Eustatius;2019;1
9165;Total male and female;10 to 14 years;Other Europe;St Eustatius;2020;1
9166;Total male and female;10 to 14 years;Other Europe;St Eustatius;2021;0
9167;Total male and female;10 to 14 years;Other Europe;St Eustatius;2022;0
9168;Total male and female;10 to 14 years;Other Europe;St Eustatius;2023;0
