ID;Geslacht;Leeftijd;Geboortegeneratie;NettoArbeidsparticipatie_1;GemiddeldeAncienniteit_2;TotaalWerknemers_3;VasteArbeidsrelatie_4;FlexibeleArbeidsrelatie_5;VasteArbeidsrelatie_6;FlexibeleArbeidsrelatie_7;TotaalZelfstandigen_8;MetPersoneel_9;ZonderPersoneel_10;MetPersoneel_11;ZonderPersoneel_12;PersonenMetVoortdurendEenBaan_13;PersonenMetMeerDanEenBaan_14;Deeltijders_15;Voltijders_16;GemiddeldeArbeidsduur_17;PersonenMetUitkering_18
2313;Vrouwen;36 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2314;Vrouwen;36 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2315;Vrouwen;36 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2316;Vrouwen;36 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2317;Vrouwen;36 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2318;Vrouwen;37 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2319;Vrouwen;37 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2320;Vrouwen;37 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2321;Vrouwen;37 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
2322;Vrouwen;37 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
2323;Vrouwen;37 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
2324;Vrouwen;37 jaar;1935  tot 1940;22.0;;76.0;;;;;24.0;;;;;;;55.0;45.0;31.4;
2325;Vrouwen;37 jaar;1940  tot 1945;28.0;;79.0;;;;;21.0;;;;;;;60.0;40.0;29.8;
2326;Vrouwen;37 jaar;1945  tot 1950;32.0;;82.0;;;;;18.0;;;;;;;61.0;39.0;29.9;
2327;Vrouwen;37 jaar;1950  tot 1955;44.0;7.4;88.0;72.0;17.0;81.0;19.0;12.0;5.0;6.0;;;;;66.0;34.0;28.3;
2328;Vrouwen;37 jaar;1955  tot 1960;51.0;8.3;90.0;77.0;13.0;85.0;15.0;10.0;5.0;5.0;;;;;71.0;29.0;27.7;
2329;Vrouwen;37 jaar;1960  tot 1965;59.0;7.8;89.0;76.0;13.0;86.0;14.0;11.0;4.0;7.0;37.0;63.0;0.0;0.0;73.0;27.0;27.1;12.0
2330;Vrouwen;37 jaar;1965  tot 1970;66.0;7.7;89.0;78.0;10.0;88.0;12.0;11.0;4.0;7.0;37.0;63.0;46.0;38.0;76.0;24.0;26.8;13.0
2331;Vrouwen;37 jaar;1970  tot 1975;74.0;7.4;89.0;76.0;13.0;85.0;15.0;11.0;3.0;8.0;31.0;69.0;48.0;43.0;75.0;25.0;27.7;11.0
2332;Vrouwen;37 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2333;Vrouwen;37 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2334;Vrouwen;37 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2335;Vrouwen;37 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2336;Vrouwen;37 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2337;Vrouwen;38 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2338;Vrouwen;38 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2339;Vrouwen;38 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2340;Vrouwen;38 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
2341;Vrouwen;38 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
2342;Vrouwen;38 jaar;1930  tot 1935;21.0;;77.0;;;;;23.0;;;;;;;58.0;42.0;31.4;
2343;Vrouwen;38 jaar;1935  tot 1940;23.0;;79.0;;;;;21.0;;;;;;;58.0;42.0;30.3;
2344;Vrouwen;38 jaar;1940  tot 1945;29.0;;81.0;;;;;19.0;;;;;;;62.0;38.0;29.5;
2345;Vrouwen;38 jaar;1945  tot 1950;36.0;;86.0;;;;;14.0;;;;;;;64.0;36.0;29.4;
2346;Vrouwen;38 jaar;1950  tot 1955;46.0;7.8;87.0;74.0;13.0;85.0;15.0;13.0;6.0;6.0;;;;;67.0;33.0;28.4;
2347;Vrouwen;38 jaar;1955  tot 1960;51.0;8.2;90.0;77.0;13.0;86.0;14.0;10.0;5.0;5.0;;;;;70.0;30.0;27.8;
2348;Vrouwen;38 jaar;1960  tot 1965;61.0;7.6;90.0;77.0;12.0;86.0;14.0;10.0;4.0;7.0;35.0;65.0;41.0;42.0;74.0;26.0;27.1;13.0
2349;Vrouwen;38 jaar;1965  tot 1970;68.0;8.0;88.0;78.0;11.0;88.0;12.0;12.0;4.0;8.0;34.0;66.0;47.0;37.0;75.0;25.0;27.2;12.0
2350;Vrouwen;38 jaar;1970  tot 1975;74.0;7.9;88.0;76.0;13.0;85.0;15.0;12.0;4.0;8.0;32.0;68.0;;;75.0;25.0;27.8;
2351;Vrouwen;38 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2352;Vrouwen;38 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2353;Vrouwen;38 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2354;Vrouwen;38 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2355;Vrouwen;38 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2356;Vrouwen;39 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2357;Vrouwen;39 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2358;Vrouwen;39 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2359;Vrouwen;39 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
2360;Vrouwen;39 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
2361;Vrouwen;39 jaar;1930  tot 1935;22.0;;72.0;;;;;28.0;;;;;;;52.0;48.0;32.8;
2362;Vrouwen;39 jaar;1935  tot 1940;24.0;;80.0;;;;;20.0;;;;;;;56.0;44.0;31.0;
2363;Vrouwen;39 jaar;1940  tot 1945;31.0;;80.0;;;;;20.0;;;;;;;60.0;40.0;30.3;
2364;Vrouwen;39 jaar;1945  tot 1950;37.0;;86.0;;;;;14.0;;;;;;;66.0;34.0;28.1;
2365;Vrouwen;39 jaar;1950  tot 1955;48.0;7.9;88.0;74.0;15.0;83.0;17.0;12.0;6.0;6.0;;;;;70.0;30.0;27.9;
2366;Vrouwen;39 jaar;1955  tot 1960;54.0;8.5;89.0;74.0;15.0;83.0;17.0;11.0;4.0;7.0;38.0;62.0;;;70.0;30.0;27.7;
2367;Vrouwen;39 jaar;1960  tot 1965;62.0;8.1;89.0;78.0;11.0;87.0;13.0;11.0;5.0;6.0;41.0;59.0;42.0;40.0;74.0;26.0;27.1;13.0
2368;Vrouwen;39 jaar;1965  tot 1970;69.0;8.3;88.0;77.0;11.0;87.0;13.0;12.0;4.0;8.0;33.0;67.0;47.0;38.0;76.0;24.0;26.9;12.0
2369;Vrouwen;39 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
2370;Vrouwen;39 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2371;Vrouwen;39 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2372;Vrouwen;39 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2373;Vrouwen;39 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2374;Vrouwen;39 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2375;Vrouwen;40 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2376;Vrouwen;40 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2377;Vrouwen;40 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2378;Vrouwen;40 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
2379;Vrouwen;40 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
2380;Vrouwen;40 jaar;1930  tot 1935;23.0;;75.0;;;;;25.0;;;;;;;56.0;44.0;31.9;
2381;Vrouwen;40 jaar;1935  tot 1940;25.0;;78.0;;;;;22.0;;;;;;;58.0;42.0;30.8;
2382;Vrouwen;40 jaar;1940  tot 1945;31.0;;81.0;;;;;19.0;;;;;;;63.0;37.0;29.7;
2383;Vrouwen;40 jaar;1945  tot 1950;38.0;;86.0;;;;;14.0;;;;;;;67.0;33.0;28.3;
2384;Vrouwen;40 jaar;1950  tot 1955;48.0;8.0;88.0;74.0;14.0;85.0;15.0;12.0;6.0;6.0;;;;;68.0;32.0;28.0;
2385;Vrouwen;40 jaar;1955  tot 1960;56.0;8.6;89.0;76.0;13.0;85.0;15.0;11.0;5.0;6.0;46.0;54.0;0.0;0.0;70.0;30.0;28.0;0.0
2386;Vrouwen;40 jaar;1960  tot 1965;63.0;8.3;89.0;77.0;12.0;87.0;13.0;11.0;4.0;7.0;39.0;61.0;43.0;39.0;75.0;25.0;26.7;13.0
2387;Vrouwen;40 jaar;1965  tot 1970;71.0;8.7;87.0;75.0;12.0;86.0;14.0;13.0;4.0;8.0;35.0;65.0;47.0;38.0;77.0;23.0;27.1;12.0
2388;Vrouwen;40 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
2389;Vrouwen;40 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2390;Vrouwen;40 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2391;Vrouwen;40 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2392;Vrouwen;40 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2393;Vrouwen;40 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2394;Vrouwen;41 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2395;Vrouwen;41 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2396;Vrouwen;41 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2397;Vrouwen;41 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
2398;Vrouwen;41 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
2399;Vrouwen;41 jaar;1930  tot 1935;22.0;;73.0;;;;;27.0;;;;;;;53.0;47.0;33.3;
2400;Vrouwen;41 jaar;1935  tot 1940;27.0;;80.0;;;;;20.0;;;;;;;62.0;38.0;29.2;
2401;Vrouwen;41 jaar;1940  tot 1945;32.0;;82.0;;;;;18.0;;;;;;;63.0;37.0;30.1;
2402;Vrouwen;41 jaar;1945  tot 1950;41.0;;85.0;;;;;15.0;;;;;;;67.0;33.0;28.3;
2403;Vrouwen;41 jaar;1950  tot 1955;48.0;8.5;87.0;74.0;13.0;85.0;15.0;13.0;7.0;6.0;53.0;47.0;;;68.0;32.0;28.3;
2404;Vrouwen;41 jaar;1955  tot 1960;57.0;8.6;88.0;75.0;13.0;86.0;14.0;12.0;5.0;7.0;39.0;61.0;0.0;0.0;71.0;29.0;27.9;0.0
2405;Vrouwen;41 jaar;1960  tot 1965;64.0;8.7;89.0;78.0;11.0;88.0;12.0;11.0;4.0;7.0;38.0;62.0;45.0;37.0;75.0;25.0;27.1;13.0
2406;Vrouwen;41 jaar;1965  tot 1970;72.0;8.9;88.0;76.0;13.0;86.0;14.0;12.0;4.0;8.0;31.0;69.0;47.0;39.0;77.0;23.0;27.2;12.0
2407;Vrouwen;41 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
2408;Vrouwen;41 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2409;Vrouwen;41 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2410;Vrouwen;41 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2411;Vrouwen;41 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2412;Vrouwen;41 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2413;Vrouwen;42 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2414;Vrouwen;42 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2415;Vrouwen;42 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2416;Vrouwen;42 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
2417;Vrouwen;42 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
2418;Vrouwen;42 jaar;1930  tot 1935;23.0;;76.0;;;;;24.0;;;;;;;55.0;45.0;31.7;
2419;Vrouwen;42 jaar;1935  tot 1940;28.0;;80.0;;;;;20.0;;;;;;;61.0;39.0;29.3;
2420;Vrouwen;42 jaar;1940  tot 1945;33.0;;83.0;;;;;17.0;;;;;;;63.0;37.0;29.3;
2421;Vrouwen;42 jaar;1945  tot 1950;42.0;8.0;86.0;75.0;10.0;88.0;12.0;14.0;9.0;6.0;;;;;70.0;30.0;27.5;
2422;Vrouwen;42 jaar;1950  tot 1955;51.0;9.1;88.0;74.0;13.0;85.0;15.0;12.0;6.0;6.0;52.0;48.0;;;70.0;30.0;27.9;
2423;Vrouwen;42 jaar;1955  tot 1960;61.0;9.1;89.0;77.0;12.0;86.0;14.0;11.0;4.0;6.0;42.0;58.0;0.0;0.0;72.0;28.0;27.9;13.0
2424;Vrouwen;42 jaar;1960  tot 1965;65.0;9.0;88.0;78.0;10.0;89.0;11.0;12.0;5.0;7.0;39.0;61.0;46.0;36.0;77.0;23.0;26.7;13.0
2425;Vrouwen;42 jaar;1965  tot 1970;73.0;9.4;87.0;75.0;12.0;86.0;14.0;13.0;4.0;9.0;32.0;68.0;48.0;40.0;76.0;24.0;27.5;12.0
2426;Vrouwen;42 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
2427;Vrouwen;42 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2428;Vrouwen;42 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2429;Vrouwen;42 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2430;Vrouwen;42 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2431;Vrouwen;42 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2432;Vrouwen;43 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2433;Vrouwen;43 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2434;Vrouwen;43 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2435;Vrouwen;43 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
2436;Vrouwen;43 jaar;1925  tot 1930;20.0;;75.0;;;;;25.0;;;;;;;54.0;46.0;32.2;
2437;Vrouwen;43 jaar;1930  tot 1935;23.0;;77.0;;;;;23.0;;;;;;;56.0;44.0;31.6;
2438;Vrouwen;43 jaar;1935  tot 1940;29.0;;81.0;;;;;19.0;;;;;;;63.0;37.0;29.1;
2439;Vrouwen;43 jaar;1940  tot 1945;37.0;;83.0;;;;;17.0;;;;;;;63.0;37.0;29.2;
2440;Vrouwen;43 jaar;1945  tot 1950;44.0;8.9;86.0;75.0;12.0;86.0;14.0;14.0;7.0;6.0;;;;;67.0;33.0;28.1;
2441;Vrouwen;43 jaar;1950  tot 1955;51.0;9.2;87.0;74.0;13.0;85.0;15.0;13.0;6.0;7.0;49.0;51.0;;;69.0;31.0;28.2;
2442;Vrouwen;43 jaar;1955  tot 1960;62.0;8.8;90.0;77.0;12.0;86.0;14.0;10.0;4.0;6.0;39.0;61.0;42.0;40.0;75.0;25.0;27.3;13.0
2443;Vrouwen;43 jaar;1960  tot 1965;66.0;9.5;88.0;77.0;11.0;87.0;13.0;12.0;4.0;8.0;36.0;64.0;47.0;35.0;76.0;24.0;26.9;13.0
2444;Vrouwen;43 jaar;1965  tot 1970;74.0;9.8;86.0;76.0;12.0;87.0;13.0;14.0;4.0;9.0;30.0;70.0;;;77.0;23.0;27.4;
2445;Vrouwen;43 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
2446;Vrouwen;43 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2447;Vrouwen;43 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2448;Vrouwen;43 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2449;Vrouwen;43 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2450;Vrouwen;43 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2451;Vrouwen;44 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2452;Vrouwen;44 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2453;Vrouwen;44 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2454;Vrouwen;44 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
2455;Vrouwen;44 jaar;1925  tot 1930;22.0;;73.0;;;;;27.0;;;;;;;52.0;48.0;32.6;
2456;Vrouwen;44 jaar;1930  tot 1935;23.0;;79.0;;;;;21.0;;;;;;;55.0;45.0;31.3;
2457;Vrouwen;44 jaar;1935  tot 1940;27.0;;81.0;;;;;19.0;;;;;;;63.0;37.0;29.3;
2458;Vrouwen;44 jaar;1940  tot 1945;36.0;;84.0;;;;;16.0;;;;;;;65.0;35.0;28.8;
2459;Vrouwen;44 jaar;1945  tot 1950;46.0;8.8;85.0;72.0;13.0;84.0;16.0;15.0;7.0;8.0;;;;;70.0;30.0;27.9;
2460;Vrouwen;44 jaar;1950  tot 1955;54.0;9.4;87.0;74.0;13.0;85.0;15.0;13.0;6.0;7.0;45.0;55.0;;;70.0;30.0;28.2;
2461;Vrouwen;44 jaar;1955  tot 1960;63.0;9.5;89.0;79.0;10.0;89.0;11.0;11.0;4.0;7.0;40.0;60.0;43.0;39.0;75.0;25.0;27.3;14.0
2462;Vrouwen;44 jaar;1960  tot 1965;69.0;9.9;88.0;77.0;11.0;88.0;12.0;12.0;4.0;8.0;32.0;68.0;48.0;35.0;76.0;24.0;27.1;13.0
2463;Vrouwen;44 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
2464;Vrouwen;44 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
2465;Vrouwen;44 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2466;Vrouwen;44 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2467;Vrouwen;44 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2468;Vrouwen;44 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2469;Vrouwen;44 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2470;Vrouwen;45 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2471;Vrouwen;45 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2472;Vrouwen;45 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2473;Vrouwen;45 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
2474;Vrouwen;45 jaar;1925  tot 1930;21.0;;80.0;;;;;20.0;;;;;;;50.0;50.0;32.8;
2475;Vrouwen;45 jaar;1930  tot 1935;24.0;;79.0;;;;;21.0;;;;;;;60.0;40.0;30.5;
2476;Vrouwen;45 jaar;1935  tot 1940;28.0;;81.0;;;;;19.0;;;;;;;63.0;37.0;29.4;
2477;Vrouwen;45 jaar;1940  tot 1945;38.0;;83.0;;;;;17.0;;;;;;;68.0;32.0;27.9;
2478;Vrouwen;45 jaar;1945  tot 1950;47.0;9.3;85.0;72.0;13.0;85.0;15.0;15.0;7.0;8.0;49.0;51.0;;;69.0;31.0;27.9;
2479;Vrouwen;45 jaar;1950  tot 1955;56.0;10.0;87.0;74.0;13.0;85.0;15.0;13.0;7.0;7.0;50.0;50.0;0.0;0.0;70.0;30.0;28.3;0.0
2480;Vrouwen;45 jaar;1955  tot 1960;63.0;9.3;88.0;78.0;10.0;89.0;11.0;12.0;5.0;7.0;39.0;61.0;45.0;37.0;76.0;24.0;27.1;14.0
2481;Vrouwen;45 jaar;1960  tot 1965;70.0;10.1;87.0;77.0;10.0;88.0;12.0;13.0;4.0;9.0;31.0;69.0;48.0;36.0;74.0;26.0;27.8;13.0
2482;Vrouwen;45 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
2483;Vrouwen;45 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
2484;Vrouwen;45 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2485;Vrouwen;45 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2486;Vrouwen;45 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2487;Vrouwen;45 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2488;Vrouwen;45 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2489;Vrouwen;46 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2490;Vrouwen;46 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2491;Vrouwen;46 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2492;Vrouwen;46 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
2493;Vrouwen;46 jaar;1925  tot 1930;21.0;;75.0;;;;;25.0;;;;;;;53.0;47.0;32.8;
2494;Vrouwen;46 jaar;1930  tot 1935;25.0;;79.0;;;;;21.0;;;;;;;62.0;38.0;29.7;
2495;Vrouwen;46 jaar;1935  tot 1940;27.0;;79.0;;;;;21.0;;;;;;;64.0;36.0;29.8;
2496;Vrouwen;46 jaar;1940  tot 1945;39.0;;83.0;;;;;17.0;;;;;;;67.0;33.0;28.3;
2497;Vrouwen;46 jaar;1945  tot 1950;46.0;9.7;85.0;74.0;12.0;86.0;14.0;15.0;7.0;8.0;47.0;53.0;;;69.0;31.0;28.5;
2498;Vrouwen;46 jaar;1950  tot 1955;57.0;10.2;87.0;74.0;13.0;85.0;15.0;13.0;6.0;7.0;45.0;55.0;0.0;0.0;71.0;29.0;28.0;0.0
2499;Vrouwen;46 jaar;1955  tot 1960;65.0;9.8;89.0;80.0;9.0;90.0;10.0;11.0;4.0;7.0;36.0;64.0;46.0;35.0;76.0;24.0;27.4;15.0
2500;Vrouwen;46 jaar;1960  tot 1965;71.0;10.6;87.0;76.0;11.0;88.0;12.0;13.0;4.0;9.0;29.0;71.0;49.0;37.0;75.0;25.0;27.8;13.0
2501;Vrouwen;46 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
2502;Vrouwen;46 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
2503;Vrouwen;46 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2504;Vrouwen;46 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2505;Vrouwen;46 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2506;Vrouwen;46 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2507;Vrouwen;46 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2508;Vrouwen;47 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2509;Vrouwen;47 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2510;Vrouwen;47 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2511;Vrouwen;47 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
2512;Vrouwen;47 jaar;1925  tot 1930;20.0;;74.0;;;;;26.0;;;;;;;50.0;50.0;33.1;
2513;Vrouwen;47 jaar;1930  tot 1935;25.0;;78.0;;;;;22.0;;;;;;;57.0;43.0;30.8;
2514;Vrouwen;47 jaar;1935  tot 1940;30.0;;80.0;;;;;20.0;;;;;;;63.0;37.0;29.9;
2515;Vrouwen;47 jaar;1940  tot 1945;38.0;10.4;83.0;70.0;13.0;84.0;16.0;17.0;10.0;7.0;;;;;68.0;32.0;28.3;
2516;Vrouwen;47 jaar;1945  tot 1950;46.0;10.2;84.0;71.0;13.0;85.0;15.0;16.0;8.0;8.0;50.0;50.0;;;70.0;30.0;28.1;
2517;Vrouwen;47 jaar;1950  tot 1955;56.0;10.6;86.0;75.0;11.0;87.0;13.0;14.0;6.0;8.0;41.0;59.0;0.0;0.0;71.0;29.0;28.1;15.0
2518;Vrouwen;47 jaar;1955  tot 1960;64.0;10.2;88.0;80.0;9.0;90.0;10.0;12.0;4.0;7.0;38.0;62.0;47.0;33.0;76.0;24.0;27.3;15.0
2519;Vrouwen;47 jaar;1960  tot 1965;72.0;11.0;87.0;77.0;11.0;88.0;12.0;13.0;4.0;9.0;31.0;69.0;49.0;37.0;75.0;25.0;27.9;13.0
2520;Vrouwen;47 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
2521;Vrouwen;47 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
2522;Vrouwen;47 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2523;Vrouwen;47 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2524;Vrouwen;47 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2525;Vrouwen;47 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2526;Vrouwen;47 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2527;Vrouwen;48 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2528;Vrouwen;48 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2529;Vrouwen;48 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2530;Vrouwen;48 jaar;1920  tot 1925;19.0;;70.0;;;;;30.0;;;;;;;49.0;51.0;34.4;
2531;Vrouwen;48 jaar;1925  tot 1930;21.0;;76.0;;;;;24.0;;;;;;;52.0;48.0;32.1;
2532;Vrouwen;48 jaar;1930  tot 1935;24.0;;79.0;;;;;21.0;;;;;;;59.0;41.0;30.3;
2533;Vrouwen;48 jaar;1935  tot 1940;29.0;;80.0;;;;;20.0;;;;;;;65.0;35.0;28.7;
2534;Vrouwen;48 jaar;1940  tot 1945;38.0;10.6;83.0;73.0;10.0;88.0;12.0;17.0;7.0;10.0;;;;;68.0;32.0;28.0;
2535;Vrouwen;48 jaar;1945  tot 1950;47.0;11.1;86.0;73.0;12.0;86.0;14.0;14.0;7.0;7.0;50.0;50.0;;;68.0;32.0;28.4;
2536;Vrouwen;48 jaar;1950  tot 1955;56.0;10.6;87.0;77.0;10.0;89.0;11.0;13.0;6.0;7.0;43.0;57.0;42.0;36.0;73.0;27.0;27.6;15.0
2537;Vrouwen;48 jaar;1955  tot 1960;65.0;11.0;88.0;79.0;9.0;90.0;10.0;12.0;4.0;8.0;35.0;65.0;48.0;32.0;76.0;24.0;27.3;15.0
2538;Vrouwen;48 jaar;1960  tot 1965;72.0;11.5;87.0;78.0;10.0;88.0;12.0;13.0;4.0;9.0;29.0;71.0;;;74.0;26.0;27.9;
2539;Vrouwen;48 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
2540;Vrouwen;48 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
2541;Vrouwen;48 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
2542;Vrouwen;48 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
2543;Vrouwen;48 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
2544;Vrouwen;48 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
2545;Vrouwen;48 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
2546;Vrouwen;49 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
2547;Vrouwen;49 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
2548;Vrouwen;49 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
2549;Vrouwen;49 jaar;1920  tot 1925;18.0;;73.0;;;;;27.0;;;;;;;47.0;53.0;33.8;
