ID;Bestemmingen;Perioden;Wegingscoefficienten_1;Prijsindexcijfers_2
2619;  Frankrijk              per auto;  april     1994;34.0;88.0
2620;  Frankrijk              per auto;  mei       1994;34.0;87.0
2621;  Frankrijk              per auto;  juni      1994;34.0;104.0
2622;  Frankrijk              per auto;  juli      1994;34.0;149.0
2623;  Frankrijk              per auto;  augustus  1994;34.0;157.0
2624;  Frankrijk              per auto;  september 1994;34.0;97.0
2625;  Frankrijk              per auto;  oktober   1994;34.0;80.0
2626;  Frankrijk              per auto;winter  1995;19.0;126.0
2627;  Frankrijk              per auto;  december  1994;19.0;130.0
2628;  Frankrijk              per auto;  januari   1995;19.0;99.0
2629;  Frankrijk              per auto;  februari  1995;19.0;149.0
2630;  Frankrijk              per auto;  maart     1995;19.0;124.0
2631;  Frankrijk              per auto;zomer   1995;34.0;112.0
2632;  Frankrijk              per auto;  april     1995;34.0;89.0
2633;  Frankrijk              per auto;  mei       1995;34.0;89.0
2634;  Frankrijk              per auto;  juni      1995;34.0;107.0
2635;  Frankrijk              per auto;  juli      1995;34.0;164.0
2636;  Frankrijk              per auto;  augustus  1995;34.0;162.0
2637;  Frankrijk              per auto;  september 1995;34.0;92.0
2638;  Frankrijk              per auto;  oktober   1995;34.0;83.0
2639;  Frankrijk              per auto;winter  1996;;
2640;  Frankrijk              per auto;  december  1995;19.0;118.0
2641;  Frankrijk              per auto;  januari   1996;19.0;98.0
2642;  Frankrijk              per auto;  februari  1996;19.0;135.0
2643;  Frankrijk              per auto;  maart     1996;19.0;129.0
2644;  Frankrijk              per auto;zomer   1996;34.0;110.0
2645;  Frankrijk              per auto;  april     1996;34.0;90.0
2646;  Frankrijk              per auto;  mei       1996;34.0;90.0
2647;  Frankrijk              per auto;  juni      1996;34.0;107.0
2648;  Frankrijk              per auto;  juli      1996;34.0;157.0
2649;  Frankrijk              per auto;  augustus  1996;34.0;155.0
2650;  Frankrijk              per auto;  september 1996;34.0;91.0
2651;  Frankrijk              per auto;  oktober   1996;34.0;82.0
2652;  Frankrijk              per touringcar;winter  1985;;
2653;  Frankrijk              per touringcar;  december  1984;;
2654;  Frankrijk              per touringcar;  januari   1985;;
2655;  Frankrijk              per touringcar;  februari  1985;;
2656;  Frankrijk              per touringcar;  maart     1985;;
2657;  Frankrijk              per touringcar;zomer   1985;26.0;85.0
2658;  Frankrijk              per touringcar;  april     1985;26.0;85.0
2659;  Frankrijk              per touringcar;  mei       1985;26.0;85.0
2660;  Frankrijk              per touringcar;  juni      1985;26.0;85.0
2661;  Frankrijk              per touringcar;  juli      1985;26.0;85.0
2662;  Frankrijk              per touringcar;  augustus  1985;26.0;85.0
2663;  Frankrijk              per touringcar;  september 1985;26.0;85.0
2664;  Frankrijk              per touringcar;  oktober   1985;26.0;85.0
2665;  Frankrijk              per touringcar;winter  1986;;
2666;  Frankrijk              per touringcar;  december  1985;;
2667;  Frankrijk              per touringcar;  januari   1986;;
2668;  Frankrijk              per touringcar;  februari  1986;;
2669;  Frankrijk              per touringcar;  maart     1986;;
2670;  Frankrijk              per touringcar;zomer   1986;26.0;93.0
2671;  Frankrijk              per touringcar;  april     1986;26.0;89.0
2672;  Frankrijk              per touringcar;  mei       1986;26.0;92.0
2673;  Frankrijk              per touringcar;  juni      1986;26.0;93.0
2674;  Frankrijk              per touringcar;  juli      1986;26.0;99.0
2675;  Frankrijk              per touringcar;  augustus  1986;26.0;96.0
2676;  Frankrijk              per touringcar;  september 1986;26.0;91.0
2677;  Frankrijk              per touringcar;  oktober   1986;26.0;88.0
2678;  Frankrijk              per touringcar;winter  1987;;
2679;  Frankrijk              per touringcar;  december  1986;;
2680;  Frankrijk              per touringcar;  januari   1987;;
2681;  Frankrijk              per touringcar;  februari  1987;;
2682;  Frankrijk              per touringcar;  maart     1987;;
2683;  Frankrijk              per touringcar;zomer   1987;26.0;93.0
2684;  Frankrijk              per touringcar;  april     1987;26.0;88.0
2685;  Frankrijk              per touringcar;  mei       1987;26.0;92.0
2686;  Frankrijk              per touringcar;  juni      1987;26.0;93.0
2687;  Frankrijk              per touringcar;  juli      1987;26.0;98.0
2688;  Frankrijk              per touringcar;  augustus  1987;26.0;96.0
2689;  Frankrijk              per touringcar;  september 1987;26.0;92.0
2690;  Frankrijk              per touringcar;  oktober   1987;26.0;89.0
2691;  Frankrijk              per touringcar;winter  1988;;
2692;  Frankrijk              per touringcar;  december  1987;;
2693;  Frankrijk              per touringcar;  januari   1988;;
2694;  Frankrijk              per touringcar;  februari  1988;;
2695;  Frankrijk              per touringcar;  maart     1988;;
2696;  Frankrijk              per touringcar;zomer   1988;26.0;96.0
2697;  Frankrijk              per touringcar;  april     1988;26.0;92.0
2698;  Frankrijk              per touringcar;  mei       1988;26.0;95.0
2699;  Frankrijk              per touringcar;  juni      1988;26.0;97.0
2700;  Frankrijk              per touringcar;  juli      1988;26.0;100.0
2701;  Frankrijk              per touringcar;  augustus  1988;26.0;99.0
2702;  Frankrijk              per touringcar;  september 1988;26.0;95.0
2703;  Frankrijk              per touringcar;  oktober   1988;26.0;93.0
2704;  Frankrijk              per touringcar;winter  1989;;
2705;  Frankrijk              per touringcar;  december  1988;;
2706;  Frankrijk              per touringcar;  januari   1989;;
2707;  Frankrijk              per touringcar;  februari  1989;;
2708;  Frankrijk              per touringcar;  maart     1989;;
2709;  Frankrijk              per touringcar;zomer   1989;26.0;96.0
2710;  Frankrijk              per touringcar;  april     1989;26.0;91.0
2711;  Frankrijk              per touringcar;  mei       1989;26.0;95.0
2712;  Frankrijk              per touringcar;  juni      1989;26.0;96.0
2713;  Frankrijk              per touringcar;  juli      1989;26.0;101.0
2714;  Frankrijk              per touringcar;  augustus  1989;26.0;100.0
2715;  Frankrijk              per touringcar;  september 1989;26.0;95.0
2716;  Frankrijk              per touringcar;  oktober   1989;26.0;93.0
2717;  Frankrijk              per touringcar;winter  1990;;
2718;  Frankrijk              per touringcar;  december  1989;;
2719;  Frankrijk              per touringcar;  januari   1990;;
2720;  Frankrijk              per touringcar;  februari  1990;;
2721;  Frankrijk              per touringcar;  maart     1990;;
2722;  Frankrijk              per touringcar;zomer   1990;26.0;100.0
2723;  Frankrijk              per touringcar;  april     1990;26.0;100.0
2724;  Frankrijk              per touringcar;  mei       1990;26.0;100.0
2725;  Frankrijk              per touringcar;  juni      1990;26.0;100.0
2726;  Frankrijk              per touringcar;  juli      1990;26.0;100.0
2727;  Frankrijk              per touringcar;  augustus  1990;26.0;100.0
2728;  Frankrijk              per touringcar;  september 1990;26.0;100.0
2729;  Frankrijk              per touringcar;  oktober   1990;26.0;100.0
2730;  Frankrijk              per touringcar;winter  1991;;
2731;  Frankrijk              per touringcar;  december  1990;;
2732;  Frankrijk              per touringcar;  januari   1991;;
2733;  Frankrijk              per touringcar;  februari  1991;;
2734;  Frankrijk              per touringcar;  maart     1991;;
2735;  Frankrijk              per touringcar;zomer   1991;26.0;106.0
2736;  Frankrijk              per touringcar;  april     1991;26.0;98.0
2737;  Frankrijk              per touringcar;  mei       1991;26.0;101.0
2738;  Frankrijk              per touringcar;  juni      1991;26.0;107.0
2739;  Frankrijk              per touringcar;  juli      1991;26.0;117.0
2740;  Frankrijk              per touringcar;  augustus  1991;26.0;113.0
2741;  Frankrijk              per touringcar;  september 1991;26.0;103.0
2742;  Frankrijk              per touringcar;  oktober   1991;26.0;101.0
2743;  Frankrijk              per touringcar;winter  1992;;
2744;  Frankrijk              per touringcar;  december  1991;;
2745;  Frankrijk              per touringcar;  januari   1992;;
2746;  Frankrijk              per touringcar;  februari  1992;;
2747;  Frankrijk              per touringcar;  maart     1992;;
2748;  Frankrijk              per touringcar;zomer   1992;26.0;108.0
2749;  Frankrijk              per touringcar;  april     1992;26.0;102.0
2750;  Frankrijk              per touringcar;  mei       1992;26.0;105.0
2751;  Frankrijk              per touringcar;  juni      1992;26.0;109.0
2752;  Frankrijk              per touringcar;  juli      1992;26.0;117.0
2753;  Frankrijk              per touringcar;  augustus  1992;26.0;113.0
2754;  Frankrijk              per touringcar;  september 1992;26.0;107.0
2755;  Frankrijk              per touringcar;  oktober   1992;26.0;105.0
2756;  Frankrijk              per touringcar;winter  1993;;
2757;  Frankrijk              per touringcar;  december  1992;;
2758;  Frankrijk              per touringcar;  januari   1993;;
2759;  Frankrijk              per touringcar;  februari  1993;;
2760;  Frankrijk              per touringcar;  maart     1993;;
2761;  Frankrijk              per touringcar;zomer   1993;26.0;110.0
2762;  Frankrijk              per touringcar;  april     1993;26.0;105.0
2763;  Frankrijk              per touringcar;  mei       1993;26.0;108.0
2764;  Frankrijk              per touringcar;  juni      1993;26.0;111.0
2765;  Frankrijk              per touringcar;  juli      1993;26.0;114.0
2766;  Frankrijk              per touringcar;  augustus  1993;26.0;114.0
2767;  Frankrijk              per touringcar;  september 1993;26.0;110.0
2768;  Frankrijk              per touringcar;  oktober   1993;26.0;107.0
2769;  Frankrijk              per touringcar;winter  1994;;
2770;  Frankrijk              per touringcar;  december  1993;;
2771;  Frankrijk              per touringcar;  januari   1994;;
2772;  Frankrijk              per touringcar;  februari  1994;;
2773;  Frankrijk              per touringcar;  maart     1994;;
2774;  Frankrijk              per touringcar;zomer   1994;26.0;108.0
2775;  Frankrijk              per touringcar;  april     1994;26.0;105.0
2776;  Frankrijk              per touringcar;  mei       1994;26.0;106.0
2777;  Frankrijk              per touringcar;  juni      1994;26.0;109.0
2778;  Frankrijk              per touringcar;  juli      1994;26.0;112.0
2779;  Frankrijk              per touringcar;  augustus  1994;26.0;112.0
2780;  Frankrijk              per touringcar;  september 1994;26.0;110.0
2781;  Frankrijk              per touringcar;  oktober   1994;26.0;106.0
2782;  Frankrijk              per touringcar;winter  1995;;
2783;  Frankrijk              per touringcar;  december  1994;;
