ID;BalanceSheetItemsWaterBoards;WaterBoards;Periods;BalanceSheetItemsAtYearEnd_1
2592;A121 - Land;The Netherlands;2013;243.0
2593;A121 - Land;The Netherlands;2014;277.0
2594;A121 - Land;The Netherlands;2015;274.0
2595;A121 - Land;The Netherlands;2016;272.0
2596;A121 - Land;The Netherlands;2017;280.0
2597;A121 - Land;The Netherlands;2018;289.0
2598;A121 - Land;The Netherlands;2019;303.0
2599;A121 - Land;The Netherlands;2020;318.0
2600;A121 - Land;The Netherlands;2021;317.0
2601;A121 - Land;The Netherlands;2022;324.0
2602;A121 - Land;The Netherlands;2023;346.0
2603;A121 - Land;Waterschap Groot Salland (WS);2005;
2604;A121 - Land;Waterschap Groot Salland (WS);2006;
2605;A121 - Land;Waterschap Groot Salland (WS);2007;
2606;A121 - Land;Waterschap Groot Salland (WS);2008;13.0
2607;A121 - Land;Waterschap Groot Salland (WS);2009;16.0
2608;A121 - Land;Waterschap Groot Salland (WS);2010;14.0
2609;A121 - Land;Waterschap Groot Salland (WS);2011;17.0
2610;A121 - Land;Waterschap Groot Salland (WS);2012;17.0
2611;A121 - Land;Waterschap Groot Salland (WS);2013;17.0
2612;A121 - Land;Waterschap Groot Salland (WS);2014;16.0
2613;A121 - Land;Waterschap Groot Salland (WS);2015;9.0
2614;A121 - Land;Waterschap Groot Salland (WS);2016;
2615;A121 - Land;Waterschap Groot Salland (WS);2017;
2616;A121 - Land;Waterschap Groot Salland (WS);2018;
2617;A121 - Land;Waterschap Groot Salland (WS);2019;
2618;A121 - Land;Waterschap Groot Salland (WS);2020;
2619;A121 - Land;Waterschap Groot Salland (WS);2021;
2620;A121 - Land;Waterschap Groot Salland (WS);2022;
2621;A121 - Land;Waterschap Groot Salland (WS);2023;
2622;A121 - Land;Waterschap Rijn en IJssel (WS);2005;
2623;A121 - Land;Waterschap Rijn en IJssel (WS);2006;
2624;A121 - Land;Waterschap Rijn en IJssel (WS);2007;
2625;A121 - Land;Waterschap Rijn en IJssel (WS);2008;0.0
2626;A121 - Land;Waterschap Rijn en IJssel (WS);2009;2.0
2627;A121 - Land;Waterschap Rijn en IJssel (WS);2010;2.0
2628;A121 - Land;Waterschap Rijn en IJssel (WS);2011;4.0
2629;A121 - Land;Waterschap Rijn en IJssel (WS);2012;4.0
2630;A121 - Land;Waterschap Rijn en IJssel (WS);2013;4.0
2631;A121 - Land;Waterschap Rijn en IJssel (WS);2014;6.0
2632;A121 - Land;Waterschap Rijn en IJssel (WS);2015;6.0
2633;A121 - Land;Waterschap Rijn en IJssel (WS);2016;6.0
2634;A121 - Land;Waterschap Rijn en IJssel (WS);2017;7.0
2635;A121 - Land;Waterschap Rijn en IJssel (WS);2018;7.0
2636;A121 - Land;Waterschap Rijn en IJssel (WS);2019;7.0
2637;A121 - Land;Waterschap Rijn en IJssel (WS);2020;11.0
2638;A121 - Land;Waterschap Rijn en IJssel (WS);2021;9.0
2639;A121 - Land;Waterschap Rijn en IJssel (WS);2022;9.0
2640;A121 - Land;Waterschap Rijn en IJssel (WS);2023;9.0
2641;A121 - Land;Waterschap Veluwe (WS);2005;
2642;A121 - Land;Waterschap Veluwe (WS);2006;
2643;A121 - Land;Waterschap Veluwe (WS);2007;
2644;A121 - Land;Waterschap Veluwe (WS);2008;6.0
2645;A121 - Land;Waterschap Veluwe (WS);2009;6.0
2646;A121 - Land;Waterschap Veluwe (WS);2010;7.0
2647;A121 - Land;Waterschap Veluwe (WS);2011;7.0
2648;A121 - Land;Waterschap Veluwe (WS);2012;6.0
2649;A121 - Land;Waterschap Veluwe (WS);2013;
2650;A121 - Land;Waterschap Veluwe (WS);2014;
2651;A121 - Land;Waterschap Veluwe (WS);2015;
2652;A121 - Land;Waterschap Veluwe (WS);2016;
2653;A121 - Land;Waterschap Veluwe (WS);2017;
2654;A121 - Land;Waterschap Veluwe (WS);2018;
2655;A121 - Land;Waterschap Veluwe (WS);2019;
2656;A121 - Land;Waterschap Veluwe (WS);2020;
2657;A121 - Land;Waterschap Veluwe (WS);2021;
2658;A121 - Land;Waterschap Veluwe (WS);2022;
2659;A121 - Land;Waterschap Veluwe (WS);2023;
2660;A121 - Land;Waterschap Vallei & Eem (WS);2005;
2661;A121 - Land;Waterschap Vallei & Eem (WS);2006;
2662;A121 - Land;Waterschap Vallei & Eem (WS);2007;
2663;A121 - Land;Waterschap Vallei & Eem (WS);2008;0.0
2664;A121 - Land;Waterschap Vallei & Eem (WS);2009;2.0
2665;A121 - Land;Waterschap Vallei & Eem (WS);2010;2.0
2666;A121 - Land;Waterschap Vallei & Eem (WS);2011;2.0
2667;A121 - Land;Waterschap Vallei & Eem (WS);2012;2.0
2668;A121 - Land;Waterschap Vallei & Eem (WS);2013;
2669;A121 - Land;Waterschap Vallei & Eem (WS);2014;
2670;A121 - Land;Waterschap Vallei & Eem (WS);2015;
2671;A121 - Land;Waterschap Vallei & Eem (WS);2016;
2672;A121 - Land;Waterschap Vallei & Eem (WS);2017;
2673;A121 - Land;Waterschap Vallei & Eem (WS);2018;
2674;A121 - Land;Waterschap Vallei & Eem (WS);2019;
2675;A121 - Land;Waterschap Vallei & Eem (WS);2020;
2676;A121 - Land;Waterschap Vallei & Eem (WS);2021;
2677;A121 - Land;Waterschap Vallei & Eem (WS);2022;
2678;A121 - Land;Waterschap Vallei & Eem (WS);2023;
2679;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2005;
2680;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2006;
2681;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2007;
2682;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2008;19.0
2683;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2009;5.0
2684;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2010;5.0
2685;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2011;5.0
2686;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2012;5.0
2687;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2013;5.0
2688;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2014;36.0
2689;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2015;36.0
2690;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2016;35.0
2691;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2017;
2692;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2018;
2693;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2019;
2694;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2020;
2695;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2021;
2696;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2022;
2697;A121 - Land;Hhs Amstel, Gooi en Vecht (WS);2023;
2698;A121 - Land;Waterschap Regge & Dinkel (WS);2005;
2699;A121 - Land;Waterschap Regge & Dinkel (WS);2006;
2700;A121 - Land;Waterschap Regge & Dinkel (WS);2007;
2701;A121 - Land;Waterschap Regge & Dinkel (WS);2008;0.0
2702;A121 - Land;Waterschap Regge & Dinkel (WS);2009;0.0
2703;A121 - Land;Waterschap Regge & Dinkel (WS);2010;0.0
2704;A121 - Land;Waterschap Regge & Dinkel (WS);2011;0.0
2705;A121 - Land;Waterschap Regge & Dinkel (WS);2012;0.0
2706;A121 - Land;Waterschap Regge & Dinkel (WS);2013;0.0
2707;A121 - Land;Waterschap Regge & Dinkel (WS);2014;
2708;A121 - Land;Waterschap Regge & Dinkel (WS);2015;
2709;A121 - Land;Waterschap Regge & Dinkel (WS);2016;
2710;A121 - Land;Waterschap Regge & Dinkel (WS);2017;
2711;A121 - Land;Waterschap Regge & Dinkel (WS);2018;
2712;A121 - Land;Waterschap Regge & Dinkel (WS);2019;
2713;A121 - Land;Waterschap Regge & Dinkel (WS);2020;
2714;A121 - Land;Waterschap Regge & Dinkel (WS);2021;
2715;A121 - Land;Waterschap Regge & Dinkel (WS);2022;
2716;A121 - Land;Waterschap Regge & Dinkel (WS);2023;
2717;A121 - Land;Hoogheemraadschap van Delfland (WS);2005;
2718;A121 - Land;Hoogheemraadschap van Delfland (WS);2006;
2719;A121 - Land;Hoogheemraadschap van Delfland (WS);2007;
2720;A121 - Land;Hoogheemraadschap van Delfland (WS);2008;71.0
2721;A121 - Land;Hoogheemraadschap van Delfland (WS);2009;79.0
2722;A121 - Land;Hoogheemraadschap van Delfland (WS);2010;75.0
2723;A121 - Land;Hoogheemraadschap van Delfland (WS);2011;74.0
2724;A121 - Land;Hoogheemraadschap van Delfland (WS);2012;73.0
2725;A121 - Land;Hoogheemraadschap van Delfland (WS);2013;72.0
2726;A121 - Land;Hoogheemraadschap van Delfland (WS);2014;72.0
2727;A121 - Land;Hoogheemraadschap van Delfland (WS);2015;72.0
2728;A121 - Land;Hoogheemraadschap van Delfland (WS);2016;72.0
2729;A121 - Land;Hoogheemraadschap van Delfland (WS);2017;73.0
2730;A121 - Land;Hoogheemraadschap van Delfland (WS);2018;72.0
2731;A121 - Land;Hoogheemraadschap van Delfland (WS);2019;72.0
2732;A121 - Land;Hoogheemraadschap van Delfland (WS);2020;70.0
2733;A121 - Land;Hoogheemraadschap van Delfland (WS);2021;70.0
2734;A121 - Land;Hoogheemraadschap van Delfland (WS);2022;70.0
2735;A121 - Land;Hoogheemraadschap van Delfland (WS);2023;70.0
2736;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2005;
2737;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2006;
2738;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2007;
2739;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2008;0.0
2740;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2009;0.0
2741;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2010;0.0
2742;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2011;
2743;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2012;
2744;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2013;
2745;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2014;
2746;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2015;
2747;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2016;
2748;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2017;
2749;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2018;
2750;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2019;
2751;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2020;
2752;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2021;
2753;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2022;
2754;A121 - Land;Waterschap Zeeuws-Vlaanderen (WS);2023;
2755;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2005;
2756;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2006;
2757;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2007;
2758;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2008;0.0
2759;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2009;5.0
2760;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2010;5.0
2761;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2011;
2762;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2012;
2763;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2013;
2764;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2014;
2765;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2015;
2766;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2016;
2767;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2017;
2768;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2018;
2769;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2019;
2770;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2020;
2771;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2021;
2772;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2022;
2773;A121 - Land;Waterschap Zeeuwse Eilanden (WS);2023;
2774;A121 - Land;Waterschap De Dommel (WS);2005;
2775;A121 - Land;Waterschap De Dommel (WS);2006;
2776;A121 - Land;Waterschap De Dommel (WS);2007;
2777;A121 - Land;Waterschap De Dommel (WS);2008;5.0
2778;A121 - Land;Waterschap De Dommel (WS);2009;9.0
2779;A121 - Land;Waterschap De Dommel (WS);2010;14.0
2780;A121 - Land;Waterschap De Dommel (WS);2011;14.0
2781;A121 - Land;Waterschap De Dommel (WS);2012;15.0
2782;A121 - Land;Waterschap De Dommel (WS);2013;12.0
2783;A121 - Land;Waterschap De Dommel (WS);2014;11.0
2784;A121 - Land;Waterschap De Dommel (WS);2015;13.0
2785;A121 - Land;Waterschap De Dommel (WS);2016;11.0
2786;A121 - Land;Waterschap De Dommel (WS);2017;14.0
2787;A121 - Land;Waterschap De Dommel (WS);2018;18.0
2788;A121 - Land;Waterschap De Dommel (WS);2019;24.0
2789;A121 - Land;Waterschap De Dommel (WS);2020;27.0
2790;A121 - Land;Waterschap De Dommel (WS);2021;29.0
2791;A121 - Land;Waterschap De Dommel (WS);2022;30.0
2792;A121 - Land;Waterschap De Dommel (WS);2023;29.0
2793;A121 - Land;Waterschap Roer en Overmaas (WS);2005;
2794;A121 - Land;Waterschap Roer en Overmaas (WS);2006;
2795;A121 - Land;Waterschap Roer en Overmaas (WS);2007;
2796;A121 - Land;Waterschap Roer en Overmaas (WS);2008;3.0
2797;A121 - Land;Waterschap Roer en Overmaas (WS);2009;3.0
2798;A121 - Land;Waterschap Roer en Overmaas (WS);2010;3.0
2799;A121 - Land;Waterschap Roer en Overmaas (WS);2011;3.0
2800;A121 - Land;Waterschap Roer en Overmaas (WS);2012;3.0
2801;A121 - Land;Waterschap Roer en Overmaas (WS);2013;3.0
2802;A121 - Land;Waterschap Roer en Overmaas (WS);2014;2.0
2803;A121 - Land;Waterschap Roer en Overmaas (WS);2015;2.0
2804;A121 - Land;Waterschap Roer en Overmaas (WS);2016;2.0
2805;A121 - Land;Waterschap Roer en Overmaas (WS);2017;
2806;A121 - Land;Waterschap Roer en Overmaas (WS);2018;
2807;A121 - Land;Waterschap Roer en Overmaas (WS);2019;
2808;A121 - Land;Waterschap Roer en Overmaas (WS);2020;
2809;A121 - Land;Waterschap Roer en Overmaas (WS);2021;
2810;A121 - Land;Waterschap Roer en Overmaas (WS);2022;
2811;A121 - Land;Waterschap Roer en Overmaas (WS);2023;
2812;A121 - Land;Hoogheemraadschap van Rijnland (WS);2005;
2813;A121 - Land;Hoogheemraadschap van Rijnland (WS);2006;
2814;A121 - Land;Hoogheemraadschap van Rijnland (WS);2007;
2815;A121 - Land;Hoogheemraadschap van Rijnland (WS);2008;4.0
2816;A121 - Land;Hoogheemraadschap van Rijnland (WS);2009;4.0
2817;A121 - Land;Hoogheemraadschap van Rijnland (WS);2010;6.0
2818;A121 - Land;Hoogheemraadschap van Rijnland (WS);2011;7.0
2819;A121 - Land;Hoogheemraadschap van Rijnland (WS);2012;6.0
2820;A121 - Land;Hoogheemraadschap van Rijnland (WS);2013;4.0
2821;A121 - Land;Hoogheemraadschap van Rijnland (WS);2014;11.0
2822;A121 - Land;Hoogheemraadschap van Rijnland (WS);2015;4.0
2823;A121 - Land;Hoogheemraadschap van Rijnland (WS);2016;4.0
2824;A121 - Land;Hoogheemraadschap van Rijnland (WS);2017;4.0
2825;A121 - Land;Hoogheemraadschap van Rijnland (WS);2018;5.0
2826;A121 - Land;Hoogheemraadschap van Rijnland (WS);2019;5.0
2827;A121 - Land;Hoogheemraadschap van Rijnland (WS);2020;5.0
2828;A121 - Land;Hoogheemraadschap van Rijnland (WS);2021;5.0
2829;A121 - Land;Hoogheemraadschap van Rijnland (WS);2022;5.0
2830;A121 - Land;Hoogheemraadschap van Rijnland (WS);2023;4.0
2831;A121 - Land;Waterschap Rivierenland (WS);2005;
2832;A121 - Land;Waterschap Rivierenland (WS);2006;
2833;A121 - Land;Waterschap Rivierenland (WS);2007;
2834;A121 - Land;Waterschap Rivierenland (WS);2008;3.0
2835;A121 - Land;Waterschap Rivierenland (WS);2009;3.0
2836;A121 - Land;Waterschap Rivierenland (WS);2010;3.0
2837;A121 - Land;Waterschap Rivierenland (WS);2011;4.0
2838;A121 - Land;Waterschap Rivierenland (WS);2012;4.0
2839;A121 - Land;Waterschap Rivierenland (WS);2013;4.0
2840;A121 - Land;Waterschap Rivierenland (WS);2014;4.0
2841;A121 - Land;Waterschap Rivierenland (WS);2015;6.0
2842;A121 - Land;Waterschap Rivierenland (WS);2016;8.0
2843;A121 - Land;Waterschap Rivierenland (WS);2017;6.0
2844;A121 - Land;Waterschap Rivierenland (WS);2018;11.0
2845;A121 - Land;Waterschap Rivierenland (WS);2019;11.0
2846;A121 - Land;Waterschap Rivierenland (WS);2020;12.0
2847;A121 - Land;Waterschap Rivierenland (WS);2021;12.0
2848;A121 - Land;Waterschap Rivierenland (WS);2022;11.0
2849;A121 - Land;Waterschap Rivierenland (WS);2023;14.0
2850;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2005;
2851;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2006;
2852;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2007;
2853;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2008;9.0
2854;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2009;10.0
2855;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2010;12.0
2856;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2011;12.0
2857;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2012;13.0
2858;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2013;13.0
2859;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2014;14.0
2860;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2015;14.0
2861;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2016;14.0
2862;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2017;16.0
2863;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2018;18.0
2864;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2019;17.0
2865;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2020;17.0
2866;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2021;18.0
2867;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2022;19.0
2868;A121 - Land;Hhs De Stichtse Rijnlanden (WS);2023;24.0
2869;A121 - Land;Waterschap Peel en Maasvallei (WS);2005;
2870;A121 - Land;Waterschap Peel en Maasvallei (WS);2006;
2871;A121 - Land;Waterschap Peel en Maasvallei (WS);2007;
2872;A121 - Land;Waterschap Peel en Maasvallei (WS);2008;3.0
2873;A121 - Land;Waterschap Peel en Maasvallei (WS);2009;2.0
2874;A121 - Land;Waterschap Peel en Maasvallei (WS);2010;5.0
2875;A121 - Land;Waterschap Peel en Maasvallei (WS);2011;8.0
2876;A121 - Land;Waterschap Peel en Maasvallei (WS);2012;7.0
2877;A121 - Land;Waterschap Peel en Maasvallei (WS);2013;6.0
2878;A121 - Land;Waterschap Peel en Maasvallei (WS);2014;6.0
2879;A121 - Land;Waterschap Peel en Maasvallei (WS);2015;4.0
2880;A121 - Land;Waterschap Peel en Maasvallei (WS);2016;7.0
2881;A121 - Land;Waterschap Peel en Maasvallei (WS);2017;
2882;A121 - Land;Waterschap Peel en Maasvallei (WS);2018;
2883;A121 - Land;Waterschap Peel en Maasvallei (WS);2019;
2884;A121 - Land;Waterschap Peel en Maasvallei (WS);2020;
2885;A121 - Land;Waterschap Peel en Maasvallei (WS);2021;
2886;A121 - Land;Waterschap Peel en Maasvallei (WS);2022;
2887;A121 - Land;Waterschap Peel en Maasvallei (WS);2023;
2888;A121 - Land;Waterschap Hunze en Aa's (WS);2005;
2889;A121 - Land;Waterschap Hunze en Aa's (WS);2006;
2890;A121 - Land;Waterschap Hunze en Aa's (WS);2007;
2891;A121 - Land;Waterschap Hunze en Aa's (WS);2008;0.0
2892;A121 - Land;Waterschap Hunze en Aa's (WS);2009;0.0
2893;A121 - Land;Waterschap Hunze en Aa's (WS);2010;0.0
2894;A121 - Land;Waterschap Hunze en Aa's (WS);2011;0.0
2895;A121 - Land;Waterschap Hunze en Aa's (WS);2012;0.0
2896;A121 - Land;Waterschap Hunze en Aa's (WS);2013;0.0
2897;A121 - Land;Waterschap Hunze en Aa's (WS);2014;0.0
2898;A121 - Land;Waterschap Hunze en Aa's (WS);2015;0.0
2899;A121 - Land;Waterschap Hunze en Aa's (WS);2016;0.0
2900;A121 - Land;Waterschap Hunze en Aa's (WS);2017;0.0
2901;A121 - Land;Waterschap Hunze en Aa's (WS);2018;0.0
2902;A121 - Land;Waterschap Hunze en Aa's (WS);2019;0.0
2903;A121 - Land;Waterschap Hunze en Aa's (WS);2020;1.0
2904;A121 - Land;Waterschap Hunze en Aa's (WS);2021;0.0
2905;A121 - Land;Waterschap Hunze en Aa's (WS);2022;0.0
2906;A121 - Land;Waterschap Hunze en Aa's (WS);2023;0.0
2907;A121 - Land;Waterschap Noorderzijlvest (WS);2005;
2908;A121 - Land;Waterschap Noorderzijlvest (WS);2006;
2909;A121 - Land;Waterschap Noorderzijlvest (WS);2007;
2910;A121 - Land;Waterschap Noorderzijlvest (WS);2008;0.0
2911;A121 - Land;Waterschap Noorderzijlvest (WS);2009;0.0
2912;A121 - Land;Waterschap Noorderzijlvest (WS);2010;0.0
2913;A121 - Land;Waterschap Noorderzijlvest (WS);2011;0.0
2914;A121 - Land;Waterschap Noorderzijlvest (WS);2012;0.0
2915;A121 - Land;Waterschap Noorderzijlvest (WS);2013;0.0
2916;A121 - Land;Waterschap Noorderzijlvest (WS);2014;0.0
2917;A121 - Land;Waterschap Noorderzijlvest (WS);2015;2.0
2918;A121 - Land;Waterschap Noorderzijlvest (WS);2016;2.0
2919;A121 - Land;Waterschap Noorderzijlvest (WS);2017;2.0
2920;A121 - Land;Waterschap Noorderzijlvest (WS);2018;2.0
2921;A121 - Land;Waterschap Noorderzijlvest (WS);2019;2.0
2922;A121 - Land;Waterschap Noorderzijlvest (WS);2020;2.0
2923;A121 - Land;Waterschap Noorderzijlvest (WS);2021;2.0
2924;A121 - Land;Waterschap Noorderzijlvest (WS);2022;2.0
2925;A121 - Land;Waterschap Noorderzijlvest (WS);2023;2.0
2926;A121 - Land;Waterschap Reest en Wieden (WS);2005;
2927;A121 - Land;Waterschap Reest en Wieden (WS);2006;
2928;A121 - Land;Waterschap Reest en Wieden (WS);2007;
2929;A121 - Land;Waterschap Reest en Wieden (WS);2008;1.0
2930;A121 - Land;Waterschap Reest en Wieden (WS);2009;1.0
2931;A121 - Land;Waterschap Reest en Wieden (WS);2010;1.0
2932;A121 - Land;Waterschap Reest en Wieden (WS);2011;1.0
2933;A121 - Land;Waterschap Reest en Wieden (WS);2012;1.0
2934;A121 - Land;Waterschap Reest en Wieden (WS);2013;2.0
2935;A121 - Land;Waterschap Reest en Wieden (WS);2014;2.0
2936;A121 - Land;Waterschap Reest en Wieden (WS);2015;2.0
2937;A121 - Land;Waterschap Reest en Wieden (WS);2016;
2938;A121 - Land;Waterschap Reest en Wieden (WS);2017;
2939;A121 - Land;Waterschap Reest en Wieden (WS);2018;
2940;A121 - Land;Waterschap Reest en Wieden (WS);2019;
2941;A121 - Land;Waterschap Reest en Wieden (WS);2020;
2942;A121 - Land;Waterschap Reest en Wieden (WS);2021;
2943;A121 - Land;Waterschap Reest en Wieden (WS);2022;
2944;A121 - Land;Waterschap Reest en Wieden (WS);2023;
2945;A121 - Land;Waterschap Velt en Vecht (WS);2005;
2946;A121 - Land;Waterschap Velt en Vecht (WS);2006;
