ID;Onderwijssoort;LevensbeschouwelijkeGrondslag;Schoolgrootte;Perioden;Onderwijsinstellingen_1;LeerlingenStudenten_2
1562;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2012/'13;0;0
1563;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2013/'14;0;0
1564;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2014/'15;0;0
1565;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2015/'16;0;0
1566;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2016/'17;0;0
1567;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2017/'18;0;0
1568;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2018/'19;0;0
1569;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2019/'20;0;0
1570;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2020/'21;0;0
1571;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2021/'22;0;0
1572;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2022/'23;0;0
1573;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2023/'24;0;0
1574;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2024/'25;0;0
1575;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;1990/'91;647;103342
1576;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;1991/'92;663;104233
1577;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;1992/'93;655;106812
1578;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;1993/'94;684;114446
1579;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;1994/'95;679;118179
1580;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;1995/'96;673;121686
1581;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;1996/'97;639;117285
1582;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;1997/'98;695;137512
1583;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;1998/'99;813;160842
1584;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;1999/'00;829;165282
1585;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2000/'01;817;165463
1586;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2001/'02;653;137408
1587;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2002/'03;690;149047
1588;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2003/'04;686;150310
1589;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2004/'05;672;151248
1590;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2005/'06;684;154276
1591;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2006/'07;675;155456
1592;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2007/'08;646;152124
1593;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2008/'09;656;153654
1594;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2009/'10;666;156097
1595;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2010/'11;662;156818
1596;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2011/'12;662;158508
1597;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2012/'13;658;160422
1598;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2013/'14;666;163776
1599;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2014/'15;675;166601
1600;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2015/'16;650;164716
1601;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2016/'17;651;165952
1602;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2017/'18;650;168474
1603;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2018/'19;650;170604
1604;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2019/'20;661;172651
1605;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2020/'21;666;174114
1606;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2021/'22;675;177736
1607;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2022/'23;688;179226
1608;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2023/'24;704;182587
1609;Totaal primair onderwijs;Overig bijzondere scholen;Totaal;2024/'25;754;195977
1610;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;1990/'91;216;12957
1611;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;1991/'92;220;13114
1612;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;1992/'93;203;12771
1613;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;1993/'94;200;12641
1614;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;1994/'95;187;12032
1615;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;1995/'96;170;10973
1616;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;1996/'97;166;11209
1617;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;1997/'98;155;10347
1618;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;1998/'99;169;11219
1619;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;1999/'00;172;11446
1620;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2000/'01;160;10921
1621;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2001/'02;115;7556
1622;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2002/'03;116;7158
1623;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2003/'04;113;7054
1624;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2004/'05;98;6376
1625;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2005/'06;117;7328
1626;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2006/'07;111;7051
1627;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2007/'08;100;6623
1628;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2008/'09;111;6955
1629;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2009/'10;122;7945
1630;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2010/'11;118;7914
1631;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2011/'12;111;7325
1632;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2012/'13;105;7219
1633;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2013/'14;101;7092
1634;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2014/'15;114;7808
1635;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2015/'16;103;7217
1636;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2016/'17;103;7363
1637;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2017/'18;97;6906
1638;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2018/'19;93;6596
1639;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2019/'20;95;6422
1640;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2020/'21;98;6605
1641;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2021/'22;90;6226
1642;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2022/'23;104;6946
1643;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2023/'24;107;7360
1644;Totaal primair onderwijs;Overig bijzondere scholen;<= 100 leerlingen/studenten;2024/'25;101;6877
1645;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;1990/'91;225;32499
1646;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;1991/'92;241;35016
1647;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;1992/'93;244;36007
1648;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;1993/'94;252;37159
1649;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;1994/'95;237;35068
1650;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;1995/'96;232;34351
1651;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;1996/'97;209;30953
1652;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;1997/'98;222;33348
1653;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;1998/'99;270;39920
1654;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;1999/'00;278;41240
1655;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2000/'01;276;41106
1656;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2001/'02;214;31902
1657;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2002/'03;219;32882
1658;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2003/'04;209;31584
1659;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2004/'05;203;30553
1660;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2005/'06;182;27507
1661;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2006/'07;181;27426
1662;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2007/'08;182;27368
1663;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2008/'09;182;27517
1664;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2009/'10;177;26982
1665;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2010/'11;170;25521
1666;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2011/'12;175;26219
1667;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2012/'13;176;26493
1668;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2013/'14;184;27928
1669;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2014/'15;174;26681
1670;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2015/'16;173;26437
1671;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2016/'17;177;27746
1672;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2017/'18;182;28293
1673;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2018/'19;172;26428
1674;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2019/'20;184;28235
1675;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2020/'21;174;26892
1676;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2021/'22;183;28286
1677;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2022/'23;176;27482
1678;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2023/'24;184;28403
1679;Totaal primair onderwijs;Overig bijzondere scholen;101 - 200 leerlingen/studenten;2024/'25;214;33057
1680;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;1990/'91;201;55022
1681;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;1991/'92;197;53276
1682;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;1992/'93;204;55728
1683;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;1993/'94;225;60859
1684;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;1994/'95;246;66177
1685;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;1995/'96;264;72368
1686;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;1996/'97;255;69977
1687;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;1997/'98;303;85440
1688;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;1998/'99;360;101512
1689;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;1999/'00;364;103628
1690;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2000/'01;366;104298
1691;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2001/'02;307;87537
1692;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2002/'03;333;95681
1693;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2003/'04;343;98539
1694;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2004/'05;347;99372
1695;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2005/'06;358;102415
1696;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2006/'07;355;102738
1697;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2007/'08;328;94834
1698;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2008/'09;328;95724
1699;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2009/'10;333;97887
1700;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2010/'11;337;97914
1701;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2011/'12;338;98530
1702;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2012/'13;341;100777
1703;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2013/'14;341;100162
1704;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2014/'15;347;102759
1705;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2015/'16;335;100212
1706;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2016/'17;330;98876
1707;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2017/'18;329;99635
1708;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2018/'19;340;102084
1709;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2019/'20;335;101373
1710;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2020/'21;348;104887
1711;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2021/'22;354;106214
1712;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2022/'23;363;108933
1713;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2023/'24;369;111171
1714;Totaal primair onderwijs;Overig bijzondere scholen;201 - 500 leerlingen/studenten;2024/'25;393;119578
1715;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;1990/'91;5;2864
1716;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;1991/'92;5;2827
1717;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;1992/'93;4;2306
1718;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;1993/'94;7;3787
1719;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;1994/'95;9;4902
1720;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;1995/'96;7;3994
1721;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;1996/'97;9;5146
1722;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;1997/'98;15;8377
1723;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;1998/'99;14;8191
1724;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;1999/'00;15;8968
1725;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2000/'01;14;8114
1726;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2001/'02;16;9323
1727;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2002/'03;21;12196
1728;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2003/'04;20;11961
1729;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2004/'05;23;13781
1730;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2005/'06;26;15837
1731;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2006/'07;26;15931
1732;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2007/'08;34;20846
1733;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2008/'09;31;18753
1734;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2009/'10;30;18274
1735;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2010/'11;32;19117
1736;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2011/'12;33;19887
1737;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2012/'13;31;19259
1738;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2013/'14;35;21686
1739;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2014/'15;35;22700
1740;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2015/'16;33;21817
1741;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2016/'17;34;21836
1742;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2017/'18;34;22301
1743;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2018/'19;38;24912
1744;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2019/'20;40;26100
1745;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2020/'21;39;25228
1746;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2021/'22;40;25457
1747;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2022/'23;38;25161
1748;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2023/'24;36;23868
1749;Totaal primair onderwijs;Overig bijzondere scholen;501 - 1 000 leerlingen/studenten;2024/'25;38;24810
1750;Totaal primair onderwijs;Overig bijzondere scholen;1 001 - 2 000 leerlingen/studenten;1990/'91;0;0
1751;Totaal primair onderwijs;Overig bijzondere scholen;1 001 - 2 000 leerlingen/studenten;1991/'92;0;0
1752;Totaal primair onderwijs;Overig bijzondere scholen;1 001 - 2 000 leerlingen/studenten;1992/'93;0;0
1753;Totaal primair onderwijs;Overig bijzondere scholen;1 001 - 2 000 leerlingen/studenten;1993/'94;0;0
