ID;EnergyCommodities;Periods;TotalPrimaryEnergySupplyTPES_1;IndigenousProduction_2;Imports_3;Exports_4;NetImports_5;Bunkers_6;StockChange_7;NetEnergyConsumption_8;TotalEnergyTransformationInput_9;ElectricityAndCHPTransformationInput_10;OtherTransformationInput_11;TotalEnergyTransformationOutput_12;ElectricityCHPTransformationOutput_13;OtherTransformationOutput_14;TotalNetEnergyTransformation_15;NetElectricityCHPTransformation_16;NetOtherTransformation_17;EnergySectorOwnUse_18;DistributionLosses_19;TotalFinalConsumption_20;FinalEnergyConsumption_21;NonEnergyUse_22;StatisticalDifferences_23
601;Coal products;2010 1st quarter;1.0;;2.0;0.0;2.0;;0.0;;23.0;6.0;16.0;27.0;;27.0;-4.0;6.0;-11.0;;;;;1.0;
602;Coal products;2010 2nd quarter;0.0;;2.0;2.0;0.0;;0.0;;23.0;7.0;17.0;29.0;;29.0;-6.0;7.0;-12.0;;;;;1.0;
603;Coal products;2010 3rd quarter;2.0;;3.0;1.0;2.0;;0.0;;25.0;7.0;18.0;30.0;;30.0;-5.0;7.0;-12.0;;;;;1.0;
604;Coal products;2010 4th quarter;2.0;;2.0;1.0;1.0;;1.0;;25.0;7.0;17.0;29.0;;29.0;-4.0;7.0;-12.0;;;;;1.0;
605;Coal products;2010;5.0;;9.0;5.0;5.0;;1.0;5.0;96.0;28.0;68.0;114.0;;114.0;-19.0;28.0;-47.0;;;24.0;20.0;4.0;0.0
606;Coal products;2011 1st quarter;2.0;;2.0;1.0;1.0;;0.0;;24.0;7.0;17.0;29.0;;29.0;-5.0;7.0;-12.0;;;;;1.0;
607;Coal products;2011 2nd quarter;1.0;;2.0;0.0;2.0;;-1.0;;24.0;7.0;17.0;29.0;;29.0;-5.0;7.0;-12.0;;;;;1.0;
608;Coal products;2011 3rd quarter;1.0;;2.0;1.0;1.0;;0.0;;24.0;7.0;16.0;29.0;;29.0;-5.0;7.0;-12.0;;;;;1.0;
609;Coal products;2011 4th quarter;3.0;;1.0;0.0;1.0;;2.0;;25.0;7.0;17.0;28.0;;28.0;-3.0;7.0;-11.0;;;;;1.0;
610;Coal products;2011;6.0;;7.0;2.0;5.0;;1.0;6.0;97.0;29.0;68.0;115.0;;115.0;-18.0;29.0;-47.0;;;24.0;20.0;4.0;
611;Coal products;2012 1st quarter;2.0;;1.0;0.0;1.0;;1.0;;24.0;8.0;16.0;27.0;;27.0;-3.0;8.0;-11.0;;;;;1.0;
612;Coal products;2012 2nd quarter;1.0;;2.0;0.0;1.0;;0.0;;23.0;7.0;16.0;27.0;;27.0;-4.0;7.0;-11.0;;;;;1.0;
613;Coal products;2012 3rd quarter;2.0;;4.0;2.0;2.0;;0.0;;24.0;7.0;17.0;28.0;;28.0;-4.0;7.0;-11.0;;;;;1.0;
614;Coal products;2012 4th quarter;2.0;;2.0;0.0;2.0;;1.0;;24.0;7.0;17.0;28.0;;28.0;-3.0;7.0;-10.0;;;;;1.0;
615;Coal products;2012;8.0;;9.0;3.0;6.0;;2.0;8.0;96.0;29.0;66.0;110.0;;110.0;-15.0;29.0;-44.0;;;23.0;19.0;4.0;0.0
616;Coal products;2013 1st quarter;0.0;;2.0;2.0;1.0;;-1.0;0.0;21.0;6.0;15.0;26.0;;26.0;-5.0;6.0;-11.0;;;5.0;4.0;1.0;
617;Coal products;2013 2nd quarter;1.0;;1.0;3.0;-1.0;;2.0;1.0;24.0;7.0;17.0;28.0;;28.0;-5.0;7.0;-12.0;;;6.0;5.0;1.0;
618;Coal products;2013 3rd quarter;1.0;;1.0;2.0;-1.0;;2.0;1.0;24.0;7.0;17.0;29.0;;29.0;-5.0;7.0;-12.0;;;6.0;5.0;1.0;
619;Coal products;2013 4th quarter;1.0;;2.0;3.0;-1.0;;2.0;1.0;24.0;7.0;17.0;29.0;;29.0;-5.0;7.0;-12.0;;;6.0;5.0;1.0;
620;Coal products;2013;3.0;;6.0;9.0;-3.0;;6.0;3.0;93.0;28.0;65.0;111.0;;111.0;-19.0;28.0;-46.0;;;22.0;18.0;3.0;
621;Coal products;2014 1st quarter;0.0;;3.0;5.0;-2.0;;2.0;0.0;24.0;7.0;16.0;28.0;;28.0;-5.0;7.0;-12.0;;;5.0;4.0;1.0;
622;Coal products;2014 2nd quarter;0.0;;4.0;5.0;0.0;;0.0;0.0;22.0;7.0;16.0;28.0;;28.0;-6.0;7.0;-12.0;;;5.0;4.0;1.0;0.0
623;Coal products;2014 3rd quarter;-1.0;;4.0;5.0;0.0;;0.0;-1.0;23.0;7.0;16.0;28.0;;28.0;-6.0;7.0;-12.0;;;5.0;5.0;0.0;
624;Coal products;2014 4th quarter;-1.0;;3.0;4.0;-1.0;;1.0;-1.0;24.0;7.0;16.0;29.0;;29.0;-5.0;7.0;-13.0;;;5.0;4.0;0.0;
625;Coal products;2014;-1.0;;15.0;18.0;-3.0;;2.0;-1.0;92.0;28.0;64.0;113.0;;113.0;-21.0;28.0;-49.0;;;20.0;18.0;2.0;0.0
626;Coal products;2015 1st quarter;-1.0;;4.0;4.0;0.0;;-1.0;;22.0;7.0;15.0;28.0;;28.0;-6.0;7.0;-13.0;0.0;;;;0.0;
627;Coal products;2015 2nd quarter;-1.0;;2.0;5.0;-2.0;;1.0;;23.0;7.0;16.0;29.0;;29.0;-6.0;7.0;-13.0;0.0;;;;0.0;
628;Coal products;2015 3rd quarter;-1.0;;2.0;4.0;-2.0;;1.0;;23.0;7.0;16.0;29.0;;29.0;-6.0;7.0;-13.0;0.0;;;;0.0;
629;Coal products;2015 4th quarter;-2.0;;1.0;4.0;-3.0;;1.0;;22.0;7.0;15.0;28.0;;28.0;-7.0;7.0;-13.0;0.0;;;;0.0;
630;Coal products;2015;-5.0;;10.0;17.0;-7.0;;2.0;-5.0;91.0;28.0;63.0;114.0;;114.0;-24.0;28.0;-52.0;0.0;;19.0;19.0;0.0;
631;Coal products;2016 1st quarter;-1.0;;5.0;5.0;0.0;;0.0;;21.0;7.0;14.0;29.0;;29.0;-8.0;7.0;-14.0;2.0;;;;0.0;
632;Coal products;2016 2nd quarter;-1.0;;1.0;4.0;-2.0;;2.0;;19.0;6.0;13.0;26.0;;26.0;-7.0;6.0;-13.0;2.0;;;;0.0;
633;Coal products;2016 3rd quarter;-1.0;;1.0;2.0;-1.0;;0.0;;21.0;7.0;14.0;28.0;;28.0;-8.0;7.0;-14.0;2.0;;;;0.0;
634;Coal products;2016 4th quarter;-1.0;;6.0;4.0;1.0;;-3.0;;20.0;7.0;13.0;28.0;;28.0;-8.0;7.0;-15.0;2.0;;;;0.0;
635;Coal products;2016;-3.0;;13.0;15.0;-3.0;;-1.0;-3.0;81.0;26.0;55.0;112.0;;112.0;-30.0;26.0;-57.0;8.0;;19.0;19.0;0.0;
636;Total crude and petroleum products;1946;57.0;3.0;;;70.0;12.0;-4.0;57.0;;;;;;;;;;;;;;;
637;Total crude and petroleum products;1947;78.0;9.0;;;104.0;27.0;-9.0;78.0;;;;;;;;;;;;;;;
638;Total crude and petroleum products;1948;86.0;21.0;;;100.0;30.0;-5.0;86.0;;;;;;;;;;;;;;;
639;Total crude and petroleum products;1949;102.0;27.0;;;107.0;38.0;6.0;102.0;;;;;;;;;;;;;;;
640;Total crude and petroleum products;1950;126.0;30.0;;;151.0;50.0;-5.0;126.0;;;;;;;;;;;;;;;
641;Total crude and petroleum products;1951;138.0;30.0;;;185.0;71.0;-7.0;138.0;;;;;;;;;;;;;;;
642;Total crude and petroleum products;1952;146.0;31.0;;;179.0;70.0;7.0;146.0;;;;;;;;;;;;;;;
643;Total crude and petroleum products;1953;157.0;35.0;;;187.0;69.0;5.0;157.0;;;;;;;;;;;;;;;
644;Total crude and petroleum products;1954;194.0;40.0;;;228.0;103.0;29.0;194.0;;;;;;;;;;;;;;;
645;Total crude and petroleum products;1955;226.0;44.0;;;298.0;111.0;-5.0;226.0;;;;;;;;;;;;;;;
646;Total crude and petroleum products;1956;281.0;47.0;;;356.0;123.0;1.0;281.0;;;;;;;;;;;;;;;
647;Total crude and petroleum products;1957;290.0;65.0;;;350.0;116.0;-10.0;290.0;;;;;;;;;;;;;;;
648;Total crude and petroleum products;1958;325.0;69.0;;;387.0;120.0;-12.0;325.0;;;;;;;;;;;;;;;
649;Total crude and petroleum products;1959;371.0;76.0;;;410.0;114.0;-1.0;371.0;;;;;;;;;;;;;;;
650;Total crude and petroleum products;1960;466.0;82.0;;;499.0;126.0;10.0;466.0;;;;;;;;;;;;;;;
651;Total crude and petroleum products;1961;519.0;87.0;;;636.0;169.0;-36.0;519.0;;;;;;;;;;;;;;;
652;Total crude and petroleum products;1962;586.0;92.0;;;650.0;183.0;27.0;586.0;;;;;;;;;;;;;;;
653;Total crude and petroleum products;1963;665.0;95.0;;;754.0;188.0;5.0;665.0;;;;;;;;;;;;;;;
654;Total crude and petroleum products;1964;764.0;97.0;;;905.0;214.0;-24.0;764.0;;;;;;;;;;;;;;;
655;Total crude and petroleum products;1965;868.0;102.0;;;1016.0;243.0;-7.0;868.0;;;;;;;;;;;;;;;
656;Total crude and petroleum products;1966;912.0;101.0;;;1084.0;244.0;-29.0;912.0;;;;;;;;;;;;;;;
657;Total crude and petroleum products;1967;932.0;97.0;;;1159.0;259.0;-65.0;932.0;;;;;;;;;;;;;;;
658;Total crude and petroleum products;1968;1017.0;92.0;;;1239.0;319.0;6.0;1017.0;;;;;;;;;;;;;;;
659;Total crude and petroleum products;1969;1069.0;86.0;;;1394.0;392.0;-20.0;1069.0;;;;;;;;;;;;;;;
660;Total crude and petroleum products;1970;1171.0;82.0;;;1548.0;423.0;-36.0;1171.0;;;;;;;;;;;;;;;
661;Total crude and petroleum products;1971;1151.0;73.0;;;1470.0;442.0;50.0;1151.0;;;;;;;;;;;;;;;
662;Total crude and petroleum products;1972;1228.0;70.0;;;1648.0;537.0;47.0;1228.0;;;;;;;;;;;;;;;
663;Total crude and petroleum products;1973;1261.0;67.0;;;1947.0;567.0;-186.0;1261.0;;;;;;;;;;;;;;;
664;Total crude and petroleum products;1974;1125.0;67.0;;;1435.0;460.0;83.0;1125.0;;;;;;;;;;;;;;;
665;Total crude and petroleum products;1975;985.0;67.0;4550.0;3172.0;1378.0;507.0;46.0;985.0;;95.0;;;;;115.0;95.0;20.0;;;870.0;628.0;242.0;
666;Total crude and petroleum products;1976;1134.0;66.0;5166.0;3548.0;1618.0;544.0;-7.0;1134.0;;105.0;;;;;135.0;105.0;30.0;;;1000.0;673.0;327.0;
667;Total crude and petroleum products;1977;1096.0;69.0;4881.0;3331.0;1550.0;522.0;-1.0;1095.0;;92.0;;;;;129.0;92.0;37.0;;;967.0;665.0;302.0;
668;Total crude and petroleum products;1978;1162.0;65.0;4816.0;3217.0;1599.0;534.0;32.0;1162.0;;145.0;;;;;166.0;145.0;21.0;;;997.0;670.0;327.0;
669;Total crude and petroleum products;1979;1312.0;68.0;5692.0;3908.0;1784.0;464.0;-76.0;1311.0;;253.0;;;;;276.0;253.0;23.0;;;1036.0;692.0;344.0;
670;Total crude and petroleum products;1980;1204.0;67.0;5513.0;3899.0;1614.0;445.0;-33.0;1204.0;;268.0;;;;;294.0;268.0;26.0;;;909.0;619.0;290.0;
671;Total crude and petroleum products;1981;1105.0;69.0;4891.0;3588.0;1303.0;421.0;153.0;1105.0;;271.0;;;;;292.0;271.0;21.0;;;813.0;587.0;226.0;
672;Total crude and petroleum products;1982;926.0;81.0;4830.0;3669.0;1161.0;409.0;94.0;926.0;;163.0;;;;;185.0;163.0;22.0;;;741.0;567.0;174.0;
673;Total crude and petroleum products;1983;878.0;124.0;4603.0;3505.0;1098.0;387.0;43.0;878.0;;84.0;;;;;124.0;84.0;40.0;;;755.0;576.0;179.0;
674;Total crude and petroleum products;1984;847.0;147.0;4629.0;3553.0;1076.0;368.0;-8.0;847.0;;53.0;;;;;107.0;53.0;54.0;;;739.0;559.0;180.0;
675;Total crude and petroleum products;1985;817.0;174.0;4508.0;3409.0;1099.0;419.0;-38.0;817.0;;54.0;;;;;93.0;54.0;39.0;;;724.0;545.0;179.0;
676;Total crude and petroleum products;1986;901.0;214.0;4907.0;3683.0;1224.0;463.0;-74.0;900.0;;65.0;;;;;101.0;65.0;36.0;;;799.0;554.0;245.0;
677;Total crude and petroleum products;1987;905.0;200.0;4685.0;3566.0;1119.0;459.0;44.0;904.0;;67.0;;;;;102.0;67.0;35.0;;;802.0;558.0;244.0;
678;Total crude and petroleum products;1988;948.0;183.0;5009.0;3762.0;1247.0;509.0;27.0;948.0;;70.0;;;;;114.0;70.0;44.0;;;834.0;564.0;270.0;
679;Total crude and petroleum products;1989;935.0;163.0;5320.0;3998.0;1322.0;498.0;-53.0;935.0;;62.0;;;;;98.0;62.0;36.0;;;837.0;608.0;229.0;
680;Total crude and petroleum products;1990;1073.0;175.0;5394.0;3986.0;1408.0;520.0;9.0;1063.0;2428.0;61.0;2367.0;2350.0;;2350.0;78.0;61.0;17.0;110.0;;875.0;530.0;345.0;10.0
681;Total crude and petroleum products;1991;1063.0;169.0;5709.0;4273.0;1436.0;534.0;-8.0;1048.0;2561.0;60.0;2501.0;2478.0;;2478.0;83.0;60.0;23.0;112.0;;853.0;527.0;326.0;16.0
682;Total crude and petroleum products;1992;1078.0;153.0;5586.0;4080.0;1506.0;545.0;-35.0;1062.0;2603.0;59.0;2544.0;2518.0;;2518.0;85.0;59.0;25.0;107.0;;871.0;544.0;327.0;16.0
683;Total crude and petroleum products;1993;1083.0;153.0;5676.0;4217.0;1459.0;534.0;4.0;1071.0;2621.0;56.0;2565.0;2542.0;;2542.0;79.0;56.0;23.0;114.0;;878.0;565.0;313.0;12.0
684;Total crude and petroleum products;1994;1113.0;199.0;5591.0;4092.0;1499.0;551.0;-35.0;1102.0;2664.0;61.0;2602.0;2582.0;;2582.0;82.0;61.0;20.0;116.0;;905.0;555.0;349.0;11.0
685;Total crude and petroleum products;1995 1st quarter;280.0;44.0;1274.0;987.0;287.0;127.0;76.0;;669.0;15.0;654.0;649.0;;649.0;21.0;15.0;5.0;28.0;;;;93.0;
686;Total crude and petroleum products;1995 2nd quarter;283.0;41.0;1385.0;995.0;390.0;141.0;-7.0;;734.0;15.0;719.0;709.0;;709.0;26.0;15.0;10.0;27.0;;;;89.0;
687;Total crude and petroleum products;1995 3rd quarter;278.0;37.0;1436.0;999.0;437.0;149.0;-48.0;;713.0;15.0;697.0;685.0;;685.0;27.0;15.0;12.0;29.0;;;;87.0;
688;Total crude and petroleum products;1995 4th quarter;297.0;40.0;1384.0;1044.0;339.0;141.0;58.0;;741.0;15.0;725.0;718.0;;718.0;23.0;15.0;7.0;29.0;;;;95.0;
689;Total crude and petroleum products;1995;1138.0;162.0;5479.0;4025.0;1454.0;557.0;79.0;1124.0;2857.0;61.0;2795.0;2760.0;;2760.0;96.0;61.0;35.0;113.0;;916.0;551.0;364.0;14.0
690;Total crude and petroleum products;1996 1st quarter;285.0;43.0;1395.0;1070.0;326.0;144.0;61.0;;740.0;17.0;723.0;713.0;;713.0;27.0;17.0;10.0;28.0;;;;86.0;
691;Total crude and petroleum products;1996 2nd quarter;291.0;36.0;1448.0;1001.0;447.0;146.0;-46.0;;740.0;15.0;725.0;718.0;;718.0;23.0;15.0;8.0;28.0;;;;91.0;
692;Total crude and petroleum products;1996 3rd quarter;293.0;32.0;1424.0;1046.0;378.0;147.0;29.0;;735.0;16.0;719.0;708.0;;708.0;27.0;16.0;11.0;27.0;;;;96.0;
693;Total crude and petroleum products;1996 4th quarter;300.0;37.0;1555.0;1094.0;461.0;146.0;-52.0;;737.0;16.0;722.0;713.0;;713.0;24.0;16.0;8.0;25.0;;;;95.0;
694;Total crude and petroleum products;1996;1169.0;147.0;5823.0;4211.0;1612.0;583.0;-7.0;1153.0;2953.0;63.0;2890.0;2852.0;;2852.0;101.0;63.0;38.0;109.0;;944.0;576.0;368.0;16.0
695;Total crude and petroleum products;1997 1st quarter;278.0;39.0;1440.0;1066.0;374.0;147.0;12.0;;719.0;12.0;707.0;695.0;;695.0;24.0;12.0;12.0;21.0;;;;92.0;
696;Total crude and petroleum products;1997 2nd quarter;306.0;34.0;1519.0;1099.0;420.0;159.0;11.0;;761.0;16.0;745.0;733.0;;733.0;28.0;16.0;12.0;25.0;;;;99.0;
697;Total crude and petroleum products;1997 3rd quarter;293.0;33.0;1549.0;1090.0;459.0;163.0;-36.0;;731.0;19.0;712.0;700.0;;700.0;30.0;19.0;12.0;28.0;;;;97.0;
698;Total crude and petroleum products;1997 4th quarter;294.0;36.0;1523.0;1103.0;420.0;158.0;-5.0;;699.0;13.0;686.0;674.0;;674.0;25.0;13.0;12.0;24.0;;;;94.0;
699;Total crude and petroleum products;1997;1171.0;141.0;6032.0;4358.0;1674.0;627.0;-17.0;1156.0;2909.0;60.0;2849.0;2802.0;;2802.0;107.0;60.0;47.0;98.0;;950.0;568.0;382.0;15.0
700;Total crude and petroleum products;1998 1st quarter;292.0;36.0;1520.0;1077.0;443.0;147.0;-40.0;;745.0;17.0;728.0;717.0;;717.0;28.0;17.0;11.0;24.0;;;;96.0;
701;Total crude and petroleum products;1998 2nd quarter;292.0;31.0;1514.0;1063.0;451.0;157.0;-33.0;;706.0;16.0;691.0;674.0;;674.0;32.0;16.0;16.0;20.0;;;;93.0;
702;Total crude and petroleum products;1998 3rd quarter;287.0;28.0;1515.0;1101.0;414.0;161.0;7.0;;771.0;16.0;755.0;741.0;;741.0;30.0;16.0;14.0;23.0;;;;92.0;
703;Total crude and petroleum products;1998 4th quarter;307.0;34.0;1508.0;1091.0;417.0;168.0;25.0;;772.0;15.0;757.0;739.0;;739.0;33.0;15.0;18.0;24.0;;;;87.0;
704;Total crude and petroleum products;1998;1180.0;129.0;6060.0;4333.0;1726.0;634.0;-41.0;1166.0;2994.0;63.0;2931.0;2871.0;;2871.0;123.0;63.0;60.0;91.0;;953.0;575.0;377.0;14.0
705;Total crude and petroleum products;1999 1st quarter;284.0;35.0;1484.0;1086.0;398.0;158.0;9.0;;721.0;15.0;707.0;694.0;;694.0;27.0;15.0;12.0;22.0;;;;92.0;
706;Total crude and petroleum products;1999 2nd quarter;302.0;30.0;1484.0;1033.0;451.0;170.0;-10.0;;715.0;15.0;701.0;685.0;;685.0;30.0;15.0;16.0;20.0;;;;99.0;
707;Total crude and petroleum products;1999 3rd quarter;288.0;28.0;1433.0;1036.0;397.0;165.0;28.0;;711.0;14.0;697.0;682.0;;682.0;29.0;14.0;15.0;20.0;;;;93.0;
708;Total crude and petroleum products;1999 4th quarter;306.0;29.0;1475.0;1126.0;349.0;167.0;95.0;;704.0;12.0;692.0;678.0;;678.0;26.0;12.0;14.0;19.0;;;;100.0;
709;Total crude and petroleum products;1999;1179.0;122.0;5875.0;4281.0;1594.0;660.0;122.0;1171.0;2851.0;55.0;2796.0;2739.0;;2739.0;112.0;55.0;57.0;80.0;;979.0;593.0;385.0;8.0
710;Total crude and petroleum products;2000 1st quarter;292.0;32.0;1495.0;1085.0;410.0;157.0;8.0;;707.0;14.0;693.0;683.0;;683.0;24.0;14.0;10.0;23.0;;;;96.0;
711;Total crude and petroleum products;2000 2nd quarter;284.0;28.0;1517.0;1019.0;498.0;179.0;-64.0;;662.0;10.0;652.0;640.0;;640.0;22.0;10.0;12.0;20.0;;;;91.0;
712;Total crude and petroleum products;2000 3rd quarter;300.0;26.0;1638.0;1165.0;472.0;177.0;-21.0;;726.0;14.0;712.0;695.0;;695.0;31.0;14.0;17.0;21.0;;;;106.0;
713;Total crude and petroleum products;2000 4th quarter;300.0;29.0;1615.0;1158.0;456.0;175.0;-10.0;;772.0;13.0;759.0;742.0;;742.0;29.0;13.0;16.0;21.0;;;;98.0;
714;Total crude and petroleum products;2000;1177.0;115.0;6264.0;4428.0;1837.0;689.0;-86.0;1167.0;2867.0;52.0;2815.0;2760.0;;2760.0;106.0;52.0;55.0;84.0;;976.0;585.0;391.0;10.0
715;Total crude and petroleum products;2001 1st quarter;301.0;30.0;1590.0;1097.0;493.0;176.0;-46.0;;728.0;14.0;714.0;697.0;;697.0;31.0;14.0;17.0;22.0;;;;100.0;
716;Total crude and petroleum products;2001 2nd quarter;314.0;24.0;1538.0;1105.0;433.0;183.0;40.0;;722.0;13.0;709.0;693.0;;693.0;29.0;13.0;16.0;21.0;;;;110.0;
717;Total crude and petroleum products;2001 3rd quarter;295.0;22.0;1657.0;1164.0;493.0;181.0;-40.0;;706.0;12.0;694.0;677.0;;677.0;29.0;12.0;17.0;21.0;;;;101.0;
718;Total crude and petroleum products;2001 4th quarter;307.0;33.0;1512.0;1082.0;430.0;197.0;42.0;;711.0;12.0;699.0;685.0;;685.0;26.0;12.0;14.0;21.0;;;;100.0;
719;Total crude and petroleum products;2001;1217.0;109.0;6296.0;4447.0;1849.0;736.0;-4.0;1204.0;2866.0;51.0;2816.0;2752.0;;2752.0;114.0;51.0;64.0;84.0;;1005.0;594.0;411.0;13.0
720;Total crude and petroleum products;2002 1st quarter;306.0;37.0;1607.0;1142.0;464.0;176.0;-19.0;;726.0;12.0;714.0;699.0;;699.0;26.0;12.0;14.0;21.0;;;;110.0;
721;Total crude and petroleum products;2002 2nd quarter;300.0;36.0;1591.0;1137.0;453.0;196.0;7.0;;654.0;10.0;643.0;630.0;;630.0;23.0;10.0;13.0;17.0;;;;102.0;
722;Total crude and petroleum products;2002 3rd quarter;317.0;33.0;1569.0;1148.0;421.0;186.0;49.0;;675.0;12.0;664.0;650.0;;650.0;25.0;12.0;14.0;20.0;;;;118.0;
723;Total crude and petroleum products;2002 4th quarter;330.0;36.0;1621.0;1166.0;455.0;180.0;18.0;;699.0;12.0;687.0;672.0;;672.0;27.0;12.0;16.0;19.0;;;;118.0;
724;Total crude and petroleum products;2002;1254.0;142.0;6388.0;4594.0;1793.0;737.0;55.0;1242.0;2754.0;45.0;2708.0;2652.0;;2652.0;102.0;45.0;57.0;76.0;;1063.0;615.0;449.0;12.0
725;Total crude and petroleum products;2003 1st quarter;320.0;38.0;1525.0;1131.0;395.0;164.0;52.0;;686.0;12.0;675.0;659.0;;659.0;28.0;12.0;16.0;19.0;;;;113.0;
726;Total crude and petroleum products;2003 2nd quarter;332.0;34.0;1705.0;1174.0;531.0;172.0;-61.0;;731.0;12.0;719.0;703.0;;703.0;28.0;12.0;16.0;20.0;;;;126.0;
727;Total crude and petroleum products;2003 3rd quarter;346.0;31.0;1679.0;1157.0;522.0;179.0;-28.0;;756.0;11.0;745.0;727.0;;727.0;29.0;11.0;17.0;21.0;;;;139.0;
728;Total crude and petroleum products;2003 4th quarter;345.0;39.0;1610.0;1186.0;424.0;182.0;64.0;;688.0;11.0;677.0;661.0;;661.0;27.0;11.0;16.0;20.0;;;;130.0;
729;Total crude and petroleum products;2003;1343.0;142.0;6520.0;4648.0;1871.0;698.0;28.0;1324.0;2861.0;46.0;2815.0;2750.0;;2750.0;112.0;46.0;66.0;80.0;;1133.0;625.0;508.0;19.0
730;Total crude and petroleum products;2004 1st quarter;340.0;38.0;1761.0;1229.0;531.0;179.0;-50.0;;777.0;12.0;764.0;748.0;;748.0;29.0;12.0;17.0;22.0;;;;133.0;
731;Total crude and petroleum products;2004 2nd quarter;341.0;32.0;1709.0;1245.0;464.0;191.0;36.0;;787.0;12.0;775.0;759.0;;759.0;28.0;12.0;17.0;22.0;;;;130.0;
732;Total crude and petroleum products;2004 3rd quarter;336.0;32.0;1789.0;1251.0;538.0;191.0;-43.0;;756.0;11.0;745.0;729.0;;729.0;27.0;11.0;16.0;22.0;;;;131.0;
733;Total crude and petroleum products;2004 4th quarter;345.0;26.0;1709.0;1208.0;502.0;197.0;14.0;;689.0;11.0;679.0;666.0;;666.0;23.0;11.0;13.0;21.0;;;;136.0;
734;Total crude and petroleum products;2004;1362.0;129.0;6968.0;4933.0;2035.0;758.0;-44.0;1351.0;3009.0;46.0;2963.0;2901.0;;2901.0;108.0;46.0;62.0;87.0;;1157.0;627.0;530.0;11.0
735;Total crude and petroleum products;2005 1st quarter;330.0;33.0;1736.0;1248.0;488.0;184.0;-5.0;;739.0;10.0;729.0;717.0;;717.0;22.0;10.0;12.0;25.0;;;;129.0;
736;Total crude and petroleum products;2005 2nd quarter;342.0;30.0;1821.0;1257.0;565.0;210.0;-43.0;;790.0;11.0;780.0;764.0;;764.0;26.0;11.0;15.0;23.0;;;;130.0;
737;Total crude and petroleum products;2005 3rd quarter;337.0;27.0;1822.0;1306.0;516.0;211.0;5.0;;755.0;10.0;745.0;733.0;;733.0;22.0;10.0;12.0;23.0;;;;137.0;
738;Total crude and petroleum products;2005 4th quarter;347.0;18.0;1864.0;1328.0;536.0;201.0;-6.0;;795.0;10.0;786.0;769.0;;769.0;26.0;10.0;17.0;19.0;;;;139.0;
739;Total crude and petroleum products;2005;1356.0;107.0;7243.0;5139.0;2104.0;806.0;-50.0;1342.0;3080.0;41.0;3039.0;2983.0;;2983.0;96.0;41.0;55.0;90.0;;1156.0;621.0;535.0;13.0
740;Total crude and petroleum products;2006 1st quarter;335.0;29.0;1861.0;1332.0;530.0;198.0;-26.0;;760.0;10.0;749.0;739.0;;739.0;21.0;10.0;10.0;21.0;;;;129.0;
741;Total crude and petroleum products;2006 2nd quarter;331.0;24.0;1865.0;1329.0;536.0;211.0;-19.0;;731.0;10.0;721.0;715.0;;715.0;15.0;10.0;6.0;19.0;;;;126.0;
742;Total crude and petroleum products;2006 3rd quarter;336.0;18.0;1887.0;1331.0;556.0;231.0;-7.0;;774.0;11.0;763.0;755.0;;755.0;19.0;11.0;9.0;21.0;;;;134.0;
743;Total crude and petroleum products;2006 4th quarter;358.0;26.0;1835.0;1300.0;535.0;212.0;9.0;;764.0;11.0;753.0;743.0;;743.0;21.0;11.0;10.0;23.0;;;;143.0;
744;Total crude and petroleum products;2006;1359.0;98.0;7448.0;5291.0;2157.0;851.0;-44.0;1346.0;3028.0;41.0;2987.0;2952.0;;2952.0;76.0;41.0;35.0;85.0;;1184.0;653.0;532.0;13.0
745;Total crude and petroleum products;2007 1st quarter;330.0;34.0;1791.0;1308.0;484.0;202.0;14.0;;701.0;10.0;691.0;675.0;;675.0;26.0;10.0;16.0;20.0;;;;120.0;
746;Total crude and petroleum products;2007 2nd quarter;347.0;33.0;1738.0;1195.0;542.0;226.0;-3.0;;744.0;12.0;732.0;720.0;;720.0;25.0;12.0;12.0;24.0;;;;129.0;
747;Total crude and petroleum products;2007 3rd quarter;355.0;30.0;1859.0;1320.0;539.0;228.0;14.0;;787.0;11.0;775.0;765.0;;765.0;22.0;11.0;11.0;25.0;;;;141.0;
748;Total crude and petroleum products;2007 4th quarter;365.0;31.0;1891.0;1320.0;570.0;214.0;-21.0;;747.0;11.0;736.0;726.0;;726.0;22.0;11.0;11.0;24.0;;;;146.0;
749;Total crude and petroleum products;2007;1397.0;128.0;7279.0;5143.0;2136.0;870.0;4.0;1388.0;2980.0;44.0;2935.0;2885.0;;2885.0;94.0;44.0;50.0;94.0;;1200.0;663.0;537.0;10.0
750;Total crude and petroleum products;2008 1st quarter;345.0;32.0;1843.0;1317.0;526.0;215.0;2.0;;739.0;10.0;729.0;721.0;;721.0;18.0;10.0;7.0;24.0;;;;134.0;
751;Total crude and petroleum products;2008 2nd quarter;327.0;25.0;1851.0;1365.0;486.0;212.0;28.0;;754.0;11.0;743.0;737.0;;737.0;18.0;11.0;7.0;21.0;;;;119.0;
752;Total crude and petroleum products;2008 3rd quarter;337.0;26.0;1957.0;1442.0;515.0;217.0;13.0;;758.0;11.0;747.0;739.0;;739.0;19.0;11.0;8.0;23.0;;;;134.0;
753;Total crude and petroleum products;2008 4th quarter;302.0;24.0;1904.0;1328.0;576.0;200.0;-98.0;;672.0;8.0;664.0;657.0;;657.0;15.0;8.0;7.0;19.0;;;;107.0;
