ID;SBI93;Bestemming;Perioden;Omzetontwikkeling_1;Aandeel_2
335;1500d Industrie (geen soc. werkplaatsen);Buitenland;1998 juli;2;97
336;1500d Industrie (geen soc. werkplaatsen);Buitenland;1998 augustus;0;97
337;1500d Industrie (geen soc. werkplaatsen);Buitenland;1998 september;-2;97
338;1500d Industrie (geen soc. werkplaatsen);Buitenland;1998 3e kwartaal;0;97
339;1500d Industrie (geen soc. werkplaatsen);Buitenland;1998 oktober;-6;97
340;1500d Industrie (geen soc. werkplaatsen);Buitenland;1998 november;-4;97
341;1500d Industrie (geen soc. werkplaatsen);Buitenland;1998 december;-12;97
342;1500d Industrie (geen soc. werkplaatsen);Buitenland;1998 4e kwartaal;-7;96
343;1500d Industrie (geen soc. werkplaatsen);Buitenland;1998;1;95
344;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 januari;-7;98
345;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 februari;-8;97
346;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 maart;-1;97
347;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 1e kwartaal;-5;97
348;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 april;-7;97
349;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 mei;-2;97
350;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 juni;2;97
351;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 2e kwartaal;-3;97
352;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 juli;-3;97
353;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 augustus;2;97
354;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 september;4;96
355;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 3e kwartaal;1;96
356;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 oktober;2;97
357;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 november;15;96
358;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 december;28;96
359;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999 4e kwartaal;15;96
360;1500d Industrie (geen soc. werkplaatsen);Buitenland;1999;2;95
361;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 januari;13;97
362;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 februari;23;97
363;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 maart;10;97
364;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 1e kwartaal;17;97
365;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 april;11;98
366;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 mei;33;99
367;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 juni;15;98
368;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 2e kwartaal;19;98
369;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 juli;11;99
370;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 augustus;28;99
371;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 september;17;99
372;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 3e kwartaal;18;99
373;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 oktober;21;99
374;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 november;19;99
375;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 december;4;99
376;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000 4e kwartaal;15;99
377;1500d Industrie (geen soc. werkplaatsen);Buitenland;2000;18;97
378;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 januari;16;99
379;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 februari;5;99
380;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 maart;1;99
381;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 1e kwartaal;6;99
382;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 april;7;99
383;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 mei;1;99
384;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 juni;4;99
385;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 2e kwartaal;4;99
386;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 juli;5;99
387;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 augustus;-2;99
388;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 september;-7;98
389;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 3e kwartaal;-1;98
390;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 oktober;-6;99
391;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 november;-11;99
392;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 december;-10;98
393;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001 4e kwartaal;-9;98
394;1500d Industrie (geen soc. werkplaatsen);Buitenland;2001;0;97
395;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 januari;-6;97
396;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 februari;-6;96
397;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 maart;-6;96
398;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 1e kwartaal;-6;97
399;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 april;2;96
400;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 mei;-7;96
401;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 juni;-7;96
402;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 2e kwartaal;-4;96
403;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 juli;-1;97
404;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 augustus;-6;96
405;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 september;2;95
406;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 3e kwartaal;-2;96
407;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 oktober;4;94
408;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 november;-1;93
409;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 december;3;93
410;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002 4e kwartaal;2;93
411;1500d Industrie (geen soc. werkplaatsen);Buitenland;2002;-2;95
412;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 januari;3;96
413;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 februari;5;96
414;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 maart;4;96
415;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 1e kwartaal;4;96
416;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 april;-1;96
417;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 mei;-3;96
418;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 juni;-4;96
419;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 2e kwartaal;-3;96
420;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 juli;0;96
421;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 augustus;-4;96
422;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 september;1;95
423;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 3e kwartaal;-1;95
424;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 oktober;-2;95
425;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 november;-5;96
426;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 december;2;95
427;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003 4e kwartaal;-2;95
428;1500d Industrie (geen soc. werkplaatsen);Buitenland;2003;0;93
429;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 januari;0;96
430;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 februari;0;96
431;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 maart;10;96
432;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 1e kwartaal;4;95
433;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 april;8;94
434;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 mei;3;94
435;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 juni;18;94
436;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 2e kwartaal;10;93
437;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 juli;9;94
438;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 augustus;12;94
439;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 september;12;94
440;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 3e kwartaal;11;94
441;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 oktober;3;95
442;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 november;18;95
443;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 december;17;95
444;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004 4e kwartaal;12;95
445;1500d Industrie (geen soc. werkplaatsen);Buitenland;2004;10;91
446;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 januari;9;96
447;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 februari;10;96
448;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 maart;5;96
449;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 1e kwartaal;8;96
450;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 april;7;97
451;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 mei;9;98
452;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 juni;9;97
453;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 2e kwartaal;8;96
454;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 juli;3;98
455;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 augustus;10;98
456;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 september;8;98
457;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 3e kwartaal;7;97
458;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 oktober;5;97
459;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 november;6;98
460;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 december;0;98
461;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005 4e kwartaal;4;97
462;1500d Industrie (geen soc. werkplaatsen);Buitenland;2005;7;94
463;1500d Industrie (geen soc. werkplaatsen);Buitenland;2006 januari;8;98
464;1500d Industrie (geen soc. werkplaatsen);Buitenland;2006 februari;8;97
465;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 januari;9;95
466;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 februari;4;95
467;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 maart;4;95
468;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 1e kwartaal;5;95
469;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 april;12;95
470;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 mei;7;95
471;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 juni;8;95
472;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 2e kwartaal;9;95
473;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 juli;9;95
474;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 augustus;5;95
475;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 september;10;95
476;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 3e kwartaal;8;95
477;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 oktober;10;94
478;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 november;7;96
479;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 december;10;96
480;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997 4e kwartaal;9;94
481;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1997;8;94
482;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 januari;4;90
483;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 februari;10;90
484;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 maart;10;90
485;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 1e kwartaal;7;90
486;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 april;2;90
487;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 mei;0;90
488;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 juni;4;90
489;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 2e kwartaal;2;90
490;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 juli;3;90
491;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 augustus;-1;90
492;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 september;1;90
493;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 3e kwartaal;1;90
494;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 oktober;-5;90
495;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 november;-2;90
496;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 december;-2;90
497;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998 4e kwartaal;-3;90
498;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1998;2;89
499;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 januari;-10;97
500;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 februari;0;97
501;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 maart;0;97
502;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 1e kwartaal;-5;96
503;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 april;-6;96
504;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 mei;-7;96
505;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 juni;0;96
506;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 2e kwartaal;-4;95
507;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 juli;-8;96
508;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 augustus;0;96
509;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 september;0;95
510;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 3e kwartaal;-3;95
511;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 oktober;-3;95
512;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 november;8;95
513;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 december;11;95
514;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999 4e kwartaal;5;95
515;1500b Voedings- en genotmiddelenind.;Bestemming totaal;1999;-2;94
516;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 januari;0;95
517;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 februari;3;96
518;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 maart;3;96
519;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 1e kwartaal;4;95
520;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 april;-3;96
521;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 mei;18;97
522;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 juni;0;97
523;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 2e kwartaal;5;96
524;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 juli;2;98
525;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 augustus;13;97
526;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 september;2;97
527;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 3e kwartaal;6;97
528;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 oktober;7;97
529;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 november;5;97
530;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 december;-4;96
531;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000 4e kwartaal;3;96
532;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2000;5;93
533;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 januari;18;97
534;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 februari;7;97
535;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 maart;1;98
536;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 1e kwartaal;8;97
537;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 april;6;98
538;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 mei;5;98
539;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 juni;8;97
540;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 2e kwartaal;7;97
541;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 juli;11;97
542;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 augustus;5;97
543;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 september;0;97
544;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 3e kwartaal;5;97
545;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 oktober;10;97
546;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 november;5;96
547;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 december;0;96
548;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001 4e kwartaal;5;96
549;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2001;7;95
550;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 januari;2;97
551;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 februari;3;96
552;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 maart;3;95
553;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 1e kwartaal;3;95
554;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 april;6;95
555;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 mei;0;95
556;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 juni;-6;94
557;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 2e kwartaal;0;95
558;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 juli;1;95
559;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 augustus;-5;94
560;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 september;4;93
561;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 3e kwartaal;0;93
562;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 oktober;1;91
563;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 november;-2;92
564;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 december;5;91
565;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002 4e kwartaal;1;91
566;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2002;1;92
567;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 januari;4;92
568;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 februari;0;93
569;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 maart;-3;92
570;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 1e kwartaal;0;91
571;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 april;4;93
572;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 mei;-6;93
573;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 juni;2;93
574;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 2e kwartaal;-1;93
575;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 juli;-1;93
576;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 augustus;-3;93
577;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 september;6;93
578;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 3e kwartaal;0;93
579;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 oktober;2;94
580;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 november;-4;94
581;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 december;2;95
582;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003 4e kwartaal;0;94
583;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2003;0;90
584;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2004 januari;-5;95
585;1500b Voedings- en genotmiddelenind.;Bestemming totaal;2004 februari;-4;95
