ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
5302;Burial charges;Agglomeratie 's-Gravenhage (CR);2020;4.0;4.0
5303;Burial charges;Agglomeratie 's-Gravenhage (CR);2021;4.0;4.0
5304;Burial charges;Agglomeratie 's-Gravenhage (CR);2022;3.0;4.0
5305;Burial charges;Agglomeratie 's-Gravenhage (CR);2023;4.0;4.0
5306;Burial charges;Delft en Westland (CR);2017;2.0;9.0
5307;Burial charges;Delft en Westland (CR);2018;1.0;4.0
5308;Burial charges;Delft en Westland (CR);2019;1.0;4.0
5309;Burial charges;Delft en Westland (CR);2020;1.0;4.0
5310;Burial charges;Delft en Westland (CR);2021;1.0;4.0
5311;Burial charges;Delft en Westland (CR);2022;1.0;4.0
5312;Burial charges;Delft en Westland (CR);2023;1.0;3.0
5313;Burial charges;Oost-Zuid-Holland (CR);2017;3.0;10.0
5314;Burial charges;Oost-Zuid-Holland (CR);2018;3.0;10.0
5315;Burial charges;Oost-Zuid-Holland (CR);2019;3.0;10.0
5316;Burial charges;Oost-Zuid-Holland (CR);2020;3.0;9.0
5317;Burial charges;Oost-Zuid-Holland (CR);2021;3.0;9.0
5318;Burial charges;Oost-Zuid-Holland (CR);2022;3.0;9.0
5319;Burial charges;Oost-Zuid-Holland (CR);2023;3.0;9.0
5320;Burial charges;Groot-Rijnmond (CR);2017;13.0;9.0
5321;Burial charges;Groot-Rijnmond (CR);2018;13.0;9.0
5322;Burial charges;Groot-Rijnmond (CR);2019;13.0;9.0
5323;Burial charges;Groot-Rijnmond (CR);2020;11.0;8.0
5324;Burial charges;Groot-Rijnmond (CR);2021;11.0;8.0
5325;Burial charges;Groot-Rijnmond (CR);2022;12.0;8.0
5326;Burial charges;Groot-Rijnmond (CR);2023;11.0;8.0
5327;Burial charges;Zuidoost-Zuid-Holland (CR);2017;7.0;17.0
5328;Burial charges;Zuidoost-Zuid-Holland (CR);2018;7.0;17.0
5329;Burial charges;Zuidoost-Zuid-Holland (CR);2019;6.0;16.0
5330;Burial charges;Zuidoost-Zuid-Holland (CR);2020;6.0;16.0
5331;Burial charges;Zuidoost-Zuid-Holland (CR);2021;6.0;16.0
5332;Burial charges;Zuidoost-Zuid-Holland (CR);2022;5.0;14.0
5333;Burial charges;Zuidoost-Zuid-Holland (CR);2023;5.0;13.0
5334;Burial charges;Zeeuwsch-Vlaanderen (CR);2017;1.0;10.0
5335;Burial charges;Zeeuwsch-Vlaanderen (CR);2018;1.0;10.0
5336;Burial charges;Zeeuwsch-Vlaanderen (CR);2019;1.0;8.0
5337;Burial charges;Zeeuwsch-Vlaanderen (CR);2020;1.0;9.0
5338;Burial charges;Zeeuwsch-Vlaanderen (CR);2021;1.0;11.0
5339;Burial charges;Zeeuwsch-Vlaanderen (CR);2022;1.0;11.0
5340;Burial charges;Zeeuwsch-Vlaanderen (CR);2023;1.0;12.0
5341;Burial charges;Overig Zeeland (CR);2017;5.0;20.0
5342;Burial charges;Overig Zeeland (CR);2018;5.0;18.0
5343;Burial charges;Overig Zeeland (CR);2019;5.0;18.0
5344;Burial charges;Overig Zeeland (CR);2020;5.0;18.0
5345;Burial charges;Overig Zeeland (CR);2021;6.0;22.0
5346;Burial charges;Overig Zeeland (CR);2022;6.0;20.0
5347;Burial charges;Overig Zeeland (CR);2023;6.0;20.0
5348;Burial charges;West-Noord-Brabant (CR);2017;1.0;1.0
5349;Burial charges;West-Noord-Brabant (CR);2018;1.0;1.0
5350;Burial charges;West-Noord-Brabant (CR);2019;1.0;1.0
5351;Burial charges;West-Noord-Brabant (CR);2020;1.0;1.0
5352;Burial charges;West-Noord-Brabant (CR);2021;1.0;1.0
5353;Burial charges;West-Noord-Brabant (CR);2022;1.0;1.0
5354;Burial charges;West-Noord-Brabant (CR);2023;1.0;1.0
5355;Burial charges;Midden-Noord-Brabant (CR);2017;1.0;3.0
5356;Burial charges;Midden-Noord-Brabant (CR);2018;1.0;3.0
5357;Burial charges;Midden-Noord-Brabant (CR);2019;1.0;3.0
5358;Burial charges;Midden-Noord-Brabant (CR);2020;2.0;4.0
5359;Burial charges;Midden-Noord-Brabant (CR);2021;2.0;4.0
5360;Burial charges;Midden-Noord-Brabant (CR);2022;2.0;3.0
5361;Burial charges;Midden-Noord-Brabant (CR);2023;2.0;3.0
5362;Burial charges;Noordoost-Noord-Brabant (CR);2017;1.0;2.0
5363;Burial charges;Noordoost-Noord-Brabant (CR);2018;1.0;2.0
5364;Burial charges;Noordoost-Noord-Brabant (CR);2019;1.0;2.0
5365;Burial charges;Noordoost-Noord-Brabant (CR);2020;2.0;2.0
5366;Burial charges;Noordoost-Noord-Brabant (CR);2021;1.0;2.0
5367;Burial charges;Noordoost-Noord-Brabant (CR);2022;1.0;2.0
5368;Burial charges;Noordoost-Noord-Brabant (CR);2023;2.0;2.0
5369;Burial charges;Zuidoost-Noord-Brabant (CR);2017;1.0;1.0
5370;Burial charges;Zuidoost-Noord-Brabant (CR);2018;1.0;2.0
5371;Burial charges;Zuidoost-Noord-Brabant (CR);2019;1.0;2.0
5372;Burial charges;Zuidoost-Noord-Brabant (CR);2020;2.0;2.0
5373;Burial charges;Zuidoost-Noord-Brabant (CR);2021;2.0;2.0
5374;Burial charges;Zuidoost-Noord-Brabant (CR);2022;1.0;2.0
5375;Burial charges;Zuidoost-Noord-Brabant (CR);2023;1.0;2.0
5376;Burial charges;Noord-Limburg (CR);2017;1.0;2.0
5377;Burial charges;Noord-Limburg (CR);2018;1.0;2.0
5378;Burial charges;Noord-Limburg (CR);2019;1.0;2.0
5379;Burial charges;Noord-Limburg (CR);2020;1.0;2.0
5380;Burial charges;Noord-Limburg (CR);2021;1.0;2.0
5381;Burial charges;Noord-Limburg (CR);2022;1.0;2.0
5382;Burial charges;Noord-Limburg (CR);2023;1.0;2.0
5383;Burial charges;Midden-Limburg (CR);2017;0.0;2.0
5384;Burial charges;Midden-Limburg (CR);2018;0.0;2.0
5385;Burial charges;Midden-Limburg (CR);2019;0.0;2.0
5386;Burial charges;Midden-Limburg (CR);2020;0.0;2.0
5387;Burial charges;Midden-Limburg (CR);2021;1.0;3.0
5388;Burial charges;Midden-Limburg (CR);2022;1.0;2.0
5389;Burial charges;Midden-Limburg (CR);2023;0.0;2.0
5390;Burial charges;Zuid-Limburg (CR);2017;2.0;4.0
5391;Burial charges;Zuid-Limburg (CR);2018;2.0;3.0
5392;Burial charges;Zuid-Limburg (CR);2019;2.0;3.0
5393;Burial charges;Zuid-Limburg (CR);2020;2.0;4.0
5394;Burial charges;Zuid-Limburg (CR);2021;2.0;4.0
5395;Burial charges;Zuid-Limburg (CR);2022;2.0;4.0
5396;Burial charges;Zuid-Limburg (CR);2023;2.0;4.0
5397;Burial charges;Flevoland (CR);2017;2.0;4.0
5398;Burial charges;Flevoland (CR);2018;2.0;4.0
5399;Burial charges;Flevoland (CR);2019;2.0;4.0
5400;Burial charges;Flevoland (CR);2020;2.0;4.0
5401;Burial charges;Flevoland (CR);2021;2.0;4.0
5402;Burial charges;Flevoland (CR);2022;2.0;4.0
5403;Burial charges;Flevoland (CR);2023;2.0;4.0
5404;Burial charges;Fewer than 5,000 inhabitants;2017;0.0;14.0
5405;Burial charges;Fewer than 5,000 inhabitants;2018;0.0;19.0
5406;Burial charges;Fewer than 5,000 inhabitants;2019;0.0;13.0
5407;Burial charges;Fewer than 5,000 inhabitants;2020;0.0;18.0
5408;Burial charges;Fewer than 5,000 inhabitants;2021;0.0;18.0
5409;Burial charges;Fewer than 5,000 inhabitants;2022;0.0;15.0
5410;Burial charges;Fewer than 5,000 inhabitants;2023;0.0;20.0
5411;Burial charges;5,000 to 9,999 inhabitants;2017;1.0;6.0
5412;Burial charges;5,000 to 9,999 inhabitants;2018;1.0;5.0
5413;Burial charges;5,000 to 9,999 inhabitants;2019;1.0;8.0
5414;Burial charges;5,000 to 9,999 inhabitants;2020;1.0;8.0
5415;Burial charges;5,000 to 9,999 inhabitants;2021;0.0;6.0
5416;Burial charges;5,000 to 9,999 inhabitants;2022;0.0;6.0
5417;Burial charges;5,000 to 9,999 inhabitants;2023;0.0;5.0
5418;Burial charges;10,000 to 19,999 inhabitants;2017;10.0;7.0
5419;Burial charges;10,000 to 19,999 inhabitants;2018;10.0;7.0
5420;Burial charges;10,000 to 19,999 inhabitants;2019;6.0;6.0
5421;Burial charges;10,000 to 19,999 inhabitants;2020;6.0;5.0
5422;Burial charges;10,000 to 19,999 inhabitants;2021;6.0;6.0
5423;Burial charges;10,000 to 19,999 inhabitants;2022;6.0;6.0
5424;Burial charges;10,000 to 19,999 inhabitants;2023;5.0;6.0
5425;Burial charges;20,000 to 49,999 inhabitants;2017;46.0;8.0
5426;Burial charges;20,000 to 49,999 inhabitants;2018;47.0;8.0
5427;Burial charges;20,000 to 49,999 inhabitants;2019;46.0;8.0
5428;Burial charges;20,000 to 49,999 inhabitants;2020;46.0;8.0
5429;Burial charges;20,000 to 49,999 inhabitants;2021;48.0;8.0
5430;Burial charges;20,000 to 49,999 inhabitants;2022;46.0;8.0
5431;Burial charges;20,000 to 49,999 inhabitants;2023;45.0;7.0
5432;Burial charges;50,000 to 99,999 inhabitants;2017;21.0;7.0
5433;Burial charges;50,000 to 99,999 inhabitants;2018;22.0;6.0
5434;Burial charges;50,000 to 99,999 inhabitants;2019;25.0;7.0
5435;Burial charges;50,000 to 99,999 inhabitants;2020;29.0;8.0
5436;Burial charges;50,000 to 99,999 inhabitants;2021;31.0;8.0
5437;Burial charges;50,000 to 99,999 inhabitants;2022;31.0;8.0
5438;Burial charges;50,000 to 99,999 inhabitants;2023;34.0;8.0
5439;Burial charges;100,000 to 149,999 inhabitants;2017;12.0;8.0
5440;Burial charges;100,000 to 149,999 inhabitants;2018;11.0;7.0
5441;Burial charges;100,000 to 149,999 inhabitants;2019;10.0;7.0
5442;Burial charges;100,000 to 149,999 inhabitants;2020;10.0;6.0
5443;Burial charges;100,000 to 149,999 inhabitants;2021;11.0;7.0
5444;Burial charges;100,000 to 149,999 inhabitants;2022;10.0;6.0
5445;Burial charges;100,000 to 149,999 inhabitants;2023;10.0;6.0
5446;Burial charges;150,000 to 249,999 inhabitants;2017;10.0;4.0
5447;Burial charges;150,000 to 249,999 inhabitants;2018;10.0;4.0
5448;Burial charges;150,000 to 249,999 inhabitants;2019;10.0;4.0
5449;Burial charges;150,000 to 249,999 inhabitants;2020;11.0;4.0
5450;Burial charges;150,000 to 249,999 inhabitants;2021;12.0;5.0
5451;Burial charges;150,000 to 249,999 inhabitants;2022;11.0;4.0
5452;Burial charges;150,000 to 249,999 inhabitants;2023;12.0;4.0
5453;Burial charges;250,000 inhabitants or more;2017;15.0;7.0
5454;Burial charges;250,000 inhabitants or more;2018;15.0;6.0
5455;Burial charges;250,000 inhabitants or more;2019;15.0;6.0
5456;Burial charges;250,000 inhabitants or more;2020;14.0;6.0
5457;Burial charges;250,000 inhabitants or more;2021;14.0;6.0
5458;Burial charges;250,000 inhabitants or more;2022;14.0;6.0
5459;Burial charges;250,000 inhabitants or more;2023;15.0;6.0
5460;Fees on building permits;The Netherlands;2017;594.0;35.0
5461;Fees on building permits;The Netherlands;2018;621.0;36.0
5462;Fees on building permits;The Netherlands;2019;598.0;35.0
5463;Fees on building permits;The Netherlands;2020;696.0;40.0
5464;Fees on building permits;The Netherlands;2021;739.0;42.0
5465;Fees on building permits;The Netherlands;2022;718.0;41.0
5466;Fees on building permits;The Netherlands;2023;747.0;42.0
5467;Fees on building permits;Noord-Nederland (LD);2017;49.0;28.0
5468;Fees on building permits;Noord-Nederland (LD);2018;53.0;31.0
5469;Fees on building permits;Noord-Nederland (LD);2019;53.0;30.0
5470;Fees on building permits;Noord-Nederland (LD);2020;64.0;37.0
5471;Fees on building permits;Noord-Nederland (LD);2021;67.0;39.0
5472;Fees on building permits;Noord-Nederland (LD);2022;70.0;40.0
5473;Fees on building permits;Noord-Nederland (LD);2023;69.0;39.0
5474;Fees on building permits;Oost-Nederland (LD);2017;114.0;32.0
5475;Fees on building permits;Oost-Nederland (LD);2018;119.0;33.0
5476;Fees on building permits;Oost-Nederland (LD);2019;117.0;32.0
5477;Fees on building permits;Oost-Nederland (LD);2020;131.0;36.0
5478;Fees on building permits;Oost-Nederland (LD);2021;152.0;41.0
5479;Fees on building permits;Oost-Nederland (LD);2022;149.0;40.0
5480;Fees on building permits;Oost-Nederland (LD);2023;158.0;42.0
5481;Fees on building permits;West-Nederland (LD);2017;323.0;40.0
5482;Fees on building permits;West-Nederland (LD);2018;329.0;40.0
5483;Fees on building permits;West-Nederland (LD);2019;316.0;38.0
5484;Fees on building permits;West-Nederland (LD);2020;375.0;45.0
5485;Fees on building permits;West-Nederland (LD);2021;375.0;45.0
5486;Fees on building permits;West-Nederland (LD);2022;361.0;43.0
5487;Fees on building permits;West-Nederland (LD);2023;396.0;46.0
5488;Fees on building permits;Zuid-Nederland (LD);2017;108.0;30.0
5489;Fees on building permits;Zuid-Nederland (LD);2018;119.0;33.0
5490;Fees on building permits;Zuid-Nederland (LD);2019;112.0;31.0
5491;Fees on building permits;Zuid-Nederland (LD);2020;125.0;34.0
5492;Fees on building permits;Zuid-Nederland (LD);2021;145.0;39.0
5493;Fees on building permits;Zuid-Nederland (LD);2022;138.0;37.0
5494;Fees on building permits;Zuid-Nederland (LD);2023;125.0;33.0
5495;Fees on building permits;Groningen (PV);2017;23.0;40.0
5496;Fees on building permits;Groningen (PV);2018;23.0;39.0
5497;Fees on building permits;Groningen (PV);2019;24.0;41.0
5498;Fees on building permits;Groningen (PV);2020;35.0;59.0
5499;Fees on building permits;Groningen (PV);2021;30.0;52.0
5500;Fees on building permits;Groningen (PV);2022;32.0;54.0
5501;Fees on building permits;Groningen (PV);2023;32.0;53.0
5502;Fees on building permits;Fryslân (PV);2017;14.0;22.0
5503;Fees on building permits;Fryslân (PV);2018;17.0;26.0
5504;Fees on building permits;Fryslân (PV);2019;15.0;23.0
5505;Fees on building permits;Fryslân (PV);2020;16.0;25.0
5506;Fees on building permits;Fryslân (PV);2021;21.0;32.0
5507;Fees on building permits;Fryslân (PV);2022;20.0;30.0
5508;Fees on building permits;Fryslân (PV);2023;20.0;30.0
5509;Fees on building permits;Drenthe (PV);2017;11.0;23.0
5510;Fees on building permits;Drenthe (PV);2018;14.0;28.0
5511;Fees on building permits;Drenthe (PV);2019;13.0;27.0
5512;Fees on building permits;Drenthe (PV);2020;13.0;27.0
5513;Fees on building permits;Drenthe (PV);2021;16.0;32.0
5514;Fees on building permits;Drenthe (PV);2022;18.0;37.0
5515;Fees on building permits;Drenthe (PV);2023;17.0;34.0
5516;Fees on building permits;Overijssel (PV);2017;34.0;30.0
5517;Fees on building permits;Overijssel (PV);2018;36.0;31.0
5518;Fees on building permits;Overijssel (PV);2019;33.0;29.0
5519;Fees on building permits;Overijssel (PV);2020;39.0;34.0
5520;Fees on building permits;Overijssel (PV);2021;46.0;39.0
5521;Fees on building permits;Overijssel (PV);2022;51.0;44.0
5522;Fees on building permits;Overijssel (PV);2023;53.0;45.0
5523;Fees on building permits;Flevoland (PV);2017;18.0;45.0
5524;Fees on building permits;Flevoland (PV);2018;17.0;42.0
5525;Fees on building permits;Flevoland (PV);2019;18.0;44.0
5526;Fees on building permits;Flevoland (PV);2020;21.0;49.0
5527;Fees on building permits;Flevoland (PV);2021;21.0;49.0
5528;Fees on building permits;Flevoland (PV);2022;20.0;46.0
5529;Fees on building permits;Flevoland (PV);2023;20.0;46.0
5530;Fees on building permits;Gelderland (PV);2017;61.0;30.0
5531;Fees on building permits;Gelderland (PV);2018;66.0;32.0
5532;Fees on building permits;Gelderland (PV);2019;66.0;32.0
5533;Fees on building permits;Gelderland (PV);2020;72.0;34.0
5534;Fees on building permits;Gelderland (PV);2021;85.0;41.0
5535;Fees on building permits;Gelderland (PV);2022;78.0;37.0
5536;Fees on building permits;Gelderland (PV);2023;84.0;39.0
5537;Fees on building permits;Utrecht (PV);2017;48.0;37.0
5538;Fees on building permits;Utrecht (PV);2018;46.0;36.0
5539;Fees on building permits;Utrecht (PV);2019;43.0;32.0
5540;Fees on building permits;Utrecht (PV);2020;54.0;40.0
5541;Fees on building permits;Utrecht (PV);2021;51.0;38.0
5542;Fees on building permits;Utrecht (PV);2022;60.0;44.0
5543;Fees on building permits;Utrecht (PV);2023;61.0;44.0
5544;Fees on building permits;Noord-Holland (PV);2017;139.0;50.0
5545;Fees on building permits;Noord-Holland (PV);2018;140.0;49.0
5546;Fees on building permits;Noord-Holland (PV);2019;133.0;47.0
5547;Fees on building permits;Noord-Holland (PV);2020;152.0;53.0
5548;Fees on building permits;Noord-Holland (PV);2021;154.0;53.0
5549;Fees on building permits;Noord-Holland (PV);2022;140.0;48.0
5550;Fees on building permits;Noord-Holland (PV);2023;157.0;53.0
5551;Fees on building permits;Zuid-Holland (PV);2017;124.0;34.0
5552;Fees on building permits;Zuid-Holland (PV);2018;127.0;34.0
5553;Fees on building permits;Zuid-Holland (PV);2019;123.0;34.0
5554;Fees on building permits;Zuid-Holland (PV);2020;153.0;41.0
5555;Fees on building permits;Zuid-Holland (PV);2021;150.0;40.0
5556;Fees on building permits;Zuid-Holland (PV);2022;140.0;37.0
5557;Fees on building permits;Zuid-Holland (PV);2023;163.0;43.0
5558;Fees on building permits;Zeeland (PV);2017;12.0;32.0
5559;Fees on building permits;Zeeland (PV);2018;16.0;43.0
5560;Fees on building permits;Zeeland (PV);2019;17.0;45.0
5561;Fees on building permits;Zeeland (PV);2020;15.0;39.0
5562;Fees on building permits;Zeeland (PV);2021;19.0;50.0
5563;Fees on building permits;Zeeland (PV);2022;20.0;53.0
5564;Fees on building permits;Zeeland (PV);2023;15.0;38.0
5565;Fees on building permits;Noord-Brabant (PV);2017;83.0;33.0
5566;Fees on building permits;Noord-Brabant (PV);2018;87.0;35.0
5567;Fees on building permits;Noord-Brabant (PV);2019;83.0;32.0
5568;Fees on building permits;Noord-Brabant (PV);2020;95.0;37.0
5569;Fees on building permits;Noord-Brabant (PV);2021;107.0;42.0
5570;Fees on building permits;Noord-Brabant (PV);2022;100.0;39.0
5571;Fees on building permits;Noord-Brabant (PV);2023;92.0;35.0
5572;Fees on building permits;Limburg (PV);2017;25.0;22.0
5573;Fees on building permits;Limburg (PV);2018;32.0;28.0
5574;Fees on building permits;Limburg (PV);2019;29.0;26.0
5575;Fees on building permits;Limburg (PV);2020;31.0;27.0
5576;Fees on building permits;Limburg (PV);2021;38.0;34.0
5577;Fees on building permits;Limburg (PV);2022;38.0;34.0
5578;Fees on building permits;Limburg (PV);2023;33.0;29.0
5579;Fees on building permits;Oost-Groningen (CR);2017;5.0;34.0
5580;Fees on building permits;Oost-Groningen (CR);2018;3.0;23.0
5581;Fees on building permits;Oost-Groningen (CR);2019;3.0;20.0
5582;Fees on building permits;Oost-Groningen (CR);2020;3.0;24.0
5583;Fees on building permits;Oost-Groningen (CR);2021;4.0;28.0
5584;Fees on building permits;Oost-Groningen (CR);2022;5.0;38.0
5585;Fees on building permits;Oost-Groningen (CR);2023;6.0;42.0
5586;Fees on building permits;Delfzijl en omgeving (CR);2017;2.0;52.0
5587;Fees on building permits;Delfzijl en omgeving (CR);2018;1.0;31.0
5588;Fees on building permits;Delfzijl en omgeving (CR);2019;2.0;45.0
5589;Fees on building permits;Delfzijl en omgeving (CR);2020;3.0;71.0
5590;Fees on building permits;Delfzijl en omgeving (CR);2021;3.0;69.0
5591;Fees on building permits;Delfzijl en omgeving (CR);2022;3.0;63.0
5592;Fees on building permits;Delfzijl en omgeving (CR);2023;4.0;89.0
5593;Fees on building permits;Overig Groningen (CR);2017;16.0;41.0
5594;Fees on building permits;Overig Groningen (CR);2018;18.0;45.0
5595;Fees on building permits;Overig Groningen (CR);2019;19.0;48.0
5596;Fees on building permits;Overig Groningen (CR);2020;28.0;70.0
5597;Fees on building permits;Overig Groningen (CR);2021;23.0;58.0
5598;Fees on building permits;Overig Groningen (CR);2022;24.0;58.0
5599;Fees on building permits;Overig Groningen (CR);2023;22.0;53.0
5600;Fees on building permits;Noord-Friesland (CR);2017;7.0;23.0
5601;Fees on building permits;Noord-Friesland (CR);2018;9.0;27.0
5602;Fees on building permits;Noord-Friesland (CR);2019;8.0;24.0
5603;Fees on building permits;Noord-Friesland (CR);2020;8.0;25.0
5604;Fees on building permits;Noord-Friesland (CR);2021;10.0;32.0
5605;Fees on building permits;Noord-Friesland (CR);2022;10.0;31.0
5606;Fees on building permits;Noord-Friesland (CR);2023;10.0;30.0
5607;Fees on building permits;Zuidwest-Friesland (CR);2017;3.0;21.0
5608;Fees on building permits;Zuidwest-Friesland (CR);2018;3.0;24.0
5609;Fees on building permits;Zuidwest-Friesland (CR);2019;3.0;20.0
5610;Fees on building permits;Zuidwest-Friesland (CR);2020;3.0;21.0
5611;Fees on building permits;Zuidwest-Friesland (CR);2021;5.0;34.0
5612;Fees on building permits;Zuidwest-Friesland (CR);2022;4.0;27.0
5613;Fees on building permits;Zuidwest-Friesland (CR);2023;4.0;28.0
5614;Fees on building permits;Zuidoost-Friesland (CR);2017;4.0;21.0
5615;Fees on building permits;Zuidoost-Friesland (CR);2018;5.0;26.0
5616;Fees on building permits;Zuidoost-Friesland (CR);2019;5.0;24.0
5617;Fees on building permits;Zuidoost-Friesland (CR);2020;5.0;28.0
5618;Fees on building permits;Zuidoost-Friesland (CR);2021;6.0;32.0
5619;Fees on building permits;Zuidoost-Friesland (CR);2022;6.0;31.0
5620;Fees on building permits;Zuidoost-Friesland (CR);2023;6.0;33.0
5621;Fees on building permits;Noord-Drenthe (CR);2017;4.0;22.0
5622;Fees on building permits;Noord-Drenthe (CR);2018;6.0;33.0
5623;Fees on building permits;Noord-Drenthe (CR);2019;5.0;25.0
5624;Fees on building permits;Noord-Drenthe (CR);2020;5.0;27.0
5625;Fees on building permits;Noord-Drenthe (CR);2021;6.0;32.0
5626;Fees on building permits;Noord-Drenthe (CR);2022;8.0;40.0
5627;Fees on building permits;Noord-Drenthe (CR);2023;8.0;40.0
5628;Fees on building permits;Zuidoost-Drenthe (CR);2017;4.0;25.0
5629;Fees on building permits;Zuidoost-Drenthe (CR);2018;4.0;26.0
5630;Fees on building permits;Zuidoost-Drenthe (CR);2019;5.0;27.0
5631;Fees on building permits;Zuidoost-Drenthe (CR);2020;5.0;32.0
5632;Fees on building permits;Zuidoost-Drenthe (CR);2021;5.0;32.0
5633;Fees on building permits;Zuidoost-Drenthe (CR);2022;6.0;36.0
5634;Fees on building permits;Zuidoost-Drenthe (CR);2023;6.0;33.0
5635;Fees on building permits;Zuidwest-Drenthe (CR);2017;3.0;20.0
5636;Fees on building permits;Zuidwest-Drenthe (CR);2018;3.0;25.0
5637;Fees on building permits;Zuidwest-Drenthe (CR);2019;4.0;31.0
5638;Fees on building permits;Zuidwest-Drenthe (CR);2020;3.0;21.0
5639;Fees on building permits;Zuidwest-Drenthe (CR);2021;4.0;30.0
5640;Fees on building permits;Zuidwest-Drenthe (CR);2022;5.0;34.0
5641;Fees on building permits;Zuidwest-Drenthe (CR);2023;4.0;27.0
5642;Fees on building permits;Noord-Overijssel (CR);2017;13.0;35.0
5643;Fees on building permits;Noord-Overijssel (CR);2018;14.0;37.0
5644;Fees on building permits;Noord-Overijssel (CR);2019;14.0;38.0
5645;Fees on building permits;Noord-Overijssel (CR);2020;14.0;38.0
5646;Fees on building permits;Noord-Overijssel (CR);2021;17.0;44.0
5647;Fees on building permits;Noord-Overijssel (CR);2022;20.0;52.0
5648;Fees on building permits;Noord-Overijssel (CR);2023;21.0;56.0
5649;Fees on building permits;Zuidwest-Overijssel (CR);2017;5.0;33.0
5650;Fees on building permits;Zuidwest-Overijssel (CR);2018;5.0;31.0
5651;Fees on building permits;Zuidwest-Overijssel (CR);2019;5.0;31.0
5652;Fees on building permits;Zuidwest-Overijssel (CR);2020;5.0;33.0
5653;Fees on building permits;Zuidwest-Overijssel (CR);2021;7.0;43.0
5654;Fees on building permits;Zuidwest-Overijssel (CR);2022;8.0;47.0
5655;Fees on building permits;Zuidwest-Overijssel (CR);2023;7.0;41.0
5656;Fees on building permits;Twente (CR);2017;16.0;26.0
5657;Fees on building permits;Twente (CR);2018;17.0;28.0
5658;Fees on building permits;Twente (CR);2019;14.0;23.0
5659;Fees on building permits;Twente (CR);2020;19.0;31.0
5660;Fees on building permits;Twente (CR);2021;22.0;35.0
5661;Fees on building permits;Twente (CR);2022;24.0;38.0
5662;Fees on building permits;Twente (CR);2023;25.0;39.0
5663;Fees on building permits;Veluwe (CR);2017;27.0;40.0
5664;Fees on building permits;Veluwe (CR);2018;25.0;36.0
5665;Fees on building permits;Veluwe (CR);2019;23.0;33.0
5666;Fees on building permits;Veluwe (CR);2020;27.0;39.0
5667;Fees on building permits;Veluwe (CR);2021;32.0;45.0
5668;Fees on building permits;Veluwe (CR);2022;27.0;38.0
5669;Fees on building permits;Veluwe (CR);2023;27.0;38.0
5670;Fees on building permits;Achterhoek (CR);2017;10.0;24.0
5671;Fees on building permits;Achterhoek (CR);2018;11.0;28.0
5672;Fees on building permits;Achterhoek (CR);2019;10.0;26.0
5673;Fees on building permits;Achterhoek (CR);2020;13.0;31.0
5674;Fees on building permits;Achterhoek (CR);2021;16.0;39.0
5675;Fees on building permits;Achterhoek (CR);2022;14.0;35.0
5676;Fees on building permits;Achterhoek (CR);2023;13.0;33.0
5677;Fees on building permits;Arnhem/Nijmegen (CR);2017;15.0;21.0
5678;Fees on building permits;Arnhem/Nijmegen (CR);2018;21.0;28.0
5679;Fees on building permits;Arnhem/Nijmegen (CR);2019;23.0;31.0
5680;Fees on building permits;Arnhem/Nijmegen (CR);2020;22.0;30.0
5681;Fees on building permits;Arnhem/Nijmegen (CR);2021;23.0;31.0
5682;Fees on building permits;Arnhem/Nijmegen (CR);2022;23.0;30.0
5683;Fees on building permits;Arnhem/Nijmegen (CR);2023;31.0;41.0
5684;Fees on building permits;Zuidwest-Gelderland (CR);2017;10.0;40.0
5685;Fees on building permits;Zuidwest-Gelderland (CR);2018;9.0;37.0
5686;Fees on building permits;Zuidwest-Gelderland (CR);2019;9.0;38.0
5687;Fees on building permits;Zuidwest-Gelderland (CR);2020;10.0;41.0
5688;Fees on building permits;Zuidwest-Gelderland (CR);2021;14.0;58.0
5689;Fees on building permits;Zuidwest-Gelderland (CR);2022;14.0;55.0
5690;Fees on building permits;Zuidwest-Gelderland (CR);2023;13.0;50.0
5691;Fees on building permits;Utrecht (CR);2017;48.0;37.0
5692;Fees on building permits;Utrecht (CR);2018;46.0;36.0
5693;Fees on building permits;Utrecht (CR);2019;43.0;32.0
5694;Fees on building permits;Utrecht (CR);2020;54.0;40.0
5695;Fees on building permits;Utrecht (CR);2021;51.0;38.0
5696;Fees on building permits;Utrecht (CR);2022;60.0;44.0
5697;Fees on building permits;Utrecht (CR);2023;61.0;44.0
5698;Fees on building permits;Kop van Noord-Holland (CR);2017;11.0;28.0
5699;Fees on building permits;Kop van Noord-Holland (CR);2018;14.0;37.0
5700;Fees on building permits;Kop van Noord-Holland (CR);2019;12.0;32.0
5701;Fees on building permits;Kop van Noord-Holland (CR);2020;13.0;34.0
5702;Fees on building permits;Kop van Noord-Holland (CR);2021;14.0;38.0
5703;Fees on building permits;Kop van Noord-Holland (CR);2022;14.0;38.0
5704;Fees on building permits;Kop van Noord-Holland (CR);2023;14.0;37.0
5705;Fees on building permits;Alkmaar en omgeving (CR);2017;6.0;27.0
5706;Fees on building permits;Alkmaar en omgeving (CR);2018;7.0;27.0
5707;Fees on building permits;Alkmaar en omgeving (CR);2019;8.0;32.0
5708;Fees on building permits;Alkmaar en omgeving (CR);2020;8.0;32.0
