ID;TypeGefailleerde;RegioS;Perioden;UitgesprokenFaillissementen_1
6061;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 september;0
6062;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 3e kwartaal;0
6063;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 oktober;0
6064;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 november;0
6065;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 december;1
6066;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 4e kwartaal;1
6067;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024;1
6068;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2025 januari;0
6069;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2025 februari;0
6070;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2025 maart;0
6071;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2025 1e kwartaal;0
6072;Totaal natuurlijke personen;Overig Groningen (CR);2009 januari;4
6073;Totaal natuurlijke personen;Overig Groningen (CR);2009 februari;3
6074;Totaal natuurlijke personen;Overig Groningen (CR);2009 maart;11
6075;Totaal natuurlijke personen;Overig Groningen (CR);2009 1e kwartaal;18
6076;Totaal natuurlijke personen;Overig Groningen (CR);2009 april;5
6077;Totaal natuurlijke personen;Overig Groningen (CR);2009 mei;9
6078;Totaal natuurlijke personen;Overig Groningen (CR);2009 juni;10
6079;Totaal natuurlijke personen;Overig Groningen (CR);2009 2e kwartaal;24
6080;Totaal natuurlijke personen;Overig Groningen (CR);2009 juli;7
6081;Totaal natuurlijke personen;Overig Groningen (CR);2009 augustus;4
6082;Totaal natuurlijke personen;Overig Groningen (CR);2009 september;1
6083;Totaal natuurlijke personen;Overig Groningen (CR);2009 3e kwartaal;12
6084;Totaal natuurlijke personen;Overig Groningen (CR);2009 oktober;2
6085;Totaal natuurlijke personen;Overig Groningen (CR);2009 november;11
6086;Totaal natuurlijke personen;Overig Groningen (CR);2009 december;6
6087;Totaal natuurlijke personen;Overig Groningen (CR);2009 4e kwartaal;19
6088;Totaal natuurlijke personen;Overig Groningen (CR);2009;73
6089;Totaal natuurlijke personen;Overig Groningen (CR);2010 januari;1
6090;Totaal natuurlijke personen;Overig Groningen (CR);2010 februari;9
6091;Totaal natuurlijke personen;Overig Groningen (CR);2010 maart;13
6092;Totaal natuurlijke personen;Overig Groningen (CR);2010 1e kwartaal;23
6093;Totaal natuurlijke personen;Overig Groningen (CR);2010 april;2
6094;Totaal natuurlijke personen;Overig Groningen (CR);2010 mei;3
6095;Totaal natuurlijke personen;Overig Groningen (CR);2010 juni;4
6096;Totaal natuurlijke personen;Overig Groningen (CR);2010 2e kwartaal;9
6097;Totaal natuurlijke personen;Overig Groningen (CR);2010 juli;8
6098;Totaal natuurlijke personen;Overig Groningen (CR);2010 augustus;7
6099;Totaal natuurlijke personen;Overig Groningen (CR);2010 september;3
6100;Totaal natuurlijke personen;Overig Groningen (CR);2010 3e kwartaal;18
6101;Totaal natuurlijke personen;Overig Groningen (CR);2010 oktober;8
6102;Totaal natuurlijke personen;Overig Groningen (CR);2010 november;4
6103;Totaal natuurlijke personen;Overig Groningen (CR);2010 december;4
6104;Totaal natuurlijke personen;Overig Groningen (CR);2010 4e kwartaal;16
6105;Totaal natuurlijke personen;Overig Groningen (CR);2010;66
6106;Totaal natuurlijke personen;Overig Groningen (CR);2011 januari;11
6107;Totaal natuurlijke personen;Overig Groningen (CR);2011 februari;8
6108;Totaal natuurlijke personen;Overig Groningen (CR);2011 maart;6
6109;Totaal natuurlijke personen;Overig Groningen (CR);2011 1e kwartaal;25
6110;Totaal natuurlijke personen;Overig Groningen (CR);2011 april;4
6111;Totaal natuurlijke personen;Overig Groningen (CR);2011 mei;6
6112;Totaal natuurlijke personen;Overig Groningen (CR);2011 juni;0
6113;Totaal natuurlijke personen;Overig Groningen (CR);2011 2e kwartaal;10
6114;Totaal natuurlijke personen;Overig Groningen (CR);2011 juli;3
6115;Totaal natuurlijke personen;Overig Groningen (CR);2011 augustus;10
6116;Totaal natuurlijke personen;Overig Groningen (CR);2011 september;2
6117;Totaal natuurlijke personen;Overig Groningen (CR);2011 3e kwartaal;15
6118;Totaal natuurlijke personen;Overig Groningen (CR);2011 oktober;3
6119;Totaal natuurlijke personen;Overig Groningen (CR);2011 november;7
6120;Totaal natuurlijke personen;Overig Groningen (CR);2011 december;3
6121;Totaal natuurlijke personen;Overig Groningen (CR);2011 4e kwartaal;13
6122;Totaal natuurlijke personen;Overig Groningen (CR);2011;63
6123;Totaal natuurlijke personen;Overig Groningen (CR);2012 januari;3
6124;Totaal natuurlijke personen;Overig Groningen (CR);2012 februari;3
6125;Totaal natuurlijke personen;Overig Groningen (CR);2012 maart;12
6126;Totaal natuurlijke personen;Overig Groningen (CR);2012 1e kwartaal;18
6127;Totaal natuurlijke personen;Overig Groningen (CR);2012 april;9
6128;Totaal natuurlijke personen;Overig Groningen (CR);2012 mei;6
6129;Totaal natuurlijke personen;Overig Groningen (CR);2012 juni;5
6130;Totaal natuurlijke personen;Overig Groningen (CR);2012 2e kwartaal;20
6131;Totaal natuurlijke personen;Overig Groningen (CR);2012 juli;7
6132;Totaal natuurlijke personen;Overig Groningen (CR);2012 augustus;3
6133;Totaal natuurlijke personen;Overig Groningen (CR);2012 september;5
6134;Totaal natuurlijke personen;Overig Groningen (CR);2012 3e kwartaal;15
6135;Totaal natuurlijke personen;Overig Groningen (CR);2012 oktober;2
6136;Totaal natuurlijke personen;Overig Groningen (CR);2012 november;8
6137;Totaal natuurlijke personen;Overig Groningen (CR);2012 december;4
6138;Totaal natuurlijke personen;Overig Groningen (CR);2012 4e kwartaal;14
6139;Totaal natuurlijke personen;Overig Groningen (CR);2012;67
6140;Totaal natuurlijke personen;Overig Groningen (CR);2013 januari;10
6141;Totaal natuurlijke personen;Overig Groningen (CR);2013 februari;4
6142;Totaal natuurlijke personen;Overig Groningen (CR);2013 maart;8
6143;Totaal natuurlijke personen;Overig Groningen (CR);2013 1e kwartaal;22
6144;Totaal natuurlijke personen;Overig Groningen (CR);2013 april;9
6145;Totaal natuurlijke personen;Overig Groningen (CR);2013 mei;4
6146;Totaal natuurlijke personen;Overig Groningen (CR);2013 juni;12
6147;Totaal natuurlijke personen;Overig Groningen (CR);2013 2e kwartaal;25
6148;Totaal natuurlijke personen;Overig Groningen (CR);2013 juli;11
6149;Totaal natuurlijke personen;Overig Groningen (CR);2013 augustus;9
6150;Totaal natuurlijke personen;Overig Groningen (CR);2013 september;3
6151;Totaal natuurlijke personen;Overig Groningen (CR);2013 3e kwartaal;23
6152;Totaal natuurlijke personen;Overig Groningen (CR);2013 oktober;17
6153;Totaal natuurlijke personen;Overig Groningen (CR);2013 november;13
6154;Totaal natuurlijke personen;Overig Groningen (CR);2013 december;6
6155;Totaal natuurlijke personen;Overig Groningen (CR);2013 4e kwartaal;36
6156;Totaal natuurlijke personen;Overig Groningen (CR);2013;106
6157;Totaal natuurlijke personen;Overig Groningen (CR);2014 januari;3
6158;Totaal natuurlijke personen;Overig Groningen (CR);2014 februari;3
6159;Totaal natuurlijke personen;Overig Groningen (CR);2014 maart;5
6160;Totaal natuurlijke personen;Overig Groningen (CR);2014 1e kwartaal;11
6161;Totaal natuurlijke personen;Overig Groningen (CR);2014 april;6
6162;Totaal natuurlijke personen;Overig Groningen (CR);2014 mei;6
6163;Totaal natuurlijke personen;Overig Groningen (CR);2014 juni;2
6164;Totaal natuurlijke personen;Overig Groningen (CR);2014 2e kwartaal;14
6165;Totaal natuurlijke personen;Overig Groningen (CR);2014 juli;5
6166;Totaal natuurlijke personen;Overig Groningen (CR);2014 augustus;5
6167;Totaal natuurlijke personen;Overig Groningen (CR);2014 september;5
6168;Totaal natuurlijke personen;Overig Groningen (CR);2014 3e kwartaal;15
6169;Totaal natuurlijke personen;Overig Groningen (CR);2014 oktober;2
6170;Totaal natuurlijke personen;Overig Groningen (CR);2014 november;7
6171;Totaal natuurlijke personen;Overig Groningen (CR);2014 december;6
6172;Totaal natuurlijke personen;Overig Groningen (CR);2014 4e kwartaal;15
6173;Totaal natuurlijke personen;Overig Groningen (CR);2014;55
6174;Totaal natuurlijke personen;Overig Groningen (CR);2015 januari;10
6175;Totaal natuurlijke personen;Overig Groningen (CR);2015 februari;3
6176;Totaal natuurlijke personen;Overig Groningen (CR);2015 maart;4
6177;Totaal natuurlijke personen;Overig Groningen (CR);2015 1e kwartaal;17
6178;Totaal natuurlijke personen;Overig Groningen (CR);2015 april;3
6179;Totaal natuurlijke personen;Overig Groningen (CR);2015 mei;4
6180;Totaal natuurlijke personen;Overig Groningen (CR);2015 juni;0
6181;Totaal natuurlijke personen;Overig Groningen (CR);2015 2e kwartaal;7
6182;Totaal natuurlijke personen;Overig Groningen (CR);2015 juli;3
6183;Totaal natuurlijke personen;Overig Groningen (CR);2015 augustus;4
6184;Totaal natuurlijke personen;Overig Groningen (CR);2015 september;2
6185;Totaal natuurlijke personen;Overig Groningen (CR);2015 3e kwartaal;9
6186;Totaal natuurlijke personen;Overig Groningen (CR);2015 oktober;2
6187;Totaal natuurlijke personen;Overig Groningen (CR);2015 november;2
6188;Totaal natuurlijke personen;Overig Groningen (CR);2015 december;0
6189;Totaal natuurlijke personen;Overig Groningen (CR);2015 4e kwartaal;4
6190;Totaal natuurlijke personen;Overig Groningen (CR);2015;37
6191;Totaal natuurlijke personen;Overig Groningen (CR);2016 januari;2
6192;Totaal natuurlijke personen;Overig Groningen (CR);2016 februari;4
6193;Totaal natuurlijke personen;Overig Groningen (CR);2016 maart;4
6194;Totaal natuurlijke personen;Overig Groningen (CR);2016 1e kwartaal;10
6195;Totaal natuurlijke personen;Overig Groningen (CR);2016 april;0
6196;Totaal natuurlijke personen;Overig Groningen (CR);2016 mei;3
6197;Totaal natuurlijke personen;Overig Groningen (CR);2016 juni;3
6198;Totaal natuurlijke personen;Overig Groningen (CR);2016 2e kwartaal;6
6199;Totaal natuurlijke personen;Overig Groningen (CR);2016 juli;6
6200;Totaal natuurlijke personen;Overig Groningen (CR);2016 augustus;2
6201;Totaal natuurlijke personen;Overig Groningen (CR);2016 september;4
6202;Totaal natuurlijke personen;Overig Groningen (CR);2016 3e kwartaal;12
6203;Totaal natuurlijke personen;Overig Groningen (CR);2016 oktober;2
6204;Totaal natuurlijke personen;Overig Groningen (CR);2016 november;1
6205;Totaal natuurlijke personen;Overig Groningen (CR);2016 december;1
6206;Totaal natuurlijke personen;Overig Groningen (CR);2016 4e kwartaal;4
6207;Totaal natuurlijke personen;Overig Groningen (CR);2016;32
6208;Totaal natuurlijke personen;Overig Groningen (CR);2017 januari;1
6209;Totaal natuurlijke personen;Overig Groningen (CR);2017 februari;0
6210;Totaal natuurlijke personen;Overig Groningen (CR);2017 maart;1
6211;Totaal natuurlijke personen;Overig Groningen (CR);2017 1e kwartaal;2
6212;Totaal natuurlijke personen;Overig Groningen (CR);2017 april;3
6213;Totaal natuurlijke personen;Overig Groningen (CR);2017 mei;1
6214;Totaal natuurlijke personen;Overig Groningen (CR);2017 juni;1
6215;Totaal natuurlijke personen;Overig Groningen (CR);2017 2e kwartaal;5
6216;Totaal natuurlijke personen;Overig Groningen (CR);2017 juli;3
6217;Totaal natuurlijke personen;Overig Groningen (CR);2017 augustus;3
6218;Totaal natuurlijke personen;Overig Groningen (CR);2017 september;2
6219;Totaal natuurlijke personen;Overig Groningen (CR);2017 3e kwartaal;8
6220;Totaal natuurlijke personen;Overig Groningen (CR);2017 oktober;2
6221;Totaal natuurlijke personen;Overig Groningen (CR);2017 november;2
6222;Totaal natuurlijke personen;Overig Groningen (CR);2017 december;5
6223;Totaal natuurlijke personen;Overig Groningen (CR);2017 4e kwartaal;9
6224;Totaal natuurlijke personen;Overig Groningen (CR);2017;24
6225;Totaal natuurlijke personen;Overig Groningen (CR);2018 januari;0
6226;Totaal natuurlijke personen;Overig Groningen (CR);2018 februari;3
6227;Totaal natuurlijke personen;Overig Groningen (CR);2018 maart;2
6228;Totaal natuurlijke personen;Overig Groningen (CR);2018 1e kwartaal;5
6229;Totaal natuurlijke personen;Overig Groningen (CR);2018 april;1
6230;Totaal natuurlijke personen;Overig Groningen (CR);2018 mei;2
6231;Totaal natuurlijke personen;Overig Groningen (CR);2018 juni;0
6232;Totaal natuurlijke personen;Overig Groningen (CR);2018 2e kwartaal;3
6233;Totaal natuurlijke personen;Overig Groningen (CR);2018 juli;2
6234;Totaal natuurlijke personen;Overig Groningen (CR);2018 augustus;0
6235;Totaal natuurlijke personen;Overig Groningen (CR);2018 september;2
6236;Totaal natuurlijke personen;Overig Groningen (CR);2018 3e kwartaal;4
6237;Totaal natuurlijke personen;Overig Groningen (CR);2018 oktober;0
6238;Totaal natuurlijke personen;Overig Groningen (CR);2018 november;3
6239;Totaal natuurlijke personen;Overig Groningen (CR);2018 december;1
6240;Totaal natuurlijke personen;Overig Groningen (CR);2018 4e kwartaal;4
6241;Totaal natuurlijke personen;Overig Groningen (CR);2018;16
6242;Totaal natuurlijke personen;Overig Groningen (CR);2019 januari;1
6243;Totaal natuurlijke personen;Overig Groningen (CR);2019 februari;1
6244;Totaal natuurlijke personen;Overig Groningen (CR);2019 maart;0
6245;Totaal natuurlijke personen;Overig Groningen (CR);2019 1e kwartaal;2
6246;Totaal natuurlijke personen;Overig Groningen (CR);2019 april;3
6247;Totaal natuurlijke personen;Overig Groningen (CR);2019 mei;1
6248;Totaal natuurlijke personen;Overig Groningen (CR);2019 juni;2
6249;Totaal natuurlijke personen;Overig Groningen (CR);2019 2e kwartaal;6
6250;Totaal natuurlijke personen;Overig Groningen (CR);2019 juli;1
6251;Totaal natuurlijke personen;Overig Groningen (CR);2019 augustus;1
6252;Totaal natuurlijke personen;Overig Groningen (CR);2019 september;2
6253;Totaal natuurlijke personen;Overig Groningen (CR);2019 3e kwartaal;4
6254;Totaal natuurlijke personen;Overig Groningen (CR);2019 oktober;3
6255;Totaal natuurlijke personen;Overig Groningen (CR);2019 november;0
6256;Totaal natuurlijke personen;Overig Groningen (CR);2019 december;1
6257;Totaal natuurlijke personen;Overig Groningen (CR);2019 4e kwartaal;4
6258;Totaal natuurlijke personen;Overig Groningen (CR);2019;16
6259;Totaal natuurlijke personen;Overig Groningen (CR);2020 januari;2
6260;Totaal natuurlijke personen;Overig Groningen (CR);2020 februari;4
6261;Totaal natuurlijke personen;Overig Groningen (CR);2020 maart;1
6262;Totaal natuurlijke personen;Overig Groningen (CR);2020 1e kwartaal;7
6263;Totaal natuurlijke personen;Overig Groningen (CR);2020 april;0
6264;Totaal natuurlijke personen;Overig Groningen (CR);2020 mei;2
6265;Totaal natuurlijke personen;Overig Groningen (CR);2020 juni;2
6266;Totaal natuurlijke personen;Overig Groningen (CR);2020 2e kwartaal;4
6267;Totaal natuurlijke personen;Overig Groningen (CR);2020 juli;0
6268;Totaal natuurlijke personen;Overig Groningen (CR);2020 augustus;1
6269;Totaal natuurlijke personen;Overig Groningen (CR);2020 september;1
6270;Totaal natuurlijke personen;Overig Groningen (CR);2020 3e kwartaal;2
6271;Totaal natuurlijke personen;Overig Groningen (CR);2020 oktober;0
6272;Totaal natuurlijke personen;Overig Groningen (CR);2020 november;0
6273;Totaal natuurlijke personen;Overig Groningen (CR);2020 december;1
6274;Totaal natuurlijke personen;Overig Groningen (CR);2020 4e kwartaal;1
6275;Totaal natuurlijke personen;Overig Groningen (CR);2020;14
6276;Totaal natuurlijke personen;Overig Groningen (CR);2021 januari;1
6277;Totaal natuurlijke personen;Overig Groningen (CR);2021 februari;0
6278;Totaal natuurlijke personen;Overig Groningen (CR);2021 maart;1
6279;Totaal natuurlijke personen;Overig Groningen (CR);2021 1e kwartaal;2
6280;Totaal natuurlijke personen;Overig Groningen (CR);2021 april;0
6281;Totaal natuurlijke personen;Overig Groningen (CR);2021 mei;1
6282;Totaal natuurlijke personen;Overig Groningen (CR);2021 juni;5
6283;Totaal natuurlijke personen;Overig Groningen (CR);2021 2e kwartaal;6
6284;Totaal natuurlijke personen;Overig Groningen (CR);2021 juli;0
6285;Totaal natuurlijke personen;Overig Groningen (CR);2021 augustus;0
6286;Totaal natuurlijke personen;Overig Groningen (CR);2021 september;0
6287;Totaal natuurlijke personen;Overig Groningen (CR);2021 3e kwartaal;0
6288;Totaal natuurlijke personen;Overig Groningen (CR);2021 oktober;0
6289;Totaal natuurlijke personen;Overig Groningen (CR);2021 november;0
6290;Totaal natuurlijke personen;Overig Groningen (CR);2021 december;1
6291;Totaal natuurlijke personen;Overig Groningen (CR);2021 4e kwartaal;1
6292;Totaal natuurlijke personen;Overig Groningen (CR);2021;9
6293;Totaal natuurlijke personen;Overig Groningen (CR);2022 januari;0
6294;Totaal natuurlijke personen;Overig Groningen (CR);2022 februari;0
6295;Totaal natuurlijke personen;Overig Groningen (CR);2022 maart;2
6296;Totaal natuurlijke personen;Overig Groningen (CR);2022 1e kwartaal;2
6297;Totaal natuurlijke personen;Overig Groningen (CR);2022 april;0
6298;Totaal natuurlijke personen;Overig Groningen (CR);2022 mei;1
6299;Totaal natuurlijke personen;Overig Groningen (CR);2022 juni;1
6300;Totaal natuurlijke personen;Overig Groningen (CR);2022 2e kwartaal;2
6301;Totaal natuurlijke personen;Overig Groningen (CR);2022 juli;1
6302;Totaal natuurlijke personen;Overig Groningen (CR);2022 augustus;0
6303;Totaal natuurlijke personen;Overig Groningen (CR);2022 september;0
6304;Totaal natuurlijke personen;Overig Groningen (CR);2022 3e kwartaal;1
6305;Totaal natuurlijke personen;Overig Groningen (CR);2022 oktober;3
6306;Totaal natuurlijke personen;Overig Groningen (CR);2022 november;0
6307;Totaal natuurlijke personen;Overig Groningen (CR);2022 december;0
6308;Totaal natuurlijke personen;Overig Groningen (CR);2022 4e kwartaal;3
6309;Totaal natuurlijke personen;Overig Groningen (CR);2022;8
6310;Totaal natuurlijke personen;Overig Groningen (CR);2023 januari;0
6311;Totaal natuurlijke personen;Overig Groningen (CR);2023 februari;1
6312;Totaal natuurlijke personen;Overig Groningen (CR);2023 maart;0
6313;Totaal natuurlijke personen;Overig Groningen (CR);2023 1e kwartaal;1
6314;Totaal natuurlijke personen;Overig Groningen (CR);2023 april;0
6315;Totaal natuurlijke personen;Overig Groningen (CR);2023 mei;1
6316;Totaal natuurlijke personen;Overig Groningen (CR);2023 juni;1
6317;Totaal natuurlijke personen;Overig Groningen (CR);2023 2e kwartaal;2
6318;Totaal natuurlijke personen;Overig Groningen (CR);2023 juli;1
6319;Totaal natuurlijke personen;Overig Groningen (CR);2023 augustus;2
6320;Totaal natuurlijke personen;Overig Groningen (CR);2023 september;1
6321;Totaal natuurlijke personen;Overig Groningen (CR);2023 3e kwartaal;4
6322;Totaal natuurlijke personen;Overig Groningen (CR);2023 oktober;2
6323;Totaal natuurlijke personen;Overig Groningen (CR);2023 november;1
6324;Totaal natuurlijke personen;Overig Groningen (CR);2023 december;0
6325;Totaal natuurlijke personen;Overig Groningen (CR);2023 4e kwartaal;3
6326;Totaal natuurlijke personen;Overig Groningen (CR);2023;10
6327;Totaal natuurlijke personen;Overig Groningen (CR);2024 januari;1
6328;Totaal natuurlijke personen;Overig Groningen (CR);2024 februari;3
6329;Totaal natuurlijke personen;Overig Groningen (CR);2024 maart;0
6330;Totaal natuurlijke personen;Overig Groningen (CR);2024 1e kwartaal;4
6331;Totaal natuurlijke personen;Overig Groningen (CR);2024 april;2
6332;Totaal natuurlijke personen;Overig Groningen (CR);2024 mei;6
6333;Totaal natuurlijke personen;Overig Groningen (CR);2024 juni;1
