ID;KenmerkenLeasevoertuigen;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Weegfactoren_4;Prijsindex_5;Kwartaalmutatie_6;Jaarmutatie_7;Weegfactoren_8
268;Personenauto's: Benzine en MHEV;2007 3e kwartaal;81.4;0.3;2.5;;80.5;-1.0;1.4;
269;Personenauto's: Benzine en MHEV;2007 4e kwartaal;81.2;-0.2;1.8;;80.7;0.1;4.1;
270;Personenauto's: Benzine en MHEV;2007;81.1;;2.2;;80.3;;2.4;
271;Personenauto's: Benzine en MHEV;2008 1e kwartaal;79.6;-2.1;-1.3;;79.6;-1.3;1.2;
272;Personenauto's: Benzine en MHEV;2008 2e kwartaal;80.2;0.8;-1.1;;81.3;2.0;-0.1;
273;Personenauto's: Benzine en MHEV;2008 3e kwartaal;81.2;1.2;-0.2;;82.6;1.7;2.6;
274;Personenauto's: Benzine en MHEV;2008 4e kwartaal;81.4;0.2;0.1;;80.1;-3.1;-0.7;
275;Personenauto's: Benzine en MHEV;2008;80.6;;-0.6;;80.9;;0.7;
276;Personenauto's: Benzine en MHEV;2009 1e kwartaal;82.2;1.1;3.4;;80.0;-0.1;0.5;
277;Personenauto's: Benzine en MHEV;2009 2e kwartaal;82.3;0.1;2.7;;80.9;1.1;-0.5;
278;Personenauto's: Benzine en MHEV;2009 3e kwartaal;82.6;0.4;1.8;;82.0;1.3;-0.8;
279;Personenauto's: Benzine en MHEV;2009 4e kwartaal;82.7;0.1;1.7;;82.3;0.4;2.8;
280;Personenauto's: Benzine en MHEV;2009;82.5;;2.4;;81.3;;0.5;
281;Personenauto's: Benzine en MHEV;2010 1e kwartaal;82.9;0.2;0.8;;82.6;0.4;3.2;
282;Personenauto's: Benzine en MHEV;2010 2e kwartaal;82.4;-0.6;0.1;;83.6;1.2;3.3;
283;Personenauto's: Benzine en MHEV;2010 3e kwartaal;81.7;-0.9;-1.1;;82.7;-1.0;0.9;
284;Personenauto's: Benzine en MHEV;2010 4e kwartaal;82.0;0.4;-0.9;;83.2;0.6;1.1;
285;Personenauto's: Benzine en MHEV;2010;82.3;;-0.3;;83.0;;2.1;
286;Personenauto's: Benzine en MHEV;2011 1e kwartaal;83.7;2.1;1.0;;85.6;2.9;3.7;
287;Personenauto's: Benzine en MHEV;2011 2e kwartaal;84.1;0.4;2.0;;87.0;1.5;4.0;
288;Personenauto's: Benzine en MHEV;2011 3e kwartaal;83.3;-0.9;2.0;;86.0;-1.1;3.9;
289;Personenauto's: Benzine en MHEV;2011 4e kwartaal;83.7;0.4;2.0;;85.6;-0.4;2.9;
290;Personenauto's: Benzine en MHEV;2011;83.7;;1.7;;86.1;;3.6;
291;Personenauto's: Benzine en MHEV;2012 1e kwartaal;83.8;0.2;0.1;;86.6;1.1;1.1;
292;Personenauto's: Benzine en MHEV;2012 2e kwartaal;83.9;0.2;-0.1;;87.3;0.9;0.4;
293;Personenauto's: Benzine en MHEV;2012 3e kwartaal;85.4;1.7;2.5;;88.1;0.9;2.5;
294;Personenauto's: Benzine en MHEV;2012 4e kwartaal;85.5;0.1;2.2;;87.9;-0.3;2.6;
295;Personenauto's: Benzine en MHEV;2012;84.7;;1.2;;87.5;;1.7;
296;Personenauto's: Benzine en MHEV;2013 1e kwartaal;87.0;1.7;3.8;;88.7;0.9;2.5;
297;Personenauto's: Benzine en MHEV;2013 2e kwartaal;86.5;-0.5;3.1;;87.7;-1.2;0.4;
298;Personenauto's: Benzine en MHEV;2013 3e kwartaal;86.6;0.1;1.4;;88.2;0.6;0.1;
299;Personenauto's: Benzine en MHEV;2013 4e kwartaal;86.3;-0.4;0.9;;86.7;-1.7;-1.4;
300;Personenauto's: Benzine en MHEV;2013;86.6;;2.3;;87.8;;0.4;
301;Personenauto's: Benzine en MHEV;2014 1e kwartaal;86.5;0.2;-0.5;;86.9;0.2;-2.1;
302;Personenauto's: Benzine en MHEV;2014 2e kwartaal;86.0;-0.5;-0.6;;87.0;0.2;-0.7;
303;Personenauto's: Benzine en MHEV;2014 3e kwartaal;85.6;-0.5;-1.2;;86.3;-0.8;-2.2;
304;Personenauto's: Benzine en MHEV;2014 4e kwartaal;85.8;0.3;-0.5;;85.0;-1.5;-1.9;
305;Personenauto's: Benzine en MHEV;2014;86.0;;-0.7;;86.3;;-1.7;
306;Personenauto's: Benzine en MHEV;2015 1e kwartaal;86.6;0.8;0.1;;83.8;-1.4;-3.5;
307;Personenauto's: Benzine en MHEV;2015 2e kwartaal;85.3;-1.4;-0.8;;84.2;0.5;-3.2;
308;Personenauto's: Benzine en MHEV;2015 3e kwartaal;85.4;0.0;-0.3;;83.6;-0.8;-3.2;
309;Personenauto's: Benzine en MHEV;2015 4e kwartaal;85.7;0.4;-0.1;;82.8;-0.9;-2.6;
310;Personenauto's: Benzine en MHEV;2015;85.7;;-0.3;;83.6;;-3.1;
311;Personenauto's: Benzine en MHEV;2016 1e kwartaal;86.8;1.2;0.2;;82.2;-0.8;-2.0;
312;Personenauto's: Benzine en MHEV;2016 2e kwartaal;86.7;-0.1;1.6;;83.0;1.0;-1.5;
313;Personenauto's: Benzine en MHEV;2016 3e kwartaal;86.0;-0.8;0.7;;82.2;-0.9;-1.6;
314;Personenauto's: Benzine en MHEV;2016 4e kwartaal;86.1;0.1;0.4;;82.9;0.8;0.2;
315;Personenauto's: Benzine en MHEV;2016;86.4;;0.7;;82.6;;-1.2;
316;Personenauto's: Benzine en MHEV;2017 1e kwartaal;86.7;0.7;-0.1;;84.4;1.8;2.7;
317;Personenauto's: Benzine en MHEV;2017 2e kwartaal;86.6;-0.1;-0.1;;83.8;-0.7;1.0;
318;Personenauto's: Benzine en MHEV;2017 3e kwartaal;86.3;-0.3;0.4;;83.1;-0.8;1.1;
319;Personenauto's: Benzine en MHEV;2017 4e kwartaal;86.8;0.6;0.9;;83.9;0.9;1.2;
320;Personenauto's: Benzine en MHEV;2017;86.6;;0.3;;83.8;;1.5;
321;Personenauto's: Benzine en MHEV;2018 1e kwartaal;87.3;0.6;0.7;;84.5;0.7;0.1;
322;Personenauto's: Benzine en MHEV;2018 2e kwartaal;88.6;1.4;2.2;;87.6;3.7;4.5;
323;Personenauto's: Benzine en MHEV;2018 3e kwartaal;89.8;1.4;4.0;;88.9;1.5;6.9;
324;Personenauto's: Benzine en MHEV;2018 4e kwartaal;91.1;1.5;5.0;;89.4;0.5;6.6;
325;Personenauto's: Benzine en MHEV;2018;89.2;;3.0;;87.6;;4.5;
326;Personenauto's: Benzine en MHEV;2019 1e kwartaal;94.4;3.6;8.1;;91.7;2.5;8.5;
327;Personenauto's: Benzine en MHEV;2019 2e kwartaal;93.9;-0.5;6.0;;92.9;1.3;6.0;
328;Personenauto's: Benzine en MHEV;2019 3e kwartaal;93.4;-0.6;4.0;;91.5;-1.5;2.9;
329;Personenauto's: Benzine en MHEV;2019 4e kwartaal;94.2;0.9;3.3;;91.9;0.5;2.8;
330;Personenauto's: Benzine en MHEV;2019;93.9;;5.3;;92.0;;5.0;
331;Personenauto's: Benzine en MHEV;2020 1e kwartaal;96.0;2.0;1.7;;93.1;1.3;1.6;
332;Personenauto's: Benzine en MHEV;2020 2e kwartaal;98.3;2.4;4.7;;93.1;0.1;0.3;
333;Personenauto's: Benzine en MHEV;2020 3e kwartaal;97.5;-0.8;4.4;;95.5;2.6;4.4;
334;Personenauto's: Benzine en MHEV;2020 4e kwartaal;97.6;0.1;3.7;;94.7;-0.9;3.0;
335;Personenauto's: Benzine en MHEV;2020;97.4;;3.6;;94.1;;2.3;
336;Personenauto's: Benzine en MHEV;2021 1e kwartaal;99.7;2.1;3.8;22.0;97.3;2.7;4.5;28.5
337;Personenauto's: Benzine en MHEV;2021 2e kwartaal;99.7;0.1;1.5;22.0;99.1;1.9;6.4;28.5
338;Personenauto's: Benzine en MHEV;2021 3e kwartaal;100.1;0.4;2.6;22.0;100.3;1.2;5.0;28.5
339;Personenauto's: Benzine en MHEV;2021 4e kwartaal;100.6;0.5;3.0;22.0;103.4;3.1;9.2;28.5
340;Personenauto's: Benzine en MHEV;2021;100.0;;2.7;22.0;100.0;;6.3;28.5
341;Personenauto's: Benzine en MHEV;2022 1e kwartaal;102.8;2.3;3.2;22.0;105.7;2.2;8.6;28.5
342;Personenauto's: Benzine en MHEV;2022 2e kwartaal;106.7;3.7;7.0;22.0;110.9;5.0;11.9;28.5
343;Personenauto's: Benzine en MHEV;2022 3e kwartaal;108.9;2.1;8.8;22.0;112.3;1.3;12.0;28.5
344;Personenauto's: Benzine en MHEV;2022 4e kwartaal;113.6;4.4;13.0;22.0;114.2;1.6;10.4;28.5
345;Personenauto's: Benzine en MHEV;2022;108.0;;8.0;22.0;110.8;;10.8;28.5
346;Personenauto's: Benzine en MHEV;2023 1e kwartaal;118.0;3.9;14.8;22.0;115.3;1.0;9.1;28.5
347;Personenauto's: Benzine en MHEV;2023 2e kwartaal;118.9;0.7;11.4;22.0;115.4;0.1;4.0;28.5
348;Personenauto's: Benzine en MHEV;2023 3e kwartaal;119.1;0.2;9.4;22.0;118.7;2.9;5.7;28.5
349;Personenauto's: Benzine en MHEV;2023 4e kwartaal;121.1;1.6;6.6;22.0;120.2;1.2;5.3;28.5
350;Personenauto's: Benzine en MHEV;2023;119.3;;10.4;22.0;117.4;;6.0;28.5
351;Personenauto's: Benzine en MHEV;2024 1e kwartaal;123.4;2.0;4.6;22.0;121.3;0.9;5.2;28.5
352;Personenauto's: Benzine en MHEV;2024 2e kwartaal;124.2;0.6;4.5;22.0;123.2;1.6;6.8;28.5
353;Personenauto's: Benzine en MHEV;2024 3e kwartaal;124.4;0.1;4.4;22.0;122.8;-0.4;3.4;28.5
354;Personenauto's: Benzine en MHEV;2024 4e kwartaal;124.4;0.0;2.7;22.0;121.8;-0.8;1.4;28.5
355;Personenauto's: Benzine en MHEV;2024;124.1;;4.1;22.0;122.3;;4.2;28.5
356;Personenauto's: Benzine en MHEV;2025 1e kwartaal;127.1;2.2;3.0;22.0;124.3;2.0;2.4;28.5
357;Benzineauto en MHEV:  Categorie A en B ;2001 3e kwartaal;;;;;;;;
358;Benzineauto en MHEV:  Categorie A en B ;2001 4e kwartaal;;;;;;;;
359;Benzineauto en MHEV:  Categorie A en B ;2001;;;;;;;;
360;Benzineauto en MHEV:  Categorie A en B ;2002 1e kwartaal;;;;;;;;
361;Benzineauto en MHEV:  Categorie A en B ;2002 2e kwartaal;;;;;;;;
362;Benzineauto en MHEV:  Categorie A en B ;2002 3e kwartaal;;;;;;;;
363;Benzineauto en MHEV:  Categorie A en B ;2002 4e kwartaal;;;;;;;;
364;Benzineauto en MHEV:  Categorie A en B ;2002;;;;;;;;
365;Benzineauto en MHEV:  Categorie A en B ;2003 1e kwartaal;;;;;;;;
366;Benzineauto en MHEV:  Categorie A en B ;2003 2e kwartaal;;;;;;;;
367;Benzineauto en MHEV:  Categorie A en B ;2003 3e kwartaal;;;;;;;;
368;Benzineauto en MHEV:  Categorie A en B ;2003 4e kwartaal;;;;;;;;
369;Benzineauto en MHEV:  Categorie A en B ;2003 ;;;;;;;;
370;Benzineauto en MHEV:  Categorie A en B ;2004 1e kwartaal;;;;;;;;
371;Benzineauto en MHEV:  Categorie A en B ;2004 2e kwartaal;;;;;;;;
372;Benzineauto en MHEV:  Categorie A en B ;2004 3e kwartaal;;;;;;;;
373;Benzineauto en MHEV:  Categorie A en B ;2004 4e kwartaal;;;;;;;;
374;Benzineauto en MHEV:  Categorie A en B ;2004;;;;;;;;
375;Benzineauto en MHEV:  Categorie A en B ;2005 1e kwartaal;;;;;;;;
376;Benzineauto en MHEV:  Categorie A en B ;2005 2e kwartaal;;;;;;;;
377;Benzineauto en MHEV:  Categorie A en B ;2005 3e kwartaal;;;;;;;;
378;Benzineauto en MHEV:  Categorie A en B ;2005 4e kwartaal;;;;;;;;
379;Benzineauto en MHEV:  Categorie A en B ;2005;;;;;;;;
380;Benzineauto en MHEV:  Categorie A en B ;2006 1e kwartaal;;;;;;;;
381;Benzineauto en MHEV:  Categorie A en B ;2006 2e kwartaal;;;;;;;;
382;Benzineauto en MHEV:  Categorie A en B ;2006 3e kwartaal;;;;;;;;
383;Benzineauto en MHEV:  Categorie A en B ;2006 4e kwartaal;;;;;;;;
384;Benzineauto en MHEV:  Categorie A en B ;2006;;;;;;;;
385;Benzineauto en MHEV:  Categorie A en B ;2007 1e kwartaal;;;;;;;;
386;Benzineauto en MHEV:  Categorie A en B ;2007 2e kwartaal;;;;;;;;
387;Benzineauto en MHEV:  Categorie A en B ;2007 3e kwartaal;;;;;;;;
388;Benzineauto en MHEV:  Categorie A en B ;2007 4e kwartaal;;;;;;;;
389;Benzineauto en MHEV:  Categorie A en B ;2007;;;;;;;;
390;Benzineauto en MHEV:  Categorie A en B ;2008 1e kwartaal;;;;;;;;
391;Benzineauto en MHEV:  Categorie A en B ;2008 2e kwartaal;;;;;;;;
392;Benzineauto en MHEV:  Categorie A en B ;2008 3e kwartaal;;;;;;;;
393;Benzineauto en MHEV:  Categorie A en B ;2008 4e kwartaal;;;;;;;;
394;Benzineauto en MHEV:  Categorie A en B ;2008;;;;;;;;
395;Benzineauto en MHEV:  Categorie A en B ;2009 1e kwartaal;;;;;;;;
396;Benzineauto en MHEV:  Categorie A en B ;2009 2e kwartaal;;;;;;;;
397;Benzineauto en MHEV:  Categorie A en B ;2009 3e kwartaal;;;;;;;;
398;Benzineauto en MHEV:  Categorie A en B ;2009 4e kwartaal;;;;;;;;
399;Benzineauto en MHEV:  Categorie A en B ;2009;;;;;;;;
400;Benzineauto en MHEV:  Categorie A en B ;2010 1e kwartaal;;;;;;;;
401;Benzineauto en MHEV:  Categorie A en B ;2010 2e kwartaal;;;;;;;;
402;Benzineauto en MHEV:  Categorie A en B ;2010 3e kwartaal;;;;;;;;
403;Benzineauto en MHEV:  Categorie A en B ;2010 4e kwartaal;;;;;;;;
404;Benzineauto en MHEV:  Categorie A en B ;2010;;;;;;;;
405;Benzineauto en MHEV:  Categorie A en B ;2011 1e kwartaal;;;;;;;;
406;Benzineauto en MHEV:  Categorie A en B ;2011 2e kwartaal;;;;;;;;
407;Benzineauto en MHEV:  Categorie A en B ;2011 3e kwartaal;;;;;;;;
408;Benzineauto en MHEV:  Categorie A en B ;2011 4e kwartaal;;;;;;;;
409;Benzineauto en MHEV:  Categorie A en B ;2011;;;;;;;;
410;Benzineauto en MHEV:  Categorie A en B ;2012 1e kwartaal;;;;;;;;
411;Benzineauto en MHEV:  Categorie A en B ;2012 2e kwartaal;;;;;;;;
412;Benzineauto en MHEV:  Categorie A en B ;2012 3e kwartaal;;;;;;;;
413;Benzineauto en MHEV:  Categorie A en B ;2012 4e kwartaal;;;;;;;;
414;Benzineauto en MHEV:  Categorie A en B ;2012;;;;;;;;
415;Benzineauto en MHEV:  Categorie A en B ;2013 1e kwartaal;;;;;;;;
416;Benzineauto en MHEV:  Categorie A en B ;2013 2e kwartaal;;;;;;;;
417;Benzineauto en MHEV:  Categorie A en B ;2013 3e kwartaal;;;;;;;;
418;Benzineauto en MHEV:  Categorie A en B ;2013 4e kwartaal;;;;;;;;
419;Benzineauto en MHEV:  Categorie A en B ;2013;;;;;;;;
420;Benzineauto en MHEV:  Categorie A en B ;2014 1e kwartaal;;;;;;;;
421;Benzineauto en MHEV:  Categorie A en B ;2014 2e kwartaal;;;;;;;;
422;Benzineauto en MHEV:  Categorie A en B ;2014 3e kwartaal;;;;;;;;
423;Benzineauto en MHEV:  Categorie A en B ;2014 4e kwartaal;;;;;;;;
424;Benzineauto en MHEV:  Categorie A en B ;2014;;;;;;;;
425;Benzineauto en MHEV:  Categorie A en B ;2015 1e kwartaal;;;;;;;;
426;Benzineauto en MHEV:  Categorie A en B ;2015 2e kwartaal;;;;;;;;
427;Benzineauto en MHEV:  Categorie A en B ;2015 3e kwartaal;;;;;;;;
428;Benzineauto en MHEV:  Categorie A en B ;2015 4e kwartaal;;;;;;;;
429;Benzineauto en MHEV:  Categorie A en B ;2015;;;;;;;;
430;Benzineauto en MHEV:  Categorie A en B ;2016 1e kwartaal;;;;;;;;
431;Benzineauto en MHEV:  Categorie A en B ;2016 2e kwartaal;;;;;;;;
432;Benzineauto en MHEV:  Categorie A en B ;2016 3e kwartaal;;;;;;;;
433;Benzineauto en MHEV:  Categorie A en B ;2016 4e kwartaal;;;;;;;;
434;Benzineauto en MHEV:  Categorie A en B ;2016;;;;;;;;
435;Benzineauto en MHEV:  Categorie A en B ;2017 1e kwartaal;;;;;;;;
436;Benzineauto en MHEV:  Categorie A en B ;2017 2e kwartaal;;;;;;;;
437;Benzineauto en MHEV:  Categorie A en B ;2017 3e kwartaal;;;;;;;;
438;Benzineauto en MHEV:  Categorie A en B ;2017 4e kwartaal;;;;;;;;
439;Benzineauto en MHEV:  Categorie A en B ;2017;;;;;;;;
440;Benzineauto en MHEV:  Categorie A en B ;2018 1e kwartaal;;;;;;;;
441;Benzineauto en MHEV:  Categorie A en B ;2018 2e kwartaal;;;;;;;;
442;Benzineauto en MHEV:  Categorie A en B ;2018 3e kwartaal;;;;;;;;
443;Benzineauto en MHEV:  Categorie A en B ;2018 4e kwartaal;;;;;;;;
444;Benzineauto en MHEV:  Categorie A en B ;2018;;;;;;;;
445;Benzineauto en MHEV:  Categorie A en B ;2019 1e kwartaal;;;;;;;;
446;Benzineauto en MHEV:  Categorie A en B ;2019 2e kwartaal;;;;;;;;
447;Benzineauto en MHEV:  Categorie A en B ;2019 3e kwartaal;;;;;;;;
448;Benzineauto en MHEV:  Categorie A en B ;2019 4e kwartaal;;;;;;;;
449;Benzineauto en MHEV:  Categorie A en B ;2019;;;;;;;;
450;Benzineauto en MHEV:  Categorie A en B ;2020 1e kwartaal;;;;;;;;
451;Benzineauto en MHEV:  Categorie A en B ;2020 2e kwartaal;;;;;;;;
452;Benzineauto en MHEV:  Categorie A en B ;2020 3e kwartaal;;;;;;;;
453;Benzineauto en MHEV:  Categorie A en B ;2020 4e kwartaal;98.0;;;;94.6;;;
454;Benzineauto en MHEV:  Categorie A en B ;2020;;;;;;;;
455;Benzineauto en MHEV:  Categorie A en B ;2021 1e kwartaal;99.6;1.6;;11.6;97.0;2.5;;15.0
456;Benzineauto en MHEV:  Categorie A en B ;2021 2e kwartaal;99.6;0.0;;11.6;98.9;2.0;;15.0
457;Benzineauto en MHEV:  Categorie A en B ;2021 3e kwartaal;100.1;0.6;;11.6;100.4;1.4;;15.0
458;Benzineauto en MHEV:  Categorie A en B ;2021 4e kwartaal;100.7;0.6;2.8;11.6;103.7;3.3;9.6;15.0
459;Benzineauto en MHEV:  Categorie A en B ;2021;100.0;;;11.6;100.0;;;15.0
460;Benzineauto en MHEV:  Categorie A en B ;2022 1e kwartaal;103.1;2.3;3.5;11.6;106.0;2.2;9.3;15.0
461;Benzineauto en MHEV:  Categorie A en B ;2022 2e kwartaal;107.0;3.8;7.5;11.6;111.5;5.2;12.8;15.0
462;Benzineauto en MHEV:  Categorie A en B ;2022 3e kwartaal;108.7;1.6;8.6;11.6;112.5;0.9;12.1;15.0
463;Benzineauto en MHEV:  Categorie A en B ;2022 4e kwartaal;113.9;4.8;13.1;11.6;114.6;1.8;10.5;15.0
464;Benzineauto en MHEV:  Categorie A en B ;2022;108.2;;8.2;11.6;111.2;;11.2;15.0
465;Benzineauto en MHEV:  Categorie A en B ;2023 1e kwartaal;118.5;4.0;14.9;11.6;115.4;0.7;8.9;15.0
466;Benzineauto en MHEV:  Categorie A en B ;2023 2e kwartaal;119.4;0.8;11.5;11.6;115.5;0.1;3.6;15.0
467;Benzineauto en MHEV:  Categorie A en B ;2023 3e kwartaal;119.5;0.1;9.9;11.6;119.0;3.0;5.7;15.0
468;Benzineauto en MHEV:  Categorie A en B ;2023 4e kwartaal;121.1;1.3;6.3;11.6;120.2;1.0;4.9;15.0
469;Benzineauto en MHEV:  Categorie A en B ;2023;119.6;;10.6;11.6;117.5;;5.7;15.0
470;Benzineauto en MHEV:  Categorie A en B ;2024 1e kwartaal;124.0;2.4;4.7;11.6;121.6;1.1;5.3;15.0
471;Benzineauto en MHEV:  Categorie A en B ;2024 2e kwartaal;125.2;0.9;4.8;11.6;124.2;2.1;7.5;15.0
472;Benzineauto en MHEV:  Categorie A en B ;2024 3e kwartaal;125.6;0.4;5.2;11.6;124.0;-0.1;4.2;15.0
473;Benzineauto en MHEV:  Categorie A en B ;2024 4e kwartaal;125.6;0.0;3.7;11.6;123.1;-0.8;2.4;15.0
474;Benzineauto en MHEV:  Categorie A en B ;2024;125.1;;4.6;11.6;123.2;;4.8;15.0
475;Benzineauto en MHEV:  Categorie A en B ;2025 1e kwartaal;128.9;2.6;3.9;11.6;125.9;2.3;3.5;15.0
476;Benzineauto en MHEV: Categorie C ;2001 3e kwartaal;;;;;;;;
477;Benzineauto en MHEV: Categorie C ;2001 4e kwartaal;;;;;;;;
478;Benzineauto en MHEV: Categorie C ;2001;;;;;;;;
479;Benzineauto en MHEV: Categorie C ;2002 1e kwartaal;;;;;;;;
480;Benzineauto en MHEV: Categorie C ;2002 2e kwartaal;;;;;;;;
481;Benzineauto en MHEV: Categorie C ;2002 3e kwartaal;;;;;;;;
482;Benzineauto en MHEV: Categorie C ;2002 4e kwartaal;;;;;;;;
483;Benzineauto en MHEV: Categorie C ;2002;;;;;;;;
484;Benzineauto en MHEV: Categorie C ;2003 1e kwartaal;;;;;;;;
485;Benzineauto en MHEV: Categorie C ;2003 2e kwartaal;;;;;;;;
486;Benzineauto en MHEV: Categorie C ;2003 3e kwartaal;;;;;;;;
487;Benzineauto en MHEV: Categorie C ;2003 4e kwartaal;;;;;;;;
488;Benzineauto en MHEV: Categorie C ;2003 ;;;;;;;;
489;Benzineauto en MHEV: Categorie C ;2004 1e kwartaal;;;;;;;;
490;Benzineauto en MHEV: Categorie C ;2004 2e kwartaal;;;;;;;;
491;Benzineauto en MHEV: Categorie C ;2004 3e kwartaal;;;;;;;;
492;Benzineauto en MHEV: Categorie C ;2004 4e kwartaal;;;;;;;;
493;Benzineauto en MHEV: Categorie C ;2004;;;;;;;;
494;Benzineauto en MHEV: Categorie C ;2005 1e kwartaal;;;;;;;;
495;Benzineauto en MHEV: Categorie C ;2005 2e kwartaal;;;;;;;;
496;Benzineauto en MHEV: Categorie C ;2005 3e kwartaal;;;;;;;;
497;Benzineauto en MHEV: Categorie C ;2005 4e kwartaal;;;;;;;;
498;Benzineauto en MHEV: Categorie C ;2005;;;;;;;;
499;Benzineauto en MHEV: Categorie C ;2006 1e kwartaal;;;;;;;;
500;Benzineauto en MHEV: Categorie C ;2006 2e kwartaal;;;;;;;;
501;Benzineauto en MHEV: Categorie C ;2006 3e kwartaal;;;;;;;;
502;Benzineauto en MHEV: Categorie C ;2006 4e kwartaal;;;;;;;;
503;Benzineauto en MHEV: Categorie C ;2006;;;;;;;;
504;Benzineauto en MHEV: Categorie C ;2007 1e kwartaal;;;;;;;;
505;Benzineauto en MHEV: Categorie C ;2007 2e kwartaal;;;;;;;;
506;Benzineauto en MHEV: Categorie C ;2007 3e kwartaal;;;;;;;;
507;Benzineauto en MHEV: Categorie C ;2007 4e kwartaal;;;;;;;;
508;Benzineauto en MHEV: Categorie C ;2007;;;;;;;;
509;Benzineauto en MHEV: Categorie C ;2008 1e kwartaal;;;;;;;;
510;Benzineauto en MHEV: Categorie C ;2008 2e kwartaal;;;;;;;;
511;Benzineauto en MHEV: Categorie C ;2008 3e kwartaal;;;;;;;;
512;Benzineauto en MHEV: Categorie C ;2008 4e kwartaal;;;;;;;;
513;Benzineauto en MHEV: Categorie C ;2008;;;;;;;;
514;Benzineauto en MHEV: Categorie C ;2009 1e kwartaal;;;;;;;;
515;Benzineauto en MHEV: Categorie C ;2009 2e kwartaal;;;;;;;;
516;Benzineauto en MHEV: Categorie C ;2009 3e kwartaal;;;;;;;;
517;Benzineauto en MHEV: Categorie C ;2009 4e kwartaal;;;;;;;;
518;Benzineauto en MHEV: Categorie C ;2009;;;;;;;;
519;Benzineauto en MHEV: Categorie C ;2010 1e kwartaal;;;;;;;;
520;Benzineauto en MHEV: Categorie C ;2010 2e kwartaal;;;;;;;;
521;Benzineauto en MHEV: Categorie C ;2010 3e kwartaal;;;;;;;;
522;Benzineauto en MHEV: Categorie C ;2010 4e kwartaal;;;;;;;;
523;Benzineauto en MHEV: Categorie C ;2010;;;;;;;;
524;Benzineauto en MHEV: Categorie C ;2011 1e kwartaal;;;;;;;;
525;Benzineauto en MHEV: Categorie C ;2011 2e kwartaal;;;;;;;;
526;Benzineauto en MHEV: Categorie C ;2011 3e kwartaal;;;;;;;;
527;Benzineauto en MHEV: Categorie C ;2011 4e kwartaal;;;;;;;;
528;Benzineauto en MHEV: Categorie C ;2011;;;;;;;;
529;Benzineauto en MHEV: Categorie C ;2012 1e kwartaal;;;;;;;;
530;Benzineauto en MHEV: Categorie C ;2012 2e kwartaal;;;;;;;;
531;Benzineauto en MHEV: Categorie C ;2012 3e kwartaal;;;;;;;;
532;Benzineauto en MHEV: Categorie C ;2012 4e kwartaal;;;;;;;;
533;Benzineauto en MHEV: Categorie C ;2012;;;;;;;;
534;Benzineauto en MHEV: Categorie C ;2013 1e kwartaal;;;;;;;;
535;Benzineauto en MHEV: Categorie C ;2013 2e kwartaal;;;;;;;;
536;Benzineauto en MHEV: Categorie C ;2013 3e kwartaal;;;;;;;;
537;Benzineauto en MHEV: Categorie C ;2013 4e kwartaal;;;;;;;;
538;Benzineauto en MHEV: Categorie C ;2013;;;;;;;;
539;Benzineauto en MHEV: Categorie C ;2014 1e kwartaal;;;;;;;;
540;Benzineauto en MHEV: Categorie C ;2014 2e kwartaal;;;;;;;;
541;Benzineauto en MHEV: Categorie C ;2014 3e kwartaal;;;;;;;;
542;Benzineauto en MHEV: Categorie C ;2014 4e kwartaal;;;;;;;;
543;Benzineauto en MHEV: Categorie C ;2014;;;;;;;;
544;Benzineauto en MHEV: Categorie C ;2015 1e kwartaal;;;;;;;;
545;Benzineauto en MHEV: Categorie C ;2015 2e kwartaal;;;;;;;;
546;Benzineauto en MHEV: Categorie C ;2015 3e kwartaal;;;;;;;;
547;Benzineauto en MHEV: Categorie C ;2015 4e kwartaal;;;;;;;;
548;Benzineauto en MHEV: Categorie C ;2015;;;;;;;;
549;Benzineauto en MHEV: Categorie C ;2016 1e kwartaal;;;;;;;;
550;Benzineauto en MHEV: Categorie C ;2016 2e kwartaal;;;;;;;;
551;Benzineauto en MHEV: Categorie C ;2016 3e kwartaal;;;;;;;;
552;Benzineauto en MHEV: Categorie C ;2016 4e kwartaal;;;;;;;;
553;Benzineauto en MHEV: Categorie C ;2016;;;;;;;;
554;Benzineauto en MHEV: Categorie C ;2017 1e kwartaal;;;;;;;;
555;Benzineauto en MHEV: Categorie C ;2017 2e kwartaal;;;;;;;;
556;Benzineauto en MHEV: Categorie C ;2017 3e kwartaal;;;;;;;;
557;Benzineauto en MHEV: Categorie C ;2017 4e kwartaal;;;;;;;;
558;Benzineauto en MHEV: Categorie C ;2017;;;;;;;;
559;Benzineauto en MHEV: Categorie C ;2018 1e kwartaal;;;;;;;;
560;Benzineauto en MHEV: Categorie C ;2018 2e kwartaal;;;;;;;;
561;Benzineauto en MHEV: Categorie C ;2018 3e kwartaal;;;;;;;;
562;Benzineauto en MHEV: Categorie C ;2018 4e kwartaal;;;;;;;;
563;Benzineauto en MHEV: Categorie C ;2018;;;;;;;;
564;Benzineauto en MHEV: Categorie C ;2019 1e kwartaal;;;;;;;;
565;Benzineauto en MHEV: Categorie C ;2019 2e kwartaal;;;;;;;;
566;Benzineauto en MHEV: Categorie C ;2019 3e kwartaal;;;;;;;;
567;Benzineauto en MHEV: Categorie C ;2019 4e kwartaal;;;;;;;;
