ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
3123;10 or more employed persons;F Construction;2006 October;;
3124;10 or more employed persons;F Construction;2006 November;;
3125;10 or more employed persons;F Construction;2006 December;;
3126;10 or more employed persons;F Construction;2006 4th quarter;;
3127;10 or more employed persons;F Construction;2006;;
3128;10 or more employed persons;F Construction;2007 January;;
3129;10 or more employed persons;F Construction;2007 February;;
3130;10 or more employed persons;F Construction;2007 March;;
3131;10 or more employed persons;F Construction;2007 1st quarter;;
3132;10 or more employed persons;F Construction;2007 April;;
3133;10 or more employed persons;F Construction;2007 May;;
3134;10 or more employed persons;F Construction;2007 June;;
3135;10 or more employed persons;F Construction;2007 2nd quarter;;
3136;10 or more employed persons;F Construction;2007 July;;
3137;10 or more employed persons;F Construction;2007 August;;
3138;10 or more employed persons;F Construction;2007 September;;
3139;10 or more employed persons;F Construction;2007 3rd quarter;;
3140;10 or more employed persons;F Construction;2007 October;;
3141;10 or more employed persons;F Construction;2007 November;;
3142;10 or more employed persons;F Construction;2007 December;;
3143;10 or more employed persons;F Construction;2007 4th quarter;;
3144;10 or more employed persons;F Construction;2007;;
3145;10 or more employed persons;F Construction;2008 January;;
3146;10 or more employed persons;F Construction;2008 February;;
3147;10 or more employed persons;F Construction;2008 March;;
3148;10 or more employed persons;F Construction;2008 1st quarter;;
3149;10 or more employed persons;F Construction;2008 April;;
3150;10 or more employed persons;F Construction;2008 May;;
3151;10 or more employed persons;F Construction;2008 June;;
3152;10 or more employed persons;F Construction;2008 2nd quarter;;
3153;10 or more employed persons;F Construction;2008 July;;
3154;10 or more employed persons;F Construction;2008 August;;
3155;10 or more employed persons;F Construction;2008 September;;
3156;10 or more employed persons;F Construction;2008 3rd quarter;;
3157;10 or more employed persons;F Construction;2008 October;;
3158;10 or more employed persons;F Construction;2008 November;;
3159;10 or more employed persons;F Construction;2008 December;;
3160;10 or more employed persons;F Construction;2008 4th quarter;;
3161;10 or more employed persons;F Construction;2008;;
3162;10 or more employed persons;F Construction;2009 January;78.3;
3163;10 or more employed persons;F Construction;2009 February;100.5;
3164;10 or more employed persons;F Construction;2009 March;124.7;
3165;10 or more employed persons;F Construction;2009 1st quarter;101.2;
3166;10 or more employed persons;F Construction;2009 April;118.6;
3167;10 or more employed persons;F Construction;2009 May;112.1;
3168;10 or more employed persons;F Construction;2009 June;123.9;
3169;10 or more employed persons;F Construction;2009 2nd quarter;118.2;
3170;10 or more employed persons;F Construction;2009 July;114.0;
3171;10 or more employed persons;F Construction;2009 August;77.1;
3172;10 or more employed persons;F Construction;2009 September;121.1;
3173;10 or more employed persons;F Construction;2009 3rd quarter;104.1;
3174;10 or more employed persons;F Construction;2009 October;124.1;
3175;10 or more employed persons;F Construction;2009 November;117.6;
3176;10 or more employed persons;F Construction;2009 December;128.6;
3177;10 or more employed persons;F Construction;2009 4th quarter;123.4;
3178;10 or more employed persons;F Construction;2009;111.7;
3179;10 or more employed persons;F Construction;2010 January;64.3;-17.9
3180;10 or more employed persons;F Construction;2010 February;77.1;-23.3
3181;10 or more employed persons;F Construction;2010 March;105.6;-15.3
3182;10 or more employed persons;F Construction;2010 1st quarter;82.3;-18.6
3183;10 or more employed persons;F Construction;2010 April;105.1;-11.4
3184;10 or more employed persons;F Construction;2010 May;99.1;-11.6
3185;10 or more employed persons;F Construction;2010 June;117.1;-5.5
3186;10 or more employed persons;F Construction;2010 2nd quarter;107.1;-9.4
3187;10 or more employed persons;F Construction;2010 July;107.4;-5.8
3188;10 or more employed persons;F Construction;2010 August;68.5;-11.2
3189;10 or more employed persons;F Construction;2010 September;107.9;-10.9
3190;10 or more employed persons;F Construction;2010 3rd quarter;94.6;-9.1
3191;10 or more employed persons;F Construction;2010 October;112.2;-9.6
3192;10 or more employed persons;F Construction;2010 November;117.7;0.0
3193;10 or more employed persons;F Construction;2010 December;118.0;-8.3
3194;10 or more employed persons;F Construction;2010 4th quarter;116.0;-6.1
3195;10 or more employed persons;F Construction;2010;100.0;-10.5
3196;10 or more employed persons;F Construction;2011 January;70.1;9.0
3197;10 or more employed persons;F Construction;2011 February;89.3;15.8
3198;10 or more employed persons;F Construction;2011 March;106.9;1.2
3199;10 or more employed persons;F Construction;2011 1st quarter;88.8;7.8
3200;10 or more employed persons;F Construction;2011 April;103.9;-1.1
3201;10 or more employed persons;F Construction;2011 May;113.6;14.6
3202;10 or more employed persons;F Construction;2011 June;106.4;-9.1
3203;10 or more employed persons;F Construction;2011 2nd quarter;108.0;0.8
3204;10 or more employed persons;F Construction;2011 July;100.5;-6.4
3205;10 or more employed persons;F Construction;2011 August;72.4;5.7
3206;10 or more employed persons;F Construction;2011 September;113.6;5.3
3207;10 or more employed persons;F Construction;2011 3rd quarter;95.5;1.0
3208;10 or more employed persons;F Construction;2011 October;110.4;-1.6
3209;10 or more employed persons;F Construction;2011 November;118.8;0.9
3210;10 or more employed persons;F Construction;2011 December;129.3;9.6
3211;10 or more employed persons;F Construction;2011 4th quarter;119.5;3.1
3212;10 or more employed persons;F Construction;2011;102.9;2.9
3213;10 or more employed persons;F Construction;2012 January;65.7;-6.2
3214;10 or more employed persons;F Construction;2012 February;78.7;-11.9
3215;10 or more employed persons;F Construction;2012 March;98.0;-8.4
3216;10 or more employed persons;F Construction;2012 1st quarter;80.8;-9.0
3217;10 or more employed persons;F Construction;2012 April;96.5;-7.1
3218;10 or more employed persons;F Construction;2012 May;100.7;-11.4
3219;10 or more employed persons;F Construction;2012 June;106.6;0.1
3220;10 or more employed persons;F Construction;2012 2nd quarter;101.2;-6.3
3221;10 or more employed persons;F Construction;2012 July;92.3;-8.2
3222;10 or more employed persons;F Construction;2012 August;72.3;-0.2
3223;10 or more employed persons;F Construction;2012 September;107.6;-5.3
3224;10 or more employed persons;F Construction;2012 3rd quarter;90.7;-5.0
3225;10 or more employed persons;F Construction;2012 October;104.4;-5.4
3226;10 or more employed persons;F Construction;2012 November;112.4;-5.3
3227;10 or more employed persons;F Construction;2012 December;111.0;-14.2
3228;10 or more employed persons;F Construction;2012 4th quarter;109.3;-8.6
3229;10 or more employed persons;F Construction;2012;95.5;-7.2
3230;10 or more employed persons;F Construction;2013 January;61.3;-6.7
3231;10 or more employed persons;F Construction;2013 February;70.7;-10.1
3232;10 or more employed persons;F Construction;2013 March;87.4;-10.8
3233;10 or more employed persons;F Construction;2013 1st quarter;73.1;-9.5
3234;10 or more employed persons;F Construction;2013 April;88.7;-8.1
3235;10 or more employed persons;F Construction;2013 May;95.1;-5.5
3236;10 or more employed persons;F Construction;2013 June;97.5;-8.5
3237;10 or more employed persons;F Construction;2013 2nd quarter;93.8;-7.4
3238;10 or more employed persons;F Construction;2013 July;89.6;-2.9
3239;10 or more employed persons;F Construction;2013 August;69.8;-3.4
3240;10 or more employed persons;F Construction;2013 September;97.0;-9.8
3241;10 or more employed persons;F Construction;2013 3rd quarter;85.5;-5.8
3242;10 or more employed persons;F Construction;2013 October;104.6;0.2
3243;10 or more employed persons;F Construction;2013 November;103.6;-7.8
3244;10 or more employed persons;F Construction;2013 December;109.9;-1.0
3245;10 or more employed persons;F Construction;2013 4th quarter;106.0;-3.0
3246;10 or more employed persons;F Construction;2013;89.6;-6.2
3247;10 or more employed persons;F Construction;2014 January;64.7;5.5
3248;10 or more employed persons;F Construction;2014 February;76.4;8.0
3249;10 or more employed persons;F Construction;2014 March;83.5;-4.4
3250;10 or more employed persons;F Construction;2014 1st quarter;74.9;2.4
3251;10 or more employed persons;F Construction;2014 April;90.3;1.9
3252;10 or more employed persons;F Construction;2014 May;89.6;-5.8
3253;10 or more employed persons;F Construction;2014 June;91.6;-6.1
3254;10 or more employed persons;F Construction;2014 2nd quarter;90.5;-3.5
3255;10 or more employed persons;F Construction;2014 July;92.5;3.2
3256;10 or more employed persons;F Construction;2014 August;61.8;-11.5
3257;10 or more employed persons;F Construction;2014 September;96.9;-0.1
3258;10 or more employed persons;F Construction;2014 3rd quarter;83.7;-2.1
3259;10 or more employed persons;F Construction;2014 October;112.0;7.1
3260;10 or more employed persons;F Construction;2014 November;107.3;3.5
3261;10 or more employed persons;F Construction;2014 December;118.9;8.3
3262;10 or more employed persons;F Construction;2014 4th quarter;112.7;6.3
3263;10 or more employed persons;F Construction;2014;90.5;1.0
3264;10 or more employed persons;F Construction;2015 January;63.8;-1.4
3265;10 or more employed persons;F Construction;2015 February;74.3;-2.7
3266;10 or more employed persons;F Construction;2015 March;92.4;10.6
3267;10 or more employed persons;F Construction;2015 1st quarter;76.8;2.6
3268;10 or more employed persons;F Construction;2015 April;89.2;-1.2
3269;10 or more employed persons;F Construction;2015 May;90.1;0.6
3270;10 or more employed persons;F Construction;2015 June;105.6;15.2
3271;10 or more employed persons;F Construction;2015 2nd quarter;95.0;4.9
3272;10 or more employed persons;F Construction;2015 July;99.6;7.7
3273;10 or more employed persons;F Construction;2015 August;69.3;12.3
3274;10 or more employed persons;F Construction;2015 September;104.1;7.4
3275;10 or more employed persons;F Construction;2015 3rd quarter;91.0;8.7
3276;10 or more employed persons;F Construction;2015 October;107.8;-3.7
3277;10 or more employed persons;F Construction;2015 November;110.3;2.8
3278;10 or more employed persons;F Construction;2015 December;120.2;1.0
3279;10 or more employed persons;F Construction;2015 4th quarter;112.8;0.0
3280;10 or more employed persons;F Construction;2015;93.9;3.8
3281;10 or more employed persons;F Construction;2016 January;67.7;6.1
