ID;Geslacht;Leeftijd;OpleidingsrichtingEnSector;Herkomstgroepering;Arbeidsmarktpositie;Perioden;TotaalMboGediplomeerdeSchoolverlaters_1;BolVoltijd_2;Bbl_3;Niveau1_4;Niveau2_5;Niveau3_6;Niveau4_7;BolVoltijdNiveau1_8;BolVoltijdNiveau2_9;BolVoltijdNiveau3_10;BolVoltijdNiveau4_11;BblNiveau1_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
160;Mannen en vrouwen;Totaal leeftijd;0;Turkije;0;2007/'08;1880;1250.0;630;260;630;390;600;160;330;260;510;100;300;140;90
161;Mannen en vrouwen;Totaal leeftijd;0;Turkije;0;2008/'09;2040;1300.0;740;200;720;500;620;100;380;300;530;110;340;200;90
162;Mannen en vrouwen;Totaal leeftijd;0;Turkije;1;2007/'08;1420;850.0;570;150;480;300;480;70;210;180;390;90;270;120;90
163;Mannen en vrouwen;Totaal leeftijd;0;Turkije;1;2008/'09;1450;810.0;640;120;500;380;450;30;210;210;360;90;290;180;80
164;Mannen en vrouwen;Totaal leeftijd;0;Turkije;2;2007/'08;90;50.0;40;30;30;20;10;20;10;10;10;10;20;10;0
165;Mannen en vrouwen;Totaal leeftijd;0;Turkije;2;2008/'09;170;70.0;100;40;70;30;30;10;20;10;20;30;50;20;10
166;Mannen en vrouwen;Totaal leeftijd;0;Turkije;3;2007/'08;1390;840.0;550;150;480;300;470;70;210;180;380;80;260;120;90
167;Mannen en vrouwen;Totaal leeftijd;0;Turkije;3;2008/'09;1380;790.0;590;110;470;370;430;30;200;200;350;70;270;170;80
168;Mannen en vrouwen;Totaal leeftijd;0;Turkije;4;2007/'08;60;40.0;20;20;20;10;0;20;10;10;0;10;10;0;0
169;Mannen en vrouwen;Totaal leeftijd;0;Turkije;4;2008/'09;110;50.0;60;20;50;20;20;10;20;10;10;10;30;20;10
170;Mannen en vrouwen;Totaal leeftijd;0;Turkije;5;2007/'08;30;10.0;20;10;10;10;10;0;0;0;10;10;10;10;0
171;Mannen en vrouwen;Totaal leeftijd;0;Turkije;5;2008/'09;70;20.0;40;20;20;10;10;0;0;10;10;20;20;10;0
172;Mannen en vrouwen;Totaal leeftijd;0;Turkije;6;2007/'08;400;370.0;40;80;120;80;120;70;100;70;120;10;20;10;0
173;Mannen en vrouwen;Totaal leeftijd;0;Turkije;6;2008/'09;490;440.0;40;60;170;100;150;50;150;90;150;10;20;10;0
174;Mannen en vrouwen;Totaal leeftijd;0;Turkije;8;2007/'08;1400;840.0;560;150;470;300;470;70;210;180;390;90;270;120;90
175;Mannen en vrouwen;Totaal leeftijd;0;Turkije;8;2008/'09;1420;790.0;630;120;490;380;440;30;200;200;350;90;290;170;80
176;Mannen en vrouwen;Totaal leeftijd;0;Turkije;9;2007/'08;370;110.0;270;60;150;70;100;10;20;30;60;50;130;50;40
177;Mannen en vrouwen;Totaal leeftijd;0;Turkije;9;2008/'09;420;90.0;320;60;160;110;90;0;20;20;40;50;140;90;40
178;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Werknemers, deeltijd werkzaam;2007/'08;1030;730.0;290;100;320;230;380;60;190;150;330;30;130;80;50
179;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Werknemers, deeltijd werkzaam;2008/'09;1010;700.0;310;70;330;270;350;30;180;180;310;40;150;80;40
180;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Zelfstandigen, totaal;2007/'08;40;20.0;20;0;20;0;10;0;10;0;10;0;10;0;0
181;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Zelfstandigen, totaal;2008/'09;40;30.0;20;0;10;10;10;0;10;10;10;0;10;10;0
182;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Bijstandsuitkering;2007/'08;30;20.0;10;10;10;0;0;10;10;0;0;0;10;0;0
183;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Bijstandsuitkering;2008/'09;60;30.0;30;10;30;10;10;10;10;10;10;0;20;10;0
184;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Arbeidsongeschiktheidsuitkering;2007/'08;30;20.0;20;10;10;10;0;10;10;0;0;10;0;0;0
185;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Arbeidsongeschiktheidsuitkering;2008/'09;40;10.0;30;20;10;0;0;0;10;0;0;20;10;0;0
186;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Werkloosheidsuitkering;2007/'08;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
187;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Werkloosheidsuitkering;2008/'09;50;10.0;40;10;20;10;10;0;0;0;10;10;20;10;0
188;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Overige uitkeringen;2007/'08;10;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0
189;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Overige uitkeringen;2008/'09;20;10.0;10;0;10;0;10;0;0;0;10;0;0;0;0
190;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
191;Mannen en vrouwen;Totaal leeftijd;0;Turkije;Meerdere uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
192;Mannen en vrouwen;Totaal leeftijd;0;Marokko;0;2007/'08;1790;1190.0;610;220;620;410;550;130;340;250;470;90;280;160;90
193;Mannen en vrouwen;Totaal leeftijd;0;Marokko;0;2008/'09;1910;1190.0;710;180;650;450;630;80;320;260;530;100;330;200;100
194;Mannen en vrouwen;Totaal leeftijd;0;Marokko;1;2007/'08;1360;820.0;540;130;460;330;440;60;220;180;360;70;240;150;80
195;Mannen en vrouwen;Totaal leeftijd;0;Marokko;1;2008/'09;1340;730.0;610;100;440;350;450;30;150;180;370;70;280;170;80
196;Mannen en vrouwen;Totaal leeftijd;0;Marokko;2;2007/'08;110;50.0;60;30;50;10;20;10;20;10;10;20;30;10;10
197;Mannen en vrouwen;Totaal leeftijd;0;Marokko;2;2008/'09;180;80.0;100;40;60;40;40;10;30;10;30;30;40;30;10
198;Mannen en vrouwen;Totaal leeftijd;0;Marokko;3;2007/'08;1320;800.0;520;120;440;330;430;60;210;180;360;60;230;150;80
199;Mannen en vrouwen;Totaal leeftijd;0;Marokko;3;2008/'09;1290;710.0;580;90;420;340;440;30;150;180;360;60;270;160;80
200;Mannen en vrouwen;Totaal leeftijd;0;Marokko;4;2007/'08;70;40.0;30;20;30;10;10;10;20;0;10;10;20;10;0
201;Mannen en vrouwen;Totaal leeftijd;0;Marokko;4;2008/'09;130;60.0;70;30;50;20;30;10;20;10;30;20;30;20;10
202;Mannen en vrouwen;Totaal leeftijd;0;Marokko;5;2007/'08;40;10.0;30;10;20;10;10;0;0;0;0;10;10;0;0
203;Mannen en vrouwen;Totaal leeftijd;0;Marokko;5;2008/'09;50;20.0;30;10;20;10;10;0;10;0;10;10;10;10;0
204;Mannen en vrouwen;Totaal leeftijd;0;Marokko;6;2007/'08;370;340.0;30;70;130;70;100;60;110;60;100;10;20;10;0
205;Mannen en vrouwen;Totaal leeftijd;0;Marokko;6;2008/'09;440;400.0;40;50;170;80;140;40;150;70;140;10;20;10;10
206;Mannen en vrouwen;Totaal leeftijd;0;Marokko;8;2007/'08;1350;810.0;540;130;460;330;440;60;220;180;360;70;240;150;80
207;Mannen en vrouwen;Totaal leeftijd;0;Marokko;8;2008/'09;1320;720.0;600;100;430;350;440;30;150;180;360;70;280;170;80
208;Mannen en vrouwen;Totaal leeftijd;0;Marokko;9;2007/'08;370;100.0;280;50;150;90;90;0;20;30;50;50;130;60;40
209;Mannen en vrouwen;Totaal leeftijd;0;Marokko;9;2008/'09;360;70.0;290;40;140;90;90;0;10;10;40;40;130;70;50
210;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Werknemers, deeltijd werkzaam;2007/'08;980;710.0;260;80;310;240;350;50;200;150;310;30;120;90;40
211;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Werknemers, deeltijd werkzaam;2008/'09;970;660.0;310;60;290;260;350;30;140;160;320;30;150;100;30
212;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Zelfstandigen, totaal;2007/'08;20;10.0;10;0;0;10;10;0;0;10;10;0;0;0;0
213;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Zelfstandigen, totaal;2008/'09;20;10.0;10;0;10;10;10;0;0;0;10;0;10;0;0
214;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Bijstandsuitkering;2007/'08;50;30.0;30;20;20;10;10;10;10;0;10;0;10;0;10
215;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Bijstandsuitkering;2008/'09;80;30.0;50;20;20;20;10;10;10;10;10;10;20;10;0
216;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Arbeidsongeschiktheidsuitkering;2007/'08;20;10.0;10;10;10;0;0;0;0;0;0;10;0;0;0
217;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Arbeidsongeschiktheidsuitkering;2008/'09;30;20.0;10;10;10;0;0;0;10;0;0;10;0;0;0
218;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Werkloosheidsuitkering;2007/'08;20;0.0;20;10;10;0;0;0;0;0;0;10;10;0;0
219;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Werkloosheidsuitkering;2008/'09;60;20.0;30;10;20;10;20;0;10;0;10;10;10;10;0
220;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Overige uitkeringen;2007/'08;20;10.0;10;0;10;0;10;0;10;0;10;0;0;0;0
221;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Overige uitkeringen;2008/'09;20;10.0;10;0;10;0;10;0;0;0;10;0;10;0;0
222;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
223;Mannen en vrouwen;Totaal leeftijd;0;Marokko;Meerdere uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
224;Mannen en vrouwen;Totaal leeftijd;0;Suriname;0;2007/'08;2140;1070.0;1070;210;770;450;720;90;280;200;510;120;490;250;210
225;Mannen en vrouwen;Totaal leeftijd;0;Suriname;0;2008/'09;2210;1020.0;1190;180;780;540;710;70;270;190;490;110;510;350;230
226;Mannen en vrouwen;Totaal leeftijd;0;Suriname;1;2007/'08;1780;790.0;990;140;640;400;600;40;180;160;410;100;450;240;190
227;Mannen en vrouwen;Totaal leeftijd;0;Suriname;1;2008/'09;1730;650.0;1080;110;600;450;560;20;150;130;350;100;450;320;210
228;Mannen en vrouwen;Totaal leeftijd;0;Suriname;2;2007/'08;140;70.0;70;30;60;10;40;20;20;10;20;20;40;10;10
229;Mannen en vrouwen;Totaal leeftijd;0;Suriname;2;2008/'09;200;70.0;120;30;80;50;30;20;20;20;20;20;60;30;10
230;Mannen en vrouwen;Totaal leeftijd;0;Suriname;3;2007/'08;1720;770.0;960;130;610;400;590;40;170;160;400;90;440;240;190
231;Mannen en vrouwen;Totaal leeftijd;0;Suriname;3;2008/'09;1660;640.0;1020;100;570;430;560;20;150;130;350;90;420;310;210
232;Mannen en vrouwen;Totaal leeftijd;0;Suriname;4;2007/'08;80;40.0;40;20;30;10;20;10;10;0;20;10;20;0;10
233;Mannen en vrouwen;Totaal leeftijd;0;Suriname;4;2008/'09;130;60.0;70;20;50;30;30;10;20;10;20;10;30;20;10
234;Mannen en vrouwen;Totaal leeftijd;0;Suriname;5;2007/'08;60;20.0;40;10;30;10;10;0;10;0;10;10;20;0;0
235;Mannen en vrouwen;Totaal leeftijd;0;Suriname;5;2008/'09;70;20.0;60;10;40;20;10;0;10;0;0;10;30;10;0
236;Mannen en vrouwen;Totaal leeftijd;0;Suriname;6;2007/'08;280;240.0;40;50;100;40;90;40;80;30;90;10;20;10;10
237;Mannen en vrouwen;Totaal leeftijd;0;Suriname;6;2008/'09;350;310.0;40;40;120;60;120;40;100;50;120;10;20;10;0
238;Mannen en vrouwen;Totaal leeftijd;0;Suriname;8;2007/'08;1770;790.0;990;140;640;400;590;40;180;160;400;100;450;240;190
239;Mannen en vrouwen;Totaal leeftijd;0;Suriname;8;2008/'09;1720;650.0;1080;110;600;450;560;20;150;130;350;100;450;320;210
240;Mannen en vrouwen;Totaal leeftijd;0;Suriname;9;2007/'08;610;90.0;520;50;240;150;170;0;10;20;60;50;230;130;110
241;Mannen en vrouwen;Totaal leeftijd;0;Suriname;9;2008/'09;550;60.0;490;50;200;150;160;0;10;10;40;40;190;130;120
242;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Werknemers, deeltijd werkzaam;2007/'08;1160;700.0;460;90;400;250;430;40;170;140;350;50;230;110;80
243;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Werknemers, deeltijd werkzaam;2008/'09;1170;580.0;590;70;400;300;400;20;140;120;310;50;260;180;90
244;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Zelfstandigen, totaal;2007/'08;10;0.0;10;0;0;0;10;0;0;0;0;0;0;0;0
245;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Zelfstandigen, totaal;2008/'09;20;10.0;10;0;0;10;10;0;0;0;10;0;0;0;0
246;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Bijstandsuitkering;2007/'08;60;30.0;30;10;40;10;10;10;20;0;10;10;20;0;0
247;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Bijstandsuitkering;2008/'09;70;40.0;40;10;30;20;20;10;10;10;10;0;20;10;10
248;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Arbeidsongeschiktheidsuitkering;2007/'08;30;20.0;20;10;10;0;10;10;0;0;10;10;0;0;0
249;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Arbeidsongeschiktheidsuitkering;2008/'09;40;20.0;20;20;10;0;10;10;10;0;10;10;10;0;0
250;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Werkloosheidsuitkering;2007/'08;20;0.0;20;0;10;0;0;0;0;0;0;0;10;0;0
251;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Werkloosheidsuitkering;2008/'09;60;10.0;50;10;30;20;10;0;0;0;0;10;30;10;0
252;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Overige uitkeringen;2007/'08;20;10.0;10;0;10;0;10;0;0;0;10;0;0;0;0
253;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Overige uitkeringen;2008/'09;20;10.0;20;0;10;10;0;0;0;0;0;0;10;0;0
254;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Meerdere uitkeringen;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
255;Mannen en vrouwen;Totaal leeftijd;0;Suriname;Meerdere uitkeringen;2008/'09;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
256;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;0;2007/'08;980;520.0;460;130;340;230;270;70;130;110;200;60;210;120;70
257;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;0;2008/'09;950;460.0;490;120;350;220;260;50;140;90;180;60;210;140;80
258;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;1;2007/'08;760;360.0;410;80;260;210;220;30;80;90;150;50;180;110;60
259;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;1;2008/'09;730;300.0;430;60;250;190;230;10;80;60;150;50;180;130;80
260;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;2;2007/'08;80;40.0;40;20;40;10;10;10;10;10;10;10;30;0;0
261;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;2;2008/'09;120;50.0;70;40;60;20;20;10;20;10;10;20;40;10;0
262;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;3;2007/'08;720;340.0;380;70;240;200;210;30;80;90;150;40;160;110;60
263;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;3;2008/'09;680;280.0;400;50;240;180;220;10;70;60;140;40;160;120;80
264;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;4;2007/'08;40;30.0;20;10;30;0;10;10;10;0;0;0;20;0;0
265;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;4;2008/'09;80;40.0;40;20;40;10;10;10;10;10;10;10;30;0;0
266;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;5;2007/'08;40;20.0;30;10;20;10;10;0;0;10;0;10;10;0;0
267;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;5;2008/'09;50;20.0;30;10;20;10;10;0;0;0;10;10;10;0;0
268;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;6;2007/'08;170;140.0;30;40;60;20;50;30;50;20;50;10;10;10;0
269;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;6;2008/'09;150;130.0;20;30;60;30;30;30;50;20;30;0;10;10;0
270;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;8;2007/'08;760;350.0;400;80;250;210;210;30;80;90;150;50;170;110;60
271;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;8;2008/'09;730;300.0;430;60;250;190;230;10;80;60;150;50;180;120;80
272;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;9;2007/'08;220;30.0;190;20;80;70;50;0;10;10;20;20;80;60;30
273;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;9;2008/'09;230;20.0;210;20;80;60;70;0;0;10;10;20;80;50;60
274;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Werknemers, deeltijd werkzaam;2007/'08;540;320.0;220;60;170;140;160;30;70;90;130;30;100;60;30
275;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Werknemers, deeltijd werkzaam;2008/'09;490;270.0;220;40;170;130;160;10;70;60;130;20;100;70;30
276;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Zelfstandigen, totaal;2007/'08;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
277;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Zelfstandigen, totaal;2008/'09;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
278;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Bijstandsuitkering;2007/'08;40;20.0;20;10;20;10;10;10;10;0;10;0;20;0;0
279;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Bijstandsuitkering;2008/'09;60;30.0;30;10;30;10;10;10;10;10;10;0;20;0;0
280;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Arbeidsongeschiktheidsuitkering;2007/'08;20;10.0;10;10;0;0;0;10;0;0;0;10;0;0;0
281;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Arbeidsongeschiktheidsuitkering;2008/'09;20;10.0;20;20;0;0;0;0;0;0;0;20;0;0;0
282;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Werkloosheidsuitkering;2007/'08;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
283;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Werkloosheidsuitkering;2008/'09;30;10.0;20;10;10;0;0;0;0;0;0;0;10;0;0
284;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Overige uitkeringen;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Overige uitkeringen;2008/'09;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
286;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
287;Mannen en vrouwen;Totaal leeftijd;0;Nederlandse Antillen, Aruba;Meerdere uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
288;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;0;2007/'08;3120;2030.0;1090;550;1060;630;880;380;570;350;730;180;490;270;150
289;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;0;2008/'09;3110;1810.0;1290;440;1090;690;890;250;520;330;710;190;570;360;180
290;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;1;2007/'08;2310;1360.0;950;320;780;510;690;180;370;260;560;140;420;250;140
291;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;1;2008/'09;2230;1140.0;1090;250;770;560;660;100;320;220;500;140;450;330;160
292;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;2;2007/'08;350;230.0;120;140;150;30;30;100;90;20;30;40;60;10;10
293;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;2;2008/'09;460;230.0;220;140;200;60;60;80;80;20;50;60;120;30;10
294;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;3;2007/'08;2200;1290.0;910;280;740;500;680;160;340;250;550;120;400;250;140
295;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;3;2008/'09;2080;1080.0;1000;210;710;530;640;90;290;210;480;120;410;320;160
296;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;4;2007/'08;240;160.0;80;100;100;20;20;80;60;10;20;20;40;10;0
297;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;4;2008/'09;310;170.0;130;100;140;30;40;70;60;10;30;30;80;10;10
298;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;5;2007/'08;110;70.0;40;40;50;10;10;20;30;10;10;20;20;0;0
299;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;5;2008/'09;150;60.0;90;40;60;30;20;20;20;10;10;30;40;20;10
300;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;6;2007/'08;570;510.0;60;130;180;100;160;120;150;90;150;10;30;10;10
301;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;6;2008/'09;570;500.0;70;90;180;100;190;80;140;90;180;10;40;10;10
302;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;8;2007/'08;2300;1360.0;940;320;780;510;690;180;370;260;550;140;410;250;140
303;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;8;2008/'09;2210;1130.0;1080;250;760;550;660;100;310;220;490;140;450;330;160
304;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;9;2007/'08;600;170.0;430;90;210;140;170;10;20;30;110;80;190;110;60
305;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;9;2008/'09;560;100.0;460;80;200;150;130;10;20;20;50;70;180;130;80
306;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Werknemers, deeltijd werkzaam;2007/'08;1700;1190.0;510;230;570;370;530;170;350;230;450;70;230;140;80
307;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Werknemers, deeltijd werkzaam;2008/'09;1650;1030.0;620;170;560;400;520;100;290;200;440;70;270;200;80
308;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Zelfstandigen, totaal;2007/'08;20;10.0;10;0;10;10;10;0;0;0;10;0;10;10;0
309;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Zelfstandigen, totaal;2008/'09;50;30.0;20;0;10;10;20;0;0;10;10;0;10;10;10
310;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Bijstandsuitkering;2007/'08;240;170.0;70;100;100;20;20;70;70;10;20;30;40;10;0
311;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Bijstandsuitkering;2008/'09;280;170.0;110;100;130;30;20;60;70;20;20;40;60;10;0
312;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;50;30.0;20;30;10;0;10;20;10;0;0;10;0;0;0
313;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;50;40.0;20;30;10;10;10;10;10;0;10;10;0;0;0
314;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Werkloosheidsuitkering;2007/'08;30;10.0;30;10;20;10;0;0;0;0;0;10;10;10;0
315;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Werkloosheidsuitkering;2008/'09;90;10.0;80;10;50;20;20;0;0;0;10;10;50;10;10
316;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Overige uitkeringen;2007/'08;30;20.0;10;0;10;0;10;0;10;0;10;0;10;0;0
317;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Overige uitkeringen;2008/'09;20;10.0;10;0;10;10;10;0;10;0;0;0;10;0;0
318;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Meerdere uitkeringen;2007/'08;10;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0
319;Mannen en vrouwen;Totaal leeftijd;0;Overig niet-westerse allochtoon;Meerdere uitkeringen;2008/'09;10;10.0;10;0;0;0;0;0;0;0;0;0;0;0;0
320;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;0;2007/'08;180;30.0;140;30;50;70;30;10;10;10;20;20;40;70;20
321;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;0;2008/'09;210;30.0;180;30;80;60;50;0;10;10;10;30;70;50;40
322;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;1;2007/'08;20;10.0;10;0;10;0;10;0;0;0;10;0;10;0;0
323;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;1;2008/'09;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
324;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;2;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
325;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;2;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
326;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;3;2007/'08;20;10.0;10;0;10;0;10;0;0;0;10;0;10;0;0
327;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;3;2008/'09;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
328;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;4;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
329;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;4;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
330;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;5;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
331;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;5;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
332;Mannen en vrouwen;Totaal leeftijd;0;Herkomst onbekend;6;2007/'08;160;30.0;130;20;40;70;20;10;10;10;10;20;30;60;10
