ID;Overheidsinstellingen;Bestrijdingsmiddelen;Toepassingssectoren;Perioden;GebruikInKgWerkzameStof_1
2334;Groningen (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;2005;0
2335;Groningen (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;2009;0
2336;Groningen (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;2013;0
2337;Groningen (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;2018;0
2338;Groningen (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;1992;0
2339;Groningen (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;1995;0
2340;Groningen (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;2001;0
2341;Groningen (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;2005;0
2342;Groningen (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;2009;0
2343;Groningen (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;2013;0
2344;Groningen (PV);Fluroxypyr-meptyl;Bossen en natuurterreinen;2018;0
2345;Groningen (PV);Fluroxypyr-meptyl;Sportvelden;1992;0
2346;Groningen (PV);Fluroxypyr-meptyl;Sportvelden;1995;0
2347;Groningen (PV);Fluroxypyr-meptyl;Sportvelden;2001;0
2348;Groningen (PV);Fluroxypyr-meptyl;Sportvelden;2005;0
2349;Groningen (PV);Fluroxypyr-meptyl;Sportvelden;2009;0
2350;Groningen (PV);Fluroxypyr-meptyl;Sportvelden;2013;0
2351;Groningen (PV);Fluroxypyr-meptyl;Sportvelden;2018;4
2352;Groningen (PV);Fluroxypyr-meptyl;Andere groene elementen;1992;0
2353;Groningen (PV);Fluroxypyr-meptyl;Andere groene elementen;1995;0
2354;Groningen (PV);Fluroxypyr-meptyl;Andere groene elementen;2001;0
2355;Groningen (PV);Fluroxypyr-meptyl;Andere groene elementen;2005;0
2356;Groningen (PV);Fluroxypyr-meptyl;Andere groene elementen;2009;0
2357;Groningen (PV);Fluroxypyr-meptyl;Andere groene elementen;2013;0
2358;Groningen (PV);Fluroxypyr-meptyl;Andere groene elementen;2018;4
2359;Groningen (PV);Fluroxypyr-meptyl;Kwekerijen;1992;0
2360;Groningen (PV);Fluroxypyr-meptyl;Kwekerijen;1995;0
2361;Groningen (PV);Fluroxypyr-meptyl;Kwekerijen;2001;0
2362;Groningen (PV);Fluroxypyr-meptyl;Kwekerijen;2005;0
2363;Groningen (PV);Fluroxypyr-meptyl;Kwekerijen;2009;0
2364;Groningen (PV);Fluroxypyr-meptyl;Kwekerijen;2013;0
2365;Groningen (PV);Fluroxypyr-meptyl;Kwekerijen;2018;0
2366;Groningen (PV);Fluroxypyr-meptyl;Totaal verhardingen;1992;0
2367;Groningen (PV);Fluroxypyr-meptyl;Totaal verhardingen;1995;0
2368;Groningen (PV);Fluroxypyr-meptyl;Totaal verhardingen;2001;0
2369;Groningen (PV);Fluroxypyr-meptyl;Totaal verhardingen;2005;0
2370;Groningen (PV);Fluroxypyr-meptyl;Totaal verhardingen;2009;0
2371;Groningen (PV);Fluroxypyr-meptyl;Totaal verhardingen;2013;0
2372;Groningen (PV);Fluroxypyr-meptyl;Totaal verhardingen;2018;0
2373;Groningen (PV);Fluroxypyr-meptyl;Spoorbanen;1992;0
2374;Groningen (PV);Fluroxypyr-meptyl;Spoorbanen;1995;0
2375;Groningen (PV);Fluroxypyr-meptyl;Spoorbanen;2001;0
2376;Groningen (PV);Fluroxypyr-meptyl;Spoorbanen;2005;0
2377;Groningen (PV);Fluroxypyr-meptyl;Spoorbanen;2009;0
2378;Groningen (PV);Fluroxypyr-meptyl;Spoorbanen;2013;0
2379;Groningen (PV);Fluroxypyr-meptyl;Spoorbanen;2018;0
2380;Groningen (PV);Glyfosaat;Totaal toepassingssectoren;1992;171
2381;Groningen (PV);Glyfosaat;Totaal toepassingssectoren;1995;455
2382;Groningen (PV);Glyfosaat;Totaal toepassingssectoren;2001;1003
2383;Groningen (PV);Glyfosaat;Totaal toepassingssectoren;2005;1226
2384;Groningen (PV);Glyfosaat;Totaal toepassingssectoren;2009;738
2385;Groningen (PV);Glyfosaat;Totaal toepassingssectoren;2013;841
2386;Groningen (PV);Glyfosaat;Totaal toepassingssectoren;2018;197
2387;Groningen (PV);Glyfosaat;Waterlopen en vijvers;1992;0
2388;Groningen (PV);Glyfosaat;Waterlopen en vijvers;1995;0
2389;Groningen (PV);Glyfosaat;Waterlopen en vijvers;2001;0
2390;Groningen (PV);Glyfosaat;Waterlopen en vijvers;2005;0
2391;Groningen (PV);Glyfosaat;Waterlopen en vijvers;2009;0
2392;Groningen (PV);Glyfosaat;Waterlopen en vijvers;2013;0
2393;Groningen (PV);Glyfosaat;Waterlopen en vijvers;2018;0
2394;Groningen (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;1992;0
2395;Groningen (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;1995;76
2396;Groningen (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;2001;38
2397;Groningen (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;2005;42
2398;Groningen (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;2009;114
2399;Groningen (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;2013;51
2400;Groningen (PV);Glyfosaat;Beplantingen binnen de bebouwde kom;2018;1
2401;Groningen (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;1992;0
2402;Groningen (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;1995;0
2403;Groningen (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;2001;0
2404;Groningen (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;2005;20
2405;Groningen (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;2009;4
2406;Groningen (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;2013;1
2407;Groningen (PV);Glyfosaat;Beplantingen buiten de bebouwde kom;2018;0
2408;Groningen (PV);Glyfosaat;Bossen en natuurterreinen;1992;0
2409;Groningen (PV);Glyfosaat;Bossen en natuurterreinen;1995;0
2410;Groningen (PV);Glyfosaat;Bossen en natuurterreinen;2001;0
2411;Groningen (PV);Glyfosaat;Bossen en natuurterreinen;2005;4
2412;Groningen (PV);Glyfosaat;Bossen en natuurterreinen;2009;10
2413;Groningen (PV);Glyfosaat;Bossen en natuurterreinen;2013;0
2414;Groningen (PV);Glyfosaat;Bossen en natuurterreinen;2018;0
2415;Groningen (PV);Glyfosaat;Sportvelden;1992;0
2416;Groningen (PV);Glyfosaat;Sportvelden;1995;1
2417;Groningen (PV);Glyfosaat;Sportvelden;2001;3
2418;Groningen (PV);Glyfosaat;Sportvelden;2005;1
2419;Groningen (PV);Glyfosaat;Sportvelden;2009;6
2420;Groningen (PV);Glyfosaat;Sportvelden;2013;18
2421;Groningen (PV);Glyfosaat;Sportvelden;2018;1
2422;Groningen (PV);Glyfosaat;Andere groene elementen;1992;0
2423;Groningen (PV);Glyfosaat;Andere groene elementen;1995;1
2424;Groningen (PV);Glyfosaat;Andere groene elementen;2001;17
2425;Groningen (PV);Glyfosaat;Andere groene elementen;2005;1
2426;Groningen (PV);Glyfosaat;Andere groene elementen;2009;0
2427;Groningen (PV);Glyfosaat;Andere groene elementen;2013;16
2428;Groningen (PV);Glyfosaat;Andere groene elementen;2018;7
2429;Groningen (PV);Glyfosaat;Kwekerijen;1992;0
2430;Groningen (PV);Glyfosaat;Kwekerijen;1995;1
2431;Groningen (PV);Glyfosaat;Kwekerijen;2001;0
2432;Groningen (PV);Glyfosaat;Kwekerijen;2005;0
2433;Groningen (PV);Glyfosaat;Kwekerijen;2009;0
2434;Groningen (PV);Glyfosaat;Kwekerijen;2013;0
2435;Groningen (PV);Glyfosaat;Kwekerijen;2018;0
2436;Groningen (PV);Glyfosaat;Totaal verhardingen;1992;0
2437;Groningen (PV);Glyfosaat;Totaal verhardingen;1995;197
2438;Groningen (PV);Glyfosaat;Totaal verhardingen;2001;751
2439;Groningen (PV);Glyfosaat;Totaal verhardingen;2005;999
2440;Groningen (PV);Glyfosaat;Totaal verhardingen;2009;445
2441;Groningen (PV);Glyfosaat;Totaal verhardingen;2013;595
2442;Groningen (PV);Glyfosaat;Totaal verhardingen;2018;0
2443;Groningen (PV);Glyfosaat;Spoorbanen;1992;0
2444;Groningen (PV);Glyfosaat;Spoorbanen;1995;179
2445;Groningen (PV);Glyfosaat;Spoorbanen;2001;193
2446;Groningen (PV);Glyfosaat;Spoorbanen;2005;158
2447;Groningen (PV);Glyfosaat;Spoorbanen;2009;158
2448;Groningen (PV);Glyfosaat;Spoorbanen;2013;160
2449;Groningen (PV);Glyfosaat;Spoorbanen;2018;187
2450;Groningen (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;1992;61
2451;Groningen (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;1995;62
2452;Groningen (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;2001;5
2453;Groningen (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;2005;0
2454;Groningen (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;2009;0
2455;Groningen (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;2013;0
2456;Groningen (PV);Glufosinaat-ammonium;Totaal toepassingssectoren;2018;0
2457;Groningen (PV);Glufosinaat-ammonium;Waterlopen en vijvers;1992;0
2458;Groningen (PV);Glufosinaat-ammonium;Waterlopen en vijvers;1995;0
2459;Groningen (PV);Glufosinaat-ammonium;Waterlopen en vijvers;2001;0
2460;Groningen (PV);Glufosinaat-ammonium;Waterlopen en vijvers;2005;0
2461;Groningen (PV);Glufosinaat-ammonium;Waterlopen en vijvers;2009;0
2462;Groningen (PV);Glufosinaat-ammonium;Waterlopen en vijvers;2013;0
2463;Groningen (PV);Glufosinaat-ammonium;Waterlopen en vijvers;2018;0
2464;Groningen (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;1992;0
2465;Groningen (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;1995;13
2466;Groningen (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;2001;0
2467;Groningen (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;2005;0
2468;Groningen (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;2009;0
2469;Groningen (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;2013;0
2470;Groningen (PV);Glufosinaat-ammonium;Beplantingen binnen de bebouwde kom;2018;0
2471;Groningen (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;1992;0
2472;Groningen (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;1995;0
2473;Groningen (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;2001;0
2474;Groningen (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;2005;0
2475;Groningen (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;2009;0
2476;Groningen (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;2013;0
2477;Groningen (PV);Glufosinaat-ammonium;Beplantingen buiten de bebouwde kom;2018;0
2478;Groningen (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;1992;0
2479;Groningen (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;1995;0
2480;Groningen (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;2001;0
2481;Groningen (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;2005;0
2482;Groningen (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;2009;0
2483;Groningen (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;2013;0
2484;Groningen (PV);Glufosinaat-ammonium;Bossen en natuurterreinen;2018;0
2485;Groningen (PV);Glufosinaat-ammonium;Sportvelden;1992;0
2486;Groningen (PV);Glufosinaat-ammonium;Sportvelden;1995;0
2487;Groningen (PV);Glufosinaat-ammonium;Sportvelden;2001;0
2488;Groningen (PV);Glufosinaat-ammonium;Sportvelden;2005;0
2489;Groningen (PV);Glufosinaat-ammonium;Sportvelden;2009;0
2490;Groningen (PV);Glufosinaat-ammonium;Sportvelden;2013;0
2491;Groningen (PV);Glufosinaat-ammonium;Sportvelden;2018;0
2492;Groningen (PV);Glufosinaat-ammonium;Andere groene elementen;1992;0
2493;Groningen (PV);Glufosinaat-ammonium;Andere groene elementen;1995;0
2494;Groningen (PV);Glufosinaat-ammonium;Andere groene elementen;2001;0
2495;Groningen (PV);Glufosinaat-ammonium;Andere groene elementen;2005;0
2496;Groningen (PV);Glufosinaat-ammonium;Andere groene elementen;2009;0
2497;Groningen (PV);Glufosinaat-ammonium;Andere groene elementen;2013;0
2498;Groningen (PV);Glufosinaat-ammonium;Andere groene elementen;2018;0
2499;Groningen (PV);Glufosinaat-ammonium;Kwekerijen;1992;0
2500;Groningen (PV);Glufosinaat-ammonium;Kwekerijen;1995;0
2501;Groningen (PV);Glufosinaat-ammonium;Kwekerijen;2001;0
2502;Groningen (PV);Glufosinaat-ammonium;Kwekerijen;2005;0
2503;Groningen (PV);Glufosinaat-ammonium;Kwekerijen;2009;0
2504;Groningen (PV);Glufosinaat-ammonium;Kwekerijen;2013;0
2505;Groningen (PV);Glufosinaat-ammonium;Kwekerijen;2018;0
2506;Groningen (PV);Glufosinaat-ammonium;Totaal verhardingen;1992;0
2507;Groningen (PV);Glufosinaat-ammonium;Totaal verhardingen;1995;49
2508;Groningen (PV);Glufosinaat-ammonium;Totaal verhardingen;2001;0
2509;Groningen (PV);Glufosinaat-ammonium;Totaal verhardingen;2005;0
2510;Groningen (PV);Glufosinaat-ammonium;Totaal verhardingen;2009;0
2511;Groningen (PV);Glufosinaat-ammonium;Totaal verhardingen;2013;0
2512;Groningen (PV);Glufosinaat-ammonium;Totaal verhardingen;2018;0
2513;Groningen (PV);Glufosinaat-ammonium;Spoorbanen;1992;0
2514;Groningen (PV);Glufosinaat-ammonium;Spoorbanen;1995;0
2515;Groningen (PV);Glufosinaat-ammonium;Spoorbanen;2001;5
2516;Groningen (PV);Glufosinaat-ammonium;Spoorbanen;2005;0
2517;Groningen (PV);Glufosinaat-ammonium;Spoorbanen;2009;0
2518;Groningen (PV);Glufosinaat-ammonium;Spoorbanen;2013;0
2519;Groningen (PV);Glufosinaat-ammonium;Spoorbanen;2018;0
2520;Groningen (PV);MCPA;Totaal toepassingssectoren;1992;219
2521;Groningen (PV);MCPA;Totaal toepassingssectoren;1995;176
2522;Groningen (PV);MCPA;Totaal toepassingssectoren;2001;416
2523;Groningen (PV);MCPA;Totaal toepassingssectoren;2005;363
2524;Groningen (PV);MCPA;Totaal toepassingssectoren;2009;207
2525;Groningen (PV);MCPA;Totaal toepassingssectoren;2013;412
2526;Groningen (PV);MCPA;Totaal toepassingssectoren;2018;96
2527;Groningen (PV);MCPA;Waterlopen en vijvers;1992;0
2528;Groningen (PV);MCPA;Waterlopen en vijvers;1995;0
2529;Groningen (PV);MCPA;Waterlopen en vijvers;2001;0
2530;Groningen (PV);MCPA;Waterlopen en vijvers;2005;0
2531;Groningen (PV);MCPA;Waterlopen en vijvers;2009;0
2532;Groningen (PV);MCPA;Waterlopen en vijvers;2013;0
2533;Groningen (PV);MCPA;Waterlopen en vijvers;2018;0
2534;Groningen (PV);MCPA;Beplantingen binnen de bebouwde kom;1992;0
2535;Groningen (PV);MCPA;Beplantingen binnen de bebouwde kom;1995;6
2536;Groningen (PV);MCPA;Beplantingen binnen de bebouwde kom;2001;1
2537;Groningen (PV);MCPA;Beplantingen binnen de bebouwde kom;2005;3
2538;Groningen (PV);MCPA;Beplantingen binnen de bebouwde kom;2009;13
2539;Groningen (PV);MCPA;Beplantingen binnen de bebouwde kom;2013;5
2540;Groningen (PV);MCPA;Beplantingen binnen de bebouwde kom;2018;0
2541;Groningen (PV);MCPA;Beplantingen buiten de bebouwde kom;1992;0
2542;Groningen (PV);MCPA;Beplantingen buiten de bebouwde kom;1995;0
2543;Groningen (PV);MCPA;Beplantingen buiten de bebouwde kom;2001;0
2544;Groningen (PV);MCPA;Beplantingen buiten de bebouwde kom;2005;0
2545;Groningen (PV);MCPA;Beplantingen buiten de bebouwde kom;2009;0
2546;Groningen (PV);MCPA;Beplantingen buiten de bebouwde kom;2013;0
2547;Groningen (PV);MCPA;Beplantingen buiten de bebouwde kom;2018;0
2548;Groningen (PV);MCPA;Bossen en natuurterreinen;1992;0
2549;Groningen (PV);MCPA;Bossen en natuurterreinen;1995;0
2550;Groningen (PV);MCPA;Bossen en natuurterreinen;2001;0
2551;Groningen (PV);MCPA;Bossen en natuurterreinen;2005;0
2552;Groningen (PV);MCPA;Bossen en natuurterreinen;2009;0
2553;Groningen (PV);MCPA;Bossen en natuurterreinen;2013;0
2554;Groningen (PV);MCPA;Bossen en natuurterreinen;2018;0
2555;Groningen (PV);MCPA;Sportvelden;1992;0
2556;Groningen (PV);MCPA;Sportvelden;1995;50
2557;Groningen (PV);MCPA;Sportvelden;2001;54
2558;Groningen (PV);MCPA;Sportvelden;2005;52
2559;Groningen (PV);MCPA;Sportvelden;2009;25
2560;Groningen (PV);MCPA;Sportvelden;2013;9
2561;Groningen (PV);MCPA;Sportvelden;2018;7
2562;Groningen (PV);MCPA;Andere groene elementen;1992;0
2563;Groningen (PV);MCPA;Andere groene elementen;1995;51
2564;Groningen (PV);MCPA;Andere groene elementen;2001;140
2565;Groningen (PV);MCPA;Andere groene elementen;2005;62
2566;Groningen (PV);MCPA;Andere groene elementen;2009;26
2567;Groningen (PV);MCPA;Andere groene elementen;2013;18
2568;Groningen (PV);MCPA;Andere groene elementen;2018;0
2569;Groningen (PV);MCPA;Kwekerijen;1992;0
2570;Groningen (PV);MCPA;Kwekerijen;1995;1
2571;Groningen (PV);MCPA;Kwekerijen;2001;0
2572;Groningen (PV);MCPA;Kwekerijen;2005;0
2573;Groningen (PV);MCPA;Kwekerijen;2009;0
2574;Groningen (PV);MCPA;Kwekerijen;2013;0
2575;Groningen (PV);MCPA;Kwekerijen;2018;0
2576;Groningen (PV);MCPA;Totaal verhardingen;1992;0
2577;Groningen (PV);MCPA;Totaal verhardingen;1995;0
2578;Groningen (PV);MCPA;Totaal verhardingen;2001;83
2579;Groningen (PV);MCPA;Totaal verhardingen;2005;111
2580;Groningen (PV);MCPA;Totaal verhardingen;2009;102
2581;Groningen (PV);MCPA;Totaal verhardingen;2013;262
2582;Groningen (PV);MCPA;Totaal verhardingen;2018;0
2583;Groningen (PV);MCPA;Spoorbanen;1992;0
2584;Groningen (PV);MCPA;Spoorbanen;1995;69
2585;Groningen (PV);MCPA;Spoorbanen;2001;139
2586;Groningen (PV);MCPA;Spoorbanen;2005;135
2587;Groningen (PV);MCPA;Spoorbanen;2009;41
2588;Groningen (PV);MCPA;Spoorbanen;2013;117
2589;Groningen (PV);MCPA;Spoorbanen;2018;89
2590;Groningen (PV);Mecoprop-P;Totaal toepassingssectoren;1992;18
2591;Groningen (PV);Mecoprop-P;Totaal toepassingssectoren;1995;48
2592;Groningen (PV);Mecoprop-P;Totaal toepassingssectoren;2001;96
2593;Groningen (PV);Mecoprop-P;Totaal toepassingssectoren;2005;35
2594;Groningen (PV);Mecoprop-P;Totaal toepassingssectoren;2009;29
2595;Groningen (PV);Mecoprop-P;Totaal toepassingssectoren;2013;31
2596;Groningen (PV);Mecoprop-P;Totaal toepassingssectoren;2018;1
2597;Groningen (PV);Mecoprop-P;Waterlopen en vijvers;1992;0
2598;Groningen (PV);Mecoprop-P;Waterlopen en vijvers;1995;0
2599;Groningen (PV);Mecoprop-P;Waterlopen en vijvers;2001;0
2600;Groningen (PV);Mecoprop-P;Waterlopen en vijvers;2005;0
2601;Groningen (PV);Mecoprop-P;Waterlopen en vijvers;2009;0
2602;Groningen (PV);Mecoprop-P;Waterlopen en vijvers;2013;0
2603;Groningen (PV);Mecoprop-P;Waterlopen en vijvers;2018;0
2604;Groningen (PV);Mecoprop-P;Beplantingen binnen de bebouwde kom;1992;0
2605;Groningen (PV);Mecoprop-P;Beplantingen binnen de bebouwde kom;1995;0
2606;Groningen (PV);Mecoprop-P;Beplantingen binnen de bebouwde kom;2001;1
2607;Groningen (PV);Mecoprop-P;Beplantingen binnen de bebouwde kom;2005;1
2608;Groningen (PV);Mecoprop-P;Beplantingen binnen de bebouwde kom;2009;0
2609;Groningen (PV);Mecoprop-P;Beplantingen binnen de bebouwde kom;2013;1
2610;Groningen (PV);Mecoprop-P;Beplantingen binnen de bebouwde kom;2018;0
2611;Groningen (PV);Mecoprop-P;Beplantingen buiten de bebouwde kom;1992;0
2612;Groningen (PV);Mecoprop-P;Beplantingen buiten de bebouwde kom;1995;0
2613;Groningen (PV);Mecoprop-P;Beplantingen buiten de bebouwde kom;2001;0
2614;Groningen (PV);Mecoprop-P;Beplantingen buiten de bebouwde kom;2005;0
2615;Groningen (PV);Mecoprop-P;Beplantingen buiten de bebouwde kom;2009;0
2616;Groningen (PV);Mecoprop-P;Beplantingen buiten de bebouwde kom;2013;0
2617;Groningen (PV);Mecoprop-P;Beplantingen buiten de bebouwde kom;2018;0
2618;Groningen (PV);Mecoprop-P;Bossen en natuurterreinen;1992;0
2619;Groningen (PV);Mecoprop-P;Bossen en natuurterreinen;1995;0
2620;Groningen (PV);Mecoprop-P;Bossen en natuurterreinen;2001;0
2621;Groningen (PV);Mecoprop-P;Bossen en natuurterreinen;2005;0
2622;Groningen (PV);Mecoprop-P;Bossen en natuurterreinen;2009;0
2623;Groningen (PV);Mecoprop-P;Bossen en natuurterreinen;2013;0
2624;Groningen (PV);Mecoprop-P;Bossen en natuurterreinen;2018;0
2625;Groningen (PV);Mecoprop-P;Sportvelden;1992;0
2626;Groningen (PV);Mecoprop-P;Sportvelden;1995;1
2627;Groningen (PV);Mecoprop-P;Sportvelden;2001;11
2628;Groningen (PV);Mecoprop-P;Sportvelden;2005;14
2629;Groningen (PV);Mecoprop-P;Sportvelden;2009;3
2630;Groningen (PV);Mecoprop-P;Sportvelden;2013;4
2631;Groningen (PV);Mecoprop-P;Sportvelden;2018;1
2632;Groningen (PV);Mecoprop-P;Andere groene elementen;1992;0
2633;Groningen (PV);Mecoprop-P;Andere groene elementen;1995;47
2634;Groningen (PV);Mecoprop-P;Andere groene elementen;2001;84
2635;Groningen (PV);Mecoprop-P;Andere groene elementen;2005;20
2636;Groningen (PV);Mecoprop-P;Andere groene elementen;2009;25
2637;Groningen (PV);Mecoprop-P;Andere groene elementen;2013;26
2638;Groningen (PV);Mecoprop-P;Andere groene elementen;2018;0
2639;Groningen (PV);Mecoprop-P;Kwekerijen;1992;0
2640;Groningen (PV);Mecoprop-P;Kwekerijen;1995;0
2641;Groningen (PV);Mecoprop-P;Kwekerijen;2001;0
2642;Groningen (PV);Mecoprop-P;Kwekerijen;2005;0
2643;Groningen (PV);Mecoprop-P;Kwekerijen;2009;0
2644;Groningen (PV);Mecoprop-P;Kwekerijen;2013;0
2645;Groningen (PV);Mecoprop-P;Kwekerijen;2018;0
2646;Groningen (PV);Mecoprop-P;Totaal verhardingen;1992;0
2647;Groningen (PV);Mecoprop-P;Totaal verhardingen;1995;0
2648;Groningen (PV);Mecoprop-P;Totaal verhardingen;2001;0
2649;Groningen (PV);Mecoprop-P;Totaal verhardingen;2005;0
2650;Groningen (PV);Mecoprop-P;Totaal verhardingen;2009;0
2651;Groningen (PV);Mecoprop-P;Totaal verhardingen;2013;0
2652;Groningen (PV);Mecoprop-P;Totaal verhardingen;2018;0
2653;Groningen (PV);Mecoprop-P;Spoorbanen;1992;0
2654;Groningen (PV);Mecoprop-P;Spoorbanen;1995;0
2655;Groningen (PV);Mecoprop-P;Spoorbanen;2001;0
2656;Groningen (PV);Mecoprop-P;Spoorbanen;2005;0
2657;Groningen (PV);Mecoprop-P;Spoorbanen;2009;0
2658;Groningen (PV);Mecoprop-P;Spoorbanen;2013;0
2659;Groningen (PV);Mecoprop-P;Spoorbanen;2018;0
2660;Groningen (PV);Simazin;Totaal toepassingssectoren;1992;109
2661;Groningen (PV);Simazin;Totaal toepassingssectoren;1995;53
2662;Groningen (PV);Simazin;Totaal toepassingssectoren;2001;0
2663;Groningen (PV);Simazin;Totaal toepassingssectoren;2005;0
2664;Groningen (PV);Simazin;Totaal toepassingssectoren;2009;0
2665;Groningen (PV);Simazin;Totaal toepassingssectoren;2013;0
2666;Groningen (PV);Simazin;Totaal toepassingssectoren;2018;0
2667;Groningen (PV);Simazin;Waterlopen en vijvers;1992;0
2668;Groningen (PV);Simazin;Waterlopen en vijvers;1995;0
