ID;Politieregio;Cijfersoort;Perioden;SlachtofferschapTotaal_1;GeweldsdelictenTotaal_2;SeksueleDelicten_3;Mishandeling_4;Bedreiging_5;VermogensdelictenTotaal_6;TotaalInbrakenEnPogingTotInbraak_7;Inbraken_8;PogingTotInbraak_9;Fietsdiefstal_10;DiefstalVanEnUitDeAuto18_11;TotaalZakkenrollerij_12;ZakkenrollerijZonderGeweld_13;ZakkenrollerijMetGeweld_14;OverigeDiefstal_15;VandalismedelictenTotaal_16;OverigeDelicten_17;TotaalInbrakenEnPogingTotInbraak_18;Inbraken_19;PogingTotInbraak_20;Fietsdiefstal_21;DelictenTotaal_22;GeweldsdelictenTotaal_23;SeksueleDelicten_24;Mishandeling_25;Bedreiging_26;VermogensdelictenTotaal_27;PogingTotInbraakTotaal_28;PogingTotInbraak_29;Inbraak_30;Fietsendiefstal_31;DiefstalVanEnUitDeAuto_32;ZakkenrollerijTotaal_33;ZakkenrollerijZonderGeweld_34;ZakkenrollerijMetGeweld_35;OverigeDiefstal_36;VandalismedelictenTotaal_37;OverigeDelicten_38;DaderBekendTotaal_39;ExPartnerFamilielid_40;Partner_41;ExPartner_42;AnderFamilielid_43;Buurtgenoot_44;IemandVanHetWerk_45;AndersInclOnbekend_46;EigenBuurt_47;EldersInWoongemeente_48;EldersInNederland_49;InBuitenland_50;Onbekend_51;Thuis_52;InAndereWoning_53;InCafeBarDiscoRestaurant_54;OpStraat_55;OpTreinstationBushalteMetrostation_56;InTramBusTreinMetro_57;InEenAuto_58;OpWerk_59;OpSchool_60;InWinkelWarenhuisWinkelcentrum_61;SportveldSporthalKleedruimte_62;ParkParkeerterreinStrand_63;Elders_64
183;Brabant-Zuidoost (PO);Betrouwbaarheidsmarge;2011;1.9;1.3;0.7;0.8;0.9;1.5;0.9;0.4;0.8;1.2;0.4;0.3;0.3;0.1;0.6;1.2;0.5;0.9;0.8;0.5;1.2;3.6;2.0;0.7;1.2;1.3;1.9;0.7;0.6;0.3;1.3;0.4;0.3;0.3;0.1;0.7;1.6;1.4;6.6;0.7;0.3;0.4;0.5;4.6;3.8;4.4;4.0;3.8;2.8;1.1;0.2;5.3;1.4;6.0;7.5;1.1;0.6;0.4;6.0;0.9;2.8;1.6;1.0;2.1
184;Limburg-Noord (PO);Waarde;2008;20.9;4.1;0.7;1.9;3.6;12.1;3.5;1.8;3.0;4.4;0.9;2.0;2.0;0.0;1.6;10.2;1.7;3.2;2.8;1.7;4.6;32.0;7.2;0.9;2.1;4.2;11.8;2.4;1.5;0.9;4.7;0.9;1.8;1.8;0.0;2.0;13.0;1.9;16.1;2.8;1.1;0.5;1.2;7.7;2.2;5.1;56.7;18.9;10.5;1.7;12.2;13.2;0.0;8.0;12.2;1.9;0.0;0.0;;;2.1;13.3;0.0;8.6
185;Limburg-Noord (PO);Waarde;2009;23.3;5.7;1.7;1.2;3.7;11.4;2.0;0.5;1.5;5.0;0.8;1.6;1.4;0.3;3.5;11.4;1.2;2.0;1.6;0.5;5.2;37.8;8.4;2.3;1.4;4.7;13.3;1.2;0.9;0.3;5.7;0.9;1.6;1.3;0.3;4.0;16.1;1.9;34.8;4.5;0.8;3.3;0.5;5.4;5.7;19.4;54.8;27.5;14.9;1.7;1.2;25.5;1.8;20.5;20.5;1.0;2.7;0.7;13.4;5.0;3.9;1.6;2.4;6.9
186;Limburg-Noord (PO);Waarde;2010;21.1;4.6;0.6;0.7;3.7;8.8;1.8;0.9;0.9;4.1;0.9;0.7;0.7;0.1;2.3;11.0;0.7;1.8;1.0;0.8;4.2;31.9;6.7;0.9;0.7;5.1;9.9;1.0;0.5;0.4;4.4;0.9;0.8;0.6;0.1;2.9;15.3;0.7;37.1;7.2;2.6;3.2;1.4;12.7;4.5;13.8;53.1;30.3;12.4;1.4;2.7;32.4;1.7;21.8;14.7;4.3;0.0;0.0;8.6;5.8;5.5;1.9;3.3;6.4
187;Limburg-Noord (PO);Waarde;2011;21.8;4.0;1.1;0.9;2.3;12.1;3.7;1.8;2.0;4.1;0.9;1.4;1.4;0.0;3.0;9.9;0.8;3.9;2.4;1.6;4.2;32.5;6.2;2.0;1.2;3.0;11.8;2.3;1.3;1.0;4.5;1.0;0.9;0.9;0.0;3.0;14.6;1.5;31.3;2.8;0.1;1.3;1.5;15.3;1.7;12.4;62.1;22.9;11.4;3.4;0.2;37.1;1.7;17.4;15.4;2.8;0.4;0.3;9.7;6.5;5.6;2.3;0.6;8.0
188;Limburg-Noord (PO);Betrouwbaarheidsmarge;2008;5.3;2.7;0.5;2.5;2.6;4.8;2.6;2.5;2.6;3.5;0.8;2.6;2.6;;0.9;3.8;2.5;2.6;2.6;2.5;3.6;9.3;5.3;0.8;2.6;2.8;4.9;2.5;1.3;1.2;3.5;0.8;2.5;2.5;;1.2;4.3;2.5;9.1;3.2;2.2;1.0;2.0;5.8;2.6;4.3;12.9;8.8;4.5;1.6;12.5;8.9;;6.3;8.0;2.8;;;;;3.3;20.5;;6.7
189;Limburg-Noord (PO);Betrouwbaarheidsmarge;2009;2.3;1.5;0.9;0.7;1.1;1.7;0.5;0.2;0.5;1.2;0.2;0.6;0.5;0.3;1.0;1.6;0.8;0.7;0.7;0.1;1.2;4.2;2.1;1.3;0.7;1.3;2.1;0.3;0.3;0.1;1.5;0.2;0.6;0.5;0.3;1.2;2.5;1.9;8.1;3.7;1.0;3.6;0.3;1.5;3.6;7.7;4.7;4.5;3.6;0.8;0.9;7.6;1.1;8.3;6.7;1.2;3.2;0.5;6.7;4.6;2.5;1.1;2.9;3.8
190;Limburg-Noord (PO);Betrouwbaarheidsmarge;2010;3.0;1.6;0.6;0.6;1.4;2.1;1.0;0.6;0.7;1.4;0.7;0.6;0.6;0.3;1.1;2.3;0.7;1.1;1.0;0.6;1.4;5.8;2.7;1.1;0.6;2.3;2.7;0.6;0.5;0.4;1.6;0.7;0.7;0.6;0.3;1.7;3.7;0.7;10.9;5.6;3.5;3.6;2.8;7.4;4.4;8.0;7.0;6.4;4.7;1.6;2.2;12.3;3.4;11.0;8.8;4.9;;;7.4;6.5;6.1;3.7;4.5;6.2
191;Limburg-Noord (PO);Betrouwbaarheidsmarge;2011;2.7;1.3;0.7;0.6;1.0;2.2;1.3;0.9;0.9;1.4;0.5;0.9;0.9;0.0;1.0;1.9;0.6;1.5;1.2;0.9;1.4;5.0;2.4;1.6;0.9;1.4;2.2;0.9;0.6;0.6;1.5;0.5;0.7;0.7;0.0;1.0;3.2;1.5;9.9;3.0;0.1;1.8;2.4;8.0;1.9;7.1;6.1;5.1;4.3;2.6;0.1;11.3;2.7;9.8;6.9;5.0;0.3;0.3;7.7;6.5;5.1;3.9;0.4;5.2
192;Limburg-Zuid (PO);Waarde;2008;28.4;5.8;1.2;1.3;4.8;15.1;4.3;1.5;3.1;5.9;2.1;2.3;2.2;0.2;2.3;13.1;0.7;4.0;2.7;1.4;6.4;44.3;9.5;2.2;1.5;5.8;16.2;2.7;1.9;0.8;6.5;3.2;1.7;1.6;0.1;2.2;18.6;0.7;44.8;3.7;0.0;2.6;1.0;25.9;2.8;12.5;64.8;17.8;14.5;2.9;0.0;25.8;2.0;6.3;23.8;2.5;0.0;0.7;;;5.3;0.0;0.0;8.6
193;Limburg-Zuid (PO);Waarde;2009;30.8;6.1;1.0;1.2;4.3;16.0;3.2;1.4;1.9;6.0;2.6;2.3;2.0;0.4;3.7;14.8;0.5;2.9;1.6;1.4;6.7;48.3;9.2;1.9;1.2;6.0;17.2;1.6;0.8;0.7;7.2;2.8;1.7;1.5;0.3;4.0;21.9;0.7;25.0;4.1;0.0;2.9;1.2;8.9;3.2;9.7;61.8;22.2;10.2;3.8;2.1;24.7;0.0;15.1;25.8;0.0;2.6;1.3;11.7;4.3;9.8;3.2;1.3;12.4
194;Limburg-Zuid (PO);Waarde;2010;25.2;6.7;1.1;1.7;4.9;14.3;3.7;1.6;2.4;4.7;1.4;2.3;2.1;0.2;4.2;10.4;1.0;3.9;2.2;2.0;5.1;44.3;10.1;1.7;2.0;6.4;16.3;2.7;1.5;1.2;5.3;1.4;2.3;2.1;0.2;4.7;18.0;1.7;34.0;5.9;0.0;3.5;2.3;19.7;2.4;6.7;63.9;23.9;9.2;0.9;2.1;25.9;1.8;11.7;32.3;0.7;1.4;2.0;12.1;2.1;5.2;2.2;2.4;5.7
195;Limburg-Zuid (PO);Waarde;2011;25.0;6.6;1.4;1.6;4.9;13.3;3.4;1.7;2.1;5.5;1.6;2.0;2.0;0.0;3.0;11.7;1.1;3.7;2.4;1.8;6.0;40.0;8.9;1.9;1.6;5.4;16.0;2.9;1.9;1.0;6.6;1.8;1.3;1.3;0.0;3.5;15.1;1.4;38.7;6.3;2.4;2.7;1.3;14.2;4.1;14.0;57.7;25.5;12.0;3.9;0.9;21.7;5.5;14.2;22.3;0.0;0.8;0.7;19.6;3.0;3.8;4.0;4.3;6.1
196;Limburg-Zuid (PO);Betrouwbaarheidsmarge;2008;5.0;3.0;0.9;0.8;2.9;4.2;2.8;0.9;2.8;3.0;1.1;1.2;1.1;0.3;1.1;3.5;0.7;2.2;2.1;0.9;3.3;9.2;4.3;1.9;0.9;3.3;4.3;1.6;1.5;0.5;3.2;1.7;1.0;1.0;0.1;1.1;5.0;0.7;14.4;4.3;;3.8;2.0;16.2;3.2;7.2;7.1;5.0;4.8;2.0;;18.7;3.0;5.3;10.7;4.8;;1.5;;;5.5;;;6.9
197;Limburg-Zuid (PO);Betrouwbaarheidsmarge;2009;3.3;1.8;0.8;0.9;1.5;2.7;1.3;0.8;1.0;1.8;1.2;1.1;1.0;0.5;1.3;2.6;0.5;1.3;0.9;0.9;1.9;6.8;3.1;1.7;0.9;2.4;3.4;0.7;0.5;0.5;2.2;1.5;1.1;1.0;0.4;1.6;4.4;1.0;8.2;4.0;;3.3;2.3;5.1;3.1;5.8;5.5;4.8;3.3;2.1;1.7;9.4;;8.6;9.8;;3.6;2.6;7.0;4.2;6.6;4.4;2.6;7.1
198;Limburg-Zuid (PO);Betrouwbaarheidsmarge;2010;3.2;1.9;0.7;1.0;1.7;2.7;1.5;1.0;1.2;1.7;1.0;1.2;1.1;0.4;1.6;2.2;0.7;1.8;1.2;1.4;1.8;8.5;3.3;1.4;1.3;2.4;4.4;1.2;0.8;0.8;2.0;1.0;1.2;1.1;0.4;2.2;4.9;1.6;9.2;4.3;;3.4;2.6;7.7;2.8;4.9;6.0;5.4;3.5;1.1;1.7;8.8;2.5;7.5;9.8;1.4;2.8;2.7;6.8;2.9;4.2;3.0;3.5;4.5
199;Limburg-Zuid (PO);Betrouwbaarheidsmarge;2011;3.1;1.9;0.9;1.1;1.6;2.5;1.4;1.0;1.1;1.6;0.9;1.0;1.0;;1.2;2.3;0.7;1.8;1.6;1.2;1.8;8.0;3.2;1.6;1.1;1.8;4.6;1.7;1.3;0.7;2.3;0.9;1.0;1.0;;1.6;3.4;1.1;10.2;4.5;3.0;3.0;1.8;7.0;4.1;7.7;6.1;5.5;3.9;2.4;1.2;8.5;4.9;8.3;9.0;;1.6;1.4;9.4;3.4;4.4;4.0;4.6;4.9
200;Flevoland (PO);Waarde;2008;28.9;4.9;1.0;1.6;3.2;15.2;2.6;1.0;1.8;5.8;2.6;1.8;1.7;0.3;3.7;14.4;1.0;2.7;2.1;1.1;6.0;48.0;9.5;1.3;2.5;5.6;17.1;1.6;1.1;0.6;7.1;2.6;1.9;1.7;0.3;3.9;21.5;1.1;34.4;7.4;0.0;3.5;3.9;10.0;4.3;14.0;54.6;30.6;10.0;3.3;1.5;24.5;1.2;4.8;24.0;0.0;1.4;0.0;;;9.2;3.5;1.3;5.7
201;Flevoland (PO);Waarde;2009;29.1;7.6;1.7;1.9;5.2;14.6;3.2;1.6;2.0;5.7;2.2;1.7;1.7;0.1;4.4;15.1;1.1;2.9;1.8;1.5;6.0;54.5;12.0;2.5;2.3;7.1;19.1;2.0;1.1;0.8;7.0;3.0;1.7;1.6;0.1;5.5;23.5;1.7;31.9;4.7;0.6;3.3;0.8;11.3;5.0;12.8;61.5;22.8;12.6;1.8;1.2;26.0;4.0;7.5;25.2;2.6;2.8;1.0;13.6;5.2;9.3;1.4;1.3;9.2
202;Flevoland (PO);Waarde;2010;24.6;5.0;0.8;0.9;3.5;12.1;2.5;1.3;1.3;2.8;2.5;1.2;0.7;0.6;4.3;11.9;1.1;2.7;1.2;1.6;2.9;40.1;7.9;1.7;1.3;4.8;15.3;1.7;0.6;1.0;3.5;3.8;1.0;0.3;0.7;5.6;16.9;1.3;40.8;1.7;0.0;0.0;1.7;16.2;3.8;19.2;60.6;25.2;12.1;1.5;0.6;32.1;3.4;8.8;25.3;3.7;3.6;0.9;9.7;4.8;4.1;0.9;2.6;2.9
203;Flevoland (PO);Waarde;2011;23.6;5.6;1.4;1.2;4.2;10.6;2.9;1.1;2.0;3.4;1.6;1.6;1.5;0.2;2.5;12.2;0.7;2.9;2.0;1.1;3.6;39.9;9.1;2.0;1.5;5.6;12.1;1.8;1.2;0.6;3.9;1.8;1.7;1.5;0.2;3.0;18.7;1.1;36.1;2.4;0.4;1.8;0.3;12.7;5.1;17.8;67.2;20.6;10.5;1.2;0.5;22.2;1.3;8.2;26.0;4.5;2.9;2.1;14.5;6.8;5.5;3.5;2.5;6.5
204;Flevoland (PO);Betrouwbaarheidsmarge;2008;4.0;1.8;0.7;1.2;1.5;3.3;1.3;0.8;1.1;2.2;1.5;1.0;1.0;0.4;1.8;3.1;0.8;1.6;1.5;1.0;2.3;9.7;5.2;1.0;2.4;3.3;4.0;1.1;0.8;0.5;2.7;1.6;1.1;1.0;0.4;2.0;5.8;0.9;11.8;7.7;;5.0;6.2;6.9;4.3;8.8;7.0;6.4;3.9;3.0;2.0;10.6;1.6;5.0;10.5;;2.8;;;;6.9;4.0;2.6;5.7
205;Flevoland (PO);Betrouwbaarheidsmarge;2009;2.3;1.4;0.6;0.8;1.1;1.8;0.9;0.7;0.6;1.3;0.9;0.5;0.5;0.1;1.1;1.8;0.5;0.8;0.5;0.7;1.4;6.2;2.2;1.2;0.9;1.6;3.0;0.5;0.3;0.4;1.9;1.7;0.5;0.5;0.1;1.3;3.4;1.2;6.0;2.8;0.5;2.7;0.5;3.2;3.1;5.1;3.9;3.2;3.0;0.9;1.1;5.5;3.7;3.9;5.6;1.0;1.4;0.9;5.0;2.9;4.3;0.7;0.6;4.2
206;Flevoland (PO);Betrouwbaarheidsmarge;2010;3.2;1.7;0.6;0.7;1.4;2.4;1.1;0.8;0.9;1.3;1.2;0.8;0.5;0.6;1.5;2.5;0.8;1.4;0.9;1.1;1.3;7.0;3.0;1.6;1.2;2.2;3.7;1.0;0.5;0.8;1.7;2.1;0.8;0.3;0.7;2.3;4.0;1.1;11.4;2.4;;;2.4;9.0;5.2;9.1;6.6;5.9;4.4;1.5;0.9;10.6;3.9;7.0;10.4;4.2;5.1;1.7;7.2;4.7;4.1;1.8;3.6;3.4
207;Flevoland (PO);Betrouwbaarheidsmarge;2011;1.9;1.0;0.4;0.5;0.9;1.3;0.6;0.4;0.5;0.8;0.5;0.5;0.5;0.1;0.6;1.4;0.2;0.6;0.5;0.4;0.9;3.8;1.7;0.7;0.6;1.2;1.5;0.4;0.3;0.2;0.9;0.5;0.6;0.5;0.1;0.7;2.6;0.4;5.7;1.3;0.5;1.2;0.3;3.7;2.5;5.0;3.5;3.1;2.3;0.7;0.3;4.3;1.1;3.6;5.7;2.2;1.8;1.3;4.9;4.3;2.1;2.0;1.4;3.3
