ID;EnergyCommodities;Sectors;Periods;TotalPrimaryEnergySupply_1;IndigenousProduction_2;ReceiptsOfEnergy_3;DeliveriesOfEnergy_4;StockChange_5;StatisticalDifferences_6;TotalEnergyConsumption_7;TotalNetEnergyTransformation_8;NetElectricityCHPTransformation_9;NetOtherTransformation_10;EnergyTransformationInput_11;ElectricityAndCHPTransformationInput_12;OtherTransformationInput_13;EnergyTransformationOutput_14;ElectricityCHPTransformationOutput_15;OtherTransformationOutput_16;OwnUse_17;DistributionLosses_18;FinalEnergyConsumption_19;NonEnergyUse_20
7134;Total coal and coal products;U Extraterritorial organisations;2018;;;;;;;;;;;;;;;;;;;;
7135;Total coal and coal products;U Extraterritorial organisations;2019;;;;;;;;;;;;;;;;;;;;
7136;Total coal and coal products;U Extraterritorial organisations;2020 ;;;;;;;;;;;;;;;;;;;;
7137;Total coal and coal products;U Extraterritorial organisations;2021;;;;;;;;;;;;;;;;;;;;
7138;Total coal and coal products;U Extraterritorial organisations;2022;;;;;;;;;;;;;;;;;;;;
7139;Total coal and coal products;U Extraterritorial organisations;2023;;;;;;;;;;;;;;;;;;;;
7140;Total coal and coal products;Services unknown;1990;;;;;;;;;;;;;;;;;;;;
7141;Total coal and coal products;Services unknown;1991;;;;;;;;;;;;;;;;;;;;
7142;Total coal and coal products;Services unknown;1992;;;;;;;;;;;;;;;;;;;;
7143;Total coal and coal products;Services unknown;1993;;;;;;;;;;;;;;;;;;;;
7144;Total coal and coal products;Services unknown;1994;;;;;;;;;;;;;;;;;;;;
7145;Total coal and coal products;Services unknown;1995;;;;;;;;;;;;;;;;;;;;
7146;Total coal and coal products;Services unknown;1996;;;;;;;;;;;;;;;;;;;;
7147;Total coal and coal products;Services unknown;1997;;;;;;;;;;;;;;;;;;;;
7148;Total coal and coal products;Services unknown;1998;;;;;;;;;;;;;;;;;;;;
7149;Total coal and coal products;Services unknown;1999;;;;;;;;;;;;;;;;;;;;
7150;Total coal and coal products;Services unknown;2000;;;;;;;;;;;;;;;;;;;;
7151;Total coal and coal products;Services unknown;2001;;;;;;;;;;;;;;;;;;;;
7152;Total coal and coal products;Services unknown;2002;;;;;;;;;;;;;;;;;;;;
7153;Total coal and coal products;Services unknown;2003;;;;;;;;;;;;;;;;;;;;
7154;Total coal and coal products;Services unknown;2004;;;;;;;;;;;;;;;;;;;;
7155;Total coal and coal products;Services unknown;2005;;;;;;;;;;;;;;;;;;;;
7156;Total coal and coal products;Services unknown;2006;;;;;;;;;;;;;;;;;;;;
7157;Total coal and coal products;Services unknown;2007;;;;;;;;;;;;;;;;;;;;
7158;Total coal and coal products;Services unknown;2008;;;;;;;;;;;;;;;;;;;;
7159;Total coal and coal products;Services unknown;2009;;;;;;;;;;;;;;;;;;;;
7160;Total coal and coal products;Services unknown;2010;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
7161;Total coal and coal products;Services unknown;2011;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
7162;Total coal and coal products;Services unknown;2012;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
7163;Total coal and coal products;Services unknown;2013;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7164;Total coal and coal products;Services unknown;2014;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7165;Total coal and coal products;Services unknown;2015;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7166;Total coal and coal products;Services unknown;2016;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7167;Total coal and coal products;Services unknown;2017;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7168;Total coal and coal products;Services unknown;2018;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7169;Total coal and coal products;Services unknown;2019;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7170;Total coal and coal products;Services unknown;2020 ;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7171;Total coal and coal products;Services unknown;2021;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7172;Total coal and coal products;Services unknown;2022;;;;;;;;;;;;;;;;;;;;
7173;Total coal and coal products;Services unknown;2023;;;;;;;;;;;;;;;;;;;;
7174;Total coal and coal products;Dwellings;1990;0.6;;0.6;;;;0.6;;;;;;;;;;;;0.6;
7175;Total coal and coal products;Dwellings;1991;0.5;;0.5;;;;0.5;;;;;;;;;;;;0.5;
7176;Total coal and coal products;Dwellings;1992;0.5;;0.5;;;;0.5;;;;;;;;;;;;0.5;
7177;Total coal and coal products;Dwellings;1993;0.4;;0.4;;;;0.4;;;;;;;;;;;;0.4;
7178;Total coal and coal products;Dwellings;1994;0.3;;0.3;;;;0.3;;;;;;;;;;;;0.3;
7179;Total coal and coal products;Dwellings;1995;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
7180;Total coal and coal products;Dwellings;1996;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
7181;Total coal and coal products;Dwellings;1997;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
7182;Total coal and coal products;Dwellings;1998;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
7183;Total coal and coal products;Dwellings;1999;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7184;Total coal and coal products;Dwellings;2000;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7185;Total coal and coal products;Dwellings;2001;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7186;Total coal and coal products;Dwellings;2002;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7187;Total coal and coal products;Dwellings;2003;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7188;Total coal and coal products;Dwellings;2004;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7189;Total coal and coal products;Dwellings;2005;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7190;Total coal and coal products;Dwellings;2006;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7191;Total coal and coal products;Dwellings;2007;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7192;Total coal and coal products;Dwellings;2008;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7193;Total coal and coal products;Dwellings;2009;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7194;Total coal and coal products;Dwellings;2010;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7195;Total coal and coal products;Dwellings;2011;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7196;Total coal and coal products;Dwellings;2012;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7197;Total coal and coal products;Dwellings;2013;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
7198;Total coal and coal products;Dwellings;2014;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7199;Total coal and coal products;Dwellings;2015;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7200;Total coal and coal products;Dwellings;2016;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7201;Total coal and coal products;Dwellings;2017;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7202;Total coal and coal products;Dwellings;2018;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7203;Total coal and coal products;Dwellings;2019;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7204;Total coal and coal products;Dwellings;2020 ;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7205;Total coal and coal products;Dwellings;2021;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7206;Total coal and coal products;Dwellings;2022;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7207;Total coal and coal products;Dwellings;2023;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
7208;Total coal and coal products;A Agriculture, forestry and fishing;1990;;;;;;;;;;;;;;;;;;;;
7209;Total coal and coal products;A Agriculture, forestry and fishing;1991;;;;;;;;;;;;;;;;;;;;
7210;Total coal and coal products;A Agriculture, forestry and fishing;1992;;;;;;;;;;;;;;;;;;;;
7211;Total coal and coal products;A Agriculture, forestry and fishing;1993;;;;;;;;;;;;;;;;;;;;
7212;Total coal and coal products;A Agriculture, forestry and fishing;1994;;;;;;;;;;;;;;;;;;;;
7213;Total coal and coal products;A Agriculture, forestry and fishing;1995;;;;;;;;;;;;;;;;;;;;
7214;Total coal and coal products;A Agriculture, forestry and fishing;1996;;;;;;;;;;;;;;;;;;;;
7215;Total coal and coal products;A Agriculture, forestry and fishing;1997;;;;;;;;;;;;;;;;;;;;
7216;Total coal and coal products;A Agriculture, forestry and fishing;1998;;;;;;;;;;;;;;;;;;;;
7217;Total coal and coal products;A Agriculture, forestry and fishing;1999;;;;;;;;;;;;;;;;;;;;
7218;Total coal and coal products;A Agriculture, forestry and fishing;2000;;;;;;;;;;;;;;;;;;;;
7219;Total coal and coal products;A Agriculture, forestry and fishing;2001;;;;;;;;;;;;;;;;;;;;
7220;Total coal and coal products;A Agriculture, forestry and fishing;2002;;;;;;;;;;;;;;;;;;;;
7221;Total coal and coal products;A Agriculture, forestry and fishing;2003;;;;;;;;;;;;;;;;;;;;
7222;Total coal and coal products;A Agriculture, forestry and fishing;2004;;;;;;;;;;;;;;;;;;;;
7223;Total coal and coal products;A Agriculture, forestry and fishing;2005;;;;;;;;;;;;;;;;;;;;
7224;Total coal and coal products;A Agriculture, forestry and fishing;2006;;;;;;;;;;;;;;;;;;;;
7225;Total coal and coal products;A Agriculture, forestry and fishing;2007;;;;;;;;;;;;;;;;;;;;
7226;Total coal and coal products;A Agriculture, forestry and fishing;2008;;;;;;;;;;;;;;;;;;;;
7227;Total coal and coal products;A Agriculture, forestry and fishing;2009;;;;;;;;;;;;;;;;;;;;
7228;Total coal and coal products;A Agriculture, forestry and fishing;2010;;;;;;;;;;;;;;;;;;;;
7229;Total coal and coal products;A Agriculture, forestry and fishing;2011;;;;;;;;;;;;;;;;;;;;
7230;Total coal and coal products;A Agriculture, forestry and fishing;2012;;;;;;;;;;;;;;;;;;;;
7231;Total coal and coal products;A Agriculture, forestry and fishing;2013;;;;;;;;;;;;;;;;;;;;
7232;Total coal and coal products;A Agriculture, forestry and fishing;2014;;;;;;;;;;;;;;;;;;;;
7233;Total coal and coal products;A Agriculture, forestry and fishing;2015;;;;;;;;;;;;;;;;;;;;
7234;Total coal and coal products;A Agriculture, forestry and fishing;2016;;;;;;;;;;;;;;;;;;;;
7235;Total coal and coal products;A Agriculture, forestry and fishing;2017;;;;;;;;;;;;;;;;;;;;
7236;Total coal and coal products;A Agriculture, forestry and fishing;2018;;;;;;;;;;;;;;;;;;;;
7237;Total coal and coal products;A Agriculture, forestry and fishing;2019;;;;;;;;;;;;;;;;;;;;
7238;Total coal and coal products;A Agriculture, forestry and fishing;2020 ;;;;;;;;;;;;;;;;;;;;
7239;Total coal and coal products;A Agriculture, forestry and fishing;2021;;;;;;;;;;;;;;;;;;;;
7240;Total coal and coal products;A Agriculture, forestry and fishing;2022;;;;;;;;;;;;;;;;;;;;
7241;Total coal and coal products;A Agriculture, forestry and fishing;2023;;;;;;;;;;;;;;;;;;;;
7242;Total coal and coal products;01 Agriculture;1990;;;;;;;;;;;;;;;;;;;;
7243;Total coal and coal products;01 Agriculture;1991;;;;;;;;;;;;;;;;;;;;
7244;Total coal and coal products;01 Agriculture;1992;;;;;;;;;;;;;;;;;;;;
7245;Total coal and coal products;01 Agriculture;1993;;;;;;;;;;;;;;;;;;;;
7246;Total coal and coal products;01 Agriculture;1994;;;;;;;;;;;;;;;;;;;;
7247;Total coal and coal products;01 Agriculture;1995;;;;;;;;;;;;;;;;;;;;
7248;Total coal and coal products;01 Agriculture;1996;;;;;;;;;;;;;;;;;;;;
7249;Total coal and coal products;01 Agriculture;1997;;;;;;;;;;;;;;;;;;;;
7250;Total coal and coal products;01 Agriculture;1998;;;;;;;;;;;;;;;;;;;;
7251;Total coal and coal products;01 Agriculture;1999;;;;;;;;;;;;;;;;;;;;
7252;Total coal and coal products;01 Agriculture;2000;;;;;;;;;;;;;;;;;;;;
7253;Total coal and coal products;01 Agriculture;2001;;;;;;;;;;;;;;;;;;;;
7254;Total coal and coal products;01 Agriculture;2002;;;;;;;;;;;;;;;;;;;;
7255;Total coal and coal products;01 Agriculture;2003;;;;;;;;;;;;;;;;;;;;
7256;Total coal and coal products;01 Agriculture;2004;;;;;;;;;;;;;;;;;;;;
7257;Total coal and coal products;01 Agriculture;2005;;;;;;;;;;;;;;;;;;;;
7258;Total coal and coal products;01 Agriculture;2006;;;;;;;;;;;;;;;;;;;;
7259;Total coal and coal products;01 Agriculture;2007;;;;;;;;;;;;;;;;;;;;
7260;Total coal and coal products;01 Agriculture;2008;;;;;;;;;;;;;;;;;;;;
7261;Total coal and coal products;01 Agriculture;2009;;;;;;;;;;;;;;;;;;;;
7262;Total coal and coal products;01 Agriculture;2010;;;;;;;;;;;;;;;;;;;;
7263;Total coal and coal products;01 Agriculture;2011;;;;;;;;;;;;;;;;;;;;
7264;Total coal and coal products;01 Agriculture;2012;;;;;;;;;;;;;;;;;;;;
7265;Total coal and coal products;01 Agriculture;2013;;;;;;;;;;;;;;;;;;;;
7266;Total coal and coal products;01 Agriculture;2014;;;;;;;;;;;;;;;;;;;;
7267;Total coal and coal products;01 Agriculture;2015;;;;;;;;;;;;;;;;;;;;
7268;Total coal and coal products;01 Agriculture;2016;;;;;;;;;;;;;;;;;;;;
7269;Total coal and coal products;01 Agriculture;2017;;;;;;;;;;;;;;;;;;;;
7270;Total coal and coal products;01 Agriculture;2018;;;;;;;;;;;;;;;;;;;;
7271;Total coal and coal products;01 Agriculture;2019;;;;;;;;;;;;;;;;;;;;
7272;Total coal and coal products;01 Agriculture;2020 ;;;;;;;;;;;;;;;;;;;;
7273;Total coal and coal products;01 Agriculture;2021;;;;;;;;;;;;;;;;;;;;
7274;Total coal and coal products;01 Agriculture;2022;;;;;;;;;;;;;;;;;;;;
7275;Total coal and coal products;01 Agriculture;2023;;;;;;;;;;;;;;;;;;;;
7276;Total coal and coal products;Greenhouse horticulture;1990;;;;;;;;;;;;;;;;;;;;
7277;Total coal and coal products;Greenhouse horticulture;1991;;;;;;;;;;;;;;;;;;;;
7278;Total coal and coal products;Greenhouse horticulture;1992;;;;;;;;;;;;;;;;;;;;
7279;Total coal and coal products;Greenhouse horticulture;1993;;;;;;;;;;;;;;;;;;;;
7280;Total coal and coal products;Greenhouse horticulture;1994;;;;;;;;;;;;;;;;;;;;
7281;Total coal and coal products;Greenhouse horticulture;1995;;;;;;;;;;;;;;;;;;;;
7282;Total coal and coal products;Greenhouse horticulture;1996;;;;;;;;;;;;;;;;;;;;
7283;Total coal and coal products;Greenhouse horticulture;1997;;;;;;;;;;;;;;;;;;;;
7284;Total coal and coal products;Greenhouse horticulture;1998;;;;;;;;;;;;;;;;;;;;
7285;Total coal and coal products;Greenhouse horticulture;1999;;;;;;;;;;;;;;;;;;;;
7286;Total coal and coal products;Greenhouse horticulture;2000;;;;;;;;;;;;;;;;;;;;
7287;Total coal and coal products;Greenhouse horticulture;2001;;;;;;;;;;;;;;;;;;;;
7288;Total coal and coal products;Greenhouse horticulture;2002;;;;;;;;;;;;;;;;;;;;
7289;Total coal and coal products;Greenhouse horticulture;2003;;;;;;;;;;;;;;;;;;;;
7290;Total coal and coal products;Greenhouse horticulture;2004;;;;;;;;;;;;;;;;;;;;
7291;Total coal and coal products;Greenhouse horticulture;2005;;;;;;;;;;;;;;;;;;;;
7292;Total coal and coal products;Greenhouse horticulture;2006;;;;;;;;;;;;;;;;;;;;
7293;Total coal and coal products;Greenhouse horticulture;2007;;;;;;;;;;;;;;;;;;;;
7294;Total coal and coal products;Greenhouse horticulture;2008;;;;;;;;;;;;;;;;;;;;
7295;Total coal and coal products;Greenhouse horticulture;2009;;;;;;;;;;;;;;;;;;;;
7296;Total coal and coal products;Greenhouse horticulture;2010;;;;;;;;;;;;;;;;;;;;
7297;Total coal and coal products;Greenhouse horticulture;2011;;;;;;;;;;;;;;;;;;;;
7298;Total coal and coal products;Greenhouse horticulture;2012;;;;;;;;;;;;;;;;;;;;
7299;Total coal and coal products;Greenhouse horticulture;2013;;;;;;;;;;;;;;;;;;;;
7300;Total coal and coal products;Greenhouse horticulture;2014;;;;;;;;;;;;;;;;;;;;
7301;Total coal and coal products;Greenhouse horticulture;2015;;;;;;;;;;;;;;;;;;;;
7302;Total coal and coal products;Greenhouse horticulture;2016;;;;;;;;;;;;;;;;;;;;
7303;Total coal and coal products;Greenhouse horticulture;2017;;;;;;;;;;;;;;;;;;;;
7304;Total coal and coal products;Greenhouse horticulture;2018;;;;;;;;;;;;;;;;;;;;
7305;Total coal and coal products;Greenhouse horticulture;2019;;;;;;;;;;;;;;;;;;;;
7306;Total coal and coal products;Greenhouse horticulture;2020 ;;;;;;;;;;;;;;;;;;;;
7307;Total coal and coal products;Greenhouse horticulture;2021;;;;;;;;;;;;;;;;;;;;
7308;Total coal and coal products;Greenhouse horticulture;2022;;;;;;;;;;;;;;;;;;;;
7309;Total coal and coal products;Greenhouse horticulture;2023;;;;;;;;;;;;;;;;;;;;
7310;Total coal and coal products;Other agriculture;1990;;;;;;;;;;;;;;;;;;;;
7311;Total coal and coal products;Other agriculture;1991;;;;;;;;;;;;;;;;;;;;
7312;Total coal and coal products;Other agriculture;1992;;;;;;;;;;;;;;;;;;;;
7313;Total coal and coal products;Other agriculture;1993;;;;;;;;;;;;;;;;;;;;
7314;Total coal and coal products;Other agriculture;1994;;;;;;;;;;;;;;;;;;;;
7315;Total coal and coal products;Other agriculture;1995;;;;;;;;;;;;;;;;;;;;
7316;Total coal and coal products;Other agriculture;1996;;;;;;;;;;;;;;;;;;;;
7317;Total coal and coal products;Other agriculture;1997;;;;;;;;;;;;;;;;;;;;
7318;Total coal and coal products;Other agriculture;1998;;;;;;;;;;;;;;;;;;;;
7319;Total coal and coal products;Other agriculture;1999;;;;;;;;;;;;;;;;;;;;
7320;Total coal and coal products;Other agriculture;2000;;;;;;;;;;;;;;;;;;;;
7321;Total coal and coal products;Other agriculture;2001;;;;;;;;;;;;;;;;;;;;
7322;Total coal and coal products;Other agriculture;2002;;;;;;;;;;;;;;;;;;;;
7323;Total coal and coal products;Other agriculture;2003;;;;;;;;;;;;;;;;;;;;
7324;Total coal and coal products;Other agriculture;2004;;;;;;;;;;;;;;;;;;;;
7325;Total coal and coal products;Other agriculture;2005;;;;;;;;;;;;;;;;;;;;
7326;Total coal and coal products;Other agriculture;2006;;;;;;;;;;;;;;;;;;;;
7327;Total coal and coal products;Other agriculture;2007;;;;;;;;;;;;;;;;;;;;
7328;Total coal and coal products;Other agriculture;2008;;;;;;;;;;;;;;;;;;;;
7329;Total coal and coal products;Other agriculture;2009;;;;;;;;;;;;;;;;;;;;
7330;Total coal and coal products;Other agriculture;2010;;;;;;;;;;;;;;;;;;;;
7331;Total coal and coal products;Other agriculture;2011;;;;;;;;;;;;;;;;;;;;
7332;Total coal and coal products;Other agriculture;2012;;;;;;;;;;;;;;;;;;;;
7333;Total coal and coal products;Other agriculture;2013;;;;;;;;;;;;;;;;;;;;
7334;Total coal and coal products;Other agriculture;2014;;;;;;;;;;;;;;;;;;;;
7335;Total coal and coal products;Other agriculture;2015;;;;;;;;;;;;;;;;;;;;
7336;Total coal and coal products;Other agriculture;2016;;;;;;;;;;;;;;;;;;;;
7337;Total coal and coal products;Other agriculture;2017;;;;;;;;;;;;;;;;;;;;
7338;Total coal and coal products;Other agriculture;2018;;;;;;;;;;;;;;;;;;;;
7339;Total coal and coal products;Other agriculture;2019;;;;;;;;;;;;;;;;;;;;
7340;Total coal and coal products;Other agriculture;2020 ;;;;;;;;;;;;;;;;;;;;
7341;Total coal and coal products;Other agriculture;2021;;;;;;;;;;;;;;;;;;;;
7342;Total coal and coal products;Other agriculture;2022;;;;;;;;;;;;;;;;;;;;
7343;Total coal and coal products;Other agriculture;2023;;;;;;;;;;;;;;;;;;;;
7344;Total coal and coal products;02 Forestry and logging;1990;;;;;;;;;;;;;;;;;;;;
7345;Total coal and coal products;02 Forestry and logging;1991;;;;;;;;;;;;;;;;;;;;
7346;Total coal and coal products;02 Forestry and logging;1992;;;;;;;;;;;;;;;;;;;;
7347;Total coal and coal products;02 Forestry and logging;1993;;;;;;;;;;;;;;;;;;;;
7348;Total coal and coal products;02 Forestry and logging;1994;;;;;;;;;;;;;;;;;;;;
7349;Total coal and coal products;02 Forestry and logging;1995;;;;;;;;;;;;;;;;;;;;
7350;Total coal and coal products;02 Forestry and logging;1996;;;;;;;;;;;;;;;;;;;;
7351;Total coal and coal products;02 Forestry and logging;1997;;;;;;;;;;;;;;;;;;;;
7352;Total coal and coal products;02 Forestry and logging;1998;;;;;;;;;;;;;;;;;;;;
7353;Total coal and coal products;02 Forestry and logging;1999;;;;;;;;;;;;;;;;;;;;
7354;Total coal and coal products;02 Forestry and logging;2000;;;;;;;;;;;;;;;;;;;;
7355;Total coal and coal products;02 Forestry and logging;2001;;;;;;;;;;;;;;;;;;;;
7356;Total coal and coal products;02 Forestry and logging;2002;;;;;;;;;;;;;;;;;;;;
7357;Total coal and coal products;02 Forestry and logging;2003;;;;;;;;;;;;;;;;;;;;
7358;Total coal and coal products;02 Forestry and logging;2004;;;;;;;;;;;;;;;;;;;;
7359;Total coal and coal products;02 Forestry and logging;2005;;;;;;;;;;;;;;;;;;;;
7360;Total coal and coal products;02 Forestry and logging;2006;;;;;;;;;;;;;;;;;;;;
7361;Total coal and coal products;02 Forestry and logging;2007;;;;;;;;;;;;;;;;;;;;
7362;Total coal and coal products;02 Forestry and logging;2008;;;;;;;;;;;;;;;;;;;;
7363;Total coal and coal products;02 Forestry and logging;2009;;;;;;;;;;;;;;;;;;;;
7364;Total coal and coal products;02 Forestry and logging;2010;;;;;;;;;;;;;;;;;;;;
7365;Total coal and coal products;02 Forestry and logging;2011;;;;;;;;;;;;;;;;;;;;
7366;Total coal and coal products;02 Forestry and logging;2012;;;;;;;;;;;;;;;;;;;;
7367;Total coal and coal products;02 Forestry and logging;2013;;;;;;;;;;;;;;;;;;;;
7368;Total coal and coal products;02 Forestry and logging;2014;;;;;;;;;;;;;;;;;;;;
7369;Total coal and coal products;02 Forestry and logging;2015;;;;;;;;;;;;;;;;;;;;
7370;Total coal and coal products;02 Forestry and logging;2016;;;;;;;;;;;;;;;;;;;;
7371;Total coal and coal products;02 Forestry and logging;2017;;;;;;;;;;;;;;;;;;;;
7372;Total coal and coal products;02 Forestry and logging;2018;;;;;;;;;;;;;;;;;;;;
7373;Total coal and coal products;02 Forestry and logging;2019;;;;;;;;;;;;;;;;;;;;
7374;Total coal and coal products;02 Forestry and logging;2020 ;;;;;;;;;;;;;;;;;;;;
7375;Total coal and coal products;02 Forestry and logging;2021;;;;;;;;;;;;;;;;;;;;
7376;Total coal and coal products;02 Forestry and logging;2022;;;;;;;;;;;;;;;;;;;;
7377;Total coal and coal products;02 Forestry and logging;2023;;;;;;;;;;;;;;;;;;;;
7378;Total coal and coal products;03 Fishing and aquaculture;1990;;;;;;;;;;;;;;;;;;;;
7379;Total coal and coal products;03 Fishing and aquaculture;1991;;;;;;;;;;;;;;;;;;;;
7380;Total coal and coal products;03 Fishing and aquaculture;1992;;;;;;;;;;;;;;;;;;;;
7381;Total coal and coal products;03 Fishing and aquaculture;1993;;;;;;;;;;;;;;;;;;;;
7382;Total coal and coal products;03 Fishing and aquaculture;1994;;;;;;;;;;;;;;;;;;;;
7383;Total coal and coal products;03 Fishing and aquaculture;1995;;;;;;;;;;;;;;;;;;;;
7384;Total coal and coal products;03 Fishing and aquaculture;1996;;;;;;;;;;;;;;;;;;;;
7385;Total coal and coal products;03 Fishing and aquaculture;1997;;;;;;;;;;;;;;;;;;;;
7386;Total coal and coal products;03 Fishing and aquaculture;1998;;;;;;;;;;;;;;;;;;;;
7387;Total coal and coal products;03 Fishing and aquaculture;1999;;;;;;;;;;;;;;;;;;;;
7388;Total coal and coal products;03 Fishing and aquaculture;2000;;;;;;;;;;;;;;;;;;;;
7389;Total coal and coal products;03 Fishing and aquaculture;2001;;;;;;;;;;;;;;;;;;;;
7390;Total coal and coal products;03 Fishing and aquaculture;2002;;;;;;;;;;;;;;;;;;;;
7391;Total coal and coal products;03 Fishing and aquaculture;2003;;;;;;;;;;;;;;;;;;;;
7392;Total coal and coal products;03 Fishing and aquaculture;2004;;;;;;;;;;;;;;;;;;;;
7393;Total coal and coal products;03 Fishing and aquaculture;2005;;;;;;;;;;;;;;;;;;;;
7394;Total coal and coal products;03 Fishing and aquaculture;2006;;;;;;;;;;;;;;;;;;;;
7395;Total coal and coal products;03 Fishing and aquaculture;2007;;;;;;;;;;;;;;;;;;;;
7396;Total coal and coal products;03 Fishing and aquaculture;2008;;;;;;;;;;;;;;;;;;;;
7397;Total coal and coal products;03 Fishing and aquaculture;2009;;;;;;;;;;;;;;;;;;;;
7398;Total coal and coal products;03 Fishing and aquaculture;2010;;;;;;;;;;;;;;;;;;;;
7399;Total coal and coal products;03 Fishing and aquaculture;2011;;;;;;;;;;;;;;;;;;;;
7400;Total coal and coal products;03 Fishing and aquaculture;2012;;;;;;;;;;;;;;;;;;;;
7401;Total coal and coal products;03 Fishing and aquaculture;2013;;;;;;;;;;;;;;;;;;;;
7402;Total coal and coal products;03 Fishing and aquaculture;2014;;;;;;;;;;;;;;;;;;;;
7403;Total coal and coal products;03 Fishing and aquaculture;2015;;;;;;;;;;;;;;;;;;;;
7404;Total coal and coal products;03 Fishing and aquaculture;2016;;;;;;;;;;;;;;;;;;;;
7405;Total coal and coal products;03 Fishing and aquaculture;2017;;;;;;;;;;;;;;;;;;;;
7406;Total coal and coal products;03 Fishing and aquaculture;2018;;;;;;;;;;;;;;;;;;;;
7407;Total coal and coal products;03 Fishing and aquaculture;2019;;;;;;;;;;;;;;;;;;;;
7408;Total coal and coal products;03 Fishing and aquaculture;2020 ;;;;;;;;;;;;;;;;;;;;
7409;Total coal and coal products;03 Fishing and aquaculture;2021;;;;;;;;;;;;;;;;;;;;
7410;Total coal and coal products;03 Fishing and aquaculture;2022;;;;;;;;;;;;;;;;;;;;
7411;Total coal and coal products;03 Fishing and aquaculture;2023;;;;;;;;;;;;;;;;;;;;
7412;Total coal and coal products;Other sectors non-specified;1990;;;;;;;;;;;;;;;;;;;;
7413;Total coal and coal products;Other sectors non-specified;1991;;;;;;;;;;;;;;;;;;;;
7414;Total coal and coal products;Other sectors non-specified;1992;;;;;;;;;;;;;;;;;;;;
7415;Total coal and coal products;Other sectors non-specified;1993;;;;;;;;;;;;;;;;;;;;
7416;Total coal and coal products;Other sectors non-specified;1994;;;;;;;;;;;;;;;;;;;;
7417;Total coal and coal products;Other sectors non-specified;1995;;;;;;;;;;;;;;;;;;;;
7418;Total coal and coal products;Other sectors non-specified;1996;;;;;;;;;;;;;;;;;;;;
7419;Total coal and coal products;Other sectors non-specified;1997;;;;;;;;;;;;;;;;;;;;
7420;Total coal and coal products;Other sectors non-specified;1998;;;;;;;;;;;;;;;;;;;;
7421;Total coal and coal products;Other sectors non-specified;1999;;;;;;;;;;;;;;;;;;;;
7422;Total coal and coal products;Other sectors non-specified;2000;;;;;;;;;;;;;;;;;;;;
7423;Total coal and coal products;Other sectors non-specified;2001;;;;;;;;;;;;;;;;;;;;
7424;Total coal and coal products;Other sectors non-specified;2002;;;;;;;;;;;;;;;;;;;;
7425;Total coal and coal products;Other sectors non-specified;2003;;;;;;;;;;;;;;;;;;;;
7426;Total coal and coal products;Other sectors non-specified;2004;;;;;;;;;;;;;;;;;;;;
7427;Total coal and coal products;Other sectors non-specified;2005;;;;;;;;;;;;;;;;;;;;
