ID;InstitutionalSectors;NotConsolidatedConsolidated;Periods;Total_1;Total_2;ImportsOfGoods_3;Total_4;ImportsOfServicesExcludingFISIM_5;ImportsOfFISIM_6;Total_7;Total_8;FinancialIntermediationServiceFISIM_9;OtherMarketOutput_10;Total_11;OwnAccountCapitalFormation_12;ProductsRetainedForOwnConsumption_13;Total_14;PaymentsForNonMarketOutput_15;OtherNonMarketOutput_16;Total_17;WagesAndSalaries_18;EmployersSocialContributions_19;Total_20;Total_21;ValueAddedTaxVAT_22;TaxesDutiesOnImportsExcludingVAT_23;OtherTaxesOnProducts_24;OtherTaxesOnProduction_25;Total_26;SubsidiesOnProducts_27;OtherSubsidiesOnProduction_28;Total_29;InterestDefinitionNationalAccounts_30;CorrectionFISIM_31;InterestBeforeCorrectionForFISIM_32;Total_33;Dividends_34;WithdrawalsFromIncomeOfQuasiCorp_35;ReinvestedEarningsOnForeignInvestm_36;Total_37;InvestmIncomeAttribToPolicyHolder_38;IncomePayableOnPensionEntitlements_39;InvIncomeAttributableToShareholders_40;Rent_41;Total_42;CurrentTaxesOnIncome_43;OtherCurrentTaxes_44;Total_45;Total_46;EmployersActualSocialContributions_47;EmployersImputedSocialContributions_48;HouseholdsActualSocialContributions_49;HouseholdsSocialContribSupplements_50;TheSocialInsurSchemeServiceCharges_51;Total_52;SocialSecurityBenefitsInCash_53;OtherSocialInsuranceBenefits_54;SocialAssistanceBenefitsInCash_55;Total_56;NetNonLifeInsurancePremiums_57;NonLifeInsuranceClaims_58;CurrentTransfersWithinGenGovernment_59;CurrentInternationalCoOperation_60;MiscellaneousCurrentTransfers_61;TheVATAndGNIBasedEUOwnResource_62;AdjustmChangeInPensionEntitlements_63;Total_64;CapitalTaxes_65;InvestmentGrants_66;OtherCapitalTransfers_67;Total_68;Total_69;ExportsOfGoods_70;Total_71;ExportsOfServicesExcludingFISIM_72;ExportsOfFISIM_73;IntermediateConsumption_74;Total_75;WagesAndSalaries_76;EmployersSocialContributions_77;Total_78;TaxesOnProducts_79;OtherTaxesOnProduction_80;Total_81;SubsidiesOnProducts_82;OtherSubsidiesOnProduction_83;Total_84;InterestDefinitionNationalAccounts_85;CorrectionFISIM_86;InterestBeforeCorrectionForFISIM_87;Total_88;Dividends_89;WithdrawalsFromIncomeOfQuasiCorps_90;ReinvestedEarningsOnForeignInvestm_91;Total_92;InvestmIncomeAttribToPolicyHolder_93;IncomePayableOnPensionEntitlements_94;InvIncomeAttributableToShareholders_95;Rent_96;Total_97;CurrentTaxesOnIncome_98;OtherCurrentTaxes_99;Total_100;Total_101;EmployersActualSocialContributions_102;EmployersImputedSocialContributions_103;HouseholdsActualSocialContributions_104;HouseholdsSocialContribSupplements_105;TheSocialInsurSchemeServiceCharges_106;Total_107;SocialSecurityBenefitsInCash_108;OtherSocialInsuranceBenefits_109;SocialAssistanceBenefitsInCash_110;Total_111;NetNonLifeInsurancePremiums_112;NonLifeInsuranceClaims_113;CurrentTransfersWithinGenGovernment_114;CurrentInternationalCoOperation_115;MiscellaneousCurrentTransfers_116;TheVATAndGNIBasedEUOwnResource_117;AdjustmChangeInPensionEntitlements_118;Total_119;Total_120;Total_121;TransfersInKindNonMarketProduction_122;TransfersInKindMarketProduction_123;OtherIndividualFinalConsumption_124;ActualCollectiveFinalConsumption_125;Total_126;CapitalTaxes_127;InvestmentGrants_128;OtherCapitalTransfers_129;Total_130;Total_131;ConsumptionOfFixedCapital_132;NetFixedCapitalFormation_133;Total_134;ChangesInInventories_135;AcquisitionsLessDisposalsOfValuables_136;AcqLessDisposalsOfNonProdAssets_137;GrossDomesticProduct_138;GrossValueAdded_139;NetDomesticProduct_140;NetValueAdded_141;GrossOperatingSurplus_142;NetOperatingSurplus_143;GrossNationalIncome_144;NetNationalIncome_145;GrossDisposableIncome_146;NetDisposableIncome_147;GrossSaving_148;NetSaving_149;NetTransactionsOfGoodAndServices_150;SurplusNationOnCurrentTransactions_151;NetSavingAndCapitalTransfers_152;NetLendingOrNetBorrowing_153;TotalFinancialTransactionsInAssets_154;TotalFinancialTransactionsLiabilities_155;NetFinancialTransactions_156;StatisticalDiscrepancy_157
10;Total domestic sectors;Not consolidated;2000 2nd quarter;453804.0;;;;;;211486.0;;;;;;;;;;62759.0;50649.0;12110.0;12939.0;11913.0;7344.0;1528.0;3041.0;1026.0;1673.0;376.0;1297.0;68979.0;33264.0;-114.0;33378.0;20931.0;;;6291.0;7675.0;;;;818.0;12122.0;10729.0;1393.0;50680.0;30321.0;;;;;;20359.0;;;;25417.0;3636.0;3896.0;14619.0;50.0;3216.0;;4220.0;3529.0;385.0;1456.0;1688.0;461699.0;;;;;;110325.0;62956.0;50874.0;12082.0;13368.0;12339.0;1029.0;1295.0;111.0;1184.0;68668.0;32177.0;-743.0;32920.0;17199.0;;;11478.0;6996.0;;;;818.0;12038.0;;;50854.0;30285.0;;;;;;20569.0;;;;27490.0;3437.0;4089.0;14619.0;569.0;3927.0;849.0;4226.0;81349.0;71476.0;15330.0;7781.0;7549.0;56146.0;9873.0;3813.0;386.0;1461.0;1966.0;25316.0;26286.0;17281.0;9005.0;-970.0;;;1.0;113124.0;101161.0;95843.0;83880.0;38473.0;21192.0;113187.0;95906.0;111024.0;93743.0;29669.0;12388.0;;;12104.0;4068.0;51141.0;48404.0;2737.0;-1331.0
11;Total domestic sectors;Not consolidated;2000 3rd quarter;428282.0;;;;;;207065.0;;;;;;;;;;53523.0;41544.0;11979.0;11939.0;10913.0;6557.0;1416.0;2940.0;1026.0;1646.0;359.0;1287.0;66880.0;34250.0;-71.0;34321.0;17485.0;;;7672.0;6499.0;;;;974.0;11364.0;10148.0;1216.0;44169.0;26714.0;;;;;;17455.0;;;;24035.0;3666.0;3946.0;13166.0;51.0;3206.0;;4230.0;3431.0;380.0;1454.0;1597.0;432845.0;;;;;;106907.0;53704.0;41757.0;11947.0;12185.0;11156.0;1029.0;1186.0;24.0;1162.0;65721.0;32969.0;-678.0;33647.0;11937.0;;;13857.0;5984.0;;;;974.0;11318.0;;;44343.0;26686.0;;;;;;17657.0;;;;26118.0;3472.0;4139.0;13166.0;570.0;3942.0;829.0;4240.0;79339.0;70779.0;14269.0;6834.0;7435.0;56510.0;8560.0;3779.0;382.0;1459.0;1938.0;24004.0;23585.0;17303.0;6282.0;419.0;;;1.0;110955.0;100158.0;93652.0;82855.0;46712.0;29409.0;112147.0;94844.0;109936.0;92633.0;30587.0;13284.0;;;12936.0;6234.0;148246.0;141810.0;6436.0;202.0
12;Total domestic sectors;Not consolidated;2000 4th quarter;452292.0;;;;;;222531.0;;;;;;;;;;56102.0;44111.0;11991.0;13903.0;12867.0;8614.0;1365.0;2888.0;1036.0;1835.0;375.0;1460.0;63373.0;34038.0;-18.0;34056.0;14621.0;;;7098.0;6678.0;;;;938.0;14365.0;12966.0;1399.0;46908.0;28697.0;;;;;;18211.0;;;;25533.0;3693.0;3973.0;14580.0;53.0;3234.0;;3829.0;3913.0;441.0;1454.0;2018.0;460474.0;;;;;;116595.0;56307.0;44343.0;11964.0;14253.0;13213.0;1040.0;1426.0;85.0;1341.0;65089.0;33649.0;-614.0;34263.0;12598.0;;;11913.0;5991.0;;;;938.0;14287.0;;;47080.0;28666.0;;;;;;18414.0;;;;27811.0;3498.0;4164.0;14580.0;570.0;3964.0;1035.0;3837.0;82104.0;71613.0;14977.0;7227.0;7750.0;56636.0;10491.0;4006.0;436.0;1460.0;2110.0;27678.0;27200.0;17336.0;9864.0;478.0;;;1.0;118774.0;105936.0;101438.0;88600.0;50049.0;32713.0;116912.0;99576.0;114540.0;97204.0;32428.0;15092.0;;;14999.0;4656.0;72616.0;67746.0;4870.0;214.0
13;Total domestic sectors;Not consolidated;2000;1739916.0;;;;;;845591.0;742434.0;14837.0;727597.0;30245.0;10843.0;19402.0;72912.0;7322.0;65590.0;225916.0;178137.0;47779.0;50230.0;46092.0;28387.0;5817.0;11888.0;4138.0;7107.0;1500.0;5607.0;249743.0;132646.0;-379.0;133025.0;62004.0;61390.0;614.0;24579.0;26938.0;5697.0;15631.0;5610.0;3576.0;48529.0;43247.0;5282.0;184122.0;111546.0;33070.0;14634.0;53532.0;15709.0;-5399.0;72576.0;32429.0;29838.0;10309.0;98650.0;14379.0;15630.0;55619.0;205.0;12817.0;;15903.0;14125.0;1487.0;5817.0;6821.0;1769082.0;;;;;;439759.0;226691.0;179031.0;47660.0;51827.0;47675.0;4152.0;5482.0;348.0;5134.0;251699.0;130271.0;-2863.0;133134.0;50546.0;50454.0;92.0;42828.0;24478.0;5829.0;15677.0;2972.0;3576.0;48140.0;42858.0;5282.0;184816.0;111422.0;33145.0;14634.0;53326.0;15663.0;-5346.0;73394.0;33050.0;29998.0;10346.0;107383.0;13600.0;16404.0;55619.0;2279.0;15729.0;3752.0;15936.0;320406.0;283791.0;59673.0;28975.0;30698.0;224118.0;36615.0;14920.0;1479.0;5839.0;7602.0;102019.0;101856.0;69130.0;32726.0;163.0;364.0;-201.0;4.0;452007.0;405832.0;382877.0;336702.0;180596.0;111466.0;449304.0;380174.0;440266.0;371136.0;119827.0;50697.0;;;49902.0;17009.0;380438.0;362946.0;17492.0;483.0
14;Total domestic sectors;Not consolidated;2001 1st quarter;430646.0;;;;;;221915.0;;;;;;;;;;56548.0;44738.0;11810.0;13337.0;12196.0;7427.0;1595.0;3174.0;1141.0;1941.0;271.0;1670.0;51229.0;31753.0;-3105.0;34858.0;12573.0;;;534.0;4972.0;;;;1397.0;10828.0;9700.0;1128.0;43414.0;25797.0;;;;;;17617.0;;;;25746.0;3717.0;3801.0;15022.0;54.0;3152.0;;2316.0;3372.0;224.0;1428.0;1720.0;439736.0;;;;;;116045.0;56729.0;44950.0;11779.0;13724.0;12583.0;1141.0;1633.0;72.0;1561.0;54342.0;31253.0;-3638.0;34891.0;11531.0;;;5354.0;4807.0;;;;1397.0;10581.0;;;43590.0;25771.0;;;;;;17819.0;;;;27954.0;3525.0;4041.0;15022.0;649.0;3711.0;1006.0;2323.0;82245.0;73757.0;16304.0;7664.0;8640.0;57453.0;8488.0;3295.0;220.0;1423.0;1652.0;27280.0;26177.0;18589.0;7588.0;1103.0;;;-5.0;118182.0;105870.0;99593.0;87281.0;49670.0;31081.0;114809.0;96220.0;112672.0;94083.0;30420.0;11831.0;;;11908.0;3222.0;123685.0;118172.0;5513.0;2291.0
15;Total domestic sectors;Not consolidated;2001 2nd quarter;470345.0;;;;;;227243.0;;;;;;;;;;66321.0;54276.0;12045.0;13988.0;12850.0;7909.0;1680.0;3261.0;1138.0;1690.0;260.0;1430.0;65506.0;31955.0;-3093.0;35048.0;25646.0;;;356.0;5735.0;;;;1814.0;12306.0;11091.0;1215.0;49944.0;28206.0;;;;;;21738.0;;;;27465.0;3827.0;3807.0;16590.0;55.0;3186.0;;2332.0;3550.0;211.0;1426.0;1913.0;480192.0;;;;;;118789.0;66507.0;54490.0;12017.0;14361.0;13223.0;1138.0;1375.0;53.0;1322.0;67609.0;31561.0;-3608.0;35169.0;22924.0;;;5746.0;5564.0;;;;1814.0;12170.0;;;50121.0;28176.0;;;;;;21945.0;;;;29428.0;3623.0;4050.0;16590.0;649.0;3696.0;820.0;2335.0;86687.0;76172.0;16857.0;8511.0;8346.0;59315.0;10515.0;3582.0;210.0;1423.0;1949.0;27234.0;27698.0;18665.0;9033.0;-464.0;;;-6.0;121417.0;108454.0;102752.0;89789.0;42239.0;23574.0;119070.0;100405.0;117066.0;98401.0;30376.0;11711.0;;;11679.0;3116.0;83460.0;83302.0;158.0;-2958.0
16;Total domestic sectors;Not consolidated;2001 3rd quarter;436581.0;;;;;;215729.0;;;;;;;;;;56535.0;44781.0;11754.0;13113.0;11962.0;7325.0;1526.0;3111.0;1151.0;1720.0;287.0;1433.0;60603.0;31789.0;-3131.0;34920.0;21113.0;;;723.0;5421.0;;;;1557.0;12769.0;11684.0;1085.0;43757.0;25156.0;;;;;;18601.0;;;;26100.0;3946.0;3904.0;14819.0;53.0;3378.0;;2704.0;3551.0;297.0;1429.0;1825.0;446334.0;;;;;;110422.0;56708.0;44983.0;11725.0;13579.0;12428.0;1151.0;1342.0;31.0;1311.0;62420.0;31364.0;-3643.0;35007.0;11807.0;;;12457.0;5235.0;;;;1557.0;12645.0;;;43931.0;25128.0;;;;;;18803.0;;;;28250.0;3737.0;4155.0;14819.0;648.0;3914.0;977.0;2712.0;84252.0;74921.0;15536.0;7397.0;8139.0;59385.0;9331.0;3617.0;297.0;1424.0;1896.0;26461.0;24553.0;18693.0;5860.0;1908.0;;;-5.0;117448.0;105307.0;98755.0;86614.0;48881.0;30188.0;115370.0;96677.0;113170.0;94477.0;28910.0;10217.0;;;10151.0;2388.0;84654.0;79512.0;5142.0;2754.0
17;Total domestic sectors;Not consolidated;2001 4th quarter;460960.0;;;;;;231681.0;;;;;;;;;;58935.0;47099.0;11836.0;15268.0;14112.0;9290.0;1622.0;3200.0;1156.0;1889.0;336.0;1553.0;58486.0;30972.0;-3271.0;34243.0;20382.0;;;520.0;5116.0;;;;1496.0;15304.0;14084.0;1220.0;44620.0;25386.0;;;;;;19234.0;;;;28191.0;4192.0;4095.0;16130.0;54.0;3720.0;;2267.0;4319.0;579.0;1431.0;2309.0;473011.0;;;;;;120904.0;59126.0;47317.0;11809.0;15549.0;14393.0;1156.0;1573.0;133.0;1440.0;62914.0;31618.0;-3791.0;35409.0;15736.0;;;9130.0;4934.0;;;;1496.0;15227.0;;;44794.0;25357.0;;;;;;19437.0;;;;30286.0;3968.0;4351.0;16130.0;648.0;4221.0;968.0;2274.0;87620.0;76428.0;16481.0;7919.0;8562.0;59947.0;11192.0;4250.0;575.0;1425.0;2250.0;28500.0;28278.0;18723.0;9555.0;222.0;;;-6.0;124834.0;110777.0;106111.0;92054.0;52048.0;33325.0;120250.0;101527.0;118058.0;99335.0;30431.0;11708.0;;;11777.0;2006.0;146101.0;143869.0;2232.0;226.0
18;Total domestic sectors;Not consolidated;2001;1798532.0;;;;;;896568.0;785814.0;18047.0;767767.0;31951.0;11552.0;20399.0;78803.0;7786.0;71017.0;238339.0;190894.0;47445.0;55706.0;51120.0;31951.0;6423.0;12746.0;4586.0;7240.0;1154.0;6086.0;235824.0;126469.0;-12600.0;139069.0;79714.0;78835.0;879.0;2133.0;21244.0;4789.0;12835.0;3620.0;6264.0;51207.0;46559.0;4648.0;181735.0;104545.0;35438.0;11943.0;50155.0;12892.0;-5883.0;77190.0;34484.0;32247.0;10459.0;107502.0;15682.0;15607.0;62561.0;216.0;13436.0;;9619.0;14792.0;1311.0;5714.0;7767.0;1839273.0;;;;;;466160.0;239070.0;191740.0;47330.0;57213.0;52627.0;4586.0;5923.0;289.0;5634.0;247285.0;125796.0;-14680.0;140476.0;61998.0;61024.0;974.0;32687.0;20540.0;4896.0;12864.0;2780.0;6264.0;50623.0;45975.0;4648.0;182436.0;104432.0;35502.0;11943.0;49946.0;12863.0;-5822.0;78004.0;35076.0;32436.0;10492.0;115918.0;14853.0;16597.0;62561.0;2594.0;15542.0;3771.0;9644.0;340804.0;301278.0;65178.0;31491.0;33687.0;236100.0;39526.0;14744.0;1302.0;5695.0;7747.0;109475.0;106706.0;74670.0;32036.0;2769.0;2020.0;749.0;-22.0;481881.0;430408.0;407211.0;355738.0;192838.0;118168.0;469499.0;394829.0;460966.0;386296.0;120137.0;45467.0;;;45515.0;10732.0;437900.0;424855.0;13045.0;2313.0
19;Total domestic sectors;Not consolidated;2002 1st quarter;444549.0;;;;;;225654.0;;;;;;;;;;59638.0;46628.0;13010.0;13987.0;12796.0;7820.0;1727.0;3249.0;1191.0;1989.0;311.0;1678.0;50041.0;31263.0;-3249.0;34512.0;9909.0;;;1877.0;5625.0;;;;1367.0;11465.0;10304.0;1161.0;46865.0;28104.0;;;;;;18761.0;;;;28219.0;3826.0;4216.0;17016.0;47.0;3114.0;;3501.0;3190.0;316.0;1555.0;1319.0;453585.0;;;;;;116031.0;59873.0;46885.0;12988.0;14448.0;13257.0;1191.0;1657.0;55.0;1602.0;52198.0;31180.0;-3738.0;34918.0;6375.0;;;7737.0;5539.0;;;;1367.0;11209.0;;;47055.0;28071.0;;;;;;18984.0;;;;30368.0;3689.0;4356.0;17016.0;661.0;3669.0;977.0;3513.0;87519.0;78111.0;17755.0;8183.0;9572.0;60356.0;9408.0;3106.0;312.0;1534.0;1260.0;26608.0;26882.0;19801.0;7081.0;-274.0;;;0.0;122569.0;109623.0;102768.0;89822.0;50237.0;30436.0;120048.0;100247.0;117965.0;98164.0;30434.0;10633.0;;;10717.0;3910.0;94376.0;89013.0;5363.0;1453.0
20;Total domestic sectors;Not consolidated;2002 2nd quarter;486611.0;;;;;;232363.0;;;;;;;;;;69999.0;56586.0;13413.0;14660.0;13468.0;8427.0;1769.0;3272.0;1192.0;1764.0;317.0;1447.0;63600.0;30616.0;-3544.0;34160.0;22708.0;;;1965.0;7097.0;;;;1214.0;14532.0;13284.0;1248.0;51846.0;28971.0;;;;;;22875.0;;;;30499.0;4135.0;4416.0;18766.0;46.0;3136.0;;3773.0;3575.0;491.0;1556.0;1528.0;499107.0;;;;;;119338.0;70235.0;56844.0;13391.0;14979.0;13787.0;1192.0;1425.0;54.0;1371.0;68211.0;30472.0;-4072.0;34544.0;20973.0;;;8649.0;6903.0;;;;1214.0;14398.0;;;52042.0;28936.0;;;;;;23106.0;;;;32681.0;3987.0;4565.0;18766.0;660.0;3689.0;1014.0;3779.0;91924.0;80955.0;18926.0;9313.0;9613.0;62029.0;10969.0;3566.0;489.0;1536.0;1541.0;26529.0;27735.0;19876.0;7859.0;-1206.0;;;0.0;126495.0;113025.0;106619.0;93149.0;43045.0;23169.0;121668.0;101792.0;119424.0;99548.0;27494.0;7618.0;;;7627.0;974.0;88264.0;84212.0;4052.0;3078.0
21;Total domestic sectors;Not consolidated;2002 3rd quarter;445844.0;;;;;;223775.0;;;;;;;;;;58784.0;46014.0;12770.0;13308.0;12121.0;7657.0;1478.0;2986.0;1187.0;1729.0;335.0;1394.0;53178.0;29443.0;-3822.0;33265.0;14086.0;;;1934.0;6382.0;;;;1333.0;11908.0;10790.0;1118.0;46787.0;27493.0;;;;;;19294.0;;;;28998.0;4286.0;4550.0;16847.0;47.0;3268.0;;3966.0;3411.0;432.0;1555.0;1424.0;454157.0;;;;;;113054.0;59015.0;46262.0;12753.0;13547.0;12360.0;1187.0;1325.0;15.0;1310.0;55742.0;29813.0;-4404.0;34217.0;10907.0;;;7484.0;6205.0;;;;1333.0;11749.0;;;46973.0;27456.0;;;;;;19517.0;;;;30805.0;4133.0;4706.0;16847.0;661.0;3823.0;635.0;3979.0;89527.0;79536.0;17245.0;8068.0;9177.0;62291.0;9991.0;3416.0;430.0;1535.0;1451.0;25025.0;24441.0;19907.0;4534.0;584.0;;;0.0;122746.0;110721.0;102839.0;90814.0;51913.0;32006.0;120116.0;100209.0;118282.0;98375.0;28742.0;8835.0;;;8830.0;3712.0;72517.0;72350.0;167.0;-3545.0
22;Total domestic sectors;Not consolidated;2002 4th quarter;467289.0;;;;;;236668.0;;;;;;;;;;61691.0;48998.0;12693.0;15531.0;14312.0;9669.0;1566.0;3077.0;1219.0;1956.0;356.0;1600.0;51522.0;28853.0;-4104.0;32957.0;13090.0;;;1989.0;6048.0;;;;1542.0;15325.0;14073.0;1252.0;47180.0;27468.0;;;;;;19712.0;;;;29999.0;4612.0;4629.0;17339.0;47.0;3372.0;;3554.0;3863.0;459.0;1558.0;1846.0;478279.0;;;;;;121643.0;61938.0;49263.0;12675.0;15877.0;14658.0;1219.0;1584.0;63.0;1521.0;55486.0;29410.0;-4755.0;34165.0;11280.0;;;7365.0;5889.0;;;;1542.0;15254.0;;;47370.0;27435.0;;;;;;19935.0;;;;32043.0;4455.0;4781.0;17339.0;660.0;3925.0;883.0;3565.0;92610.0;80631.0;18353.0;8719.0;9634.0;62278.0;11979.0;3789.0;455.0;1537.0;1797.0;27120.0;26599.0;19950.0;6649.0;521.0;;;0.0;129327.0;115025.0;109377.0;95075.0;53468.0;33518.0;125142.0;105192.0;122979.0;103029.0;30358.0;10408.0;;;10482.0;3312.0;143260.0;140869.0;2391.0;-921.0
23;Total domestic sectors;Not consolidated;2002;1844293.0;;;;;;918460.0;800562.0;19619.0;780943.0;33262.0;11659.0;21603.0;84636.0;8006.0;76630.0;250112.0;198226.0;51886.0;57486.0;52697.0;33573.0;6540.0;12584.0;4789.0;7438.0;1319.0;6119.0;218341.0;120175.0;-14719.0;134894.0;59793.0;58941.0;852.0;7765.0;25152.0;6452.0;15727.0;2973.0;5456.0;53230.0;48451.0;4779.0;192678.0;112036.0;42365.0;9504.0;50597.0;15785.0;-6215.0;80642.0;36211.0;33983.0;10448.0;117715.0;16859.0;17811.0;69968.0;187.0;12890.0;;14794.0;14039.0;1698.0;6224.0;6117.0;1885128.0;;;;;;470066.0;251061.0;199254.0;51807.0;58851.0;54062.0;4789.0;5991.0;187.0;5804.0;231637.0;120875.0;-16969.0;137844.0;49535.0;48752.0;783.0;31235.0;24536.0;6567.0;15760.0;2209.0;5456.0;52610.0;47831.0;4779.0;193440.0;111898.0;42382.0;9504.0;50410.0;15752.0;-6150.0;81542.0;36867.0;34195.0;10480.0;125897.0;16264.0;18408.0;69968.0;2642.0;15106.0;3509.0;14836.0;361580.0;319233.0;72279.0;34283.0;37996.0;246954.0;42347.0;13877.0;1686.0;6142.0;6049.0;105282.0;105657.0;79534.0;26123.0;-375.0;-637.0;262.0;0.0;501137.0;448394.0;421603.0;368860.0;198663.0;119129.0;486974.0;407440.0;478650.0;399116.0;117028.0;37494.0;;;37656.0;11908.0;398417.0;386444.0;11973.0;65.0
24;Total domestic sectors;Not consolidated;2003 1st quarter;452378.0;;;;;;231480.0;;;;;;;;;;60657.0;47319.0;13338.0;14231.0;13068.0;8214.0;1581.0;3273.0;1163.0;1935.0;303.0;1632.0;44658.0;28595.0;-3738.0;32333.0;8930.0;;;289.0;5567.0;;;;1277.0;11319.0;10092.0;1227.0;49507.0;29842.0;;;;;;19665.0;;;;31207.0;4286.0;4628.0;18910.0;55.0;3328.0;;3954.0;3430.0;311.0;1738.0;1381.0;462191.0;;;;;;118298.0;61003.0;47670.0;13333.0;14719.0;13556.0;1163.0;1571.0;52.0;1519.0;48022.0;29446.0;-4326.0;33772.0;6489.0;;;5435.0;5375.0;;;;1277.0;11070.0;;;49693.0;29766.0;;;;;;19927.0;;;;33362.0;4140.0;4783.0;18910.0;585.0;3877.0;1067.0;3967.0;90988.0;81131.0;18883.0;8722.0;10161.0;62248.0;9857.0;3312.0;307.0;1698.0;1307.0;26190.0;26063.0;20596.0;5467.0;127.0;;;-4.0;126435.0;113182.0;105839.0;92586.0;52648.0;32052.0;122601.0;102005.0;120509.0;99913.0;29508.0;8912.0;;;9030.0;3440.0;133461.0;126856.0;6605.0;3165.0
25;Total domestic sectors;Not consolidated;2003 2nd quarter;496817.0;;;;;;234116.0;;;;;;;;;;72285.0;58134.0;14151.0;14281.0;13079.0;8394.0;1498.0;3187.0;1202.0;1759.0;312.0;1447.0;62239.0;28632.0;-3893.0;32525.0;21688.0;;;2985.0;7268.0;;;;1666.0;13285.0;11969.0;1316.0;56780.0;32620.0;;;;;;24160.0;;;;33793.0;4488.0;4658.0;21332.0;55.0;3260.0;;4599.0;3680.0;382.0;1740.0;1558.0;506466.0;;;;;;118194.0;72631.0;58486.0;14145.0;14702.0;13500.0;1202.0;1369.0;35.0;1334.0;64095.0;28491.0;-4510.0;33001.0;22000.0;;;4916.0;7022.0;;;;1666.0;13148.0;;;56972.0;32541.0;;;;;;24431.0;;;;35941.0;4337.0;4813.0;21332.0;585.0;3807.0;1067.0;4607.0;95020.0;83486.0;20044.0;9912.0;10132.0;63442.0;11534.0;3662.0;380.0;1698.0;1584.0;26129.0;27247.0;20674.0;6573.0;-1118.0;;;-4.0;129110.0;115922.0;108436.0;95248.0;43536.0;22862.0;126877.0;106203.0;124674.0;104000.0;29646.0;8972.0;;;8990.0;3539.0;110899.0;106560.0;4339.0;800.0
26;Total domestic sectors;Not consolidated;2003 3rd quarter;453542.0;;;;;;225722.0;;;;;;;;;;60074.0;46653.0;13421.0;14309.0;13133.0;8200.0;1625.0;3308.0;1176.0;1723.0;310.0;1413.0;52401.0;28422.0;-3972.0;32394.0;13372.0;;;3004.0;6257.0;;;;1346.0;10973.0;9792.0;1181.0;49360.0;28656.0;;;;;;20704.0;;;;30843.0;4533.0;4697.0;18208.0;54.0;3351.0;;4570.0;3567.0;366.0;1740.0;1461.0;461079.0;;;;;;113988.0;60410.0;46992.0;13418.0;14610.0;13434.0;1176.0;1291.0;5.0;1286.0;52323.0;28579.0;-4607.0;33186.0;10926.0;;;5404.0;6068.0;;;;1346.0;10870.0;;;49545.0;28577.0;;;;;;20968.0;;;;32997.0;4382.0;4856.0;18208.0;584.0;3901.0;1066.0;4583.0;92310.0;81846.0;18410.0;8585.0;9825.0;63436.0;10464.0;3579.0;364.0;1699.0;1516.0;24577.0;24375.0;20718.0;3657.0;202.0;;;-4.0;124858.0;111734.0;104140.0;91016.0;51561.0;30843.0;124731.0;104013.0;122495.0;101777.0;30172.0;9454.0;;;9442.0;5587.0;104811.0;97540.0;7271.0;1684.0
27;Total domestic sectors;Not consolidated;2003 4th quarter;478682.0;;;;;;240585.0;;;;;;;;;;63457.0;49933.0;13524.0;16112.0;14830.0;9974.0;1589.0;3267.0;1282.0;2030.0;399.0;1631.0;51511.0;27698.0;-4008.0;31706.0;13102.0;;;2826.0;6065.0;;;;1820.0;15242.0;13922.0;1320.0;49386.0;28878.0;;;;;;20508.0;;;;32138.0;4613.0;4769.0;19252.0;55.0;3449.0;;4181.0;4040.0;405.0;1736.0;1899.0;486623.0;;;;;;122807.0;63811.0;50294.0;13517.0;16310.0;15028.0;1282.0;1588.0;75.0;1513.0;52030.0;28204.0;-4642.0;32846.0;12231.0;;;3918.0;5857.0;;;;1820.0;15214.0;;;49576.0;28803.0;;;;;;20773.0;;;;33665.0;4464.0;4932.0;19252.0;584.0;3997.0;436.0;4192.0;95334.0;82683.0;19468.0;9164.0;10304.0;63215.0;12651.0;3931.0;401.0;1695.0;1835.0;28169.0;27951.0;20772.0;7179.0;218.0;;;-4.0;132407.0;117778.0;111635.0;97006.0;54316.0;33544.0;131778.0;111006.0;130089.0;109317.0;34744.0;13972.0;;;14081.0;6688.0;88787.0;84508.0;4279.0;-2409.0
