ID;Geslacht;Leeftijd;Nationaliteit;Perioden;TotaalAsielverzoeken_1;EersteAsielverzoeken_2
267;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2013 3e kwartaal;335;110
268;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2013 oktober;130;50
269;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2013 november;95;20
270;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2013 december;75;30
271;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2013 4e kwartaal;300;100
272;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2013;1365;455
273;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 januari;75;50
274;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 februari;90;40
275;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 maart;65;25
276;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 1e kwartaal;225;115
277;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 april;80;50
278;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 mei;55;25
279;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 juni;85;40
280;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 2e kwartaal;215;115
281;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 juli;55;25
282;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 augustus;80;50
283;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 september;80;55
284;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 3e kwartaal;215;125
285;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 oktober;75;35
286;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 november;80;30
287;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 december;65;35
288;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014 4e kwartaal;220;95
289;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2014;880;450
290;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 januari;70;35
291;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 februari;70;35
292;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 maart;65;30
293;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 1e kwartaal;205;95
294;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 april;75;45
295;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 mei;75;40
296;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 juni;70;50
297;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 2e kwartaal;220;135
298;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 juli;95;65
299;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 augustus;150;140
300;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 september;180;160
301;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 3e kwartaal;425;365
302;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 oktober;470;445
303;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 november;900;885
304;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 december;640;625
305;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015 4e kwartaal;2010;1950
306;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2015;2860;2550
307;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;300;2016 januari;400;385
308;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 januari;0;0
309;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 februari;0;0
310;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 maart;0;0
311;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 1e kwartaal;0;0
312;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 april;0;0
313;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 mei;0;0
314;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 juni;0;0
315;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 2e kwartaal;0;0
316;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 juli;0;0
317;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 augustus;0;0
318;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 september;0;0
319;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 3e kwartaal;0;0
320;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 oktober;0;0
321;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 november;0;0
322;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 december;0;0
323;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007 4e kwartaal;5;5
324;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2007;10;10
325;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 januari;0;0
326;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 februari;0;0
327;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 maart;0;0
328;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 1e kwartaal;5;5
329;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 april;0;0
330;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 mei;0;0
331;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 juni;0;0
332;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 2e kwartaal;5;5
333;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 juli;0;0
334;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 augustus;0;0
335;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 september;0;0
336;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 3e kwartaal;0;0
337;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 oktober;0;0
338;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 november;0;0
339;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 december;0;0
340;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008 4e kwartaal;0;0
341;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2008;10;10
342;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 januari;0;0
343;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 februari;0;0
344;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 maart;0;0
345;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 1e kwartaal;5;5
346;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 april;0;0
347;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 mei;0;0
348;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 juni;0;0
349;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 2e kwartaal;5;5
350;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 juli;5;5
351;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 augustus;5;5
352;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 september;0;0
353;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 3e kwartaal;5;5
354;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 oktober;0;0
355;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 november;0;0
356;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 december;0;0
357;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009 4e kwartaal;0;0
358;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2009;15;15
359;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 januari;10;10
360;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 februari;0;0
361;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 maart;0;0
362;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 1e kwartaal;10;10
363;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 april;0;0
364;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 mei;0;0
365;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 juni;5;5
366;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 2e kwartaal;5;5
367;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 juli;0;0
368;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 augustus;0;0
369;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 september;5;5
370;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 3e kwartaal;5;5
371;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 oktober;0;0
372;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 november;0;0
373;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 december;0;0
374;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010 4e kwartaal;0;0
375;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2010;15;15
376;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 januari;0;0
377;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 februari;0;0
378;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 maart;5;5
379;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 1e kwartaal;5;5
380;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 april;5;0
381;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 mei;0;0
382;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 juni;5;5
383;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 2e kwartaal;10;5
384;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 juli;5;5
385;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 augustus;0;0
386;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 september;0;0
387;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 3e kwartaal;10;10
388;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 oktober;0;0
389;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 november;0;0
390;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 december;0;0
391;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011 4e kwartaal;5;5
392;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2011;30;20
393;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 januari;0;0
394;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 februari;5;5
395;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 maart;0;0
396;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 1e kwartaal;5;5
397;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 april;0;0
398;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 mei;5;5
399;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 juni;0;0
400;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 2e kwartaal;0;0
401;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 juli;5;5
402;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 augustus;0;0
403;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 september;0;0
404;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 3e kwartaal;10;5
405;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 oktober;0;0
406;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 november;0;0
407;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 december;0;0
408;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012 4e kwartaal;0;0
409;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2012;20;15
410;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 januari;0;0
411;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 februari;5;5
412;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 maart;0;0
413;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 1e kwartaal;5;5
414;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 april;0;0
415;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 mei;5;5
416;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 juni;5;5
417;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 2e kwartaal ;10;10
418;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 juli;0;0
419;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 augustus;5;0
420;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 september;0;0
421;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 3e kwartaal;5;0
422;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 oktober;10;10
423;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 november;5;5
424;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 december;0;0
425;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013 4e kwartaal;15;15
426;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2013;35;30
427;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 januari;5;5
428;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 februari;10;10
429;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 maart;10;10
430;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 1e kwartaal;25;25
431;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 april;0;0
432;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 mei;5;5
433;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 juni;5;0
434;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 2e kwartaal;10;10
435;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 juli;10;10
436;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 augustus;5;5
437;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 september;10;10
438;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 3e kwartaal;25;25
439;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 oktober;10;10
440;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 november;5;5
441;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 december;15;15
442;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014 4e kwartaal;30;30
443;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2014;90;85
444;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 januari;10;10
445;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 februari;15;15
446;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 maart;10;10
447;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 1e kwartaal;35;35
448;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 april;15;15
449;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 mei;25;25
450;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 juni;40;40
451;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 2e kwartaal;80;80
452;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 juli;70;70
453;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 augustus;75;75
454;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 september;175;170
455;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 3e kwartaal;320;320
456;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 oktober;285;285
457;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 november;145;140
458;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 december;150;150
459;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015 4e kwartaal;580;575
460;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2015;1015;1005
461;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;50;2016 januari;235;230
462;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 januari;30;20
463;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 februari;20;15
464;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 maart;5;5
465;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 1e kwartaal;55;40
466;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 april;5;5
467;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 mei;10;10
468;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 juni;10;10
469;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 2e kwartaal;25;25
470;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 juli;10;5
471;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 augustus;5;5
472;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 september;10;5
473;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 3e kwartaal;30;20
474;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 oktober;15;10
475;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 november;15;10
476;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 december;15;15
477;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007 4e kwartaal;45;35
478;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2007;155;115
479;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 januari;15;5
480;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 februari;20;15
481;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 maart;10;5
482;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 1e kwartaal;40;25
483;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 april;5;5
484;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 mei;10;10
485;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 juni;15;15
486;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 2e kwartaal;35;30
487;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 juli;30;30
488;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 augustus;30;25
489;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 september;35;30
490;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 3e kwartaal;95;85
491;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 oktober;30;25
492;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 november;20;20
493;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 december;20;20
494;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008 4e kwartaal;70;65
495;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2008;240;210
496;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2009 januari;25;25
497;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2009 februari;30;25
498;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2009 maart;15;15
499;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2009 1e kwartaal;70;65
500;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2009 april;10;10
501;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2009 mei;35;35
502;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2009 juni;30;30
503;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2009 2e kwartaal;75;75
504;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2009 juli;20;20
505;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2009 augustus;35;30
506;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;40;2009 september;45;40
