ID;BedrijfstakkenBranchesSBI2008;Perioden;GeconsolideerdeProductie_1;BijdrageArbeid_2;BijdrageUren_3;BijdrageCompositieEffect_4;BijdrageKapitaal_5;BijdrageICTKapitaal_6;BijdrageNietICTKapitaal_7;BijdrageVerbruik_8;BijdrageEnergie_9;BijdrageMaterialen_10;BijdrageDiensten_11;BijdrageMultifactorproductiviteit_12;ToegevoegdeWaarde_13;BijdrageArbeid_14;BijdrageUren_15;BijdrageCompositieEffect_16;BijdrageKapitaal_17;BijdrageICTKapitaal_18;BijdrageNietICTKapitaal_19;BijdrageMultifactorproductiviteit_20;Arbeidsproductiviteitsontwikkeling_21;Arbeidsproductiviteit2021100_22;Arbeidsproductiviteitsontwikkeling_23;Arbeidsproductiviteit2021100_24;Kapitaalproductiviteitsontwikkeling_25;Kapitaalproductiviteit2021100_26;Kapitaalproductiviteitsontwikkeling_27;Kapitaalproductiviteit2021100_28;GeconsolideerdeProductieMlnEuro_29;GeconsolideerdeProductie2021100_30;Totaal_31;VerbruikEnergie_32;VerbruikMaterialen_33;VerbruikDiensten_34;Totaal_35;VerbruikEnergie_36;VerbruikMaterialen_37;VerbruikDiensten_38;ToegevoegdeWaardeMlnEuro_39;ToegevoegdeWaarde2021100_40;GewerkteUren_41;BeloningVanArbeidMlnEuro_42;BeloningVanArbeid2021100_43;KapitaaldienstenMlnEuro_44;KapitaaldienstenGewerktUurEuro_45;ICTKapitaaldienstenMlnEuro_46;NietICTKapitaaldienstenMlnEuro_47;KapitaaldienstenNeoklassiekMlnEuro_48;Kapitaaldiensten2021100_49;KapitaaldienstenGewerktUur2021100_50;ICTKapitaaldiensten2021100_51;NietICTKapitaaldiensten2021100_52;KapitaaldienstenNeoklassiek2021100_53;TotaleInputKLEMS_54;TotaleInputKapitaalEnArbeid_55;TotaleInputKLEMS_56;TotaleInputKapitaalEnArbeid_57
69;B Delfstoffenwinning;2006;;;;;;;;;;;;;-2.0;-0.2;-0.2;0.0;-2.5;0.0;-2.5;0.7;;;1.6;378.5;;;0.7;200.9;;;;;;;;;;;16440.0;406.1;15.0;766.0;99.7;16129.0;1092.7;112.0;16016.0;;202.2;188.4;198.9;202.0;;;16895.0;;190.9
70;B Delfstoffenwinning;2007;;;;;;;;;;;;;-3.1;0.0;0.0;0.0;0.0;0.0;0.0;-3.1;;;-2.5;369.0;;;-3.1;194.7;;;;;;;;;;;15860.0;393.6;15.0;803.0;100.2;15504.0;1056.4;119.0;15385.0;;202.2;189.5;206.6;202.0;;;16307.0;;190.9
71;B Delfstoffenwinning;2008;;;;;;;;;;;;;10.2;0.1;0.0;0.1;9.8;0.0;9.7;0.3;;;9.5;404.0;;;-0.1;194.5;;;;;;;;;;;22151.0;433.8;15.0;854.0;102.6;20905.0;1415.5;129.0;20776.0;;223.0;207.7;219.0;222.8;;;21758.0;;209.8
72;B Delfstoffenwinning;2009;;;;;;;;;;;;;-8.5;0.1;0.1;0.0;-5.7;0.0;-5.7;-2.9;;;-9.9;364.2;;;-2.7;189.2;;;;;;;;;;;16152.0;396.9;15.0;859.0;104.9;16120.0;1075.3;135.0;15986.0;;209.8;192.5;230.2;209.4;;;16980.0;;198.0
73;B Delfstoffenwinning;2010;;;;;;;;;;;;;15.3;0.0;0.0;0.1;10.1;0.0;10.1;5.1;;;16.2;423.3;;;4.2;197.1;;;;;;;;;;;17652.0;457.5;15.0;905.0;105.6;16824.0;1131.6;133.0;16691.0;;232.1;214.8;223.2;232.0;;;17728.0;;218.1
74;B Delfstoffenwinning;2011;;;;;;;;;;;;;-8.0;0.3;0.3;-0.1;-7.0;-0.1;-7.0;-1.2;;;-13.7;365.3;;;-0.6;196.0;;;;;;;;;;;19097.0;421.0;16.0;1009.0;111.4;18075.0;1139.9;124.0;17951.0;;214.9;186.4;203.7;214.8;;;19083.0;;203.4
75;B Delfstoffenwinning;2012;;;;;;;;;;;;;-1.6;0.1;0.1;0.0;1.4;0.0;1.5;-3.2;;;-4.0;350.7;;;-3.1;189.9;;;;;;;;;;;21691.0;414.1;16.0;1075.0;114.1;20754.0;1277.5;107.0;20647.0;;218.1;184.7;189.6;218.1;;;21829.0;;206.5
76;B Delfstoffenwinning;2013;;;;;;;;;;;;;7.7;0.8;0.8;0.0;6.9;0.0;7.0;0.0;;;-6.6;327.5;;;0.4;190.6;;;;;;;;;;;22612.0;446.1;19.0;1163.0;131.7;21153.0;1128.9;101.0;21053.0;;234.0;171.8;181.3;234.2;;;22317.0;;222.4
77;B Delfstoffenwinning;2014;;;;;;;;;;;;;-14.4;0.4;0.4;0.0;-13.6;0.0;-13.6;-1.3;;;-20.5;260.5;;;-0.1;190.4;;;;;;;;;;;17022.0;381.8;20.0;1299.0;142.1;16287.0;807.7;95.0;16192.0;;200.5;136.8;173.9;200.5;;;17586.0;;193.2
78;B Delfstoffenwinning;2015;;;;;;;;;;;;;-15.7;0.1;0.0;0.2;-16.5;0.0;-16.5;0.7;;;-15.6;219.8;;;2.6;195.4;;;;;;;;;;;12746.0;321.8;20.0;1335.0;144.9;11371.0;564.6;93.0;11279.0;;164.7;112.5;169.6;164.5;;;12706.0;;161.5
79;B Delfstoffenwinning;2016;;;;;;;;;;;;;-8.2;-0.6;-0.7;0.1;-3.0;0.0;-2.9;-4.7;;;-1.8;215.8;;;-5.1;185.4;;;;;;;;;;;8128.0;295.3;19.0;1262.0;137.2;6619.0;351.5;93.0;6526.0;;159.2;116.4;167.8;159.1;;;7881.0;;155.8
80;B Delfstoffenwinning;2017;;;;;;;;;;;;;-15.3;-2.3;-2.2;-0.1;-6.2;-0.1;-6.1;-6.8;;;-1.5;212.6;;;-8.6;169.6;;;;;;;;;;;7710.0;250.2;16.0;985.0;117.6;6433.0;397.3;86.0;6347.0;;147.6;125.4;159.5;147.4;;;7418.0;;142.7
81;B Delfstoffenwinning;2018;;;;;;;;;;;;;-15.0;-0.8;-0.8;0.0;-8.5;-0.1;-8.4;-5.7;;;-9.3;192.7;;;-5.8;159.7;;;;;;;;;;;7519.0;212.6;15.0;987.0;110.5;6835.0;450.4;78.0;6757.0;;133.1;120.7;144.3;132.9;;;7822.0;;129.4
82;B Delfstoffenwinning;2019;;;;;;;;;;;;;-13.2;-0.2;-0.2;0.0;-9.0;-0.1;-8.9;-4.1;;;-12.0;169.6;;;-3.2;154.6;;;;;;;;;;;5927.0;184.4;15.0;946.0;109.2;5438.0;363.5;73.0;5366.0;;119.3;109.8;128.9;119.2;;;6384.0;;117.5
83;B Delfstoffenwinning;2020;;;;;;;;;;;;;-26.1;-1.0;-0.9;-0.1;-10.1;-0.1;-10.0;-15.1;;;-21.4;133.4;;;-16.2;129.5;;;;;;;;;;;3165.0;136.3;14.0;1013.0;102.1;3614.0;257.1;69.0;3545.0;;105.2;103.0;114.2;105.1;;;4628.0;;104.5
84;B Delfstoffenwinning;2021;;;;;;;;;;;;;-26.6;-0.5;-0.5;0.0;-3.9;-0.2;-3.7;-22.3;;100.0;-25.0;100.0;;100.0;-22.8;100.0;9148.0;100.0;2710.0;;;;100.0;100.0;100.0;100.0;6438.0;100.0;14.0;912.0;100.0;6486.0;471.5;65.0;6421.0;;100.0;100.0;100.0;100.0;;10108.0;7398.0;100.0;100.0
85;B Delfstoffenwinning;2022;-4.5;0.2;0.2;0.0;-7.6;-0.1;-7.5;4.9;-1.2;1.0;5.2;-2.1;-15.4;0.3;0.2;0.0;-11.2;-0.1;-11.1;-4.5;-6.3;93.7;-17.0;83.0;9.5;109.5;-3.0;97.0;21580.0;95.5;4626.0;1329.0;579.0;2718.0;115.3;87.9;128.8;127.7;16954.0;84.6;14.0;979.0;102.2;17021.0;1214.2;59.0;16962.0;;87.3;85.6;87.1;87.3;;22625.0;18000.0;97.6;89.1
86;B Delfstoffenwinning;2023;-27.7;0.1;0.1;0.0;-22.0;0.0;-22.0;-3.8;-1.3;-0.3;-2.2;-2.0;-30.2;0.2;0.2;0.0;-27.7;0.0;-27.6;-2.7;-29.6;65.9;-32.1;56.4;2.2;111.9;-1.3;95.7;14983.0;69.1;3905.0;1049.0;517.0;2339.0;94.0;68.8;114.1;104.3;11078.0;59.1;14.0;1063.0;105.0;12161.0;844.1;53.0;12108.0;;61.7;58.9;75.8;61.7;;17129.0;13223.0;72.5;64.6
87;C Industrie;1995;;;;;;;;;;;;;;;;;;;;;;;;47.4;;;;60.4;;;;;;;;;;;48252.0;55.5;1404.0;27501.0;97.4;19715.0;14.0;1394.0;18321.0;;91.9;78.5;31.6;102.5;;;47217.0;;95.2
88;C Industrie;1996;;;;;;;;;;;;;1.9;0.1;-0.1;0.2;-1.7;0.3;-2.0;3.5;;;2.0;48.3;;;6.2;64.1;;;;;;;;;;;48263.0;56.5;1402.0;27687.0;97.6;17492.0;12.5;1353.0;16139.0;;88.2;75.4;35.3;97.1;;;45179.0;;93.7
89;C Industrie;1997;;;;;;;;;;;;;2.5;0.2;0.4;-0.2;0.4;0.1;0.3;1.9;;;1.9;49.2;;;1.6;65.1;;;;;;;;;;;50050.0;58.0;1411.0;28253.0;98.0;17552.0;12.4;1378.0;16174.0;;89.0;75.6;36.1;97.9;;;45805.0;;94.2
90;C Industrie;1998;;;;;;;;;;;;;4.8;1.6;0.6;1.0;0.7;0.2;0.5;2.5;;;3.8;51.1;;;2.9;67.0;;;;;;;;;;;53279.0;60.7;1424.0;29293.0;100.5;17939.0;12.6;1409.0;16530.0;;90.6;76.3;38.7;99.2;;;47232.0;;96.4
91;C Industrie;1999;;;;;;;;;;;;;4.5;-0.4;-0.2;-0.2;0.9;0.4;0.5;3.9;;;4.8;53.6;;;2.0;68.4;;;;;;;;;;;54504.0;63.5;1420.0;30517.0;99.9;17166.0;12.1;1405.0;15760.0;;92.8;78.4;43.9;100.7;;;47682.0;;96.9
92;C Industrie;2000;;;;;;;;;;;;;5.7;-0.7;-0.8;0.2;0.7;0.3;0.4;5.6;;;7.1;57.4;;;3.6;70.8;;;;;;;;;;;57479.0;67.1;1401.0;32439.0;98.8;16932.0;12.1;1507.0;15425.0;;94.7;81.0;48.9;101.9;;;49371.0;;96.9
93;C Industrie;2001;;;;;;;;;;;;;2.6;1.3;-0.3;1.6;0.5;0.3;0.2;0.8;;;3.0;59.1;;;1.1;71.6;;;;;;;;;;;60442.0;68.8;1395.0;33227.0;100.8;17428.0;12.5;1649.0;15779.0;;96.1;82.6;53.9;102.5;;;50656.0;;98.7
94;C Industrie;2002;;;;;;;;;;;;;-0.6;-1.3;-2.1;0.8;0.4;0.3;0.1;0.3;;;2.7;60.7;;;-1.8;70.3;;;;;;;;;;;59889.0;68.4;1350.0;33887.0;98.9;19444.0;14.4;1741.0;17703.0;;97.2;86.3;58.5;102.9;;;53332.0;;97.8
95;C Industrie;2003;;;;;;;;;;;;;-1.6;-1.8;-2.4;0.6;0.1;0.2;-0.1;0.1;;;2.2;62.1;;;-1.8;69.1;;;;;;;;;;;58978.0;67.3;1300.0;33739.0;96.1;19914.0;15.3;1713.0;18200.0;;97.5;89.9;61.7;102.7;;;53653.0;;96.2
96;C Industrie;2004;;;;;;;;;;;;;4.0;-1.1;-1.8;0.7;0.0;0.1;-0.2;5.1;;;7.1;66.5;;;4.1;71.9;;;;;;;;;;;61334.0;70.0;1262.0;33596.0;94.4;19843.0;15.7;1749.0;18093.0;;97.4;92.5;64.4;102.2;;;53439.0;;95.1
97;C Industrie;2005;;;;;;;;;;;;;3.5;-1.0;-1.7;0.7;-0.1;0.1;-0.2;4.6;;;6.3;70.7;;;3.7;74.5;;;;;;;;;;;64117.0;72.5;1229.0;33427.0;92.9;19077.0;15.5;1781.0;17295.0;;97.2;94.8;67.1;101.5;;;52503.0;;94.0
98;C Industrie;2006;;;;;;;;;;;;;2.7;-0.3;-0.8;0.4;0.0;0.2;-0.1;3.0;;;3.9;73.5;;;2.6;76.5;;;;;;;;;;;66057.0;74.4;1214.0;33946.0;92.4;20327.0;16.7;1835.0;18492.0;;97.3;96.1;70.5;101.1;;;54273.0;;93.8
99;C Industrie;2007;;;;;;;;;;;;;5.9;0.2;-0.1;0.3;0.1;0.2;-0.1;5.5;;;6.0;77.9;;;5.5;80.7;;;;;;;;;;;70622.0;78.8;1212.0;35309.0;92.7;19808.0;16.3;1991.0;17817.0;;97.6;96.5;74.7;100.9;;;55117.0;;94.1
100;C Industrie;2008;;;;;;;;;;;;;-0.7;0.0;0.0;0.0;0.3;0.2;0.0;-0.9;;;-0.7;77.4;;;-1.4;79.6;;;;;;;;;;;70346.0;78.2;1212.0;37364.0;92.7;20395.0;16.8;2150.0;18246.0;;98.3;97.2;79.1;101.0;;;57760.0;;94.3
101;C Industrie;2009;;;;;;;;;;;;;-10.7;-2.9;-3.6;0.7;0.1;0.2;-0.1;-7.9;;;-5.5;73.1;;;-10.9;70.9;;;;;;;;;;;61992.0;69.9;1145.0;37107.0;88.5;21496.0;18.8;2180.0;19317.0;;98.5;103.1;83.3;100.5;;;58603.0;;91.6
102;C Industrie;2010;;;;;;;;;;;;;4.4;0.2;-0.9;1.2;-0.3;0.2;-0.4;4.5;;;6.0;77.5;;;5.2;74.6;;;;;;;;;;;62837.0;72.9;1128.0;35293.0;88.8;20826.0;18.5;2286.0;18540.0;;97.8;103.9;86.7;99.3;;;56120.0;;91.6
103;C Industrie;2011;;;;;;;;;;;;;5.1;-0.4;-0.1;-0.3;-0.1;0.1;-0.2;5.6;;;5.3;81.6;;;5.3;78.6;;;;;;;;;;;66266.0;76.6;1126.0;36260.0;88.2;21540.0;19.1;2367.0;19173.0;;97.6;103.9;89.5;98.7;;;57799.0;;91.1
104;C Industrie;2012;;;;;;;;;;;;;-0.5;-0.3;-0.9;0.6;-0.2;0.1;-0.3;0.0;;;0.9;82.3;;;0.0;78.5;;;;;;;;;;;66223.0;76.3;1110.0;37121.0;87.8;19802.0;17.8;2260.0;17542.0;;97.1;104.8;92.4;97.8;;;56923.0;;90.7
105;C Industrie;2013;;;;;;;;;;;;;-0.4;0.4;-0.2;0.6;-0.4;0.1;-0.6;-0.4;;;-0.2;82.2;;;0.8;79.2;;;;;;;;;;;64215.0;75.9;1108.0;37445.0;88.4;19481.0;17.6;2266.0;17215.0;;95.9;103.8;95.1;96.0;;;56926.0;;90.7
106;C Industrie;2014;;;;;;;;;;;;;2.1;0.3;-0.1;0.4;0.0;0.1;-0.1;1.8;;;2.3;84.1;;;2.1;80.8;;;;;;;;;;;65571.0;77.5;1105.0;39028.0;88.7;19092.0;17.3;2293.0;16799.0;;95.9;104.0;98.0;95.6;;;58119.0;;91.0
107;C Industrie;2015;;;;;;;;;;;;;1.2;0.3;0.1;0.2;0.1;0.1;0.1;0.8;;;1.1;85.0;;;0.8;81.5;;;;;;;;;;;70958.0;78.5;1106.0;39243.0;89.1;18494.0;16.7;2354.0;16140.0;;96.3;104.3;100.0;95.8;;;57736.0;;91.3
108;C Industrie;2016;;;;;;;;;;;;;2.8;1.8;1.3;0.5;0.1;0.0;0.0;1.0;;;0.9;85.8;;;2.6;83.6;;;;;;;;;;;73940.0;80.7;1127.0;40740.0;91.4;19230.0;17.1;2401.0;16829.0;;96.5;102.6;101.2;95.9;;;59970.0;;93.0
109;C Industrie;2017;;;;;;;;;;;;;7.0;1.1;0.8;0.3;0.3;0.1;0.2;5.7;;;5.8;90.8;;;6.2;88.8;;;;;;;;;;;79216.0;86.3;1140.0;42028.0;92.9;19859.0;17.4;2383.0;17476.0;;97.3;102.3;102.8;96.5;;;61886.0;;94.3
110;C Industrie;2018;;;;;;;;;;;;;4.8;1.8;1.5;0.3;0.2;0.0;0.2;2.9;;;2.6;93.1;;;4.1;92.4;;;;;;;;;;;83919.0;90.5;1165.0;44821.0;95.3;19592.0;16.8;2429.0;17163.0;;97.9;100.8;103.4;97.2;;;64413.0;;96.1
111;C Industrie;2019;;;;;;;;;;;;;1.1;2.3;2.1;0.2;0.3;0.0;0.4;-1.5;;;-1.9;91.4;;;0.0;92.4;;;;;;;;;;;86468.0;91.5;1201.0;47053.0;98.5;20127.0;16.8;2512.0;17615.0;;99.0;98.8;103.0;98.5;;;67180.0;;98.7
112;C Industrie;2020;;;;;;;;;;;;;-1.8;-2.1;-2.6;0.6;0.3;0.0;0.3;0.0;;;2.0;93.2;;;-2.7;89.9;;;;;;;;;;;85598.0;89.9;1156.0;48536.0;95.6;22271.0;19.3;2655.0;19616.0;;100.0;103.7;101.8;99.7;;;70807.0;;96.9
113;C Industrie;2021;;;;;;;;;;;;;11.3;3.2;2.6;0.6;0.0;-0.1;0.1;8.1;;100.0;7.3;100.0;;100.0;11.2;100.0;223033.0;100.0;127147.0;;;;100.0;100.0;100.0;100.0;95886.0;100.0;1199.0;48857.0;100.0;22820.0;19.0;2782.0;20038.0;;100.0;100.0;100.0;100.0;;198824.0;71677.0;100.0;100.0
114;C Industrie;2022;2.3;0.3;0.3;0.0;0.0;0.0;0.0;1.0;-0.4;0.1;1.3;1.1;4.9;1.1;1.1;0.0;0.1;-0.1;0.1;3.7;0.7;100.7;3.2;103.2;2.2;102.2;4.7;104.7;398216.0;102.3;295380.0;69002.0;150815.0;75563.0;101.3;97.0;100.2;106.0;102836.0;104.9;1219.0;51967.0;101.6;23837.0;19.6;2849.0;20988.0;;100.2;98.5;98.6;100.4;;371183.0;75804.0;101.3;101.2
115;C Industrie;2023;-2.7;0.3;0.3;0.0;0.1;0.0;0.1;-2.6;-0.2;-1.9;-0.5;-0.4;-0.9;1.6;1.4;0.2;0.3;0.0;0.3;-2.8;-4.7;96.0;-2.9;100.2;-3.5;98.6;-1.7;102.9;389747.0;99.6;274007.0;57714.0;138938.0;77355.0;98.0;95.8;95.5;103.4;115740.0;103.9;1244.0;56387.0;104.0;28292.0;22.7;2893.0;25399.0;;101.0;97.3;97.8;101.5;;358687.0;84679.0;99.0;103.1
116;10-12 Voedings-, genotmiddelenindustrie;1995;;;;;;;;;;;;;;;;;;;;;;;;79.8;;;;104.4;;;;;;;;;;;9141.0;88.9;247.0;5092.0;94.4;3255.0;13.2;155.0;3100.0;;85.1;76.4;24.6;93.8;;;8347.0;;90.4
117;10-12 Voedings-, genotmiddelenindustrie;1996;;;;;;;;;;;;;2.0;-2.3;-1.9;-0.4;-2.3;0.1;-2.4;6.6;;;5.3;84.1;;;8.3;113.2;;;;;;;;;;;9265.0;90.7;239.0;5000.0;90.8;2865.0;12.0;142.0;2723.0;;80.1;74.3;26.2;87.7;;;7865.0;;86.3
118;10-12 Voedings-, genotmiddelenindustrie;1997;;;;;;;;;;;;;-2.8;0.6;0.8;-0.2;0.8;0.2;0.6;-4.3;;;-4.0;80.7;;;-5.0;107.5;;;;;;;;;;;9222.0;88.1;242.0;5111.0;91.7;2880.0;11.9;161.0;2719.0;;82.0;75.1;29.6;89.2;;;7991.0;;87.5
119;10-12 Voedings-, genotmiddelenindustrie;1998;;;;;;;;;;;;;2.6;0.1;-1.2;1.4;0.8;0.3;0.5;1.7;;;4.6;84.4;;;0.4;108.0;;;;;;;;;;;9563.0;90.4;237.0;5208.0;91.9;2966.0;12.5;173.0;2792.0;;83.7;78.2;33.6;90.6;;;8174.0;;88.3
120;10-12 Voedings-, genotmiddelenindustrie;1999;;;;;;;;;;;;;2.7;-0.5;0.3;-0.7;0.8;0.4;0.5;2.3;;;2.3;86.3;;;0.4;108.3;;;;;;;;;;;10222.0;92.8;238.0;5484.0;91.2;2808.0;11.8;179.0;2629.0;;85.7;79.7;39.6;91.8;;;8292.0;;88.7
121;10-12 Voedings-, genotmiddelenindustrie;2000;;;;;;;;;;;;;-1.9;-0.4;-0.5;0.2;0.9;0.4;0.5;-2.4;;;-1.1;85.4;;;-4.4;103.5;;;;;;;;;;;10098.0;91.1;236.0;5819.0;90.7;2742.0;11.6;206.0;2536.0;;88.0;82.4;46.8;93.3;;;8561.0;;89.1
122;10-12 Voedings-, genotmiddelenindustrie;2001;;;;;;;;;;;;;-0.9;1.9;-0.2;2.1;0.6;0.3;0.3;-3.5;;;-0.7;84.8;;;-2.9;100.6;;;;;;;;;;;10776.0;90.2;236.0;6075.0;93.3;2844.0;12.1;236.0;2608.0;;89.7;84.3;53.4;94.2;;;8918.0;;91.4
123;10-12 Voedings-, genotmiddelenindustrie;2002;;;;;;;;;;;;;1.1;-1.8;-2.6;0.8;0.6;0.3;0.3;2.3;;;5.1;89.1;;;-0.9;99.7;;;;;;;;;;;11248.0;91.2;227.0;6126.0;90.8;3246.0;14.3;256.0;2990.0;;91.5;89.3;59.7;95.3;;;9372.0;;90.4
124;10-12 Voedings-, genotmiddelenindustrie;2003;;;;;;;;;;;;;-1.6;-1.9;-2.2;0.3;0.4;0.2;0.2;-0.1;;;1.9;90.7;;;-2.7;97.0;;;;;;;;;;;11492.0;89.8;219.0;6225.0;88.2;3280.0;15.0;259.0;3022.0;;92.6;93.6;64.8;95.8;;;9505.0;;89.0
125;10-12 Voedings-, genotmiddelenindustrie;2004;;;;;;;;;;;;;1.6;-1.1;-1.9;0.8;0.3;0.2;0.1;2.5;;;4.7;95.0;;;0.7;97.7;;;;;;;;;;;11703.0;91.3;213.0;6164.0;86.6;3304.0;15.5;269.0;3035.0;;93.5;97.3;68.9;96.2;;;9468.0;;88.3
126;10-12 Voedings-, genotmiddelenindustrie;2005;;;;;;;;;;;;;2.6;-0.2;-1.4;1.3;0.4;0.2;0.2;2.4;;;4.9;99.6;;;1.4;99.0;;;;;;;;;;;11998.0;93.6;208.0;6167.0;86.4;3217.0;15.5;278.0;2939.0;;94.5;100.6;72.9;97.0;;;9385.0;;88.5
127;10-12 Voedings-, genotmiddelenindustrie;2006;;;;;;;;;;;;;-8.8;-0.4;-1.0;0.6;0.3;0.2;0.2;-8.7;;;-7.4;92.3;;;-9.7;89.4;;;;;;;;;;;10931.0;85.4;205.0;6520.0;85.9;3467.0;16.9;287.0;3180.0;;95.4;103.1;76.7;97.5;;;9987.0;;88.4
128;10-12 Voedings-, genotmiddelenindustrie;2007;;;;;;;;;;;;;2.0;-1.8;-1.6;-0.2;-0.1;0.1;-0.2;3.9;;;4.6;96.5;;;2.3;91.5;;;;;;;;;;;11305.0;87.1;200.0;6713.0;83.5;3382.0;16.9;306.0;3076.0;;95.2;105.5;79.8;96.9;;;10095.0;;86.8
129;10-12 Voedings-, genotmiddelenindustrie;2008;;;;;;;;;;;;;-2.7;-0.7;-0.1;-0.7;0.2;0.1;0.2;-2.2;;;-2.6;93.9;;;-3.4;88.4;;;;;;;;;;;10869.0;84.7;200.0;6814.0;82.6;3526.0;17.6;322.0;3204.0;;95.9;106.3;81.6;97.4;;;10339.0;;86.3
130;10-12 Voedings-, genotmiddelenindustrie;2009;;;;;;;;;;;;;-1.1;-0.3;0.1;-0.3;0.2;0.0;0.2;-1.1;;;-1.2;92.8;;;-1.8;86.8;;;;;;;;;;;11485.0;83.8;200.0;6851.0;82.3;3712.0;18.6;314.0;3397.0;;96.5;106.9;82.6;98.0;;;10563.0;;86.3
131;10-12 Voedings-, genotmiddelenindustrie;2010;;;;;;;;;;;;;-1.7;1.9;0.2;1.7;-0.1;0.1;-0.1;-3.5;;;-2.0;90.9;;;-1.5;85.5;;;;;;;;;;;11120.0;82.4;201.0;7010.0;84.7;3612.0;18.0;321.0;3292.0;;96.3;106.3;84.3;97.6;;;10622.0;;87.9
132;10-12 Voedings-, genotmiddelenindustrie;2011;;;;;;;;;;;;;0.4;-4.3;-2.3;-2.1;-0.1;0.1;-0.2;4.8;;;4.0;94.6;;;0.7;86.1;;;;;;;;;;;11422.0;82.7;194.0;6819.0;79.2;3744.0;19.3;329.0;3416.0;;96.1;109.8;85.9;97.1;;;10564.0;;84.0
133;10-12 Voedings-, genotmiddelenindustrie;2012;;;;;;;;;;;;;4.6;1.5;0.3;1.1;-0.3;0.0;-0.3;3.4;;;4.0;98.4;;;5.5;90.8;;;;;;;;;;;12465.0;86.5;195.0;7187.0;81.0;3441.0;17.7;307.0;3134.0;;95.3;108.3;87.1;96.1;;;10628.0;;85.0
134;10-12 Voedings-, genotmiddelenindustrie;2013;;;;;;;;;;;;;2.1;1.1;0.7;0.3;0.0;0.1;0.0;1.0;;;1.0;99.3;;;2.1;92.7;;;;;;;;;;;12747.0;88.3;197.0;7304.0;82.3;3352.0;17.0;304.0;3048.0;;95.3;107.1;88.7;95.9;;;10656.0;;85.9
135;10-12 Voedings-, genotmiddelenindustrie;2014;;;;;;;;;;;;;3.0;1.3;0.7;0.6;0.3;0.0;0.2;1.5;;;2.0;101.3;;;2.2;94.7;;;;;;;;;;;13315.0;91.0;199.0;7530.0;83.8;3364.0;16.9;303.0;3061.0;;96.1;107.0;90.1;96.7;;;10894.0;;87.3
136;10-12 Voedings-, genotmiddelenindustrie;2015;;;;;;;;;;;;;2.8;0.6;-0.2;0.8;0.3;0.0;0.3;1.9;;;3.0;104.4;;;1.8;96.5;;;;;;;;;;;13457.0;93.6;198.0;7629.0;84.6;3317.0;16.7;307.0;3010.0;;97.0;108.2;91.1;97.6;;;10946.0;;88.1
137;10-12 Voedings-, genotmiddelenindustrie;2016;;;;;;;;;;;;;-1.8;3.2;1.5;1.6;0.2;0.1;0.1;-5.1;;;-3.8;100.4;;;-2.3;94.3;;;;;;;;;;;13968.0;91.9;203.0;7951.0;88.4;3489.0;17.2;316.0;3173.0;;97.5;106.5;93.6;97.9;;;11439.0;;91.0
138;10-12 Voedings-, genotmiddelenindustrie;2017;;;;;;;;;;;;;-0.4;1.7;1.4;0.3;0.2;0.1;0.1;-2.3;;;-2.3;98.1;;;-1.1;93.2;;;;;;;;;;;14414.0;91.5;207.0;8031.0;90.6;3581.0;17.3;322.0;3260.0;;98.2;105.2;97.8;98.2;;;11613.0;;92.8
139;10-12 Voedings-, genotmiddelenindustrie;2018;;;;;;;;;;;;;2.1;1.0;1.0;0.0;0.2;0.1;0.1;0.9;;;0.6;98.7;;;1.4;94.6;;;;;;;;;;;14945.0;93.5;210.0;8517.0;91.9;3460.0;16.5;336.0;3124.0;;98.8;104.3;101.1;98.6;;;11977.0;;93.9
140;10-12 Voedings-, genotmiddelenindustrie;2019;;;;;;;;;;;;;1.0;2.9;2.7;0.2;0.3;0.0;0.2;-2.2;;;-2.7;96.0;;;0.1;94.7;;;;;;;;;;;15185.0;94.4;218.0;8933.0;95.8;3511.0;16.1;353.0;3158.0;;99.7;101.4;102.8;99.4;;;12443.0;;96.9
141;10-12 Voedings-, genotmiddelenindustrie;2020;;;;;;;;;;;;;-3.1;0.4;0.4;0.0;0.2;0.0;0.2;-3.7;;;-3.6;92.5;;;-3.7;91.2;;;;;;;;;;;15523.0;91.5;219.0;9269.0;96.3;3949.0;18.0;373.0;3576.0;;100.3;101.4;102.2;100.1;;;13218.0;;97.4
142;10-12 Voedings-, genotmiddelenindustrie;2021;;;;;;;;;;;;;9.3;2.7;0.8;1.9;-0.1;-0.1;0.0;6.7;;100.0;8.1;100.0;;100.0;9.6;100.0;54390.0;100.0;38558.0;;;;100.0;100.0;100.0;100.0;15832.0;100.0;221.0;9168.0;100.0;4180.0;18.9;388.0;3792.0;;100.0;100.0;100.0;100.0;;51906.0;13348.0;100.0;100.0
143;10-12 Voedings-, genotmiddelenindustrie;2022;3.5;0.1;0.0;0.1;0.0;0.0;0.0;3.5;0.0;1.7;1.9;-0.1;0.3;0.3;0.1;0.3;-0.2;-0.1;-0.1;0.1;3.4;103.4;0.2;100.2;4.0;104.0;0.8;100.8;99070.0;103.5;82509.0;3086.0;60036.0;19387.0;104.3;97.5;102.9;108.6;16561.0;100.3;222.0;9500.0;100.5;4331.0;19.5;395.0;3937.0;;99.5;99.4;98.2;99.6;;96341.0;13832.0;103.6;100.2
