ID;TypeOfDelivery;Periods;TotalTransport_1;TotalRoadTransport_2;AutomotiveLPG_3;TotalMotorGasoline_4;Unleaded95_5;SuperUnleaded98_6;NormalLeaded_7;SuperLeaded_8;TotalTransportDiesel_9;LowSulphurDiesel_10;HighSulphurDiesel_11;NaturalGas_12;Electricity_13;TotalWaterTransport_14;TotalHeatingAndOtherGasoil_15;DeliveriesToInlandWaterTransport_16;DeliveriesToSeaTransport_17;DeliveriesToWaterTransportTraders_18;TotalFuelOil_19;LowSulphurFuelOil_20;HighSulphurFuelOil_21;TotalAirTransport_22;KeroseneTypeJetFuel_23;AviationGasoline_24;GasolineTypeJetFuel_25;TotalRailTransport_26;HeatingAndOtherGasoil_27;Electricity_28;AutomotiveLPG_29;TotalMotorGasoline_30;Unleaded95_31;SuperUnleaded98_32;NormalLeaded_33;SuperLeaded_34;TotalTransportDiesel_35;LowSulphurDiesel_36;HighSulphurDiesel_37;NaturalGas_38;Electricity_39;TotalHeatingAndOtherGasoil_40;DeliveriesToInlandWaterTransport_41;DeliveriesToSeaTransport_42;DeliveriesToWaterTransportTraders_43;TotalFuelOil_44;LowSulphurFuelOil_45;HighSulphurFuelOil_46;KeroseneTypeJetFuel_47;AviationGasoline_48;GasolineTypeJetFuel_49;HeatingOilAndOtherGasoil_50;Electricity_51;AutomotiveLPG_52;TotalMotorGasoline_53;Unleaded95_54;SuperUnleaded98_55;NormalLeaded_56;SuperLeaded_57;TotalTransportDiesel_58;LowSulphurDiesel_59;HighSulphurDiesel_60
292;Total deliveries;2014 January;91.3;37.0;0.9;14.4;14.2;0.2;;;21.5;21.5;;;;42.8;5.6;3.4;2.2;0.0;37.2;8.7;28.4;11.0;11.0;0.0;;;;;20.0;327.0;323.0;4.0;;;505.0;505.0;;;;131.0;80.0;52.0;0.0;906.0;213.0;694.0;252.0;0.0;;;;38.0;438.0;433.0;5.0;;;603.0;603.0;
293;Total deliveries;2014 February;85.4;33.7;0.8;12.8;12.7;0.1;;;20.0;20.0;;;;40.4;4.7;3.2;1.6;0.0;35.7;7.1;28.6;10.6;10.6;0.0;;;;;17.0;291.0;288.0;3.0;;;469.0;469.0;;;;111.0;74.0;37.0;0.0;871.0;172.0;698.0;244.0;0.0;;;;32.0;390.0;385.0;4.0;;;560.0;560.0;
294;Total deliveries;2014 March;90.3;35.7;0.8;13.8;13.7;0.1;;;20.9;20.9;;;;41.8;5.8;3.6;2.2;0.0;36.1;6.3;29.8;12.1;12.1;0.0;;;;;18.0;314.0;311.0;3.0;;;490.0;490.0;;;;135.0;84.0;51.0;0.0;880.0;154.0;726.0;279.0;0.0;;;;34.0;420.0;416.0;4.0;;;588.0;588.0;
295;Total deliveries;2014 1st quarter;266.9;106.4;2.5;41.0;40.6;0.4;;;62.5;62.5;;0.3;0.1;125.0;16.1;10.1;6.0;0.0;109.0;22.1;86.9;33.7;33.7;0.0;;1.8;0.3;1.5;55.0;932.0;922.0;10.0;;;1464.0;1464.0;;10.0;18.0;376.0;237.0;139.0;0.0;2657.0;539.0;2118.0;775.0;0.0;;7.0;412.0;104.0;1247.0;1234.0;13.0;;;1750.0;1750.0;
296;Total deliveries;2014 April;92.8;35.6;0.8;14.4;14.2;0.2;;;20.2;20.2;;;;44.2;5.0;3.4;1.6;0.0;39.2;6.7;32.6;12.4;12.4;0.0;;;;;19.0;328.0;323.0;4.0;;;473.0;473.0;;;;117.0;81.0;36.0;0.0;957.0;162.0;795.0;285.0;0.0;;;;35.0;438.0;432.0;6.0;;;565.0;565.0;
297;Total deliveries;2014 May;95.4;36.1;0.8;14.6;14.4;0.2;;;20.5;20.5;;;;45.4;6.0;3.9;2.2;0.0;39.3;8.0;31.3;13.3;13.3;0.0;;;;;19.0;332.0;328.0;4.0;;;480.0;480.0;;;;142.0;91.0;51.0;0.0;959.0;195.0;765.0;306.0;0.0;;;;35.0;445.0;439.0;6.0;;;575.0;575.0;
298;Total deliveries;2014 June;88.5;33.6;0.7;13.8;13.6;0.2;;;18.9;18.9;;;;40.7;5.1;3.4;1.7;0.0;35.6;9.5;26.1;13.7;13.7;0.0;;;;;16.0;313.0;309.0;4.0;;;444.0;444.0;;;;120.0;80.0;39.0;0.0;868.0;232.0;636.0;314.0;0.0;;;;30.0;419.0;414.0;5.0;;;530.0;530.0;
299;Total deliveries;2014 2nd quarter;276.7;105.2;2.4;42.8;42.3;0.5;;;59.6;59.6;;0.3;0.1;130.3;16.2;10.8;5.4;0.0;114.1;24.2;90.0;39.4;39.4;0.0;;1.8;0.3;1.5;53.0;973.0;961.0;12.0;;;1397.0;1397.0;;10.0;18.0;379.0;252.0;127.0;0.0;2784.0;589.0;2195.0;905.0;0.0;;7.0;412.0;100.0;1302.0;1285.0;17.0;;;1670.0;1670.0;
300;Total deliveries;2014 July;89.6;34.0;0.7;14.1;13.9;0.2;;;19.0;19.0;;;;40.4;5.3;3.5;1.8;0.0;35.1;8.0;27.2;14.6;14.6;0.0;;;;;16.0;321.0;317.0;4.0;;;444.0;444.0;;;;124.0;82.0;42.0;0.0;857.0;194.0;663.0;336.0;0.0;;;;31.0;429.0;424.0;5.0;;;531.0;531.0;
301;Total deliveries;2014 August;87.8;31.1;0.6;13.3;13.1;0.2;;;17.2;17.2;;;;41.5;5.6;3.8;1.8;0.0;35.9;7.6;28.3;14.5;14.5;0.0;;;;;13.0;301.0;298.0;4.0;;;402.0;402.0;;;;131.0;89.0;42.0;0.0;877.0;186.0;691.0;334.0;0.0;;;;25.0;403.0;398.0;5.0;;;480.0;480.0;
302;Total deliveries;2014 September;88.3;34.8;0.7;14.1;13.9;0.2;;;19.9;19.9;;;;39.1;5.4;3.3;2.0;0.0;33.7;6.7;27.0;13.8;13.8;0.0;;;;;16.0;320.0;316.0;4.0;;;465.0;465.0;;;;126.0;78.0;47.0;0.0;822.0;163.0;659.0;318.0;0.0;;;;31.0;428.0;423.0;5.0;;;555.0;555.0;
303;Total deliveries;2014 3rd quarter;265.8;99.9;2.1;41.5;41.0;0.5;;;56.0;56.0;;0.3;0.1;121.1;16.3;10.7;5.6;0.0;104.8;22.3;82.5;43.0;43.0;0.0;;1.8;0.3;1.5;46.0;942.0;931.0;11.0;;;1312.0;1312.0;;10.0;18.0;381.0;250.0;131.0;0.0;2556.0;543.0;2012.0;989.0;0.0;;7.0;412.0;86.0;1261.0;1246.0;15.0;;;1566.0;1566.0;
304;Total deliveries;2014 October;91.6;37.1;0.8;14.9;14.8;0.2;;;21.3;21.3;;;;40.2;6.6;3.9;2.7;0.0;33.6;5.8;27.8;13.7;13.7;0.0;;;;;17.0;340.0;335.0;4.0;;;498.0;498.0;;;;154.0;91.0;62.0;0.0;821.0;143.0;678.0;315.0;0.0;;;;32.0;454.0;449.0;6.0;;;595.0;595.0;
305;Total deliveries;2014 November;88.8;33.7;0.7;13.6;13.4;0.2;;;19.2;19.2;;;;42.7;6.5;3.6;3.0;0.0;36.2;4.2;32.0;11.8;11.8;0.0;;;;;16.0;309.0;305.0;4.0;;;449.0;449.0;;;;153.0;83.0;69.0;0.0;883.0;104.0;779.0;272.0;0.0;;;;31.0;414.0;409.0;5.0;;;536.0;536.0;
306;Total deliveries;2014 December;85.6;36.1;0.8;14.9;14.8;0.2;;;20.2;20.2;;;;37.3;8.3;3.4;4.9;0.0;28.9;2.7;26.3;11.7;11.7;0.0;;;;;17.0;339.0;335.0;4.0;;;474.0;474.0;;;;195.0;81.0;114.0;0.0;706.0;66.0;640.0;269.0;0.0;;;;33.0;454.0;449.0;5.0;;;567.0;567.0;
307;Total deliveries;2014 4th quarter;266.1;106.8;2.3;43.5;43.0;0.5;;;60.7;60.7;;0.3;0.1;120.2;21.4;10.9;10.5;0.0;98.8;12.8;86.0;37.3;37.3;0.0;;1.8;0.3;1.5;51.0;988.0;976.0;11.0;;;1421.0;1421.0;;10.0;18.0;502.0;255.0;246.0;0.0;2410.0;312.0;2098.0;856.0;0.0;;7.0;412.0;95.0;1321.0;1306.0;15.0;;;1698.0;1698.0;
308;Total deliveries;2014;1075.8;418.3;9.2;168.7;166.7;2.0;;;238.8;238.8;;1.3;0.3;497.0;69.8;42.4;27.4;0.0;427.2;81.3;345.9;153.4;153.3;0.1;;7.1;1.1;5.9;204.0;3835.0;3790.0;45.0;;;5593.0;5593.0;;40.0;70.0;1634.0;993.0;642.0;0.0;10420.0;1983.0;8436.0;3525.0;1.0;;27.0;1646.0;385.0;5131.0;5071.0;60.0;;;6684.0;6684.0;
309;Total deliveries;2015 January;93.5;34.2;0.8;13.9;13.8;0.2;;;19.3;19.3;;;;47.1;7.7;3.6;4.1;0.0;39.5;6.3;33.1;11.6;11.6;0.0;;;;;17.0;317.0;313.0;4.0;;;452.0;452.0;;;;180.0;84.0;96.0;0.0;962.0;154.0;808.0;266.0;0.0;;;;33.0;424.0;419.0;5.0;;;542.0;542.0;
310;Total deliveries;2015 February;84.4;33.0;0.7;12.9;12.8;0.1;;;19.2;19.2;;;;40.2;6.7;3.7;3.0;0.0;33.5;5.2;28.3;10.7;10.7;0.0;;;;;15.0;294.0;290.0;3.0;;;450.0;450.0;;;;157.0;88.0;69.0;0.0;816.0;126.0;690.0;245.0;0.0;;;;28.0;393.0;389.0;4.0;;;540.0;540.0;
311;Total deliveries;2015 March;97.9;36.7;0.7;14.4;14.2;0.2;;;21.4;21.4;;;;48.3;10.0;4.5;5.5;0.0;38.4;6.2;32.1;12.3;12.3;0.0;;;;;16.0;327.0;323.0;4.0;;;502.0;502.0;;;;234.0;105.0;129.0;0.0;936.0;152.0;784.0;284.0;0.0;;;;30.0;438.0;433.0;5.0;;;602.0;602.0;
312;Total deliveries;2015 1st quarter;275.8;103.8;2.2;41.2;40.8;0.5;;;59.9;59.9;;0.3;0.1;135.7;24.4;11.8;12.6;0.0;111.3;17.7;93.6;34.6;34.6;0.0;;1.8;0.3;1.5;48.0;937.0;927.0;10.0;;;1403.0;1403.0;;10.0;18.0;571.0;276.0;295.0;0.0;2714.0;432.0;2282.0;795.0;0.0;;7.0;412.0;90.0;1255.0;1240.0;14.0;;;1683.0;1683.0;
313;Total deliveries;2015 April;94.5;36.1;0.7;14.8;14.6;0.2;;;20.5;20.5;;;;44.9;8.9;4.1;4.8;0.0;36.0;7.7;28.4;12.9;12.9;0.0;;;;;16.0;337.0;333.0;4.0;;;479.0;479.0;;;;208.0;97.0;111.0;0.0;879.0;187.0;692.0;296.0;0.0;;;;29.0;451.0;445.0;6.0;;;574.0;574.0;
314;Total deliveries;2015 May;96.9;34.3;0.6;14.0;13.9;0.2;;;19.0;19.0;;;;47.8;8.5;4.0;4.6;0.0;39.3;6.9;32.3;14.3;14.3;0.0;;;;;14.0;319.0;315.0;4.0;;;444.0;444.0;;;;199.0;93.0;107.0;0.0;958.0;169.0;789.0;329.0;0.0;;;;27.0;427.0;422.0;5.0;;;533.0;533.0;
315;Total deliveries;2015 June;93.2;35.2;0.7;14.5;14.3;0.2;;;20.1;20.1;;;;43.0;9.2;4.5;4.6;0.0;33.8;4.8;29.0;14.4;14.4;0.0;;;;;16.0;330.0;326.0;4.0;;;471.0;471.0;;;;215.0;106.0;109.0;0.0;824.0;117.0;707.0;331.0;0.0;;;;30.0;442.0;436.0;6.0;;;565.0;565.0;
316;Total deliveries;2015 2nd quarter;284.7;105.7;2.1;43.4;42.9;0.6;;;59.5;59.5;;0.3;0.1;135.7;26.6;12.6;14.0;0.0;109.1;19.4;89.7;41.6;41.6;0.0;;1.8;0.3;1.5;46.0;987.0;974.0;13.0;;;1394.0;1394.0;;10.0;18.0;622.0;296.0;327.0;0.0;2661.0;474.0;2187.0;956.0;0.0;;7.0;412.0;86.0;1321.0;1304.0;17.0;;;1672.0;1672.0;
317;Total deliveries;2015 July;96.2;34.1;0.7;14.2;14.0;0.2;;;19.2;19.2;;;;46.2;7.8;4.2;3.5;0.0;38.4;6.8;31.6;15.3;15.3;0.0;;;;;15.0;323.0;319.0;4.0;;;449.0;449.0;;;;182.0;99.0;82.0;0.0;937.0;166.0;771.0;351.0;0.0;;;;28.0;432.0;427.0;5.0;;;538.0;538.0;
318;Total deliveries;2015 August;89.7;31.8;0.6;13.7;13.5;0.2;;;17.4;17.4;;;;41.9;8.8;3.9;4.8;0.0;33.1;6.2;27.0;15.5;15.5;0.0;;;;;13.0;311.0;307.0;4.0;;;408.0;408.0;;;;205.0;92.0;114.0;0.0;808.0;151.0;658.0;356.0;0.0;;;;24.0;416.0;411.0;5.0;;;489.0;489.0;
319;Total deliveries;2015 September;91.8;34.8;0.7;14.5;14.3;0.2;;;19.4;19.4;;;;41.8;8.1;4.0;4.1;0.0;33.8;7.1;26.7;14.5;14.5;0.0;;;;;16.0;329.0;325.0;4.0;;;455.0;455.0;;;;189.0;93.0;96.0;0.0;824.0;173.0;651.0;333.0;0.0;;;;29.0;441.0;436.0;5.0;;;546.0;546.0;
320;Total deliveries;2015 3rd quarter;277.7;100.7;2.0;42.4;41.8;0.5;;;56.0;56.0;;0.3;0.1;129.9;24.6;12.1;12.5;0.0;105.3;20.1;85.3;45.2;45.2;0.0;;1.8;0.3;1.5;43.0;963.0;951.0;12.0;;;1312.0;1312.0;;10.0;18.0;576.0;284.0;292.0;0.0;2569.0;490.0;2080.0;1040.0;0.0;;7.0;412.0;82.0;1289.0;1273.0;16.0;;;1573.0;1573.0;
321;Total deliveries;2015 October;92.5;37.5;0.7;15.1;14.9;0.2;;;21.5;21.5;;;;40.0;7.8;4.1;3.7;0.0;32.2;8.0;24.3;14.5;14.5;0.0;;;;;16.0;342.0;338.0;4.0;;;503.0;503.0;;;;183.0;95.0;88.0;0.0;786.0;195.0;591.0;332.0;0.0;;;;31.0;458.0;453.0;5.0;;;604.0;604.0;
322;Total deliveries;2015 November;89.8;35.9;0.7;14.2;14.0;0.2;;;20.9;20.9;;;;41.1;7.4;4.0;3.4;0.0;33.7;7.6;26.1;12.2;12.2;0.0;;;;;14.0;323.0;319.0;4.0;;;490.0;490.0;;;;173.0;94.0;79.0;0.0;822.0;186.0;636.0;280.0;0.0;;;;27.0;432.0;427.0;5.0;;;587.0;587.0;
323;Total deliveries;2015 December;105.6;35.9;0.6;15.1;14.9;0.2;;;20.1;20.1;;;;56.6;8.9;4.9;4.1;0.0;47.7;6.2;41.5;12.5;12.5;0.0;;;;;14.0;343.0;339.0;4.0;;;470.0;470.0;;;;209.0;114.0;95.0;0.0;1163.0;151.0;1012.0;288.0;0.0;;;;27.0;460.0;455.0;5.0;;;564.0;564.0;
324;Total deliveries;2015 4th quarter;288.0;109.3;2.0;44.3;43.8;0.5;;;62.5;62.5;;0.3;0.1;137.7;24.1;12.9;11.2;0.0;113.6;21.8;91.8;39.2;39.2;0.0;;1.8;0.3;1.5;45.0;1008.0;996.0;12.0;;;1463.0;1463.0;;10.0;18.0;564.0;303.0;262.0;0.0;2771.0;532.0;2239.0;901.0;0.0;;7.0;412.0;85.0;1350.0;1334.0;16.0;;;1755.0;1755.0;
325;Total deliveries;2015;1126.1;419.5;8.2;171.4;169.3;2.1;;;237.9;237.9;;1.3;0.3;538.9;99.6;49.5;50.2;0.0;439.3;79.0;360.3;160.6;160.6;0.0;;7.1;1.1;5.9;182.0;3894.0;3848.0;47.0;;;5572.0;5572.0;;40.0;70.0;2333.0;1158.0;1175.0;0.0;10715.0;1927.0;8788.0;3691.0;1.0;;27.0;1646.0;343.0;5214.0;5152.0;63.0;;;6683.0;6683.0;
326;Total deliveries;2016 January;87.6;33.8;0.6;13.7;13.6;0.2;;;19.3;19.3;;;;41.0;6.3;4.0;2.4;0.0;34.7;6.3;28.3;12.2;12.2;0.0;;;;;14.0;312.0;308.0;4.0;;;452.0;452.0;;;;148.0;93.0;56.0;0.0;846.0;155.0;691.0;281.0;0.0;;;;26.0;416.0;411.0;5.0;;;541.0;541.0;
327;Total deliveries;2016 February;86.7;33.9;0.6;13.8;13.6;0.2;;;19.5;19.5;;;;40.7;5.6;4.0;1.6;0.0;35.1;4.9;30.2;11.5;11.5;0.0;;;;;13.0;313.0;309.0;3.0;;;456.0;456.0;;;;131.0;94.0;37.0;0.0;856.0;119.0;737.0;263.0;0.0;;;;25.0;417.0;412.0;5.0;;;545.0;545.0;
328;Total deliveries;2016 March;97.9;37.1;0.7;14.9;14.7;0.2;;;21.4;21.4;;;;47.5;8.1;4.4;3.7;0.0;40.2;4.4;35.9;12.7;12.7;0.0;;;;;15.0;338.0;334.0;4.0;;;502.0;502.0;;;;190.0;103.0;87.0;0.0;983.0;106.0;874.0;291.0;0.0;;;;28.0;451.0;445.0;5.0;;;600.0;600.0;
329;Total deliveries;2016 1st quarter;272.9;104.8;1.9;42.4;41.9;0.5;;;60.2;60.2;;0.3;0.1;129.9;19.9;12.4;7.5;0.0;110.0;15.6;94.4;36.4;36.4;0.0;;1.8;0.3;1.5;42.0;963.0;952.0;12.0;;;1409.0;1409.0;;10.0;18.0;469.0;290.0;179.0;0.0;2682.0;380.0;2302.0;836.0;0.0;;7.0;412.0;78.0;1284.0;1269.0;15.0;;;1686.0;1686.0;
330;Total deliveries;2016 April;93.4;35.5;0.7;15.0;14.8;0.2;;;19.8;19.8;;;;43.7;6.4;4.0;2.4;0.0;37.3;6.8;30.6;13.5;13.5;0.0;;;;;14.0;340.0;336.0;4.0;;;463.0;463.0;;;;150.0;94.0;56.0;0.0;911.0;165.0;746.0;311.0;0.0;;;;27.0;454.0;448.0;6.0;;;554.0;554.0;
331;Total deliveries;2016 May;96.0;35.5;0.7;14.6;14.4;0.2;;;20.1;20.1;;;;45.7;6.7;3.9;2.8;0.0;39.0;7.2;31.8;14.3;14.3;0.0;;;;;14.0;331.0;326.0;5.0;;;471.0;471.0;;;;156.0;92.0;64.0;0.0;951.0;176.0;775.0;328.0;0.0;;;;27.0;442.0;435.0;7.0;;;564.0;564.0;
332;Total deliveries;2016 June;100.9;35.3;0.6;15.1;14.9;0.2;;;19.4;19.4;;;;51.0;7.0;4.3;2.7;0.0;44.0;7.9;36.1;14.1;14.1;0.0;;;;;14.0;343.0;338.0;5.0;;;454.0;454.0;;;;164.0;100.0;63.0;0.0;1073.0;193.0;880.0;323.0;0.0;;;;27.0;457.0;451.0;6.0;;;543.0;543.0;
333;Total deliveries;2016 2nd quarter;290.9;106.2;2.0;44.6;44.0;0.6;;;59.3;59.3;;0.3;0.1;141.0;20.7;12.3;8.4;0.0;120.3;21.9;98.4;41.9;41.9;0.0;;1.8;0.3;1.5;43.0;1014.0;1000.0;14.0;;;1388.0;1388.0;;10.0;18.0;484.0;287.0;196.0;0.0;2935.0;535.0;2401.0;962.0;0.0;;7.0;412.0;81.0;1352.0;1333.0;19.0;;;1660.0;1660.0;
334;Total deliveries;2016 July;98.6;33.9;0.6;14.4;14.2;0.2;;;18.9;18.9;;;;48.1;6.3;3.6;2.7;0.0;41.8;8.0;33.8;15.9;15.9;0.0;;;;;13.0;327.0;322.0;5.0;;;441.0;441.0;;;;148.0;85.0;63.0;0.0;1020.0;196.0;824.0;366.0;0.0;;;;24.0;436.0;430.0;6.0;;;528.0;528.0;
335;Total deliveries;2016 August;102.4;34.9;0.8;15.2;14.9;0.2;;;18.9;18.9;;;;51.0;8.5;3.7;4.8;0.0;42.5;7.5;35.1;15.9;15.9;0.0;;;;;17.0;344.0;340.0;5.0;;;442.0;442.0;;;;199.0;86.0;113.0;0.0;1037.0;182.0;855.0;365.0;0.0;;;;32.0;459.0;453.0;6.0;;;528.0;528.0;
336;Deliveries for final consumption;1946;;;;17.8;;;17.8;;;;;0.0;;;;;;;;;;;;;;;;;;405.0;;;405.0;;;;;0.0;;;;;;;;;;;;;;;545.0;;;545.0;;;;
337;Deliveries for final consumption;1947;;;;23.8;;;23.8;;;;;0.0;;;;;;;;;;;;;;;;;;540.0;;;540.0;;;;;0.0;;;;;;;;;;;;;;;728.0;;;728.0;;;;
338;Deliveries for final consumption;1948;;;;25.3;;;25.3;;;;;0.0;;;;;;;;;;;;;;;;;;575.0;;;575.0;;;;;0.0;;;;;;;;;;;;;;;778.0;;;778.0;;;;
339;Deliveries for final consumption;1949;;;;28.2;;;28.2;;;;;0.0;;;;;;;;;;;;;;;;;;640.0;;;640.0;;;;;0.0;;;;;;;;;;;;;;;865.0;;;865.0;;;;
340;Deliveries for final consumption;1950;;;;29.0;;;29.0;;0.9;;0.9;0.0;;;;;;;;;;;;;;;;;;660.0;;;660.0;;21.0;;21.0;0.0;;;;;;;;;;;;;;;890.0;;;890.0;;25.0;;25.0
341;Deliveries for final consumption;1951;;;;29.7;;;29.7;;1.8;;1.8;0.0;;;;;;;;;;;;;;;;;;675.0;;;675.0;;42.0;;42.0;0.0;;;;;;;;;;;;;;;906.0;;;906.0;;50.0;;50.0
342;Deliveries for final consumption;1952;;;;29.9;;;29.9;;2.9;;2.9;0.0;;;;;;;;;;;;;;;;;;680.0;;;680.0;;67.0;;67.0;0.0;;;;;;;;;;;;;;;910.0;;;910.0;;80.0;;80.0
343;Deliveries for final consumption;1953;;;;32.8;;;32.8;;5.3;;5.3;0.0;;;;;;;;;;;;;;;;;;745.0;;;745.0;;125.0;;125.0;0.0;;;;;;;;;;;;;;;999.0;;;999.0;;150.0;;150.0
344;Deliveries for final consumption;1954;;;;35.9;;;35.9;;7.1;;7.1;0.0;;;;;;;;;;;;;;;;;;817.0;;;817.0;;167.0;;167.0;0.0;;;;;;;;;;;;;;;1097.0;;;1097.0;;200.0;;200.0
345;Deliveries for final consumption;1955;;48.9;0.7;39.1;;;36.0;3.1;9.2;;9.2;0.0;;;;;;;;;;6.9;;1.6;;;;;15.0;888.0;;;818.0;70.0;215.0;;215.0;0.0;;;;;;;;;;37.0;;;;27.0;1208.0;;;1113.0;95.0;259.0;;259.0
346;Deliveries for final consumption;1956;77.0;55.5;0.9;43.5;;;35.6;7.9;11.1;;11.1;0.0;;;;;;14.3;;;;7.2;;;;;;;20.0;989.0;;;809.0;180.0;260.0;;260.0;0.0;;;;;335.0;;;;;;;;;36.0;1346.0;;;1101.0;245.0;313.0;;313.0
347;Deliveries for final consumption;1957;81.0;56.6;1.4;43.0;;;32.3;10.7;12.3;;12.3;0.0;;;;;;15.8;;;;8.6;;;;;;;30.0;977.0;;;734.0;243.0;287.0;;287.0;0.0;;;;;370.0;;;;;;;;;55.0;1329.0;;;999.0;330.0;346.0;;346.0
348;Deliveries for final consumption;1958;88.8;61.2;1.9;45.6;;;31.6;14.0;13.7;;13.7;0.0;;;;;;17.6;;;;10.0;;;;;;;42.0;1037.0;;;718.0;319.0;320.0;;320.0;0.0;;;;;412.0;;;;;;;;;76.0;1410.0;;;970.0;440.0;386.0;;386.0
349;Deliveries for final consumption;1959;98.5;67.1;2.5;48.7;;;31.3;17.4;15.9;;15.9;0.0;;;;;;19.4;;;;12.0;;;;;;;55.0;1107.0;;;712.0;395.0;372.0;;372.0;0.0;;;;;455.0;;;;;;;;;100.0;1496.0;;;962.0;534.0;448.0;;448.0
350;Deliveries for final consumption;1960;108.4;74.4;2.8;53.5;;;31.5;21.9;18.1;;18.1;0.0;;;;;;21.6;;;;12.3;3.1;2.3;7.0;;;;63.0;1215.0;;;717.0;498.0;424.0;;424.0;0.0;;;;;507.0;;;;71.0;52.0;160.0;;;115.0;1615.0;;;950.0;665.0;511.0;;511.0
351;Deliveries for final consumption;1961;113.5;81.4;2.4;57.9;;;29.7;28.2;21.2;;21.2;0.0;;19.3;19.3;5.1;;14.2;;;;12.8;;1.8;;;;;52.0;1315.0;;;675.0;640.0;496.0;;496.0;0.0;;452.0;119.0;;333.0;;;;;40.0;;;;95.0;1746.0;;;896.0;850.0;598.0;;598.0
352;Deliveries for final consumption;1962;125.6;90.2;2.3;62.8;;;26.6;36.2;25.2;;25.2;0.0;;22.0;22.0;6.2;;15.8;;;;13.4;5.4;1.6;6.4;;;;50.0;1427.0;;;605.0;822.0;589.0;;589.0;0.0;;516.0;145.0;;371.0;;;;124.0;37.0;147.0;;;91.0;1907.0;;;807.0;1100.0;710.0;;710.0
353;Deliveries for final consumption;1963;137.2;98.3;2.1;67.8;;;25.3;42.5;28.4;;28.4;0.0;;24.6;24.6;6.6;;18.0;;;;14.4;6.7;1.5;6.2;;;;46.0;1541.0;;;575.0;966.0;665.0;;665.0;0.0;;576.0;155.0;;421.0;;;;155.0;33.0;142.0;;;84.0;2082.0;;;777.0;1305.0;801.0;;801.0
354;Deliveries for final consumption;1964;150.3;110.8;2.1;78.2;;;26.7;51.6;30.4;;30.4;0.0;;25.7;25.6;6.1;;19.5;;;;13.8;7.4;1.4;5.0;;;;47.0;1778.0;;;606.0;1172.0;713.0;;713.0;0.0;;601.0;144.0;;457.0;;;;171.0;32.0;114.0;;;85.0;2393.0;;;816.0;1577.0;860.0;;860.0
355;Deliveries for final consumption;1965;163.3;121.1;2.2;86.2;;;25.4;60.9;32.7;;32.7;0.0;;27.0;27.0;5.9;;21.1;;;;15.2;5.8;1.2;8.2;;;;48.0;1960.0;;;577.0;1383.0;765.0;;765.0;0.0;;632.0;139.0;;493.0;;;;133.0;28.0;189.0;;;87.0;2670.0;;;786.0;1884.0;910.0;;910.0
356;Deliveries for final consumption;1966;175.2;131.7;2.4;95.3;;;25.8;69.6;34.0;;34.0;0.0;;25.8;25.8;4.8;;21.0;;;;17.8;4.1;1.3;12.4;;;;52.0;2167.0;;;586.0;1581.0;796.0;;796.0;0.0;;604.0;113.0;;491.0;;;;95.0;29.0;284.0;;;95.0;2954.0;;;799.0;2155.0;961.0;;961.0
357;Deliveries for final consumption;1967;191.5;140.5;2.2;104.3;;;26.7;77.6;34.0;;34.0;0.0;;32.0;32.0;5.9;;26.1;;;;19.0;5.7;1.3;11.9;;;;49.0;2370.0;;;606.0;1764.0;797.0;;797.0;0.0;;750.0;139.0;;611.0;;;;132.0;30.0;274.0;;;93.0;3216.0;;;823.0;2393.0;959.0;;959.0
358;Deliveries for final consumption;1968;206.1;153.5;2.2;115.2;;;26.5;88.7;36.1;;36.1;0.0;;29.8;29.8;4.9;;24.9;;;;22.8;7.1;1.2;14.5;;;;49.0;2618.0;;;602.0;2016.0;845.0;;845.0;0.0;;697.0;115.0;;582.0;;;;164.0;27.0;333.0;;;89.0;3544.0;;;815.0;2729.0;1021.0;;1021.0
359;Deliveries for final consumption;1969;223.0;161.4;2.4;121.4;;;25.8;95.5;37.6;;37.6;0.0;;34.8;34.8;5.5;;29.3;;;;26.8;10.7;0.6;15.4;;;;54.0;2758.0;;;587.0;2171.0;881.0;;881.0;0.0;;814.0;128.0;;686.0;;;;247.0;14.0;355.0;;;98.0;3726.0;;;794.0;2932.0;1064.0;;1064.0
360;Deliveries for final consumption;1970;247.8;177.6;2.7;133.5;;;24.0;109.6;41.4;;41.4;0.0;;39.5;39.5;7.6;;31.9;;;;30.7;22.4;0.6;7.7;;;;59.0;3035.0;;;545.0;2490.0;970.0;;970.0;0.0;;925.0;179.0;;746.0;;;;515.0;14.0;177.0;;;107.0;4097.0;;;736.0;3361.0;1167.0;;1167.0
361;Deliveries for final consumption;1971;262.5;192.6;2.8;142.6;;;22.9;119.8;47.2;;47.2;0.0;;36.0;36.1;7.0;;29.1;;;;33.8;28.2;0.4;5.2;;;;61.0;3242.0;;;520.0;2722.0;1105.0;;1105.0;0.0;;844.0;163.0;;681.0;;;;649.0;10.0;119.0;;;111.0;4369.0;;;702.0;3667.0;1331.0;;1331.0
362;Deliveries for final consumption;1972;282.1;205.5;3.8;150.4;;;22.0;128.3;51.4;;51.4;0.0;;41.6;41.6;8.3;;33.3;;;;34.9;30.8;0.4;3.7;;;;83.0;3418.0;;;501.0;2917.0;1203.0;;1203.0;0.0;;975.0;195.0;;780.0;;;;707.0;10.0;86.0;;;151.0;4585.0;;;671.0;3914.0;1448.0;;1448.0
