ID;Airports;Periods;CrossCountryFlights_1;LocalFlights_2;TotalFlights_3;Scheduled_4;NonScheduled_5;TotalArrivalsFlights_6;Scheduled_7;NonScheduled_8;TotalDeparturesFlights_9;Scheduled_10;NonScheduled_11;TotalPassengers_12;Scheduled_13;NonScheduled_14;TotalArrivalsPassengers_15;Scheduled_16;NonScheduled_17;TotalDeparturesPassengers_18;Scheduled_19;NonScheduled_20;TotalCountryOfOriginDestination_21;EuropeTotal_22;EUCountries_23;OtherEurope_24;TotalIntercontinentalPassengers_25;Africa_26;NorthAfrica_27;WestAfrica_28;CentralAfrica_29;EastAfrica_30;SouthAfrica_31;America_32;NorthAmerica_33;CentralAmerica_34;SouthAmerica_35;Asia_36;WestAsia_37;SouthEastAsia_38;NorthEastAsia_39;Oceania_40;OtherUnknown_41;Unknown_42;TotalCargo_43;ScheduledCargo_44;NonScheduledCargo_45;TotalUnloadedCargo_46;ScheduledCargo_47;NonScheduledCargo_48;TotalLoadedCargo_49;ScheduledCargo_50;NonScheduledCargo_51;TotalCountryOfOriginDestination_52;EuropeTotalCargo_53;EUCountries_54;OtherEurope_55;TotalIntercontinentalCargo_56;Africa_57;NorthAfrica_58;WestAfrica_59;CentralAfrica_60;EastAfrica_61;SouthAfrica_62;America_63;NorthAmerica_64;CentralAmerica_65;SouthAmerica_66;Asia_67;WestAsia_68;SouthEastAsia_69;NorthEastAsia_70;Oceania_71;OtherUnknown_72;Unknown_73;TotalMail_74;ScheduledMail_75;NonScheduledCargoMail_76;TotalUnloadedMail_77;ScheduledMail_78;NonScheduledMail_79;TotalLoadedMail_80;ScheduledMail_81;NonScheduledMail_82;TotalCountryOfOriginDestination_83;EuropeTotalMail_84;EUCountries_85;OtherEurope_86;TotalIntercontinentalMail_87;Africa_88;NorthAfrica_89;WestAfrica_90;CentralAfrica_91;EastAfrica_92;SouthAfrica_93;America_94;NorthAmerica_95;CentralAmerica_96;SouthAmerica_97;Asia_98;WestAsia_99;SouthEastAsia_100;NorthEastAsia_101;Oceania_102
229;Total Dutch airports;2012 June;45546;6815;41834;37790.0;4044;20910;18875.0;2035;20924;18915.0;2009;5078079;4593629.0;484450;2535350;2300706.0;234644;2542729;2292923.0;249806;5078079;3655218;2993552;661666;1422861;217575;88745;30777;5057;61755;31241;737922;560976;94950;81996;467364;121150;152134;194080;0;0;0;126280;104653;21626;63556;52011;11545;62723;52642;10081;126280;13603;2942;10661;112676;14620;703;929;309;8231;4448;35611;21959;2463;11189;62446;14964;12956;34526;0;0;0;2230.0;2230.0;0.0;782.0;782.0;0.0;1448.0;1448.0;0.0;2230.0;932.0;650.0;281.0;1299.0;115.0;3.0;37.0;6.0;43.0;25.0;571.0;369.0;66.0;137.0;613.0;117.0;144.0;352.0;0.0
230;Total Dutch airports;2012 2nd quarter;134474;19407;123456;112935.0;10521;61720;56417.0;5303;61736;56518.0;5218;14674866;13495892.0;1178974;7301183;6745852.0;555331;7373683;6750040.0;623643;14674866;10586457;8733360;1853097;4088405;641767;264715;106754;12652;164054;93592;2060373;1516769;293069;250535;1386265;375211;454059;556995;0;0;4;383101;318239;64863;197511;162677;34834;185590;155561;30029;383101;40024;8941;31082;343078;47090;2136;3254;839;27558;13303;108451;66875;7985;33591;187536;46989;36496;104051;0;0;0;6464.0;6464.0;0.0;2316.0;2316.0;0.0;4148.0;4148.0;0.0;6464.0;2718.0;1907.0;810.0;3747.0;313.0;8.0;106.0;14.0;118.0;67.0;1690.0;1129.0;180.0;381.0;1744.0;327.0;448.0;969.0;0.0
231;Total Dutch airports;2012 July;48330;6443;44593;39238.0;5355;22300;19586.0;2714;22293;19652.0;2641;5759003;5029692.0;729311;2713559;2387258.0;326301;3045444;2642434.0;403010;5759003;4149748;3331102;818646;1609251;291325;137892;37105;5647;74892;35789;800062;595999;108800;95263;517864;138370;166394;213100;0;0;4;130140;109408;20732;63057;52947;10111;67083;56462;10621;130140;13189;2763;10425;116952;14735;596;1020;327;8512;4279;37456;23323;2905;11227;64761;16260;13542;34959;0;0;0;2206.0;2206.0;0.0;781.0;781.0;0.0;1425.0;1425.0;0.0;2206.0;899.0;630.0;269.0;1306.0;115.0;4.0;35.0;5.0;44.0;26.0;528.0;340.0;63.0;125.0;664.0;136.0;153.0;375.0;0.0
232;Total Dutch airports;2012 August;48001;6653;44353;39015.0;5338;22192;19528.0;2664;22161;19487.0;2674;5671424;4942984.0;728440;2971537;2584573.0;386964;2699887;2358411.0;341476;5671424;4043632;3273877;769755;1627787;289747;133144;38228;5715;77006;35654;804095;602428;108512;93155;533945;150506;166909;216530;0;0;5;124791;103957;20834;62471;51420;11051;62320;52538;9783;124791;12426;2769;9657;112365;14657;589;935;271;8889;3973;37605;22186;2751;12668;60102;14425;11587;34091;0;0;0;2129.0;2129.0;0.0;765.0;765.0;0.0;1365.0;1365.0;0.0;2129.0;865.0;601.0;264.0;1264.0;103.0;4.0;31.0;6.0;39.0;24.0;516.0;327.0;68.0;121.0;645.0;106.0;142.0;397.0;0.0
233;Total Dutch airports;2012 September;45437;5837;41799;37618.0;4181;20913;18810.0;2103;20886;18808.0;2078;5239374;4694016.0;545358;2638183;2360343.0;277840;2601191;2333673.0;267518;5239374;3776436;3103457;672979;1462937;244945;100827;37054;5581;66401;35082;730943;543005;95888;92050;487049;124553;153352;209144;0;0;1;129588;108879;20709;66757;55815;10941;62832;53064;9768;129588;13252;2942;10310;116336;14987;782;764;245;9003;4193;37119;22229;2730;12161;64230;16172;11899;36159;0;0;0;2204.0;2204.0;0.0;761.0;761.0;0.0;1443.0;1443.0;0.0;2204.0;903.0;628.0;275.0;1301.0;110.0;3.0;34.0;6.0;38.0;29.0;531.0;358.0;54.0;119.0;660.0;104.0;147.0;410.0;0.0
234;Total Dutch airports;2012 3rd quarter;141768;18933;130745;115871.0;14874;65405;57924.0;7481;65340;57947.0;7393;16669801;14666692.0;2003109;8323279;7332174.0;991105;8346522;7334518.0;1012004;16669801;11969816;9708436;2261380;4699975;826017;371863;112387;16943;218299;106525;2335100;1741432;313200;280468;1538858;413429;486655;638774;0;0;10;384520;322245;62275;192285;160182;32103;192235;162063;30172;384520;38867;8475;30392;345653;44379;1967;2719;843;26405;12445;112181;67738;8387;36056;189093;46856;37028;105209;0;0;0;6539.0;6539.0;0.0;2306.0;2306.0;0.0;4233.0;4233.0;0.0;6539.0;2668.0;1859.0;809.0;3871.0;327.0;11.0;100.0;16.0;121.0;79.0;1575.0;1024.0;185.0;365.0;1969.0;345.0;441.0;1182.0;0.0
235;Total Dutch airports;2012 October;45218;5895;42082;38327.0;3755;21045;19148.0;1897;21037;19179.0;1858;5100023;4670846.0;429177;2585686;2347858.0;237828;2514337;2322988.0;191349;5100023;3663822;2983302;680520;1436201;253993;107034;38407;4991;66171;37390;687633;495683;100804;91146;494575;138800;157513;198262;0;0;0;130676;108392;22284;64611;53674;10937;66065;54718;11347;130676;13423;3194;10229;117253;16691;619;778;339;10419;4535;36974;21543;2799;12632;63588;16840;11475;35273;0;0;0;2525.0;2525.0;0.0;884.0;884.0;0.0;1642.0;1642.0;0.0;2525.0;1013.0;710.0;302.0;1513.0;117.0;4.0;37.0;6.0;41.0;31.0;630.0;451.0;52.0;127.0;765.0;122.0;177.0;465.0;0.0
236;Total Dutch airports;2012 November;37479;5482;34833;33037.0;1796;17412;16495.0;917;17421;16542.0;879;3944666;3787979.0;156687;1991565;1907908.0;83657;1953101;1880071.0;73030;3944666;2725085;2320114;404971;1219581;228877;90965;41335;4767;54535;37275;548682;362548;97882;88252;442022;117274;165100;159648;0;0;0;132646;111075;21571;69167;57933;11234;63479;53142;10337;132646;15579;3069;12510;117067;16805;892;876;323;10315;4399;35615;20516;2569;12530;64647;15887;11942;36818;0;0;0;2884.0;2884.0;0.0;948.0;948.0;0.0;1936.0;1936.0;0.0;2884.0;1132.0;815.0;317.0;1752.0;139.0;4.0;41.0;9.0;42.0;42.0;729.0;558.0;66.0;105.0;884.0;128.0;219.0;538.0;0.0
237;Total Dutch airports;2012 December;34929;3007;33071;31430.0;1641;16555;15697.0;858;16516;15733.0;783;3858569;3719002.0;139567;1880368;1816036.0;64332;1978201;1902966.0;75235;3858569;2568570;2191484;377086;1289998;237001;85153;45963;5434;58559;41892;581768;382972;103431;95365;471229;130644;184843;155742;0;0;1;131178;111036;20142;67293;56358;10936;63884;54678;9207;131178;14225;3085;11141;116953;16871;1256;848;268;10280;4219;37674;22385;2932;12357;62407;17800;11432;33175;0;0;0;3443.0;3443.0;0.0;1213.0;1213.0;0.0;2230.0;2230.0;0.0;3443.0;1433.0;1048.0;385.0;2010.0;146.0;3.0;43.0;11.0;47.0;41.0;921.0;733.0;84.0;104.0;943.0;145.0;236.0;563.0;0.0
238;Total Dutch airports;2012 4th quarter;117626;14384;109986;102794.0;7192;55012;51340.0;3672;54974;51454.0;3520;12903258;12177827.0;725431;6457619;6071802.0;385817;6445639;6106025.0;339614;12903258;8957477;7494900;1462577;3945780;719871;283152;125705;15192;179265;116557;1818083;1241203;302117;274763;1407826;386718;507456;513652;0;0;1;394500;330502;63997;201071;167964;33107;193428;162538;30890;394500;43227;9348;33879;351272;50367;2767;2501;931;31014;13154;110263;64444;8300;37519;190642;50526;34850;105266;0;0;0;8852.0;8852.0;0.0;3045.0;3045.0;0.0;5808.0;5808.0;0.0;8852.0;3578.0;2574.0;1004.0;5274.0;402.0;12.0;121.0;26.0;130.0;114.0;2280.0;1742.0;202.0;337.0;2592.0;395.0;632.0;1565.0;0.0
239;Total Dutch airports;2012;508447;71944;468581;431049.0;37532;234297;215319.0;18978;234284;215730.0;18554;55653320;51335068.0;4318252;27833958;25694475.0;2139483;27819362;25640593.0;2178769;55653320;39286336;32600496;6685840;16366967;2840827;1157974;459620;53611;748921;420701;7842127;5555182;1225691;1061254;5684013;1541945;1964400;2177668;0;0;17;1536055;1283352;252704;784910;651565;133344;751146;631786;119359;1536055;156916;36626;120290;1379140;190117;8332;11018;3312;116317;51138;445274;268288;35049;141937;743749;193243;140276;410230;0;0;0;28375.0;28375.0;0.0;10095.0;10095.0;0.0;18281.0;18281.0;0.0;28375.0;11722.0;8329.0;3393.0;16654.0;1410.0;40.0;424.0;71.0;528.0;349.0;7103.0;4984.0;733.0;1386.0;8140.0;1461.0;1983.0;4696.0;0.0
240;Total Dutch airports;2013 January;35495;4109;33360;31828.0;1532;16656;15877.0;779;16704;15951.0;753;3670053;3534057.0;135996;1866007;1795036.0;70971;1804046;1739021.0;65025;3670053;2397295;2028212;369083;1272757;237643;80314;46922;5762;63850;40795;565379;354728;110044;100607;469735;121477;189528;158730;0;0;1;120433;102167;18266;63655;53643;10012;56778;48524;8254;120433;11985;2684;9300;108448;16089;1460;757;228;10280;3363;32764;18998;2553;11213;59595;16038;10475;33082;0;0;0;2660.0;2660.0;0.0;919.0;919.0;0.0;1741.0;1741.0;0.0;2660.0;1098.0;779.0;319.0;1562.0;126.0;5.0;38.0;8.0;35.0;41.0;589.0;456.0;50.0;83.0;847.0;102.0;187.0;558.0;0.0
241;Total Dutch airports;2013 February;34301;3888;31936;30270.0;1666;15977;15108.0;869;15959;15162.0;797;3563751;3411186.0;152565;1765193;1690732.0;74461;1798558;1720454.0;78104;3563751;2446050;2078835;367215;1117697;219209;82485;40104;4443;57199;34978;480480;296501;98334;85645;418008;111327;159885;146796;0;0;4;118044;98624;19420;60991;50386;10605;57052;48237;8815;118044;11099;3034;8065;106945;16260;812;812;459;10135;4040;36042;20793;2994;12255;54643;17431;10023;27190;0;0;0;2312.0;2312.0;0.0;778.0;778.0;0.0;1534.0;1534.0;0.0;2312.0;929.0;661.0;268.0;1383.0;107.0;4.0;27.0;8.0;32.0;36.0;557.0;443.0;44.0;69.0;720.0;112.0;168.0;439.0;0.0
242;Total Dutch airports;2013 March;40411;4954;36854;34939.0;1915;18411;17439.0;972;18443;17500.0;943;4341934;4160023.0;181911;2189392;2099080.0;90312;2152542;2060943.0;91599;4341934;3002942;2553793;449149;1338992;237158;94095;43447;5089;52702;41825;608364;401860;110320;96184;493470;137605;177813;178052;0;0;0;142318;120043;22276;72098;60352;11746;70220;59691;10530;142318;14264;3335;10929;128054;16407;983;726;323;10145;4231;40677;22866;2812;14999;70970;19071;12350;39550;0;0;0;2853.0;2852.0;1.0;979.0;978.0;0.0;1874.0;1874.0;0.0;2853.0;1081.0;793.0;288.0;1771.0;120.0;4.0;30.0;9.0;37.0;40.0;727.0;571.0;51.0;105.0;924.0;122.0;191.0;612.0;0.0
243;Total Dutch airports;2013 1st quarter;110207;12951;102150;97037.0;5113;51044;48424.0;2620;51106;48613.0;2493;11575738;11105266.0;470472;5820592;5584848.0;235744;5755146;5520418.0;234728;11575738;7846287;6660840;1185447;3729446;694010;256894;130473;15294;173751;117598;1654223;1053089;318698;282436;1381213;370409;527226;483578;0;0;5;380795;320834;59961;196744;164382;32363;184051;156452;27599;380795;37348;9053;28295;343447;48755;3255;2295;1011;30560;11634;109482;62657;8359;38466;185209;52540;32848;99821;0;0;0;7825.0;7824.0;1.0;2676.0;2676.0;0.0;5149.0;5149.0;0.0;7825.0;3108.0;2233.0;875.0;4716.0;352.0;13.0;95.0;24.0;104.0;117.0;1873.0;1471.0;145.0;257.0;2491.0;337.0;546.0;1609.0;0.0
244;Total Dutch airports;2013 April;43252;3938;40217;37716.0;2501;20111;18828.0;1283;20106;18888.0;1218;4779391;4537808.0;241583;2337110;2238416.0;98694;2442281;2299392.0;142889;4779391;3406408;2844533;561875;1372983;226283;107165;38812;4531;42926;32849;664912;468365;103231;93316;481788;131469;154166;196153;0;0;0;127954;109529;18425;66582;57003;9579;61372;52526;8846;127954;13053;2871;10183;114900;14541;863;802;315;9345;3217;35041;20867;2560;11614;65318;16596;11779;36942;0;0;0;2773.0;2773.0;0.0;939.0;939.0;0.0;1834.0;1834.0;0.0;2773.0;1012.0;691.0;321.0;1761.0;114.0;9.0;26.0;7.0;40.0;33.0;756.0;568.0;63.0;124.0;891.0;81.0;184.0;626.0;0.0
245;Total Dutch airports;2013 May;47538;5770;44108;40125.0;3983;22038;20065.0;1973;22070;20060.0;2010;5440427;4940125.0;500302;2742625;2493189.0;249436;2697802;2446936.0;250866;5440427;3999143;3266362;732781;1441284;223821;106485;31529;5265;49724;30818;740154;545695;100746;93713;477309;129313;150420;197576;0;0;0;127328;107789;19539;65783;55617;10166;61545;52171;9373;127328;12822;2972;9850;114505;15422;890;805;294;9737;3697;36087;21668;2557;11862;62996;16371;11358;35267;0;0;0;2806.0;2806.0;0.0;970.0;970.0;0.0;1836.0;1836.0;0.0;2806.0;1034.0;734.0;300.0;1771.0;131.0;11.0;30.0;8.0;47.0;36.0;773.0;586.0;72.0;115.0;868.0;90.0;199.0;578.0;0.0
246;Total Dutch airports;2013 June;46372;5947;42758;38989.0;3769;21380;19481.0;1899;21378;19508.0;1870;5404974;4938866.0;466108;2691770;2464906.0;226864;2713204;2473960.0;239244;5404974;3878158;3198351;679807;1526816;235607;101866;32308;5705;63312;32416;790054;595426;98474;96154;501155;139086;153598;208471;0;0;0;128607;110609;17999;64080;54968;9112;64528;55641;8887;128607;11759;3056;8703;116849;14130;822;1086;499;7591;4132;35895;22451;2513;10931;66824;18051;12488;36285;0;0;0;2678.0;2678.0;0.0;960.0;960.0;0.0;1717.0;1717.0;0.0;2678.0;959.0;688.0;272.0;1718.0;133.0;11.0;27.0;7.0;53.0;35.0;775.0;576.0;87.0;111.0;811.0;93.0;191.0;527.0;0.0
247;Total Dutch airports;2013 2nd quarter;137162;15655;127083;116830.0;10253;63529;58374.0;5155;63554;58456.0;5098;15624792;14416799.0;1207993;7771505;7196511.0;574994;7853287;7220288.0;632999;15624792;11283709;9309246;1974463;4341083;685711;315516;102649;15501;155962;96083;2195120;1609486;302451;283183;1460252;399868;458184;602200;0;0;0;383889;327926;55963;196444;167588;28857;187444;160338;27106;383889;37634;8899;28736;346254;44094;2574;2692;1108;26673;11046;107023;64986;7630;34407;195138;51019;35625;108495;0;0;0;8256.0;8256.0;0.0;2869.0;2869.0;0.0;5387.0;5387.0;0.0;8256.0;3006.0;2113.0;893.0;5251.0;379.0;31.0;83.0;22.0;140.0;104.0;2303.0;1730.0;222.0;350.0;2569.0;264.0;575.0;1731.0;0.0
248;Total Dutch airports;2013 July;48804;6565;45286;40055.0;5231;22637;20007.0;2630;22649;20048.0;2601;5934128;5217159.0;716969;2804005;2481861.0;322144;3130123;2735298.0;394825;5934128;4275317;3462194;813123;1658811;278212;129465;36020;6698;70815;35214;835820;619607;106387;109826;544779;159067;164126;221586;0;0;0;128687;111174;17512;63396;54849;8547;65291;56326;8965;128687;12886;3436;9450;115801;13182;660;1038;324;7588;3572;35466;20830;2429;12207;67153;16633;12625;37896;0;0;0;2777.0;2777.0;0.0;987.0;987.0;0.0;1790.0;1790.0;0.0;2777.0;941.0;674.0;267.0;1836.0;145.0;14.0;30.0;9.0;58.0;34.0;853.0;586.0;127.0;140.0;838.0;105.0;220.0;513.0;0.0
249;Total Dutch airports;2013 August;48339;6934;44963;39716.0;5247;22467;19876.0;2591;22496;19840.0;2656;5942981;5216237.0;726744;3106009;2716755.0;389254;2836972;2499482.0;337490;5942981;4226967;3422342;804625;1716010;297109;144890;38424;7685;70082;36028;854470;641256;106840;106374;564431;171505;168922;224004;0;0;4;132412;112711;19701;66088;56139;9950;66324;56572;9752;132412;13914;3382;10532;118499;13464;707;992;318;7486;3960;37055;21726;2502;12827;67902;17369;13348;37185;78;0;0;2768.0;2768.0;0.0;964.0;964.0;0.0;1803.0;1803.0;0.0;2768.0;892.0;631.0;260.0;1876.0;138.0;10.0;28.0;9.0;59.0;31.0;902.0;610.0;116.0;175.0;836.0;126.0;205.0;505.0;0.0
250;Total Dutch airports;2013 September;46776;5725;43316;39313.0;4003;21662;19665.0;1997;21654;19648.0;2006;5477811;4956421.0;521390;2757247;2490567.0;266680;2720564;2465854.0;254710;5477811;3980218;3286926;693292;1497593;221835;84286;36726;6629;60504;33690;764189;560859;97788;105542;511569;144898;153126;213545;0;0;0;134087;114926;19161;67965;58097;9868;66122;56829;9293;134087;13515;3321;10194;120571;13554;883;872;353;7655;3792;36817;22458;2540;11819;70201;19128;13281;37791;0;0;0;2845.0;2845.0;0.0;994.0;994.0;0.0;1851.0;1851.0;0.0;2845.0;904.0;682.0;222.0;1940.0;136.0;9.0;31.0;8.0;61.0;27.0;921.0;635.0;112.0;175.0;883.0;143.0;221.0;520.0;0.0
251;Total Dutch airports;2013 3rd quarter;143919;19224;133565;119084.0;14481;66766;59548.0;7218;66799;59536.0;7263;17354920;15389817.0;1965103;8667261;7689183.0;978078;8687659;7700634.0;987025;17354920;12482502;10171462;2311040;4872414;797156;358641;111170;21012;201401;104932;2454479;1821722;311015;321742;1620779;475470;486174;659135;0;0;4;395186;338812;56374;197449;169085;28364;197736;169727;28010;395186;40315;10139;30176;354871;40200;2250;2903;995;22729;11323;109338;65015;7471;36853;205255;53130;39254;112871;78;0;0;8389.0;8389.0;0.0;2945.0;2945.0;0.0;5444.0;5444.0;0.0;8389.0;2737.0;1988.0;749.0;5652.0;419.0;33.0;90.0;26.0;177.0;92.0;2676.0;1830.0;355.0;490.0;2557.0;373.0;646.0;1538.0;0.0
252;Total Dutch airports;2013 October;46264;5411;43084;39603.0;3481;21539;19804.0;1735;21545;19799.0;1746;5288928;4888458.0;400470;2671780;2450379.0;221401;2617148;2438079.0;179069;5288928;3837144;3128468;708676;1451782;221022;81461;41108;5896;58351;34206;711444;510374;101966;99104;519316;151822;159698;207796;0;0;2;139685;119002;20683;71416;60917;10500;68269;58086;10183;139685;13054;3654;9400;126632;15826;988;926;316;9454;4142;38540;22355;2858;13327;72266;19744;13503;39019;0;0;0;3209.0;3209.0;0.0;1145.0;1145.0;0.0;2064.0;2064.0;0.0;3209.0;1072.0;825.0;247.0;2137.0;160.0;14.0;40.0;8.0;63.0;35.0;1059.0;725.0;139.0;196.0;918.0;148.0;235.0;535.0;0.0
253;Total Dutch airports;2013 November;38601;4730;35980;34323.0;1657;17992;17157.0;835;17988;17166.0;822;4099344;3951543.0;147801;2070177;1990956.0;79221;2029167;1960587.0;68580;4099344;2870409;2438155;432254;1228935;205018;61547;45761;5933;53380;38397;562780;366656;104472;91652;461137;138856;159165;163116;0;0;0;145838;125945;19894;75913;65864;10049;69926;60081;9844;145838;14142;4101;10041;131696;15582;907;1053;315;9332;3975;38717;23213;2475;13029;77397;20264;13832;43301;0;0;0;3371.0;3371.0;0.0;1175.0;1175.0;0.0;2196.0;2196.0;0.0;3371.0;1140.0;848.0;291.0;2232.0;198.0;23.0;48.0;9.0;72.0;46.0;1125.0;741.0;155.0;229.0;909.0;165.0;272.0;472.0;0.0
254;Total Dutch airports;2013 December;37056;3625;34930;33504.0;1426;17491;16767.0;724;17439;16737.0;702;4103791;3975310.0;128481;2007376;1944758.0;62618;2096415;2030552.0;65863;4103791;2776539;2362450;414089;1327252;227782;70076;50399;6437;57151;43719;612527;401980;109405;101142;486943;156570;174901;155472;0;0;0;139776;121041;18735;71096;61403;9692;68681;59638;9043;139776;13921;3922;9999;125856;15350;1262;874;473;8989;3752;36412;20975;3422;12015;74093;21071;12741;40281;0;0;0;3821.0;3821.0;0.0;1414.0;1414.0;0.0;2408.0;2408.0;0.0;3821.0;1419.0;1061.0;358.0;2402.0;218.0;27.0;74.0;11.0;64.0;42.0;1221.0;851.0;117.0;253.0;963.0;179.0;284.0;499.0;0.0
255;Total Dutch airports;2013 4th quarter;121921;13766;113994;107430.0;6564;57022;53728.0;3294;56972;53702.0;3270;13492063;12815311.0;676752;6749333;6386093.0;363240;6742730;6429218.0;313512;13492063;9484092;7929073;1555019;4007969;653822;213084;137268;18266;168882;116322;1886751;1279010;315843;291898;1467396;447248;493764;526384;0;0;2;425300;365989;59311;218425;188184;30241;206875;177805;29070;425300;41117;11677;29440;384183;46758;3157;2853;1105;27775;11869;113669;66543;8755;38371;223756;61080;40075;122601;0;0;0;10401.0;10401.0;0.0;3734.0;3734.0;0.0;6668.0;6667.0;0.0;10401.0;3631.0;2735.0;896.0;6771.0;576.0;64.0;162.0;28.0;199.0;123.0;3405.0;2317.0;410.0;678.0;2789.0;491.0;791.0;1506.0;0.0
256;Total Dutch airports;2013;513209;61596;476792;440381.0;36411;238361;220074.0;18287;238431;220307.0;18124;58047513;53727193.0;4320320;29008691;26856635.0;2152056;29038822;26870558.0;2168264;58047513;41096590;34070621;7025969;16950912;2830699;1144135;481560;70073;699996;434935;8190573;5763307;1248007;1179259;5929640;1692995;1965348;2271297;0;0;11;1585170;1353560;231610;809063;689238;119825;776107;664322;111785;1585170;156414;39768;116646;1428756;179807;11236;10744;4218;107737;45871;439512;259201;32215;148096;809359;217768;147802;443789;78;0;0;34872.0;34871.0;1.0;12224.0;12224.0;0.0;22647.0;22647.0;0.0;34872.0;12482.0;9068.0;3414.0;22390.0;1726.0;141.0;430.0;100.0;620.0;435.0;10257.0;7348.0;1133.0;1776.0;10406.0;1465.0;2558.0;6384.0;0.0
257;Total Dutch airports;2014 January;37193;3934;34913;33506.0;1407;17426;16727.0;699;17487;16779.0;708;3937135;3814803.0;122332;1993517;1930418.0;63099;1943618;1884385.0;59233;3937135;2614350;2219800;394550;1322785;227001;65094;52249;6614;60535;42509;587706;363828;119512;104366;508078;156234;182518;169326;0;0;0;127785;110105;17680;67619;58176;9443;60166;51929;8237;127785;13572;4053;9519;114213;14605;1300;887;317;8991;3109;34815;20372;3046;11397;64793;18951;10114;35728;0;0;0;2978.0;2978.0;0.0;1031.0;1031.0;0.0;1947.0;1947.0;0.0;2978.0;1086.0;778.0;308.0;1892.0;180.0;26.0;57.0;8.0;51.0;38.0;872.0;612.0;76.0;184.0;840.0;157.0;244.0;439.0;0.0
258;Total Dutch airports;2014 February;35387;5269;32831;31247.0;1584;16406;15620.0;786;16425;15627.0;798;3770429;3633357.0;137072;1859121;1792531.0;66590;1911308;1840826.0;70482;3770429;2615846;2227165;388681;1154580;210963;67530;45028;5461;55842;37102;492916;302449;102405;88062;450701;143655;155965;151081;0;0;3;128099;107829;20270;64955;54387;10568;63143;53441;9702;128099;12543;4098;8444;115556;15919;1294;888;341;9891;3505;40387;23949;3598;12840;59250;19882;10737;28631;0;0;0;2678.0;2678.0;0.0;917.0;917.0;0.0;1761.0;1761.0;0.0;2678.0;981.0;716.0;265.0;1697.0;149.0;21.0;44.0;7.0;46.0;31.0;790.0;561.0;73.0;156.0;759.0;146.0;208.0;404.0;0.0
259;Total Dutch airports;2014 March;41687;5499;38006;36296.0;1710;18995;18148.0;847;19011;18148.0;863;4489453;4324578.0;164875;2277177;2192319.0;84858;2212276;2132259.0;80017;4489453;3147287;2682865;464422;1342166;231006;81685;48868;5782;53691;40980;602415;392758;110085;99572;508745;164360;163313;181072;0;0;0;151894;131747;20147;76813;66584;10229;75081;65163;9918;151894;16278;4579;11698;135616;16427;912;1155;377;9681;4302;41296;26504;2835;11956;77893;19981;13329;44582;0;0;0;3011.0;3011.0;0.0;1061.0;1061.0;0.0;1950.0;1950.0;0.0;3011.0;1037.0;761.0;276.0;1974.0;171.0;21.0;57.0;7.0;51.0;34.0;888.0;634.0;78.0;176.0;915.0;162.0;232.0;522.0;0.0
260;Total Dutch airports;2014 1st quarter;114267;14702;105750;101049.0;4701;52827;50495.0;2332;52923;50554.0;2369;12197017;11772738.0;424279;6129815;5915268.0;214547;6067202;5857470.0;209732;12197017;8377483;7129830;1247653;3819531;668970;214309;146145;17857;170068;120591;1683037;1059035;332002;292000;1467524;464249;501796;501479;0;0;3;407777;349680;58096;209387;179147;30239;198390;170533;27857;407777;42392;12731;29662;365385;46951;3506;2930;1035;28564;10916;116497;70825;9479;36192;201937;58815;34181;108941;0;0;0;8667.0;8667.0;0.0;3009.0;3009.0;0.0;5658.0;5658.0;0.0;8667.0;3103.0;2255.0;848.0;5564.0;499.0;68.0;158.0;22.0;148.0;103.0;2550.0;1807.0;227.0;516.0;2514.0;466.0;684.0;1365.0;0.0
261;Total Dutch airports;2014 April;44148;5323;41042;38566.0;2476;20512;19261.0;1251;20530;19305.0;1225;5075277;4811269.0;264008;2465884;2357755.0;108129;2609393;2453514.0;155879;5075277;3674238;3081242;592996;1401039;224672;88736;43600;6256;49712;36368;662304;455864;104163;102277;514063;167717;154168;192178;0;0;0;140058;122167;17891;72744;63751;8993;67314;58416;8898;140058;14687;3989;10699;125370;15277;899;1075;218;9041;4044;38185;24399;2525;11260;71908;19524;11564;40820;0;0;0;2934.0;2934.0;0.0;1032.0;1032.0;0.0;1902.0;1902.0;0.0;2934.0;1062.0;797.0;265.0;1872.0;177.0;25.0;54.0;7.0;53.0;38.0;876.0;612.0;73.0;191.0;819.0;153.0;225.0;441.0;0.0
262;Total Dutch airports;2014 May;48262;5708;44684;41049.0;3635;22329;20529.0;1800;22355;20520.0;1835;5618850;5146799.0;472051;2830908;2599575.0;231333;2787942;2547224.0;240718;5618850;4159715;3438222;721493;1459135;211639;82424;34555;7234;51588;35838;749101;541965;102596;104540;498395;146254;154397;197744;0;0;0;145390;127179;18211;74924;65745;9179;70466;61434;9032;145390;16089;4586;11504;129300;17581;1195;1368;251;10340;4427;38490;24515;2478;11496;73230;19698;12159;41374;0;0;0;2943.0;2943.0;0.0;1033.0;1033.0;0.0;1910.0;1910.0;0.0;2943.0;1015.0;761.0;254.0;1928.0;169.0;25.0;45.0;6.0;52.0;41.0;938.0;643.0;98.0;197.0;822.0;162.0;223.0;437.0;0.0
