ID;Sex;Age;LevelOfEducation;CaribbeanNetherlands;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;TemporaryEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;PartTime_11;LessThan20WorkingHoursAWeek_12;LessThan12WorkingHoursAWeek_13;k_12To19WorkingHoursAWeek_14;k_20To34WorkingHoursAWeek_15;k_20To27WorkingHoursAWeek_16;k_28To34WorkingHoursAWeek_17;FullTime_18;UnemployedLabourForce_19;UnemploymentRate_20;NotInTheLabourForce_21;GrossLabourParticipationRate_22;NetLabourParticipationRate_23
154;Total male and female;15 to 24 years;1 Lower education;Bonaire;2020;1020;350;310;300;120;180;20;20;0;0;110;50;10;40;60;10;50;200;30;;680;33.9;30.5
155;Total male and female;15 to 24 years;1 Lower education;Bonaire;2022;1050;550;490;490;230;260;0;0;0;0;110;40;10;30;80;50;30;380;60;;500;52.2;46.6
156;Total male and female;15 to 24 years;1 Lower education;St. Eustatius;2012;250;50;50;50;20;20;10;10;0;0;30;20;20;0;10;10;0;20;0;;200;20.1;20.1
157;Total male and female;15 to 24 years;1 Lower education;St. Eustatius;2014;280;80;50;40;30;10;10;10;0;0;40;0;0;0;40;20;10;20;20;;200;;
158;Total male and female;15 to 24 years;1 Lower education;St. Eustatius;2016;220;60;20;20;20;10;0;0;0;0;20;10;10;0;10;0;10;10;30;;160;;
159;Total male and female;15 to 24 years;1 Lower education;St. Eustatius;2018;230;90;70;70;40;30;0;0;0;0;10;0;0;0;10;10;0;60;20;;140;38.6;30.3
160;Total male and female;15 to 24 years;1 Lower education;St. Eustatius;2020;260;100;80;80;40;30;0;0;0;0;20;0;0;0;20;20;0;60;20;;160;38.4;31.0
161;Total male and female;15 to 24 years;1 Lower education;St. Eustatius;2022;300;110;90;80;60;20;10;10;0;0;0;0;0;0;0;0;0;90;10;;190;35.9;31.2
162;Total male and female;15 to 24 years;1 Lower education;Saba;2012;210;110;100;100;60;40;0;0;0;0;40;20;10;10;20;20;0;60;10;;100;;
163;Total male and female;15 to 24 years;1 Lower education;Saba;2014;80;50;50;40;30;10;10;10;0;0;20;0;0;0;10;10;0;30;0;;40;;
164;Total male and female;15 to 24 years;1 Lower education;Saba;2016;70;40;30;20;10;20;0;0;0;0;20;10;10;0;10;10;0;10;10;;30;;
165;Total male and female;15 to 24 years;1 Lower education;Saba;2018;70;40;40;30;10;20;10;0;0;10;20;10;10;0;10;10;0;20;0;;30;;
166;Total male and female;15 to 24 years;1 Lower education;Saba;2020;90;40;40;40;20;20;0;0;0;0;10;0;0;0;10;0;10;30;10;;50;;
167;Total male and female;15 to 24 years;1 Lower education;Saba;2022;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;40;;
168;Total male and female;15 to 24 years;2 Intermediate education;Caribbean Netherlands;2012;750;380;330;330;230;100;0;0;0;0;130;20;0;20;110;80;30;200;50;;360;51.4;44.4
169;Total male and female;15 to 24 years;2 Intermediate education;Caribbean Netherlands;2014;1050;530;450;430;230;190;30;10;0;10;200;100;60;40;100;100;10;250;80;14.6;520;50.4;43.1
170;Total male and female;15 to 24 years;2 Intermediate education;Caribbean Netherlands;2016;1040;550;490;470;280;190;20;0;20;0;110;80;70;10;30;30;0;380;60;11.6;490;53.0;46.8
171;Total male and female;15 to 24 years;2 Intermediate education;Caribbean Netherlands;2018;1300;730;710;680;300;380;30;30;0;0;270;90;60;30;190;130;60;440;10;1.9;570;55.9;54.9
172;Total male and female;15 to 24 years;2 Intermediate education;Caribbean Netherlands;2020;1030;600;530;510;240;280;20;20;0;0;130;0;0;0;130;90;40;400;70;12.3;430;58.6;51.4
173;Total male and female;15 to 24 years;2 Intermediate education;Caribbean Netherlands;2022;1190;690;620;570;400;170;40;30;10;0;200;80;30;50;110;110;0;420;70;10.5;500;57.8;51.9
174;Total male and female;15 to 24 years;2 Intermediate education;Bonaire;2012;600;330;280;280;190;90;0;0;0;0;110;10;0;10;100;80;30;170;50;;270;54.7;46.7
175;Total male and female;15 to 24 years;2 Intermediate education;Bonaire;2014;870;410;350;330;180;150;30;10;0;10;170;90;50;40;80;80;0;180;60;;460;47.5;40.4
176;Total male and female;15 to 24 years;2 Intermediate education;Bonaire;2016;930;490;440;420;250;170;20;0;20;0;90;70;60;10;20;20;0;350;50;;440;52.5;47.1
177;Total male and female;15 to 24 years;2 Intermediate education;Bonaire;2018;1120;610;600;570;260;310;30;30;0;0;240;90;60;30;160;120;40;360;10;2.0;500;54.9;53.9
178;Total male and female;15 to 24 years;2 Intermediate education;Bonaire;2020;930;550;480;460;200;260;20;20;0;0;120;0;0;0;120;90;30;360;70;;380;58.9;51.5
179;Total male and female;15 to 24 years;2 Intermediate education;Bonaire;2022;1110;650;590;540;390;150;40;30;10;0;190;80;30;50;110;110;0;390;70;;460;58.9;52.7
180;Total male and female;15 to 24 years;2 Intermediate education;St. Eustatius;2012;110;30;20;20;10;10;0;0;0;0;10;10;0;10;0;0;0;10;0;;80;;
181;Total male and female;15 to 24 years;2 Intermediate education;St. Eustatius;2014;110;70;50;50;30;20;0;0;0;0;10;0;0;0;10;10;0;40;10;;40;;
182;Total male and female;15 to 24 years;2 Intermediate education;St. Eustatius;2016;60;30;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;10;10;;30;;
183;Total male and female;15 to 24 years;2 Intermediate education;St. Eustatius;2018;100;40;40;40;10;40;0;0;0;0;20;0;0;0;20;10;10;30;0;;60;;
184;Total male and female;15 to 24 years;2 Intermediate education;St. Eustatius;2020;50;20;20;20;10;0;0;0;0;0;0;0;0;0;0;0;0;10;10;;20;;
185;Total male and female;15 to 24 years;2 Intermediate education;St. Eustatius;2022;40;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;30;;
186;Total male and female;15 to 24 years;2 Intermediate education;Saba;2012;40;30;30;30;20;10;0;0;0;0;10;0;0;0;10;0;10;20;0;;10;;
187;Total male and female;15 to 24 years;2 Intermediate education;Saba;2014;70;50;50;50;30;20;0;0;0;0;10;10;10;0;10;0;10;30;0;;20;;
188;Total male and female;15 to 24 years;2 Intermediate education;Saba;2016;60;40;40;40;20;20;0;0;0;0;20;0;0;0;10;10;0;20;0;;20;;
189;Total male and female;15 to 24 years;2 Intermediate education;Saba;2018;80;70;70;60;30;30;0;0;0;0;10;0;0;0;10;10;10;60;0;;10;;
190;Total male and female;15 to 24 years;2 Intermediate education;Saba;2020;60;40;40;40;20;20;0;0;0;0;10;0;0;0;10;0;0;30;0;;20;;
191;Total male and female;15 to 24 years;2 Intermediate education;Saba;2022;40;20;20;20;10;20;0;0;0;0;0;0;0;0;0;0;0;20;0;;20;;
192;Total male and female;15 to 24 years;3 Higher education;Caribbean Netherlands;2012;210;60;60;50;30;20;10;0;0;10;20;0;0;0;20;0;20;40;0;;160;;
193;Total male and female;15 to 24 years;3 Higher education;Caribbean Netherlands;2014;270;70;50;30;30;0;20;0;0;20;0;0;0;0;0;0;0;50;10;;210;24.0;19.6
194;Total male and female;15 to 24 years;3 Higher education;Caribbean Netherlands;2016;300;130;110;110;60;50;0;0;0;0;30;0;0;0;30;10;20;80;20;;170;43.4;36.9
195;Total male and female;15 to 24 years;3 Higher education;Caribbean Netherlands;2018;180;60;50;40;20;20;10;0;10;0;10;0;0;0;10;0;10;50;10;;110;;
196;Total male and female;15 to 24 years;3 Higher education;Caribbean Netherlands;2020;140;80;80;80;50;30;0;0;0;0;30;0;0;0;30;0;30;50;0;;50;;
197;Total male and female;15 to 24 years;3 Higher education;Caribbean Netherlands;2022;100;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;90;7.0;7.0
198;Total male and female;15 to 24 years;3 Higher education;Bonaire;2012;80;40;40;40;30;10;0;0;0;0;10;0;0;0;10;0;10;30;0;;40;;
199;Total male and female;15 to 24 years;3 Higher education;Bonaire;2014;100;50;40;20;20;0;20;0;0;20;0;0;0;0;0;0;0;40;10;;50;;
200;Total male and female;15 to 24 years;3 Higher education;Bonaire;2016;120;100;80;80;50;30;0;0;0;0;20;0;0;0;20;0;20;60;20;;20;;
201;Total male and female;15 to 24 years;3 Higher education;Bonaire;2018;40;40;30;30;10;10;0;0;0;0;0;0;0;0;0;0;0;30;10;;0;;
202;Total male and female;15 to 24 years;3 Higher education;Bonaire;2020;90;70;70;70;40;30;0;0;0;0;30;0;0;0;30;0;30;40;0;;20;;
203;Total male and female;15 to 24 years;3 Higher education;Bonaire;2022;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;;
204;Total male and female;15 to 24 years;3 Higher education;St. Eustatius;2012;20;10;10;10;0;0;10;0;0;10;0;0;0;0;0;0;0;10;0;;10;;
205;Total male and female;15 to 24 years;3 Higher education;St. Eustatius;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
206;Total male and female;15 to 24 years;3 Higher education;St. Eustatius;2016;20;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;10;;
207;Total male and female;15 to 24 years;3 Higher education;St. Eustatius;2018;10;10;10;0;0;0;10;0;10;0;0;0;0;0;0;0;0;10;0;;10;;
208;Total male and female;15 to 24 years;3 Higher education;St. Eustatius;2020;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;;
209;Total male and female;15 to 24 years;3 Higher education;St. Eustatius;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
210;Total male and female;15 to 24 years;3 Higher education;Saba;2012;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;110;;
211;Total male and female;15 to 24 years;3 Higher education;Saba;2014;170;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;160;6.0;6.0
212;Total male and female;15 to 24 years;3 Higher education;Saba;2016;150;20;20;20;0;20;0;0;0;0;10;0;0;0;10;10;0;10;0;;140;11.2;11.2
213;Total male and female;15 to 24 years;3 Higher education;Saba;2018;120;20;20;20;10;10;0;0;0;0;10;0;0;0;10;0;10;10;0;;110;;
214;Total male and female;15 to 24 years;3 Higher education;Saba;2020;40;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;30;;
215;Total male and female;15 to 24 years;3 Higher education;Saba;2022;90;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;80;7.8;7.8
216;Total male and female;15 to 24 years;Unknown;Caribbean Netherlands;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
217;Total male and female;15 to 24 years;Unknown;Caribbean Netherlands;2014;110;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;;90;;
218;Total male and female;15 to 24 years;Unknown;Caribbean Netherlands;2016;30;30;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;10;;0;;
219;Total male and female;15 to 24 years;Unknown;Caribbean Netherlands;2018;10;10;10;10;0;10;0;0;0;0;10;0;0;0;10;10;0;0;0;;0;;
220;Total male and female;15 to 24 years;Unknown;Caribbean Netherlands;2020;20;20;20;0;0;0;10;0;0;10;0;0;0;0;0;0;0;20;0;;0;;
221;Total male and female;15 to 24 years;Unknown;Caribbean Netherlands;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
222;Total male and female;15 to 24 years;Unknown;Bonaire;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
223;Total male and female;15 to 24 years;Unknown;Bonaire;2014;100;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;;90;;
224;Total male and female;15 to 24 years;Unknown;Bonaire;2016;30;30;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;10;;0;;
225;Total male and female;15 to 24 years;Unknown;Bonaire;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
226;Total male and female;15 to 24 years;Unknown;Bonaire;2020;10;10;10;0;0;0;10;0;0;10;0;0;0;0;0;0;0;10;0;;0;;
227;Total male and female;15 to 24 years;Unknown;Bonaire;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
228;Total male and female;15 to 24 years;Unknown;St. Eustatius;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
229;Total male and female;15 to 24 years;Unknown;St. Eustatius;2014;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;;
230;Total male and female;15 to 24 years;Unknown;St. Eustatius;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
231;Total male and female;15 to 24 years;Unknown;St. Eustatius;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
232;Total male and female;15 to 24 years;Unknown;St. Eustatius;2020;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
233;Total male and female;15 to 24 years;Unknown;St. Eustatius;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
234;Total male and female;15 to 24 years;Unknown;Saba;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
235;Total male and female;15 to 24 years;Unknown;Saba;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
236;Total male and female;15 to 24 years;Unknown;Saba;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
237;Total male and female;15 to 24 years;Unknown;Saba;2018;10;10;10;10;0;10;0;0;0;0;10;0;0;0;10;10;0;0;0;;0;;
238;Total male and female;15 to 24 years;Unknown;Saba;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
239;Total male and female;15 to 24 years;Unknown;Saba;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
240;Total male and female;25 to 44 years;Total;Caribbean Netherlands;2012;6770;5910;5600;5090;4210;880;510;350;130;30;600;130;40;90;470;200;280;5000;310;5.3;860;87.3;82.7
241;Total male and female;25 to 44 years;Total;Caribbean Netherlands;2014;7380;6610;6250;5820;4800;1020;440;230;180;30;630;50;30;20;580;330;250;5620;360;5.4;770;89.6;84.8
242;Total male and female;25 to 44 years;Total;Caribbean Netherlands;2016;7410;6670;6250;5660;4570;1100;590;330;190;70;740;180;120;50;560;270;300;5520;420;6.3;740;90.0;84.4
243;Total male and female;25 to 44 years;Total;Caribbean Netherlands;2018;7290;6530;6310;5730;4600;1130;580;320;230;30;760;140;90;50;620;350;270;5540;220;3.4;760;89.6;86.6
244;Total male and female;25 to 44 years;Total;Caribbean Netherlands;2020;7640;6920;6590;5830;4650;1180;770;450;260;60;760;150;70;90;610;200;410;5830;330;4.8;720;90.6;86.3
245;Total male and female;25 to 44 years;Total;Caribbean Netherlands;2022;8220;7530;7360;6390;5170;1220;970;430;410;140;1030;220;160;60;810;300;510;6310;170;2.2;690;91.6;89.5
246;Total male and female;25 to 44 years;Total;Bonaire;2012;4820;4310;4050;3740;3110;630;310;210;80;10;310;90;10;80;220;110;110;3740;260;6.0;520;89.3;83.9
247;Total male and female;25 to 44 years;Total;Bonaire;2014;5470;5040;4750;4440;3590;860;310;130;160;30;450;30;20;10;420;220;200;4310;280;5.6;430;92.1;86.9
248;Total male and female;25 to 44 years;Total;Bonaire;2016;5810;5310;4960;4550;3660;890;410;240;110;60;540;120;70;50;430;220;200;4420;350;6.6;500;91.4;85.4
249;Total male and female;25 to 44 years;Total;Bonaire;2018;5520;5060;4900;4460;3580;880;440;230;180;30;570;110;70;50;460;280;180;4310;160;3.2;460;91.7;88.8
250;Total male and female;25 to 44 years;Total;Bonaire;2020;6090;5540;5240;4620;3640;970;630;360;230;40;550;100;30;70;450;120;330;4690;300;5.4;550;91.0;86.0
251;Total male and female;25 to 44 years;Total;Bonaire;2022;6680;6170;6050;5180;4140;1040;870;360;380;130;880;200;150;50;680;270;410;5160;120;1.9;510;92.3;90.6
252;Total male and female;25 to 44 years;Total;St. Eustatius;2012;1230;1060;1030;880;710;170;140;100;20;20;220;30;20;10;190;60;130;810;30;3.1;170;86.2;83.5
253;Total male and female;25 to 44 years;Total;St. Eustatius;2014;1310;1170;1100;1000;900;100;100;80;10;10;110;10;10;0;110;70;40;990;70;5.7;140;89.4;84.4
254;Total male and female;25 to 44 years;Total;St. Eustatius;2016;960;860;800;680;580;110;120;50;70;0;120;30;30;0;80;30;50;680;60;7.0;100;90.0;83.7
255;Total male and female;25 to 44 years;Total;St. Eustatius;2018;990;890;850;770;650;120;70;50;20;0;90;20;10;10;70;30;40;760;40;4.5;100;89.6;85.5
256;Total male and female;25 to 44 years;Total;St. Eustatius;2020;910;810;790;710;660;50;90;50;20;10;70;10;10;0;70;20;50;720;20;1.9;100;89.0;87.4
257;Total male and female;25 to 44 years;Total;St. Eustatius;2022;900;830;800;750;650;100;50;30;20;0;90;10;10;0;80;20;60;710;40;4.4;70;92.4;88.3
258;Total male and female;25 to 44 years;Total;Saba;2012;710;540;530;460;390;80;60;30;30;10;80;10;0;0;70;30;40;450;20;3.5;170;76.2;73.5
259;Total male and female;25 to 44 years;Total;Saba;2014;600;410;400;370;310;60;30;20;10;0;70;20;10;10;50;30;20;330;10;2.0;200;67.4;66.1
260;Total male and female;25 to 44 years;Total;Saba;2016;650;500;490;430;330;100;60;40;10;10;80;20;20;10;50;20;40;410;10;2.4;150;77.5;75.6
261;Total male and female;25 to 44 years;Total;Saba;2018;780;580;570;500;370;130;70;40;20;0;100;10;10;0;90;40;50;470;20;2.6;200;74.2;72.3
262;Total male and female;25 to 44 years;Total;Saba;2020;640;570;560;500;340;160;50;40;20;0;130;50;30;20;90;60;30;420;20;2.6;70;89.4;87.0
263;Total male and female;25 to 44 years;Total;Saba;2022;640;530;510;460;380;80;50;30;20;10;60;10;10;0;60;10;40;450;10;2.7;110;82.4;80.0
264;Total male and female;25 to 44 years;1 Lower education;Caribbean Netherlands;2012;3520;3050;2880;2690;2240;450;190;130;60;0;310;100;30;70;210;80;140;2570;170;5.5;470;86.6;81.8
265;Total male and female;25 to 44 years;1 Lower education;Caribbean Netherlands;2014;3620;3260;3070;2890;2510;370;180;110;70;10;300;50;30;20;250;160;90;2770;190;5.9;360;90.0;84.7
266;Total male and female;25 to 44 years;1 Lower education;Caribbean Netherlands;2016;3340;2800;2530;2350;1920;430;180;130;50;0;330;100;50;50;230;130;100;2200;270;9.7;530;84.1;75.9
267;Total male and female;25 to 44 years;1 Lower education;Caribbean Netherlands;2018;3090;2850;2720;2450;2010;430;270;140;130;0;310;60;40;20;250;160;80;2400;130;4.7;240;92.2;87.9
268;Total male and female;25 to 44 years;1 Lower education;Caribbean Netherlands;2020;3360;3010;2830;2530;2000;530;310;150;120;40;320;70;50;20;250;90;160;2510;180;5.9;350;89.6;84.3
269;Total male and female;25 to 44 years;1 Lower education;Caribbean Netherlands;2022;3550;3130;2980;2670;2210;460;310;90;150;70;410;60;50;10;340;110;240;2580;150;4.8;420;88.2;84.0
270;Total male and female;25 to 44 years;1 Lower education;Bonaire;2012;2600;2230;2090;1970;1640;330;120;70;50;0;160;70;0;70;90;40;50;1940;140;6.2;370;85.8;80.5
271;Total male and female;25 to 44 years;1 Lower education;Bonaire;2014;2750;2490;2350;2220;1890;330;130;70;60;0;180;30;20;10;150;100;50;2170;140;5.8;260;90.6;85.3
272;Total male and female;25 to 44 years;1 Lower education;Bonaire;2016;2480;2090;1870;1780;1460;320;90;90;0;0;240;60;20;50;180;110;70;1630;220;10.4;400;84.0;75.3
273;Total male and female;25 to 44 years;1 Lower education;Bonaire;2018;2380;2200;2090;1870;1560;310;220;110;110;0;230;60;40;20;170;130;40;1840;110;5.1;180;92.6;87.8
274;Total male and female;25 to 44 years;1 Lower education;Bonaire;2020;2630;2350;2190;1950;1480;470;250;110;110;20;230;50;30;20;180;60;120;1970;160;6.6;280;89.4;83.4
275;Total male and female;25 to 44 years;1 Lower education;Bonaire;2022;2810;2460;2350;2080;1690;380;270;70;130;70;330;50;40;10;270;100;180;2020;120;4.8;340;87.8;83.6
276;Total male and female;25 to 44 years;1 Lower education;St. Eustatius;2012;670;580;560;500;410;90;50;50;0;0;130;30;20;0;100;30;70;430;20;3.8;90;86.6;83.3
277;Total male and female;25 to 44 years;1 Lower education;St. Eustatius;2014;730;630;580;540;520;30;40;30;10;10;80;0;0;0;80;50;30;510;40;6.9;100;86.1;80.2
278;Total male and female;25 to 44 years;1 Lower education;St. Eustatius;2016;630;540;480;410;340;70;70;30;40;0;60;30;30;0;40;20;20;420;50;9.5;90;85.6;77.4
279;Total male and female;25 to 44 years;1 Lower education;St. Eustatius;2018;500;450;430;400;320;80;30;20;10;0;30;0;0;0;30;10;20;410;10;2.9;60;89.0;86.5
280;Total male and female;25 to 44 years;1 Lower education;St. Eustatius;2020;550;480;470;430;410;20;40;20;10;10;40;10;10;0;40;10;30;420;10;2.3;70;87.0;85.0
281;Total male and female;25 to 44 years;1 Lower education;St. Eustatius;2022;520;470;440;420;370;50;20;10;10;0;50;10;10;0;50;10;40;390;20;4.7;50;89.6;85.4
282;Total male and female;25 to 44 years;1 Lower education;Saba;2012;250;240;230;220;200;20;10;10;0;0;30;0;0;0;30;10;10;200;10;3.3;20;94.5;90.9
283;Total male and female;25 to 44 years;1 Lower education;Saba;2014;150;140;140;130;110;20;10;10;0;0;40;20;10;10;30;10;10;100;10;3.5;0;97.3;93.9
284;Total male and female;25 to 44 years;1 Lower education;Saba;2016;230;180;180;160;120;40;20;20;0;0;20;10;10;0;20;0;10;160;10;2.7;40;80.6;78.9
285;Total male and female;25 to 44 years;1 Lower education;Saba;2018;210;200;200;180;140;40;20;10;10;0;50;0;0;0;50;20;30;150;10;3.4;10;95.8;92.5
286;Total male and female;25 to 44 years;1 Lower education;Saba;2020;180;180;170;160;120;40;20;20;0;0;60;20;20;0;40;20;20;120;10;5.0;0;100.0;95.0
287;Total male and female;25 to 44 years;1 Lower education;Saba;2022;230;200;190;170;150;20;20;10;10;0;30;0;0;0;20;0;20;170;10;5.4;20;90.3;85.4
288;Total male and female;25 to 44 years;2 Intermediate education;Caribbean Netherlands;2012;1820;1670;1580;1400;1170;240;180;120;40;20;180;10;10;0;170;60;110;1400;90;5.3;150;91.6;86.7
289;Total male and female;25 to 44 years;2 Intermediate education;Caribbean Netherlands;2014;1940;1810;1710;1560;1260;310;150;90;30;30;140;10;10;0;130;60;70;1580;100;5.4;130;93.4;88.3
290;Total male and female;25 to 44 years;2 Intermediate education;Caribbean Netherlands;2016;2210;2130;2030;1800;1440;360;230;120;90;10;200;50;50;0;150;70;80;1830;100;4.8;80;96.4;91.8
291;Total male and female;25 to 44 years;2 Intermediate education;Caribbean Netherlands;2018;2580;2360;2310;2160;1830;330;150;100;60;0;320;50;20;30;270;150;120;1990;50;2.2;220;91.5;89.5
292;Total male and female;25 to 44 years;2 Intermediate education;Caribbean Netherlands;2020;2670;2460;2390;2130;1810;330;260;160;80;20;200;10;0;0;200;50;150;2190;70;2.8;210;92.2;89.6
293;Total male and female;25 to 44 years;2 Intermediate education;Caribbean Netherlands;2022;2770;2620;2610;2140;1740;400;470;170;250;50;410;80;80;0;330;140;190;2180;10;0.4;150;94.5;94.2
294;Total male and female;25 to 44 years;2 Intermediate education;Bonaire;2012;1310;1210;1140;1050;870;180;90;70;10;0;110;10;10;0;100;40;60;1030;80;6.4;90;92.9;86.9
295;Total male and female;25 to 44 years;2 Intermediate education;Bonaire;2014;1450;1360;1290;1180;920;260;110;60;30;30;110;0;0;0;110;30;70;1190;70;5.2;90;93.9;89.0
296;Total male and female;25 to 44 years;2 Intermediate education;Bonaire;2016;1910;1840;1740;1550;1220;330;200;100;80;10;160;40;40;0;110;50;60;1590;90;5.1;80;96.0;91.2
