ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;PersonenautoSTotaal_5;PersonenautoSJongerDan6Jaar_6;PersonenautoS6JaarEnOuder_7;PersonenautoSBrandstofBenzine_8;PersonenautoSOverigeBrandstof_9;PersonenautoSPerHuishouden_10;PersonenautoSNaarOppervlakte_11;MotorfietsenVanParticulieren_12;VoertuigMetBromfietskentekenVanPart_13
9260;Klein Plaspoelpolder;Leidschendam-Voorburg                   ;Buurt     ;BU19160501;1;275;110;165;255;15;1.0;2732.0;15;50
9261;Leidschendam-Zuid;Leidschendam-Voorburg                   ;Buurt     ;BU19160502;1;1300;340;960;1190;110;0.9;1944.0;105;335
9262;Zeeheldenwijk;Leidschendam-Voorburg                   ;Buurt     ;BU19160503;1;475;125;350;430;45;1.1;4204.0;90;115
9263;Wijk 06 De Heuvel en omgeving;Leidschendam-Voorburg                   ;Wijk      ;WK191606  ;1;1160;285;875;1090;75;0.7;2878.0;65;210
9264;De Heuvel;Leidschendam-Voorburg                   ;Buurt     ;BU19160600;1;945;225;720;880;65;0.6;3567.0;55;170
9265;Amstelwijk;Leidschendam-Voorburg                   ;Buurt     ;BU19160601;1;215;60;155;210;5;0.7;1558.0;10;40
9266;Wijk 07 Damsigt en omgeving;Leidschendam-Voorburg                   ;Wijk      ;WK191607  ;1;3125;1035;2090;2780;345;1.1;2264.0;190;345
9267;Damsigt;Leidschendam-Voorburg                   ;Buurt     ;BU19160700;1;855;270;585;740;115;1.2;1786.0;65;70
9268;Verzetsheldenwijk;Leidschendam-Voorburg                   ;Buurt     ;BU19160701;1;965;340;625;880;90;1.1;2686.0;50;105
9269;Raadhuiskwartier;Leidschendam-Voorburg                   ;Buurt     ;BU19160702;1;910;265;650;810;100;1.0;2597.0;65;130
9270;Sijtwende 3 t/m 5;Leidschendam-Voorburg                   ;Buurt     ;BU19160703;1;390;160;230;350;40;1.0;2050.0;10;45
9271;Wijk 08 Essesteijn;Leidschendam-Voorburg                   ;Wijk      ;WK191608  ;1;2390;750;1640;2175;210;0.9;2137.0;135;250
9272;Essesteijn;Leidschendam-Voorburg                   ;Buurt     ;BU19160800;1;2055;605;1450;1880;180;0.8;2046.0;120;220
9273;Nieuw Essesteijn / Zijdezigt;Leidschendam-Voorburg                   ;Buurt     ;BU19160801;1;335;145;190;300;35;1.2;2944.0;15;30
9274;Wijk 09 Voorburg Midden;Leidschendam-Voorburg                   ;Wijk      ;WK191609  ;1;5940;1705;4235;5340;600;0.8;2663.0;310;750
9275;Voorburg Midden;Leidschendam-Voorburg                   ;Buurt     ;BU19160900;1;2850;815;2035;2615;235;0.7;2587.0;135;355
9276;Voorburg Oud;Leidschendam-Voorburg                   ;Buurt     ;BU19160901;1;3090;890;2200;2720;365;1.0;2737.0;180;395
9277;Wijk 10 Bovenveen;Leidschendam-Voorburg                   ;Wijk      ;WK191610  ;1;2530;645;1890;2300;230;0.7;3394.0;170;410
9278;Bovenveen;Leidschendam-Voorburg                   ;Buurt     ;BU19161000;1;2530;645;1890;2300;230;0.7;3394.0;170;410
9279;Wijk 11 Voorburg Noord;Leidschendam-Voorburg                   ;Wijk      ;WK191611  ;1;2625;600;2025;2295;330;0.7;4047.0;200;400
9280;Voorburg Noord;Leidschendam-Voorburg                   ;Buurt     ;BU19161100;1;2625;600;2025;2295;330;0.7;4047.0;200;400
9281;Wijk 12 Voorburg West;Leidschendam-Voorburg                   ;Wijk      ;WK191612  ;1;2120;670;1445;1815;305;1.0;2250.0;145;195
9282;Voorburg West;Leidschendam-Voorburg                   ;Buurt     ;BU19161200;1;1875;595;1285;1615;260;1.0;2377.0;125;175
9283;Park Leeuwenbergh;Leidschendam-Voorburg                   ;Buurt     ;BU19161201;1;245;80;165;200;45;1.5;1595.0;20;20
9284;Lelystad;Lelystad                                ;Gemeente  ;GM0995    ;.;31060;8920;22145;24085;6980;0.9;135.0;2735;4705
9285;Niet nader toe te delen;Lelystad                                ;          ;          ; ;10;5;10;10;5;;;0;5
9286;Wel nader toe te delen;Lelystad                                ;          ;          ; ;31050;8915;22135;24075;6975;;;2735;4700
9287;Zuiderzeewijk;Lelystad                                ;Wijk      ;WK099511  ;1;1500;240;1260;1155;345;0.8;676.0;110;335
9288;Zuiderzeelaan, Waddenlaan;Lelystad                                ;Buurt     ;BU09951111;1;775;80;690;590;185;0.6;1699.0;55;190
9289;Ijssellaan;Lelystad                                ;Buurt     ;BU09951112;1;365;55;310;295;70;0.8;1782.0;25;100
9290;Langezand;Lelystad                                ;Buurt     ;BU09951113;1;180;40;140;145;35;1.1;1790.0;15;30
9291;Jagersveld;Lelystad                                ;Buurt     ;BU09951114;1;100;30;70;70;30;1.6;257.0;5;5
9292;Groene Velden;Lelystad                                ;Buurt     ;BU09951115;1;80;30;50;50;25;1.2;141.0;10;5
9293;Overijsselse Hout;Lelystad                                ;Buurt     ;BU09951117;1;0;0;0;0;0;;;0;0
9294;Bedrijventerrein Gildenhof;Lelystad                                ;Buurt     ;BU09951118;1;5;0;5;5;0;;;0;0
9295;Atolwijk;Lelystad                                ;Wijk      ;WK099512  ;1;3115;645;2470;2370;745;0.9;1703.0;245;480
9296;Atol;Lelystad                                ;Buurt     ;BU09951221;1;1305;210;1095;940;365;0.9;1947.0;80;220
9297;Damrif, Kustrif, Gors, Zandbank;Lelystad                                ;Buurt     ;BU09951222;1;500;90;405;400;100;0.6;1620.0;25;90
9298;Bongerd, Buitenplaats;Lelystad                                ;Buurt     ;BU09951223;1;470;120;350;370;100;1.3;1682.0;70;65
9299;Hofstede, Plantage, Wijngaard;Lelystad                                ;Buurt     ;BU09951225;1;670;165;505;535;140;1.0;1568.0;60;100
9300;Oostrandpark;Lelystad                                ;Buurt     ;BU09951226;1;165;55;110;125;40;1.3;1181.0;5;5
9301;BD Bedrijven Lelystad Noord;Lelystad                                ;Wijk      ;WK099513  ;1;25;5;20;15;10;;;5;5
9302;Beginweg, Bronsweg, Jupiterweg;Lelystad                                ;Buurt     ;BU09951331;1;25;5;20;15;10;;;5;5
9303;Sportveld Beginweg, Overijsselsehout;Lelystad                                ;Buurt     ;BU09951337;1;0;0;0;0;0;;;0;0
9304;Centrumzone Wijk1;Lelystad                                ;Wijk      ;WK099516  ;1;470;165;305;370;95;0.8;862.0;45;80
9305;Bastion;Lelystad                                ;Buurt     ;BU09951661;1;220;50;170;170;45;0.7;3610.0;30;55
9306;Stadspark, Badweg, Langevelderslag;Lelystad                                ;Buurt     ;BU09951662;1;170;85;85;135;35;1.2;595.0;10;20
9307;Lelycentre, Maerlant;Lelystad                                ;Buurt     ;BU09951666;1;80;30;50;65;15;0.5;409.0;5;5
9308;Overijsselse Hout, Gelderse Hout;Lelystad                                ;Wijk      ;WK099517  ;1;90;40;55;70;25;1.1;14.0;10;10
9309;Sportpark Langezand;Lelystad                                ;Buurt     ;BU09951772;1;0;0;0;0;0;;;0;0
9310;Overijsselse Hout, Hoefslag, Hondsdraf;Lelystad                                ;Buurt     ;BU09951773;1;5;0;0;0;0;;;0;0
9311;Stilte bos, Camping de Houtrib;Lelystad                                ;Buurt     ;BU09951774;1;0;0;0;0;0;;;0;0
9312;Overijsselse Hout, Jagersbos;Lelystad                                ;Buurt     ;BU09951775;1;0;0;0;0;0;;;0;0
9313;Gelderse Hout;Lelystad                                ;Buurt     ;BU09951777;1;90;40;50;65;20;1.2;30.0;10;10
9314;Industrieterrein Oostervaart;Lelystad                                ;Wijk      ;WK099518  ;1;50;5;40;30;20;;;0;5
9315;Industrieterrein Oostervaart West;Lelystad                                ;Buurt     ;BU09951881;1;45;5;40;25;15;;;0;0
9316;Industrieterrein Oostervaart Midden;Lelystad                                ;Buurt     ;BU09951882;1;5;0;5;5;0;;;0;5
9317;Industrieterrein Oostervaart Oost;Lelystad                                ;Buurt     ;BU09951883;1;0;0;0;0;0;;;0;0
9318;Schepenwijk Noord;Lelystad                                ;Wijk      ;WK099521  ;1;1945;650;1295;1495;450;1.2;1218.0;135;155
9319;Karveel Oost;Lelystad                                ;Buurt     ;BU09952111;1;585;170;420;460;130;1.1;1543.0;55;55
9320;Karveel West;Lelystad                                ;Buurt     ;BU09952112;1;895;280;610;715;180;1.1;2643.0;65;80
9321;Boeier;Lelystad                                ;Buurt     ;BU09952113;1;265;105;160;190;75;1.4;1107.0;10;15
9322;Noordzoom Oost;Lelystad                                ;Buurt     ;BU09952114;1;0;0;0;0;0;;;0;0
9323;Golfpark, Lommerrijk;Lelystad                                ;Buurt     ;BU09952115;1;195;95;105;130;65;1.6;425.0;10;10
9324;Schepenwijk Oost;Lelystad                                ;Wijk      ;WK099522  ;1;2785;720;2065;2305;480;0.8;1467.0;220;485
9325;Kempenaar Oost;Lelystad                                ;Buurt     ;BU09952221;1;305;55;250;265;40;0.7;1373.0;10;80
9326;Kempenaar West;Lelystad                                ;Buurt     ;BU09952222;1;475;115;365;400;80;0.7;1569.0;40;115
9327;Kogge;Lelystad                                ;Buurt     ;BU09952223;1;350;75;275;290;60;0.9;1744.0;25;60
9328;Hanzepark;Lelystad                                ;Buurt     ;BU09952224;1;455;175;280;360;95;0.8;1613.0;25;40
9329;Schouw;Lelystad                                ;Buurt     ;BU09952225;1;405;70;335;345;55;0.6;1817.0;35;95
9330;Gondel;Lelystad                                ;Buurt     ;BU09952226;1;710;195;515;580;130;1.0;2023.0;75;95
9331;Sportpark Schouw;Lelystad                                ;Buurt     ;BU09952227;1;60;30;30;45;15;;;5;5
9332;Bedrijventerrein Kempenaar;Lelystad                                ;Buurt     ;BU09952228;1;30;10;15;20;5;;;0;0
9333;Schepenwijk West;Lelystad                                ;Wijk      ;WK099523  ;1;2800;760;2040;2215;585;0.9;1558.0;230;530
9334;Saerdam, Vliegent Hert, Fortuijn;Lelystad                                ;Buurt     ;BU09952331;1;395;160;235;295;100;1.1;1398.0;40;60
9335;Punter;Lelystad                                ;Buurt     ;BU09952332;1;780;190;590;630;150;0.9;1953.0;65;180
9336;Jol;Lelystad                                ;Buurt     ;BU09952333;1;840;185;655;675;165;0.8;1934.0;65;175
9337;Galjoen;Lelystad                                ;Buurt     ;BU09952334;1;415;105;310;330;85;0.9;2214.0;35;75
9338;Park, Jol, Galjoen;Lelystad                                ;Buurt     ;BU09952335;1;0;0;0;0;0;;;0;0
9339;Oostvaardersdijk, Meerdijkhaven;Lelystad                                ;Buurt     ;BU09952336;1;0;0;0;0;0;;;0;0
9340;Galjoen zuid;Lelystad                                ;Buurt     ;BU09952337;1;345;120;220;265;75;1.1;1715.0;25;45
9341;Bedrijventerrein Jol;Lelystad                                ;Buurt     ;BU09952338;1;25;5;20;15;10;;;0;0
9342;Schepenwijk Zuid;Lelystad                                ;Wijk      ;WK099524  ;1;2355;625;1730;1915;440;0.9;1790.0;200;405
9343;Botter Oost;Lelystad                                ;Buurt     ;BU09952441;1;410;70;340;345;65;0.7;1523.0;30;85
9344;Botter West;Lelystad                                ;Buurt     ;BU09952442;1;500;165;335;395;105;1.1;2055.0;30;60
9345;Tjalk;Lelystad                                ;Buurt     ;BU09952443;1;640;155;490;520;120;0.8;2072.0;70;125
9346;Schoener;Lelystad                                ;Buurt     ;BU09952444;1;750;225;525;615;135;0.9;2285.0;70;130
9347;Park Schoener;Lelystad                                ;Buurt     ;BU09952447;1;30;10;25;25;10;;;5;5
9348;Bedrijventerrein Tjalk;Lelystad                                ;Buurt     ;BU09952448;1;25;10;20;20;5;;;5;5
9349;Houtribhoogte;Lelystad                                ;Wijk      ;WK099525  ;1;265;105;160;180;85;1.3;243.0;25;15
9350;Houtribhoogte Zuid;Lelystad                                ;Buurt     ;BU09952551;1;0;0;0;0;0;;;0;0
9351;Houtribhoogte Noord;Lelystad                                ;Buurt     ;BU09952552;1;265;105;160;180;85;1.3;635.0;25;15
9352;Houtribsluizen, Oostvaardersdiep;Lelystad                                ;Buurt     ;BU09952553;1;0;0;0;0;0;;;0;0
9353;Zuigerplaspark;Lelystad                                ;Wijk      ;WK099527  ;1;485;245;240;360;125;1.3;81.0;35;20
9354;Volkstuinen Bosweg;Lelystad                                ;Buurt     ;BU09952771;1;0;0;0;0;0;;;0;0
9355;Golfresort;Lelystad                                ;Buurt     ;BU09952772;1;480;240;240;360;120;1.4;407.0;30;20
9356;Zuigerplaspark;Lelystad                                ;Buurt     ;BU09952773;1;0;0;0;0;0;;;0;0
9357;Strand Houtribhoek, Ijsselmeer;Lelystad                                ;Buurt     ;BU09952774;1;0;0;0;0;0;;;0;0
9358;Overstag, Houtribbos;Lelystad                                ;Buurt     ;BU09952775;1;5;0;0;0;0;;;5;0
9359;Houtribbos, Ijsselmeer;Lelystad                                ;Buurt     ;BU09952778;1;0;0;0;0;0;;;0;0
9360;Landstrekenwijk;Lelystad                                ;Wijk      ;WK099531  ;1;1885;795;1090;1475;410;1.2;1947.0;195;215
9361;Landstrekenwijk Oost;Lelystad                                ;Buurt     ;BU09953111;1;755;340;415;610;145;1.2;2024.0;70;75
9362;Landstrekenwijk Midden;Lelystad                                ;Buurt     ;BU09953112;1;435;190;250;340;100;1.3;1798.0;35;60
9363;Landstrekenwijk West;Lelystad                                ;Buurt     ;BU09953113;1;695;265;425;525;170;1.2;1968.0;90;80
9364;Villapark Hollandse Hout;Lelystad                                ;Wijk      ;WK099532  ;1;415;185;235;300;120;1.5;904.0;35;35
9365;Hollandse Hout (Villapark);Lelystad                                ;Buurt     ;BU09953222;1;415;185;235;300;120;1.5;904.0;35;35
9366;Lelystad-Haven;Lelystad                                ;Wijk      ;WK099535  ;1;1690;505;1185;1305;385;1.1;1777.0;185;270
9367;Lelystad-Haven West;Lelystad                                ;Buurt     ;BU09953551;1;715;285;430;550;165;1.2;2595.0;85;85
9368;Lelystad-Haven Oost;Lelystad                                ;Buurt     ;BU09953552;1;885;205;680;685;205;1.0;2354.0;95;170
9369;Lelystad-Haven Werkeiland;Lelystad                                ;Buurt     ;BU09953553;1;90;15;70;70;20;1.1;295.0;10;10
9370;Uilenweg;Lelystad                                ;Wijk      ;WK099537  ;1;5;0;5;5;0;;;0;0
9371;'t Bovenwater;Lelystad                                ;Buurt     ;BU09953771;1;0;0;0;0;0;;;0;0
9372;Uilenweg;Lelystad                                ;Buurt     ;BU09953772;1;5;0;5;5;0;;;0;0
9373;Industrieterrein Noordersluis;Lelystad                                ;Wijk      ;WK099538  ;1;240;55;190;165;75;1.7;122.0;55;40
9374;Industrieterrein Noordersluis Oost;Lelystad                                ;Buurt     ;BU09953881;1;70;15;55;55;15;;;10;10
9375;Industrieterrein Noordersluis West;Lelystad                                ;Buurt     ;BU09953882;1;170;35;135;115;60;1.5;136.0;45;30
9376;Boswijk;Lelystad                                ;Wijk      ;WK099541  ;1;4440;1135;3305;3455;985;0.9;1661.0;385;685
9377;Wijkcentrum;Lelystad                                ;Buurt     ;BU09954110;1;25;5;20;25;0;0.3;911.0;0;5
9378;Kamp;Lelystad                                ;Buurt     ;BU09954111;1;660;125;530;520;135;0.7;2348.0;50;140
9379;Horst;Lelystad                                ;Buurt     ;BU09954112;1;1005;250;750;795;210;1.0;2792.0;105;150
9380;Griend;Lelystad                                ;Buurt     ;BU09954113;1;710;185;525;570;140;0.9;2545.0;55;120
9381;Zoom;Lelystad                                ;Buurt     ;BU09954114;1;200;75;125;145;55;1.2;1371.0;10;15
9382;Wold;Lelystad                                ;Buurt     ;BU09954115;1;555;90;465;440;115;0.7;2352.0;45;110
9383;Archipel, Beukenhof, Rozengaard;Lelystad                                ;Buurt     ;BU09954116;1;1295;405;890;965;330;1.1;1893.0;120;145
9384;Woldpark, Houttuinen, Gelderse Hout;Lelystad                                ;Buurt     ;BU09954117;1;0;0;0;0;0;;;0;0
9385;Waterwijk;Lelystad                                ;Wijk      ;WK099542  ;1;2150;460;1690;1640;505;0.8;1810.0;165;425
9386;Wijkcentrum, Voorstraat;Lelystad                                ;Buurt     ;BU09954220;1;140;20;115;105;35;0.5;1824.0;5;50
9387;Getijdenbuurt, Sportpark Doggersbank;Lelystad                                ;Buurt     ;BU09954221;1;305;55;250;230;75;0.8;1613.0;20;60
9388;Zeeenbuurt;Lelystad                                ;Buurt     ;BU09954222;1;350;65;285;270;80;0.6;2494.0;30;75
9389;Zeestromen en Slotenbuurt;Lelystad                                ;Buurt     ;BU09954223;1;405;90;310;310;95;0.8;1979.0;25;80
9390;Merenbuurt;Lelystad                                ;Buurt     ;BU09954224;1;350;70;275;265;85;0.8;2722.0;40;70
9391;Rivierenbuurt;Lelystad                                ;Buurt     ;BU09954225;1;600;150;450;460;140;0.9;1589.0;45;85
9392;Bedrijventerrein Ketelmeerstraat;Lelystad                                ;Buurt     ;BU09954228;1;0;0;0;0;0;;;0;0
9393;Landerijen;Lelystad                                ;Wijk      ;WK099543  ;1;2480;1065;1420;1825;655;1.3;1466.0;300;215
9394;Landerijen Noord/West;Lelystad                                ;Buurt     ;BU09954331;1;1165;450;715;890;275;1.2;2205.0;155;100
9395;Landerijen Zuid/West;Lelystad                                ;Buurt     ;BU09954332;1;400;175;230;295;105;1.3;1155.0;35;45
9396;Landerijen Noord/Oost;Lelystad                                ;Buurt     ;BU09954333;1;610;290;320;415;195;1.4;1040.0;75;50
9397;Landerijen Zuid/Oost;Lelystad                                ;Buurt     ;BU09954334;1;305;150;160;225;80;1.3;1328.0;30;20
9398;Flevobos;Lelystad                                ;Wijk      ;WK099547  ;1;0;0;0;0;0;;;0;0
9399;Flevobos;Lelystad                                ;Buurt     ;BU09954771;1;0;0;0;0;0;;;0;0
9400;Larserplein;Lelystad                                ;Buurt     ;BU09954778;1;0;0;0;0;0;;;0;0
9401;Warande Noord;Lelystad                                ;Wijk      ;WK099551  ;1;385;125;260;290;95;1.1;210.0;30;55
9402;Flora West;Lelystad                                ;Buurt     ;BU09955111;1;120;45;75;100;20;1.2;400.0;15;10
9403;Flora Midden;Lelystad                                ;Buurt     ;BU09955112;1;260;85;175;190;70;1.0;434.0;15;35
9404;Flora Oost PIL;Lelystad                                ;Buurt     ;BU09955113;1;5;0;5;5;0;;;0;10
9405;Warande West;Lelystad                                ;Wijk      ;WK099552  ;1;35;5;30;20;15;;;5;5
9406;Woonhavenpad;Lelystad                                ;Buurt     ;BU09955221;1;30;5;25;20;15;;;5;5
9407;Warande West;Lelystad                                ;Buurt     ;BU09955222;1;5;0;5;5;0;;;0;0
9408;Warande Oost;Lelystad                                ;Wijk      ;WK099553  ;1;0;0;0;0;0;;;0;0
9409;Biomassa;Lelystad                                ;Buurt     ;BU09955331;1;0;0;0;0;0;;;0;0
9410;Fauna, Bosvalkweg, Zuiderpoort;Lelystad                                ;Buurt     ;BU09955332;1;0;0;0;0;0;;;0;0
9411;Warande Oost;Lelystad                                ;Buurt     ;BU09955333;1;0;0;0;0;0;;;0;0
9412;Warande Oost/Midden;Lelystad                                ;Buurt     ;BU09955334;1;0;0;0;0;0;;;0;0
9413;Warande Zuid;Lelystad                                ;Wijk      ;WK099554  ;1;0;0;0;0;0;;;0;0
9414;Warande Zuid;Lelystad                                ;Buurt     ;BU09955449;1;0;0;0;0;0;;;0;0
9415;Warande Midden;Lelystad                                ;Wijk      ;WK099556  ;1;0;0;0;0;0;;;0;0
9416;Warande Midden;Lelystad                                ;Buurt     ;BU09955661;1;0;0;0;0;0;;;0;0
9417;Hollandse Hout;Lelystad                                ;Wijk      ;WK099557  ;1;0;0;0;0;0;;;0;0
9418;Hollandse Hout;Lelystad                                ;Buurt     ;BU09955779;1;0;0;0;0;0;;;0;0
9419;Industrieterrein Flevopoort;Lelystad                                ;Wijk      ;WK099558  ;1;60;15;45;40;20;;;10;10
9420;Flevopoort II;Lelystad                                ;Buurt     ;BU09955881;1;60;15;45;40;20;;;10;10
9421;Flevopoort I;Lelystad                                ;Buurt     ;BU09955882;1;0;0;0;0;0;;;0;0
9422;Kofschip;Lelystad                                ;Wijk      ;WK099561  ;1;0;0;0;0;0;;;0;0
9423;Kofschip, SGL;Lelystad                                ;Buurt     ;BU09956111;1;0;0;0;0;0;;;0;0
9424;Kofschip Noord;Lelystad                                ;Buurt     ;BU09956112;1;0;0;0;0;0;;;0;0
9425;Stadscentrum Noord;Lelystad                                ;Wijk      ;WK099562  ;1;590;140;450;495;95;0.7;1553.0;65;85
9426;De Veste;Lelystad                                ;Buurt     ;BU09956221;1;240;60;175;200;35;0.8;1470.0;30;25
9427;De Schans;Lelystad                                ;Buurt     ;BU09956224;1;330;75;255;270;55;0.7;2291.0;35;55
9428;De Meent;Lelystad                                ;Buurt     ;BU09956225;1;25;5;20;20;0;0.5;321.0;0;5
9429;Stadscentrum Zuid;Lelystad                                ;Wijk      ;WK099563  ;1;65;10;50;55;10;0.4;139.0;5;20
9430;Grietenij;Lelystad                                ;Buurt     ;BU09956331;1;60;10;45;50;5;0.4;379.0;5;20
9431;De Doelen, De Marken;Lelystad                                ;Buurt     ;BU09956332;1;0;0;0;0;0;;;0;0
9432;De Meierij, Kerspel;Lelystad                                ;Buurt     ;BU09956333;1;5;0;5;5;0;;;0;5
9433;Middendreef Bedrijventerrein;Lelystad                                ;Buurt     ;BU09956334;1;0;0;0;0;0;;;0;0
9434;Stadscentrum, Het Ravelijn;Lelystad                                ;Wijk      ;WK099566  ;1;440;130;305;390;50;0.4;753.0;20;80
9435;Waagpassage;Lelystad                                ;Buurt     ;BU09956661;1;40;10;30;35;5;0.5;425.0;5;10
9436;Neringpassage;Lelystad                                ;Buurt     ;BU09956662;1;180;50;130;155;20;0.5;1996.0;10;40
9437;Stationsplein;Lelystad                                ;Buurt     ;BU09956663;1;0;0;0;0;0;;;0;0
9438;Stadhuisstraat;Lelystad                                ;Buurt     ;BU09956664;1;135;45;90;120;15;0.4;1637.0;5;20
9439;Lindenlaan;Lelystad                                ;Buurt     ;BU09956665;1;0;0;0;0;0;;;0;0
9440;Het Ravelijn, Ziekenhuisweg;Lelystad                                ;Buurt     ;BU09956666;1;85;30;55;80;5;0.4;464.0;0;10
9441;Visvijverbos;Lelystad                                ;Wijk      ;WK099571  ;1;75;15;60;45;30;;;5;5
9442;Visvijverbos;Lelystad                                ;Buurt     ;BU09957117;1;0;0;0;0;0;;;0;0
9443;Karperweg, Ijsselmeerdijk;Lelystad                                ;Buurt     ;BU09957118;1;0;0;0;0;0;;;0;0
9444;Visvijver-,Bijl-,Klokbeker-,Plavuizen-wg;Lelystad                                ;Buurt     ;BU09957119;1;75;15;60;45;30;;;5;5
9445;Runderweg;Lelystad                                ;Wijk      ;WK099572  ;1;20;5;15;10;10;;;0;0
9446;Edelhertwg, Runderwg, Wisentwg, Elandwg;Lelystad                                ;Buurt     ;BU09957229;1;20;5;15;10;10;;;0;0
9447;Zeeasterweg;Lelystad                                ;Wijk      ;WK099573  ;1;40;15;25;10;30;;;5;10
9448;Lisdoddewg,Dronterwg,Zeeasterwg - pad;Lelystad                                ;Buurt     ;BU09957339;1;40;15;25;10;30;;;5;10
9449;Vlotgrasweg;Lelystad                                ;Wijk      ;WK099574  ;1;15;5;10;5;10;;;0;5
9450;Natuurpark Lelystad;Lelystad                                ;Buurt     ;BU09957441;1;0;0;0;0;0;;;0;0
9451;Larserbos, Rietweg;Lelystad                                ;Buurt     ;BU09957447;1;5;0;5;0;5;;;0;0
9452;Vlotgrasweg;Lelystad                                ;Buurt     ;BU09957449;1;10;5;10;5;10;;;0;0
9453;Eendenweg;Lelystad                                ;Wijk      ;WK099575  ;1;60;15;45;35;25;;;0;5
9454;Airport Lelystad;Lelystad                                ;Buurt     ;BU09957558;1;0;0;0;0;0;;;0;0
9455;Meerkoetenweg, Eendenweg, Larserpad;Lelystad                                ;Buurt     ;BU09957559;1;60;15;45;35;25;;;0;5
9456;Vogelweg;Lelystad                                ;Wijk      ;WK099576  ;1;55;25;30;20;35;;;5;5
9457;Vogelweg, Meeuwenweg, Pijlstaartweg;Lelystad                                ;Buurt     ;BU09957669;1;55;25;30;20;35;;;5;5
9458;Pijlstaartweg;Lelystad                                ;Wijk      ;WK099577  ;1;20;10;10;5;10;;;0;0
9459;Knarbos;Lelystad                                ;Buurt     ;BU09957777;1;0;0;0;0;0;;;0;0
9460;Pijlstaartweg, Vleetweg, Larserweg;Lelystad                                ;Buurt     ;BU09957779;1;20;10;10;5;10;;;0;0
9461;Bedrijvenpark Larserpoort;Lelystad                                ;Wijk      ;WK099578  ;1;0;0;0;0;0;;;0;0
9462;Bedrijvenpark Larserpoort;Lelystad                                ;Buurt     ;BU09957881;1;0;0;0;0;0;;;0;0
9463;Larservaartbos;Lelystad                                ;Buurt     ;BU09957887;1;0;0;0;0;0;;;0;0
9464;Oostvaardersplassen;Lelystad                                ;Wijk      ;WK099579  ;1;0;0;0;0;0;;;0;0
9465;Oostvaardersplassen;Lelystad                                ;Buurt     ;BU09957999;1;0;0;0;0;0;;;0;0
9466;Markermeer;Lelystad                                ;Wijk      ;WK099590  ;1;0;0;0;0;0;;;0;0
9467;Markerwaarddijk;Lelystad                                ;Buurt     ;BU09959000;1;0;0;0;0;0;;;0;0
9468;Leudal;Leudal                                  ;Gemeente  ;GM1640    ;.;19705;4630;15070;16560;3140;1.3;121.0;1950;2535
9469;Niet nader toe te delen;Leudal                                  ;          ;          ; ;0;0;0;0;0;;;0;0
9470;Wel nader toe te delen;Leudal                                  ;          ;          ; ;19705;4630;15070;16560;3140;;;1950;2535
9471;Heythuysen;Leudal                                  ;Wijk      ;WK164000  ;1;3450;820;2630;2890;560;1.2;126.0;280;330
9472;Kern Heythuysen;Leudal                                  ;Buurt     ;BU16400000;1;3045;735;2310;2580;465;1.2;1284.0;235;275
9473;Verspreide huizen Heythuysen;Leudal                                  ;Buurt     ;BU16400001;1;405;90;320;315;95;1.2;16.0;45;55
9474;Heibloem;Leudal                                  ;Wijk      ;WK164001  ;1;400;90;310;325;70;1.2;61.0;45;50
9475;Kern Heibloem;Leudal                                  ;Buurt     ;BU16400100;1;325;65;255;265;55;1.3;999.0;35;35
9476;Verspreide huizen Heibloem;Leudal                                  ;Buurt     ;BU16400101;1;75;25;50;60;15;0.9;12.0;10;10
9477;Roggel;Leudal                                  ;Wijk      ;WK164002  ;1;2285;520;1770;1930;360;1.3;143.0;225;335
9478;Kern Roggel;Leudal                                  ;Buurt     ;BU16400200;1;1780;420;1360;1525;255;1.2;1161.0;165;245
9479;Verspreide huizen Roggel;Leudal                                  ;Buurt     ;BU16400201;1;505;95;405;400;105;1.5;35.0;60;85
9480;Neer;Leudal                                  ;Wijk      ;WK164003  ;1;1835;330;1510;1565;270;1.3;96.0;190;320
9481;Kern Neer;Leudal                                  ;Buurt     ;BU16400300;1;1450;260;1190;1265;190;1.3;1133.0;160;265
9482;Verspreide huizen Neer;Leudal                                  ;Buurt     ;BU16400301;1;385;65;320;300;85;1.3;21.0;35;55
9483;Nunhem;Leudal                                  ;Wijk      ;WK164004  ;1;380;80;305;330;50;1.3;89.0;45;105
9484;Kern Nunhem;Leudal                                  ;Buurt     ;BU16400400;1;355;75;280;305;50;1.3;1705.0;45;95
9485;Verspreide huizen Nunhem;Leudal                                  ;Buurt     ;BU16400401;1;25;5;25;25;0;;;0;10
9486;Haelen;Leudal                                  ;Wijk      ;WK164005  ;1;2320;585;1735;1995;325;1.2;211.0;220;335
9487;Kern Haelen;Leudal                                  ;Buurt     ;BU16400500;1;2175;550;1630;1880;300;1.3;1318.0;205;300
9488;Verspreide huizen Haelen;Leudal                                  ;Buurt     ;BU16400501;1;140;35;105;115;25;1.1;15.0;15;35
9489;Buggenum;Leudal                                  ;Wijk      ;WK164006  ;1;540;115;425;445;95;1.4;133.0;45;95
9490;Kern Buggenum;Leudal                                  ;Buurt     ;BU16400600;1;525;110;415;435;90;1.4;1081.0;40;95
