ID;StarRating;Regions;Periods;Accommodation_1;Room_2;SleepingPlace_3;Accommodation_4;Room_5;SleepingPlace_6
1066;2 star accommodations;Nederland;2021 November;407.0;7345.0;17241.0;367.0;6884.0;16235.0
1067;2 star accommodations;Nederland;2021 December;407.0;7345.0;17241.0;355.0;6756.0;15952.0
1068;2 star accommodations;Nederland;2022 January;329.0;6473.0;14958.0;295.0;6095.0;14108.0
1069;2 star accommodations;Nederland;2022 February;329.0;6473.0;14958.0;302.0;6204.0;14347.0
1070;2 star accommodations;Nederland;2022 March;329.0;6473.0;14958.0;313.0;6322.0;14618.0
1071;2 star accommodations;Nederland;2022 April;329.0;6473.0;14958.0;324.0;6442.0;14902.0
1072;2 star accommodations;Nederland;2022 May;329.0;6473.0;14958.0;323.0;6419.0;14853.0
1073;2 star accommodations;Nederland;2022 June;329.0;6473.0;14958.0;322.0;6424.0;14863.0
1074;2 star accommodations;Nederland;2022 July;329.0;6473.0;14958.0;321.0;6382.0;14803.0
1075;2 star accommodations;Nederland;2022 August;329.0;6473.0;14958.0;321.0;6404.0;14829.0
1076;2 star accommodations;Nederland;2022 September;329.0;6473.0;14958.0;320.0;6379.0;14755.0
1077;2 star accommodations;Nederland;2022 October;329.0;6473.0;14958.0;313.0;6320.0;14638.0
1078;2 star accommodations;Nederland;2022 November;329.0;6473.0;14958.0;306.0;6261.0;14516.0
1079;2 star accommodations;Nederland;2022 December;329.0;6473.0;14958.0;302.0;6167.0;14335.0
1080;2 star accommodations;Nederland;2023 January;320.0;7274.0;17728.0;282.0;6900.0;16799.0
1081;2 star accommodations;Nederland;2023 February;320.0;7274.0;17728.0;288.0;6969.0;16968.0
1082;2 star accommodations;Nederland;2023 March;320.0;7274.0;17728.0;304.0;7117.0;17285.0
1083;2 star accommodations;Nederland;2023 April;320.0;7274.0;17728.0;314.0;7240.0;17654.0
1084;2 star accommodations;Nederland;2023 May;320.0;7274.0;17728.0;317.0;7168.0;17514.0
1085;2 star accommodations;Nederland;2023 June;320.0;7274.0;17728.0;317.0;7167.0;17514.0
1086;2 star accommodations;Nederland;2023 July;320.0;7274.0;17728.0;316.0;7164.0;17509.0
1087;2 star accommodations;Nederland;2023 August;320.0;7274.0;17728.0;314.0;7125.0;17451.0
1088;2 star accommodations;Nederland;2023 September;320.0;7274.0;17728.0;314.0;7152.0;17480.0
1089;2 star accommodations;Nederland;2023 October;320.0;7274.0;17728.0;307.0;7115.0;17413.0
1090;2 star accommodations;Nederland;2023 November;320.0;7274.0;17728.0;293.0;6964.0;17020.0
1091;2 star accommodations;Nederland;2023 December;320.0;7274.0;17728.0;291.0;6912.0;16932.0
1092;2 star accommodations;Nederland;2024 January;277.0;5661.0;13647.0;243.0;5317.0;12907.0
1093;2 star accommodations;Nederland;2024 February;277.0;5661.0;13647.0;248.0;5344.0;12968.0
1094;2 star accommodations;Nederland;2024 March;277.0;5661.0;13647.0;261.0;5497.0;13284.0
1095;2 star accommodations;Nederland;2024 April;277.0;5661.0;13647.0;273.0;5625.0;13574.0
1096;2 star accommodations;Nederland;2024 May;277.0;5661.0;13647.0;274.0;5628.0;13580.0
1097;2 star accommodations;Nederland;2024 June;277.0;5661.0;13647.0;273.0;5598.0;13510.0
1098;2 star accommodations;Nederland;2024 July;277.0;5661.0;13647.0;273.0;5622.0;13558.0
1099;2 star accommodations;Nederland;2024 August;277.0;5661.0;13647.0;272.0;5617.0;13543.0
1100;2 star accommodations;Nederland;2024 September;277.0;5661.0;13647.0;274.0;5615.0;13539.0
1101;2 star accommodations;Nederland;2024 October;277.0;5661.0;13647.0;267.0;5575.0;13466.0
1102;2 star accommodations;Nederland;2024 November;277.0;5661.0;13647.0;258.0;5485.0;13260.0
1103;2 star accommodations;Nederland;2024 December;277.0;5661.0;13647.0;254.0;5392.0;13075.0
1104;2 star accommodations;Nederland;2025 January;271.0;5762.0;14040.0;250.0;5553.0;13574.0
1105;2 star accommodations;Nederland;2025 February;271.0;5762.0;14040.0;251.0;5562.0;13599.0
1106;2 star accommodations;Amsterdam;2012 January;;;;;;
1107;2 star accommodations;Amsterdam;2012 February;;;;;;
1108;2 star accommodations;Amsterdam;2012 March;;;;;;
1109;2 star accommodations;Amsterdam;2012 April;;;;;;
1110;2 star accommodations;Amsterdam;2012 May;;;;;;
1111;2 star accommodations;Amsterdam;2012 June;;;;;;
1112;2 star accommodations;Amsterdam;2012 July;;;;;;
1113;2 star accommodations;Amsterdam;2012 August;;;;;;
1114;2 star accommodations;Amsterdam;2012 September;;;;;;
1115;2 star accommodations;Amsterdam;2012 October;;;;;;
1116;2 star accommodations;Amsterdam;2012 November;;;;;;
1117;2 star accommodations;Amsterdam;2012 December;;;;;;
1118;2 star accommodations;Amsterdam;2013 January;;;;;;
1119;2 star accommodations;Amsterdam;2013 February;;;;;;
1120;2 star accommodations;Amsterdam;2013 March;;;;;;
1121;2 star accommodations;Amsterdam;2013 April;;;;;;
1122;2 star accommodations;Amsterdam;2013 May;;;;;;
1123;2 star accommodations;Amsterdam;2013 June;;;;;;
1124;2 star accommodations;Amsterdam;2013 July;;;;;;
1125;2 star accommodations;Amsterdam;2013 August;;;;;;
1126;2 star accommodations;Amsterdam;2013 September;;;;;;
1127;2 star accommodations;Amsterdam;2013 October;;;;;;
1128;2 star accommodations;Amsterdam;2013 November;;;;;;
1129;2 star accommodations;Amsterdam;2013 December;;;;;;
1130;2 star accommodations;Amsterdam;2014 January;;;;;;
1131;2 star accommodations;Amsterdam;2014 February;;;;;;
1132;2 star accommodations;Amsterdam;2014 March;;;;;;
1133;2 star accommodations;Amsterdam;2014 April;;;;;;
1134;2 star accommodations;Amsterdam;2014 May;;;;;;
1135;2 star accommodations;Amsterdam;2014 June;;;;;;
1136;2 star accommodations;Amsterdam;2014 July;;;;;;
1137;2 star accommodations;Amsterdam;2014 August;;;;;;
1138;2 star accommodations;Amsterdam;2014 September;;;;;;
1139;2 star accommodations;Amsterdam;2014 October;;;;;;
1140;2 star accommodations;Amsterdam;2014 November;;;;;;
1141;2 star accommodations;Amsterdam;2014 December;;;;;;
1142;2 star accommodations;Amsterdam;2015 January;;;;;;
1143;2 star accommodations;Amsterdam;2015 February;;;;;;
1144;2 star accommodations;Amsterdam;2015 March;;;;;;
1145;2 star accommodations;Amsterdam;2015 April;;;;;;
1146;2 star accommodations;Amsterdam;2015 May;;;;;;
1147;2 star accommodations;Amsterdam;2015 June;;;;;;
1148;2 star accommodations;Amsterdam;2015 July;;;;;;
1149;2 star accommodations;Amsterdam;2015 August;;;;;;
1150;2 star accommodations;Amsterdam;2015 September;;;;;;
1151;2 star accommodations;Amsterdam;2015 October;;;;;;
1152;2 star accommodations;Amsterdam;2015 November;;;;;;
1153;2 star accommodations;Amsterdam;2015 December;;;;;;
1154;2 star accommodations;Amsterdam;2016 January;;;;;;
1155;2 star accommodations;Amsterdam;2016 February;;;;;;
1156;2 star accommodations;Amsterdam;2016 March;;;;;;
1157;2 star accommodations;Amsterdam;2016 April;;;;;;
1158;2 star accommodations;Amsterdam;2016 May;;;;;;
1159;2 star accommodations;Amsterdam;2016 June;;;;;;
1160;2 star accommodations;Amsterdam;2016 July;;;;;;
1161;2 star accommodations;Amsterdam;2016 August;;;;;;
1162;2 star accommodations;Amsterdam;2016 September;;;;;;
1163;2 star accommodations;Amsterdam;2016 October;;;;;;
1164;2 star accommodations;Amsterdam;2016 November;;;;;;
1165;2 star accommodations;Amsterdam;2016 December;;;;;;
1166;2 star accommodations;Amsterdam;2017 January;78.0;1918.0;4510.0;71.0;1846.0;4361.0
1167;2 star accommodations;Amsterdam;2017 February;78.0;1918.0;4510.0;73.0;1862.0;4398.0
1168;2 star accommodations;Amsterdam;2017 March;78.0;1918.0;4510.0;75.0;1881.0;4433.0
1169;2 star accommodations;Amsterdam;2017 April;78.0;1918.0;4510.0;78.0;1918.0;4510.0
1170;2 star accommodations;Amsterdam;2017 May;78.0;1918.0;4510.0;78.0;1918.0;4510.0
1171;2 star accommodations;Amsterdam;2017 June;78.0;1918.0;4510.0;77.0;1914.0;4502.0
1172;2 star accommodations;Amsterdam;2017 July;78.0;1918.0;4510.0;78.0;1918.0;4510.0
1173;2 star accommodations;Amsterdam;2017 August;78.0;1918.0;4510.0;78.0;1918.0;4510.0
1174;2 star accommodations;Amsterdam;2017 September;78.0;1918.0;4510.0;78.0;1918.0;4510.0
1175;2 star accommodations;Amsterdam;2017 October;78.0;1918.0;4510.0;75.0;1878.0;4433.0
1176;2 star accommodations;Amsterdam;2017 November;78.0;1918.0;4510.0;73.0;1851.0;4374.0
1177;2 star accommodations;Amsterdam;2017 December;78.0;1918.0;4510.0;71.0;1840.0;4352.0
1178;2 star accommodations;Amsterdam;2018 January;73.0;1966.0;5093.0;67.0;1895.0;4943.0
1179;2 star accommodations;Amsterdam;2018 February;73.0;1966.0;5093.0;68.0;1907.0;4972.0
1180;2 star accommodations;Amsterdam;2018 March;73.0;1966.0;5093.0;70.0;1931.0;5017.0
1181;2 star accommodations;Amsterdam;2018 April;73.0;1966.0;5093.0;73.0;1966.0;5093.0
1182;2 star accommodations;Amsterdam;2018 May;73.0;1966.0;5093.0;73.0;1966.0;5093.0
1183;2 star accommodations;Amsterdam;2018 June;73.0;1966.0;5093.0;73.0;1966.0;5093.0
1184;2 star accommodations;Amsterdam;2018 July;73.0;1966.0;5093.0;72.0;1952.0;5058.0
1185;2 star accommodations;Amsterdam;2018 August;73.0;1966.0;5093.0;71.0;1949.0;5052.0
1186;2 star accommodations;Amsterdam;2018 September;73.0;1966.0;5093.0;73.0;1966.0;5093.0
1187;2 star accommodations;Amsterdam;2018 October;73.0;1966.0;5093.0;70.0;1920.0;4999.0
1188;2 star accommodations;Amsterdam;2018 November;73.0;1966.0;5093.0;67.0;1898.0;4950.0
1189;2 star accommodations;Amsterdam;2018 December;73.0;1966.0;5093.0;68.0;1912.0;4985.0
1190;2 star accommodations;Amsterdam;2019 January;72.0;1996.0;4937.0;63.0;1807.0;4452.0
1191;2 star accommodations;Amsterdam;2019 February;72.0;1996.0;4937.0;67.0;1842.0;4530.0
1192;2 star accommodations;Amsterdam;2019 March;72.0;1996.0;4937.0;69.0;1872.0;4585.0
1193;2 star accommodations;Amsterdam;2019 April;72.0;1996.0;4937.0;72.0;1996.0;4937.0
1194;2 star accommodations;Amsterdam;2019 May;72.0;1996.0;4937.0;72.0;1996.0;4937.0
1195;2 star accommodations;Amsterdam;2019 June;72.0;1996.0;4937.0;72.0;1996.0;4937.0
1196;2 star accommodations;Amsterdam;2019 July;72.0;1996.0;4937.0;70.0;1980.0;4896.0
1197;2 star accommodations;Amsterdam;2019 August;72.0;1996.0;4937.0;70.0;1980.0;4896.0
1198;2 star accommodations;Amsterdam;2019 September;72.0;1996.0;4937.0;72.0;1996.0;4937.0
1199;2 star accommodations;Amsterdam;2019 October;72.0;1996.0;4937.0;70.0;1968.0;4882.0
1200;2 star accommodations;Amsterdam;2019 November;72.0;1996.0;4937.0;67.0;1847.0;4533.0
1201;2 star accommodations;Amsterdam;2019 December;72.0;1996.0;4937.0;66.0;1840.0;4529.0
1202;2 star accommodations;Amsterdam;2020 January;72.0;2097.0;5422.0;65.0;1930.0;4988.0
1203;2 star accommodations;Amsterdam;2020 February;72.0;2097.0;5422.0;67.0;1956.0;5036.0
1204;2 star accommodations;Amsterdam;2020 March;72.0;2097.0;5422.0;67.0;1945.0;5009.0
1205;2 star accommodations;Amsterdam;2020 April;72.0;2097.0;5422.0;50.0;1336.0;3086.0
1206;2 star accommodations;Amsterdam;2020 May;72.0;2097.0;5422.0;49.0;1284.0;3004.0
1207;2 star accommodations;Amsterdam;2020 June;72.0;2097.0;5422.0;59.0;1537.0;3573.0
1208;2 star accommodations;Amsterdam;2020 July;72.0;2097.0;5422.0;63.0;1926.0;5072.0
1209;2 star accommodations;Amsterdam;2020 August;72.0;2097.0;5422.0;65.0;1978.0;5167.0
1210;2 star accommodations;Amsterdam;2020 September;72.0;2097.0;5422.0;66.0;1990.0;5202.0
1211;2 star accommodations;Amsterdam;2020 October;72.0;2097.0;5422.0;65.0;1972.0;5164.0
1212;2 star accommodations;Amsterdam;2020 November;72.0;2097.0;5422.0;63.0;1862.0;4844.0
1213;2 star accommodations;Amsterdam;2020 December;72.0;2097.0;5422.0;63.0;1862.0;4844.0
1214;2 star accommodations;Amsterdam;2021 January;71.0;1731.0;3990.0;63.0;1585.0;3723.0
1215;2 star accommodations;Amsterdam;2021 February;71.0;1731.0;3990.0;66.0;1635.0;3846.0
1216;2 star accommodations;Amsterdam;2021 March;71.0;1731.0;3990.0;67.0;1636.0;3838.0
1217;2 star accommodations;Amsterdam;2021 April;71.0;1731.0;3990.0;68.0;1646.0;3855.0
1218;2 star accommodations;Amsterdam;2021 May;71.0;1731.0;3990.0;69.0;1672.0;3890.0
1219;2 star accommodations;Amsterdam;2021 June;71.0;1731.0;3990.0;70.0;1709.0;3935.0
1220;2 star accommodations;Amsterdam;2021 July;71.0;1731.0;3990.0;69.0;1661.0;3812.0
1221;2 star accommodations;Amsterdam;2021 August;71.0;1731.0;3990.0;69.0;1661.0;3812.0
1222;2 star accommodations;Amsterdam;2021 September;71.0;1731.0;3990.0;69.0;1661.0;3812.0
1223;2 star accommodations;Amsterdam;2021 October;71.0;1731.0;3990.0;67.0;1633.0;3757.0
1224;2 star accommodations;Amsterdam;2021 November;71.0;1731.0;3990.0;66.0;1620.0;3733.0
1225;2 star accommodations;Amsterdam;2021 December;71.0;1731.0;3990.0;66.0;1620.0;3733.0
1226;2 star accommodations;Amsterdam;2022 January;69.0;2046.0;5299.0;68.0;2036.0;5282.0
1227;2 star accommodations;Amsterdam;2022 February;69.0;2046.0;5299.0;68.0;2036.0;5282.0
1228;2 star accommodations;Amsterdam;2022 March;69.0;2046.0;5299.0;69.0;2046.0;5299.0
1229;2 star accommodations;Amsterdam;2022 April;69.0;2046.0;5299.0;69.0;2046.0;5299.0
1230;2 star accommodations;Amsterdam;2022 May;69.0;2046.0;5299.0;68.0;2029.0;5265.0
1231;2 star accommodations;Amsterdam;2022 June;69.0;2046.0;5299.0;68.0;2029.0;5265.0
1232;2 star accommodations;Amsterdam;2022 July;69.0;2046.0;5299.0;67.0;2016.0;5241.0
1233;2 star accommodations;Amsterdam;2022 August;69.0;2046.0;5299.0;67.0;2016.0;5241.0
1234;2 star accommodations;Amsterdam;2022 September;69.0;2046.0;5299.0;66.0;2006.0;5224.0
1235;2 star accommodations;Amsterdam;2022 October;69.0;2046.0;5299.0;66.0;2006.0;5224.0
1236;2 star accommodations;Amsterdam;2022 November;69.0;2046.0;5299.0;66.0;2006.0;5224.0
1237;2 star accommodations;Amsterdam;2022 December;69.0;2046.0;5299.0;66.0;2006.0;5224.0
1238;2 star accommodations;Amsterdam;2023 January;65.0;2448.0;7036.0;63.0;2412.0;6954.0
1239;2 star accommodations;Amsterdam;2023 February;65.0;2448.0;7036.0;63.0;2412.0;6954.0
1240;2 star accommodations;Amsterdam;2023 March;65.0;2448.0;7036.0;64.0;2438.0;7019.0
1241;2 star accommodations;Amsterdam;2023 April;65.0;2448.0;7036.0;65.0;2448.0;7036.0
1242;2 star accommodations;Amsterdam;2023 May;65.0;2448.0;7036.0;65.0;2448.0;7036.0
1243;2 star accommodations;Amsterdam;2023 June;65.0;2448.0;7036.0;65.0;2448.0;7036.0
1244;2 star accommodations;Amsterdam;2023 July;65.0;2448.0;7036.0;65.0;2448.0;7036.0
1245;2 star accommodations;Amsterdam;2023 August;65.0;2448.0;7036.0;65.0;2448.0;7036.0
1246;2 star accommodations;Amsterdam;2023 September;65.0;2448.0;7036.0;65.0;2448.0;7036.0
1247;2 star accommodations;Amsterdam;2023 October;65.0;2448.0;7036.0;64.0;2438.0;7019.0
1248;2 star accommodations;Amsterdam;2023 November;65.0;2448.0;7036.0;64.0;2438.0;7019.0
1249;2 star accommodations;Amsterdam;2023 December;65.0;2448.0;7036.0;64.0;2438.0;7019.0
1250;2 star accommodations;Amsterdam;2024 January;61.0;1786.0;4894.0;60.0;1776.0;4877.0
1251;2 star accommodations;Amsterdam;2024 February;61.0;1786.0;4894.0;60.0;1776.0;4877.0
1252;2 star accommodations;Amsterdam;2024 March;61.0;1786.0;4894.0;60.0;1776.0;4877.0
1253;2 star accommodations;Amsterdam;2024 April;61.0;1786.0;4894.0;61.0;1786.0;4894.0
1254;2 star accommodations;Amsterdam;2024 May;61.0;1786.0;4894.0;61.0;1786.0;4894.0
1255;2 star accommodations;Amsterdam;2024 June;61.0;1786.0;4894.0;61.0;1786.0;4894.0
1256;2 star accommodations;Amsterdam;2024 July;61.0;1786.0;4894.0;61.0;1786.0;4894.0
1257;2 star accommodations;Amsterdam;2024 August;61.0;1786.0;4894.0;61.0;1786.0;4894.0
1258;2 star accommodations;Amsterdam;2024 September;61.0;1786.0;4894.0;61.0;1786.0;4894.0
1259;2 star accommodations;Amsterdam;2024 October;61.0;1786.0;4894.0;60.0;1776.0;4877.0
1260;2 star accommodations;Amsterdam;2024 November;61.0;1786.0;4894.0;60.0;1776.0;4877.0
1261;2 star accommodations;Amsterdam;2024 December;61.0;1786.0;4894.0;60.0;1776.0;4877.0
1262;2 star accommodations;Amsterdam;2025 January;62.0;1808.0;4843.0;61.0;1798.0;4826.0
1263;2 star accommodations;Amsterdam;2025 February;62.0;1808.0;4843.0;61.0;1798.0;4826.0
1264;3 star accommodations;Nederland;2012 January;;;;;;
1265;3 star accommodations;Nederland;2012 February;;;;;;
1266;3 star accommodations;Nederland;2012 March;;;;;;
1267;3 star accommodations;Nederland;2012 April;;;;;;
1268;3 star accommodations;Nederland;2012 May;;;;;;
1269;3 star accommodations;Nederland;2012 June;;;;;;
1270;3 star accommodations;Nederland;2012 July;;;;;;
1271;3 star accommodations;Nederland;2012 August;;;;;;
1272;3 star accommodations;Nederland;2012 September;;;;;;
1273;3 star accommodations;Nederland;2012 October;;;;;;
1274;3 star accommodations;Nederland;2012 November;;;;;;
1275;3 star accommodations;Nederland;2012 December;;;;;;
1276;3 star accommodations;Nederland;2013 January;;;;;;
1277;3 star accommodations;Nederland;2013 February;;;;;;
1278;3 star accommodations;Nederland;2013 March;;;;;;
1279;3 star accommodations;Nederland;2013 April;;;;;;
1280;3 star accommodations;Nederland;2013 May;;;;;;
1281;3 star accommodations;Nederland;2013 June;;;;;;
1282;3 star accommodations;Nederland;2013 July;;;;;;
1283;3 star accommodations;Nederland;2013 August;;;;;;
1284;3 star accommodations;Nederland;2013 September;;;;;;
1285;3 star accommodations;Nederland;2013 October;;;;;;
1286;3 star accommodations;Nederland;2013 November;;;;;;
1287;3 star accommodations;Nederland;2013 December;;;;;;
1288;3 star accommodations;Nederland;2014 January;;;;;;
1289;3 star accommodations;Nederland;2014 February;;;;;;
1290;3 star accommodations;Nederland;2014 March;;;;;;
1291;3 star accommodations;Nederland;2014 April;;;;;;
1292;3 star accommodations;Nederland;2014 May;;;;;;
1293;3 star accommodations;Nederland;2014 June;;;;;;
1294;3 star accommodations;Nederland;2014 July;;;;;;
1295;3 star accommodations;Nederland;2014 August;;;;;;
1296;3 star accommodations;Nederland;2014 September;;;;;;
1297;3 star accommodations;Nederland;2014 October;;;;;;
1298;3 star accommodations;Nederland;2014 November;;;;;;
1299;3 star accommodations;Nederland;2014 December;;;;;;
1300;3 star accommodations;Nederland;2015 January;;;;;;
1301;3 star accommodations;Nederland;2015 February;;;;;;
1302;3 star accommodations;Nederland;2015 March;;;;;;
1303;3 star accommodations;Nederland;2015 April;;;;;;
1304;3 star accommodations;Nederland;2015 May;;;;;;
1305;3 star accommodations;Nederland;2015 June;;;;;;
1306;3 star accommodations;Nederland;2015 July;;;;;;
1307;3 star accommodations;Nederland;2015 August;;;;;;
1308;3 star accommodations;Nederland;2015 September;;;;;;
1309;3 star accommodations;Nederland;2015 October;;;;;;
1310;3 star accommodations;Nederland;2015 November;;;;;;
1311;3 star accommodations;Nederland;2015 December;;;;;;
1312;3 star accommodations;Nederland;2016 January;;;;;;
1313;3 star accommodations;Nederland;2016 February;;;;;;
1314;3 star accommodations;Nederland;2016 March;;;;;;
1315;3 star accommodations;Nederland;2016 April;;;;;;
1316;3 star accommodations;Nederland;2016 May;;;;;;
1317;3 star accommodations;Nederland;2016 June;;;;;;
1318;3 star accommodations;Nederland;2016 July;;;;;;
1319;3 star accommodations;Nederland;2016 August;;;;;;
1320;3 star accommodations;Nederland;2016 September;;;;;;
1321;3 star accommodations;Nederland;2016 October;;;;;;
1322;3 star accommodations;Nederland;2016 November;;;;;;
1323;3 star accommodations;Nederland;2016 December;;;;;;
1324;3 star accommodations;Nederland;2017 January;1299.0;40120.0;84256.0;1142.0;37475.0;78623.0
1325;3 star accommodations;Nederland;2017 February;1299.0;40120.0;84256.0;1210.0;38794.0;81392.0
1326;3 star accommodations;Nederland;2017 March;1299.0;40120.0;84256.0;1255.0;39507.0;82901.0
1327;3 star accommodations;Nederland;2017 April;1299.0;40120.0;84256.0;1288.0;39977.0;83978.0
1328;3 star accommodations;Nederland;2017 May;1299.0;40120.0;84256.0;1295.0;40090.0;84186.0
1329;3 star accommodations;Nederland;2017 June;1299.0;40120.0;84256.0;1295.0;40056.0;84124.0
1330;3 star accommodations;Nederland;2017 July;1299.0;40120.0;84256.0;1291.0;40055.0;84117.0
1331;3 star accommodations;Nederland;2017 August;1299.0;40120.0;84256.0;1288.0;40044.0;84095.0
1332;3 star accommodations;Nederland;2017 September;1299.0;40120.0;84256.0;1288.0;40040.0;84087.0
1333;3 star accommodations;Nederland;2017 October;1299.0;40120.0;84256.0;1279.0;39912.0;83809.0
1334;3 star accommodations;Nederland;2017 November;1299.0;40120.0;84256.0;1224.0;39074.0;82019.0
1335;3 star accommodations;Nederland;2017 December;1299.0;40120.0;84256.0;1210.0;38792.0;81414.0
1336;3 star accommodations;Nederland;2018 January;1305.0;40513.0;85420.0;1156.0;37457.0;79010.0
1337;3 star accommodations;Nederland;2018 February;1305.0;40513.0;85420.0;1219.0;38630.0;81490.0
1338;3 star accommodations;Nederland;2018 March;1305.0;40513.0;85420.0;1248.0;39315.0;82924.0
1339;3 star accommodations;Nederland;2018 April;1305.0;40513.0;85420.0;1289.0;39933.0;84318.0
1340;3 star accommodations;Nederland;2018 May;1305.0;40513.0;85420.0;1288.0;39909.0;84268.0
1341;3 star accommodations;Nederland;2018 June;1305.0;40513.0;85420.0;1289.0;39930.0;84308.0
1342;3 star accommodations;Nederland;2018 July;1305.0;40513.0;85420.0;1283.0;39974.0;84388.0
1343;3 star accommodations;Nederland;2018 August;1305.0;40513.0;85420.0;1284.0;40007.0;84465.0
1344;3 star accommodations;Nederland;2018 September;1305.0;40513.0;85420.0;1286.0;40042.0;84524.0
1345;3 star accommodations;Nederland;2018 October;1305.0;40513.0;85420.0;1277.0;39911.0;84253.0
1346;3 star accommodations;Nederland;2018 November;1305.0;40513.0;85420.0;1227.0;39020.0;82329.0
1347;3 star accommodations;Nederland;2018 December;1305.0;40513.0;85420.0;1206.0;38452.0;81068.0
1348;3 star accommodations;Nederland;2019 January;1339.0;45823.0;97183.0;1169.0;42413.0;89845.0
1349;3 star accommodations;Nederland;2019 February;1339.0;45823.0;97183.0;1240.0;43640.0;92528.0
1350;3 star accommodations;Nederland;2019 March;1339.0;45823.0;97183.0;1283.0;44568.0;94515.0
1351;3 star accommodations;Nederland;2019 April;1339.0;45823.0;97183.0;1322.0;45298.0;96105.0
1352;3 star accommodations;Nederland;2019 May;1339.0;45823.0;97183.0;1329.0;45539.0;96611.0
1353;3 star accommodations;Nederland;2019 June;1339.0;45823.0;97183.0;1326.0;45512.0;96550.0
1354;3 star accommodations;Nederland;2019 July;1339.0;45823.0;97183.0;1324.0;45620.0;96775.0
1355;3 star accommodations;Nederland;2019 August;1339.0;45823.0;97183.0;1322.0;45583.0;96695.0
1356;3 star accommodations;Nederland;2019 September;1339.0;45823.0;97183.0;1326.0;45663.0;96858.0
1357;3 star accommodations;Nederland;2019 October;1339.0;45823.0;97183.0;1310.0;45421.0;96352.0
1358;3 star accommodations;Nederland;2019 November;1339.0;45823.0;97183.0;1257.0;44516.0;94332.0
1359;3 star accommodations;Nederland;2019 December;1339.0;45823.0;97183.0;1235.0;44091.0;93322.0
1360;3 star accommodations;Nederland;2020 January;1322.0;44263.0;94106.0;1159.0;41342.0;87675.0
1361;3 star accommodations;Nederland;2020 February;1322.0;44263.0;94106.0;1229.0;42659.0;90531.0
1362;3 star accommodations;Nederland;2020 March;1322.0;44263.0;94106.0;1240.0;43149.0;91644.0
1363;3 star accommodations;Nederland;2020 April;1322.0;44263.0;94106.0;1024.0;37535.0;78821.0
1364;3 star accommodations;Nederland;2020 May;1322.0;44263.0;94106.0;1045.0;37332.0;77755.0
1365;3 star accommodations;Nederland;2020 June;1322.0;44263.0;94106.0;1234.0;41506.0;86896.0
1366;3 star accommodations;Nederland;2020 July;1322.0;44263.0;94106.0;1277.0;43248.0;91678.0
1367;3 star accommodations;Nederland;2020 August;1322.0;44263.0;94106.0;1278.0;43318.0;92102.0
1368;3 star accommodations;Nederland;2020 September;1322.0;44263.0;94106.0;1284.0;43352.0;92188.0
1369;3 star accommodations;Nederland;2020 October;1322.0;44263.0;94106.0;1277.0;43055.0;91501.0
1370;3 star accommodations;Nederland;2020 November;1322.0;44263.0;94106.0;1221.0;42042.0;89274.0
1371;3 star accommodations;Nederland;2020 December;1322.0;44263.0;94106.0;1192.0;41624.0;88290.0
1372;3 star accommodations;Nederland;2021 January;1442.0;45412.0;97183.0;1276.0;42230.0;90065.0
1373;3 star accommodations;Nederland;2021 February;1442.0;45412.0;97183.0;1335.0;43252.0;92303.0
1374;3 star accommodations;Nederland;2021 March;1442.0;45412.0;97183.0;1374.0;44094.0;94255.0
1375;3 star accommodations;Nederland;2021 April;1442.0;45412.0;97183.0;1412.0;44745.0;95671.0
1376;3 star accommodations;Nederland;2021 May;1442.0;45412.0;97183.0;1418.0;44910.0;96040.0
1377;3 star accommodations;Nederland;2021 June;1442.0;45412.0;97183.0;1423.0;45005.0;96247.0
1378;3 star accommodations;Nederland;2021 July;1442.0;45412.0;97183.0;1426.0;44983.0;96184.0
1379;3 star accommodations;Nederland;2021 August;1442.0;45412.0;97183.0;1418.0;44669.0;95469.0
1380;3 star accommodations;Nederland;2021 September;1442.0;45412.0;97183.0;1422.0;44933.0;96057.0
1381;3 star accommodations;Nederland;2021 October;1442.0;45412.0;97183.0;1406.0;44585.0;95332.0
1382;3 star accommodations;Nederland;2021 November;1442.0;45412.0;97183.0;1362.0;43689.0;92426.0
1383;3 star accommodations;Nederland;2021 December;1442.0;45412.0;97183.0;1335.0;43271.0;92219.0
1384;3 star accommodations;Nederland;2022 January;1403.0;44727.0;93892.0;1260.0;42360.0;88817.0
1385;3 star accommodations;Nederland;2022 February;1403.0;44727.0;93892.0;1297.0;43043.0;90284.0
1386;3 star accommodations;Nederland;2022 March;1403.0;44727.0;93892.0;1347.0;43539.0;91402.0
1387;3 star accommodations;Nederland;2022 April;1403.0;44727.0;93892.0;1380.0;44310.0;93024.0
1388;3 star accommodations;Nederland;2022 May;1403.0;44727.0;93892.0;1381.0;44277.0;92957.0
1389;3 star accommodations;Nederland;2022 June;1403.0;44727.0;93892.0;1387.0;44361.0;93133.0
1390;3 star accommodations;Nederland;2022 July;1403.0;44727.0;93892.0;1385.0;44332.0;93097.0
1391;3 star accommodations;Nederland;2022 August;1403.0;44727.0;93892.0;1383.0;44243.0;92926.0
1392;3 star accommodations;Nederland;2022 September;1403.0;44727.0;93892.0;1376.0;43848.0;92083.0
1393;3 star accommodations;Nederland;2022 October;1403.0;44727.0;93892.0;1366.0;44072.0;92567.0
