ID;BedrijfstakkenBranchesSBI2008;Beroepenindeling;Perioden;OntstaneVacatures_1
7738;73-75 Reclame, design, overige diensten;12 Transport en logistiek beroepen;2022;
7739;73-75 Reclame, design, overige diensten;12 Transport en logistiek beroepen;2023;
7740;73-75 Reclame, design, overige diensten;121 Bestuurders voertuigen en bediene...;2018;
7741;73-75 Reclame, design, overige diensten;121 Bestuurders voertuigen en bediene...;2019;
7742;73-75 Reclame, design, overige diensten;121 Bestuurders voertuigen en bediene...;2020;
7743;73-75 Reclame, design, overige diensten;121 Bestuurders voertuigen en bediene...;2021;
7744;73-75 Reclame, design, overige diensten;121 Bestuurders voertuigen en bediene...;2022;
7745;73-75 Reclame, design, overige diensten;121 Bestuurders voertuigen en bediene...;2023;
7746;73-75 Reclame, design, overige diensten;122 Hulpkrachten transport en logistiek;2018;
7747;73-75 Reclame, design, overige diensten;122 Hulpkrachten transport en logistiek;2019;
7748;73-75 Reclame, design, overige diensten;122 Hulpkrachten transport en logistiek;2020;
7749;73-75 Reclame, design, overige diensten;122 Hulpkrachten transport en logistiek;2021;
7750;73-75 Reclame, design, overige diensten;122 Hulpkrachten transport en logistiek;2022;
7751;73-75 Reclame, design, overige diensten;122 Hulpkrachten transport en logistiek;2023;
7752;N Verhuur en overige zakelijke diensten;01 Pedagogische beroepen;2018;
7753;N Verhuur en overige zakelijke diensten;01 Pedagogische beroepen;2019;
7754;N Verhuur en overige zakelijke diensten;01 Pedagogische beroepen;2020;
7755;N Verhuur en overige zakelijke diensten;01 Pedagogische beroepen;2021;
7756;N Verhuur en overige zakelijke diensten;01 Pedagogische beroepen;2022;
7757;N Verhuur en overige zakelijke diensten;01 Pedagogische beroepen;2023;
7758;N Verhuur en overige zakelijke diensten;011 Docenten;2018;
7759;N Verhuur en overige zakelijke diensten;011 Docenten;2019;
7760;N Verhuur en overige zakelijke diensten;011 Docenten;2020;
7761;N Verhuur en overige zakelijke diensten;011 Docenten;2021;
7762;N Verhuur en overige zakelijke diensten;011 Docenten;2022;
7763;N Verhuur en overige zakelijke diensten;011 Docenten;2023;
7764;N Verhuur en overige zakelijke diensten;013 Leidsters kinderopvang en onderw...;2018;
7765;N Verhuur en overige zakelijke diensten;013 Leidsters kinderopvang en onderw...;2019;
7766;N Verhuur en overige zakelijke diensten;013 Leidsters kinderopvang en onderw...;2020;
7767;N Verhuur en overige zakelijke diensten;013 Leidsters kinderopvang en onderw...;2021;
7768;N Verhuur en overige zakelijke diensten;013 Leidsters kinderopvang en onderw...;2022;
7769;N Verhuur en overige zakelijke diensten;013 Leidsters kinderopvang en onderw...;2023;
7770;N Verhuur en overige zakelijke diensten;02 Creatieve en taalkundige beroepen;2018;
7771;N Verhuur en overige zakelijke diensten;02 Creatieve en taalkundige beroepen;2019;
7772;N Verhuur en overige zakelijke diensten;02 Creatieve en taalkundige beroepen;2020;
7773;N Verhuur en overige zakelijke diensten;02 Creatieve en taalkundige beroepen;2021;
7774;N Verhuur en overige zakelijke diensten;02 Creatieve en taalkundige beroepen;2022;
7775;N Verhuur en overige zakelijke diensten;02 Creatieve en taalkundige beroepen;2023;
7776;N Verhuur en overige zakelijke diensten;021 Auteurs en kunstenaars;2018;
7777;N Verhuur en overige zakelijke diensten;021 Auteurs en kunstenaars;2019;
7778;N Verhuur en overige zakelijke diensten;021 Auteurs en kunstenaars;2020;
7779;N Verhuur en overige zakelijke diensten;021 Auteurs en kunstenaars;2021;
7780;N Verhuur en overige zakelijke diensten;021 Auteurs en kunstenaars;2022;
7781;N Verhuur en overige zakelijke diensten;021 Auteurs en kunstenaars;2023;
7782;N Verhuur en overige zakelijke diensten;03 Commerciële beroepen;2018;
7783;N Verhuur en overige zakelijke diensten;03 Commerciële beroepen;2019;
7784;N Verhuur en overige zakelijke diensten;03 Commerciële beroepen;2020;
7785;N Verhuur en overige zakelijke diensten;03 Commerciële beroepen;2021;
7786;N Verhuur en overige zakelijke diensten;03 Commerciële beroepen;2022;
7787;N Verhuur en overige zakelijke diensten;03 Commerciële beroepen;2023;
7788;N Verhuur en overige zakelijke diensten;031 Adviseurs marketing, public relat...;2018;
7789;N Verhuur en overige zakelijke diensten;031 Adviseurs marketing, public relat...;2019;
7790;N Verhuur en overige zakelijke diensten;031 Adviseurs marketing, public relat...;2020;
7791;N Verhuur en overige zakelijke diensten;031 Adviseurs marketing, public relat...;2021;
7792;N Verhuur en overige zakelijke diensten;031 Adviseurs marketing, public relat...;2022;
7793;N Verhuur en overige zakelijke diensten;031 Adviseurs marketing, public relat...;2023;
7794;N Verhuur en overige zakelijke diensten;032 Vertegenwoordigers en inkopers;2018;
7795;N Verhuur en overige zakelijke diensten;032 Vertegenwoordigers en inkopers;2019;
7796;N Verhuur en overige zakelijke diensten;032 Vertegenwoordigers en inkopers;2020;
7797;N Verhuur en overige zakelijke diensten;032 Vertegenwoordigers en inkopers;2021;
7798;N Verhuur en overige zakelijke diensten;032 Vertegenwoordigers en inkopers;2022;
7799;N Verhuur en overige zakelijke diensten;032 Vertegenwoordigers en inkopers;2023;
7800;N Verhuur en overige zakelijke diensten;033 Verkopers;2018;
7801;N Verhuur en overige zakelijke diensten;033 Verkopers;2019;
7802;N Verhuur en overige zakelijke diensten;033 Verkopers;2020;
7803;N Verhuur en overige zakelijke diensten;033 Verkopers;2021;
7804;N Verhuur en overige zakelijke diensten;033 Verkopers;2022;
7805;N Verhuur en overige zakelijke diensten;033 Verkopers;2023;
7806;N Verhuur en overige zakelijke diensten;04 Bedrijfseconomische en administrat...;2018;18.4
7807;N Verhuur en overige zakelijke diensten;04 Bedrijfseconomische en administrat...;2019;16.7
7808;N Verhuur en overige zakelijke diensten;04 Bedrijfseconomische en administrat...;2020;13.8
7809;N Verhuur en overige zakelijke diensten;04 Bedrijfseconomische en administrat...;2021;18.2
7810;N Verhuur en overige zakelijke diensten;04 Bedrijfseconomische en administrat...;2022;24.4
7811;N Verhuur en overige zakelijke diensten;04 Bedrijfseconomische en administrat...;2023;21.5
7812;N Verhuur en overige zakelijke diensten;041 Specialisten bedrijfsbeheer en ad...;2018;
7813;N Verhuur en overige zakelijke diensten;041 Specialisten bedrijfsbeheer en ad...;2019;
7814;N Verhuur en overige zakelijke diensten;041 Specialisten bedrijfsbeheer en ad...;2020;
7815;N Verhuur en overige zakelijke diensten;041 Specialisten bedrijfsbeheer en ad...;2021;
7816;N Verhuur en overige zakelijke diensten;041 Specialisten bedrijfsbeheer en ad...;2022;
7817;N Verhuur en overige zakelijke diensten;041 Specialisten bedrijfsbeheer en ad...;2023;
7818;N Verhuur en overige zakelijke diensten;042 Vakspecialisten bedrijfsbeheer en...;2018;
7819;N Verhuur en overige zakelijke diensten;042 Vakspecialisten bedrijfsbeheer en...;2019;
7820;N Verhuur en overige zakelijke diensten;042 Vakspecialisten bedrijfsbeheer en...;2020;
7821;N Verhuur en overige zakelijke diensten;042 Vakspecialisten bedrijfsbeheer en...;2021;
7822;N Verhuur en overige zakelijke diensten;042 Vakspecialisten bedrijfsbeheer en...;2022;
7823;N Verhuur en overige zakelijke diensten;042 Vakspecialisten bedrijfsbeheer en...;2023;
7824;N Verhuur en overige zakelijke diensten;043 Administratief personeel;2018;13.8
7825;N Verhuur en overige zakelijke diensten;043 Administratief personeel;2019;11.5
7826;N Verhuur en overige zakelijke diensten;043 Administratief personeel;2020;9.4
7827;N Verhuur en overige zakelijke diensten;043 Administratief personeel;2021;11.1
7828;N Verhuur en overige zakelijke diensten;043 Administratief personeel;2022;14.6
7829;N Verhuur en overige zakelijke diensten;043 Administratief personeel;2023;12.2
7830;N Verhuur en overige zakelijke diensten;05 Managers;2018;
7831;N Verhuur en overige zakelijke diensten;05 Managers;2019;
7832;N Verhuur en overige zakelijke diensten;05 Managers;2020;
7833;N Verhuur en overige zakelijke diensten;05 Managers;2021;
7834;N Verhuur en overige zakelijke diensten;05 Managers;2022;
7835;N Verhuur en overige zakelijke diensten;05 Managers;2023;
7836;N Verhuur en overige zakelijke diensten;052 Managers op administratief en com...;2018;
7837;N Verhuur en overige zakelijke diensten;052 Managers op administratief en com...;2019;
7838;N Verhuur en overige zakelijke diensten;052 Managers op administratief en com...;2020;
7839;N Verhuur en overige zakelijke diensten;052 Managers op administratief en com...;2021;
7840;N Verhuur en overige zakelijke diensten;052 Managers op administratief en com...;2022;
7841;N Verhuur en overige zakelijke diensten;052 Managers op administratief en com...;2023;
7842;N Verhuur en overige zakelijke diensten;053 Managers productie en gespecialis...;2018;
7843;N Verhuur en overige zakelijke diensten;053 Managers productie en gespecialis...;2019;
7844;N Verhuur en overige zakelijke diensten;053 Managers productie en gespecialis...;2020;
7845;N Verhuur en overige zakelijke diensten;053 Managers productie en gespecialis...;2021;
7846;N Verhuur en overige zakelijke diensten;053 Managers productie en gespecialis...;2022;
7847;N Verhuur en overige zakelijke diensten;053 Managers productie en gespecialis...;2023;
7848;N Verhuur en overige zakelijke diensten;06 Openbaar bestuur, veiligheid en ju...;2018;
7849;N Verhuur en overige zakelijke diensten;06 Openbaar bestuur, veiligheid en ju...;2019;
7850;N Verhuur en overige zakelijke diensten;06 Openbaar bestuur, veiligheid en ju...;2020;
7851;N Verhuur en overige zakelijke diensten;06 Openbaar bestuur, veiligheid en ju...;2021;
7852;N Verhuur en overige zakelijke diensten;06 Openbaar bestuur, veiligheid en ju...;2022;
7853;N Verhuur en overige zakelijke diensten;06 Openbaar bestuur, veiligheid en ju...;2023;
7854;N Verhuur en overige zakelijke diensten;061 Overheidsambtenaren en -bestuurders;2018;
7855;N Verhuur en overige zakelijke diensten;061 Overheidsambtenaren en -bestuurders;2019;
7856;N Verhuur en overige zakelijke diensten;061 Overheidsambtenaren en -bestuurders;2020;
7857;N Verhuur en overige zakelijke diensten;061 Overheidsambtenaren en -bestuurders;2021;
7858;N Verhuur en overige zakelijke diensten;061 Overheidsambtenaren en -bestuurders;2022;
7859;N Verhuur en overige zakelijke diensten;061 Overheidsambtenaren en -bestuurders;2023;
7860;N Verhuur en overige zakelijke diensten;062 Juristen;2018;
7861;N Verhuur en overige zakelijke diensten;062 Juristen;2019;
7862;N Verhuur en overige zakelijke diensten;062 Juristen;2020;
7863;N Verhuur en overige zakelijke diensten;062 Juristen;2021;
7864;N Verhuur en overige zakelijke diensten;062 Juristen;2022;
7865;N Verhuur en overige zakelijke diensten;062 Juristen;2023;
7866;N Verhuur en overige zakelijke diensten;07 Technische beroepen;2018;
7867;N Verhuur en overige zakelijke diensten;07 Technische beroepen;2019;
7868;N Verhuur en overige zakelijke diensten;07 Technische beroepen;2020;
7869;N Verhuur en overige zakelijke diensten;07 Technische beroepen;2021;
7870;N Verhuur en overige zakelijke diensten;07 Technische beroepen;2022;
7871;N Verhuur en overige zakelijke diensten;07 Technische beroepen;2023;
7872;N Verhuur en overige zakelijke diensten;072 Vakspecialisten natuur en techniek;2018;
7873;N Verhuur en overige zakelijke diensten;072 Vakspecialisten natuur en techniek;2019;
7874;N Verhuur en overige zakelijke diensten;072 Vakspecialisten natuur en techniek;2020;
7875;N Verhuur en overige zakelijke diensten;072 Vakspecialisten natuur en techniek;2021;
7876;N Verhuur en overige zakelijke diensten;072 Vakspecialisten natuur en techniek;2022;
7877;N Verhuur en overige zakelijke diensten;072 Vakspecialisten natuur en techniek;2023;
7878;N Verhuur en overige zakelijke diensten;073 Bouwarbeiders;2018;
7879;N Verhuur en overige zakelijke diensten;073 Bouwarbeiders;2019;
7880;N Verhuur en overige zakelijke diensten;073 Bouwarbeiders;2020;
7881;N Verhuur en overige zakelijke diensten;073 Bouwarbeiders;2021;
7882;N Verhuur en overige zakelijke diensten;073 Bouwarbeiders;2022;
7883;N Verhuur en overige zakelijke diensten;073 Bouwarbeiders;2023;
7884;N Verhuur en overige zakelijke diensten;074 Metaalarbeiders, machinemonteurs;2018;
7885;N Verhuur en overige zakelijke diensten;074 Metaalarbeiders, machinemonteurs;2019;
7886;N Verhuur en overige zakelijke diensten;074 Metaalarbeiders, machinemonteurs;2020;
7887;N Verhuur en overige zakelijke diensten;074 Metaalarbeiders, machinemonteurs;2021;
7888;N Verhuur en overige zakelijke diensten;074 Metaalarbeiders, machinemonteurs;2022;
7889;N Verhuur en overige zakelijke diensten;074 Metaalarbeiders, machinemonteurs;2023;
7890;N Verhuur en overige zakelijke diensten;076 Elektriciens en elektronicamonteurs;2018;
7891;N Verhuur en overige zakelijke diensten;076 Elektriciens en elektronicamonteurs;2019;
7892;N Verhuur en overige zakelijke diensten;076 Elektriciens en elektronicamonteurs;2020;
7893;N Verhuur en overige zakelijke diensten;076 Elektriciens en elektronicamonteurs;2021;
7894;N Verhuur en overige zakelijke diensten;076 Elektriciens en elektronicamonteurs;2022;
7895;N Verhuur en overige zakelijke diensten;076 Elektriciens en elektronicamonteurs;2023;
7896;N Verhuur en overige zakelijke diensten;08 ICT beroepen;2018;2.7
7897;N Verhuur en overige zakelijke diensten;08 ICT beroepen;2019;3.2
7898;N Verhuur en overige zakelijke diensten;08 ICT beroepen;2020;3.7
7899;N Verhuur en overige zakelijke diensten;08 ICT beroepen;2021;5.9
7900;N Verhuur en overige zakelijke diensten;08 ICT beroepen;2022;5.6
7901;N Verhuur en overige zakelijke diensten;08 ICT beroepen;2023;4.4
7902;N Verhuur en overige zakelijke diensten;081 Specialisten ICT;2018;
7903;N Verhuur en overige zakelijke diensten;081 Specialisten ICT;2019;
7904;N Verhuur en overige zakelijke diensten;081 Specialisten ICT;2020;
7905;N Verhuur en overige zakelijke diensten;081 Specialisten ICT;2021;
7906;N Verhuur en overige zakelijke diensten;081 Specialisten ICT;2022;
7907;N Verhuur en overige zakelijke diensten;081 Specialisten ICT;2023;
7908;N Verhuur en overige zakelijke diensten;082 Vakspecialisten ICT;2018;
7909;N Verhuur en overige zakelijke diensten;082 Vakspecialisten ICT;2019;
7910;N Verhuur en overige zakelijke diensten;082 Vakspecialisten ICT;2020;
7911;N Verhuur en overige zakelijke diensten;082 Vakspecialisten ICT;2021;
7912;N Verhuur en overige zakelijke diensten;082 Vakspecialisten ICT;2022;
7913;N Verhuur en overige zakelijke diensten;082 Vakspecialisten ICT;2023;
7914;N Verhuur en overige zakelijke diensten;10 Zorg en welzijn beroepen;2018;
7915;N Verhuur en overige zakelijke diensten;10 Zorg en welzijn beroepen;2019;
7916;N Verhuur en overige zakelijke diensten;10 Zorg en welzijn beroepen;2020;
7917;N Verhuur en overige zakelijke diensten;10 Zorg en welzijn beroepen;2021;
7918;N Verhuur en overige zakelijke diensten;10 Zorg en welzijn beroepen;2022;
7919;N Verhuur en overige zakelijke diensten;10 Zorg en welzijn beroepen;2023;
7920;N Verhuur en overige zakelijke diensten;101 Artsen, therapeuten en gespeciali...;2018;
7921;N Verhuur en overige zakelijke diensten;101 Artsen, therapeuten en gespeciali...;2019;
7922;N Verhuur en overige zakelijke diensten;101 Artsen, therapeuten en gespeciali...;2020;
7923;N Verhuur en overige zakelijke diensten;101 Artsen, therapeuten en gespeciali...;2021;
7924;N Verhuur en overige zakelijke diensten;101 Artsen, therapeuten en gespeciali...;2022;
7925;N Verhuur en overige zakelijke diensten;101 Artsen, therapeuten en gespeciali...;2023;
7926;N Verhuur en overige zakelijke diensten;102 Specialisten op maatschappelijk g...;2018;
7927;N Verhuur en overige zakelijke diensten;102 Specialisten op maatschappelijk g...;2019;
7928;N Verhuur en overige zakelijke diensten;102 Specialisten op maatschappelijk g...;2020;
7929;N Verhuur en overige zakelijke diensten;102 Specialisten op maatschappelijk g...;2021;
7930;N Verhuur en overige zakelijke diensten;102 Specialisten op maatschappelijk g...;2022;
7931;N Verhuur en overige zakelijke diensten;102 Specialisten op maatschappelijk g...;2023;
7932;N Verhuur en overige zakelijke diensten;103 Vakspecialisten gezondheidszorg;2018;
7933;N Verhuur en overige zakelijke diensten;103 Vakspecialisten gezondheidszorg;2019;
7934;N Verhuur en overige zakelijke diensten;103 Vakspecialisten gezondheidszorg;2020;
7935;N Verhuur en overige zakelijke diensten;103 Vakspecialisten gezondheidszorg;2021;
7936;N Verhuur en overige zakelijke diensten;103 Vakspecialisten gezondheidszorg;2022;
7937;N Verhuur en overige zakelijke diensten;103 Vakspecialisten gezondheidszorg;2023;
