ID;EnergyCommodities;SectorBranchesSIC2008;Periods;TotalEnergyConsumption_1;FinalEnergyConsumption_2;NonEnergyUse_3;NetEnergyTransformation_4;EnergyTransformationInput_5;EnergyTransformationOutput_6;TotalEnergyConsumption_7;IndigenousProduction_8;SupplyOfEnergy_9;DeliveryOfEnergy_10;StockChange_11
8918;Other petroleum products;2015 Manufacture of fertilisers;2013;;;;;;;;;;;
8919;Other petroleum products;2015 Manufacture of fertilisers;2014;;;;;;;;;;;
8920;Other petroleum products;2015 Manufacture of fertilisers;2015;;;;;;;;;;;
8921;Other petroleum products;2015 Manufacture of fertilisers;2016;;;;;;;;;;;
8922;Other petroleum products;2016 Manufacture plastics (primary form);2011;;;;;;;;;;;
8923;Other petroleum products;2016 Manufacture plastics (primary form);2012;;;;;;;;;;;
8924;Other petroleum products;2016 Manufacture plastics (primary form);2013;;;;;;;;;;;
8925;Other petroleum products;2016 Manufacture plastics (primary form);2014;;;;;;;;;;;
8926;Other petroleum products;2016 Manufacture plastics (primary form);2015;;;;;;;;;;;
8927;Other petroleum products;2016 Manufacture plastics (primary form);2016;;;;;;;;;;;
8928;Other petroleum products;2017 Manufacture of synthetic rubber;2011;;;;;;;;;;;
8929;Other petroleum products;2017 Manufacture of synthetic rubber;2012;;;;;;;;;;;
8930;Other petroleum products;2017 Manufacture of synthetic rubber;2013;;;;;;;;;;;
8931;Other petroleum products;2017 Manufacture of synthetic rubber;2014;;;;;;;;;;;
8932;Other petroleum products;2017 Manufacture of synthetic rubber;2015;;;;;;;;;;;
8933;Other petroleum products;2017 Manufacture of synthetic rubber;2016;;;;;;;;;;;
8934;Other petroleum products;202 Manufacture agrochemical products;2011;;;;;;;;;;;
8935;Other petroleum products;202 Manufacture agrochemical products;2012;;;;;;;;;;;
8936;Other petroleum products;202 Manufacture agrochemical products;2013;;;;;;;;;;;
8937;Other petroleum products;202 Manufacture agrochemical products;2014;;;;;;;;;;;
8938;Other petroleum products;202 Manufacture agrochemical products;2015;;;;;;;;;;;
8939;Other petroleum products;202 Manufacture agrochemical products;2016;;;;;;;;;;;
8940;Other petroleum products;203 Manufacture of paints and ink;2011;;;;;;;;;;;
8941;Other petroleum products;203 Manufacture of paints and ink;2012;;;;;;;;;;;
8942;Other petroleum products;203 Manufacture of paints and ink;2013;;;;;;;;;;;
8943;Other petroleum products;203 Manufacture of paints and ink;2014;;;;;;;;;;;
8944;Other petroleum products;203 Manufacture of paints and ink;2015;;;;;;;;;;;
8945;Other petroleum products;203 Manufacture of paints and ink;2016;;;;;;;;;;;
8946;Other petroleum products;204 Manufacture detergents and cosmetics;2011;;;;;;;;;;;
8947;Other petroleum products;204 Manufacture detergents and cosmetics;2012;;;;;;;;;;;
8948;Other petroleum products;204 Manufacture detergents and cosmetics;2013;;;;;;;;;;;
8949;Other petroleum products;204 Manufacture detergents and cosmetics;2014;;;;;;;;;;;
8950;Other petroleum products;204 Manufacture detergents and cosmetics;2015;;;;;;;;;;;
8951;Other petroleum products;204 Manufacture detergents and cosmetics;2016;;;;;;;;;;;
8952;Other petroleum products;205 Manufacture of other chemicals;2011;;;;;;;;;;;
8953;Other petroleum products;205 Manufacture of other chemicals;2012;;;;;;;;;;;
8954;Other petroleum products;205 Manufacture of other chemicals;2013;;;;;;;;;;;
8955;Other petroleum products;205 Manufacture of other chemicals;2014;;;;;;;;;;;
8956;Other petroleum products;205 Manufacture of other chemicals;2015;;;;;;;;;;;
8957;Other petroleum products;205 Manufacture of other chemicals;2016;;;;;;;;;;;
8958;Other petroleum products;206 Manufacture of man-made fibres;2011;;;;;;;;;;;
8959;Other petroleum products;206 Manufacture of man-made fibres;2012;;;;;;;;;;;
8960;Other petroleum products;206 Manufacture of man-made fibres;2013;;;;;;;;;;;
8961;Other petroleum products;206 Manufacture of man-made fibres;2014;;;;;;;;;;;
8962;Other petroleum products;206 Manufacture of man-made fibres;2015;;;;;;;;;;;
8963;Other petroleum products;206 Manufacture of man-made fibres;2016;;;;;;;;;;;
8964;Other petroleum products;21 Manufacture of pharmaceuticals;2011;;;;;;;;;;;
8965;Other petroleum products;21 Manufacture of pharmaceuticals;2012;;;;;;;;;;;
8966;Other petroleum products;21 Manufacture of pharmaceuticals;2013;;;;;;;;;;;
8967;Other petroleum products;21 Manufacture of pharmaceuticals;2014;;;;;;;;;;;
8968;Other petroleum products;21 Manufacture of pharmaceuticals;2015;;;;;;;;;;;
8969;Other petroleum products;21 Manufacture of pharmaceuticals;2016;;;;;;;;;;;
8970;Other petroleum products;22 Manufacture rubber, plastic products;2011;;;;;;;;;;;
8971;Other petroleum products;22 Manufacture rubber, plastic products;2012;;;;;;;;;;;
8972;Other petroleum products;22 Manufacture rubber, plastic products;2013;;;;;;;;;;;
8973;Other petroleum products;22 Manufacture rubber, plastic products;2014;;;;;;;;;;;
8974;Other petroleum products;22 Manufacture rubber, plastic products;2015;;;;;;;;;;;
8975;Other petroleum products;22 Manufacture rubber, plastic products;2016;;;;;;;;;;;
8976;Other petroleum products;23 Manufacture of building materials;2011;;;;;;;;;;;
8977;Other petroleum products;23 Manufacture of building materials;2012;;;;;;;;;;;
8978;Other petroleum products;23 Manufacture of building materials;2013;;;;;;;;;;;
8979;Other petroleum products;23 Manufacture of building materials;2014;;;;;;;;;;;
8980;Other petroleum products;23 Manufacture of building materials;2015;;;;;;;;;;;
8981;Other petroleum products;23 Manufacture of building materials;2016;;;;;;;;;;;
8982;Other petroleum products;231 Manufacture of glass ;2011;;;;;;;;;;;
8983;Other petroleum products;231 Manufacture of glass ;2012;;;;;;;;;;;
8984;Other petroleum products;231 Manufacture of glass ;2013;;;;;;;;;;;
8985;Other petroleum products;231 Manufacture of glass ;2014;;;;;;;;;;;
8986;Other petroleum products;231 Manufacture of glass ;2015;;;;;;;;;;;
8987;Other petroleum products;231 Manufacture of glass ;2016;;;;;;;;;;;
8988;Other petroleum products;232 Manufacture of refractory products;2011;;;;;;;;;;;
8989;Other petroleum products;232 Manufacture of refractory products;2012;;;;;;;;;;;
8990;Other petroleum products;232 Manufacture of refractory products;2013;;;;;;;;;;;
8991;Other petroleum products;232 Manufacture of refractory products;2014;;;;;;;;;;;
8992;Other petroleum products;232 Manufacture of refractory products;2015;;;;;;;;;;;
8993;Other petroleum products;232 Manufacture of refractory products;2016;;;;;;;;;;;
8994;Other petroleum products;233 Manufacture clay building materials;2011;;;;;;;;;;;
8995;Other petroleum products;233 Manufacture clay building materials;2012;;;;;;;;;;;
8996;Other petroleum products;233 Manufacture clay building materials;2013;;;;;;;;;;;
8997;Other petroleum products;233 Manufacture clay building materials;2014;;;;;;;;;;;
8998;Other petroleum products;233 Manufacture clay building materials;2015;;;;;;;;;;;
8999;Other petroleum products;233 Manufacture clay building materials;2016;;;;;;;;;;;
9000;Other petroleum products;234 Manufacture other ceramic products;2011;;;;;;;;;;;
9001;Other petroleum products;234 Manufacture other ceramic products;2012;;;;;;;;;;;
9002;Other petroleum products;234 Manufacture other ceramic products;2013;;;;;;;;;;;
9003;Other petroleum products;234 Manufacture other ceramic products;2014;;;;;;;;;;;
9004;Other petroleum products;234 Manufacture other ceramic products;2015;;;;;;;;;;;
9005;Other petroleum products;234 Manufacture other ceramic products;2016;;;;;;;;;;;
9006;Other petroleum products;235 Manufacture of cement, lime, plaster;2011;;;;;;;;;;;
9007;Other petroleum products;235 Manufacture of cement, lime, plaster;2012;;;;;;;;;;;
9008;Other petroleum products;235 Manufacture of cement, lime, plaster;2013;;;;;;;;;;;
9009;Other petroleum products;235 Manufacture of cement, lime, plaster;2014;;;;;;;;;;;
9010;Other petroleum products;235 Manufacture of cement, lime, plaster;2015;;;;;;;;;;;
9011;Other petroleum products;235 Manufacture of cement, lime, plaster;2016;;;;;;;;;;;
9012;Other petroleum products;236 Manufacture concrete etc. products;2011;;;;;;;;;;;
9013;Other petroleum products;236 Manufacture concrete etc. products;2012;;;;;;;;;;;
9014;Other petroleum products;236 Manufacture concrete etc. products;2013;;;;;;;;;;;
9015;Other petroleum products;236 Manufacture concrete etc. products;2014;;;;;;;;;;;
9016;Other petroleum products;236 Manufacture concrete etc. products;2015;;;;;;;;;;;
9017;Other petroleum products;236 Manufacture concrete etc. products;2016;;;;;;;;;;;
9018;Other petroleum products;237 Stone dressing;2011;;;;;;;;;;;
9019;Other petroleum products;237 Stone dressing;2012;;;;;;;;;;;
9020;Other petroleum products;237 Stone dressing;2013;;;;;;;;;;;
9021;Other petroleum products;237 Stone dressing;2014;;;;;;;;;;;
9022;Other petroleum products;237 Stone dressing;2015;;;;;;;;;;;
9023;Other petroleum products;237 Stone dressing;2016;;;;;;;;;;;
9024;Other petroleum products;239 Manufacture other mineral products;2011;;;;;;;;;;;
9025;Other petroleum products;239 Manufacture other mineral products;2012;;;;;;;;;;;
9026;Other petroleum products;239 Manufacture other mineral products;2013;;;;;;;;;;;
9027;Other petroleum products;239 Manufacture other mineral products;2014;;;;;;;;;;;
9028;Other petroleum products;239 Manufacture other mineral products;2015;;;;;;;;;;;
9029;Other petroleum products;239 Manufacture other mineral products;2016;;;;;;;;;;;
9030;Other petroleum products;24-30, 33 Metalectro;2011;11.3;;11.3;;;;11.3;;11.2;;0.1
9031;Other petroleum products;24-30, 33 Metalectro;2012;9.0;;9.0;;;;9.0;;9.0;;
9032;Other petroleum products;24-30, 33 Metalectro;2013;8.8;;8.8;;;;8.8;;8.8;;
9033;Other petroleum products;24-30, 33 Metalectro;2014;18.4;;18.4;;;;18.4;;18.4;;
9034;Other petroleum products;24-30, 33 Metalectro;2015;;;;;;;;;;;
9035;Other petroleum products;24-30, 33 Metalectro;2016;;;;;;;;;;;
9036;Other petroleum products;24-25 Man. of basic metals and -products;2011;1.8;;1.8;;;;1.8;;1.8;;0.1
9037;Other petroleum products;24-25 Man. of basic metals and -products;2012;;;;;;;;;;;
9038;Other petroleum products;24-25 Man. of basic metals and -products;2013;;;;;;;;;;;
9039;Other petroleum products;24-25 Man. of basic metals and -products;2014;;;;;;;;;;;
9040;Other petroleum products;24-25 Man. of basic metals and -products;2015;;;;;;;;;;;
9041;Other petroleum products;24-25 Man. of basic metals and -products;2016;;;;;;;;;;;
9042;Other petroleum products;24 Manufacture of basic metals;2011;1.8;;1.8;;;;1.8;;1.8;;0.1
9043;Other petroleum products;24 Manufacture of basic metals;2012;;;;;;;;;;;
9044;Other petroleum products;24 Manufacture of basic metals;2013;;;;;;;;;;;
9045;Other petroleum products;24 Manufacture of basic metals;2014;;;;;;;;;;;
9046;Other petroleum products;24 Manufacture of basic metals;2015;;;;;;;;;;;
9047;Other petroleum products;24 Manufacture of basic metals;2016;;;;;;;;;;;
9048;Other petroleum products;25 Manufacture of metal products;2011;;;;;;;;;;;
9049;Other petroleum products;25 Manufacture of metal products;2012;;;;;;;;;;;
9050;Other petroleum products;25 Manufacture of metal products;2013;;;;;;;;;;;
9051;Other petroleum products;25 Manufacture of metal products;2014;;;;;;;;;;;
9052;Other petroleum products;25 Manufacture of metal products;2015;;;;;;;;;;;
9053;Other petroleum products;25 Manufacture of metal products;2016;;;;;;;;;;;
9054;Other petroleum products;26-28 Manufact of electronics, machinery;2011;9.4;;9.4;;;;9.4;;9.4;;
9055;Other petroleum products;26-28 Manufact of electronics, machinery;2012;9.0;;9.0;;;;9.0;;9.0;;
9056;Other petroleum products;26-28 Manufact of electronics, machinery;2013;8.8;;8.8;;;;8.8;;8.8;;
9057;Other petroleum products;26-28 Manufact of electronics, machinery;2014;18.4;;18.4;;;;18.4;;18.4;;
9058;Other petroleum products;26-28 Manufact of electronics, machinery;2015;;;;;;;;;;;
9059;Other petroleum products;26-28 Manufact of electronics, machinery;2016;;;;;;;;;;;
9060;Other petroleum products;26-27 Elektrical and electron. Industry;2011;9.4;;9.4;;;;9.4;;9.4;;
9061;Other petroleum products;26-27 Elektrical and electron. Industry;2012;9.0;;9.0;;;;9.0;;9.0;;
9062;Other petroleum products;26-27 Elektrical and electron. Industry;2013;8.8;;8.8;;;;8.8;;8.8;;
9063;Other petroleum products;26-27 Elektrical and electron. Industry;2014;18.4;;18.4;;;;18.4;;18.4;;
9064;Other petroleum products;26-27 Elektrical and electron. Industry;2015;;;;;;;;;;;
9065;Other petroleum products;26-27 Elektrical and electron. Industry;2016;;;;;;;;;;;
9066;Other petroleum products;26 Manufacture of electronic products;2011;;;;;;;;;;;
9067;Other petroleum products;26 Manufacture of electronic products;2012;;;;;;;;;;;
9068;Other petroleum products;26 Manufacture of electronic products;2013;;;;;;;;;;;
9069;Other petroleum products;26 Manufacture of electronic products;2014;;;;;;;;;;;
9070;Other petroleum products;26 Manufacture of electronic products;2015;;;;;;;;;;;
9071;Other petroleum products;26 Manufacture of electronic products;2016;;;;;;;;;;;
9072;Other petroleum products;27 Manufacture of electric equipment;2011;9.4;;9.4;;;;9.4;;9.4;;
9073;Other petroleum products;27 Manufacture of electric equipment;2012;9.0;;9.0;;;;9.0;;9.0;;
9074;Other petroleum products;27 Manufacture of electric equipment;2013;8.8;;8.8;;;;8.8;;8.8;;
9075;Other petroleum products;27 Manufacture of electric equipment;2014;18.4;;18.4;;;;18.4;;18.4;;
9076;Other petroleum products;27 Manufacture of electric equipment;2015;;;;;;;;;;;
9077;Other petroleum products;27 Manufacture of electric equipment;2016;;;;;;;;;;;
9078;Other petroleum products;28 Manufacture of machinery n.e.c.;2011;;;;;;;;;;;
9079;Other petroleum products;28 Manufacture of machinery n.e.c.;2012;;;;;;;;;;;
9080;Other petroleum products;28 Manufacture of machinery n.e.c.;2013;;;;;;;;;;;
9081;Other petroleum products;28 Manufacture of machinery n.e.c.;2014;;;;;;;;;;;
9082;Other petroleum products;28 Manufacture of machinery n.e.c.;2015;;;;;;;;;;;
9083;Other petroleum products;28 Manufacture of machinery n.e.c.;2016;;;;;;;;;;;
9084;Other petroleum products;29-30 Transport equipment;2011;;;;;;;;;;;
9085;Other petroleum products;29-30 Transport equipment;2012;;;;;;;;;;;
9086;Other petroleum products;29-30 Transport equipment;2013;;;;;;;;;;;
9087;Other petroleum products;29-30 Transport equipment;2014;;;;;;;;;;;
9088;Other petroleum products;29-30 Transport equipment;2015;;;;;;;;;;;
9089;Other petroleum products;29-30 Transport equipment;2016;;;;;;;;;;;
9090;Other petroleum products;29 Manufacture of cars and trailers;2011;;;;;;;;;;;
9091;Other petroleum products;29 Manufacture of cars and trailers;2012;;;;;;;;;;;
9092;Other petroleum products;29 Manufacture of cars and trailers;2013;;;;;;;;;;;
9093;Other petroleum products;29 Manufacture of cars and trailers;2014;;;;;;;;;;;
9094;Other petroleum products;29 Manufacture of cars and trailers;2015;;;;;;;;;;;
9095;Other petroleum products;29 Manufacture of cars and trailers;2016;;;;;;;;;;;
9096;Other petroleum products;30 Manufacture of other transport;2011;;;;;;;;;;;
9097;Other petroleum products;30 Manufacture of other transport;2012;;;;;;;;;;;
9098;Other petroleum products;30 Manufacture of other transport;2013;;;;;;;;;;;
9099;Other petroleum products;30 Manufacture of other transport;2014;;;;;;;;;;;
9100;Other petroleum products;30 Manufacture of other transport;2015;;;;;;;;;;;
9101;Other petroleum products;30 Manufacture of other transport;2016;;;;;;;;;;;
9102;Other petroleum products;31 Manufacture of furniture;2011;;;;;;;;;;;
9103;Other petroleum products;31 Manufacture of furniture;2012;;;;;;;;;;;
9104;Other petroleum products;31 Manufacture of furniture;2013;;;;;;;;;;;
9105;Other petroleum products;31 Manufacture of furniture;2014;;;;;;;;;;;
9106;Other petroleum products;31 Manufacture of furniture;2015;;;;;;;;;;;
9107;Other petroleum products;31 Manufacture of furniture;2016;;;;;;;;;;;
9108;Other petroleum products;32 Manufacture of other products;2011;;;;;;;;;;;
9109;Other petroleum products;32 Manufacture of other products;2012;;;;;;;;;;;
9110;Other petroleum products;32 Manufacture of other products;2013;;;;;;;;;;;
9111;Other petroleum products;32 Manufacture of other products;2014;;;;;;;;;;;
9112;Other petroleum products;32 Manufacture of other products;2015;;;;;;;;;;;
9113;Other petroleum products;32 Manufacture of other products;2016;;;;;;;;;;;
9114;Other petroleum products;33 Repair and installation of machinery;2011;;;;;;;;;;;
9115;Other petroleum products;33 Repair and installation of machinery;2012;;;;;;;;;;;
9116;Other petroleum products;33 Repair and installation of machinery;2013;;;;;;;;;;;
9117;Other petroleum products;33 Repair and installation of machinery;2014;;;;;;;;;;;
9118;Other petroleum products;33 Repair and installation of machinery;2015;;;;;;;;;;;
9119;Other petroleum products;33 Repair and installation of machinery;2016;;;;;;;;;;;
9120;Other petroleum products;Manufacturing unknown;2011;2.1;;2.1;;;;2.1;;2.1;;
9121;Other petroleum products;Manufacturing unknown;2012;1.8;;1.8;;;;1.8;;1.8;;
9122;Other petroleum products;Manufacturing unknown;2013;1.7;;1.7;;;;1.7;;1.7;;
9123;Other petroleum products;Manufacturing unknown;2014;1.8;;1.8;;;;1.8;;1.8;;
9124;Other petroleum products;Manufacturing unknown;2015;1.8;;1.8;;;;1.8;;1.8;;
9125;Other petroleum products;Manufacturing unknown;2016;2.0;;2.0;;;;2.0;;2.0;;
9126;Other petroleum products;D Energy supply;2011;0.0;;;0.0;0.0;;0.0;;0.0;;
9127;Other petroleum products;D Energy supply;2012;0.0;;;0.0;0.0;;0.0;;0.0;;
9128;Other petroleum products;D Energy supply;2013;;;;;;;;;;;
9129;Other petroleum products;D Energy supply;2014;;;;;;;;;;;
9130;Other petroleum products;D Energy supply;2015;;;;;;;;;;;
9131;Other petroleum products;D Energy supply;2016;;;;;;;;;;;
9132;Other petroleum products;E Water supply and waste management;2011;;;;;;;;;;;
9133;Other petroleum products;E Water supply and waste management;2012;;;;;;;;;;;
9134;Other petroleum products;E Water supply and waste management;2013;;;;;;;;;;;
9135;Other petroleum products;E Water supply and waste management;2014;;;;;;;;;;;
9136;Other petroleum products;E Water supply and waste management;2015;;;;;;;;;;;
9137;Other petroleum products;E Water supply and waste management;2016;;;;;;;;;;;
9138;Other petroleum products;36 Water collection and distribution;2011;;;;;;;;;;;
9139;Other petroleum products;36 Water collection and distribution;2012;;;;;;;;;;;
9140;Other petroleum products;36 Water collection and distribution;2013;;;;;;;;;;;
9141;Other petroleum products;36 Water collection and distribution;2014;;;;;;;;;;;
9142;Other petroleum products;36 Water collection and distribution;2015;;;;;;;;;;;
9143;Other petroleum products;36 Water collection and distribution;2016;;;;;;;;;;;
9144;Other petroleum products;37 Sewerage ;2011;;;;;;;;;;;
9145;Other petroleum products;37 Sewerage ;2012;;;;;;;;;;;
9146;Other petroleum products;37 Sewerage ;2013;;;;;;;;;;;
9147;Other petroleum products;37 Sewerage ;2014;;;;;;;;;;;
9148;Other petroleum products;37 Sewerage ;2015;;;;;;;;;;;
9149;Other petroleum products;37 Sewerage ;2016;;;;;;;;;;;
9150;Other petroleum products;38 Waste collection and treatment;2011;;;;;;;;;;;
