ID;BedrijfstakkenBranchesSBI2008;TypeGefailleerde;Perioden;UitgesprokenFaillissementen_1
316;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 3;55
317;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 4;68
318;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 5;69
319;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 6;57
320;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 7;70
321;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 8;46
322;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 9;66
323;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 10;62
324;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 11;54
325;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 12;73
326;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 13;69
327;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 14;74
328;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 15;67
329;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 16;76
330;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 17;56
331;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 18;49
332;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 19;56
333;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 20;48
334;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 21;66
335;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 22;75
336;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 23;51
337;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 24;58
338;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 25;74
339;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 26;70
340;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 27;68
341;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 28;66
342;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 29;59
343;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 30;59
344;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 31;61
345;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 32;54
346;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 33;66
347;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 34;66
348;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 35;56
349;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 36;42
350;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 37;70
351;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 38;78
352;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 39;50
353;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 40;55
354;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 41;61
355;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 42;61
356;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 43;37
357;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 44;84
358;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 45;58
359;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 46;73
360;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 47;64
361;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 48;71
362;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 49;68
363;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 50;61
364;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 51;79
365;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 week 52;43
366;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 1;22
367;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 2;60
368;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 3;58
369;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 4;63
370;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 5;71
371;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 6;46
372;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 7;102
373;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 8;56
374;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 9;54
375;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 10;73
376;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 11;60
377;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 12;60
378;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 13;44
379;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 14;69
380;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 15;88
381;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 16;60
382;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 17;98
383;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 18;64
384;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 19;49
385;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 20;73
386;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 21;69
387;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 22;69
388;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 23;64
389;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 24;54
390;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 25;74
391;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 26;30
392;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 27;54
393;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 28;56
394;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 29;46
395;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 30;36
396;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 31;46
397;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 32;42
398;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 33;53
399;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 34;29
400;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 35;41
401;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 36;33
402;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 37;43
403;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 38;51
404;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 39;51
405;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 40;37
406;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 41;46
407;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 42;40
408;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 43;42
409;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 44;34
410;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 45;53
411;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 46;32
412;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 47;48
413;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 48;34
414;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 49;41
415;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 50;34
416;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 51;32
417;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 52;23
418;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 week 53;27
419;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 1;26
420;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 2;27
421;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 3;35
422;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 4;50
423;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 5;27
424;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 6;29
425;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 7;27
426;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 8;24
427;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 9;26
428;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 10;42
429;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 11;38
430;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 12;31
431;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 13;28
432;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 14;42
433;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 15;30
434;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 16;35
435;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 17;12
436;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 18;38
437;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 19;18
438;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 20;29
439;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 21;39
440;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 22;32
441;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 23;30
442;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 24;24
443;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 25;22
444;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 26;32
445;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 27;32
446;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 28;26
447;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 29;23
448;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 30;21
449;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 31;20
450;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 32;32
451;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 33;18
452;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 34;23
453;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 35;18
454;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 36;24
455;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 37;19
456;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 38;27
457;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 39;45
458;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 40;27
459;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 41;26
460;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 42;22
461;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 43;26
462;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 44;29
463;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 45;45
464;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 46;26
465;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 47;41
466;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 48;52
467;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 49;36
468;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 50;30
469;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 51;35
470;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 week 52;24
471;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 1;0
472;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 2;1
473;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 3;0
474;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 4;0
475;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 5;2
476;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 6;1
477;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 7;0
478;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 8;1
479;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 9;1
480;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 10;0
481;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 11;0
482;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 12;0
483;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 13;1
484;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 14;0
485;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 15;0
486;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 16;2
487;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 17;0
488;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 18;0
489;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 19;0
490;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 20;0
491;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 21;0
492;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 22;0
493;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 23;0
494;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 24;3
495;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 25;1
496;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 26;0
497;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 27;0
498;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 28;0
499;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 29;1
500;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 30;0
501;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 31;0
502;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 32;0
503;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 33;1
504;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 34;0
505;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 35;0
506;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 36;0
507;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 37;1
508;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 38;0
509;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 39;2
510;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 week 40;1
