ID;WijkenEnGemeenten;BewoondeHuizen_1;OnbewoondeWoonhuizen_2;WoonhuizenInAanbouw_3;OverigeOnbewoondeGebouwen_4;PermanentAanwezig_5;TijdelijkAanwezig_6;PermanentAanwezig_7;TijdelijkAanwezig_8;Mannen_9;Vrouwen_10;TotaleBevolking_11;Mannen_12;Vrouwen_13;Pagina_14
4988;B, D, dorp Puiflijk, Huizen;70;2;0;0;0;0;0;0;122;87;209;1;2;GE023
4989;K, Totaal;384;10;1;19;37;0;0;0;1732;1713;3445;28;23;GE023
4990;K, A, dorp Deesd, het Oude Liedengest.;1;0;0;0;0;0;0;0;0;5;5;0;0;GE022
4991;K, A, dorp Deesd, het Liefdegest.;1;0;0;0;0;0;0;0;0;7;7;0;0;GE022
4992;K, A, dorp Deesd, Overige huizen;48;1;0;3;0;0;0;0;200;197;397;3;0;GE022
4993;K, B, dorp Afferden, Huizen;98;2;0;3;0;0;0;0;321;291;612;0;1;GE022
4994;K, C, dorp Druten, het St. Jacobusgest.;1;0;0;0;0;0;0;0;0;11;11;0;0;GE022
4995;K, C, dorp Druten, Overige huizen;169;3;1;10;0;0;0;0;832;862;1694;24;19;GE022
4996;K, C, dorp Druten, Schepen;0;0;0;0;37;0;0;0;85;77;162;0;0;GE022
4997;K, D, dorp Puiflijk, Liefdegest. Mate...;1;0;0;0;0;0;0;0;0;8;8;0;2;GE023
4998;K, D, dorp Puiflijk, Overige huizen;65;4;0;3;0;0;0;0;294;255;549;1;1;GE023
4999;Onbekend;0;0;0;0;0;0;0;0;0;1;1;0;0;GE023
5000;Algemeen totaal;525;13;3;10;0;0;0;0;1484;1397;2881;31;17;GE023
5001;B, Totaal;422;8;3;5;0;0;0;0;1207;1151;2358;18;14;GE023
5002;B, Duiven, Huizen;112;4;3;4;0;0;0;0;328;293;621;6;2;GE023
5003;B, Groessen, Huizen;188;0;0;0;0;0;0;0;544;514;1058;6;6;GE023
5004;B, Loo, Huizen;92;2;0;0;0;0;0;0;258;264;522;4;6;GE023
5005;B, Nieuwgraaf, Huizen;22;2;0;1;0;0;0;0;56;61;117;1;0;GE023
5006;B, Broek, Huizen;8;0;0;0;0;0;0;0;21;19;40;1;0;GE023
5007;K, Totaal;103;5;0;5;0;0;0;0;277;246;523;13;3;GE023
5008;K, Duiven, Instituut Geubbels;2;0;0;0;0;0;0;0;30;5;35;3;0;GE023
5009;K, Duiven, Overige huizen;21;3;0;0;0;0;0;0;41;51;92;4;0;GE023
5010;K, Groessen, Huizen;48;2;0;2;0;0;0;0;123;107;230;6;1;GE023
5011;K, Loo, Huizen;32;0;0;3;0;0;0;0;83;83;166;0;2;GE023
5012;Algemeen totaal;491;13;0;12;0;1;0;0;1402;1179;2581;34;27;GE024
5013;B, Totaal;462;12;0;7;0;1;0;0;1309;1097;2406;25;20;GE024
5014;B, Echteld, Huizen;38;0;0;1;0;0;0;0;119;96;215;3;2;GE024
5015;B, buurtschap Medel, Huizen;51;3;0;1;0;0;0;0;128;108;236;2;1;GE024
5016;B, buurtschap Ooy, Huizen;114;3;0;1;0;0;0;0;312;260;572;1;3;GE024
5017;B, dorp Ochten, Huizen;259;6;0;4;0;0;0;0;750;633;1383;16;14;GE024
5018;B, dorp Ochten, Bewoond schip;0;0;0;0;0;1;0;0;0;0;0;3;0;GE024
5019;K, Totaal;29;1;0;5;0;0;0;0;93;82;175;9;7;GE023
5020;K, dorp Echteld, Huizen;13;1;0;3;0;0;0;0;48;38;86;3;4;GE023
5021;K, dorp Ochten, Huizen;16;0;0;2;0;0;0;0;45;44;89;6;3;GE023
5022;Algemeen totaal;2804;80;3;98;0;0;0;0;7768;7427;15195;134;125;GE025
5023;B, Totaal;1379;14;0;14;0;0;0;0;4204;3739;7943;40;31;GE025
5024;B, Ede Maanen, Huizen;111;2;0;0;0;0;0;0;339;329;668;2;3;GE024
5025;B, Ede Veldhuizen, Huizen;88;1;0;0;0;0;0;0;236;247;483;2;3;GE024
5026;B, Ede Ederveen, Huizen;198;1;0;3;0;0;0;0;577;557;1134;6;4;GE024
5027;B, Ede Doesburg, Huizen;81;1;0;1;0;0;0;0;265;226;491;7;0;GE024
5028;B, Ede Wekerom, Huizen;87;1;0;0;0;0;0;0;259;223;482;1;0;GE024
5029;B, Ede de Ginkel, Huizen;16;0;0;0;0;0;0;0;51;41;92;1;2;GE024
5030;B, Bennekom Nergena, Huizen;31;0;0;0;0;0;0;0;118;99;217;0;0;GE024
5031;B, Bennekom de Kraats, Huizen;63;0;0;0;0;0;0;0;202;140;342;2;3;GE024
5032;B, Bennekom Hoekelum, Huizen;33;1;0;0;0;0;0;0;90;66;156;0;1;GE024
5033;B, Bennekom de Heide, Huizen;5;0;0;0;0;0;0;0;21;16;37;1;0;GE024
5034;B, Lunteren Meu Lunteren, Huizen;75;1;0;0;0;0;0;0;191;183;374;0;4;GE024
5035;B, Lunteren de Valk, Huizen;41;0;0;1;0;0;0;0;138;128;266;1;0;GE024
5036;B, Lunteren Ovenwoud, Huizen;41;0;0;0;0;0;0;0;126;103;229;2;3;GE024
5037;B, Lunteren Nederwoud, Landkolonie L....;1;0;0;0;0;0;0;0;31;3;34;0;0;GE024
5038;B, Lunteren Nederwoud, Overige huizen;89;2;0;0;0;0;0;0;264;230;494;3;4;GE024
5039;B, Lunteren Walderveen, Huizen;25;0;0;1;0;0;0;0;58;55;113;0;0;GE024
5040;B, Lunteren de Flier, Huizen;44;0;0;0;0;0;0;0;125;107;232;0;0;GE025
5041;B, Lunteren de Veenen, Huizen;83;1;0;1;0;0;0;0;246;220;466;0;0;GE025
5042;B, Otterlo Enschoten, Huizen;29;0;0;1;0;0;0;0;102;83;185;0;0;GE025
5043;B, Otterlo Westeneng, Huizen;30;0;0;0;0;0;0;0;115;98;213;0;0;GE025
5044;B, Otterlo Harskamp, Huizen;81;0;0;6;0;0;0;0;218;219;437;1;2;GE025
5045;B, Otterlo Hoenderloo, Huizen;42;0;0;0;0;0;0;0;145;124;269;7;1;GE025
5046;B, Otterlo Deelen, Huizen;10;1;0;0;0;0;0;0;40;32;72;0;0;GE025
5047;B, Otterlo Reemst, Huizen;9;0;0;0;0;0;0;0;43;31;74;3;1;GE025
5048;B, Otterlo Geld. Veenend. Benedeneind...;31;2;0;0;0;0;0;0;100;89;189;0;0;GE025
5049;B, Otterlo de Kade, Huizen;35;0;0;0;0;0;0;0;104;90;194;1;0;GE025
5050;K, Totaal;1425;66;3;84;0;0;0;0;3563;3688;7251;94;94;GE024
5051;K, dorp Ede, Krankz.gest. voor vrouwen;1;0;0;0;0;0;0;0;0;18;18;0;0;GE024
5052;K, dorp Ede, Inr. zenuwlijders en zen...;1;0;0;0;0;0;0;0;13;18;31;0;0;GE024
5053;K, dorp Ede, Inr. voor zenuwlijderessen;1;0;0;0;0;0;0;0;0;7;7;0;0;GE024
5054;K, dorp Ede, Overige huizen;447;16;3;42;0;0;0;0;1062;1170;2232;45;48;GE024
5055;K, dorp Bennekom, Prins Alexandersticht.;1;0;0;0;0;0;0;0;7;9;16;0;0;GE024
5056;K, dorp Bennekom, Overige huizen;301;12;0;11;0;0;0;0;728;730;1458;19;16;GE024
5057;K, dorp Lunteren, Huizen;170;5;0;16;0;0;0;0;404;414;818;13;9;GE024
5058;K, dorp Otterlo, Huizen;43;1;0;4;0;0;0;0;112;101;213;1;1;GE024
5059;K, dorp Geld. Veenendaal, Huizen;460;32;0;11;0;0;0;0;1237;1221;2458;16;20;GE024
5060;Onbekend;0;0;0;0;0;0;0;0;1;0;1;0;0;GE025
5061;Algemeen totaal;984;35;0;66;0;0;0;0;2640;2532;5172;90;79;GE025
5062;B, Totaal;728;29;0;27;0;0;0;0;2066;1954;4020;53;42;GE025
5063;B, A, dorp Eibergen, Huizen;1;0;0;0;0;0;0;0;3;2;5;0;0;GE025
5064;B, B, dorp Holterhoek, Huizen;102;2;0;3;0;0;0;0;284;243;527;3;5;GE025
5065;B, C, dorp Hupsel, Huizen;33;1;0;1;0;0;0;0;89;90;179;2;2;GE025
5066;B, D, dorp Olden Eibergen, Huizen;66;1;0;1;0;0;0;0;199;168;367;6;3;GE025
5067;B, E, dorp Mallem, Huizen;48;1;0;2;0;0;0;0;137;149;286;6;6;GE025
5068;B, F, dorp Loo, Huizen;18;1;0;1;0;0;0;0;49;42;91;1;0;GE025
5069;B, G, dorp Rekken, Huizen;149;16;0;8;0;0;0;0;401;384;785;17;17;GE025
5070;B, H, dorp Avest, Huizen;40;0;0;1;0;0;0;0;120;121;241;1;1;GE025
5071;B, I, dorp Zwolle, Huizen;37;1;0;3;0;0;0;0;119;105;224;0;1;GE025
5072;B, K, dorp Beltrum, Huizen;177;6;0;7;0;0;0;0;486;486;972;15;7;GE025
5073;B, L, dorp Lintvelde, Huizen;57;0;0;0;0;0;0;0;179;164;343;2;0;GE025
5074;K, Totaal;256;6;0;39;0;0;0;0;574;578;1152;37;37;GE025
5075;K, A, dorp Eibergen, Huizen;251;6;0;39;0;0;0;0;564;564;1128;36;35;GE025
5076;K, G, dorp Rekken, Huizen;5;0;0;0;0;0;0;0;10;14;24;1;2;GE025
5077;Algemeen totaal;581;17;1;110;2;1;0;0;1328;1334;2662;52;29;GE026
5078;B, Totaal;66;0;0;48;0;0;0;0;155;140;295;3;1;GE026
5079;B, Noord, Huizen;0;0;0;8;0;0;0;0;0;0;0;0;0;GE026
5080;B, Oost, Huizen;21;0;0;13;0;0;0;0;50;46;96;0;0;GE026
5081;B, Zuid, Huizen;42;0;0;15;0;0;0;0;99;89;188;3;1;GE026
5082;B, West, Huizen;3;0;0;12;0;0;0;0;6;5;11;0;0;GE026
5083;K, Totaal;515;17;1;62;2;1;0;0;1173;1194;2367;49;28;GE026
5084;K, Noord, Ned. Herv. Weeshuis;1;0;0;0;0;0;0;0;4;6;10;0;0;GE025
5085;K, Noord, Overige huizen;159;7;0;16;0;0;0;0;346;342;688;11;9;GE025
5086;K, Noord, Schepen;0;0;0;0;2;0;0;0;3;5;8;0;0;GE026
5087;K, Noord, Tijdel. aanw. schepen;0;0;0;0;0;1;0;0;0;0;0;2;0;GE026
5088;K, Oost, Weduwenhof;5;0;0;0;0;0;0;0;0;8;8;0;0;GE026
5089;K, Oost, Jongens Instit. v. Kinsbergen;1;0;0;2;0;0;0;0;13;6;19;5;1;GE026
5090;K, Oost, Overige huizen;94;3;0;15;0;0;0;0;191;203;394;7;5;GE026
5091;K, Zuid, Meisjes Instit. v. Kinsbergen;1;0;0;0;0;0;0;0;0;8;8;0;0;GE026
5092;K, Zuid, Het Feithenhof;14;0;0;0;0;0;0;0;27;28;55;0;0;GE026
5093;K, Zuid, Overige huizen;89;3;0;16;0;0;0;0;193;209;402;13;5;GE026
5094;K, West, Huizen;151;4;1;13;0;0;0;0;396;379;775;11;8;GE026
5095;Algemeen totaal;1153;66;3;46;5;0;0;1;3292;2992;6284;70;65;GE027
5096;B, Totaal;611;36;0;6;5;0;0;1;1892;1598;3490;36;34;GE027
5097;B, A, Elst, Huizen;124;14;0;0;0;0;0;0;357;314;671;2;8;GE026
5098;B, B, Hollanderbroek, Huizen;86;0;0;1;0;0;0;0;283;257;633;4;3;GE026
5099;B, C, Lienden, Huizen;45;7;0;0;0;0;0;0;163;107;19;3;0;GE026
5100;B, D, Eimeren, Huizen;19;2;0;2;0;0;0;0;68;42;699;2;1;GE026
5101;B, E, Reet, Huizen;31;1;0;0;0;0;0;1;91;78;0;0;4;GE026
5102;B, F, Bredelaar, Huizen;10;1;0;0;0;0;0;0;32;28;540;1;1;GE026
5103;B, G, Aam, Huizen;30;3;0;0;0;0;0;0;95;81;270;2;4;GE026
5104;B, K, Lent, Huizen;119;3;0;3;0;0;0;0;330;303;110;7;3;GE026
5105;B, K, Lent, Schepen;0;0;0;0;5;0;0;0;11;8;169;0;0;GE026
5106;B, L, Elden, Huizen;123;3;0;0;0;0;0;0;383;316;60;11;8;GE026
5107;B, L, Elden, Tijdel. aanw. woonw.;0;0;0;0;0;0;0;0;0;0;176;3;1;GE026
5108;B, H, Merm, Huizen;5;0;0;0;0;0;0;0;19;14;33;0;0;GE027
5109;B, I, Rijkerswoerd, Huizen;19;2;0;0;0;0;0;0;60;50;110;1;1;GE027
5110;K, Totaal;542;30;3;40;0;0;0;0;1399;1394;2793;34;31;GE026
5111;"K, A, Elst, R.K. Kerkbestuur ""Henricu...";1;0;0;0;0;0;0;0;0;7;7;0;0;GE026
5112;K, A, Elst, Gasthuis der Herv. Gem.;1;0;0;0;0;0;0;0;3;3;6;0;0;GE026
5113;K, A, Elst, Overige huizen;270;20;1;24;0;0;0;0;724;716;1440;15;18;GE026
5114;K, K, Lent, Huizen;165;6;1;6;0;0;0;0;410;411;821;14;8;GE026
5115;K, L, Elden, Huizen;105;4;1;10;0;0;0;0;262;257;519;5;5;GE026
5116;Onbekend;0;0;0;0;0;0;0;0;1;0;1;0;0;GE027
5117;Algemeen totaal;1765;98;3;56;1;3;0;0;4367;3924;8291;62;61;GE027
5118;B, Totaal;1421;76;0;30;1;3;0;0;3595;3093;6688;34;36;GE027
5119;B, E, Lohuizen, Huizen;62;2;0;0;0;0;0;0;146;107;253;0;2;GE027
5120;B, E, Norel, Huizen;40;0;0;0;0;0;0;0;102;91;193;2;3;GE027
5121;B, E, Vemde, Huizen;40;2;0;1;0;0;0;0;97;97;194;0;0;GE027
5122;B, E, Dijkhuizen, Huizen;51;2;0;0;0;0;0;0;139;119;258;1;1;GE027
5123;B, E, Dijkhuizen, Tijdel. aanw. schepen;0;0;0;0;1;1;0;0;0;0;0;2;4;GE027
5124;B, E, Zuuk, Huizen;167;5;0;4;0;0;0;0;439;371;810;6;4;GE027
5125;B, E, Eperbroek, Huizen;40;3;0;0;0;0;0;0;120;89;209;0;0;GE027
5126;B, E, Emsterbroek, Huizen;33;2;0;0;0;0;0;0;89;71;160;0;0;GE027
5127;B, E, Emst, Huizen;214;4;0;7;0;0;0;0;558;447;1005;10;3;GE027
5128;B, E, Wissel, Huizen;167;11;0;4;0;0;0;0;388;381;769;4;6;GE027
5129;B, E, Tongeren, Huizen;25;4;0;0;0;0;0;0;60;54;114;3;2;GE027
5130;B, E, Gortel, Huizen;42;4;0;1;0;0;0;0;109;87;196;0;1;GE027
5131;B, V, Wanenk, Huizen;58;5;0;1;0;0;0;0;156;132;288;0;0;GE027
5132;B, V, Westerenk, Huizen;34;4;0;3;0;0;0;0;79;87;166;0;1;GE027
5133;B, V, Nierssen, Huizen;20;4;0;0;0;0;0;0;51;37;88;0;0;GE027
5134;B, V, Hegge, Huizen;44;4;0;1;0;0;0;0;118;82;200;0;1;GE027
5135;B, V, Heggerenk, Huizen;100;3;0;5;0;0;0;0;209;208;417;4;1;GE027
5136;B, V, Heggerenk, Tijdel. aanw. schepen;0;0;0;0;0;2;0;0;0;0;0;2;2;GE027
5137;B, V, Vaassenschebroek, Huizen;91;1;0;0;0;0;0;0;242;200;442;0;1;GE027
5138;B, O, Oosteroene, Huizen;75;6;0;3;0;0;0;0;201;166;367;0;0;GE027
5139;B, O, Horthoekerrot, Huizen;76;8;0;0;0;0;0;0;188;171;359;0;4;GE027
5140;B, O, Dijkerrot, Huizen;42;2;0;0;0;0;0;0;104;96;200;0;0;GE027
5141;K, Totaal;344;22;3;26;0;0;0;0;772;831;1603;28;25;GE027
5142;K, E, Epe, Huizen;150;8;3;14;0;0;0;0;319;379;698;22;20;GE027
5143;K, V, Vaassen, Huizen;131;9;0;7;0;0;0;0;286;292;578;6;4;GE027
5144;K, O, Oene, Huizen;63;5;0;5;0;0;0;0;167;160;327;0;1;GE027
5145;Algemeen totaal;1378;142;5;88;5;0;0;2;3708;3710;7418;60;59;GE028
5146;B, Totaal;1111;112;5;49;5;0;0;2;3101;3083;6184;35;42;GE028
5147;B, A, A. buitenwijk Ermelo, Huizen;119;8;4;9;0;0;0;0;277;302;579;7;11;GE028
5148;B, B, buurtsch. Tonsel, Huizen;16;1;0;0;0;0;0;0;42;38;80;1;0;GE028
5149;B, C, Veldwijk, Gest. Veldwijk;1;0;0;0;0;0;0;0;265;412;677;0;1;GE028
5150;B, C, Veldwijk, Overige huizen;72;2;0;13;0;0;0;0;93;97;190;0;0;GE028
5151;B, D, Horst, Stichting 's Heerenlo;1;0;0;0;0;0;0;0;147;120;267;2;4;GE028
5152;B, D, Horst, Overige huizen;103;8;1;7;0;0;0;0;246;242;488;0;2;GE028
5153;B, D, Horst, Bewoond schip;0;0;0;0;1;0;0;0;3;5;8;0;0;GE028
5154;B, E, Telgt, Huizen;83;14;0;1;0;0;0;0;213;205;418;0;0;GE028
5155;B, E, Telgt, Bewoonde schepen;0;0;0;0;4;0;0;0;7;4;11;0;0;GE028
5156;B, F, Drie, Huizen;4;0;0;0;0;0;0;0;6;8;14;0;0;GE028
5157;B, G, Speuld, Huizen;33;3;0;1;0;0;0;0;96;80;176;0;0;GE028
5158;B, H, Houtdorp, Huizen;22;7;0;0;0;0;0;0;64;52;116;1;1;GE028
5159;B, I, Staverden, Huizen;12;5;0;0;0;0;0;0;39;37;76;0;0;GE028
5160;B, K, Leuvenum, Huizen;17;4;0;1;0;0;0;0;50;48;98;3;0;GE028
5161;B, L, L. buitenwijk Nunspeet, Huizen;116;8;0;10;0;0;0;0;282;281;563;4;5;GE028
5162;B, L, L. buitenwijk Nunspeet Td. aw. ...;0;0;0;0;0;0;0;2;0;0;0;9;5;GE028
5163;B, M, buurtsch. Oosteinde, Huizen;134;21;0;1;0;0;0;0;314;309;623;0;3;GE028
5164;B, N, buurtsch. Westeinde, Huizen;100;8;0;0;0;0;0;0;250;218;468;0;0;GE028
5165;B, O, buurtsch. Hulshorst, Huizen;104;14;0;3;0;0;0;0;261;251;512;6;7;GE028
5166;B, P, buurtsch. Hoophuizen, Huizen;2;0;0;0;0;0;0;0;5;4;9;0;0;GE028
5167;B, Ra, buitenwijk Elspeet, Huizen;28;1;0;0;0;0;0;0;64;60;124;0;0;GE028
5168;B, Rb, buitenwijk Elspeet, Huizen;38;3;0;1;0;0;0;0;85;77;162;1;0;GE028
5169;B, Rc, buitenwijk Elspeet, Huizen;31;2;0;0;0;0;0;0;83;59;142;0;0;GE028
5170;B, Rd, buitenwijk Elspeet, Huizen;32;1;0;1;0;0;0;0;83;62;145;0;0;GE028
5171;B, S, buurtsch. Vierhouten, Huizen;43;2;0;1;0;0;0;0;126;112;238;1;3;GE028
5172;K, Totaal;267;30;0;39;0;0;0;0;606;627;1233;25;17;GE028
5173;K, A, dorp Ermelo, Zendingsticht. Hz....;1;0;0;0;0;0;0;0;28;0;28;1;0;GE028
5174;K, A, dorp Ermelo, Zendingsticht. Hz....;1;0;0;0;0;0;0;0;1;21;22;0;0;GE028
5175;"K, A, dorp Ermelo, Opleidingsgest. ""S...";1;0;0;0;0;0;0;0;0;6;6;0;0;GE028
5176;K, A, dorp Ermelo, Overige huizen;63;7;0;7;0;0;0;0;147;159;306;6;6;GE028
5177;K, L, dorp Nunspeet, Huizen;145;11;0;27;0;0;0;0;288;318;606;16;11;GE028
5178;K, R, dorp Elspeet, Huizen;56;12;0;5;0;0;0;0;142;123;265;2;0;GE028
5179;Onbekend;0;0;0;0;0;0;0;0;1;0;1;0;0;GE028
5180;Algemeen totaal;210;11;0;6;6;0;0;0;588;513;1101;6;10;GE029
5181;B, Totaal;124;10;0;5;6;0;0;0;516;452;968;6;8;GE029
5182;B, A, Huizen;124;10;0;5;0;0;0;0;333;293;626;2;6;GE029
5183;B, A, Schepen;0;0;0;0;6;0;0;0;9;12;21;0;0;GE029
5184;B, B, Huizen;0;0;0;0;0;0;0;0;174;147;321;4;2;GE029
5185;K, Totaal;86;1;0;1;0;0;0;0;72;61;133;0;2;GE029
5186;K, B, Huizen;86;1;0;1;0;0;0;0;72;61;133;0;2;GE029
5187;Algemeen totaal;424;5;0;10;1;0;0;0;1098;1050;2148;6;6;GE029
5188;G, Totaal;424;5;0;10;1;0;0;0;1098;1049;2147;6;6;GE029
5189;G, A, Ewijk, R.K. Liefdegesticht;1;0;0;0;0;0;0;0;1;8;9;0;0;GE029
5190;G, A, Ewijk, Overige huizen;209;3;0;4;0;0;0;0;586;558;1144;2;3;GE029
5191;G, B, Winssen, Huizen;214;2;0;6;0;0;0;0;508;482;990;4;3;GE029
5192;G, B, Winssen, Bewoond schip;0;0;0;0;1;0;0;0;3;1;4;0;0;GE029
5193;Onbekend;0;0;0;0;0;0;0;0;0;1;1;0;0;GE029
5194;Algemeen totaal;622;20;1;158;0;9;0;0;1730;1535;3265;64;52;GE030
5195;B, Totaal;482;11;1;94;0;0;0;0;1366;1179;2545;17;18;GE030
5196;B, A, Huizen;236;9;0;15;0;0;0;0;702;565;1267;7;7;GE030
5197;B, B, Huizen;6;0;1;1;0;0;0;0;16;11;27;0;0;GE030
5198;B, C, Inrichting v. zenuwlijders;1;0;0;0;0;0;0;0;2;27;29;0;3;GE030
5199;B, C, Overige huizen;85;0;0;29;0;0;0;0;229;229;458;7;2;GE030
5200;B, D, dorp Meteren, Huizen;154;2;0;49;0;0;0;0;417;347;764;3;6;GE030
5201;K, Totaal;140;9;0;64;0;9;0;0;364;356;720;47;34;GE030
5202;K, B, Huizen;140;9;0;64;0;0;0;0;364;356;720;22;12;GE030
5203;K, B, Tijdel. aanw. schepen;0;0;0;0;0;9;0;0;0;0;0;25;22;GE030
5204;Algemeen totaal;1206;15;3;48;0;0;0;0;3412;3199;6611;55;24;GE030
5205;B, Totaal;792;6;3;16;0;0;0;0;2288;2151;4439;23;10;GE030
5206;B, Wals, Huizen;20;0;0;0;0;0;0;0;67;60;127;0;0;GE030
5207;B, Wieken, Huizen;23;0;0;0;0;0;0;0;62;61;123;2;0;GE030
5208;B, Milt, Huizen;8;1;0;0;0;0;0;0;32;29;61;0;0;GE030
5209;B, Veldhunten, Huizen;34;0;0;0;0;0;0;0;85;100;185;0;0;GE030
5210;B, Varsselder, Huizen;26;0;0;1;0;0;0;0;75;79;154;1;0;GE030
5211;B, Mechelen, Huizen;154;1;0;6;0;0;0;0;437;421;858;6;0;GE030
5212;B, Voorst, Huizen;74;0;0;1;0;0;0;0;216;219;435;2;1;GE030
5213;B, Klein Bredenbroek, Huizen;79;0;1;2;0;0;0;0;207;198;405;1;5;GE030
5214;B, Groot Bredenbroek, Huizen;48;0;1;3;0;0;0;0;153;134;287;3;1;GE030
5215;B, Pol, Huizen;72;1;0;1;0;0;0;0;192;171;363;3;0;GE030
5216;B, Oer, Huizen;78;1;1;0;0;0;0;0;237;203;440;0;1;GE030
5217;B, IJselhunten, Huizen;42;0;0;0;0;0;0;0;128;106;234;2;1;GE030
5218;B, Warm, Huizen;40;0;0;0;0;0;0;0;130;125;255;1;1;GE030
5219;B, Ziek, Huizen;13;0;0;0;0;0;0;0;33;30;63;1;0;GE030
5220;B, Rafelder, Huizen;19;0;0;0;0;0;0;0;52;53;105;0;0;GE030
5221;B, Netterden, Huizen;62;2;0;2;0;0;0;0;182;162;344;1;0;GE030
5222;K, Totaal;414;9;0;32;0;0;0;0;1124;1048;2172;32;14;GE030
5223;K, Gendringen, Huizen;216;4;0;13;0;0;0;0;550;538;1088;15;8;GE030
5224;K, Ulft, Kazerne Kon. Marechaussee;1;0;0;0;0;0;0;0;7;4;11;0;0;GE030
5225;"K, Ulft, Gesticht ""de Voorzienigheid""";1;0;0;0;0;0;0;0;0;30;30;0;0;GE030
5226;K, Ulft, Overige huizen;121;4;0;10;0;0;0;0;372;288;660;3;1;GE030
5227;K, Etten, Huizen;75;1;0;9;0;0;0;0;195;188;383;14;5;GE030
5228;Algemeen totaal;342;6;0;54;22;0;0;0;1431;1275;2706;17;28;GE031
5229;B, Totaal;266;3;0;39;19;0;0;0;1106;978;2084;8;14;GE031
5230;B, B, buurtsch. Hulhuizen, Huizen;69;2;0;16;0;0;0;0;327;285;612;4;5;GE031
5231;B, B, buurtsch. Hulhuizen Bew. schepen;0;0;0;0;18;0;0;0;36;40;76;0;0;GE031
5232;B, C, buurtsch. Kapel, Huizen;50;1;0;9;0;0;0;0;187;170;357;1;5;GE031
5233;B, D, buurtsch. Flieren, Huizen;60;0;0;10;0;0;0;0;219;195;414;1;2;GE031
5234;B, E, buurtsch. Kommerdijk, Huizen;87;0;0;4;0;0;0;0;336;287;623;2;2;GE031
5235;B, E, buurtsch. Kommerdijk, Bew. schepen;0;0;0;0;1;0;0;0;1;1;2;0;0;GE031
5236;K, Totaal;76;3;0;15;3;0;0;0;325;297;622;9;14;GE031
5237;K, A, Huizen;76;3;0;15;0;0;0;0;320;294;614;9;14;GE031
5238;K, A, Bewoonde schepen;0;0;0;0;3;0;0;0;5;3;8;0;0;GE031
5239;Algemeen totaal;957;48;5;11;0;0;0;2;2591;2337;4928;95;62;GE031
5240;B, Totaal;877;41;5;7;0;0;0;2;2415;2124;4539;85;53;GE031
5241;B, A, Almen, Huizen;79;3;1;1;0;0;0;0;219;207;426;12;3;GE031
5242;B, D, Kring van Dordt, Huizen;47;2;0;0;0;0;0;0;130;127;257;5;3;GE031
5243;B, E, Eefde, Gest. Ned. Mettray;1;0;0;0;0;0;0;0;134;0;134;0;0;GE031
5244;B, E, Eefde, Overige huizen;282;14;4;3;0;0;0;0;706;671;1377;38;27;GE031
5245;B, E, Eefde, Woonwagen;0;0;0;0;0;0;0;2;0;0;0;5;5;GE031
5246;B, G, Gorssel, Huizen;144;8;0;0;0;0;0;0;378;335;713;12;8;GE031
5247;B, H, Harfsen, Huizen;195;10;0;2;0;0;0;0;498;447;945;7;5;GE031
5248;B, P, Epse, Huizen;129;4;0;1;0;0;0;0;350;337;687;6;2;GE031
5249;K, Totaal;80;7;0;4;0;0;0;0;176;213;389;10;9;GE031
5250;K, A, Almen, Huizen;17;0;0;2;0;0;0;0;43;41;84;1;1;GE031
5251;"K, G, Gorssel, Krankz.gest. ""Veldzicht""";1;0;0;0;0;0;0;0;0;9;9;0;0;GE031
5252;K, G, Gorssel, Gest. Zenuwlijderessen...;1;0;0;0;0;0;0;0;0;18;18;0;0;GE031
5253;K, G, Gorssel, Overige huizen;61;7;0;2;0;0;0;0;133;145;278;9;8;GE031
5254;Algemeen totaal;581;16;1;60;0;0;0;2;1357;1379;2736;48;42;GE032
5255;B, Totaal;201;3;0;15;0;0;0;2;521;474;995;18;15;GE032
5256;B, B, Huizen;201;3;0;15;0;0;0;0;521;474;995;11;8;GE032
5257;B, B, Tijdel. aanw. wagens;0;0;0;0;0;0;0;2;0;0;0;7;7;GE032
5258;K, Totaal;380;13;1;45;0;0;0;0;836;905;1741;30;27;GE031
5259;K, A, St. Vincentiusgesticht;1;0;0;0;0;0;0;0;6;21;27;0;0;GE031
5260;K, A, Liefdegesticht;1;0;0;0;0;0;0;0;2;84;86;0;0;GE031
5261;K, A, Overige huizen;378;13;1;45;0;0;0;0;828;800;1628;30;27;GE031
5262;Algemeen totaal;826;19;2;198;0;0;1;0;3004;2893;5897;25;29;GE032
5263;B, Totaal;729;17;0;177;0;0;1;0;2698;2464;5162;14;15;GE032
5264;B, A, Huizen;133;0;0;9;0;0;0;0;486;477;963;0;0;GE032
5265;B, B, Huizen;50;0;0;13;0;0;0;0;152;147;299;0;0;GE032
5266;B, C, Huizen;52;1;0;5;0;0;0;0;184;165;349;2;3;GE032
5267;B, D, Huizen;38;0;0;11;0;0;0;0;125;112;237;0;0;GE032
5268;B, E, Huizen;73;0;0;13;0;0;0;0;262;215;477;0;0;GE032
5269;B, F, Huizen;62;1;0;14;0;0;0;0;209;174;383;4;6;GE032
5270;B, F, Woonwagen;0;0;0;0;0;0;1;0;3;1;4;0;0;GE032
5271;B, G, Huizen;74;1;0;12;0;0;0;0;304;271;575;1;0;GE032
5272;B, H, Huizen;66;2;0;20;0;0;0;0;227;222;449;0;1;GE032
