ID;SICOrInstitutionalSector;TypeOfCapitalAsset;Periods;CapitalStockOpeningBalanceSheet_1;Revaluation_2;InvestInFixedAssetsProdAndImport_3;Depreciation_4;TradeAndOtherChanges_5;StatisticalDiscrepancy_6;CapitalStockClosingBalanceSheet_7;VolumeIndices2021100_8
2434;C Manufacturing;Other road transport equipment;2022;644.0;34.0;159.0;142.0;0.0;1.0;696.0;102.7
2435;C Manufacturing;Other road transport equipment;2023;696.0;46.0;202.0;157.0;0.0;-1.0;786.0;108.7
2436;C Manufacturing;Trains and trams;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2437;C Manufacturing;Trains and trams;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2438;C Manufacturing;Trains and trams;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2439;C Manufacturing;Trains and trams;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2440;C Manufacturing;Trains and trams;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2441;C Manufacturing;Trains and trams;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2442;C Manufacturing;Trains and trams;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2443;C Manufacturing;Trains and trams;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2444;C Manufacturing;Trains and trams;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2445;C Manufacturing;Trains and trams;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2446;C Manufacturing;Trains and trams;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2447;C Manufacturing;Trains and trams;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2448;C Manufacturing;Trains and trams;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2449;C Manufacturing;Trains and trams;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2450;C Manufacturing;Trains and trams;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2451;C Manufacturing;Trains and trams;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2452;C Manufacturing;Trains and trams;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2453;C Manufacturing;Trains and trams;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2454;C Manufacturing;Trains and trams;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2455;C Manufacturing;Trains and trams;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2456;C Manufacturing;Trains and trams;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2457;C Manufacturing;Trains and trams;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2458;C Manufacturing;Trains and trams;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2459;C Manufacturing;Trains and trams;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2460;C Manufacturing;Trains and trams;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2461;C Manufacturing;Trains and trams;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2462;C Manufacturing;Trains and trams;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2463;C Manufacturing;Trains and trams;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2464;C Manufacturing;Trains and trams;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2465;C Manufacturing;Ships;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2466;C Manufacturing;Ships;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2467;C Manufacturing;Ships;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2468;C Manufacturing;Ships;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2469;C Manufacturing;Ships;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2470;C Manufacturing;Ships;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2471;C Manufacturing;Ships;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2472;C Manufacturing;Ships;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2473;C Manufacturing;Ships;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2474;C Manufacturing;Ships;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2475;C Manufacturing;Ships;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2476;C Manufacturing;Ships;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2477;C Manufacturing;Ships;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2478;C Manufacturing;Ships;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2479;C Manufacturing;Ships;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2480;C Manufacturing;Ships;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2481;C Manufacturing;Ships;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2482;C Manufacturing;Ships;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2483;C Manufacturing;Ships;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2484;C Manufacturing;Ships;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2485;C Manufacturing;Ships;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2486;C Manufacturing;Ships;2016;0.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0
2487;C Manufacturing;Ships;2017;4.0;0.0;36.0;1.0;0.0;0.0;39.0;31.1
2488;C Manufacturing;Ships;2018;39.0;-1.0;5.0;1.0;0.0;0.0;42.0;34.3
2489;C Manufacturing;Ships;2019;42.0;0.0;50.0;2.0;0.0;0.0;90.0;73.6
2490;C Manufacturing;Ships;2020;90.0;0.0;14.0;4.0;0.0;0.0;100.0;81.7
2491;C Manufacturing;Ships;2021;100.0;3.0;28.0;4.0;0.0;-1.0;126.0;100.0
2492;C Manufacturing;Ships;2022;126.0;4.0;24.0;5.0;0.0;-1.0;148.0;113.8
2493;C Manufacturing;Ships;2023;148.0;5.0;23.0;6.0;0.0;-1.0;169.0;125.8
2494;C Manufacturing;Aircraft;1995;408.0;7.0;242.0;51.0;0.0;-1.0;605.0;1821.9
2495;C Manufacturing;Aircraft;1996;605.0;0.0;38.0;60.0;-223.0;1.0;361.0;1087.1
2496;C Manufacturing;Aircraft;1997;361.0;5.0;0.0;34.0;0.0;-1.0;331.0;983.2
2497;C Manufacturing;Aircraft;1998;331.0;3.0;0.0;31.0;0.0;0.0;303.0;891.9
2498;C Manufacturing;Aircraft;1999;303.0;4.0;0.0;29.0;0.0;1.0;279.0;810.6
2499;C Manufacturing;Aircraft;2000;279.0;5.0;0.0;26.0;0.0;-1.0;257.0;733.5
2500;C Manufacturing;Aircraft;2001;257.0;-1.0;0.0;24.0;0.0;-1.0;231.0;661.9
2501;C Manufacturing;Aircraft;2002;231.0;2.0;0.0;22.0;0.0;1.0;212.0;602.2
2502;C Manufacturing;Aircraft;2003;212.0;-3.0;0.0;19.0;0.0;-1.0;189.0;544.6
2503;C Manufacturing;Aircraft;2004;189.0;1.0;0.0;18.0;0.0;0.0;172.0;493.0
2504;C Manufacturing;Aircraft;2005;172.0;7.0;0.0;17.0;0.0;1.0;163.0;448.9
2505;C Manufacturing;Aircraft;2006;163.0;3.0;0.0;15.0;0.0;-1.0;150.0;405.7
2506;C Manufacturing;Aircraft;2007;150.0;3.0;0.0;14.0;0.0;0.0;139.0;368.5
2507;C Manufacturing;Aircraft;2008;139.0;7.0;0.0;14.0;0.0;0.0;132.0;333.2
2508;C Manufacturing;Aircraft;2009;132.0;5.0;0.0;13.0;0.0;0.0;124.0;301.6
2509;C Manufacturing;Aircraft;2010;124.0;3.0;0.0;12.0;0.0;0.0;115.0;273.1
2510;C Manufacturing;Aircraft;2011;115.0;0.0;0.0;11.0;0.0;1.0;105.0;249.3
2511;C Manufacturing;Aircraft;2012;105.0;8.0;0.0;11.0;0.0;0.0;102.0;225.1
2512;C Manufacturing;Aircraft;2013;102.0;-1.0;0.0;9.0;0.0;0.0;92.0;205.0
2513;C Manufacturing;Aircraft;2014;92.0;3.0;0.0;9.0;0.0;0.0;86.0;185.6
2514;C Manufacturing;Aircraft;2015;86.0;20.0;0.0;10.0;0.0;-1.0;95.0;166.3
2515;C Manufacturing;Aircraft;2016;95.0;2.0;0.0;9.0;0.0;0.0;88.0;150.9
2516;C Manufacturing;Aircraft;2017;88.0;3.0;6.0;9.0;0.0;0.0;88.0;145.9
2517;C Manufacturing;Aircraft;2018;88.0;-2.0;0.0;8.0;0.0;-1.0;77.0;130.7
2518;C Manufacturing;Aircraft;2019;77.0;5.0;0.0;7.0;0.0;0.0;75.0;119.5
2519;C Manufacturing;Aircraft;2020;75.0;-1.0;0.0;7.0;0.0;0.0;67.0;108.2
2520;C Manufacturing;Aircraft;2021;67.0;-1.0;0.0;6.0;0.0;1.0;61.0;100.0
2521;C Manufacturing;Aircraft;2022;61.0;10.0;0.0;6.0;0.0;-1.0;64.0;90.1
2522;C Manufacturing;Aircraft;2023;64.0;4.0;0.0;6.0;0.0;-1.0;61.0;80.9
2523;C Manufacturing;Computers;1995;934.0;-152.0;312.0;213.0;0.0;-1.0;880.0;13.6
2524;C Manufacturing;Computers;1996;880.0;-168.0;360.0;204.0;0.0;1.0;869.0;16.6
2525;C Manufacturing;Computers;1997;869.0;-7.0;366.0;230.0;0.0;-4.0;994.0;19.2
2526;C Manufacturing;Computers;1998;994.0;-206.0;450.0;227.0;0.0;1.0;1012.0;24.6
2527;C Manufacturing;Computers;1999;1012.0;-177.0;494.0;236.0;0.0;-2.0;1091.0;32.1
2528;C Manufacturing;Computers;2000;1091.0;-109.0;377.0;256.0;0.0;-1.0;1102.0;36.1
2529;C Manufacturing;Computers;2001;1102.0;-153.0;399.0;254.0;0.0;0.0;1094.0;41.6
2530;C Manufacturing;Computers;2002;1094.0;-151.0;323.0;246.0;0.0;-2.0;1018.0;44.9
2531;C Manufacturing;Computers;2003;1018.0;-118.0;315.0;242.0;0.0;3.0;976.0;48.7
2532;C Manufacturing;Computers;2004;976.0;-65.0;267.0;239.0;0.0;-1.0;938.0;50.1
2533;C Manufacturing;Computers;2005;938.0;-96.0;262.0;224.0;0.0;-1.0;879.0;52.3
2534;C Manufacturing;Computers;2006;879.0;-82.0;247.0;213.0;0.0;-1.0;830.0;54.5
2535;C Manufacturing;Computers;2007;830.0;-49.0;272.0;217.0;0.0;4.0;840.0;58.6
2536;C Manufacturing;Computers;2008;840.0;-83.0;230.0;203.0;0.0;0.0;784.0;60.7
2537;C Manufacturing;Computers;2009;784.0;-57.0;240.0;197.0;0.0;0.0;770.0;64.3
2538;C Manufacturing;Computers;2010;770.0;-19.0;209.0;198.0;0.0;-2.0;760.0;65.1
2539;C Manufacturing;Computers;2011;760.0;-35.0;231.0;197.0;0.0;0.0;759.0;68.1
2540;C Manufacturing;Computers;2012;759.0;-14.0;204.0;199.0;0.0;0.0;750.0;68.6
2541;C Manufacturing;Computers;2013;750.0;-3.0;214.0;202.0;0.0;1.0;760.0;69.8
2542;C Manufacturing;Computers;2014;760.0;-2.0;239.0;207.0;0.0;-1.0;789.0;72.6
2543;C Manufacturing;Computers;2015;789.0;-18.0;201.0;209.0;0.0;2.0;765.0;72.1
2544;C Manufacturing;Computers;2016;765.0;-23.0;242.0;203.0;0.0;-1.0;780.0;75.7
2545;C Manufacturing;Computers;2017;780.0;-3.0;268.0;216.0;0.0;2.0;831.0;81.0
2546;C Manufacturing;Computers;2018;831.0;2.0;248.0;226.0;0.0;2.0;857.0;83.3
2547;C Manufacturing;Computers;2019;857.0;-31.0;317.0;229.0;0.0;-1.0;913.0;92.1
2548;C Manufacturing;Computers;2020;913.0;-20.0;262.0;241.0;0.0;3.0;917.0;94.6
2549;C Manufacturing;Computers;2021;917.0;10.0;304.0;251.0;0.0;0.0;980.0;100.0
2550;C Manufacturing;Computers;2022;980.0;54.0;323.0;279.0;0.0;0.0;1078.0;104.3
2551;C Manufacturing;Computers;2023;1078.0;4.0;281.0;290.0;0.0;3.0;1076.0;103.7
2552;C Manufacturing;Telecommunications equipment;1995;43.0;0.0;19.0;19.0;0.0;0.0;43.0;53.2
2553;C Manufacturing;Telecommunications equipment;1996;43.0;0.0;22.0;19.0;0.0;-1.0;45.0;55.7
2554;C Manufacturing;Telecommunications equipment;1997;45.0;-2.0;22.0;19.0;0.0;0.0;46.0;59.5
2555;C Manufacturing;Telecommunications equipment;1998;46.0;-1.0;23.0;21.0;0.0;1.0;48.0;63.5
2556;C Manufacturing;Telecommunications equipment;1999;48.0;-2.0;27.0;22.0;0.0;1.0;52.0;71.8
2557;C Manufacturing;Telecommunications equipment;2000;52.0;-1.0;26.0;24.0;0.0;1.0;54.0;76.0
2558;C Manufacturing;Telecommunications equipment;2001;54.0;-2.0;23.0;24.0;0.0;2.0;53.0;77.5
2559;C Manufacturing;Telecommunications equipment;2002;53.0;-2.0;25.0;23.0;0.0;0.0;53.0;80.5
2560;C Manufacturing;Telecommunications equipment;2003;53.0;-2.0;24.0;23.0;0.0;0.0;52.0;82.1
2561;C Manufacturing;Telecommunications equipment;2004;52.0;-3.0;23.0;22.0;0.0;0.0;50.0;83.8
2562;C Manufacturing;Telecommunications equipment;2005;50.0;-2.0;23.0;23.0;0.0;2.0;50.0;87.3
2563;C Manufacturing;Telecommunications equipment;2006;50.0;-3.0;24.0;23.0;0.0;2.0;50.0;92.8
2564;C Manufacturing;Telecommunications equipment;2007;50.0;-3.0;26.0;23.0;0.0;1.0;51.0;100.7
2565;C Manufacturing;Telecommunications equipment;2008;51.0;-1.0;28.0;24.0;0.0;2.0;56.0;112.8
2566;C Manufacturing;Telecommunications equipment;2009;56.0;-2.0;39.0;24.0;0.0;-2.0;67.0;140.0
2567;C Manufacturing;Telecommunications equipment;2010;67.0;-3.0;32.0;27.0;0.0;0.0;69.0;150.9
2568;C Manufacturing;Telecommunications equipment;2011;69.0;-3.0;57.0;33.0;0.0;0.0;90.0;205.8
2569;C Manufacturing;Telecommunications equipment;2012;90.0;-3.0;65.0;38.0;0.0;-2.0;112.0;264.9
2570;C Manufacturing;Telecommunications equipment;2013;112.0;-3.0;68.0;47.0;0.0;-2.0;128.0;311.1
2571;C Manufacturing;Telecommunications equipment;2014;128.0;-5.0;69.0;53.0;0.0;-2.0;137.0;346.5
2572;C Manufacturing;Telecommunications equipment;2015;137.0;-13.0;15.0;48.0;0.0;1.0;92.0;257.1
2573;C Manufacturing;Telecommunications equipment;2016;92.0;-2.0;14.0;40.0;0.0;1.0;65.0;185.7
2574;C Manufacturing;Telecommunications equipment;2017;65.0;-3.0;48.0;35.0;0.0;-1.0;74.0;221.6
2575;C Manufacturing;Telecommunications equipment;2018;74.0;-1.0;15.0;33.0;0.0;-1.0;54.0;163.9
2576;C Manufacturing;Telecommunications equipment;2019;54.0;-2.0;19.0;26.0;0.0;-1.0;44.0;138.7
2577;C Manufacturing;Telecommunications equipment;2020;44.0;-1.0;9.0;20.0;0.0;-2.0;30.0;96.8
2578;C Manufacturing;Telecommunications equipment;2021;30.0;0.0;19.0;15.0;0.0;-3.0;31.0;100.0
2579;C Manufacturing;Telecommunications equipment;2022;31.0;1.0;13.0;16.0;0.0;-1.0;28.0;87.5
2580;C Manufacturing;Telecommunications equipment;2023;28.0;-1.0;13.0;14.0;0.0;-1.0;25.0;81.0
2581;C Manufacturing;Machinery and equipment;1995;52852.0;2.0;4375.0;3521.0;-11.0;0.0;53697.0;87.8
2582;C Manufacturing;Machinery and equipment;1996;53697.0;-380.0;4790.0;3572.0;-14.0;1.0;54522.0;89.8
2583;C Manufacturing;Machinery and equipment;1997;54522.0;427.0;4687.0;3671.0;-5.0;2.0;55962.0;91.4
2584;C Manufacturing;Machinery and equipment;1998;55962.0;-131.0;5178.0;3744.0;-3.0;-1.0;57261.0;93.8
2585;C Manufacturing;Machinery and equipment;1999;57261.0;-7.0;4935.0;3822.0;-3.0;1.0;58365.0;95.6
2586;C Manufacturing;Machinery and equipment;2000;58365.0;807.0;4976.0;3947.0;-4.0;1.0;60198.0;97.2
2587;C Manufacturing;Machinery and equipment;2001;60198.0;409.0;4530.0;4042.0;0.0;-1.0;61094.0;98.0
2588;C Manufacturing;Machinery and equipment;2002;61094.0;1521.0;4912.0;4191.0;0.0;0.0;63336.0;99.2
2589;C Manufacturing;Machinery and equipment;2003;63336.0;-165.0;4635.0;4215.0;0.0;0.0;63591.0;99.8
2590;C Manufacturing;Machinery and equipment;2004;63591.0;935.0;3764.0;4280.0;0.0;1.0;64011.0;99.0
2591;C Manufacturing;Machinery and equipment;2005;64011.0;910.0;4181.0;4333.0;0.0;0.0;64769.0;98.8
2592;C Manufacturing;Machinery and equipment;2006;64769.0;885.0;4405.0;4390.0;0.0;-2.0;65667.0;98.8
2593;C Manufacturing;Machinery and equipment;2007;65667.0;1315.0;4772.0;4492.0;0.0;3.0;67265.0;99.2
2594;C Manufacturing;Machinery and equipment;2008;67265.0;1867.0;5095.0;4647.0;0.0;-2.0;69578.0;99.9
2595;C Manufacturing;Machinery and equipment;2009;69578.0;1368.0;4830.0;4760.0;0.0;-2.0;71014.0;100.0
2596;C Manufacturing;Machinery and equipment;2010;71014.0;1215.0;3831.0;4827.0;0.0;1.0;71234.0;98.6
2597;C Manufacturing;Machinery and equipment;2011;71234.0;572.0;4461.0;4831.0;0.0;1.0;71437.0;98.1
2598;C Manufacturing;Machinery and equipment;2012;71437.0;1858.0;4801.0;4920.0;0.0;-1.0;73175.0;97.9
2599;C Manufacturing;Machinery and equipment;2013;73175.0;529.0;4458.0;4931.0;0.0;-1.0;73230.0;97.3
2600;C Manufacturing;Machinery and equipment;2014;73230.0;767.0;4634.0;4991.0;0.0;1.0;73641.0;96.8
2601;C Manufacturing;Machinery and equipment;2015;73641.0;2376.0;5228.0;5144.0;0.0;0.0;76101.0;96.9
2602;C Manufacturing;Machinery and equipment;2016;76101.0;765.0;5529.0;5184.0;0.0;-1.0;77210.0;97.4
2603;C Manufacturing;Machinery and equipment;2017;77210.0;196.0;5810.0;5229.0;0.0;-1.0;77986.0;98.1
2604;C Manufacturing;Machinery and equipment;2018;77986.0;828.0;6270.0;5327.0;0.0;1.0;79758.0;99.3
2605;C Manufacturing;Machinery and equipment;2019;79758.0;2035.0;6210.0;5502.0;0.0;0.0;82501.0;100.1
2606;C Manufacturing;Machinery and equipment;2020;82501.0;615.0;5738.0;5574.0;0.0;1.0;83281.0;100.3
2607;C Manufacturing;Machinery and equipment;2021;83281.0;1063.0;5358.0;5627.0;0.0;1.0;84076.0;100.0
2608;C Manufacturing;Machinery and equipment;2022;84076.0;6036.0;6442.0;6024.0;0.0;-1.0;90529.0;100.5
2609;C Manufacturing;Machinery and equipment;2023;90529.0;4021.0;7070.0;6339.0;0.0;2.0;95283.0;101.2
2610;C Manufacturing;Other tangible fixed assets;1995;3381.0;47.0;396.0;476.0;0.0;1.0;3349.0;106.3
2611;C Manufacturing;Other tangible fixed assets;1996;3349.0;61.0;372.0;467.0;0.0;0.0;3315.0;103.4
2612;C Manufacturing;Other tangible fixed assets;1997;3315.0;45.0;404.0;461.0;0.0;2.0;3305.0;101.7
2613;C Manufacturing;Other tangible fixed assets;1998;3305.0;70.0;414.0;459.0;0.0;0.0;3330.0;100.3
2614;C Manufacturing;Other tangible fixed assets;1999;3330.0;32.0;427.0;455.0;0.0;0.0;3334.0;99.5
2615;C Manufacturing;Other tangible fixed assets;2000;3334.0;92.0;484.0;465.0;0.0;0.0;3445.0;100.0
2616;C Manufacturing;Other tangible fixed assets;2001;3445.0;111.0;498.0;480.0;0.0;0.0;3574.0;100.5
2617;C Manufacturing;Other tangible fixed assets;2002;3574.0;108.0;396.0;489.0;0.0;-1.0;3588.0;98.0
2618;C Manufacturing;Other tangible fixed assets;2003;3588.0;41.0;386.0;481.0;0.0;0.0;3534.0;95.4
2619;C Manufacturing;Other tangible fixed assets;2004;3534.0;78.0;482.0;484.0;0.0;-1.0;3609.0;95.3
2620;C Manufacturing;Other tangible fixed assets;2005;3609.0;55.0;480.0;492.0;0.0;1.0;3653.0;95.0
2621;C Manufacturing;Other tangible fixed assets;2006;3653.0;61.0;569.0;504.0;0.0;-1.0;3778.0;96.7
2622;C Manufacturing;Other tangible fixed assets;2007;3778.0;90.0;590.0;526.0;0.0;1.0;3933.0;98.3
2623;C Manufacturing;Other tangible fixed assets;2008;3933.0;97.0;802.0;557.0;0.0;-1.0;4274.0;104.3
2624;C Manufacturing;Other tangible fixed assets;2009;4274.0;119.0;468.0;584.0;0.0;0.0;4277.0;101.5
2625;C Manufacturing;Other tangible fixed assets;2010;4277.0;81.0;424.0;575.0;0.0;0.0;4207.0;98.0
2626;C Manufacturing;Other tangible fixed assets;2011;4207.0;97.0;527.0;574.0;0.0;-1.0;4256.0;96.9
2627;C Manufacturing;Other tangible fixed assets;2012;4256.0;107.0;554.0;582.0;0.0;-2.0;4333.0;96.2
2628;C Manufacturing;Other tangible fixed assets;2013;4333.0;68.0;450.0;580.0;0.0;-1.0;4270.0;93.4
2629;C Manufacturing;Other tangible fixed assets;2014;4270.0;41.0;601.0;577.0;0.0;-1.0;4334.0;93.9
2630;C Manufacturing;Other tangible fixed assets;2015;4334.0;64.0;581.0;587.0;0.0;0.0;4392.0;93.7
2631;C Manufacturing;Other tangible fixed assets;2016;4392.0;33.0;483.0;584.0;0.0;1.0;4325.0;91.6
2632;C Manufacturing;Other tangible fixed assets;2017;4325.0;26.0;532.0;576.0;0.0;0.0;4307.0;90.7
2633;C Manufacturing;Other tangible fixed assets;2018;4307.0;83.0;616.0;586.0;0.0;-1.0;4419.0;91.3
2634;C Manufacturing;Other tangible fixed assets;2019;4419.0;112.0;878.0;622.0;0.0;0.0;4787.0;96.4
2635;C Manufacturing;Other tangible fixed assets;2020;4787.0;63.0;691.0;652.0;0.0;1.0;4890.0;97.2
2636;C Manufacturing;Other tangible fixed assets;2021;4890.0;150.0;829.0;687.0;0.0;1.0;5183.0;100.0
2637;C Manufacturing;Other tangible fixed assets;2022;5183.0;676.0;952.0;797.0;0.0;-2.0;6012.0;102.6
2638;C Manufacturing;Other tangible fixed assets;2023;6012.0;411.0;942.0;869.0;0.0;0.0;6496.0;103.8
2639;C Manufacturing;Cultivated assets;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2640;C Manufacturing;Cultivated assets;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2641;C Manufacturing;Cultivated assets;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2642;C Manufacturing;Cultivated assets;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2643;C Manufacturing;Cultivated assets;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2644;C Manufacturing;Cultivated assets;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2645;C Manufacturing;Cultivated assets;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2646;C Manufacturing;Cultivated assets;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2647;C Manufacturing;Cultivated assets;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2648;C Manufacturing;Cultivated assets;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2649;C Manufacturing;Cultivated assets;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2650;C Manufacturing;Cultivated assets;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2651;C Manufacturing;Cultivated assets;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2652;C Manufacturing;Cultivated assets;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2653;C Manufacturing;Cultivated assets;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2654;C Manufacturing;Cultivated assets;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2655;C Manufacturing;Cultivated assets;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2656;C Manufacturing;Cultivated assets;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2657;C Manufacturing;Cultivated assets;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2658;C Manufacturing;Cultivated assets;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2659;C Manufacturing;Cultivated assets;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2660;C Manufacturing;Cultivated assets;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2661;C Manufacturing;Cultivated assets;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2662;C Manufacturing;Cultivated assets;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2663;C Manufacturing;Cultivated assets;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2664;C Manufacturing;Cultivated assets;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2665;C Manufacturing;Cultivated assets;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2666;C Manufacturing;Cultivated assets;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2667;C Manufacturing;Cultivated assets;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2668;C Manufacturing;Research and development;1995;12774.0;279.0;2274.0;2218.0;0.0;-1.0;13108.0;89.1
2669;C Manufacturing;Research and development;1996;13108.0;320.0;2433.0;2290.0;0.0;-1.0;13570.0;90.1
2670;C Manufacturing;Research and development;1997;13570.0;206.0;2617.0;2355.0;0.0;1.0;14039.0;91.8
2671;C Manufacturing;Research and development;1998;14039.0;408.0;2626.0;2458.0;0.0;1.0;14616.0;92.9
2672;C Manufacturing;Research and development;1999;14616.0;412.0;2916.0;2569.0;0.0;-1.0;15374.0;95.0
2673;C Manufacturing;Research and development;2000;15374.0;705.0;3054.0;2742.0;0.0;-2.0;16389.0;96.8
2674;C Manufacturing;Research and development;2001;16389.0;752.0;3315.0;2931.0;0.0;-3.0;17522.0;99.0
2675;C Manufacturing;Research and development;2002;17522.0;772.0;3068.0;3110.0;0.0;1.0;18253.0;98.8
2676;C Manufacturing;Research and development;2003;18253.0;502.0;3128.0;3214.0;0.0;2.0;18671.0;98.3
2677;C Manufacturing;Research and development;2004;18671.0;302.0;3238.0;3277.0;0.0;0.0;18934.0;98.1
2678;C Manufacturing;Research and development;2005;18934.0;392.0;3305.0;3356.0;0.0;1.0;19276.0;97.9
2679;C Manufacturing;Research and development;2006;19276.0;555.0;3531.0;3466.0;0.0;2.0;19898.0;98.2
2680;C Manufacturing;Research and development;2007;19898.0;371.0;3483.0;3537.0;0.0;-2.0;20213.0;97.9
2681;C Manufacturing;Research and development;2008;20213.0;672.0;3474.0;3648.0;0.0;1.0;20712.0;97.1
2682;C Manufacturing;Research and development;2009;20712.0;553.0;3233.0;3709.0;0.0;3.0;20792.0;95.0
2683;C Manufacturing;Research and development;2010;20792.0;184.0;3620.0;3698.0;0.0;-1.0;20897.0;94.6
2684;C Manufacturing;Research and development;2011;20897.0;286.0;3838.0;3740.0;0.0;1.0;21282.0;95.1
2685;C Manufacturing;Research and development;2012;21282.0;221.0;4005.0;3788.0;0.0;-1.0;21719.0;96.0
