ID;Geslacht;Onderwijssoort;Vooropleiding;Opleidingsfase;Perioden;Eerstejaarsstudenten_1
5994;Vrouwen;Hoger onderwijs;Havo-diploma economie en maatschappij;Master- en vervolgopleidingen;2013/'14;0.0
5995;Vrouwen;Hoger onderwijs;Havo-diploma economie en maatschappij;Master- en vervolgopleidingen;2014/'15;0.0
5996;Vrouwen;Hoger onderwijs;Havo-diploma economie en maatschappij;Master- en vervolgopleidingen;2015/'16;0.0
5997;Vrouwen;Hoger onderwijs;Havo-diploma economie en maatschappij;Master- en vervolgopleidingen;2016/'17;0.0
5998;Vrouwen;Hoger onderwijs;Havo-diploma economie en maatschappij;Master- en vervolgopleidingen;2017/'18;0.0
5999;Vrouwen;Hoger onderwijs;Havo-diploma economie en maatschappij;Master- en vervolgopleidingen;2018/'19;0.0
6000;Vrouwen;Hoger onderwijs;Havo-diploma economie en maatschappij;Master- en vervolgopleidingen;2019/'20;0.0
6001;Vrouwen;Hoger onderwijs;Havo-diploma economie en maatschappij;Master- en vervolgopleidingen;2020/'21;0.0
6002;Vrouwen;Hoger onderwijs;Havo-diploma economie en maatschappij;Master- en vervolgopleidingen;2021/'22;10.0
6003;Vrouwen;Hoger onderwijs;Havo-diploma economie en maatschappij;Master- en vervolgopleidingen;2022/'23;0.0
6004;Vrouwen;Hoger onderwijs;Havo-diploma economie en maatschappij;Master- en vervolgopleidingen;2023/'24;0.0
6005;Vrouwen;Hoger onderwijs;Havo-diploma economie en maatschappij;Master- en vervolgopleidingen;2024/'25;0.0
6006;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2011/'12;4150.0
6007;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2012/'13;4270.0
6008;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2013/'14;4610.0
6009;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2014/'15;4850.0
6010;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2015/'16;4720.0
6011;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2016/'17;5530.0
6012;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2017/'18;5640.0
6013;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2018/'19;6020.0
6014;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2019/'20;6180.0
6015;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2020/'21;7180.0
6016;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2021/'22;5850.0
6017;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2022/'23;5490.0
6018;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2023/'24;5260.0
6019;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2024/'25;6050.0
6020;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2011/'12;4150.0
6021;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2012/'13;4270.0
6022;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2013/'14;4610.0
6023;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2014/'15;4850.0
6024;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2015/'16;4720.0
6025;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2016/'17;5530.0
6026;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2017/'18;5630.0
6027;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2018/'19;6020.0
6028;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2019/'20;6170.0
6029;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2020/'21;7180.0
6030;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2021/'22;5850.0
6031;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2022/'23;5480.0
6032;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2023/'24;5260.0
6033;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2024/'25;6040.0
6034;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2011/'12;0.0
6035;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2012/'13;0.0
6036;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2013/'14;0.0
6037;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2014/'15;0.0
6038;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2015/'16;0.0
6039;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2016/'17;0.0
6040;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2017/'18;0.0
6041;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2018/'19;0.0
6042;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2019/'20;0.0
6043;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2020/'21;10.0
6044;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2021/'22;0.0
6045;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2022/'23;0.0
6046;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2023/'24;10.0
6047;Vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2024/'25;0.0
6048;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2011/'12;400.0
6049;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2012/'13;330.0
6050;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2013/'14;430.0
6051;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2014/'15;450.0
6052;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2015/'16;430.0
6053;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2016/'17;550.0
6054;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2017/'18;530.0
6055;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2018/'19;550.0
6056;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2019/'20;700.0
6057;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2020/'21;580.0
6058;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2021/'22;450.0
6059;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2022/'23;500.0
6060;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2023/'24;480.0
6061;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2024/'25;580.0
6062;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2011/'12;400.0
6063;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2012/'13;330.0
6064;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2013/'14;430.0
6065;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2014/'15;450.0
6066;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2015/'16;430.0
6067;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2016/'17;550.0
6068;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2017/'18;530.0
6069;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2018/'19;550.0
6070;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2019/'20;700.0
6071;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2020/'21;580.0
6072;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2021/'22;450.0
6073;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2022/'23;500.0
6074;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2023/'24;480.0
6075;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2024/'25;580.0
6076;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2011/'12;0.0
6077;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2012/'13;0.0
6078;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2013/'14;0.0
6079;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2014/'15;0.0
6080;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2015/'16;0.0
6081;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2016/'17;0.0
6082;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2017/'18;0.0
6083;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2018/'19;0.0
6084;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2019/'20;0.0
6085;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2020/'21;0.0
6086;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2021/'22;0.0
6087;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2022/'23;0.0
6088;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2023/'24;0.0
6089;Vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2024/'25;0.0
6090;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2011/'12;3410.0
6091;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2012/'13;3620.0
6092;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2013/'14;3930.0
6093;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2014/'15;4320.0
6094;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2015/'16;3990.0
6095;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2016/'17;4420.0
6096;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2017/'18;4430.0
6097;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2018/'19;4390.0
6098;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2019/'20;4410.0
6099;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2020/'21;4970.0
6100;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2021/'22;3610.0
6101;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2022/'23;3190.0
6102;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2023/'24;2920.0
6103;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2024/'25;3040.0
6104;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2011/'12;3410.0
6105;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2012/'13;3620.0
6106;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2013/'14;3930.0
6107;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2014/'15;4320.0
6108;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2015/'16;3990.0
6109;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2016/'17;4420.0
6110;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2017/'18;4430.0
6111;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2018/'19;4390.0
6112;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2019/'20;4410.0
6113;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2020/'21;4970.0
6114;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2021/'22;3610.0
6115;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2022/'23;3190.0
6116;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2023/'24;2920.0
6117;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2024/'25;3030.0
6118;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2011/'12;0.0
6119;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2012/'13;0.0
6120;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2013/'14;0.0
6121;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2014/'15;0.0
6122;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2015/'16;0.0
6123;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2016/'17;0.0
6124;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2017/'18;0.0
6125;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2018/'19;0.0
6126;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2019/'20;0.0
6127;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2020/'21;0.0
6128;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2021/'22;0.0
6129;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2022/'23;0.0
6130;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2023/'24;0.0
6131;Vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2024/'25;0.0
6132;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2011/'12;18600.0
6133;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2012/'13;17980.0
6134;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2013/'14;20380.0
6135;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2014/'15;18160.0
6136;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2015/'16;17140.0
6137;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2016/'17;18060.0
6138;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2017/'18;18790.0
6139;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2018/'19;19640.0
6140;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2019/'20;19670.0
6141;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2020/'21;22810.0
6142;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2021/'22;19260.0
6143;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2022/'23;18440.0
6144;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2023/'24;18500.0
6145;Vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2024/'25;18900.0
6146;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2011/'12;18560.0
6147;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2012/'13;17970.0
6148;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2013/'14;20350.0
6149;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2014/'15;18130.0
6150;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2015/'16;17110.0
6151;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2016/'17;18030.0
6152;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2017/'18;18760.0
6153;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2018/'19;19600.0
6154;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2019/'20;19610.0
6155;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2020/'21;22740.0
6156;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2021/'22;19210.0
6157;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2022/'23;18410.0
6158;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2023/'24;18460.0
6159;Vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2024/'25;18840.0
6160;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2011/'12;40.0
6161;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2012/'13;10.0
6162;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2013/'14;20.0
6163;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2014/'15;30.0
6164;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2015/'16;30.0
6165;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2016/'17;30.0
6166;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2017/'18;40.0
6167;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2018/'19;40.0
6168;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2019/'20;60.0
6169;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2020/'21;70.0
6170;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2021/'22;50.0
6171;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2022/'23;30.0
6172;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2023/'24;40.0
6173;Vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2024/'25;60.0
6174;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2011/'12;110.0
6175;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2012/'13;70.0
6176;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2013/'14;90.0
6177;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2014/'15;100.0
6178;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2015/'16;70.0
6179;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2016/'17;90.0
6180;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2017/'18;110.0
6181;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2018/'19;80.0
6182;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2019/'20;100.0
6183;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2020/'21;120.0
6184;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2021/'22;70.0
6185;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2022/'23;80.0
6186;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2023/'24;100.0
6187;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2024/'25;100.0
6188;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2011/'12;100.0
6189;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2012/'13;70.0
6190;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2013/'14;90.0
6191;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2014/'15;100.0
6192;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2015/'16;70.0
6193;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2016/'17;90.0
6194;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2017/'18;110.0
6195;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2018/'19;80.0
6196;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2019/'20;100.0
6197;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2020/'21;120.0
6198;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2021/'22;70.0
6199;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2022/'23;80.0
6200;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2023/'24;100.0
6201;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2024/'25;100.0
6202;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2011/'12;10.0
6203;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2012/'13;0.0
6204;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2013/'14;0.0
6205;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2014/'15;0.0
6206;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2015/'16;0.0
6207;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2016/'17;0.0
6208;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2017/'18;0.0
6209;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2018/'19;0.0
6210;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2019/'20;0.0
6211;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2020/'21;0.0
6212;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2021/'22;0.0
6213;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2022/'23;0.0
6214;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2023/'24;0.0
6215;Vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2024/'25;0.0
6216;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2011/'12;3610.0
6217;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2012/'13;3250.0
6218;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2013/'14;3820.0
6219;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2014/'15;3000.0
6220;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2015/'16;2490.0
6221;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2016/'17;2540.0
6222;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2017/'18;2250.0
6223;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2018/'19;2440.0
6224;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2019/'20;2260.0
6225;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2020/'21;2600.0
6226;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2021/'22;2160.0
