ID;Sex;Age;Nationality;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
7575;Total male and female;15 to 19 years;Haitian;St. Eustatius;2020;1
7576;Total male and female;15 to 19 years;Haitian;St. Eustatius;2021;1
7577;Total male and female;15 to 19 years;Haitian;St. Eustatius;2022;0
7578;Total male and female;15 to 19 years;Haitian;St. Eustatius;2023;1
7579;Total male and female;15 to 19 years;Haitian;Saba;2011;3
7580;Total male and female;15 to 19 years;Haitian;Saba;2012;4
7581;Total male and female;15 to 19 years;Haitian;Saba;2013;3
7582;Total male and female;15 to 19 years;Haitian;Saba;2014;3
7583;Total male and female;15 to 19 years;Haitian;Saba;2015;4
7584;Total male and female;15 to 19 years;Haitian;Saba;2016;2
7585;Total male and female;15 to 19 years;Haitian;Saba;2017;1
7586;Total male and female;15 to 19 years;Haitian;Saba;2018;1
7587;Total male and female;15 to 19 years;Haitian;Saba;2019;1
7588;Total male and female;15 to 19 years;Haitian;Saba;2020;2
7589;Total male and female;15 to 19 years;Haitian;Saba;2021;2
7590;Total male and female;15 to 19 years;Haitian;Saba;2022;3
7591;Total male and female;15 to 19 years;Haitian;Saba;2023;2
7592;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2011;2
7593;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2012;2
7594;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2013;3
7595;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2014;3
7596;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2015;4
7597;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2016;1
7598;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2017;2
7599;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2018;3
7600;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2019;7
7601;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2020;6
7602;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2021;4
7603;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2022;7
7604;Total male and female;15 to 19 years;Jamaican;Caribbean Netherlands;2023;7
7605;Total male and female;15 to 19 years;Jamaican;Bonaire;2011;1
7606;Total male and female;15 to 19 years;Jamaican;Bonaire;2012;1
7607;Total male and female;15 to 19 years;Jamaican;Bonaire;2013;1
7608;Total male and female;15 to 19 years;Jamaican;Bonaire;2014;1
7609;Total male and female;15 to 19 years;Jamaican;Bonaire;2015;1
7610;Total male and female;15 to 19 years;Jamaican;Bonaire;2016;0
7611;Total male and female;15 to 19 years;Jamaican;Bonaire;2017;0
7612;Total male and female;15 to 19 years;Jamaican;Bonaire;2018;0
7613;Total male and female;15 to 19 years;Jamaican;Bonaire;2019;4
7614;Total male and female;15 to 19 years;Jamaican;Bonaire;2020;4
7615;Total male and female;15 to 19 years;Jamaican;Bonaire;2021;1
7616;Total male and female;15 to 19 years;Jamaican;Bonaire;2022;4
7617;Total male and female;15 to 19 years;Jamaican;Bonaire;2023;4
7618;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2011;1
7619;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2012;1
7620;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2013;1
7621;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2014;1
7622;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2015;1
7623;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2016;0
7624;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2017;0
7625;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2018;0
7626;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2019;0
7627;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2020;0
7628;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2021;1
7629;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2022;1
7630;Total male and female;15 to 19 years;Jamaican;St. Eustatius;2023;1
7631;Total male and female;15 to 19 years;Jamaican;Saba;2011;0
7632;Total male and female;15 to 19 years;Jamaican;Saba;2012;0
7633;Total male and female;15 to 19 years;Jamaican;Saba;2013;1
7634;Total male and female;15 to 19 years;Jamaican;Saba;2014;1
7635;Total male and female;15 to 19 years;Jamaican;Saba;2015;2
7636;Total male and female;15 to 19 years;Jamaican;Saba;2016;1
7637;Total male and female;15 to 19 years;Jamaican;Saba;2017;2
7638;Total male and female;15 to 19 years;Jamaican;Saba;2018;3
7639;Total male and female;15 to 19 years;Jamaican;Saba;2019;3
7640;Total male and female;15 to 19 years;Jamaican;Saba;2020;2
7641;Total male and female;15 to 19 years;Jamaican;Saba;2021;2
7642;Total male and female;15 to 19 years;Jamaican;Saba;2022;2
7643;Total male and female;15 to 19 years;Jamaican;Saba;2023;2
7644;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2011;4
7645;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2012;3
7646;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2013;3
7647;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2014;4
7648;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2015;5
7649;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2016;6
7650;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2017;7
7651;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2018;11
7652;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2019;13
7653;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2020;14
7654;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2021;13
7655;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2022;13
7656;Total male and female;15 to 19 years;Peruvian;Caribbean Netherlands;2023;17
7657;Total male and female;15 to 19 years;Peruvian;Bonaire;2011;4
7658;Total male and female;15 to 19 years;Peruvian;Bonaire;2012;3
7659;Total male and female;15 to 19 years;Peruvian;Bonaire;2013;3
7660;Total male and female;15 to 19 years;Peruvian;Bonaire;2014;4
7661;Total male and female;15 to 19 years;Peruvian;Bonaire;2015;5
7662;Total male and female;15 to 19 years;Peruvian;Bonaire;2016;6
7663;Total male and female;15 to 19 years;Peruvian;Bonaire;2017;7
7664;Total male and female;15 to 19 years;Peruvian;Bonaire;2018;11
7665;Total male and female;15 to 19 years;Peruvian;Bonaire;2019;13
7666;Total male and female;15 to 19 years;Peruvian;Bonaire;2020;14
7667;Total male and female;15 to 19 years;Peruvian;Bonaire;2021;13
7668;Total male and female;15 to 19 years;Peruvian;Bonaire;2022;13
7669;Total male and female;15 to 19 years;Peruvian;Bonaire;2023;17
7670;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2011;0
7671;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2012;0
7672;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2013;0
7673;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2014;0
7674;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2015;0
7675;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2016;0
7676;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2017;0
7677;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2018;0
7678;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2019;0
7679;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2020;0
7680;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2021;0
7681;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2022;0
7682;Total male and female;15 to 19 years;Peruvian;St. Eustatius;2023;0
7683;Total male and female;15 to 19 years;Peruvian;Saba;2011;0
7684;Total male and female;15 to 19 years;Peruvian;Saba;2012;0
7685;Total male and female;15 to 19 years;Peruvian;Saba;2013;0
7686;Total male and female;15 to 19 years;Peruvian;Saba;2014;0
7687;Total male and female;15 to 19 years;Peruvian;Saba;2015;0
7688;Total male and female;15 to 19 years;Peruvian;Saba;2016;0
7689;Total male and female;15 to 19 years;Peruvian;Saba;2017;0
7690;Total male and female;15 to 19 years;Peruvian;Saba;2018;0
7691;Total male and female;15 to 19 years;Peruvian;Saba;2019;0
7692;Total male and female;15 to 19 years;Peruvian;Saba;2020;0
7693;Total male and female;15 to 19 years;Peruvian;Saba;2021;0
7694;Total male and female;15 to 19 years;Peruvian;Saba;2022;0
7695;Total male and female;15 to 19 years;Peruvian;Saba;2023;0
7696;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2011;2
7697;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2012;3
7698;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2013;3
7699;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2014;2
7700;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2015;4
7701;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2016;9
7702;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2017;5
7703;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2018;4
7704;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2019;4
7705;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2020;6
7706;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2021;7
7707;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2022;11
7708;Total male and female;15 to 19 years;Surinamese;Caribbean Netherlands;2023;14
7709;Total male and female;15 to 19 years;Surinamese;Bonaire;2011;1
7710;Total male and female;15 to 19 years;Surinamese;Bonaire;2012;3
7711;Total male and female;15 to 19 years;Surinamese;Bonaire;2013;3
7712;Total male and female;15 to 19 years;Surinamese;Bonaire;2014;2
7713;Total male and female;15 to 19 years;Surinamese;Bonaire;2015;3
7714;Total male and female;15 to 19 years;Surinamese;Bonaire;2016;6
7715;Total male and female;15 to 19 years;Surinamese;Bonaire;2017;3
7716;Total male and female;15 to 19 years;Surinamese;Bonaire;2018;2
7717;Total male and female;15 to 19 years;Surinamese;Bonaire;2019;4
7718;Total male and female;15 to 19 years;Surinamese;Bonaire;2020;4
7719;Total male and female;15 to 19 years;Surinamese;Bonaire;2021;4
7720;Total male and female;15 to 19 years;Surinamese;Bonaire;2022;9
7721;Total male and female;15 to 19 years;Surinamese;Bonaire;2023;13
7722;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2011;1
7723;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2012;0
7724;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2013;0
7725;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2014;0
7726;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2015;1
7727;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2016;3
7728;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2017;2
7729;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2018;2
7730;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2019;0
7731;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2020;0
7732;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2021;1
7733;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2022;2
7734;Total male and female;15 to 19 years;Surinamese;St. Eustatius;2023;1
7735;Total male and female;15 to 19 years;Surinamese;Saba;2011;0
7736;Total male and female;15 to 19 years;Surinamese;Saba;2012;0
7737;Total male and female;15 to 19 years;Surinamese;Saba;2013;0
7738;Total male and female;15 to 19 years;Surinamese;Saba;2014;0
7739;Total male and female;15 to 19 years;Surinamese;Saba;2015;0
7740;Total male and female;15 to 19 years;Surinamese;Saba;2016;0
7741;Total male and female;15 to 19 years;Surinamese;Saba;2017;0
7742;Total male and female;15 to 19 years;Surinamese;Saba;2018;0
7743;Total male and female;15 to 19 years;Surinamese;Saba;2019;0
7744;Total male and female;15 to 19 years;Surinamese;Saba;2020;2
7745;Total male and female;15 to 19 years;Surinamese;Saba;2021;2
7746;Total male and female;15 to 19 years;Surinamese;Saba;2022;0
7747;Total male and female;15 to 19 years;Surinamese;Saba;2023;0
7748;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2011;1
7749;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2012;1
7750;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2013;0
7751;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2014;0
7752;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2015;0
7753;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2016;0
7754;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2017;0
7755;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2018;0
7756;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2019;0
7757;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2020;0
7758;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2021;1
7759;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2022;1
7760;Total male and female;15 to 19 years;Trinidad and Tobagonian;Caribbean Netherlands;2023;3
7761;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2011;0
7762;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2012;0
7763;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2013;0
7764;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2014;0
7765;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2015;0
7766;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2016;0
7767;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2017;0
7768;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2018;0
7769;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2019;0
7770;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2020;0
7771;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2021;0
7772;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2022;0
7773;Total male and female;15 to 19 years;Trinidad and Tobagonian;Bonaire;2023;0
7774;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2011;0
7775;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2012;0
7776;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2013;0
7777;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2014;0
7778;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2015;0
7779;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2016;0
7780;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2017;0
7781;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2018;0
7782;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2019;0
7783;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2020;0
7784;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2021;1
7785;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2022;1
7786;Total male and female;15 to 19 years;Trinidad and Tobagonian;St. Eustatius;2023;3
7787;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2011;1
7788;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2012;1
7789;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2013;0
7790;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2014;0
7791;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2015;0
7792;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2016;0
7793;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2017;0
7794;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2018;0
7795;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2019;0
7796;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2020;0
7797;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2021;0
7798;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2022;0
7799;Total male and female;15 to 19 years;Trinidad and Tobagonian;Saba;2023;0
7800;Total male and female;15 to 19 years;Venezuelan;Caribbean Netherlands;2011;25
7801;Total male and female;15 to 19 years;Venezuelan;Caribbean Netherlands;2012;26
