ID;EconomicActivitiesNaceRev2;Periods;CompensationOfEmployees_1;WagesAndSalaries_2;EmployersSocialContributions_3;CompensationOfEmployeesPerFte_4;WagesPerFte_5;CompensationPerHoursWorked_6;WagesPerHoursWorked_7;FullTimeEquivalentFte_8;HoursWorked_9;HoursPaid_10;HoursAgreed_11;PaidExtraHours_12;TotalMaleAndFemale_13;Male_14;Female_15;TotalMaleAndFemale_16;Male_17;Female_18;TotalMaleAndFemale_19;Male_20;Female_21
3805;87-88 Care and social work;1990;6496.0;5660.0;836.0;20.9;18.2;13.3;11.6;311;487;526;524;2;455;63;392;;;;;;
3806;87-88 Care and social work;1991;6954.0;6035.0;919.0;22.0;19.1;14.1;12.2;316;493;533;531;2;467;63;404;;;;;;
3807;87-88 Care and social work;1992;7379.0;6417.0;962.0;22.7;19.7;14.4;12.5;325;512;548;546;3;485;64;421;;;;;;
3808;87-88 Care and social work;1993;7776.0;6806.0;970.0;23.6;20.6;15.1;13.2;330;515;556;553;3;494;66;428;;;;;;
3809;87-88 Care and social work;1994;8064.0;7076.0;988.0;24.5;21.5;15.6;13.7;329;518;554;551;3;503;67;436;;;;;;
3810;87-88 Care and social work;1995;8348.0;7322.0;1026.0;24.9;21.9;15.8;13.9;335;528;564;561;3;516;68;447;;;;;;
3811;87-88 Care and social work;1996;8799.0;7635.0;1164.0;25.8;22.3;16.3;14.2;342;539;575;572;3;530;71;458;;;;;;
3812;87-88 Care and social work;1997;9128.0;7896.0;1232.0;25.7;22.2;16.4;14.2;355;558;596;592;4;546;75;471;;;;;;
3813;87-88 Care and social work;1998;9762.0;7971.0;1791.0;26.1;21.3;17.2;14.0;374;568;607;603;4;569;79;491;;;;;;
3814;87-88 Care and social work;1999;10388.0;8453.0;1935.0;27.0;22.0;17.9;14.6;384;580;621;616;4;584;81;502;;;;;;
3815;87-88 Care and social work;2000;11104.0;9033.0;2071.0;28.2;23.0;18.7;15.2;394;593;635;630;4;596;82;514;;;;;;
3816;87-88 Care and social work;2001;12259.0;9925.0;2334.0;30.9;25.0;19.6;15.9;397;625;666;663;3;624;86;538;125.0;47.0;77.0;499.0;39.0;461.0
3817;87-88 Care and social work;2002;13601.0;10914.0;2687.0;32.0;25.7;20.4;16.3;425;668;710;708;2;673;91;582;129.0;49.0;80.0;545.0;42.0;502.0
3818;87-88 Care and social work;2003;14718.0;11808.0;2910.0;33.1;26.6;21.0;16.9;444;701;743;741;2;706;92;615;122.0;48.0;74.0;584.0;44.0;540.0
3819;87-88 Care and social work;2004;15218.0;12126.0;3092.0;34.0;27.1;21.4;17.1;447;710;750;748;2;718;93;625;112.0;45.0;67.0;606.0;48.0;558.0
3820;87-88 Care and social work;2005;15540.0;12417.0;3123.0;34.4;27.5;21.8;17.4;452;713;759;757;2;730;91;639;103.0;43.0;61.0;627.0;48.0;578.0
3821;87-88 Care and social work;2006;16258.0;12987.0;3271.0;35.1;28.1;22.3;17.8;463;729;775;774;2;745;99;646;109.0;46.0;63.0;636.0;53.0;583.0
3822;87-88 Care and social work;2007;17058.0;13682.0;3376.0;36.4;29.2;23.1;18.5;468;739;783;781;2;758;99;659;109.0;45.0;63.0;649.0;54.0;596.0
3823;87-88 Care and social work;2008;18221.0;14512.0;3709.0;37.6;30.0;23.9;19.0;484;763;806;804;2;780;100;679;122.0;48.0;74.0;658.0;52.0;606.0
3824;87-88 Care and social work;2009;19086.0;15204.0;3882.0;38.6;30.8;24.3;19.4;494;785;831;830;1;801;101;700;119.0;47.0;73.0;681.0;55.0;627.0
3825;87-88 Care and social work;2010;20361.0;16165.0;4196.0;39.0;31.0;25.2;20.0;522;807;855;853;2;854;110;744;121.0;49.0;72.0;733.0;61.0;672.0
3826;87-88 Care and social work;2011;21067.0;16684.0;4383.0;39.5;31.3;25.5;20.2;533;825;873;872;2;874;111;763;123.0;49.0;74.0;751.0;62.0;689.0
3827;87-88 Care and social work;2012;21763.0;17129.0;4634.0;40.6;32.0;26.2;20.6;536;830;877;876;2;879;112;767;124.0;50.0;74.0;755.0;62.0;693.0
3828;R-U Culture, recreation, other services;1969;579.0;469.0;110.0;5.9;4.8;3.1;2.5;99;187;200;199;2;134;80;54;;;;;;
3829;R-U Culture, recreation, other services;1970;661.0;534.0;127.0;6.8;5.5;3.7;3.0;97;179;193;191;2;131;78;53;;;;;;
3830;R-U Culture, recreation, other services;1971;754.0;605.0;149.0;7.8;6.2;4.3;3.4;97;177;190;188;2;132;79;53;;;;;;
3831;R-U Culture, recreation, other services;1972;866.0;691.0;175.0;9.1;7.3;5.0;4.0;95;172;186;184;2;128;77;52;;;;;;
3832;R-U Culture, recreation, other services;1973;1007.0;789.0;218.0;10.6;8.3;5.9;4.6;95;171;182;180;2;129;77;52;;;;;;
3833;R-U Culture, recreation, other services;1974;1183.0;922.0;261.0;12.5;9.7;7.1;5.6;95;166;179;178;2;129;77;52;;;;;;
3834;R-U Culture, recreation, other services;1975;1390.0;1085.0;305.0;14.6;11.4;8.7;6.8;95;160;175;174;1;131;77;54;;;;;;
3835;R-U Culture, recreation, other services;1976;1552.0;1207.0;345.0;15.8;12.3;9.4;7.3;98;165;181;179;1;136;81;55;;;;;;
3836;R-U Culture, recreation, other services;1977;1715.0;1338.0;377.0;17.2;13.4;10.2;8.0;100;168;183;181;1;138;81;57;;;;;;
3837;R-U Culture, recreation, other services;1978;1870.0;1459.0;411.0;18.5;14.5;11.3;8.8;101;166;184;183;1;140;82;58;;;;;;
3838;R-U Culture, recreation, other services;1979;2055.0;1595.0;460.0;19.8;15.4;12.0;9.3;104;172;188;187;1;144;84;60;;;;;;
3839;R-U Culture, recreation, other services;1980;2216.0;1716.0;500.0;21.1;16.3;13.1;10.1;105;170;189;188;1;147;85;62;;;;;;
3840;R-U Culture, recreation, other services;1981;2290.0;1777.0;513.0;21.4;16.6;12.8;9.9;107;179;192;191;1;151;85;66;;;;;;
3841;R-U Culture, recreation, other services;1982;2379.0;1854.0;525.0;21.9;17.0;13.2;10.3;109;181;195;194;1;155;86;69;;;;;;
3842;R-U Culture, recreation, other services;1983;2412.0;1858.0;554.0;22.2;17.1;13.5;10.4;109;178;193;192;1;156;87;69;;;;;;
3843;R-U Culture, recreation, other services;1984;2415.0;1866.0;549.0;22.2;17.2;13.6;10.5;109;178;191;190;1;158;86;72;;;;;;
3844;R-U Culture, recreation, other services;1985;2516.0;1950.0;566.0;22.9;17.8;14.1;10.9;110;179;192;191;1;159;87;72;;;;;;
3845;R-U Culture, recreation, other services;1986;2611.0;2025.0;586.0;23.7;18.4;14.6;11.3;110;179;191;189;1;160;87;73;;;;;;
3846;R-U Culture, recreation, other services;1987;2732.0;2130.0;602.0;23.8;18.5;14.8;11.6;115;184;198;197;1;167;89;78;;;;;;
3847;R-U Culture, recreation, other services;1988;2851.0;2242.0;609.0;23.9;18.8;14.7;11.6;119;194;206;204;2;173;91;83;;;;;;
3848;R-U Culture, recreation, other services;1989;2905.0;2310.0;595.0;24.0;19.1;14.5;11.5;121;200;210;208;2;169;85;84;;;;;;
3849;R-U Culture, recreation, other services;1990;3057.0;2645.0;412.0;24.5;21.2;14.9;12.9;125;206;216;214;2;184;89;95;;;;;;
3850;R-U Culture, recreation, other services;1991;3296.0;2842.0;454.0;25.7;22.2;15.7;13.5;128;210;222;220;2;191;92;100;;;;;;
3851;R-U Culture, recreation, other services;1992;3512.0;3006.0;506.0;26.6;22.7;15.9;13.6;132;221;232;231;2;197;94;103;;;;;;
3852;R-U Culture, recreation, other services;1993;3676.0;3166.0;510.0;27.5;23.7;16.6;14.3;134;221;235;233;2;189;94;96;;;;;;
3853;R-U Culture, recreation, other services;1994;3785.0;3278.0;507.0;27.8;24.1;16.6;14.4;136;228;238;236;2;204;98;106;;;;;;
3854;R-U Culture, recreation, other services;1995;3934.0;3376.0;558.0;27.8;23.8;16.0;13.8;142;245;247;245;2;210;97;113;;;;;;
3855;R-U Culture, recreation, other services;1996;4103.0;3562.0;541.0;28.0;24.3;16.3;14.1;147;252;254;252;2;218;101;118;;;;;;
3856;R-U Culture, recreation, other services;1997;4374.0;3813.0;561.0;28.0;24.4;16.2;14.2;156;269;271;269;2;225;105;120;;;;;;
3857;R-U Culture, recreation, other services;1998;4710.0;3815.0;895.0;28.8;23.3;16.7;13.6;164;281;283;281;2;233;110;123;;;;;;
3858;R-U Culture, recreation, other services;1999;4969.0;4052.0;917.0;29.7;24.2;17.3;14.1;167;286;290;286;3;237;109;128;;;;;;
3859;R-U Culture, recreation, other services;2000;5350.0;4341.0;1009.0;31.4;25.5;18.4;14.9;170;291;296;291;5;243;110;133;;;;;;
3860;R-U Culture, recreation, other services;2001;5802.0;4695.0;1107.0;33.5;27.1;19.4;15.7;173;298;301;296;5;248;112;136;101.0;63.0;39.0;146.0;49.0;97.0
3861;R-U Culture, recreation, other services;2002;6098.0;4858.0;1240.0;35.4;28.2;20.8;16.6;172;293;298;294;4;253;114;139;100.0;63.0;37.0;153.0;51.0;102.0
3862;R-U Culture, recreation, other services;2003;6278.0;4952.0;1326.0;36.9;29.1;22.0;17.3;170;286;293;290;2;252;112;140;98.0;61.0;36.0;155.0;51.0;104.0
3863;R-U Culture, recreation, other services;2004;6427.0;5019.0;1408.0;38.0;29.7;22.9;17.8;169;281;290;289;1;252;112;141;91.0;58.0;33.0;161.0;54.0;108.0
3864;R-U Culture, recreation, other services;2005;6489.0;5101.0;1388.0;38.3;30.1;23.1;18.1;169;282;292;290;1;256;111;145;88.0;57.0;31.0;168.0;54.0;114.0
3865;R-U Culture, recreation, other services;2006;6679.0;5235.0;1444.0;39.2;30.7;23.6;18.5;171;283;294;293;1;256;114;143;91.0;59.0;31.0;166.0;55.0;111.0
3866;R-U Culture, recreation, other services;2007;7025.0;5530.0;1495.0;40.0;31.5;24.1;18.9;176;292;302;300;1;264;117;147;93.0;60.0;33.0;171.0;56.0;114.0
3867;R-U Culture, recreation, other services;2008;7343.0;5757.0;1586.0;40.9;32.1;24.4;19.1;179;301;310;308;2;271;119;152;97.0;61.0;36.0;174.0;58.0;116.0
3868;R-U Culture, recreation, other services;2009;7654.0;5992.0;1662.0;42.2;33.1;25.3;19.8;181;303;313;311;1;273;119;154;94.0;60.0;34.0;179.0;59.0;120.0
3869;R-U Culture, recreation, other services;2010;7842.0;6138.0;1704.0;43.0;33.7;25.8;20.2;182;304;314;312;1;276;119;156;95.0;60.0;35.0;180.0;59.0;121.0
3870;R-U Culture, recreation, other services;2011;7880.0;6154.0;1726.0;43.7;34.1;26.2;20.4;180;301;311;309;1;273;118;155;94.0;59.0;35.0;179.0;59.0;120.0
3871;R-U Culture, recreation, other services;2012;7831.0;6066.0;1765.0;44.4;34.4;26.6;20.6;176;295;304;302;1;268;115;153;92.0;57.0;34.0;176.0;57.0;118.0
3872;R Culture, sports and recreation;1969;215.0;170.0;45.0;8.0;6.3;4.3;3.4;27;49;53;52;0;37;23;15;;;;;;
3873;R Culture, sports and recreation;1970;245.0;193.0;52.0;9.2;7.2;5.1;4.0;27;48;51;51;0;37;23;14;;;;;;
3874;R Culture, sports and recreation;1971;276.0;216.0;60.0;9.8;7.7;5.5;4.3;28;50;53;53;0;39;24;15;;;;;;
3875;R Culture, sports and recreation;1972;317.0;246.0;71.0;11.3;8.8;6.4;5.0;28;50;53;53;0;39;24;15;;;;;;
3876;R Culture, sports and recreation;1973;372.0;283.0;89.0;12.6;9.6;7.1;5.4;29;52;55;54;1;41;25;16;;;;;;
3877;R Culture, sports and recreation;1974;437.0;330.0;107.0;14.2;10.7;8.2;6.2;31;53;57;56;1;43;27;16;;;;;;
3878;R Culture, sports and recreation;1975;514.0;389.0;125.0;15.9;12.1;9.7;7.3;32;53;58;57;0;45;28;17;;;;;;
3879;R Culture, sports and recreation;1976;580.0;438.0;142.0;16.8;12.7;10.3;7.8;35;56;62;61;1;48;30;18;;;;;;
3880;R Culture, sports and recreation;1977;645.0;489.0;156.0;17.9;13.6;10.8;8.2;36;59;64;64;0;51;32;19;;;;;;
3881;R Culture, sports and recreation;1978;712.0;540.0;172.0;19.4;14.7;11.9;9.0;37;60;65;65;0;52;32;19;;;;;;
3882;R Culture, sports and recreation;1979;789.0;595.0;194.0;20.6;15.5;12.7;9.6;38;62;68;67;0;54;34;20;;;;;;
3883;R Culture, sports and recreation;1980;845.0;635.0;210.0;21.2;16.0;13.4;10.1;40;63;70;69;0;56;35;22;;;;;;
3884;R Culture, sports and recreation;1981;853.0;642.0;211.0;21.0;15.8;13.0;9.8;41;66;70;70;0;58;35;23;;;;;;
3885;R Culture, sports and recreation;1982;892.0;675.0;217.0;21.5;16.3;13.3;10.1;41;67;72;72;0;60;35;24;;;;;;
3886;R Culture, sports and recreation;1983;912.0;681.0;231.0;22.0;16.4;13.8;10.3;41;66;71;71;0;60;36;24;;;;;;
3887;R Culture, sports and recreation;1984;917.0;688.0;229.0;22.5;16.9;14.2;10.6;41;65;69;69;0;59;35;25;;;;;;
3888;R Culture, sports and recreation;1985;958.0;721.0;237.0;23.5;17.7;15.0;11.3;41;64;68;68;0;59;35;24;;;;;;
3889;R Culture, sports and recreation;1986;998.0;752.0;246.0;24.4;18.4;15.9;12.0;41;63;67;67;0;60;35;25;;;;;;
3890;R Culture, sports and recreation;1987;1079.0;819.0;260.0;25.3;19.2;16.6;12.6;43;65;70;69;0;62;36;26;;;;;;
3891;R Culture, sports and recreation;1988;1130.0;867.0;263.0;25.5;19.5;16.6;12.8;44;68;72;72;0;63;36;27;;;;;;
3892;R Culture, sports and recreation;1989;1154.0;900.0;254.0;25.3;19.8;16.2;12.7;46;71;75;74;0;62;33;28;;;;;;
3893;R Culture, sports and recreation;1990;1200.0;1026.0;174.0;25.4;21.7;16.4;14.0;47;73;78;77;0;72;35;37;;;;;;
3894;R Culture, sports and recreation;1991;1279.0;1089.0;190.0;26.3;22.4;17.0;14.5;49;75;80;79;0;76;38;38;;;;;;
3895;R Culture, sports and recreation;1992;1356.0;1149.0;207.0;27.0;22.9;17.1;14.5;50;79;83;83;1;79;38;41;;;;;;
3896;R Culture, sports and recreation;1993;1439.0;1232.0;207.0;28.3;24.2;18.0;15.4;51;80;85;84;1;71;38;34;;;;;;
3897;R Culture, sports and recreation;1994;1500.0;1291.0;209.0;28.2;24.3;17.8;15.4;53;84;88;87;1;85;41;44;;;;;;
3898;R Culture, sports and recreation;1995;1615.0;1377.0;238.0;28.3;24.1;17.6;15.0;57;92;94;93;1;90;46;44;;;;;;
3899;R Culture, sports and recreation;1996;1667.0;1441.0;226.0;27.4;23.7;17.1;14.8;61;97;100;99;1;95;48;47;;;;;;
3900;R Culture, sports and recreation;1997;1768.0;1532.0;236.0;27.3;23.7;17.0;14.7;65;104;107;106;1;97;50;47;;;;;;
3901;R Culture, sports and recreation;1998;1918.0;1543.0;375.0;27.9;22.4;17.4;14.0;69;111;113;113;1;102;53;49;;;;;;
3902;R Culture, sports and recreation;1999;2040.0;1648.0;392.0;29.4;23.7;18.3;14.8;69;111;114;114;1;102;51;52;;;;;;
3903;R Culture, sports and recreation;2000;2198.0;1779.0;419.0;30.9;25.0;19.2;15.5;71;114;118;117;1;106;53;53;;;;;;
3904;R Culture, sports and recreation;2001;2450.0;1988.0;462.0;35.1;28.5;21.0;17.0;70;117;120;120;1;108;54;55;41.0;27.0;14.0;67.0;27.0;41.0
3905;R Culture, sports and recreation;2002;2618.0;2089.0;529.0;37.0;29.5;22.2;17.7;71;118;122;121;1;114;56;58;42.0;28.0;14.0;72.0;28.0;44.0
3906;R Culture, sports and recreation;2003;2748.0;2174.0;574.0;38.7;30.6;23.2;18.4;71;118;122;121;1;115;57;58;42.0;28.0;14.0;73.0;29.0;44.0
3907;R Culture, sports and recreation;2004;2799.0;2186.0;613.0;39.6;30.9;23.8;18.6;71;118;121;120;1;115;56;59;36.0;24.0;12.0;79.0;31.0;47.0
3908;R Culture, sports and recreation;2005;2847.0;2236.0;611.0;40.0;31.4;23.8;18.7;71;120;123;123;1;117;56;61;35.0;24.0;11.0;83.0;33.0;50.0
3909;R Culture, sports and recreation;2006;2955.0;2314.0;641.0;40.9;32.1;24.4;19.1;72;121;125;124;1;118;58;60;36.0;25.0;11.0;82.0;33.0;49.0
3910;R Culture, sports and recreation;2007;3098.0;2440.0;658.0;41.8;32.9;24.9;19.6;74;124;128;127;1;122;60;62;37.0;25.0;12.0;85.0;34.0;50.0
3911;R Culture, sports and recreation;2008;3249.0;2542.0;707.0;42.8;33.5;25.3;19.8;76;128;132;131;1;126;62;65;38.0;26.0;12.0;88.0;36.0;52.0
3912;R Culture, sports and recreation;2009;3362.0;2617.0;745.0;43.9;34.2;26.1;20.3;77;129;133;132;1;127;62;65;37.0;25.0;12.0;90.0;36.0;53.0
3913;R Culture, sports and recreation;2010;3387.0;2630.0;757.0;44.3;34.4;26.3;20.4;76;129;132;131;1;126;62;64;38.0;26.0;12.0;88.0;36.0;52.0
3914;R Culture, sports and recreation;2011;3396.0;2630.0;766.0;44.6;34.5;26.5;20.5;76;128;132;131;1;126;61;65;38.0;25.0;12.0;88.0;36.0;52.0
3915;R Culture, sports and recreation;2012;3409.0;2617.0;792.0;45.4;34.9;27.0;20.7;75;126;130;129;1;124;60;64;37.0;25.0;12.0;87.0;35.0;52.0
3916;90-92 Arts, culture and lotteries;1969;;;;;;;;13;27;28;28;0;18;11;7;;;;;;
3917;90-92 Arts, culture and lotteries;1970;;;;;;;;13;26;28;28;0;18;11;7;;;;;;
3918;90-92 Arts, culture and lotteries;1971;;;;;;;;14;27;29;29;0;19;12;7;;;;;;
3919;90-92 Arts, culture and lotteries;1972;;;;;;;;14;27;29;29;0;19;12;7;;;;;;
3920;90-92 Arts, culture and lotteries;1973;;;;;;;;15;29;30;30;0;20;13;8;;;;;;
3921;90-92 Arts, culture and lotteries;1974;;;;;;;;15;30;32;31;0;21;13;8;;;;;;
3922;90-92 Arts, culture and lotteries;1975;;;;;;;;16;30;32;32;0;23;14;9;;;;;;
3923;90-92 Arts, culture and lotteries;1976;;;;;;;;17;32;35;34;0;24;15;9;;;;;;
3924;90-92 Arts, culture and lotteries;1977;;;;;;;;18;34;36;36;0;26;16;9;;;;;;
3925;90-92 Arts, culture and lotteries;1978;;;;;;;;19;34;37;37;0;26;17;10;;;;;;
3926;90-92 Arts, culture and lotteries;1979;;;;;;;;19;35;38;38;0;27;17;10;;;;;;
3927;90-92 Arts, culture and lotteries;1980;;;;;;;;20;36;40;39;0;29;18;11;;;;;;
3928;90-92 Arts, culture and lotteries;1981;;;;;;;;21;37;40;40;0;29;18;12;;;;;;
3929;90-92 Arts, culture and lotteries;1982;;;;;;;;21;38;41;41;0;30;18;12;;;;;;
3930;90-92 Arts, culture and lotteries;1983;;;;;;;;21;38;41;40;0;30;18;12;;;;;;
3931;90-92 Arts, culture and lotteries;1984;;;;;;;;21;37;39;39;0;30;18;12;;;;;;
3932;90-92 Arts, culture and lotteries;1985;;;;;;;;21;36;39;38;0;30;18;12;;;;;;
3933;90-92 Arts, culture and lotteries;1986;;;;;;;;21;36;38;38;0;30;18;12;;;;;;
3934;90-92 Arts, culture and lotteries;1987;679.0;516.0;163.0;31.4;23.9;18.5;14.0;22;37;39;39;0;31;18;13;;;;;;
3935;90-92 Arts, culture and lotteries;1988;711.0;546.0;165.0;31.6;24.3;18.6;14.3;23;38;41;41;0;32;18;14;;;;;;
3936;90-92 Arts, culture and lotteries;1989;729.0;569.0;160.0;31.5;24.6;18.2;14.2;23;40;42;42;0;31;17;14;;;;;;
3937;90-92 Arts, culture and lotteries;1990;758.0;648.0;110.0;31.5;26.9;18.3;15.7;24;41;44;44;0;37;18;19;;;;;;
3938;90-92 Arts, culture and lotteries;1991;812.0;691.0;121.0;32.8;27.9;19.1;16.3;25;42;45;45;0;39;19;20;;;;;;
3939;90-92 Arts, culture and lotteries;1992;860.0;728.0;132.0;33.7;28.5;19.2;16.3;26;45;47;47;0;41;19;22;;;;;;
3940;90-92 Arts, culture and lotteries;1993;913.0;781.0;132.0;35.3;30.2;20.2;17.3;26;45;48;47;0;36;19;17;;;;;;
3941;90-92 Arts, culture and lotteries;1994;955.0;822.0;133.0;35.1;30.2;20.0;17.2;27;48;50;50;0;44;21;23;;;;;;
3942;90-92 Arts, culture and lotteries;1995;1032.0;880.0;152.0;35.4;30.2;20.0;17.0;29;52;53;53;1;47;24;23;;;;;;
3943;90-92 Arts, culture and lotteries;1996;1069.0;924.0;145.0;34.3;29.7;19.4;16.7;31;55;57;56;0;49;25;25;;;;;;
3944;90-92 Arts, culture and lotteries;1997;1130.0;979.0;151.0;34.0;29.5;19.1;16.5;33;59;61;61;0;50;26;25;;;;;;
3945;90-92 Arts, culture and lotteries;1998;1224.0;986.0;238.0;34.6;27.9;19.5;15.7;35;63;65;64;0;53;27;26;;;;;;
3946;90-92 Arts, culture and lotteries;1999;1314.0;1062.0;252.0;36.7;29.7;20.7;16.8;36;63;65;65;0;53;26;27;;;;;;
3947;90-92 Arts, culture and lotteries;2000;1424.0;1153.0;271.0;38.8;31.4;21.8;17.7;37;65;67;67;1;55;27;28;;;;;;
3948;90-92 Arts, culture and lotteries;2001;1589.0;1289.0;300.0;40.1;32.5;23.8;19.3;40;67;69;69;0;56;28;29;25.0;17.0;8.0;31.0;11.0;21.0
3949;90-92 Arts, culture and lotteries;2002;1712.0;1366.0;346.0;43.0;34.3;25.5;20.4;40;67;69;69;0;59;29;30;26.0;18.0;8.0;33.0;12.0;22.0
3950;90-92 Arts, culture and lotteries;2003;1775.0;1405.0;370.0;44.9;35.6;26.8;21.2;39;66;69;68;0;59;29;31;25.0;17.0;8.0;34.0;12.0;23.0
3951;90-92 Arts, culture and lotteries;2004;1815.0;1417.0;398.0;46.1;36.0;27.8;21.7;39;65;67;67;0;59;29;31;21.0;14.0;6.0;39.0;14.0;25.0
3952;90-92 Arts, culture and lotteries;2005;1830.0;1438.0;392.0;46.7;36.7;28.2;22.2;39;65;67;66;0;60;28;31;20.0;14.0;6.0;39.0;14.0;25.0
3953;90-92 Arts, culture and lotteries;2006;1902.0;1489.0;413.0;47.7;37.3;28.9;22.6;40;66;68;68;0;61;29;31;21.0;15.0;6.0;39.0;14.0;25.0
3954;90-92 Arts, culture and lotteries;2007;2003.0;1576.0;427.0;48.8;38.4;29.5;23.2;41;68;70;70;0;63;30;32;22.0;15.0;7.0;41.0;15.0;26.0
3955;90-92 Arts, culture and lotteries;2008;2078.0;1622.0;456.0;49.8;38.8;29.9;23.4;42;69;71;71;0;64;31;33;22.0;15.0;7.0;41.0;15.0;26.0
3956;90-92 Arts, culture and lotteries;2009;2154.0;1669.0;485.0;50.9;39.4;30.8;23.9;42;70;72;72;0;64;31;34;22.0;15.0;7.0;43.0;16.0;27.0
3957;90-92 Arts, culture and lotteries;2010;2145.0;1658.0;487.0;52.2;40.3;31.6;24.4;41;68;70;69;0;62;30;32;22.0;15.0;7.0;40.0;15.0;25.0
3958;90-92 Arts, culture and lotteries;2011;2142.0;1651.0;491.0;53.2;41.0;32.2;24.8;40;67;68;68;0;61;29;32;22.0;14.0;7.0;39.0;15.0;24.0
3959;90-92 Arts, culture and lotteries;2012;2159.0;1650.0;509.0;54.9;41.9;33.2;25.4;39;65;67;66;0;59;28;31;21.0;14.0;7.0;38.0;14.0;24.0
3960;93 Sports and recreation;1969;;;;;;;;14;23;24;24;0;19;12;8;;;;;;
3961;93 Sports and recreation;1970;;;;;;;;14;22;24;24;0;19;12;8;;;;;;
3962;93 Sports and recreation;1971;;;;;;;;14;23;24;24;0;20;12;8;;;;;;
3963;93 Sports and recreation;1972;;;;;;;;14;22;24;24;0;20;12;8;;;;;;
3964;93 Sports and recreation;1973;;;;;;;;15;23;25;24;0;21;13;8;;;;;;
3965;93 Sports and recreation;1974;;;;;;;;16;24;25;25;0;22;13;8;;;;;;
3966;93 Sports and recreation;1975;;;;;;;;16;23;25;25;0;23;14;9;;;;;;
3967;93 Sports and recreation;1976;;;;;;;;17;25;27;27;0;24;15;9;;;;;;
3968;93 Sports and recreation;1977;;;;;;;;18;26;28;28;0;25;16;9;;;;;;
3969;93 Sports and recreation;1978;;;;;;;;18;26;28;28;0;26;16;10;;;;;;
3970;93 Sports and recreation;1979;;;;;;;;19;27;29;29;0;27;17;10;;;;;;
3971;93 Sports and recreation;1980;;;;;;;;20;27;30;30;0;28;17;11;;;;;;
3972;93 Sports and recreation;1981;;;;;;;;20;28;30;30;0;28;17;11;;;;;;
3973;93 Sports and recreation;1982;;;;;;;;20;29;31;31;0;29;17;12;;;;;;
3974;93 Sports and recreation;1983;;;;;;;;20;28;31;31;0;29;17;12;;;;;;
3975;93 Sports and recreation;1984;;;;;;;;20;28;30;30;0;29;17;12;;;;;;
3976;93 Sports and recreation;1985;;;;;;;;20;28;30;30;0;29;17;12;;;;;;
3977;93 Sports and recreation;1986;;;;;;;;20;27;29;29;0;29;17;12;;;;;;
3978;93 Sports and recreation;1987;400.0;303.0;97.0;19.0;14.4;14.1;10.7;21;28;30;30;0;31;18;13;;;;;;
3979;93 Sports and recreation;1988;419.0;321.0;98.0;19.2;14.7;14.1;10.8;22;30;32;31;0;31;18;14;;;;;;
3980;93 Sports and recreation;1989;425.0;331.0;94.0;19.0;14.8;13.7;10.7;22;31;33;32;0;31;16;14;;;;;;
3981;93 Sports and recreation;1990;442.0;378.0;64.0;19.1;16.3;13.8;11.8;23;32;34;34;0;35;17;18;;;;;;
3982;93 Sports and recreation;1991;467.0;398.0;69.0;19.6;16.7;14.2;12.1;24;33;35;35;0;37;18;18;;;;;;
3983;93 Sports and recreation;1992;496.0;421.0;75.0;20.1;17.1;14.4;12.2;25;35;36;36;0;38;19;20;;;;;;
3984;93 Sports and recreation;1993;526.0;451.0;75.0;21.1;18.1;15.2;13.0;25;35;37;36;0;35;18;17;;;;;;
3985;93 Sports and recreation;1994;545.0;469.0;76.0;21.0;18.1;15.0;12.9;26;36;38;38;0;41;20;21;;;;;;
3986;93 Sports and recreation;1995;583.0;497.0;86.0;20.8;17.8;14.6;12.5;28;40;41;40;0;43;22;21;;;;;;
3987;93 Sports and recreation;1996;598.0;517.0;81.0;20.2;17.5;14.2;12.3;30;42;43;43;0;45;23;22;;;;;;
3988;93 Sports and recreation;1997;638.0;553.0;85.0;20.2;17.5;14.2;12.3;32;45;46;46;0;47;24;23;;;;;;
3989;93 Sports and recreation;1998;694.0;557.0;137.0;20.8;16.7;14.6;11.7;33;48;49;48;0;49;26;23;;;;;;
3990;93 Sports and recreation;1999;726.0;586.0;140.0;21.5;17.4;15.2;12.2;34;48;49;49;0;49;24;25;;;;;;
3991;93 Sports and recreation;2000;774.0;626.0;148.0;22.5;18.2;15.7;12.7;34;49;50;50;0;51;25;25;;;;;;
3992;93 Sports and recreation;2001;861.0;699.0;162.0;28.6;23.2;17.2;13.9;30;50;51;51;0;52;26;26;16.0;10.0;6.0;36.0;16.0;20.0
3993;93 Sports and recreation;2002;906.0;723.0;183.0;29.3;23.4;17.9;14.3;31;51;52;52;0;54;27;28;16.0;11.0;6.0;38.0;16.0;22.0
3994;93 Sports and recreation;2003;973.0;769.0;204.0;30.8;24.4;18.7;14.7;32;52;53;53;0;56;28;28;17.0;11.0;6.0;39.0;17.0;22.0
3995;93 Sports and recreation;2004;984.0;769.0;215.0;31.4;24.5;18.8;14.7;31;52;54;54;0;55;27;28;15.0;10.0;5.0;40.0;17.0;23.0
3996;93 Sports and recreation;2005;1017.0;798.0;219.0;31.8;24.9;18.5;14.5;32;55;57;56;0;57;28;29;14.0;9.0;5.0;43.0;19.0;25.0
3997;93 Sports and recreation;2006;1053.0;825.0;228.0;32.6;25.6;19.0;14.9;32;55;57;57;0;58;29;29;15.0;10.0;5.0;43.0;19.0;24.0
