ID;Households;Regions;Periods;MixedIncomeNet_1;TotalCompensationOfEmployees_2;TotalPropertyIncome_3;TotalPropertyIncome_4;PrimaryIncomeNet_5;PrimaryIncomeNet_6;TotalSocialBenefits_7;TotalOtherCurrentTransfers_8;TotalCurrentTaxesOnIncomeAndWealth_9;TotalSocialContributions_10;TotalOtherCurrentTransfers_11;DisposableIncomeNet_12;MixedIncomeNet_13;TotalCompensationOfEmployees_14;TotalPropertyIncome_15;TotalPropertyIncome_16;PrimaryIncomeNet_17;PrimaryIncomeNet_18;TotalSocialBenefits_19;TotalOtherCurrentTransfers_20;TotalCurrentTaxesOnIncomeAndWealth_21;TotalSocialContributions_22;TotalOtherCurrentTransfers_23;DisposableIncomeNet_24;MixedIncomeNet_25;TotalCompensationOfEmployees_26;TotalPropertyIncome_27;TotalPropertyIncome_28;PrimaryIncomeNet_29;PrimaryIncomeNet_30;TotalSocialBenefits_31;TotalOtherCurrentTransfers_32;TotalCurrentTaxesOnIncomeAndWealth_33;TotalSocialContributions_34;TotalOtherCurrentTransfers_35;DisposableIncomeNet_36
361;Wages and salaries, total;North-Netherlands;1996;788.0;13570.0;1933.0;699.0;15592.0;15592.0;1801.0;;1331.0;6195.0;;9746.0;812.0;13984.0;1992.0;720.0;16067.0;16067.0;1856.0;;1371.0;6384.0;;10044.0;2187.0;37641.0;5361.0;1939.0;43250.0;43250.0;4997.0;;3691.0;17184.0;;27036.0
362;Wages and salaries, total;North-Netherlands;1997;905.0;14313.0;2021.0;834.0;16405.0;16405.0;1820.0;;1213.0;6548.0;;10341.0;913.0;14431.0;2038.0;841.0;16541.0;16541.0;1835.0;;1223.0;6602.0;;10426.0;2420.0;38263.0;5403.0;2230.0;43857.0;43857.0;4866.0;;3242.0;17505.0;;27645.0
363;Wages and salaries, total;North-Netherlands;1998;898.0;15356.0;2187.0;907.0;17533.0;17533.0;1894.0;;1278.0;6988.0;;11054.0;907.0;15517.0;2210.0;917.0;17717.0;17717.0;1914.0;;1292.0;7062.0;;11170.0;2342.0;40061.0;5705.0;2367.0;45740.0;45740.0;4941.0;;3335.0;18231.0;;28838.0
364;Wages and salaries, total;North-Netherlands;1999;972.0;16335.0;2372.0;1091.0;18587.0;18587.0;1925.0;;1340.0;7541.0;;11505.0;964.0;16198.0;2352.0;1082.0;18431.0;18431.0;1909.0;;1329.0;7478.0;;11408.0;2506.0;42103.0;6114.0;2813.0;47909.0;47909.0;4963.0;;3454.0;19438.0;;29653.0
365;Wages and salaries, total;North-Netherlands;2000;1030.0;17536.0;2556.0;1348.0;19775.0;19775.0;1937.0;;1491.0;8090.0;;11992.0;1006.0;17117.0;2495.0;1316.0;19302.0;19302.0;1890.0;;1455.0;7897.0;;11705.0;2602.0;44287.0;6456.0;3404.0;49940.0;49940.0;4891.0;;3766.0;20432.0;;30284.0
366;Wages and salaries, total;North-Netherlands;2001;1052.0;18740.0;2477.0;1297.0;20972.0;20972.0;2024.0;;1750.0;8122.0;;12906.0;1022.0;18207.0;2406.0;1260.0;20374.0;20374.0;1966.0;;1701.0;7891.0;;12538.0;2654.0;47300.0;6251.0;3275.0;52931.0;52931.0;5108.0;;4418.0;20500.0;;32575.0
367;Wages and salaries, total;North-Netherlands;2002;1000.0;19821.0;2417.0;1295.0;21943.0;21943.0;2137.0;;1999.0;8546.0;;13222.0;953.0;18903.0;2306.0;1235.0;20928.0;20928.0;2038.0;;1906.0;8151.0;;12610.0;2489.0;49353.0;6019.0;3224.0;54638.0;54638.0;5322.0;;4977.0;21280.0;;32922.0
368;Wages and salaries, total;North-Netherlands;2003;843.0;20337.0;2317.0;1130.0;22367.0;22367.0;2270.0;;1850.0;9055.0;;13466.0;808.0;19513.0;2223.0;1084.0;21460.0;21460.0;2178.0;;1775.0;8688.0;;12920.0;2115.0;51052.0;5816.0;2836.0;56148.0;56148.0;5699.0;;4644.0;22730.0;;33804.0
369;Wages and salaries, total;North-Netherlands;2004;820.0;20860.0;1579.0;1129.0;22129.0;22129.0;2285.0;;1754.0;9556.0;;12739.0;788.0;20035.0;1516.0;1085.0;21254.0;21254.0;2194.0;;1685.0;9178.0;;12236.0;2090.0;53154.0;4023.0;2877.0;56389.0;56389.0;5822.0;;4470.0;24351.0;;32462.0
370;Wages and salaries, total;North-Netherlands;2005;823.0;20945.0;1799.0;1141.0;22425.0;22425.0;2250.0;;1857.0;9568.0;;12860.0;800.0;20365.0;1749.0;1110.0;21804.0;21804.0;2188.0;;1806.0;9303.0;;12504.0;2096.0;53329.0;4580.0;2906.0;57099.0;57099.0;5729.0;;4729.0;24362.0;;32745.0
371;Wages and salaries, total;North-Netherlands;2006;1057.0;21545.0;2006.0;1529.0;23079.0;23079.0;2345.0;;2147.0;9857.0;;12970.0;1008.0;20552.0;1914.0;1459.0;22016.0;22016.0;2237.0;;2048.0;9403.0;;12372.0;2637.0;53762.0;5007.0;3816.0;57591.0;57591.0;5853.0;;5357.0;24598.0;;32364.0
372;Wages and salaries, total;North-Netherlands;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;Wages and salaries, total;North-Netherlands;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;Wages and salaries, total;North-Netherlands;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;Wages and salaries, total;East-Netherlands;1995;1677.0;28536.0;4084.0;1569.0;32729.0;32729.0;3711.0;;3119.0;13227.0;;19859.0;832.0;14156.0;2026.0;778.0;16236.0;16236.0;1841.0;;1547.0;6561.0;;9852.0;2353.0;40037.0;5730.0;2201.0;45920.0;45920.0;5207.0;;4376.0;18557.0;;27863.0
376;Wages and salaries, total;East-Netherlands;1996;1730.0;29493.0;4263.0;1588.0;33897.0;33897.0;3908.0;;3044.0;13456.0;;21040.0;845.0;14409.0;2083.0;776.0;16561.0;16561.0;1909.0;;1487.0;6574.0;;10279.0;2370.0;40413.0;5841.0;2176.0;46448.0;46448.0;5354.0;;4171.0;18438.0;;28830.0
377;Wages and salaries, total;East-Netherlands;1997;1964.0;31299.0;4626.0;1858.0;36032.0;36032.0;3851.0;;2858.0;14265.0;;22479.0;947.0;15100.0;2232.0;896.0;17383.0;17383.0;1858.0;;1379.0;6882.0;;10845.0;2618.0;41727.0;6168.0;2477.0;48036.0;48036.0;5134.0;;3810.0;19018.0;;29968.0
378;Wages and salaries, total;East-Netherlands;1998;1878.0;33885.0;4952.0;2071.0;38644.0;38644.0;3979.0;;3054.0;15307.0;;24034.0;897.0;16177.0;2364.0;989.0;18449.0;18449.0;1900.0;;1458.0;7308.0;;11474.0;2428.0;43804.0;6402.0;2677.0;49957.0;49957.0;5144.0;;3947.0;19788.0;;31069.0
379;Wages and salaries, total;East-Netherlands;1999;2116.0;36156.0;5549.0;2511.0;41309.0;41309.0;4158.0;;3612.0;16559.0;;25024.0;981.0;16760.0;2572.0;1164.0;19149.0;19149.0;1928.0;;1674.0;7676.0;;11600.0;2691.0;45995.0;7059.0;3195.0;52551.0;52551.0;5290.0;;4594.0;21066.0;;31835.0
380;Wages and salaries, total;East-Netherlands;2000;2340.0;38782.0;6085.0;3082.0;44125.0;44125.0;4192.0;;3956.0;17604.0;;26463.0;1067.0;17679.0;2774.0;1405.0;20114.0;20114.0;1911.0;;1803.0;8025.0;;12063.0;2921.0;48409.0;7595.0;3847.0;55078.0;55078.0;5233.0;;4938.0;21973.0;;33031.0
381;Wages and salaries, total;East-Netherlands;2001;2433.0;41930.0;6154.0;3022.0;47495.0;47495.0;4404.0;;4336.0;17944.0;;29149.0;1096.0;18897.0;2774.0;1362.0;21405.0;21405.0;1985.0;;1954.0;8087.0;;13137.0;3016.0;51986.0;7631.0;3747.0;58885.0;58885.0;5460.0;;5376.0;22248.0;;36140.0
382;Wages and salaries, total;East-Netherlands;2002;2088.0;44386.0;5464.0;3010.0;48927.0;48927.0;4660.0;;4901.0;19180.0;;28871.0;929.0;19741.0;2430.0;1339.0;21760.0;21760.0;2072.0;;2180.0;8530.0;;12841.0;2536.0;53903.0;6635.0;3656.0;59418.0;59418.0;5659.0;;5952.0;23293.0;;35062.0
383;Wages and salaries, total;East-Netherlands;2003;1733.0;46010.0;5395.0;2627.0;50509.0;50509.0;4905.0;;4739.0;20407.0;;29665.0;775.0;20568.0;2412.0;1174.0;22580.0;22580.0;2193.0;;2119.0;9123.0;;13261.0;2118.0;56243.0;6594.0;3212.0;61744.0;61744.0;5997.0;;5793.0;24946.0;;36263.0
384;Wages and salaries, total;East-Netherlands;2004;1987.0;48708.0;4265.0;2770.0;52190.0;52190.0;4985.0;;4329.0;22031.0;;30094.0;867.0;21263.0;1862.0;1209.0;22783.0;22783.0;2176.0;;1890.0;9617.0;;13137.0;2396.0;58716.0;5142.0;3339.0;62915.0;62915.0;6010.0;;5219.0;26558.0;;36278.0
385;Wages and salaries, total;East-Netherlands;2005;2073.0;48737.0;4585.0;2823.0;52573.0;52573.0;5012.0;;4807.0;22053.0;;29915.0;915.0;21506.0;2023.0;1246.0;23199.0;23199.0;2212.0;;2121.0;9731.0;;13201.0;2509.0;58973.0;5548.0;3416.0;63614.0;63614.0;6065.0;;5816.0;26685.0;;36198.0
386;Wages and salaries, total;East-Netherlands;2006;2411.0;51136.0;4652.0;3788.0;54410.0;54410.0;4944.0;;5593.0;22862.0;;30027.0;1050.0;22277.0;2027.0;1650.0;23704.0;23704.0;2154.0;;2437.0;9960.0;;13081.0;2873.0;60928.0;5543.0;4514.0;64830.0;64830.0;5891.0;;6664.0;27241.0;;35778.0
387;Wages and salaries, total;East-Netherlands;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388;Wages and salaries, total;East-Netherlands;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389;Wages and salaries, total;East-Netherlands;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390;Wages and salaries, total;West-Netherlands;1995;3872.0;72674.0;10960.0;3790.0;83715.0;83715.0;8207.0;;9203.0;33031.0;;49157.0;869.0;16307.0;2459.0;850.0;18784.0;18784.0;1841.0;;2065.0;7412.0;;11030.0;2238.0;42011.0;6336.0;2191.0;48394.0;48394.0;4744.0;;5320.0;19094.0;;28416.0
391;Wages and salaries, total;West-Netherlands;1996;4020.0;74904.0;10966.0;3616.0;86275.0;86275.0;8853.0;;8985.0;33103.0;;52474.0;889.0;16571.0;2426.0;800.0;19087.0;19087.0;1959.0;;1988.0;7323.0;;11609.0;2257.0;42051.0;6156.0;2030.0;48434.0;48434.0;4970.0;;5044.0;18584.0;;29459.0
392;Wages and salaries, total;West-Netherlands;1997;4506.0;79121.0;11516.0;4192.0;90950.0;90950.0;8717.0;;8360.0;34983.0;;55732.0;985.0;17299.0;2518.0;917.0;19886.0;19886.0;1906.0;;1828.0;7649.0;;12186.0;2484.0;43623.0;6349.0;2311.0;50145.0;50145.0;4806.0;;4609.0;19288.0;;30728.0
393;Wages and salaries, total;West-Netherlands;1998;4666.0;85213.0;12593.0;4588.0;97884.0;97884.0;9110.0;;8841.0;37556.0;;60101.0;1021.0;18645.0;2755.0;1004.0;21418.0;21418.0;1993.0;;1934.0;8217.0;;13150.0;2504.0;45723.0;6757.0;2462.0;52522.0;52522.0;4888.0;;4744.0;20152.0;;32248.0
394;Wages and salaries, total;West-Netherlands;1999;4952.0;91160.0;13634.0;5595.0;104151.0;104151.0;9625.0;;12233.0;40531.0;;60420.0;1058.0;19477.0;2913.0;1195.0;22253.0;22253.0;2056.0;;2614.0;8660.0;;12909.0;2608.0;48013.0;7181.0;2947.0;54855.0;54855.0;5069.0;;6443.0;21348.0;;31823.0
395;Wages and salaries, total;West-Netherlands;2000;5254.0;98356.0;14453.0;6864.0;111199.0;111199.0;9448.0;;13128.0;43087.0;;63790.0;1112.0;20815.0;3059.0;1453.0;23533.0;23533.0;1999.0;;2778.0;9119.0;;13500.0;2734.0;51183.0;7521.0;3572.0;57867.0;57867.0;4917.0;;6832.0;22422.0;;33195.0
396;Wages and salaries, total;West-Netherlands;2001;5354.0;106195.0;16126.0;6729.0;120945.0;120945.0;9908.0;;12958.0;44616.0;;72176.0;1126.0;22328.0;3391.0;1415.0;25430.0;25430.0;2083.0;;2724.0;9381.0;;15175.0;2761.0;54762.0;8316.0;3470.0;62369.0;62369.0;5109.0;;6682.0;23007.0;;37219.0
397;Wages and salaries, total;West-Netherlands;2002;4835.0;111239.0;13800.0;6865.0;123009.0;123009.0;10807.0;;14196.0;48129.0;;70122.0;1013.0;23308.0;2892.0;1439.0;25775.0;25775.0;2265.0;;2974.0;10085.0;;14693.0;2480.0;57066.0;7080.0;3522.0;63104.0;63104.0;5544.0;;7282.0;24690.0;;35973.0
398;Wages and salaries, total;West-Netherlands;2003;4089.0;113962.0;13352.0;5884.0;125518.0;125518.0;10824.0;;13969.0;50296.0;;70579.0;861.0;24006.0;2812.0;1239.0;26440.0;26440.0;2280.0;;2943.0;10595.0;;14867.0;2114.0;58913.0;6902.0;3042.0;64887.0;64887.0;5596.0;;7222.0;26001.0;;36486.0
399;Wages and salaries, total;West-Netherlands;2004;4646.0;120496.0;9759.0;6295.0;128606.0;128606.0;11566.0;;13501.0;53802.0;;70957.0;950.0;24634.0;1995.0;1287.0;26292.0;26292.0;2365.0;;2760.0;10999.0;;14506.0;2375.0;61585.0;4988.0;3217.0;65730.0;65730.0;5911.0;;6900.0;27498.0;;36266.0
400;Wages and salaries, total;West-Netherlands;2005;4612.0;123108.0;10522.0;6410.0;131833.0;131833.0;11786.0;;15691.0;54595.0;;71230.0;945.0;25237.0;2157.0;1314.0;27026.0;27026.0;2416.0;;3217.0;11192.0;;14602.0;2351.0;62772.0;5365.0;3268.0;67220.0;67220.0;6010.0;;8001.0;27838.0;;36320.0
401;Wages and salaries, total;West-Netherlands;2006;5685.0;128417.0;11447.0;8716.0;136833.0;136833.0;11432.0;;18178.0;56081.0;;71775.0;1150.0;25982.0;2316.0;1764.0;27685.0;27685.0;2313.0;;3678.0;11347.0;;14522.0;2860.0;64594.0;5758.0;4384.0;68828.0;68828.0;5750.0;;9143.0;28209.0;;36103.0
402;Wages and salaries, total;West-Netherlands;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;Wages and salaries, total;West-Netherlands;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404;Wages and salaries, total;West-Netherlands;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405;Wages and salaries, total;South-Netherlands;1995;1870.0;31625.0;4684.0;1747.0;36431.0;36431.0;4153.0;;3624.0;14689.0;;22019.0;866.0;14646.0;2169.0;809.0;16872.0;16872.0;1923.0;;1678.0;6803.0;;10197.0;2398.0;40556.0;6007.0;2241.0;46719.0;46719.0;5326.0;;4647.0;18838.0;;28237.0
406;Wages and salaries, total;South-Netherlands;1996;1991.0;32406.0;4833.0;1761.0;37469.0;37469.0;4378.0;;3451.0;14750.0;;23381.0;916.0;14911.0;2224.0;810.0;17242.0;17242.0;2015.0;;1588.0;6787.0;;10759.0;2515.0;40933.0;6105.0;2224.0;47329.0;47329.0;5530.0;;4359.0;18631.0;;29533.0
407;Wages and salaries, total;South-Netherlands;1997;2188.0;34448.0;5015.0;2038.0;39613.0;39613.0;4250.0;;3211.0;15708.0;;24661.0;1000.0;15749.0;2293.0;932.0;18110.0;18110.0;1943.0;;1468.0;7182.0;;11274.0;2698.0;42468.0;6182.0;2512.0;48836.0;48836.0;5240.0;;3959.0;19366.0;;30402.0
408;Wages and salaries, total;South-Netherlands;1998;2298.0;37015.0;5492.0;2271.0;42534.0;42534.0;4369.0;;3334.0;16848.0;;26485.0;1042.0;16781.0;2490.0;1030.0;19283.0;19283.0;1981.0;;1512.0;7638.0;;12007.0;2762.0;44489.0;6600.0;2730.0;51122.0;51122.0;5251.0;;4008.0;20250.0;;31833.0
409;Wages and salaries, total;South-Netherlands;1999;2190.0;39657.0;5972.0;2682.0;45138.0;45138.0;4507.0;;4080.0;18139.0;;27143.0;977.0;17692.0;2664.0;1196.0;20137.0;20137.0;2011.0;;1820.0;8092.0;;12109.0;2604.0;47139.0;7099.0;3188.0;53653.0;53653.0;5358.0;;4850.0;21562.0;;32264.0
410;Wages and salaries, total;South-Netherlands;2000;2580.0;42521.0;6388.0;3311.0;48178.0;48178.0;4494.0;;4526.0;19156.0;;28686.0;1140.0;18788.0;2823.0;1463.0;21288.0;21288.0;1986.0;;2000.0;8464.0;;12675.0;3025.0;49843.0;7488.0;3882.0;56474.0;56474.0;5268.0;;5305.0;22454.0;;33625.0
411;Wages and salaries, total;South-Netherlands;2001;2733.0;45101.0;6595.0;3178.0;51252.0;51252.0;4661.0;;4665.0;19271.0;;31583.0;1204.0;19870.0;2905.0;1400.0;22579.0;22579.0;2053.0;;2055.0;8490.0;;13914.0;3232.0;53334.0;7799.0;3758.0;60606.0;60606.0;5511.0;;5516.0;22789.0;;37347.0
412;Wages and salaries, total;South-Netherlands;2002;2364.0;46904.0;6196.0;3175.0;52288.0;52288.0;4877.0;;5258.0;20168.0;;31289.0;1044.0;20718.0;2737.0;1402.0;23096.0;23096.0;2154.0;;2323.0;8908.0;;13821.0;2791.0;55383.0;7316.0;3749.0;61740.0;61740.0;5759.0;;6209.0;23813.0;;36945.0
413;Wages and salaries, total;South-Netherlands;2003;1938.0;47686.0;5534.0;2754.0;52404.0;52404.0;5081.0;;4952.0;21137.0;;31001.0;870.0;21396.0;2483.0;1236.0;23513.0;23513.0;2280.0;;2222.0;9484.0;;13909.0;2318.0;57033.0;6619.0;3294.0;62676.0;62676.0;6077.0;;5923.0;25280.0;;37077.0
414;Wages and salaries, total;South-Netherlands;2004;2422.0;50093.0;4484.0;2885.0;54114.0;54114.0;5066.0;;4726.0;22555.0;;31214.0;1063.0;21991.0;1968.0;1266.0;23756.0;23756.0;2224.0;;2075.0;9902.0;;13703.0;2867.0;59301.0;5308.0;3415.0;64060.0;64060.0;5997.0;;5595.0;26700.0;;36951.0
415;Wages and salaries, total;South-Netherlands;2005;2244.0;50323.0;4906.0;2897.0;54576.0;54576.0;5047.0;;5273.0;22556.0;;31012.0;995.0;22321.0;2176.0;1285.0;24207.0;24207.0;2239.0;;2339.0;10005.0;;13755.0;2674.0;59952.0;5844.0;3452.0;65019.0;65019.0;6013.0;;6282.0;26872.0;;36946.0
416;Wages and salaries, total;South-Netherlands;2006;2662.0;52787.0;5309.0;3895.0;56864.0;56864.0;5119.0;;6301.0;23364.0;;31518.0;1172.0;23228.0;2336.0;1714.0;25022.0;25022.0;2253.0;;2773.0;10281.0;;13869.0;3123.0;61914.0;6227.0;4569.0;66695.0;66695.0;6004.0;;7390.0;27403.0;;36967.0
417;Wages and salaries, total;South-Netherlands;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
418;Wages and salaries, total;South-Netherlands;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;Wages and salaries, total;South-Netherlands;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;Wages and salaries, total;Groningen;1995;;;;;5134.0;5134.0;;;;;;3130.0;;;;;16231.0;16231.0;;;;;;9894.0;;;;;41375.0;41375.0;;;;;;25221.0
421;Wages and salaries, total;Groningen;1996;;;;;5330.0;5330.0;;;;;;3323.0;;;;;16417.0;16417.0;;;;;;10235.0;;;;;41596.0;41596.0;;;;;;25932.0
422;Wages and salaries, total;Groningen;1997;;;;;5586.0;5586.0;;;;;;3522.0;;;;;16825.0;16825.0;;;;;;10606.0;;;;;41502.0;41502.0;;;;;;26162.0
423;Wages and salaries, total;Groningen;1998;;;;;6136.0;6136.0;;;;;;3881.0;;;;;18435.0;18435.0;;;;;;11662.0;;;;;44560.0;44560.0;;;;;;28187.0
424;Wages and salaries, total;Groningen;1999;;;;;6368.0;6368.0;;;;;;3951.0;;;;;18928.0;18928.0;;;;;;11744.0;;;;;46243.0;46243.0;;;;;;28691.0
425;Wages and salaries, total;Groningen;2000;;;;;6756.0;6756.0;;;;;;4142.0;;;;;19563.0;19563.0;;;;;;11992.0;;;;;47466.0;47466.0;;;;;;29097.0
426;Wages and salaries, total;Groningen;2001;;;;;7175.0;7175.0;;;;;;4407.0;;;;;20841.0;20841.0;;;;;;12801.0;;;;;50165.0;50165.0;;;;;;30811.0
427;Wages and salaries, total;Groningen;2002;;;;;7458.0;7458.0;;;;;;4511.0;;;;;21308.0;21308.0;;;;;;12889.0;;;;;51717.0;51717.0;;;;;;31284.0
428;Wages and salaries, total;Groningen;2003;;;;;7690.0;7690.0;;;;;;4663.0;;;;;22387.0;22387.0;;;;;;13576.0;;;;;54181.0;54181.0;;;;;;32856.0
429;Wages and salaries, total;Groningen;2004;;;;;7373.0;7373.0;;;;;;4145.0;;;;;21492.0;21492.0;;;;;;12083.0;;;;;53705.0;53705.0;;;;;;30193.0
430;Wages and salaries, total;Groningen;2005;;;;;7435.0;7435.0;;;;;;4253.0;;;;;22022.0;22022.0;;;;;;12597.0;;;;;54142.0;54142.0;;;;;;30970.0
431;Wages and salaries, total;Groningen;2006;;;;;7290.0;7290.0;;;;;;4091.0;;;;;21318.0;21318.0;;;;;;11962.0;;;;;52438.0;52438.0;;;;;;29424.0
432;Wages and salaries, total;Groningen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;Wages and salaries, total;Groningen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
434;Wages and salaries, total;Groningen;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;Wages and salaries, total;Friesland;1995;;;;;5278.0;5278.0;;;;;;3261.0;;;;;14842.0;14842.0;;;;;;9170.0;;;;;41765.0;41765.0;;;;;;25803.0
436;Wages and salaries, total;Friesland;1996;;;;;5493.0;5493.0;;;;;;3456.0;;;;;15221.0;15221.0;;;;;;9575.0;;;;;42095.0;42095.0;;;;;;26480.0
437;Wages and salaries, total;Friesland;1997;;;;;5816.0;5816.0;;;;;;3682.0;;;;;15761.0;15761.0;;;;;;9978.0;;;;;43163.0;43163.0;;;;;;27326.0
438;Wages and salaries, total;Friesland;1998;;;;;6167.0;6167.0;;;;;;3890.0;;;;;16866.0;16866.0;;;;;;10638.0;;;;;44696.0;44696.0;;;;;;28192.0
439;Wages and salaries, total;Friesland;1999;;;;;6619.0;6619.0;;;;;;4088.0;;;;;17732.0;17732.0;;;;;;10950.0;;;;;47147.0;47147.0;;;;;;29113.0
440;Wages and salaries, total;Friesland;2000;;;;;7147.0;7147.0;;;;;;4286.0;;;;;18756.0;18756.0;;;;;;11248.0;;;;;49681.0;49681.0;;;;;;29794.0
441;Wages and salaries, total;Friesland;2001;;;;;7632.0;7632.0;;;;;;4698.0;;;;;19755.0;19755.0;;;;;;12161.0;;;;;52653.0;52653.0;;;;;;32412.0
442;Wages and salaries, total;Friesland;2002;;;;;7965.0;7965.0;;;;;;4803.0;;;;;20163.0;20163.0;;;;;;12157.0;;;;;53995.0;53995.0;;;;;;32556.0
443;Wages and salaries, total;Friesland;2003;;;;;8049.0;8049.0;;;;;;4839.0;;;;;20252.0;20252.0;;;;;;12176.0;;;;;54699.0;54699.0;;;;;;32888.0
444;Wages and salaries, total;Friesland;2004;;;;;8168.0;8168.0;;;;;;4764.0;;;;;20684.0;20684.0;;;;;;12064.0;;;;;56044.0;56044.0;;;;;;32688.0
445;Wages and salaries, total;Friesland;2005;;;;;8339.0;8339.0;;;;;;4789.0;;;;;21348.0;21348.0;;;;;;12260.0;;;;;57239.0;57239.0;;;;;;32873.0
446;Wages and salaries, total;Friesland;2006;;;;;8745.0;8745.0;;;;;;4917.0;;;;;21828.0;21828.0;;;;;;12272.0;;;;;58723.0;58723.0;;;;;;33016.0
447;Wages and salaries, total;Friesland;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448;Wages and salaries, total;Friesland;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;Wages and salaries, total;Friesland;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;Wages and salaries, total;Drenthe;1995;;;;;4434.0;4434.0;;;;;;2684.0;;;;;15751.0;15751.0;;;;;;9533.0;;;;;44656.0;44656.0;;;;;;27027.0
451;Wages and salaries, total;Drenthe;1996;;;;;4768.0;4768.0;;;;;;2968.0;;;;;16740.0;16740.0;;;;;;10420.0;;;;;46810.0;46810.0;;;;;;29136.0
452;Wages and salaries, total;Drenthe;1997;;;;;5003.0;5003.0;;;;;;3137.0;;;;;17205.0;17205.0;;;;;;10789.0;;;;;47777.0;47777.0;;;;;;29960.0
453;Wages and salaries, total;Drenthe;1998;;;;;5231.0;5231.0;;;;;;3283.0;;;;;17964.0;17964.0;;;;;;11275.0;;;;;48590.0;48590.0;;;;;;30498.0
454;Wages and salaries, total;Drenthe;1999;;;;;5599.0;5599.0;;;;;;3466.0;;;;;18746.0;18746.0;;;;;;11603.0;;;;;50974.0;50974.0;;;;;;31550.0
455;Wages and salaries, total;Drenthe;2000;;;;;5872.0;5872.0;;;;;;3564.0;;;;;19698.0;19698.0;;;;;;11957.0;;;;;53488.0;53488.0;;;;;;32467.0
456;Wages and salaries, total;Drenthe;2001;;;;;6165.0;6165.0;;;;;;3801.0;;;;;20636.0;20636.0;;;;;;12724.0;;;;;56960.0;56960.0;;;;;;35122.0
457;Wages and salaries, total;Drenthe;2002;;;;;6520.0;6520.0;;;;;;3908.0;;;;;21485.0;21485.0;;;;;;12876.0;;;;;59335.0;59335.0;;;;;;35561.0
458;Wages and salaries, total;Drenthe;2003;;;;;6629.0;6629.0;;;;;;3964.0;;;;;21999.0;21999.0;;;;;;13154.0;;;;;60654.0;60654.0;;;;;;36268.0
459;Wages and salaries, total;Drenthe;2004;;;;;6588.0;6588.0;;;;;;3830.0;;;;;21727.0;21727.0;;;;;;12632.0;;;;;60218.0;60218.0;;;;;;35010.0
460;Wages and salaries, total;Drenthe;2005;;;;;6651.0;6651.0;;;;;;3818.0;;;;;22153.0;22153.0;;;;;;12717.0;;;;;60613.0;60613.0;;;;;;34796.0
461;Wages and salaries, total;Drenthe;2006;;;;;7044.0;7044.0;;;;;;3962.0;;;;;23042.0;23042.0;;;;;;12961.0;;;;;62448.0;62448.0;;;;;;35126.0
462;Wages and salaries, total;Drenthe;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463;Wages and salaries, total;Drenthe;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;Wages and salaries, total;Drenthe;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;Wages and salaries, total;Overijssel;1995;;;;;10082.0;10082.0;;;;;;6168.0;;;;;15406.0;15406.0;;;;;;9425.0;;;;;44238.0;44238.0;;;;;;27065.0
466;Wages and salaries, total;Overijssel;1996;;;;;10378.0;10378.0;;;;;;6466.0;;;;;15753.0;15753.0;;;;;;9815.0;;;;;44482.0;44482.0;;;;;;27715.0
467;Wages and salaries, total;Overijssel;1997;;;;;10900.0;10900.0;;;;;;6820.0;;;;;16402.0;16402.0;;;;;;10262.0;;;;;45985.0;45985.0;;;;;;28771.0
468;Wages and salaries, total;Overijssel;1998;;;;;11833.0;11833.0;;;;;;7371.0;;;;;17699.0;17699.0;;;;;;11025.0;;;;;48446.0;48446.0;;;;;;30177.0
469;Wages and salaries, total;Overijssel;1999;;;;;12533.0;12533.0;;;;;;7646.0;;;;;18046.0;18046.0;;;;;;11010.0;;;;;50663.0;50663.0;;;;;;30908.0
