ID;EconomicActivityNCEA2008;Regions;Periods;NumberOfLocalUnits_1
8622;C Manufacturing;Oost-Groningen (CR);2008;430.0
8623;C Manufacturing;Oost-Groningen (CR);2009;440.0
8624;C Manufacturing;Oost-Groningen (CR);2010;450.0
8625;C Manufacturing;Delfzijl en omgeving (CR);2006;125.0
8626;C Manufacturing;Delfzijl en omgeving (CR);2007;125.0
8627;C Manufacturing;Delfzijl en omgeving (CR);2008;130.0
8628;C Manufacturing;Delfzijl en omgeving (CR);2009;135.0
8629;C Manufacturing;Delfzijl en omgeving (CR);2010;140.0
8630;C Manufacturing;Overig Groningen (CR);2006;960.0
8631;C Manufacturing;Overig Groningen (CR);2007;970.0
8632;C Manufacturing;Overig Groningen (CR);2008;990.0
8633;C Manufacturing;Overig Groningen (CR);2009;1045.0
8634;C Manufacturing;Overig Groningen (CR);2010;1040.0
8635;C Manufacturing;Noord-Friesland (CR);2006;980.0
8636;C Manufacturing;Noord-Friesland (CR);2007;1020.0
8637;C Manufacturing;Noord-Friesland (CR);2008;1055.0
8638;C Manufacturing;Noord-Friesland (CR);2009;1150.0
8639;C Manufacturing;Noord-Friesland (CR);2010;1185.0
8640;C Manufacturing;Zuidwest-Friesland (CR);2006;615.0
8641;C Manufacturing;Zuidwest-Friesland (CR);2007;640.0
8642;C Manufacturing;Zuidwest-Friesland (CR);2008;655.0
8643;C Manufacturing;Zuidwest-Friesland (CR);2009;690.0
8644;C Manufacturing;Zuidwest-Friesland (CR);2010;695.0
8645;C Manufacturing;Zuidoost-Friesland (CR);2006;695.0
8646;C Manufacturing;Zuidoost-Friesland (CR);2007;710.0
8647;C Manufacturing;Zuidoost-Friesland (CR);2008;730.0
8648;C Manufacturing;Zuidoost-Friesland (CR);2009;770.0
8649;C Manufacturing;Zuidoost-Friesland (CR);2010;780.0
8650;C Manufacturing;Noord-Drenthe (CR);2006;395.0
8651;C Manufacturing;Noord-Drenthe (CR);2007;400.0
8652;C Manufacturing;Noord-Drenthe (CR);2008;405.0
8653;C Manufacturing;Noord-Drenthe (CR);2009;425.0
8654;C Manufacturing;Noord-Drenthe (CR);2010;430.0
8655;C Manufacturing;Zuidoost-Drenthe (CR);2006;470.0
8656;C Manufacturing;Zuidoost-Drenthe (CR);2007;495.0
8657;C Manufacturing;Zuidoost-Drenthe (CR);2008;505.0
8658;C Manufacturing;Zuidoost-Drenthe (CR);2009;545.0
8659;C Manufacturing;Zuidoost-Drenthe (CR);2010;545.0
8660;C Manufacturing;Zuidwest-Drenthe (CR);2006;430.0
8661;C Manufacturing;Zuidwest-Drenthe (CR);2007;425.0
8662;C Manufacturing;Zuidwest-Drenthe (CR);2008;425.0
8663;C Manufacturing;Zuidwest-Drenthe (CR);2009;450.0
8664;C Manufacturing;Zuidwest-Drenthe (CR);2010;450.0
8665;C Manufacturing;Noord-Overijssel (CR);2006;1100.0
8666;C Manufacturing;Noord-Overijssel (CR);2007;1090.0
8667;C Manufacturing;Noord-Overijssel (CR);2008;1125.0
8668;C Manufacturing;Noord-Overijssel (CR);2009;1180.0
8669;C Manufacturing;Noord-Overijssel (CR);2010;1175.0
8670;C Manufacturing;Zuidwest-Overijssel (CR);2006;340.0
8671;C Manufacturing;Zuidwest-Overijssel (CR);2007;350.0
8672;C Manufacturing;Zuidwest-Overijssel (CR);2008;360.0
8673;C Manufacturing;Zuidwest-Overijssel (CR);2009;375.0
8674;C Manufacturing;Zuidwest-Overijssel (CR);2010;375.0
8675;C Manufacturing;Twente (CR);2006;2055.0
8676;C Manufacturing;Twente (CR);2007;2080.0
8677;C Manufacturing;Twente (CR);2008;2105.0
8678;C Manufacturing;Twente (CR);2009;2190.0
8679;C Manufacturing;Twente (CR);2010;2185.0
8680;C Manufacturing;Veluwe (CR);2006;2070.0
8681;C Manufacturing;Veluwe (CR);2007;2090.0
8682;C Manufacturing;Veluwe (CR);2008;2140.0
8683;C Manufacturing;Veluwe (CR);2009;2255.0
8684;C Manufacturing;Veluwe (CR);2010;2270.0
8685;C Manufacturing;Achterhoek (CR);2006;1575.0
8686;C Manufacturing;Achterhoek (CR);2007;1595.0
8687;C Manufacturing;Achterhoek (CR);2008;1600.0
8688;C Manufacturing;Achterhoek (CR);2009;1640.0
8689;C Manufacturing;Achterhoek (CR);2010;1655.0
8690;C Manufacturing;Arnhem/Nijmegen (CR);2006;1820.0
8691;C Manufacturing;Arnhem/Nijmegen (CR);2007;1845.0
8692;C Manufacturing;Arnhem/Nijmegen (CR);2008;1880.0
8693;C Manufacturing;Arnhem/Nijmegen (CR);2009;1925.0
8694;C Manufacturing;Arnhem/Nijmegen (CR);2010;1920.0
8695;C Manufacturing;Zuidwest-Gelderland (CR);2006;1015.0
8696;C Manufacturing;Zuidwest-Gelderland (CR);2007;1045.0
8697;C Manufacturing;Zuidwest-Gelderland (CR);2008;1070.0
8698;C Manufacturing;Zuidwest-Gelderland (CR);2009;1115.0
8699;C Manufacturing;Zuidwest-Gelderland (CR);2010;1110.0
8700;C Manufacturing;Utrecht (CR);2006;2970.0
8701;C Manufacturing;Utrecht (CR);2007;3035.0
8702;C Manufacturing;Utrecht (CR);2008;3100.0
8703;C Manufacturing;Utrecht (CR);2009;3255.0
8704;C Manufacturing;Utrecht (CR);2010;3220.0
8705;C Manufacturing;Kop van Noord-Holland (CR);2006;1165.0
8706;C Manufacturing;Kop van Noord-Holland (CR);2007;1215.0
8707;C Manufacturing;Kop van Noord-Holland (CR);2008;1250.0
8708;C Manufacturing;Kop van Noord-Holland (CR);2009;1305.0
8709;C Manufacturing;Kop van Noord-Holland (CR);2010;1315.0
8710;C Manufacturing;Alkmaar en omgeving (CR);2006;650.0
8711;C Manufacturing;Alkmaar en omgeving (CR);2007;660.0
8712;C Manufacturing;Alkmaar en omgeving (CR);2008;695.0
8713;C Manufacturing;Alkmaar en omgeving (CR);2009;705.0
8714;C Manufacturing;Alkmaar en omgeving (CR);2010;695.0
8715;C Manufacturing;IJmond (CR);2006;465.0
8716;C Manufacturing;IJmond (CR);2007;480.0
8717;C Manufacturing;IJmond (CR);2008;490.0
8718;C Manufacturing;IJmond (CR);2009;500.0
8719;C Manufacturing;IJmond (CR);2010;510.0
8720;C Manufacturing;Agglomeratie Haarlem (CR);2006;465.0
8721;C Manufacturing;Agglomeratie Haarlem (CR);2007;490.0
8722;C Manufacturing;Agglomeratie Haarlem (CR);2008;490.0
8723;C Manufacturing;Agglomeratie Haarlem (CR);2009;510.0
8724;C Manufacturing;Agglomeratie Haarlem (CR);2010;520.0
8725;C Manufacturing;Zaanstreek (CR);2006;615.0
8726;C Manufacturing;Zaanstreek (CR);2007;615.0
8727;C Manufacturing;Zaanstreek (CR);2008;625.0
8728;C Manufacturing;Zaanstreek (CR);2009;675.0
8729;C Manufacturing;Zaanstreek (CR);2010;665.0
8730;C Manufacturing;Groot-Amsterdam (CR);2006;2910.0
8731;C Manufacturing;Groot-Amsterdam (CR);2007;2995.0
8732;C Manufacturing;Groot-Amsterdam (CR);2008;3000.0
8733;C Manufacturing;Groot-Amsterdam (CR);2009;3110.0
8734;C Manufacturing;Groot-Amsterdam (CR);2010;3075.0
8735;C Manufacturing;Het Gooi en Vechtstreek (CR);2006;695.0
8736;C Manufacturing;Het Gooi en Vechtstreek (CR);2007;720.0
8737;C Manufacturing;Het Gooi en Vechtstreek (CR);2008;755.0
8738;C Manufacturing;Het Gooi en Vechtstreek (CR);2009;760.0
8739;C Manufacturing;Het Gooi en Vechtstreek (CR);2010;755.0
8740;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2006;825.0
8741;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2007;825.0
8742;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2008;830.0
8743;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2009;920.0
8744;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2010;905.0
8745;C Manufacturing;Agglomeratie 's-Gravenhage (CR);2006;1210.0
8746;C Manufacturing;Agglomeratie 's-Gravenhage (CR);2007;1195.0
8747;C Manufacturing;Agglomeratie 's-Gravenhage (CR);2008;1265.0
8748;C Manufacturing;Agglomeratie 's-Gravenhage (CR);2009;1375.0
8749;C Manufacturing;Agglomeratie 's-Gravenhage (CR);2010;1380.0
8750;C Manufacturing;Delft en Westland (CR);2006;525.0
8751;C Manufacturing;Delft en Westland (CR);2007;540.0
8752;C Manufacturing;Delft en Westland (CR);2008;555.0
8753;C Manufacturing;Delft en Westland (CR);2009;590.0
8754;C Manufacturing;Delft en Westland (CR);2010;575.0
8755;C Manufacturing;Oost-Zuid-Holland (CR);2006;930.0
8756;C Manufacturing;Oost-Zuid-Holland (CR);2007;970.0
8757;C Manufacturing;Oost-Zuid-Holland (CR);2008;965.0
8758;C Manufacturing;Oost-Zuid-Holland (CR);2009;960.0
8759;C Manufacturing;Oost-Zuid-Holland (CR);2010;875.0
8760;C Manufacturing;Groot-Rijnmond (CR);2006;3010.0
8761;C Manufacturing;Groot-Rijnmond (CR);2007;3145.0
8762;C Manufacturing;Groot-Rijnmond (CR);2008;3285.0
8763;C Manufacturing;Groot-Rijnmond (CR);2009;3535.0
8764;C Manufacturing;Groot-Rijnmond (CR);2010;3650.0
8765;C Manufacturing;Zuidoost-Zuid-Holland (CR);2006;1155.0
8766;C Manufacturing;Zuidoost-Zuid-Holland (CR);2007;1170.0
8767;C Manufacturing;Zuidoost-Zuid-Holland (CR);2008;1195.0
8768;C Manufacturing;Zuidoost-Zuid-Holland (CR);2009;1240.0
8769;C Manufacturing;Zuidoost-Zuid-Holland (CR);2010;1265.0
8770;C Manufacturing;Zeeuwsch-Vlaanderen (CR);2006;325.0
8771;C Manufacturing;Zeeuwsch-Vlaanderen (CR);2007;325.0
8772;C Manufacturing;Zeeuwsch-Vlaanderen (CR);2008;320.0
8773;C Manufacturing;Zeeuwsch-Vlaanderen (CR);2009;345.0
8774;C Manufacturing;Zeeuwsch-Vlaanderen (CR);2010;345.0
8775;C Manufacturing;Overig Zeeland (CR);2006;745.0
8776;C Manufacturing;Overig Zeeland (CR);2007;765.0
8777;C Manufacturing;Overig Zeeland (CR);2008;800.0
8778;C Manufacturing;Overig Zeeland (CR);2009;840.0
8779;C Manufacturing;Overig Zeeland (CR);2010;860.0
8780;C Manufacturing;West-Noord-Brabant (CR);2006;2035.0
8781;C Manufacturing;West-Noord-Brabant (CR);2007;2075.0
8782;C Manufacturing;West-Noord-Brabant (CR);2008;2185.0
8783;C Manufacturing;West-Noord-Brabant (CR);2009;2330.0
8784;C Manufacturing;West-Noord-Brabant (CR);2010;2315.0
8785;C Manufacturing;Midden-Noord-Brabant (CR);2006;1765.0
8786;C Manufacturing;Midden-Noord-Brabant (CR);2007;1820.0
8787;C Manufacturing;Midden-Noord-Brabant (CR);2008;1870.0
8788;C Manufacturing;Midden-Noord-Brabant (CR);2009;1930.0
8789;C Manufacturing;Midden-Noord-Brabant (CR);2010;1910.0
8790;C Manufacturing;Noordoost-Noord-Brabant (CR);2006;2335.0
8791;C Manufacturing;Noordoost-Noord-Brabant (CR);2007;2415.0
8792;C Manufacturing;Noordoost-Noord-Brabant (CR);2008;2450.0
8793;C Manufacturing;Noordoost-Noord-Brabant (CR);2009;2560.0
8794;C Manufacturing;Noordoost-Noord-Brabant (CR);2010;2550.0
8795;C Manufacturing;Zuidoost-Noord-Brabant (CR);2006;3030.0
8796;C Manufacturing;Zuidoost-Noord-Brabant (CR);2007;3145.0
8797;C Manufacturing;Zuidoost-Noord-Brabant (CR);2008;3230.0
8798;C Manufacturing;Zuidoost-Noord-Brabant (CR);2009;3320.0
8799;C Manufacturing;Zuidoost-Noord-Brabant (CR);2010;3305.0
8800;C Manufacturing;Noord-Limburg (CR);2006;1000.0
8801;C Manufacturing;Noord-Limburg (CR);2007;1025.0
8802;C Manufacturing;Noord-Limburg (CR);2008;1025.0
8803;C Manufacturing;Noord-Limburg (CR);2009;1080.0
8804;C Manufacturing;Noord-Limburg (CR);2010;1095.0
8805;C Manufacturing;Midden-Limburg (CR);2006;930.0
8806;C Manufacturing;Midden-Limburg (CR);2007;950.0
8807;C Manufacturing;Midden-Limburg (CR);2008;965.0
8808;C Manufacturing;Midden-Limburg (CR);2009;995.0
8809;C Manufacturing;Midden-Limburg (CR);2010;1015.0
8810;C Manufacturing;Zuid-Limburg (CR);2006;1420.0
8811;C Manufacturing;Zuid-Limburg (CR);2007;1440.0
8812;C Manufacturing;Zuid-Limburg (CR);2008;1460.0
8813;C Manufacturing;Zuid-Limburg (CR);2009;1520.0
8814;C Manufacturing;Zuid-Limburg (CR);2010;1490.0
8815;C Manufacturing;Flevoland (CR);2006;925.0
8816;C Manufacturing;Flevoland (CR);2007;975.0
8817;C Manufacturing;Flevoland (CR);2008;1000.0
8818;C Manufacturing;Flevoland (CR);2009;1065.0
8819;C Manufacturing;Flevoland (CR);2010;1065.0
8820;C Manufacturing;Groningen (GA);2006;430.0
8821;C Manufacturing;Groningen (GA);2007;435.0
8822;C Manufacturing;Groningen (GA);2008;440.0
8823;C Manufacturing;Groningen (GA);2009;460.0
8824;C Manufacturing;Groningen (GA);2010;450.0
8825;C Manufacturing;Leeuwarden (GA);2006;205.0
8826;C Manufacturing;Leeuwarden (GA);2007;210.0
8827;C Manufacturing;Leeuwarden (GA);2008;200.0
8828;C Manufacturing;Leeuwarden (GA);2009;220.0
8829;C Manufacturing;Leeuwarden (GA);2010;240.0
8830;C Manufacturing;Zwolle (GA);2006;240.0
8831;C Manufacturing;Zwolle (GA);2007;225.0
8832;C Manufacturing;Zwolle (GA);2008;240.0
8833;C Manufacturing;Zwolle (GA);2009;260.0
8834;C Manufacturing;Zwolle (GA);2010;245.0
8835;C Manufacturing;Enschede (GA);2006;415.0
8836;C Manufacturing;Enschede (GA);2007;420.0
8837;C Manufacturing;Enschede (GA);2008;415.0
8838;C Manufacturing;Enschede (GA);2009;425.0
8839;C Manufacturing;Enschede (GA);2010;425.0
8840;C Manufacturing;Apeldoorn (GA);2006;390.0
8841;C Manufacturing;Apeldoorn (GA);2007;375.0
8842;C Manufacturing;Apeldoorn (GA);2008;390.0
8843;C Manufacturing;Apeldoorn (GA);2009;410.0
8844;C Manufacturing;Apeldoorn (GA);2010;415.0
8845;C Manufacturing;Arnhem (GA);2006;300.0
8846;C Manufacturing;Arnhem (GA);2007;290.0
8847;C Manufacturing;Arnhem (GA);2008;300.0
8848;C Manufacturing;Arnhem (GA);2009;315.0
8849;C Manufacturing;Arnhem (GA);2010;310.0
8850;C Manufacturing;Nijmegen (GA);2006;355.0
8851;C Manufacturing;Nijmegen (GA);2007;350.0
8852;C Manufacturing;Nijmegen (GA);2008;365.0
8853;C Manufacturing;Nijmegen (GA);2009;365.0
8854;C Manufacturing;Nijmegen (GA);2010;355.0
8855;C Manufacturing;Amersfoort (GA);2006;330.0
8856;C Manufacturing;Amersfoort (GA);2007;345.0
8857;C Manufacturing;Amersfoort (GA);2008;355.0
8858;C Manufacturing;Amersfoort (GA);2009;375.0
8859;C Manufacturing;Amersfoort (GA);2010;380.0
8860;C Manufacturing;Utrecht (GA);2006;875.0
8861;C Manufacturing;Utrecht (GA);2007;885.0
8862;C Manufacturing;Utrecht (GA);2008;890.0
8863;C Manufacturing;Utrecht (GA);2009;920.0
8864;C Manufacturing;Utrecht (GA);2010;900.0
8865;C Manufacturing;Amsterdam (GA);2006;2585.0
8866;C Manufacturing;Amsterdam (GA);2007;2610.0
8867;C Manufacturing;Amsterdam (GA);2008;2605.0
8868;C Manufacturing;Amsterdam (GA);2009;2730.0
8869;C Manufacturing;Amsterdam (GA);2010;2675.0
8870;C Manufacturing;Haarlem (GA);2006;415.0
8871;C Manufacturing;Haarlem (GA);2007;435.0
8872;C Manufacturing;Haarlem (GA);2008;435.0
8873;C Manufacturing;Haarlem (GA);2009;460.0
8874;C Manufacturing;Haarlem (GA);2010;470.0
8875;C Manufacturing;Leiden (GA);2006;445.0
8876;C Manufacturing;Leiden (GA);2007;445.0
8877;C Manufacturing;Leiden (GA);2008;440.0
8878;C Manufacturing;Leiden (GA);2009;455.0
8879;C Manufacturing;Leiden (GA);2010;450.0
8880;C Manufacturing;'s-Gravenhage (GA);2006;915.0
8881;C Manufacturing;'s-Gravenhage (GA);2007;910.0
8882;C Manufacturing;'s-Gravenhage (GA);2008;970.0
8883;C Manufacturing;'s-Gravenhage (GA);2009;1065.0
8884;C Manufacturing;'s-Gravenhage (GA);2010;1070.0
8885;C Manufacturing;Rotterdam (GA);2006;2045.0
8886;C Manufacturing;Rotterdam (GA);2007;2115.0
8887;C Manufacturing;Rotterdam (GA);2008;2185.0
8888;C Manufacturing;Rotterdam (GA);2009;2375.0
8889;C Manufacturing;Rotterdam (GA);2010;2405.0
8890;C Manufacturing;Dordrecht (GA);2006;650.0
8891;C Manufacturing;Dordrecht (GA);2007;660.0
8892;C Manufacturing;Dordrecht (GA);2008;670.0
8893;C Manufacturing;Dordrecht (GA);2009;690.0
8894;C Manufacturing;Dordrecht (GA);2010;700.0
8895;C Manufacturing;Breda (GA);2006;450.0
8896;C Manufacturing;Breda (GA);2007;455.0
8897;C Manufacturing;Breda (GA);2008;470.0
8898;C Manufacturing;Breda (GA);2009;495.0
8899;C Manufacturing;Breda (GA);2010;480.0
8900;C Manufacturing;Tilburg (GA);2006;650.0
8901;C Manufacturing;Tilburg (GA);2007;670.0
8902;C Manufacturing;Tilburg (GA);2008;680.0
8903;C Manufacturing;Tilburg (GA);2009;710.0
8904;C Manufacturing;Tilburg (GA);2010;705.0
8905;C Manufacturing;'s-Hertogenbosch (GA);2006;465.0
8906;C Manufacturing;'s-Hertogenbosch (GA);2007;465.0
8907;C Manufacturing;'s-Hertogenbosch (GA);2008;465.0
8908;C Manufacturing;'s-Hertogenbosch (GA);2009;475.0
8909;C Manufacturing;'s-Hertogenbosch (GA);2010;475.0
8910;C Manufacturing;Eindhoven (GA);2006;1005.0
8911;C Manufacturing;Eindhoven (GA);2007;1070.0
8912;C Manufacturing;Eindhoven (GA);2008;1095.0
8913;C Manufacturing;Eindhoven (GA);2009;1115.0
8914;C Manufacturing;Eindhoven (GA);2010;1110.0
8915;C Manufacturing;Geleen/Sittard (GA);2006;375.0
8916;C Manufacturing;Geleen/Sittard (GA);2007;390.0
8917;C Manufacturing;Geleen/Sittard (GA);2008;400.0
8918;C Manufacturing;Geleen/Sittard (GA);2009;410.0
8919;C Manufacturing;Geleen/Sittard (GA);2010;410.0
8920;C Manufacturing;Heerlen (GA);2006;405.0
8921;C Manufacturing;Heerlen (GA);2007;400.0
8922;C Manufacturing;Heerlen (GA);2008;410.0
8923;C Manufacturing;Heerlen (GA);2009;450.0
8924;C Manufacturing;Heerlen (GA);2010;430.0
8925;C Manufacturing;Maastricht (GA);2006;275.0
8926;C Manufacturing;Maastricht (GA);2007;275.0
8927;C Manufacturing;Maastricht (GA);2008;275.0
8928;C Manufacturing;Maastricht (GA);2009;285.0
8929;C Manufacturing;Maastricht (GA);2010;280.0
8930;C Manufacturing;Groningen (SG);2006;820.0
8931;C Manufacturing;Groningen (SG);2007;820.0
8932;C Manufacturing;Groningen (SG);2008;835.0
8933;C Manufacturing;Groningen (SG);2009;870.0
8934;C Manufacturing;Groningen (SG);2010;870.0
8935;C Manufacturing;Leeuwarden (SG);2006;395.0
8936;C Manufacturing;Leeuwarden (SG);2007;400.0
8937;C Manufacturing;Leeuwarden (SG);2008;405.0
8938;C Manufacturing;Leeuwarden (SG);2009;435.0
8939;C Manufacturing;Leeuwarden (SG);2010;470.0
8940;C Manufacturing;Zwolle (SG);2006;405.0
8941;C Manufacturing;Zwolle (SG);2007;410.0
8942;C Manufacturing;Zwolle (SG);2008;425.0
8943;C Manufacturing;Zwolle (SG);2009;450.0
8944;C Manufacturing;Zwolle (SG);2010;440.0
8945;C Manufacturing;Enschede (SG);2006;970.0
8946;C Manufacturing;Enschede (SG);2007;970.0
8947;C Manufacturing;Enschede (SG);2008;995.0
8948;C Manufacturing;Enschede (SG);2009;1015.0
8949;C Manufacturing;Enschede (SG);2010;1015.0
8950;C Manufacturing;Apeldoorn (SG);2006;580.0
8951;C Manufacturing;Apeldoorn (SG);2007;565.0
8952;C Manufacturing;Apeldoorn (SG);2008;575.0
8953;C Manufacturing;Apeldoorn (SG);2009;600.0
8954;C Manufacturing;Apeldoorn (SG);2010;610.0
8955;C Manufacturing;Arnhem (SG);2006;875.0
8956;C Manufacturing;Arnhem (SG);2007;875.0
8957;C Manufacturing;Arnhem (SG);2008;885.0
8958;C Manufacturing;Arnhem (SG);2009;925.0
8959;C Manufacturing;Arnhem (SG);2010;925.0
8960;C Manufacturing;Nijmegen (SG);2006;700.0
8961;C Manufacturing;Nijmegen (SG);2007;715.0
8962;C Manufacturing;Nijmegen (SG);2008;740.0
8963;C Manufacturing;Nijmegen (SG);2009;745.0
8964;C Manufacturing;Nijmegen (SG);2010;740.0
8965;C Manufacturing;Amersfoort (SG);2006;710.0
8966;C Manufacturing;Amersfoort (SG);2007;725.0
8967;C Manufacturing;Amersfoort (SG);2008;760.0
8968;C Manufacturing;Amersfoort (SG);2009;780.0
8969;C Manufacturing;Amersfoort (SG);2010;765.0
8970;C Manufacturing;Utrecht (SG);2006;1195.0
8971;C Manufacturing;Utrecht (SG);2007;1205.0
8972;C Manufacturing;Utrecht (SG);2008;1225.0
8973;C Manufacturing;Utrecht (SG);2009;1260.0
8974;C Manufacturing;Utrecht (SG);2010;1260.0
8975;C Manufacturing;Amsterdam (SG);2006;3575.0
8976;C Manufacturing;Amsterdam (SG);2007;3655.0
8977;C Manufacturing;Amsterdam (SG);2008;3670.0
8978;C Manufacturing;Amsterdam (SG);2009;3840.0
8979;C Manufacturing;Amsterdam (SG);2010;3780.0
8980;C Manufacturing;Haarlem (SG);2006;930.0
8981;C Manufacturing;Haarlem (SG);2007;970.0
8982;C Manufacturing;Haarlem (SG);2008;975.0
8983;C Manufacturing;Haarlem (SG);2009;1010.0
8984;C Manufacturing;Haarlem (SG);2010;1030.0
8985;C Manufacturing;Leiden (SG);2006;680.0
8986;C Manufacturing;Leiden (SG);2007;675.0
8987;C Manufacturing;Leiden (SG);2008;675.0
8988;C Manufacturing;Leiden (SG);2009;705.0
8989;C Manufacturing;Leiden (SG);2010;700.0
8990;C Manufacturing;'s-Gravenhage (SG);2006;1735.0
8991;C Manufacturing;'s-Gravenhage (SG);2007;1735.0
8992;C Manufacturing;'s-Gravenhage (SG);2008;1820.0
8993;C Manufacturing;'s-Gravenhage (SG);2009;1965.0
8994;C Manufacturing;'s-Gravenhage (SG);2010;1955.0
8995;C Manufacturing;Rotterdam (SG);2006;2520.0
8996;C Manufacturing;Rotterdam (SG);2007;2600.0
8997;C Manufacturing;Rotterdam (SG);2008;2710.0
8998;C Manufacturing;Rotterdam (SG);2009;2920.0
8999;C Manufacturing;Rotterdam (SG);2010;2875.0
9000;C Manufacturing;Dordrecht (SG);2006;775.0
9001;C Manufacturing;Dordrecht (SG);2007;790.0
9002;C Manufacturing;Dordrecht (SG);2008;800.0
9003;C Manufacturing;Dordrecht (SG);2009;830.0
9004;C Manufacturing;Dordrecht (SG);2010;845.0
9005;C Manufacturing;Breda (SG);2006;950.0
9006;C Manufacturing;Breda (SG);2007;950.0
9007;C Manufacturing;Breda (SG);2008;995.0
9008;C Manufacturing;Breda (SG);2009;1050.0
9009;C Manufacturing;Breda (SG);2010;1040.0
9010;C Manufacturing;Tilburg (SG);2006;935.0
9011;C Manufacturing;Tilburg (SG);2007;955.0
9012;C Manufacturing;Tilburg (SG);2008;970.0
9013;C Manufacturing;Tilburg (SG);2009;1010.0
9014;C Manufacturing;Tilburg (SG);2010;1000.0
9015;C Manufacturing;'s-Hertogenbosch (SG);2006;545.0
9016;C Manufacturing;'s-Hertogenbosch (SG);2007;555.0
9017;C Manufacturing;'s-Hertogenbosch (SG);2008;555.0
9018;C Manufacturing;'s-Hertogenbosch (SG);2009;565.0
9019;C Manufacturing;'s-Hertogenbosch (SG);2010;560.0
9020;C Manufacturing;Eindhoven (SG);2006;1395.0
9021;C Manufacturing;Eindhoven (SG);2007;1450.0
9022;C Manufacturing;Eindhoven (SG);2008;1480.0
9023;C Manufacturing;Eindhoven (SG);2009;1500.0
9024;C Manufacturing;Eindhoven (SG);2010;1490.0
