ID;Taxpayers;Periods;TotalEnvironmentalTaxesAndFees_1;TotalEnvironmentalTaxRevenues_2;TotalEnvironmentalTaxesOnProducts_3;WasteTax_4;FuelTax_5;TaxOnElectricityAndGasUse_6;TapWaterAndGroundwaterTaxes_7;TaxOnPackaging_8;FlightTax_9;TotalMobilityTax_10;ExciseDuties_11;TaxOnPassengerCarsAndMotorcycles_12;MotorVehicleTax_13;ManureSurplusTax_14;TotalEnvironmentalFeesRevenues_15;WasteCollectionFee_16;NoiseTaxCivilAviation_17;FeesOnGroundwaterAndRefuseDumps_18;SewerageCharges_19;FeesOnWaterPollution_20
1182;K Financial institutions;1999;127.0;114.0;15.0;0.0;2.0;12.0;1.0;;;99.0;50.0;28.0;21.0;;13.0;4.0;;0.0;5.0;4.0
1183;K Financial institutions;2000;144.0;129.0;14.0;1.0;2.0;10.0;1.0;;;115.0;67.0;29.0;19.0;;15.0;4.0;;0.0;7.0;4.0
1184;K Financial institutions;2001;156.0;141.0;14.0;0.0;3.0;10.0;1.0;;;127.0;76.0;32.0;19.0;;15.0;4.0;;0.0;7.0;4.0
1185;K Financial institutions;2002;138.0;126.0;12.0;0.0;2.0;9.0;1.0;;;114.0;72.0;24.0;18.0;;12.0;4.0;;0.0;4.0;4.0
1186;K Financial institutions;2003;137.0;125.0;10.0;0.0;3.0;6.0;1.0;;;115.0;69.0;27.0;19.0;;12.0;4.0;;0.0;4.0;4.0
1187;K Financial institutions;2004;155.0;141.0;14.0;1.0;0.0;11.0;2.0;;;127.0;77.0;29.0;21.0;;14.0;4.0;;0.0;4.0;6.0
1188;K Financial institutions;2005;170.0;155.0;22.0;0.0;0.0;20.0;2.0;;;133.0;79.0;31.0;23.0;;15.0;4.0;;0.0;5.0;6.0
1189;K Financial institutions;2006;196.0;177.0;31.0;0.0;0.0;30.0;1.0;;;146.0;84.0;35.0;27.0;;19.0;5.0;;0.0;7.0;7.0
1190;K Financial institutions;2007;204.0;183.0;25.0;0.0;0.0;23.0;2.0;;;158.0;91.0;38.0;29.0;;21.0;5.0;;0.0;8.0;8.0
1191;K Financial institutions;2008;204.0;184.0;33.0;0.0;0.0;31.0;2.0;0.0;0.0;151.0;88.0;33.0;30.0;;20.0;5.0;;0.0;7.0;8.0
1192;K Financial institutions;2009;194.0;177.0;34.0;0.0;0.0;32.0;2.0;0.0;0.0;143.0;90.0;21.0;32.0;;17.0;4.0;;0.0;6.0;7.0
1193;K Financial institutions;2010;192.0;176.0;38.0;0.0;0.0;35.0;3.0;0.0;;138.0;84.0;20.0;34.0;;16.0;4.0;;0.0;5.0;7.0
1194;K Financial institutions;2011;201.0;184.0;38.0;1.0;0.0;35.0;2.0;0.0;;146.0;90.0;20.0;36.0;;18.0;5.0;;0.0;5.0;7.0
1195;K Financial institutions;2012;206.0;187.0;34.0;0.0;0.0;33.0;1.0;0.0;;153.0;97.0;16.0;40.0;;19.0;5.0;;0.0;6.0;7.0
1196;L Renting, buying, selling real estate;1987;25.0;7.0;0.0;;0.0;;;;;7.0;4.0;2.0;1.0;;18.0;14.0;;0.0;0.0;4.0
1197;L Renting, buying, selling real estate;1988;26.0;13.0;1.0;;1.0;;;;;11.0;8.0;2.0;1.0;;14.0;10.0;;0.0;0.0;4.0
1198;L Renting, buying, selling real estate;1989;28.0;13.0;0.0;;0.0;;;;;13.0;10.0;2.0;1.0;;15.0;10.0;;0.0;0.0;5.0
1199;L Renting, buying, selling real estate;1990;27.0;12.0;1.0;;1.0;;;;;11.0;7.0;3.0;1.0;;15.0;10.0;;0.0;0.0;5.0
1200;L Renting, buying, selling real estate;1991;30.0;12.0;0.0;;0.0;;;;;12.0;8.0;3.0;1.0;;19.0;13.0;;0.0;1.0;5.0
1201;L Renting, buying, selling real estate;1992;34.0;13.0;0.0;;0.0;;;;;13.0;9.0;3.0;1.0;;21.0;13.0;;0.0;1.0;7.0
1202;L Renting, buying, selling real estate;1993;47.0;19.0;0.0;;0.0;;;;;19.0;14.0;3.0;2.0;;28.0;20.0;;0.0;1.0;7.0
1203;L Renting, buying, selling real estate;1994;50.0;24.0;3.0;;3.0;;;;;22.0;15.0;4.0;3.0;;26.0;16.0;;0.0;2.0;8.0
1204;L Renting, buying, selling real estate;1995;45.0;16.0;0.0;0.0;0.0;;0.0;;;16.0;11.0;4.0;1.0;;29.0;18.0;;0.0;2.0;9.0
1205;L Renting, buying, selling real estate;1996;51.0;22.0;3.0;0.0;1.0;1.0;1.0;;;20.0;14.0;5.0;1.0;;29.0;18.0;;0.0;1.0;10.0
1206;L Renting, buying, selling real estate;1997;50.0;27.0;6.0;1.0;0.0;4.0;1.0;;;21.0;16.0;5.0;0.0;;23.0;12.0;;0.0;1.0;10.0
1207;L Renting, buying, selling real estate;1998;55.0;31.0;6.0;0.0;1.0;4.0;1.0;;;25.0;17.0;6.0;2.0;;24.0;13.0;;0.0;1.0;10.0
1208;L Renting, buying, selling real estate;1999;57.0;33.0;8.0;0.0;0.0;7.0;1.0;;;25.0;17.0;7.0;1.0;;25.0;15.0;;0.0;1.0;9.0
1209;L Renting, buying, selling real estate;2000;61.0;32.0;5.0;0.0;0.0;4.0;1.0;;;27.0;19.0;7.0;1.0;;29.0;18.0;;0.0;2.0;9.0
1210;L Renting, buying, selling real estate;2001;59.0;34.0;7.0;2.0;1.0;3.0;1.0;;;27.0;18.0;8.0;1.0;;25.0;19.0;;0.0;2.0;4.0
1211;L Renting, buying, selling real estate;2002;51.0;28.0;3.0;0.0;0.0;2.0;1.0;;;25.0;16.0;8.0;1.0;;23.0;17.0;;0.0;2.0;4.0
1212;L Renting, buying, selling real estate;2003;57.0;34.0;6.0;1.0;1.0;2.0;2.0;;;28.0;18.0;9.0;1.0;;23.0;17.0;;0.0;2.0;4.0
1213;L Renting, buying, selling real estate;2004;58.0;34.0;4.0;0.0;0.0;3.0;1.0;;;30.0;19.0;10.0;1.0;;24.0;18.0;;0.0;2.0;4.0
1214;L Renting, buying, selling real estate;2005;59.0;33.0;6.0;0.0;0.0;4.0;2.0;;;27.0;15.0;11.0;1.0;;26.0;20.0;;0.0;2.0;4.0
1215;L Renting, buying, selling real estate;2006;65.0;39.0;8.0;0.0;0.0;6.0;2.0;;;31.0;18.0;12.0;1.0;;26.0;20.0;;0.0;2.0;4.0
1216;L Renting, buying, selling real estate;2007;65.0;38.0;8.0;1.0;0.0;5.0;2.0;;;30.0;16.0;13.0;1.0;;27.0;21.0;;0.0;2.0;4.0
1217;L Renting, buying, selling real estate;2008;67.0;40.0;11.0;1.0;0.0;8.0;2.0;0.0;0.0;29.0;17.0;11.0;1.0;;27.0;21.0;;0.0;2.0;4.0
1218;L Renting, buying, selling real estate;2009;63.0;35.0;10.0;0.0;0.0;8.0;2.0;0.0;0.0;25.0;17.0;7.0;1.0;;28.0;22.0;;0.0;3.0;3.0
1219;L Renting, buying, selling real estate;2010;67.0;39.0;11.0;0.0;0.0;8.0;3.0;0.0;;28.0;20.0;7.0;1.0;;28.0;22.0;;0.0;3.0;3.0
1220;L Renting, buying, selling real estate;2011;64.0;41.0;10.0;0.0;0.0;8.0;2.0;0.0;;31.0;23.0;7.0;1.0;;23.0;17.0;;0.0;3.0;3.0
1221;L Renting, buying, selling real estate;2012;63.0;35.0;8.0;0.0;0.0;8.0;0.0;0.0;;27.0;21.0;5.0;1.0;;28.0;21.0;;0.0;4.0;3.0
1222;M-N Business services;1987;528.0;519.0;0.0;;0.0;;;;;519.0;78.0;353.0;88.0;;9.0;5.0;;0.0;3.0;1.0
1223;M-N Business services;1988;527.0;516.0;3.0;;3.0;;;;;514.0;76.0;339.0;99.0;;10.0;6.0;;0.0;3.0;1.0
1224;M-N Business services;1989;549.0;538.0;1.0;;1.0;;;;;536.0;75.0;367.0;94.0;;12.0;6.0;;0.0;4.0;2.0
1225;M-N Business services;1990;631.0;617.0;3.0;;3.0;;;;;614.0;100.0;403.0;111.0;;15.0;9.0;;0.0;4.0;2.0
1226;M-N Business services;1991;654.0;638.0;6.0;;6.0;;;;;632.0;98.0;422.0;112.0;;16.0;9.0;;0.0;5.0;2.0
1227;M-N Business services;1992;813.0;794.0;10.0;;10.0;;;;;784.0;119.0;504.0;161.0;;18.0;10.0;;0.0;6.0;3.0
1228;M-N Business services;1993;846.0;822.0;8.0;;8.0;;;;;814.0;160.0;488.0;166.0;;24.0;13.0;;0.0;8.0;3.0
1229;M-N Business services;1994;937.0;914.0;8.0;;8.0;;;;;905.0;172.0;557.0;176.0;;23.0;10.0;;0.0;10.0;3.0
1230;M-N Business services;1995;1072.0;1042.0;11.0;0.0;9.0;;2.0;;;1031.0;177.0;671.0;183.0;;29.0;15.0;;0.0;11.0;3.0
1231;M-N Business services;1996;1186.0;1158.0;26.0;0.0;11.0;13.0;2.0;;;1133.0;185.0;736.0;212.0;;28.0;18.0;;0.0;6.0;4.0
1232;M-N Business services;1997;1304.0;1277.0;39.0;0.0;12.0;25.0;2.0;;;1238.0;215.0;826.0;197.0;;27.0;15.0;;0.0;8.0;4.0
1233;M-N Business services;1998;1490.0;1461.0;39.0;0.0;11.0;26.0;2.0;;;1422.0;241.0;963.0;218.0;;29.0;15.0;;0.0;10.0;4.0
1234;M-N Business services;1999;1747.0;1709.0;59.0;1.0;13.0;42.0;3.0;;;1649.0;265.0;1132.0;252.0;;38.0;23.0;;0.0;10.0;5.0
1235;M-N Business services;2000;1873.0;1833.0;57.0;2.0;16.0;35.0;4.0;;;1775.0;321.0;1175.0;279.0;;40.0;25.0;;0.0;11.0;4.0
1236;M-N Business services;2001;1945.0;1898.0;56.0;0.0;20.0;33.0;3.0;;;1843.0;272.0;1285.0;286.0;;47.0;29.0;;0.0;9.0;9.0
1237;M-N Business services;2002;1829.0;1788.0;55.0;2.0;20.0;29.0;4.0;;;1732.0;311.0;1143.0;278.0;;41.0;27.0;;0.0;9.0;5.0
1238;M-N Business services;2003;1896.0;1854.0;45.0;0.0;19.0;22.0;4.0;;;1809.0;306.0;1215.0;288.0;;42.0;26.0;;0.0;9.0;7.0
1239;M-N Business services;2004;2094.0;2050.0;35.0;0.0;0.0;30.0;5.0;;;2015.0;380.0;1334.0;301.0;;44.0;27.0;;0.0;9.0;8.0
1240;M-N Business services;2005;2241.0;2193.0;64.0;2.0;0.0;57.0;5.0;;;2129.0;387.0;1412.0;330.0;;48.0;30.0;;0.0;9.0;9.0
1241;M-N Business services;2006;2443.0;2392.0;79.0;2.0;0.0;71.0;6.0;;;2313.0;408.0;1565.0;340.0;;51.0;30.0;;0.0;12.0;9.0
1242;M-N Business services;2007;2597.0;2543.0;69.0;0.0;0.0;63.0;6.0;;;2474.0;406.0;1704.0;364.0;;54.0;32.0;;0.0;13.0;9.0
1243;M-N Business services;2008;2555.0;2501.0;137.0;1.0;0.0;92.0;6.0;7.0;31.0;2364.0;461.0;1498.0;405.0;;54.0;32.0;;0.0;13.0;9.0
1244;M-N Business services;2009;2037.0;1981.0;132.0;0.0;0.0;95.0;6.0;11.0;20.0;1849.0;469.0;952.0;428.0;;56.0;32.0;;0.0;14.0;10.0
1245;M-N Business services;2010;1994.0;1938.0;117.0;0.0;0.0;100.0;5.0;12.0;;1821.0;449.0;897.0;475.0;;56.0;33.0;;0.0;13.0;10.0
1246;M-N Business services;2011;1941.0;1887.0;107.0;0.0;0.0;89.0;6.0;12.0;;1780.0;440.0;901.0;439.0;;54.0;30.0;;0.0;14.0;10.0
1247;M-N Business services;2012;1753.0;1688.0;94.0;0.0;0.0;80.0;3.0;11.0;;1594.0;446.0;713.0;435.0;;64.0;37.0;;0.0;17.0;10.0
1248;M Other specialised business services;1987;66.0;61.0;0.0;;0.0;;;;;61.0;33.0;14.0;14.0;;5.0;3.0;;0.0;2.0;0.0
1249;M Other specialised business services;1988;68.0;63.0;1.0;;1.0;;;;;62.0;31.0;14.0;17.0;;5.0;3.0;;0.0;2.0;0.0
1250;M Other specialised business services;1989;68.0;64.0;0.0;;0.0;;;;;64.0;32.0;15.0;17.0;;4.0;1.0;;0.0;2.0;1.0
1251;M Other specialised business services;1990;82.0;72.0;0.0;;0.0;;;;;72.0;37.0;16.0;19.0;;9.0;6.0;;0.0;2.0;1.0
1252;M Other specialised business services;1991;82.0;73.0;3.0;;3.0;;;;;70.0;34.0;17.0;19.0;;9.0;5.0;;0.0;3.0;1.0
1253;M Other specialised business services;1992;105.0;93.0;4.0;;4.0;;;;;89.0;43.0;21.0;25.0;;12.0;7.0;;0.0;4.0;1.0
1254;M Other specialised business services;1993;114.0;100.0;3.0;;3.0;;;;;97.0;52.0;20.0;25.0;;14.0;8.0;;0.0;5.0;1.0
1255;M Other specialised business services;1994;122.0;108.0;4.0;;4.0;;;;;104.0;57.0;23.0;24.0;;14.0;7.0;;0.0;6.0;1.0
1256;M Other specialised business services;1995;132.0;115.0;4.0;0.0;3.0;;1.0;;;111.0;57.0;27.0;27.0;;16.0;9.0;;0.0;6.0;1.0
1257;M Other specialised business services;1996;151.0;135.0;11.0;0.0;2.0;8.0;1.0;;;124.0;62.0;30.0;32.0;;16.0;11.0;;0.0;3.0;2.0
1258;M Other specialised business services;1997;153.0;136.0;20.0;0.0;3.0;16.0;1.0;;;116.0;62.0;34.0;20.0;;17.0;9.0;;0.0;5.0;3.0
1259;M Other specialised business services;1998;159.0;143.0;21.0;0.0;3.0;17.0;1.0;;;122.0;62.0;39.0;21.0;;16.0;8.0;;0.0;6.0;3.0
1260;M Other specialised business services;1999;190.0;168.0;32.0;0.0;2.0;28.0;1.0;;;136.0;61.0;46.0;29.0;;23.0;14.0;;0.0;6.0;3.0
1261;M Other specialised business services;2000;205.0;183.0;32.0;2.0;4.0;24.0;2.0;;;151.0;74.0;48.0;29.0;;22.0;14.0;;0.0;6.0;3.0
1262;M Other specialised business services;2001;208.0;178.0;27.0;0.0;5.0;20.0;2.0;;;151.0;70.0;52.0;29.0;;30.0;17.0;;0.0;5.0;8.0
1263;M Other specialised business services;2002;205.0;181.0;28.0;2.0;5.0;18.0;3.0;;;153.0;77.0;47.0;29.0;;24.0;15.0;;0.0;5.0;4.0
1264;M Other specialised business services;2003;194.0;169.0;21.0;0.0;3.0;16.0;2.0;;;148.0;74.0;45.0;29.0;;25.0;15.0;;0.0;5.0;5.0
1265;M Other specialised business services;2004;220.0;193.0;24.0;0.0;0.0;22.0;2.0;;;169.0;89.0;49.0;31.0;;27.0;16.0;;0.0;5.0;6.0
1266;M Other specialised business services;2005;248.0;220.0;43.0;0.0;0.0;41.0;2.0;;;177.0;92.0;52.0;33.0;;28.0;17.0;;0.0;5.0;6.0
1267;M Other specialised business services;2006;272.0;243.0;54.0;0.0;0.0;52.0;2.0;;;189.0;96.0;57.0;36.0;;29.0;17.0;;0.0;6.0;6.0
1268;M Other specialised business services;2007;277.0;246.0;49.0;0.0;0.0;46.0;3.0;;;197.0;96.0;63.0;38.0;;31.0;18.0;;0.0;7.0;6.0
1269;M Other specialised business services;2008;297.0;266.0;71.0;1.0;0.0;66.0;3.0;0.0;1.0;195.0;101.0;55.0;39.0;;31.0;18.0;;0.0;7.0;6.0
1270;M Other specialised business services;2009;283.0;253.0;73.0;0.0;0.0;69.0;3.0;0.0;1.0;180.0;100.0;35.0;45.0;;30.0;18.0;;0.0;6.0;6.0
1271;M Other specialised business services;2010;286.0;255.0;76.0;0.0;0.0;74.0;2.0;0.0;;179.0;100.0;33.0;46.0;;31.0;19.0;;0.0;6.0;6.0
1272;M Other specialised business services;2011;267.0;235.0;68.0;0.0;0.0;66.0;2.0;0.0;;167.0;95.0;33.0;39.0;;32.0;19.0;;0.0;6.0;6.0
1273;M Other specialised business services;2012;258.0;222.0;61.0;0.0;0.0;60.0;1.0;0.0;;161.0;97.0;26.0;38.0;;36.0;22.0;;0.0;8.0;6.0
1274;N Renting and other business support;1987;462.0;458.0;0.0;;0.0;;;;;458.0;45.0;339.0;74.0;;4.0;2.0;;0.0;2.0;0.0
1275;N Renting and other business support;1988;458.0;453.0;1.0;;1.0;;;;;452.0;45.0;325.0;82.0;;5.0;3.0;;0.0;2.0;0.0
1276;N Renting and other business support;1989;481.0;474.0;1.0;;1.0;;;;;472.0;43.0;352.0;77.0;;8.0;5.0;;0.0;2.0;1.0
1277;N Renting and other business support;1990;550.0;544.0;3.0;;3.0;;;;;541.0;63.0;386.0;92.0;;6.0;3.0;;0.0;2.0;1.0
1278;N Renting and other business support;1991;572.0;565.0;3.0;;3.0;;;;;562.0;64.0;405.0;93.0;;7.0;4.0;;0.0;2.0;1.0
1279;N Renting and other business support;1992;707.0;701.0;6.0;;6.0;;;;;696.0;76.0;484.0;136.0;;6.0;3.0;;0.0;2.0;1.0
1280;N Renting and other business support;1993;731.0;722.0;6.0;;6.0;;;;;717.0;108.0;468.0;141.0;;9.0;5.0;;0.0;3.0;1.0
1281;N Renting and other business support;1994;814.0;806.0;4.0;;4.0;;;;;801.0;115.0;534.0;152.0;;9.0;3.0;;0.0;4.0;2.0
1282;N Renting and other business support;1995;940.0;927.0;7.0;0.0;6.0;;1.0;;;920.0;120.0;644.0;156.0;;13.0;6.0;;0.0;6.0;2.0
1283;N Renting and other business support;1996;1035.0;1024.0;15.0;0.0;9.0;5.0;1.0;;;1009.0;123.0;706.0;180.0;;12.0;7.0;;0.0;3.0;2.0
1284;N Renting and other business support;1997;1151.0;1141.0;18.0;0.0;9.0;9.0;1.0;;;1123.0;153.0;793.0;177.0;;11.0;6.0;;0.0;3.0;2.0
1285;N Renting and other business support;1998;1331.0;1318.0;18.0;0.0;8.0;9.0;1.0;;;1300.0;179.0;924.0;197.0;;13.0;7.0;;0.0;4.0;2.0
1286;N Renting and other business support;1999;1556.0;1541.0;28.0;1.0;11.0;14.0;2.0;;;1513.0;204.0;1086.0;223.0;;15.0;9.0;;0.0;4.0;2.0
1287;N Renting and other business support;2000;1668.0;1650.0;25.0;0.0;12.0;11.0;2.0;;;1624.0;247.0;1127.0;250.0;;18.0;11.0;;0.0;5.0;2.0
1288;N Renting and other business support;2001;1737.0;1720.0;29.0;0.0;15.0;13.0;1.0;;;1691.0;202.0;1232.0;257.0;;17.0;12.0;;0.0;4.0;1.0
1289;N Renting and other business support;2002;1623.0;1606.0;28.0;0.0;15.0;12.0;1.0;;;1579.0;234.0;1096.0;249.0;;17.0;12.0;;0.0;4.0;1.0
1290;N Renting and other business support;2003;1703.0;1686.0;24.0;0.0;16.0;6.0;2.0;;;1662.0;232.0;1171.0;259.0;;17.0;11.0;;0.0;4.0;2.0
1291;N Renting and other business support;2004;1874.0;1857.0;11.0;0.0;0.0;8.0;3.0;;;1846.0;291.0;1285.0;270.0;;17.0;11.0;;0.0;4.0;2.0
1292;N Renting and other business support;2005;1993.0;1973.0;21.0;2.0;0.0;16.0;3.0;;;1952.0;295.0;1360.0;297.0;;20.0;13.0;;0.0;4.0;3.0
1293;N Renting and other business support;2006;2170.0;2148.0;25.0;2.0;0.0;19.0;4.0;;;2123.0;312.0;1507.0;304.0;;22.0;13.0;;0.0;6.0;3.0
1294;N Renting and other business support;2007;2320.0;2297.0;20.0;0.0;0.0;17.0;3.0;;;2277.0;310.0;1641.0;326.0;;23.0;14.0;;0.0;6.0;3.0
1295;N Renting and other business support;2008;2258.0;2235.0;66.0;0.0;0.0;26.0;3.0;7.0;30.0;2169.0;360.0;1443.0;366.0;;23.0;14.0;;0.0;6.0;3.0
1296;N Renting and other business support;2009;1754.0;1728.0;59.0;0.0;0.0;26.0;3.0;11.0;19.0;1669.0;369.0;917.0;383.0;;26.0;14.0;;0.0;8.0;4.0
1297;N Renting and other business support;2010;1708.0;1683.0;41.0;0.0;0.0;26.0;3.0;12.0;;1642.0;349.0;864.0;429.0;;25.0;14.0;;0.0;7.0;4.0
1298;N Renting and other business support;2011;1674.0;1652.0;39.0;0.0;0.0;23.0;4.0;12.0;;1613.0;345.0;868.0;400.0;;23.0;11.0;;0.0;7.0;4.0
1299;N Renting and other business support;2012;1494.0;1466.0;33.0;0.0;0.0;20.0;2.0;11.0;;1433.0;349.0;687.0;397.0;;28.0;15.0;;0.0;9.0;4.0
1300;O-Q Government and care;1987;161.0;101.0;0.0;;0.0;;;;;101.0;55.0;24.0;22.0;;60.0;26.0;;1.0;13.0;20.0
1301;O-Q Government and care;1988;160.0;108.0;0.0;;0.0;;;;;108.0;60.0;23.0;25.0;;52.0;12.0;;1.0;14.0;25.0
1302;O-Q Government and care;1989;168.0;112.0;1.0;;1.0;;;;;111.0;59.0;25.0;27.0;;56.0;12.0;;1.0;17.0;26.0
1303;O-Q Government and care;1990;188.0;123.0;0.0;;0.0;;;;;123.0;62.0;27.0;34.0;;65.0;13.0;;1.0;21.0;30.0
1304;O-Q Government and care;1991;205.0;128.0;3.0;;3.0;;;;;125.0;64.0;28.0;33.0;;77.0;17.0;;1.0;27.0;32.0
1305;O-Q Government and care;1992;231.0;143.0;4.0;;4.0;;;;;139.0;71.0;34.0;34.0;;88.0;17.0;;1.0;29.0;41.0
1306;O-Q Government and care;1993;268.0;164.0;3.0;;3.0;;;;;161.0;88.0;33.0;40.0;;104.0;28.0;;1.0;31.0;44.0
1307;O-Q Government and care;1994;265.0;163.0;1.0;;1.0;;;;;161.0;82.0;37.0;42.0;;102.0;19.0;;1.0;36.0;46.0
1308;O-Q Government and care;1995;342.0;234.0;70.0;60.0;5.0;;5.0;;;164.0;84.0;45.0;35.0;;108.0;16.0;;1.0;41.0;50.0
1309;O-Q Government and care;1996;377.0;278.0;96.0;52.0;5.0;33.0;6.0;;;182.0;90.0;50.0;42.0;;99.0;17.0;;1.0;26.0;55.0
1310;O-Q Government and care;1997;429.0;316.0;124.0;44.0;4.0;70.0;6.0;;;192.0;96.0;56.0;40.0;;113.0;15.0;;2.0;30.0;66.0
1311;O-Q Government and care;1998;464.0;352.0;128.0;46.0;4.0;72.0;6.0;;;224.0;117.0;65.0;42.0;;112.0;19.0;;2.0;31.0;60.0
1312;O-Q Government and care;1999;529.0;412.0;191.0;54.0;3.0;127.0;7.0;;;221.0;101.0;76.0;44.0;;117.0;23.0;;5.0;34.0;55.0
1313;O-Q Government and care;2000;579.0;452.0;217.0;109.0;4.0;93.0;11.0;;;235.0;113.0;79.0;43.0;;127.0;25.0;;7.0;37.0;58.0
1314;O-Q Government and care;2001;572.0;429.0;185.0;91.0;4.0;80.0;10.0;;;243.0;115.0;86.0;42.0;;143.0;27.0;;8.0;35.0;73.0
1315;O-Q Government and care;2002;588.0;443.0;194.0;94.0;7.0;80.0;13.0;;;250.0;126.0;79.0;45.0;;145.0;27.0;;12.0;33.0;73.0
1316;O-Q Government and care;2003;570.0;413.0;149.0;65.0;7.0;63.0;14.0;;;264.0;132.0;84.0;48.0;;157.0;29.0;;10.0;36.0;82.0
1317;O-Q Government and care;2004;610.0;455.0;163.0;51.0;0.0;97.0;15.0;;;292.0;145.0;92.0;55.0;;155.0;32.0;;9.0;33.0;81.0
1318;O-Q Government and care;2005;714.0;553.0;255.0;67.0;0.0;174.0;14.0;;;298.0;143.0;98.0;57.0;;161.0;34.0;;9.0;35.0;83.0
1319;O-Q Government and care;2006;794.0;626.0;320.0;100.0;0.0;206.0;14.0;;;306.0;143.0;108.0;55.0;;168.0;35.0;;11.0;39.0;83.0
1320;O-Q Government and care;2007;802.0;634.0;302.0;98.0;0.0;188.0;16.0;;;332.0;156.0;118.0;58.0;;168.0;37.0;;11.0;36.0;84.0
1321;O-Q Government and care;2008;852.0;690.0;358.0;64.0;0.0;275.0;16.0;1.0;2.0;332.0;166.0;104.0;62.0;;162.0;39.0;;8.0;36.0;79.0
1322;O-Q Government and care;2009;806.0;652.0;341.0;27.0;0.0;291.0;17.0;4.0;2.0;311.0;181.0;66.0;64.0;;154.0;40.0;;8.0;41.0;65.0
1323;O-Q Government and care;2010;815.0;649.0;351.0;24.0;0.0;307.0;18.0;2.0;;298.0;172.0;62.0;64.0;;166.0;40.0;;6.0;40.0;80.0
1324;O-Q Government and care;2011;792.0;621.0;321.0;9.0;0.0;294.0;16.0;2.0;;300.0;170.0;62.0;68.0;;171.0;40.0;;6.0;43.0;82.0
1325;O-Q Government and care;2012;727.0;543.0;256.0;-9.0;0.0;256.0;7.0;2.0;;287.0;168.0;49.0;70.0;;184.0;43.0;;6.0;52.0;84.0
1326;O Public administration and services;1987;83.0;69.0;0.0;;0.0;;;;;69.0;43.0;13.0;13.0;;14.0;5.0;;1.0;4.0;4.0
1327;O Public administration and services;1988;83.0;71.0;0.0;;0.0;;;;;71.0;48.0;12.0;11.0;;12.0;2.0;;1.0;5.0;4.0
1328;O Public administration and services;1989;88.0;75.0;1.0;;1.0;;;;;73.0;46.0;13.0;14.0;;13.0;3.0;;1.0;5.0;4.0
1329;O Public administration and services;1990;95.0;79.0;0.0;;0.0;;;;;79.0;47.0;15.0;17.0;;16.0;2.0;;1.0;8.0;5.0
1330;O Public administration and services;1991;105.0;86.0;3.0;;3.0;;;;;83.0;53.0;15.0;15.0;;19.0;3.0;;1.0;10.0;5.0
1331;O Public administration and services;1992;113.0;92.0;3.0;;3.0;;;;;89.0;55.0;18.0;16.0;;21.0;3.0;;1.0;10.0;7.0
1332;O Public administration and services;1993;132.0;108.0;3.0;;3.0;;;;;105.0;68.0;18.0;19.0;;24.0;6.0;;1.0;10.0;7.0
1333;O Public administration and services;1994;125.0;103.0;1.0;;1.0;;;;;101.0;61.0;20.0;20.0;;22.0;2.0;;1.0;12.0;7.0
1334;O Public administration and services;1995;196.0;170.0;63.0;56.0;4.0;;3.0;;;107.0;65.0;25.0;17.0;;26.0;3.0;;1.0;13.0;9.0
1335;O Public administration and services;1996;206.0;184.0;66.0;49.0;5.0;9.0;3.0;;;118.0;70.0;27.0;21.0;;22.0;3.0;;1.0;9.0;9.0
1336;O Public administration and services;1997;218.0;195.0;66.0;42.0;3.0;18.0;3.0;;;129.0;77.0;30.0;22.0;;23.0;2.0;;2.0;9.0;10.0
1337;O Public administration and services;1998;240.0;217.0;69.0;42.0;3.0;21.0;3.0;;;148.0;91.0;35.0;22.0;;23.0;3.0;;2.0;9.0;9.0
1338;O Public administration and services;1999;267.0;241.0;95.0;53.0;3.0;36.0;3.0;;;146.0;82.0;41.0;23.0;;26.0;4.0;;5.0;10.0;7.0
1339;O Public administration and services;2000;330.0;298.0;145.0;106.0;4.0;30.0;5.0;;;153.0;88.0;43.0;22.0;;32.0;4.0;;7.0;12.0;9.0
1340;O Public administration and services;2001;336.0;290.0;123.0;86.0;4.0;29.0;4.0;;;167.0;99.0;47.0;21.0;;46.0;5.0;;8.0;10.0;23.0
1341;O Public administration and services;2002;343.0;294.0;124.0;87.0;5.0;27.0;5.0;;;170.0;105.0;44.0;21.0;;49.0;5.0;;12.0;10.0;22.0
1342;O Public administration and services;2003;330.0;280.0;99.0;62.0;7.0;24.0;6.0;;;181.0;113.0;45.0;23.0;;50.0;5.0;;10.0;11.0;24.0
1343;O Public administration and services;2004;334.0;286.0;92.0;48.0;0.0;38.0;6.0;;;194.0;119.0;50.0;25.0;;48.0;6.0;;9.0;11.0;22.0
1344;O Public administration and services;2005;391.0;341.0;142.0;64.0;0.0;71.0;7.0;;;199.0;120.0;53.0;26.0;;50.0;6.0;;9.0;11.0;24.0
1345;O Public administration and services;2006;445.0;389.0;185.0;94.0;0.0;85.0;6.0;;;204.0;121.0;58.0;25.0;;56.0;6.0;;11.0;12.0;27.0
1346;O Public administration and services;2007;443.0;387.0;167.0;91.0;0.0;69.0;7.0;;;220.0;130.0;64.0;26.0;;56.0;6.0;;11.0;12.0;27.0
1347;O Public administration and services;2008;437.0;387.0;166.0;59.0;0.0;100.0;7.0;0.0;0.0;221.0;139.0;56.0;26.0;;50.0;6.0;;8.0;13.0;23.0
