ID;CPI;Periods;IndexFiguresTo1DecimalPlace_1;IndexFiguresIntegers_2;WeightingCoefficients_3
572;01113  Bread and rusks;1998 January;;102.0;1080
573;01113  Bread and rusks;1998 February;;102.0;1080
574;01113  Bread and rusks;1998 March;;102.0;1080
575;01113  Bread and rusks;1998 April;;102.0;1080
576;01113  Bread and rusks;1998 May;;102.0;1080
577;01113  Bread and rusks;1998 June;;102.0;1080
578;01113  Bread and rusks;1998 July;;102.0;1080
579;01113  Bread and rusks;1998 August;;102.0;1080
580;01113  Bread and rusks;1998 September;;103.0;1080
581;01113  Bread and rusks;1998 October;;103.0;1080
582;01113  Bread and rusks;1998 November;;104.0;1080
583;01113  Bread and rusks;1998 December;;103.0;1080
584;01113  Bread and rusks;1998;;102.0;1080
585;01113  Bread and rusks;1999 January;;103.0;1080
586;01113  Bread and rusks;1999 February;;104.0;1080
587;01113  Bread and rusks;1999 March;;104.0;1080
588;01113  Bread and rusks;1999 April;;104.0;1080
589;01113  Bread and rusks;1999 May;;104.0;1080
590;01113  Bread and rusks;1999 June;;105.0;1080
591;01113  Bread and rusks;1999 July;;105.0;1080
592;01113  Bread and rusks;1999 August;;105.0;1080
593;01113  Bread and rusks;1999 September;;105.0;1080
594;01113  Bread and rusks;1999 October;;105.0;1080
595;01113  Bread and rusks;1999 November;;105.0;1080
596;01113  Bread and rusks;1999 December;;105.0;1080
597;01113  Bread and rusks;1999;;105.0;1080
598;01113  Bread and rusks;2000 January;;105.0;1080
599;01113  Bread and rusks;2000 February;;106.0;1080
600;01113  Bread and rusks;2000 March;;106.0;1080
601;01113  Bread and rusks;2000 April;;105.0;1080
602;01113  Bread and rusks;2000 May;;106.0;1080
603;01113  Bread and rusks;2000 June;;106.0;1080
604;01113  Bread and rusks;2000 July;;106.0;1080
605;01113  Bread and rusks;2000 August;;106.0;1080
606;01113  Bread and rusks;2000 September;;107.0;1080
607;01113  Bread and rusks;2000 October;;108.0;1080
608;01113  Bread and rusks;2000 November;;108.0;1080
609;01113  Bread and rusks;2000 December;;109.0;1080
610;01113  Bread and rusks;2000;;106.0;1080
611;01113  Bread and rusks;2001 January;;109.0;1080
612;01113  Bread and rusks;2001 February;;109.0;1080
613;01113  Bread and rusks;2001 March;;110.0;1080
614;01113  Bread and rusks;2001 April;;110.0;1080
615;01113  Bread and rusks;2001 May;;110.0;1080
616;01113  Bread and rusks;2001 June;;110.0;1080
617;01113  Bread and rusks;2001 July;;111.0;1080
618;01113  Bread and rusks;2001 August;;111.0;1080
619;01113  Bread and rusks;2001 September;;111.0;1080
620;01113  Bread and rusks;2001 October;;111.0;1080
621;01113  Bread and rusks;2001 November;;111.0;1080
622;01113  Bread and rusks;2001 December;;112.0;1080
623;01113  Bread and rusks;2001;;111.0;1080
624;01113  Bread and rusks;2002 January;;112.0;1080
625;01113  Bread and rusks;2002 February;;113.0;1080
626;01113  Bread and rusks;2002 March;;113.0;1080
627;01113  Bread and rusks;2002 April;;113.0;1080
628;01113  Bread and rusks;2002 May;;114.0;1080
629;01113  Bread and rusks;2002 June;;114.0;1080
630;01113  Bread and rusks;2002 July;;114.0;1080
631;01113  Bread and rusks;2002 August;;115.0;1080
632;01113  Bread and rusks;2002 September;;114.0;1080
633;01113  Bread and rusks;2002 October;;115.0;1080
634;01113  Bread and rusks;2002 November;;115.0;1080
635;01113  Bread and rusks;2002 December;;115.0;1080
636;01113  Bread and rusks;2002;;114.0;1080
637;01114  (Salt) biscuits, pastry;1996 January;;100.0;1034
638;01114  (Salt) biscuits, pastry;1996 February;;100.0;1034
639;01114  (Salt) biscuits, pastry;1996 March;;100.0;1034
640;01114  (Salt) biscuits, pastry;1996 April;;100.0;1034
641;01114  (Salt) biscuits, pastry;1996 May;;100.0;1034
642;01114  (Salt) biscuits, pastry;1996 June;;100.0;1034
643;01114  (Salt) biscuits, pastry;1996 July;;100.0;1034
644;01114  (Salt) biscuits, pastry;1996 August;;100.0;1034
645;01114  (Salt) biscuits, pastry;1996 September;;101.0;1034
646;01114  (Salt) biscuits, pastry;1996 October;;100.0;1034
647;01114  (Salt) biscuits, pastry;1996 November;;101.0;1034
648;01114  (Salt) biscuits, pastry;1996 December;;101.0;1034
649;01114  (Salt) biscuits, pastry;1996;;100.0;1034
650;01114  (Salt) biscuits, pastry;1997 January;;101.0;1034
651;01114  (Salt) biscuits, pastry;1997 February;;101.0;1034
652;01114  (Salt) biscuits, pastry;1997 March;;101.0;1034
653;01114  (Salt) biscuits, pastry;1997 April;;100.0;1034
654;01114  (Salt) biscuits, pastry;1997 May;;101.0;1034
655;01114  (Salt) biscuits, pastry;1997 June;;100.0;1034
656;01114  (Salt) biscuits, pastry;1997 July;;101.0;1034
657;01114  (Salt) biscuits, pastry;1997 August;;101.0;1034
658;01114  (Salt) biscuits, pastry;1997 September;;102.0;1034
659;01114  (Salt) biscuits, pastry;1997 October;;102.0;1034
660;01114  (Salt) biscuits, pastry;1997 November;;101.0;1034
661;01114  (Salt) biscuits, pastry;1997 December;;102.0;1034
662;01114  (Salt) biscuits, pastry;1997;;101.0;1034
663;01114  (Salt) biscuits, pastry;1998 January;;101.0;1034
664;01114  (Salt) biscuits, pastry;1998 February;;101.0;1034
665;01114  (Salt) biscuits, pastry;1998 March;;101.0;1034
666;01114  (Salt) biscuits, pastry;1998 April;;101.0;1034
667;01114  (Salt) biscuits, pastry;1998 May;;102.0;1034
668;01114  (Salt) biscuits, pastry;1998 June;;102.0;1034
669;01114  (Salt) biscuits, pastry;1998 July;;102.0;1034
670;01114  (Salt) biscuits, pastry;1998 August;;102.0;1034
671;01114  (Salt) biscuits, pastry;1998 September;;102.0;1034
672;01114  (Salt) biscuits, pastry;1998 October;;101.0;1034
673;01114  (Salt) biscuits, pastry;1998 November;;102.0;1034
674;01114  (Salt) biscuits, pastry;1998 December;;102.0;1034
675;01114  (Salt) biscuits, pastry;1998;;102.0;1034
676;01114  (Salt) biscuits, pastry;1999 January;;102.0;1034
677;01114  (Salt) biscuits, pastry;1999 February;;103.0;1034
678;01114  (Salt) biscuits, pastry;1999 March;;103.0;1034
679;01114  (Salt) biscuits, pastry;1999 April;;103.0;1034
680;01114  (Salt) biscuits, pastry;1999 May;;103.0;1034
681;01114  (Salt) biscuits, pastry;1999 June;;103.0;1034
682;01114  (Salt) biscuits, pastry;1999 July;;104.0;1034
683;01114  (Salt) biscuits, pastry;1999 August;;104.0;1034
684;01114  (Salt) biscuits, pastry;1999 September;;104.0;1034
685;01114  (Salt) biscuits, pastry;1999 October;;103.0;1034
686;01114  (Salt) biscuits, pastry;1999 November;;104.0;1034
687;01114  (Salt) biscuits, pastry;1999 December;;104.0;1034
688;01114  (Salt) biscuits, pastry;1999;;103.0;1034
689;01114  (Salt) biscuits, pastry;2000 January;;104.0;1034
690;01114  (Salt) biscuits, pastry;2000 February;;104.0;1034
691;01114  (Salt) biscuits, pastry;2000 March;;104.0;1034
692;01114  (Salt) biscuits, pastry;2000 April;;104.0;1034
693;01114  (Salt) biscuits, pastry;2000 May;;104.0;1034
694;01114  (Salt) biscuits, pastry;2000 June;;104.0;1034
695;01114  (Salt) biscuits, pastry;2000 July;;104.0;1034
696;01114  (Salt) biscuits, pastry;2000 August;;105.0;1034
697;01114  (Salt) biscuits, pastry;2000 September;;105.0;1034
698;01114  (Salt) biscuits, pastry;2000 October;;106.0;1034
699;01114  (Salt) biscuits, pastry;2000 November;;106.0;1034
700;01114  (Salt) biscuits, pastry;2000 December;;106.0;1034
701;01114  (Salt) biscuits, pastry;2000;;105.0;1034
702;01114  (Salt) biscuits, pastry;2001 January;;107.0;1034
703;01114  (Salt) biscuits, pastry;2001 February;;108.0;1034
704;01114  (Salt) biscuits, pastry;2001 March;;108.0;1034
705;01114  (Salt) biscuits, pastry;2001 April;;109.0;1034
706;01114  (Salt) biscuits, pastry;2001 May;;109.0;1034
707;01114  (Salt) biscuits, pastry;2001 June;;109.0;1034
708;01114  (Salt) biscuits, pastry;2001 July;;110.0;1034
709;01114  (Salt) biscuits, pastry;2001 August;;110.0;1034
710;01114  (Salt) biscuits, pastry;2001 September;;110.0;1034
711;01114  (Salt) biscuits, pastry;2001 October;;110.0;1034
712;01114  (Salt) biscuits, pastry;2001 November;;110.0;1034
713;01114  (Salt) biscuits, pastry;2001 December;;111.0;1034
714;01114  (Salt) biscuits, pastry;2001;;109.0;1034
715;01114  (Salt) biscuits, pastry;2002 January;;112.0;1034
716;01114  (Salt) biscuits, pastry;2002 February;;111.0;1034
717;01114  (Salt) biscuits, pastry;2002 March;;112.0;1034
718;01114  (Salt) biscuits, pastry;2002 April;;113.0;1034
719;01114  (Salt) biscuits, pastry;2002 May;;113.0;1034
720;01114  (Salt) biscuits, pastry;2002 June;;113.0;1034
721;01114  (Salt) biscuits, pastry;2002 July;;113.0;1034
722;01114  (Salt) biscuits, pastry;2002 August;;113.0;1034
723;01114  (Salt) biscuits, pastry;2002 September;;113.0;1034
724;01114  (Salt) biscuits, pastry;2002 October;;113.0;1034
725;01114  (Salt) biscuits, pastry;2002 November;;113.0;1034
726;01114  (Salt) biscuits, pastry;2002 December;;113.0;1034
727;01114  (Salt) biscuits, pastry;2002;;113.0;1034
728;01115  Pasta;1996 January;;101.0;51
729;01115  Pasta;1996 February;;100.0;51
730;01115  Pasta;1996 March;;100.0;51
731;01115  Pasta;1996 April;;100.0;51
732;01115  Pasta;1996 May;;100.0;51
733;01115  Pasta;1996 June;;102.0;51
734;01115  Pasta;1996 July;;102.0;51
735;01115  Pasta;1996 August;;101.0;51
736;01115  Pasta;1996 September;;100.0;51
737;01115  Pasta;1996 October;;101.0;51
738;01115  Pasta;1996 November;;101.0;51
739;01115  Pasta;1996 December;;101.0;51
740;01115  Pasta;1996;;101.0;51
741;01115  Pasta;1997 January;;102.0;51
742;01115  Pasta;1997 February;;101.0;51
743;01115  Pasta;1997 March;;101.0;51
744;01115  Pasta;1997 April;;101.0;51
745;01115  Pasta;1997 May;;101.0;51
746;01115  Pasta;1997 June;;101.0;51
747;01115  Pasta;1997 July;;101.0;51
748;01115  Pasta;1997 August;;100.0;51
749;01115  Pasta;1997 September;;99.0;51
750;01115  Pasta;1997 October;;99.0;51
751;01115  Pasta;1997 November;;99.0;51
752;01115  Pasta;1997 December;;101.0;51
753;01115  Pasta;1997;;100.0;51
754;01115  Pasta;1998 January;;99.0;51
755;01115  Pasta;1998 February;;100.0;51
756;01115  Pasta;1998 March;;100.0;51
757;01115  Pasta;1998 April;;99.0;51
758;01115  Pasta;1998 May;;99.0;51
759;01115  Pasta;1998 June;;98.0;51
760;01115  Pasta;1998 July;;97.0;51
761;01115  Pasta;1998 August;;96.0;51
762;01115  Pasta;1998 September;;96.0;51
763;01115  Pasta;1998 October;;95.0;51
764;01115  Pasta;1998 November;;95.0;51
765;01115  Pasta;1998 December;;96.0;51
766;01115  Pasta;1998;;98.0;51
767;01115  Pasta;1999 January;;96.0;51
768;01115  Pasta;1999 February;;93.0;51
769;01115  Pasta;1999 March;;93.0;51
770;01115  Pasta;1999 April;;92.0;51
771;01115  Pasta;1999 May;;92.0;51
772;01115  Pasta;1999 June;;92.0;51
773;01115  Pasta;1999 July;;92.0;51
774;01115  Pasta;1999 August;;92.0;51
775;01115  Pasta;1999 September;;91.0;51
776;01115  Pasta;1999 October;;92.0;51
777;01115  Pasta;1999 November;;92.0;51
778;01115  Pasta;1999 December;;91.0;51
779;01115  Pasta;1999;;92.0;51
780;01115  Pasta;2000 January;;89.0;51
781;01115  Pasta;2000 February;;84.0;51
782;01115  Pasta;2000 March;;84.0;51
783;01115  Pasta;2000 April;;84.0;51
784;01115  Pasta;2000 May;;84.0;51
785;01115  Pasta;2000 June;;85.0;51
786;01115  Pasta;2000 July;;85.0;51
787;01115  Pasta;2000 August;;85.0;51
788;01115  Pasta;2000 September;;84.0;51
789;01115  Pasta;2000 October;;84.0;51
790;01115  Pasta;2000 November;;86.0;51
791;01115  Pasta;2000 December;;86.0;51
792;01115  Pasta;2000;;85.0;51
793;01115  Pasta;2001 January;;91.0;51
794;01115  Pasta;2001 February;;92.0;51
795;01115  Pasta;2001 March;;93.0;51
796;01115  Pasta;2001 April;;93.0;51
797;01115  Pasta;2001 May;;94.0;51
798;01115  Pasta;2001 June;;93.0;51
799;01115  Pasta;2001 July;;94.0;51
800;01115  Pasta;2001 August;;95.0;51
801;01115  Pasta;2001 September;;95.0;51
802;01115  Pasta;2001 October;;95.0;51
803;01115  Pasta;2001 November;;95.0;51
804;01115  Pasta;2001 December;;96.0;51
805;01115  Pasta;2001;;94.0;51
806;01115  Pasta;2002 January;;96.0;51
807;01115  Pasta;2002 February;;96.0;51
808;01115  Pasta;2002 March;;95.0;51
809;01115  Pasta;2002 April;;97.0;51
810;01115  Pasta;2002 May;;97.0;51
811;01115  Pasta;2002 June;;99.0;51
812;01115  Pasta;2002 July;;99.0;51
813;01115  Pasta;2002 August;;100.0;51
814;01115  Pasta;2002 September;;99.0;51
815;01115  Pasta;2002 October;;99.0;51
816;01115  Pasta;2002 November;;99.0;51
817;01115  Pasta;2002 December;;99.0;51
818;01115  Pasta;2002;;98.0;51
819;01116  Instant (breakfast) cereals;1996 January;;102.0;72
820;01116  Instant (breakfast) cereals;1996 February;;102.0;72
821;01116  Instant (breakfast) cereals;1996 March;;102.0;72
822;01116  Instant (breakfast) cereals;1996 April;;102.0;72
823;01116  Instant (breakfast) cereals;1996 May;;102.0;72
824;01116  Instant (breakfast) cereals;1996 June;;103.0;72
825;01116  Instant (breakfast) cereals;1996 July;;103.0;72
826;01116  Instant (breakfast) cereals;1996 August;;102.0;72
827;01116  Instant (breakfast) cereals;1996 September;;103.0;72
828;01116  Instant (breakfast) cereals;1996 October;;104.0;72
829;01116  Instant (breakfast) cereals;1996 November;;104.0;72
830;01116  Instant (breakfast) cereals;1996 December;;104.0;72
831;01116  Instant (breakfast) cereals;1996;;103.0;72
832;01116  Instant (breakfast) cereals;1997 January;;105.0;72
833;01116  Instant (breakfast) cereals;1997 February;;105.0;72
834;01116  Instant (breakfast) cereals;1997 March;;105.0;72
835;01116  Instant (breakfast) cereals;1997 April;;105.0;72
836;01116  Instant (breakfast) cereals;1997 May;;107.0;72
837;01116  Instant (breakfast) cereals;1997 June;;109.0;72
838;01116  Instant (breakfast) cereals;1997 July;;110.0;72
839;01116  Instant (breakfast) cereals;1997 August;;110.0;72
840;01116  Instant (breakfast) cereals;1997 September;;110.0;72
841;01116  Instant (breakfast) cereals;1997 October;;110.0;72
842;01116  Instant (breakfast) cereals;1997 November;;111.0;72
843;01116  Instant (breakfast) cereals;1997 December;;111.0;72
844;01116  Instant (breakfast) cereals;1997;;108.0;72
845;01116  Instant (breakfast) cereals;1998 January;;111.0;72
846;01116  Instant (breakfast) cereals;1998 February;;111.0;72
847;01116  Instant (breakfast) cereals;1998 March;;114.0;72
848;01116  Instant (breakfast) cereals;1998 April;;116.0;72
849;01116  Instant (breakfast) cereals;1998 May;;117.0;72
850;01116  Instant (breakfast) cereals;1998 June;;118.0;72
851;01116  Instant (breakfast) cereals;1998 July;;118.0;72
852;01116  Instant (breakfast) cereals;1998 August;;120.0;72
853;01116  Instant (breakfast) cereals;1998 September;;120.0;72
854;01116  Instant (breakfast) cereals;1998 October;;119.0;72
855;01116  Instant (breakfast) cereals;1998 November;;119.0;72
856;01116  Instant (breakfast) cereals;1998 December;;119.0;72
857;01116  Instant (breakfast) cereals;1998;;117.0;72
858;01116  Instant (breakfast) cereals;1999 January;;119.0;72
859;01116  Instant (breakfast) cereals;1999 February;;119.0;72
860;01116  Instant (breakfast) cereals;1999 March;;119.0;72
861;01116  Instant (breakfast) cereals;1999 April;;119.0;72
862;01116  Instant (breakfast) cereals;1999 May;;119.0;72
863;01116  Instant (breakfast) cereals;1999 June;;119.0;72
864;01116  Instant (breakfast) cereals;1999 July;;120.0;72
865;01116  Instant (breakfast) cereals;1999 August;;120.0;72
866;01116  Instant (breakfast) cereals;1999 September;;119.0;72
867;01116  Instant (breakfast) cereals;1999 October;;119.0;72
868;01116  Instant (breakfast) cereals;1999 November;;120.0;72
869;01116  Instant (breakfast) cereals;1999 December;;121.0;72
870;01116  Instant (breakfast) cereals;1999;;119.0;72
871;01116  Instant (breakfast) cereals;2000 January;;120.0;72
872;01116  Instant (breakfast) cereals;2000 February;;120.0;72
873;01116  Instant (breakfast) cereals;2000 March;;120.0;72
874;01116  Instant (breakfast) cereals;2000 April;;120.0;72
875;01116  Instant (breakfast) cereals;2000 May;;123.0;72
876;01116  Instant (breakfast) cereals;2000 June;;124.0;72
877;01116  Instant (breakfast) cereals;2000 July;;124.0;72
878;01116  Instant (breakfast) cereals;2000 August;;124.0;72
879;01116  Instant (breakfast) cereals;2000 September;;124.0;72
880;01116  Instant (breakfast) cereals;2000 October;;124.0;72
881;01116  Instant (breakfast) cereals;2000 November;;125.0;72
882;01116  Instant (breakfast) cereals;2000 December;;126.0;72
883;01116  Instant (breakfast) cereals;2000;;123.0;72
884;01116  Instant (breakfast) cereals;2001 January;;129.0;72
885;01116  Instant (breakfast) cereals;2001 February;;130.0;72
886;01116  Instant (breakfast) cereals;2001 March;;130.0;72
887;01116  Instant (breakfast) cereals;2001 April;;131.0;72
888;01116  Instant (breakfast) cereals;2001 May;;131.0;72
889;01116  Instant (breakfast) cereals;2001 June;;131.0;72
890;01116  Instant (breakfast) cereals;2001 July;;131.0;72
891;01116  Instant (breakfast) cereals;2001 August;;130.0;72
892;01116  Instant (breakfast) cereals;2001 September;;132.0;72
893;01116  Instant (breakfast) cereals;2001 October;;132.0;72
894;01116  Instant (breakfast) cereals;2001 November;;131.0;72
895;01116  Instant (breakfast) cereals;2001 December;;132.0;72
