ID;LeeftijdMoeder;Perioden;TotaalLevendgeborenen_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKinderen_5;TotaalUitGehuwdeMoeders_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKinderen_10;TotaalUitNietGehuwdeMoeders_11;k_1eKind_12;k_2eKind_13;k_3eKind_14;k_4eOfVolgendeKinderen_15;TotaalDoodgeborenen24_16;k_1eKind_17;k_2eKind_18;k_3eKind_19;k_4eOfVolgendeKinderen_20
253;17;2008;346;338;8;0;0;24;24;0;0;0;322;314;8;0;0;3.0;1.0;2.0;0.0;0.0
254;17;2009;382;362;19;1;0;39;36;3;0;0;343;326;16;1;0;4.0;4.0;0.0;0.0;0.0
255;17;2010;310;306;4;0;0;27;25;2;0;0;283;281;2;0;0;1.0;1.0;0.0;0.0;0.0
256;17;2011;300;292;7;1;0;24;22;2;0;0;276;270;5;1;0;0.0;0.0;0.0;0.0;0.0
257;17;2012;298;292;6;0;0;24;23;1;0;0;274;269;5;0;0;5.0;5.0;0.0;0.0;0.0
258;17;2013;235;234;1;0;0;27;27;0;0;0;208;207;1;0;0;1.0;1.0;0.0;0.0;0.0
259;17;2014;229;220;9;0;0;21;20;1;0;0;208;200;8;0;0;1.0;1.0;0.0;0.0;0.0
260;18;1950;1458;1331;117;10;0;1244;1126;110;8;0;214;205;7;2;0;;;;;
261;18;1951;1597;1443;144;10;0;1402;1254;139;9;0;195;189;5;1;0;;;;;
262;18;1952;1644;1481;156;7;0;1441;1286;151;4;0;203;195;5;3;0;;;;;
263;18;1953;1598;1446;145;7;0;1399;1254;138;7;0;199;192;7;0;0;;;;;
264;18;1954;1492;1324;162;6;0;1301;1139;156;6;0;191;185;6;0;0;;;;;
265;18;1955;1633;1459;165;9;0;1491;1320;162;9;0;142;139;3;0;0;;;;;
266;18;1956;1669;1496;167;6;0;1457;1294;157;6;0;212;202;10;0;0;;;;;
267;18;1957;1742;1561;172;9;0;1558;1382;167;9;0;184;179;5;0;0;;;;;
268;18;1958;1864;1664;189;11;0;1669;1482;178;9;0;195;182;11;2;0;;;;;
269;18;1959;2039;1798;219;22;0;1790;1564;206;20;0;249;234;13;2;0;;;;;
270;18;1960;2186;1911;254;21;0;1947;1680;246;21;0;239;231;8;0;0;;;;;
271;18;1961;2523;2204;305;12;2;2217;1907;297;11;2;306;297;8;1;0;;;;;
272;18;1962;2788;2430;334;24;0;2474;2129;321;24;0;314;301;13;0;0;;;;;
273;18;1963;3010;2606;383;21;0;2681;2287;373;21;0;329;319;10;0;0;;;;;
274;18;1964;3291;2851;415;23;2;2953;2521;407;23;2;338;330;8;0;0;;;;;
275;18;1965;4091;3580;486;24;1;3661;3162;474;24;1;430;418;12;0;0;;;;;
276;18;1966;3672;3220;432;18;2;3258;2820;419;17;2;414;400;13;1;0;;;;;
277;18;1967;3625;3214;394;17;0;3196;2800;380;16;0;429;414;14;1;0;;;;;
278;18;1968;3480;3081;386;13;0;3072;2686;373;13;0;408;395;13;0;0;;;;;
279;18;1969;3606;3222;369;14;1;3134;2764;355;14;1;472;458;14;0;0;;;;;
280;18;1970;3676;3292;364;18;2;3199;2833;346;18;2;477;459;18;0;0;;;;;
281;18;1971;3628;3264;346;15;3;3218;2875;326;14;3;410;389;20;1;0;;;;;
282;18;1972;3171;2857;304;9;1;2803;2501;293;9;0;368;356;11;0;1;;;;;
283;18;1973;2908;2654;250;3;1;2556;2310;242;3;1;352;344;8;0;0;;;;;
284;18;1974;2440;2201;233;6;0;2146;1920;222;4;0;294;281;11;2;0;;;;;
285;18;1975;2087;1874;202;11;0;1803;1603;190;10;0;284;271;12;1;0;;;;;
286;18;1976;1852;1639;209;4;0;1527;1333;191;3;0;325;306;18;1;0;;;;;
287;18;1977;1744;1555;181;8;0;1404;1228;169;7;0;340;327;12;1;0;;;;;
288;18;1978;1672;1503;158;11;0;1307;1165;134;8;0;365;338;24;3;0;;;;;
289;18;1979;1529;1360;163;5;1;1173;1022;147;4;0;356;338;16;1;1;;;;;
290;18;1980;1626;1446;169;10;1;1199;1044;146;9;0;427;402;23;1;1;;;;;
291;18;1981;1596;1425;166;5;0;1188;1037;147;4;0;408;388;19;1;0;;;;;
292;18;1982;1472;1302;168;2;0;1004;861;142;1;0;468;441;26;1;0;;;;;
293;18;1983;1353;1186;159;8;0;883;749;127;7;0;470;437;32;1;0;;;;;
294;18;1984;1229;1104;123;2;0;791;691;98;2;0;438;413;25;0;0;;;;;
295;18;1985;1111;987;114;10;0;678;576;95;7;0;433;411;19;3;0;;;;;
296;18;1986;1108;999;102;6;1;694;604;83;6;1;414;395;19;0;0;;;;;
297;18;1987;1144;1030;108;5;1;692;596;90;5;1;452;434;18;0;0;;;;;
298;18;1988;1201;1064;133;2;2;719;604;113;1;1;482;460;20;1;1;;;;;
299;18;1989;1202;1088;107;6;1;708;624;81;3;0;494;464;26;3;1;;;;;
300;18;1990;1193;1076;109;8;0;724;632;88;4;0;469;444;21;4;0;;;;;
301;18;1991;1172;1063;101;7;1;689;602;82;5;0;483;461;19;2;1;;;;;
302;18;1992;1051;941;105;5;0;627;545;78;4;0;424;396;27;1;0;;;;;
303;18;1993;995;888;101;5;1;539;458;78;2;1;456;430;23;3;0;;;;;
304;18;1994;854;759;85;10;0;440;372;63;5;0;414;387;22;5;0;;;;;
305;18;1995;701;615;82;4;0;322;265;54;3;0;379;350;28;1;0;4.0;4.0;0.0;0.0;0.0
306;18;1996;726;678;46;2;0;250;233;17;0;0;476;445;29;2;0;5.0;5.0;0.0;0.0;0.0
307;18;1997;721;665;52;4;0;245;221;22;2;0;476;444;30;2;0;7.0;7.0;0.0;0.0;0.0
308;18;1998;736;673;63;0;0;221;199;22;0;0;515;474;41;0;0;10.0;10.0;0.0;0.0;0.0
309;18;1999;838;783;52;3;0;191;177;14;0;0;647;606;38;3;0;6.0;6.0;0.0;0.0;0.0
310;18;2000;878;801;75;2;0;205;183;22;0;0;673;618;53;2;0;6.0;6.0;0.0;0.0;0.0
311;18;2001;957;863;87;7;0;170;154;15;1;0;787;709;72;6;0;4.0;4.0;0.0;0.0;0.0
312;18;2002;977;880;93;4;0;168;147;20;1;0;809;733;73;3;0;10.0;8.0;2.0;0.0;0.0
313;18;2003;941;847;91;3;0;156;140;16;0;0;785;707;75;3;0;6.0;3.0;3.0;0.0;0.0
314;18;2004;836;748;81;6;1;136;121;14;0;1;700;627;67;6;0;4.0;3.0;1.0;0.0;0.0
315;18;2005;726;679;46;1;0;110;100;10;0;0;616;579;36;1;0;5.0;5.0;0.0;0.0;0.0
316;18;2006;691;652;39;0;0;84;76;8;0;0;607;576;31;0;0;6.0;6.0;0.0;0.0;0.0
317;18;2007;676;636;39;1;0;75;71;3;1;0;601;565;36;0;0;2.0;2.0;0.0;0.0;0.0
318;18;2008;757;700;55;2;0;80;74;6;0;0;677;626;49;2;0;5.0;4.0;1.0;0.0;0.0
319;18;2009;763;715;47;1;0;83;68;15;0;0;680;647;32;1;0;7.0;7.0;0.0;0.0;0.0
320;18;2010;730;682;46;2;0;68;62;6;0;0;662;620;40;2;0;2.0;2.0;0.0;0.0;0.0
321;18;2011;674;634;39;1;0;87;77;10;0;0;587;557;29;1;0;6.0;6.0;0.0;0.0;0.0
322;18;2012;638;603;35;0;0;60;57;3;0;0;578;546;32;0;0;0.0;0.0;0.0;0.0;0.0
323;18;2013;544;519;25;0;0;59;54;5;0;0;485;465;20;0;0;0.0;0.0;0.0;0.0;0.0
324;18;2014;494;466;28;0;0;47;43;4;0;0;447;423;24;0;0;4.0;4.0;0.0;0.0;0.0
325;19;1950;2660;2187;422;46;5;2389;1928;410;46;5;271;259;12;0;0;;;;;
326;19;1951;2812;2325;442;41;4;2576;2099;433;40;4;236;226;9;1;0;;;;;
327;19;1952;2969;2476;447;43;3;2686;2208;432;43;3;283;268;15;0;0;;;;;
328;19;1953;2763;2253;473;37;0;2544;2044;463;37;0;219;209;10;0;0;;;;;
329;19;1954;2744;2258;437;45;4;2523;2049;426;44;4;221;209;11;1;0;;;;;
330;19;1955;2871;2364;467;37;3;2658;2167;452;36;3;213;197;15;1;0;;;;;
331;19;1956;2939;2405;483;48;3;2744;2221;472;48;3;195;184;11;0;0;;;;;
332;19;1957;3119;2574;499;44;2;2897;2365;487;43;2;222;209;12;1;0;;;;;
333;19;1958;3152;2579;519;49;5;2917;2358;508;46;5;235;221;11;3;0;;;;;
334;19;1959;3384;2746;576;53;9;3106;2485;560;52;9;278;261;16;1;0;;;;;
335;19;1960;3568;2847;643;69;9;3309;2612;621;67;9;259;235;22;2;0;;;;;
336;19;1961;3853;3102;671;74;6;3572;2842;654;70;6;281;260;17;4;0;;;;;
337;19;1962;4392;3545;746;95;6;4053;3233;721;93;6;339;312;25;2;0;;;;;
338;19;1963;5049;4021;920;101;7;4707;3708;894;98;7;342;313;26;3;0;;;;;
339;19;1964;5061;4042;900;111;8;4689;3696;877;108;8;372;346;23;3;0;;;;;
340;19;1965;5577;4520;939;110;8;5178;4155;908;107;8;399;365;31;3;0;;;;;
341;19;1966;6691;5439;1131;111;10;6190;4990;1085;105;10;501;449;46;6;0;;;;;
342;19;1967;6503;5368;1022;105;8;5948;4871;971;99;7;555;497;51;6;1;;;;;
343;19;1968;5781;4760;940;78;3;5330;4347;903;77;3;451;413;37;1;0;;;;;
344;19;1969;5851;4822;947;74;8;5348;4354;914;72;8;503;468;33;2;0;;;;;
345;19;1970;5713;4771;869;62;11;5241;4340;831;60;10;472;431;38;2;1;;;;;
346;19;1971;5629;4657;903;58;11;5208;4266;875;57;10;421;391;28;1;1;;;;;
347;19;1972;5109;4238;819;50;2;4712;3870;793;48;1;397;368;26;2;1;;;;;
348;19;1973;4415;3663;718;31;3;4071;3347;693;28;3;344;316;25;3;0;;;;;
349;19;1974;4170;3469;655;45;1;3846;3168;634;43;1;324;301;21;2;0;;;;;
350;19;1975;3508;2875;598;33;2;3163;2571;563;28;1;345;304;35;5;1;;;;;
351;19;1976;3325;2726;567;31;1;2945;2394;526;24;1;380;332;41;7;0;;;;;
352;19;1977;2855;2383;442;27;3;2483;2047;407;26;3;372;336;35;1;0;;;;;
353;19;1978;2653;2176;436;37;4;2257;1815;408;32;2;396;361;28;5;2;;;;;
354;19;1979;2628;2139;456;32;1;2195;1754;411;29;1;433;385;45;3;0;;;;;
355;19;1980;2731;2268;434;28;1;2217;1806;384;27;0;514;462;50;1;1;;;;;
356;19;1981;2670;2186;460;24;0;2161;1738;401;22;0;509;448;59;2;0;;;;;
357;19;1982;2397;1923;442;31;1;1830;1421;384;25;0;567;502;58;6;1;;;;;
358;19;1983;2368;1924;415;27;2;1684;1303;355;26;0;684;621;60;1;2;;;;;
359;19;1984;2283;1883;376;23;1;1612;1287;307;17;1;671;596;69;6;0;;;;;
360;19;1985;2103;1752;317;34;0;1433;1157;247;29;0;670;595;70;5;0;;;;;
361;19;1986;1952;1617;305;25;5;1246;994;230;21;1;706;623;75;4;4;;;;;
362;19;1987;1870;1561;280;29;0;1225;968;234;23;0;645;593;46;6;0;;;;;
363;19;1988;1995;1662;314;17;2;1275;1018;244;12;1;720;644;70;5;1;;;;;
364;19;1989;2051;1770;264;15;2;1300;1077;206;15;2;751;693;58;0;0;;;;;
365;19;1990;2201;1906;276;19;0;1387;1159;213;15;0;814;747;63;4;0;;;;;
366;19;1991;2051;1755;275;20;1;1279;1058;203;18;0;772;697;72;2;1;;;;;
367;19;1992;1831;1559;255;16;1;1153;940;201;11;1;678;619;54;5;0;;;;;
368;19;1993;1662;1424;219;17;2;1065;886;165;12;2;597;538;54;5;0;;;;;
369;19;1994;1574;1354;200;19;1;976;823;142;11;0;598;531;58;8;1;;;;;
370;19;1995;1349;1143;183;22;1;722;586;123;13;0;627;557;60;9;1;12.0;11.0;1.0;0.0;0.0
371;19;1996;1241;1072;159;8;2;602;503;93;5;1;639;569;66;3;1;12.0;12.0;0.0;0.0;0.0
372;19;1997;1417;1257;152;8;0;715;623;87;5;0;702;634;65;3;0;8.0;8.0;0.0;0.0;0.0
373;19;1998;1466;1314;144;7;1;678;597;77;4;0;788;717;67;3;1;13.0;13.0;0.0;0.0;0.0
374;19;1999;1526;1360;157;9;0;687;620;66;1;0;839;740;91;8;0;15.0;13.0;2.0;0.0;0.0
375;19;2000;1673;1490;176;7;0;630;565;63;2;0;1043;925;113;5;0;12.0;10.0;2.0;0.0;0.0
376;19;2001;1677;1490;170;15;2;595;538;53;4;0;1082;952;117;11;2;21.0;19.0;2.0;0.0;0.0
377;19;2002;1703;1490;191;18;4;541;484;49;5;3;1162;1006;142;13;1;14.0;11.0;3.0;0.0;0.0
378;19;2003;1614;1417;181;16;0;503;452;46;5;0;1111;965;135;11;0;7.0;3.0;4.0;0.0;0.0
379;19;2004;1501;1299;193;9;0;454;402;50;2;0;1047;897;143;7;0;4.0;4.0;0.0;0.0;0.0
380;19;2005;1456;1276;166;14;0;380;337;40;3;0;1076;939;126;11;0;7.0;4.0;3.0;0.0;0.0
381;19;2006;1290;1132;147;11;0;236;208;28;0;0;1054;924;119;11;0;10.0;10.0;0.0;0.0;0.0
382;19;2007;1283;1156;122;5;0;233;208;25;0;0;1050;948;97;5;0;13.0;12.0;1.0;0.0;0.0
383;19;2008;1257;1121;131;4;1;198;166;30;1;1;1059;955;101;3;0;1.0;1.0;0.0;0.0;0.0
384;19;2009;1297;1151;136;7;3;183;148;33;2;0;1114;1003;103;5;3;9.0;8.0;1.0;0.0;0.0
385;19;2010;1321;1179;130;12;0;213;181;27;5;0;1108;998;103;7;0;7.0;6.0;1.0;0.0;0.0
386;19;2011;1220;1093;120;7;0;189;154;32;3;0;1031;939;88;4;0;8.0;6.0;2.0;0.0;0.0
387;19;2012;1097;989;103;5;0;164;136;26;2;0;933;853;77;3;0;4.0;4.0;0.0;0.0;0.0
388;19;2013;965;877;85;3;0;156;132;23;1;0;809;745;62;2;0;1.0;0.0;0.0;1.0;0.0
389;19;2014;938;845;90;3;0;131;107;23;1;0;807;738;67;2;0;0.0;0.0;0.0;0.0;0.0
390;20;1950;3836;2816;866;139;15;3541;2541;848;138;14;295;275;18;1;1;;;;;
391;20;1951;4306;3238;905;140;23;4021;2972;887;139;23;285;266;18;1;0;;;;;
392;20;1952;4387;3301;925;138;23;4125;3068;900;134;23;262;233;25;4;0;;;;;
393;20;1953;4149;3113;874;144;18;3897;2877;859;143;18;252;236;15;1;0;;;;;
394;20;1954;4168;3095;909;148;16;3925;2876;891;142;16;243;219;18;6;0;;;;;
395;20;1955;4179;3102;905;157;15;3962;2896;895;156;15;217;206;10;1;0;;;;;
396;20;1956;4284;3172;942;147;23;4056;2958;929;146;23;228;214;13;1;0;;;;;
397;20;1957;4485;3376;948;145;16;4267;3169;937;145;16;218;207;11;0;0;;;;;
398;20;1958;4681;3481;992;191;17;4465;3284;975;189;17;216;197;17;2;0;;;;;
399;20;1959;4904;3698;1024;168;14;4639;3455;1006;165;13;265;243;18;3;1;;;;;
400;20;1960;5183;3866;1120;174;23;4876;3589;1094;170;23;307;277;26;4;0;;;;;
401;20;1961;5716;4290;1190;204;32;5421;4023;1165;202;31;295;267;25;2;1;;;;;
402;20;1962;5943;4316;1368;224;35;5632;4028;1346;223;35;311;288;22;1;0;;;;;
403;20;1963;6716;4977;1472;236;31;6366;4663;1439;233;31;350;314;33;3;0;;;;;
404;20;1964;7585;5581;1707;261;36;7215;5255;1665;259;36;370;326;42;2;0;;;;;
405;20;1965;7513;5624;1611;245;33;7099;5256;1568;242;33;414;368;43;3;0;;;;;
406;20;1966;8177;6186;1728;234;29;7766;5824;1682;231;29;411;362;46;3;0;;;;;
407;20;1967;10070;7672;2117;249;32;9544;7205;2061;246;32;526;467;56;3;0;;;;;
408;20;1968;9167;6969;1953;220;25;8730;6579;1910;216;25;437;390;43;4;0;;;;;
409;20;1969;9129;6939;1968;208;14;8627;6489;1920;204;14;502;450;48;4;0;;;;;
410;20;1970;8385;6445;1768;161;11;7964;6063;1733;157;11;421;382;35;4;0;;;;;
411;20;1971;7842;5974;1674;174;20;7452;5632;1641;159;20;390;342;33;15;0;;;;;
412;20;1972;7500;5662;1677;144;17;7164;5357;1649;141;17;336;305;28;3;0;;;;;
413;20;1973;6668;5092;1460;104;12;6371;4826;1434;99;12;297;266;26;5;0;;;;;
414;20;1974;6247;4814;1351;77;5;5912;4524;1310;73;5;335;290;41;4;0;;;;;
415;20;1975;5639;4269;1280;84;6;5331;4004;1240;81;6;308;265;40;3;0;;;;;
416;20;1976;5323;4006;1213;93;11;4979;3723;1160;85;11;344;283;53;8;0;;;;;
417;20;1977;4645;3594;982;67;2;4255;3267;927;59;2;390;327;55;8;0;;;;;
418;20;1978;4571;3527;958;80;6;4138;3161;897;75;5;433;366;61;5;1;;;;;
419;20;1979;4290;3307;893;83;7;3846;2924;839;77;6;444;383;54;6;1;;;;;
420;20;1980;4356;3332;935;80;9;3838;2900;859;70;9;518;432;76;10;0;;;;;
421;20;1981;4094;3126;879;81;8;3501;2616;804;73;8;593;510;75;8;0;;;;;
422;20;1982;3930;3075;756;94;5;3209;2469;653;82;5;721;606;103;12;0;;;;;
423;20;1983;3787;2929;777;79;2;2996;2244;678;72;2;791;685;99;7;0;;;;;
424;20;1984;3673;2899;673;91;10;2791;2150;557;75;9;882;749;116;16;1;;;;;
425;20;1985;3325;2581;663;73;8;2527;1895;562;63;7;798;686;101;10;1;;;;;
426;20;1986;3225;2539;613;67;6;2388;1832;494;57;5;837;707;119;10;1;;;;;
427;20;1987;2710;2144;508;50;8;1961;1510;408;37;6;749;634;100;13;2;;;;;
428;20;1988;2791;2218;510;58;5;1966;1507;407;47;5;825;711;103;11;0;;;;;
429;20;1989;3058;2423;567;57;11;2119;1616;446;47;10;939;807;121;10;1;;;;;
430;20;1990;3064;2506;500;50;8;2068;1611;404;46;7;996;895;96;4;1;;;;;
431;20;1991;3049;2481;516;48;4;1974;1539;396;38;1;1075;942;120;10;3;;;;;
432;20;1992;2775;2219;490;58;8;1858;1423;388;41;6;917;796;102;17;2;;;;;
433;20;1993;2466;1981;430;54;1;1615;1249;320;45;1;851;732;110;9;0;;;;;
434;20;1994;2318;1850;407;55;6;1496;1141;304;45;6;822;709;103;10;0;;;;;
435;20;1995;1982;1560;366;50;6;1199;899;260;37;3;783;661;106;13;3;16.0;15.0;1.0;0.0;0.0
436;20;1996;1858;1506;328;24;0;1032;783;234;15;0;826;723;94;9;0;17.0;17.0;0.0;0.0;0.0
437;20;1997;1956;1616;307;30;3;1065;847;196;21;1;891;769;111;9;2;12.0;12.0;0.0;0.0;0.0
438;20;1998;2032;1668;330;31;3;1051;826;204;18;3;981;842;126;13;0;10.0;9.0;1.0;0.0;0.0
439;20;1999;2096;1735;333;28;0;1025;828;183;14;0;1071;907;150;14;0;18.0;15.0;2.0;1.0;0.0
440;20;2000;2256;1885;342;24;5;1018;824;181;13;0;1238;1061;161;11;5;15.0;15.0;0.0;0.0;0.0
441;20;2001;2247;1858;364;23;2;1034;847;179;8;0;1213;1011;185;15;2;16.0;13.0;2.0;1.0;0.0
442;20;2002;2334;1930;369;34;1;977;808;154;15;0;1357;1122;215;19;1;17.0;13.0;4.0;0.0;0.0
443;20;2003;2203;1811;355;34;3;866;732;122;11;1;1337;1079;233;23;2;17.0;11.0;6.0;0.0;0.0
444;20;2004;2152;1788;338;22;4;851;710;135;5;1;1301;1078;203;17;3;18.0;16.0;2.0;0.0;0.0
445;20;2005;2061;1709;320;30;2;744;625;110;8;1;1317;1084;210;22;1;11.0;9.0;2.0;0.0;0.0
446;20;2006;1928;1607;292;25;4;570;459;103;8;0;1358;1148;189;17;4;12.0;11.0;1.0;0.0;0.0
447;20;2007;1850;1520;309;20;1;397;320;67;10;0;1453;1200;242;10;1;8.0;7.0;1.0;0.0;0.0
448;20;2008;1782;1515;248;17;2;384;298;81;5;0;1398;1217;167;12;2;8.0;2.0;5.0;1.0;0.0
449;20;2009;1823;1575;228;16;4;380;319;56;4;1;1443;1256;172;12;3;11.0;10.0;1.0;0.0;0.0
450;20;2010;1782;1525;235;21;1;398;331;59;8;0;1384;1194;176;13;1;6.0;6.0;0.0;0.0;0.0
451;20;2011;1714;1446;246;20;2;379;310;60;8;1;1335;1136;186;12;1;11.0;8.0;3.0;0.0;0.0
452;20;2012;1659;1403;233;21;2;350;272;70;7;1;1309;1131;163;14;1;6.0;4.0;1.0;0.0;1.0
453;20;2013;1522;1270;239;13;0;308;241;63;4;0;1214;1029;176;9;0;9.0;7.0;2.0;0.0;0.0
454;20;2014;1448;1224;210;13;1;296;232;61;3;0;1152;992;149;10;1;9.0;8.0;1.0;0.0;0.0
455;21;1950;5541;3635;1508;348;50;5273;3401;1479;343;50;268;234;29;5;0;;;;;
456;21;1951;5702;3809;1507;322;64;5444;3591;1470;319;64;258;218;37;3;0;;;;;
457;21;1952;6044;4142;1500;338;64;5790;3924;1470;333;63;254;218;30;5;1;;;;;
458;21;1953;5852;3942;1512;326;72;5612;3719;1503;319;71;240;223;9;7;1;;;;;
459;21;1954;5833;3875;1547;346;65;5596;3670;1522;340;64;237;205;25;6;1;;;;;
460;21;1955;5684;3806;1477;338;63;5488;3632;1459;334;63;196;174;18;4;0;;;;;
461;21;1956;5994;4169;1424;337;64;5765;3963;1402;337;63;229;206;22;0;1;;;;;
462;21;1957;6216;4263;1549;338;66;5983;4061;1524;333;65;233;202;25;5;1;;;;;
463;21;1958;6573;4573;1604;327;69;6330;4361;1580;320;69;243;212;24;7;0;;;;;
464;21;1959;6800;4673;1724;336;67;6536;4447;1692;332;65;264;226;32;4;2;;;;;
465;21;1960;7155;4919;1789;381;66;6918;4715;1768;372;63;237;204;21;9;3;;;;;
466;21;1961;7893;5472;1917;426;78;7619;5245;1883;417;74;274;227;34;9;4;;;;;
467;21;1962;8412;5825;2092;408;87;8136;5584;2063;403;86;276;241;29;5;1;;;;;
468;21;1963;8702;6025;2148;442;87;8411;5778;2117;432;84;291;247;31;10;3;;;;;
469;21;1964;9623;6647;2406;481;89;9242;6325;2362;467;88;381;322;44;14;1;;;;;
470;21;1965;10620;7480;2545;507;88;10240;7158;2506;490;86;380;322;39;17;2;;;;;
471;21;1966;10970;7850;2589;456;75;10579;7517;2546;443;73;391;333;43;13;2;;;;;
472;21;1967;11616;8378;2747;424;67;11220;8038;2704;412;66;396;340;43;12;1;;;;;
473;21;1968;14021;10083;3374;493;71;13546;9676;3322;479;69;475;407;52;14;2;;;;;
474;21;1969;13402;9462;3400;474;66;12922;9042;3353;463;64;480;420;47;11;2;;;;;
475;21;1970;12087;8585;3061;395;46;11697;8254;3018;382;43;390;331;43;13;3;;;;;
476;21;1971;10863;7728;2744;349;42;10506;7437;2693;338;38;357;291;51;11;4;;;;;
477;21;1972;10290;7334;2644;278;34;9996;7086;2607;270;33;294;248;37;8;1;;;;;
478;21;1973;9579;6819;2532;206;22;9293;6585;2489;198;21;286;234;43;8;1;;;;;
479;21;1974;8888;6315;2360;195;18;8628;6102;2320;190;16;260;213;40;5;2;;;;;
480;21;1975;8178;5818;2176;165;19;7914;5614;2125;157;18;264;204;51;8;1;;;;;
481;21;1976;7911;5583;2115;191;22;7604;5341;2063;180;20;307;242;52;11;2;;;;;
482;21;1977;7357;5241;1928;165;23;6967;4923;1864;160;20;390;318;64;5;3;;;;;
483;21;1978;6944;5062;1704;165;13;6589;4780;1644;153;12;355;282;60;12;1;;;;;
484;21;1979;6697;4894;1611;176;16;6309;4594;1542;159;14;388;300;69;17;2;;;;;
485;21;1980;6551;4828;1527;167;29;6012;4392;1442;153;25;539;436;85;14;4;;;;;
486;21;1981;6326;4586;1497;215;28;5747;4131;1388;202;26;579;455;109;13;2;;;;;
487;21;1982;5672;4101;1368;184;19;5005;3551;1264;172;18;667;550;104;12;1;;;;;
488;21;1983;5662;4183;1311;146;22;4865;3519;1193;134;19;797;664;118;12;3;;;;;
489;21;1984;5533;4107;1233;161;32;4647;3400;1074;142;31;886;707;159;19;1;;;;;
490;21;1985;5194;3833;1181;157;23;4258;3081;1013;141;23;936;752;168;16;0;;;;;
491;21;1986;4838;3535;1123;157;23;3949;2837;963;131;18;889;698;160;26;5;;;;;
492;21;1987;4555;3359;1034;137;25;3614;2628;853;111;22;941;731;181;26;3;;;;;
493;21;1988;3999;2993;875;115;16;3033;2241;684;95;13;966;752;191;20;3;;;;;
494;21;1989;4033;3068;838;106;21;3017;2242;675;86;14;1016;826;163;20;7;;;;;
495;21;1990;4226;3204;871;131;20;3129;2281;718;111;19;1097;923;153;20;1;;;;;
496;21;1991;4106;3045;954;97;10;2949;2100;755;86;8;1157;945;199;11;2;;;;;
497;21;1992;3702;2662;927;103;10;2604;1788;726;83;7;1098;874;201;20;3;;;;;
498;21;1993;3460;2559;804;89;8;2409;1695;642;67;5;1051;864;162;22;3;;;;;
499;21;1994;3207;2363;747;84;13;2212;1533;598;73;8;995;830;149;11;5;;;;;
500;21;1995;2938;2142;695;87;14;1909;1310;526;64;9;1029;832;169;23;5;21.0;18.0;1.0;2.0;0.0
501;21;1996;2528;1858;607;59;4;1549;1061;441;44;3;979;797;166;15;1;28.0;22.0;5.0;1.0;0.0
502;21;1997;2667;2015;583;65;4;1564;1107;410;46;1;1103;908;173;19;3;21.0;18.0;2.0;1.0;0.0
503;21;1998;2597;2009;528;55;5;1496;1094;360;39;3;1101;915;168;16;2;29.0;25.0;4.0;0.0;0.0
504;21;1999;2734;2089;582;54;9;1490;1076;377;32;5;1244;1013;205;22;4;15.0;13.0;2.0;0.0;0.0
505;21;2000;2983;2296;619;62;6;1604;1185;388;28;3;1379;1111;231;34;3;22.0;20.0;1.0;1.0;0.0
506;21;2001;3026;2369;571;78;8;1514;1151;325;37;1;1512;1218;246;41;7;18.0;11.0;5.0;1.0;1.0
507;21;2002;2990;2336;589;62;3;1500;1161;309;29;1;1490;1175;280;33;2;22.0;20.0;1.0;1.0;0.0
508;21;2003;2903;2254;577;66;6;1397;1069;299;27;2;1506;1185;278;39;4;17.0;10.0;7.0;0.0;0.0
509;21;2004;2855;2187;607;55;6;1318;1023;271;23;1;1537;1164;336;32;5;16.0;10.0;6.0;0.0;0.0
510;21;2005;2808;2144;590;69;5;1159;874;255;29;1;1649;1270;335;40;4;24.0;19.0;5.0;0.0;0.0
511;21;2006;2649;2043;536;64;6;989;732;227;28;2;1660;1311;309;36;4;20.0;19.0;1.0;0.0;0.0
512;21;2007;2668;2056;544;61;7;903;666;222;13;2;1765;1390;322;48;5;11.0;8.0;2.0;1.0;0.0
513;21;2008;2528;1970;491;60;7;769;569;180;20;0;1759;1401;311;40;7;10.0;4.0;6.0;0.0;0.0
514;21;2009;2577;2013;509;53;2;721;547;161;11;2;1856;1466;348;42;0;11.0;11.0;0.0;0.0;0.0
515;21;2010;2561;2026;473;56;6;794;624;149;18;3;1767;1402;324;38;3;7.0;7.0;0.0;0.0;0.0
516;21;2011;2472;1928;489;49;6;748;566;164;14;4;1724;1362;325;35;2;7.0;7.0;0.0;0.0;0.0
517;21;2012;2268;1792;434;39;3;679;517;148;11;3;1589;1275;286;28;0;8.0;7.0;1.0;0.0;0.0
518;21;2013;2217;1763;396;54;4;655;506;130;17;2;1562;1257;266;37;2;8.0;7.0;1.0;0.0;0.0
519;21;2014;2086;1635;406;41;4;577;441;117;18;1;1509;1194;289;23;3;9.0;8.0;1.0;0.0;0.0
520;22;1950;7345;4430;2117;656;142;7109;4229;2090;653;137;236;201;27;3;5;;;;;
521;22;1951;7674;4754;2119;663;138;7451;4570;2089;655;137;223;184;30;8;1;;;;;
522;22;1952;7830;5052;2011;582;185;7616;4876;1983;574;183;214;176;28;8;2;;;;;
