ID;HerkomstBestemming;Perioden;CO2_1;N2O_2;CH4_3;BroeikasgasEquivalent_4;NOx_5;SO2_6;NH3_7;ZuurEquivalent_8;CFK12Equivalent_9;CO_10;NMVOS_11;PM10_12;FijnStofEquivalent_13
560;25 Metaalproductenindustrie;1998;445.0;0.0;0.0;447.0;0.7;0.0;0.0;0.0;0.0;0.5;15.5;0.3;0.3
561;25 Metaalproductenindustrie;1999;501.0;0.0;0.0;503.0;0.7;0.0;0.0;0.0;0.0;0.5;16.8;0.5;0.5
562;25 Metaalproductenindustrie;2000;468.0;0.0;0.0;469.0;0.7;0.0;0.0;0.0;0.0;0.5;8.9;0.7;0.7
563;25 Metaalproductenindustrie;2001;485.0;0.0;0.0;487.0;0.7;0.0;0.0;0.0;0.0;0.4;9.7;0.6;0.6
564;25 Metaalproductenindustrie;2002;497.0;0.0;0.0;498.0;0.9;0.0;0.0;0.0;0.0;0.8;8.4;0.6;0.6
565;25 Metaalproductenindustrie;2003;454.0;0.0;0.0;455.0;0.7;0.0;0.0;0.0;0.0;0.7;7.1;0.6;0.6
566;25 Metaalproductenindustrie;2004;445.0;0.0;0.0;447.0;0.6;0.0;0.0;0.0;0.0;0.6;7.0;0.6;0.6
567;25 Metaalproductenindustrie;2005;445.0;0.0;0.0;446.0;0.7;0.0;0.0;0.0;0.0;0.6;6.9;0.5;0.5
568;25 Metaalproductenindustrie;2006;418.0;0.0;0.0;420.0;0.7;0.0;0.0;0.0;0.0;0.6;6.5;0.5;0.5
569;25 Metaalproductenindustrie;2007;421.0;0.0;0.0;423.0;0.7;0.0;0.0;0.0;0.0;0.6;6.9;0.5;0.5
570;25 Metaalproductenindustrie;2008;399.0;0.0;0.1;402.0;0.7;0.0;0.0;0.0;0.0;0.4;6.6;0.5;0.5
571;25 Metaalproductenindustrie;2009;423.0;0.0;0.1;426.0;0.7;0.0;0.0;0.0;0.0;0.4;5.8;0.4;0.4
572;25 Metaalproductenindustrie;2010;453.0;0.0;0.1;456.0;0.7;0.0;0.0;0.0;0.0;0.5;6.0;0.4;0.4
573;25 Metaalproductenindustrie;2011;392.0;0.0;0.1;396.0;0.6;0.0;0.0;0.0;0.0;0.5;6.0;0.4;0.4
574;25 Metaalproductenindustrie;2012;447.0;0.0;0.1;451.0;0.6;0.0;0.0;0.0;0.0;0.5;5.6;0.4;0.4
575;25 Metaalproductenindustrie;2013;442.0;0.0;0.1;446.0;0.6;0.0;0.0;0.0;0.0;0.5;5.5;0.4;0.4
576;26-27 Elektrische en elektron. Industrie;1990;373.0;0.0;0.0;392.0;1.9;0.4;0.0;0.1;37.8;0.6;1.1;0.1;0.1
577;26-27 Elektrische en elektron. Industrie;1991;477.0;0.0;0.0;495.0;0.9;0.3;0.0;0.0;30.9;0.5;1.1;0.1;0.1
578;26-27 Elektrische en elektron. Industrie;1992;480.0;0.0;0.0;499.0;1.9;0.3;0.0;0.1;24.1;0.5;1.0;0.1;0.1
579;26-27 Elektrische en elektron. Industrie;1993;457.0;0.0;0.0;478.0;1.0;0.2;0.0;0.0;17.2;0.4;0.9;0.1;0.1
580;26-27 Elektrische en elektron. Industrie;1994;451.0;0.0;0.0;475.0;0.8;0.0;0.0;0.0;10.3;0.3;0.8;0.1;0.1
581;26-27 Elektrische en elektron. Industrie;1995;413.0;0.0;0.0;451.0;0.6;0.2;0.0;0.0;3.5;0.3;0.9;0.0;0.0
582;26-27 Elektrische en elektron. Industrie;1996;372.0;0.0;0.0;418.0;0.4;0.7;0.0;0.0;2.6;0.2;0.7;0.1;0.1
583;26-27 Elektrische en elektron. Industrie;1997;344.0;0.0;0.0;394.0;0.8;1.7;0.0;0.1;1.7;0.2;0.6;0.0;0.0
584;26-27 Elektrische en elektron. Industrie;1998;359.0;0.0;0.0;411.0;0.5;2.3;0.0;0.1;0.9;0.2;0.4;0.0;0.0
585;26-27 Elektrische en elektron. Industrie;1999;340.0;0.0;0.0;371.0;0.3;1.8;0.0;0.1;0.0;0.6;0.0;0.0;0.0
586;26-27 Elektrische en elektron. Industrie;2000;347.0;0.0;0.0;541.0;0.4;0.0;0.0;0.0;0.0;0.2;0.6;0.0;0.0
587;26-27 Elektrische en elektron. Industrie;2001;316.0;0.0;0.0;480.0;0.4;0.1;0.0;0.0;0.0;1.0;0.5;0.0;0.0
588;26-27 Elektrische en elektron. Industrie;2002;289.0;0.0;0.0;409.0;0.3;0.0;0.0;0.0;0.0;0.2;0.4;0.0;0.0
589;26-27 Elektrische en elektron. Industrie;2003;284.0;0.0;0.0;465.0;0.3;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0
590;26-27 Elektrische en elektron. Industrie;2004;305.0;0.0;0.0;485.0;0.3;0.2;0.0;0.0;0.0;1.1;0.2;0.0;0.0
591;26-27 Elektrische en elektron. Industrie;2005;307.0;0.0;0.0;487.0;0.3;0.2;0.0;0.0;0.0;1.3;0.3;0.0;0.0
592;26-27 Elektrische en elektron. Industrie;2006;288.0;0.0;0.0;484.0;0.3;0.1;0.0;0.0;0.0;1.0;0.3;0.0;0.0
593;26-27 Elektrische en elektron. Industrie;2007;271.0;0.0;0.0;494.0;0.2;0.1;0.0;0.0;0.0;0.9;0.3;0.0;0.0
594;26-27 Elektrische en elektron. Industrie;2008;263.0;0.0;0.0;444.0;0.2;0.2;0.0;0.0;0.0;1.1;0.3;0.1;0.1
595;26-27 Elektrische en elektron. Industrie;2009;335.0;0.0;0.1;463.0;0.3;0.2;0.0;0.0;0.0;1.0;0.3;0.1;0.1
596;26-27 Elektrische en elektron. Industrie;2010;336.0;0.0;0.0;490.0;0.3;0.2;0.0;0.0;0.0;1.1;0.2;0.1;0.1
597;26-27 Elektrische en elektron. Industrie;2011;287.0;0.0;0.0;390.0;0.5;0.3;0.0;0.0;0.0;1.1;0.2;0.0;0.0
598;26-27 Elektrische en elektron. Industrie;2012;236.0;0.0;0.0;377.0;0.4;0.2;0.0;0.0;0.0;0.1;0.2;0.0;0.0
599;26-27 Elektrische en elektron. Industrie;2013;225.0;0.0;0.0;335.0;0.4;0.2;0.0;0.0;0.0;0.1;0.2;0.0;0.0
600;26 Elektrotechnische industrie;1990;227.0;0.0;0.0;246.0;1.8;0.2;0.0;0.0;29.4;0.5;0.6;0.0;0.0
601;26 Elektrotechnische industrie;1991;289.0;0.0;0.0;306.0;0.8;0.2;0.0;0.0;24.2;0.5;0.5;0.0;0.0
602;26 Elektrotechnische industrie;1992;290.0;0.0;0.0;309.0;1.7;0.2;0.0;0.0;19.0;0.4;0.5;0.0;0.0
603;26 Elektrotechnische industrie;1993;277.0;0.0;0.0;297.0;0.9;0.1;0.0;0.0;13.8;0.3;0.5;0.0;0.0
604;26 Elektrotechnische industrie;1994;273.0;0.0;0.0;296.0;0.7;0.0;0.0;0.0;8.7;0.3;0.4;0.0;0.0
605;26 Elektrotechnische industrie;1995;247.0;0.0;0.0;285.0;0.4;0.1;0.0;0.0;3.5;0.2;0.5;0.0;0.0
606;26 Elektrotechnische industrie;1996;225.0;0.0;0.0;270.0;0.3;0.2;0.0;0.0;2.6;0.2;0.4;0.0;0.0
607;26 Elektrotechnische industrie;1997;205.0;0.0;0.0;254.0;0.6;0.6;0.0;0.0;1.7;0.1;0.3;0.0;0.0
608;26 Elektrotechnische industrie;1998;209.0;0.0;0.0;261.0;0.4;0.8;0.0;0.0;0.9;0.1;0.2;0.0;0.0
609;26 Elektrotechnische industrie;1999;181.0;0.0;0.0;211.0;0.2;0.7;0.0;0.0;0.0;0.6;0.0;0.0;0.0
610;26 Elektrotechnische industrie;2000;189.0;0.0;0.0;383.0;0.3;0.0;0.0;0.0;0.0;0.2;0.3;0.0;0.0
611;26 Elektrotechnische industrie;2001;179.0;0.0;0.0;342.0;0.2;0.0;0.0;0.0;0.0;0.4;0.3;0.0;0.0
612;26 Elektrotechnische industrie;2002;167.0;0.0;0.0;287.0;0.2;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0
613;26 Elektrotechnische industrie;2003;158.0;0.0;0.0;339.0;0.2;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0
614;26 Elektrotechnische industrie;2004;162.0;0.0;0.0;342.0;0.2;0.1;0.0;0.0;0.0;0.4;0.2;0.0;0.0
615;26 Elektrotechnische industrie;2005;164.0;0.0;0.0;343.0;0.2;0.1;0.0;0.0;0.0;0.5;0.2;0.0;0.0
616;26 Elektrotechnische industrie;2006;143.0;0.0;0.0;339.0;0.1;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0
617;26 Elektrotechnische industrie;2007;92.0;0.0;0.0;314.0;0.1;0.0;0.0;0.0;0.0;0.3;0.2;0.0;0.0
618;26 Elektrotechnische industrie;2008;82.0;0.0;0.0;263.0;0.1;0.1;0.0;0.0;0.0;0.4;0.2;0.0;0.0
619;26 Elektrotechnische industrie;2009;154.0;0.0;0.0;281.0;0.1;0.1;0.0;0.0;0.0;0.4;0.2;0.0;0.0
620;26 Elektrotechnische industrie;2010;161.0;0.0;0.0;314.0;0.2;0.1;0.0;0.0;0.0;0.4;0.1;0.0;0.0
621;26 Elektrotechnische industrie;2011;107.0;0.0;0.0;209.0;0.2;0.1;0.0;0.0;0.0;0.4;0.1;0.0;0.0
622;26 Elektrotechnische industrie;2012;60.0;0.0;0.0;200.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0
623;26 Elektrotechnische industrie;2013;61.0;0.0;0.0;169.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0
624;27 Elektrische apparatenindustrie;1990;147.0;0.0;0.0;147.0;0.2;0.2;0.0;0.0;8.4;0.1;0.6;0.0;0.0
625;27 Elektrische apparatenindustrie;1991;188.0;0.0;0.0;189.0;0.1;0.1;0.0;0.0;6.7;0.1;0.5;0.0;0.0
626;27 Elektrische apparatenindustrie;1992;189.0;0.0;0.0;190.0;0.2;0.1;0.0;0.0;5.0;0.1;0.5;0.0;0.0
627;27 Elektrische apparatenindustrie;1993;180.0;0.0;0.0;181.0;0.1;0.1;0.0;0.0;3.3;0.1;0.4;0.0;0.0
628;27 Elektrische apparatenindustrie;1994;178.0;0.0;0.0;179.0;0.1;0.0;0.0;0.0;1.7;0.1;0.4;0.0;0.0
629;27 Elektrische apparatenindustrie;1995;166.0;0.0;0.0;166.0;0.1;0.1;0.0;0.0;0.0;0.1;0.4;0.0;0.0
630;27 Elektrische apparatenindustrie;1996;148.0;0.0;0.0;148.0;0.1;0.4;0.0;0.0;0.0;0.1;0.3;0.0;0.0
631;27 Elektrische apparatenindustrie;1997;139.0;0.0;0.0;140.0;0.2;1.1;0.0;0.0;0.0;0.1;0.3;0.0;0.0
632;27 Elektrische apparatenindustrie;1998;150.0;0.0;0.0;151.0;0.1;1.5;0.0;0.0;0.0;0.1;0.2;0.0;0.0
633;27 Elektrische apparatenindustrie;1999;160.0;0.0;0.0;160.0;0.1;1.2;0.0;0.0;0.0;0.1;0.0;0.0;0.0
634;27 Elektrische apparatenindustrie;2000;157.0;0.0;0.0;158.0;0.1;0.0;0.0;0.0;0.0;0.1;0.3;0.0;0.0
635;27 Elektrische apparatenindustrie;2001;137.0;0.0;0.0;138.0;0.1;0.1;0.0;0.0;0.0;0.6;0.2;0.0;0.0
636;27 Elektrische apparatenindustrie;2002;122.0;0.0;0.0;122.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
637;27 Elektrische apparatenindustrie;2003;126.0;0.0;0.0;126.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
638;27 Elektrische apparatenindustrie;2004;143.0;0.0;0.0;143.0;0.1;0.1;0.0;0.0;0.0;0.7;0.1;0.0;0.0
639;27 Elektrische apparatenindustrie;2005;143.0;0.0;0.0;144.0;0.1;0.1;0.0;0.0;0.0;0.9;0.1;0.0;0.0
640;27 Elektrische apparatenindustrie;2006;145.0;0.0;0.0;145.0;0.1;0.1;0.0;0.0;0.0;0.7;0.1;0.0;0.0
641;27 Elektrische apparatenindustrie;2007;180.0;0.0;0.0;180.0;0.1;0.1;0.0;0.0;0.0;0.6;0.1;0.0;0.0
642;27 Elektrische apparatenindustrie;2008;180.0;0.0;0.0;181.0;0.2;0.1;0.0;0.0;0.0;0.7;0.1;0.0;0.0
643;27 Elektrische apparatenindustrie;2009;181.0;0.0;0.0;182.0;0.2;0.1;0.0;0.0;0.0;0.7;0.1;0.0;0.0
644;27 Elektrische apparatenindustrie;2010;175.0;0.0;0.0;176.0;0.2;0.1;0.0;0.0;0.0;0.7;0.1;0.0;0.0
645;27 Elektrische apparatenindustrie;2011;180.0;0.0;0.0;181.0;0.3;0.2;0.0;0.0;0.0;0.7;0.1;0.0;0.0
646;27 Elektrische apparatenindustrie;2012;176.0;0.0;0.0;177.0;0.3;0.2;0.0;0.0;0.0;0.1;0.1;0.0;0.0
647;27 Elektrische apparatenindustrie;2013;165.0;0.0;0.0;166.0;0.2;0.2;0.0;0.0;0.0;0.1;0.1;0.0;0.0
648;28 Machine-industrie;1990;238.0;0.0;0.0;239.0;0.9;0.5;0.0;0.0;14.7;0.4;1.4;0.1;0.1
649;28 Machine-industrie;1991;297.0;0.0;0.0;298.0;0.5;0.4;0.0;0.0;11.8;0.4;1.3;0.1;0.1
650;28 Machine-industrie;1992;299.0;0.0;0.0;300.0;0.7;0.4;0.0;0.0;8.8;0.4;1.2;0.1;0.1
651;28 Machine-industrie;1993;286.0;0.0;0.0;287.0;0.9;0.3;0.0;0.0;5.9;0.4;1.0;0.1;0.1
652;28 Machine-industrie;1994;284.0;0.0;0.0;284.0;0.7;0.2;0.0;0.0;2.9;0.4;0.9;0.1;0.1
653;28 Machine-industrie;1995;269.0;0.0;0.0;270.0;0.7;0.2;0.0;0.0;0.0;0.4;1.0;0.1;0.1
654;28 Machine-industrie;1996;319.0;0.0;0.0;320.0;0.8;0.4;0.0;0.0;0.0;0.4;1.0;0.1;0.1
655;28 Machine-industrie;1997;293.0;0.0;0.0;294.0;0.5;0.1;0.0;0.0;0.0;0.3;0.3;0.0;0.0
656;28 Machine-industrie;1998;309.0;0.0;0.0;310.0;0.5;0.4;0.0;0.0;0.0;0.3;0.9;0.1;0.1
657;28 Machine-industrie;1999;314.0;0.0;0.0;315.0;0.5;0.1;0.0;0.0;0.0;0.3;0.3;0.0;0.0
658;28 Machine-industrie;2000;296.0;0.0;0.0;296.0;0.4;0.0;0.0;0.0;0.0;0.3;0.7;0.0;0.0
659;28 Machine-industrie;2001;282.0;0.0;0.0;283.0;0.5;0.2;0.0;0.0;0.0;1.3;0.5;0.1;0.1
660;28 Machine-industrie;2002;267.0;0.0;0.0;268.0;0.4;0.0;0.0;0.0;0.0;0.2;0.4;0.0;0.0
661;28 Machine-industrie;2003;266.0;0.0;0.0;267.0;0.3;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0
662;28 Machine-industrie;2004;246.0;0.0;0.0;247.0;0.4;0.2;0.0;0.0;0.0;1.3;0.2;0.0;0.0
663;28 Machine-industrie;2005;251.0;0.0;0.0;252.0;0.4;0.2;0.0;0.0;0.0;1.6;0.3;0.0;0.0
664;28 Machine-industrie;2006;262.0;0.0;0.0;263.0;0.4;0.2;0.0;0.0;0.0;1.3;0.3;0.0;0.0
665;28 Machine-industrie;2007;254.0;0.0;0.0;255.0;0.4;0.2;0.0;0.0;0.0;1.1;0.3;0.0;0.0
666;28 Machine-industrie;2008;296.0;0.0;0.0;298.0;0.5;0.2;0.0;0.0;0.0;1.4;0.3;0.1;0.1
667;28 Machine-industrie;2009;289.0;0.0;0.1;292.0;0.5;0.2;0.0;0.0;0.0;1.3;0.3;0.1;0.1
668;28 Machine-industrie;2010;283.0;0.0;0.0;286.0;0.5;0.3;0.0;0.0;0.0;1.4;0.3;0.1;0.1
669;28 Machine-industrie;2011;220.0;0.0;0.0;222.0;0.7;0.3;0.0;0.0;0.0;1.3;0.4;0.1;0.1
670;28 Machine-industrie;2012;256.0;0.0;0.0;259.0;0.6;0.3;0.0;0.0;0.0;0.2;0.3;0.0;0.0
671;28 Machine-industrie;2013;253.0;0.0;0.1;256.0;0.6;0.3;0.0;0.0;0.0;0.2;0.3;0.1;0.1
672;29-30 Transportmiddelenindustrie;1990;263.0;0.0;0.0;264.0;2.3;1.3;0.0;0.1;0.0;1.3;6.9;0.6;0.6
673;29-30 Transportmiddelenindustrie;1991;230.0;0.0;0.0;231.0;1.0;0.0;0.0;0.0;0.0;0.9;6.4;0.4;0.4
674;29-30 Transportmiddelenindustrie;1992;231.0;0.0;0.0;232.0;1.4;0.0;0.0;0.0;0.0;0.8;5.9;0.3;0.3
675;29-30 Transportmiddelenindustrie;1993;220.0;0.0;0.0;221.0;1.2;0.0;0.0;0.0;0.1;0.8;5.4;0.2;0.2
676;29-30 Transportmiddelenindustrie;1994;216.0;0.0;0.0;217.0;0.5;0.0;0.0;0.0;0.1;0.7;4.9;0.1;0.1
677;29-30 Transportmiddelenindustrie;1995;193.0;0.0;0.0;194.0;0.5;0.0;0.0;0.0;0.1;0.7;4.5;0.0;0.0
678;29-30 Transportmiddelenindustrie;1996;198.0;0.0;0.0;199.0;0.5;0.0;0.0;0.0;0.1;0.9;3.1;0.0;0.0
679;29-30 Transportmiddelenindustrie;1997;196.0;0.0;0.0;196.0;0.3;0.1;0.0;0.0;0.0;0.7;3.4;0.0;0.0
680;29-30 Transportmiddelenindustrie;1998;191.0;0.0;0.0;191.0;0.3;0.2;0.0;0.0;0.0;0.1;3.3;0.0;0.0
681;29-30 Transportmiddelenindustrie;1999;176.0;0.0;0.0;176.0;0.2;0.0;0.0;0.0;0.0;0.1;3.8;0.0;0.0
682;29-30 Transportmiddelenindustrie;2000;184.0;0.0;0.0;184.0;0.2;0.0;0.0;0.0;0.0;0.2;4.8;0.0;0.0
683;29-30 Transportmiddelenindustrie;2001;195.0;0.0;0.0;196.0;0.3;0.0;0.0;0.0;6.4;0.1;3.3;0.0;0.0
684;29-30 Transportmiddelenindustrie;2002;189.0;0.0;0.0;190.0;0.3;0.0;0.0;0.0;7.0;0.3;4.1;0.0;0.0
685;29-30 Transportmiddelenindustrie;2003;186.0;0.0;0.0;186.0;0.2;0.0;0.0;0.0;0.0;0.2;4.6;0.0;0.0
686;29-30 Transportmiddelenindustrie;2004;177.0;0.0;0.0;178.0;0.2;0.0;0.0;0.0;0.0;0.2;4.4;0.0;0.0
687;29-30 Transportmiddelenindustrie;2005;166.0;0.0;0.0;167.0;0.2;0.0;0.0;0.0;0.0;0.1;4.1;0.0;0.0
688;29-30 Transportmiddelenindustrie;2006;145.0;0.0;0.0;146.0;0.2;0.0;0.0;0.0;0.0;0.1;3.7;0.0;0.0
689;29-30 Transportmiddelenindustrie;2007;145.0;0.0;0.0;146.0;0.2;0.0;0.0;0.0;0.0;0.1;3.8;0.0;0.0
690;29-30 Transportmiddelenindustrie;2008;172.0;0.0;0.0;173.0;0.2;0.0;0.0;0.0;0.0;0.1;4.3;0.0;0.0
691;29-30 Transportmiddelenindustrie;2009;174.0;0.0;0.0;175.0;0.2;0.0;0.0;0.0;0.0;0.1;4.1;0.0;0.0
692;29-30 Transportmiddelenindustrie;2010;184.0;0.0;0.0;185.0;0.2;0.0;0.0;0.0;0.0;0.1;4.9;0.0;0.0
693;29-30 Transportmiddelenindustrie;2011;121.0;0.0;0.0;123.0;0.2;0.0;0.0;0.0;0.0;0.1;5.2;0.0;0.0
694;29-30 Transportmiddelenindustrie;2012;134.0;0.0;0.0;136.0;0.2;0.0;0.0;0.0;0.0;0.1;4.8;0.0;0.0
695;29-30 Transportmiddelenindustrie;2013;136.0;0.0;0.0;138.0;0.2;0.0;0.0;0.0;0.0;0.1;4.8;0.0;0.0
696;31-33 Overige industrie en reparatie;1990;425.0;0.0;0.1;427.0;1.1;0.2;0.0;0.0;19.6;0.9;3.1;0.2;0.2
697;31-33 Overige industrie en reparatie;1991;536.0;0.0;0.1;538.0;0.9;0.2;0.0;0.0;15.7;0.9;3.0;0.2;0.2
698;31-33 Overige industrie en reparatie;1992;540.0;0.0;0.1;543.0;1.2;0.2;0.0;0.0;11.9;0.9;2.7;0.2;0.2
699;31-33 Overige industrie en reparatie;1993;517.0;0.0;0.1;520.0;1.3;0.1;0.0;0.0;8.1;0.9;2.5;0.1;0.1
700;31-33 Overige industrie en reparatie;1994;509.0;0.0;0.1;512.0;0.9;0.1;0.0;0.0;4.2;0.8;2.2;0.1;0.1
701;31-33 Overige industrie en reparatie;1995;461.0;0.0;0.1;463.0;0.9;0.1;0.0;0.0;0.4;0.7;2.3;0.1;0.1
702;31-33 Overige industrie en reparatie;1996;488.0;0.0;0.1;491.0;0.9;0.1;0.0;0.0;0.3;0.7;2.2;0.1;0.1
703;31-33 Overige industrie en reparatie;1997;455.0;0.0;0.1;458.0;0.8;0.1;0.0;0.0;0.2;0.6;0.9;0.1;0.1
704;31-33 Overige industrie en reparatie;1998;447.0;0.0;0.1;450.0;0.7;0.2;0.0;0.0;0.1;0.6;1.8;0.1;0.1
705;31-33 Overige industrie en reparatie;1999;462.0;0.0;0.1;464.0;0.7;0.0;0.0;0.0;0.0;0.5;0.8;0.1;0.1
706;31-33 Overige industrie en reparatie;2000;446.0;0.0;0.1;449.0;0.7;0.0;0.0;0.0;0.0;0.5;1.4;0.1;0.1
707;31-33 Overige industrie en reparatie;2001;456.0;0.0;0.1;459.0;0.8;0.0;0.0;0.0;0.9;0.5;1.2;0.1;0.1
708;31-33 Overige industrie en reparatie;2002;462.0;0.0;0.1;465.0;0.8;0.0;0.0;0.0;1.0;0.5;1.2;0.1;0.1
709;31-33 Overige industrie en reparatie;2003;448.0;0.0;0.1;451.0;0.8;0.0;0.0;0.0;0.0;0.4;1.2;0.1;0.1
710;31-33 Overige industrie en reparatie;2004;455.0;0.0;0.1;458.0;0.9;0.0;0.0;0.0;0.0;0.4;1.2;0.1;0.1
711;31-33 Overige industrie en reparatie;2005;446.0;0.0;0.1;449.0;0.9;0.0;0.0;0.0;0.0;0.4;1.2;0.1;0.1
712;31-33 Overige industrie en reparatie;2006;422.0;0.0;0.1;425.0;0.9;0.0;0.0;0.0;0.0;0.4;1.2;0.1;0.1
713;31-33 Overige industrie en reparatie;2007;405.0;0.0;0.1;409.0;0.9;0.0;0.0;0.0;0.0;0.4;1.2;0.1;0.1
714;31-33 Overige industrie en reparatie;2008;455.0;0.0;0.1;460.0;1.0;0.0;0.0;0.0;0.0;0.5;1.3;0.1;0.1
715;31-33 Overige industrie en reparatie;2009;394.0;0.0;0.1;400.0;1.0;0.0;0.0;0.0;0.0;0.6;1.2;0.1;0.1
716;31-33 Overige industrie en reparatie;2010;434.0;0.0;0.1;440.0;1.1;0.0;0.0;0.0;0.0;0.7;1.3;0.1;0.1
717;31-33 Overige industrie en reparatie;2011;466.0;0.0;0.1;471.0;1.2;0.0;0.0;0.0;0.0;0.8;1.4;0.1;0.1
718;31-33 Overige industrie en reparatie;2012;552.0;0.0;0.1;558.0;1.1;0.0;0.0;0.0;0.0;0.8;1.3;0.1;0.1
719;31-33 Overige industrie en reparatie;2013;547.0;0.0;0.1;553.0;1.1;0.0;0.0;0.0;0.0;0.8;1.3;0.1;0.1
720;D Energievoorziening;1990;39424.0;0.4;1.5;39572.0;77.3;44.0;0.0;3.1;0.0;5.3;0.6;1.5;1.5
721;D Energievoorziening;1991;39988.0;0.3;1.8;40134.0;70.4;33.9;0.0;2.6;0.0;5.6;0.6;1.3;1.3
722;D Energievoorziening;1992;40518.0;0.3;1.9;40665.0;73.1;29.1;0.0;2.5;0.0;5.9;0.6;1.1;1.1
723;D Energievoorziening;1993;41698.0;0.3;2.1;41846.0;69.3;22.7;0.0;2.2;0.0;6.2;0.6;0.9;0.9
724;D Energievoorziening;1994;44818.0;0.4;2.1;44981.0;62.5;16.1;0.0;1.9;0.0;6.5;0.6;0.8;0.8
725;D Energievoorziening;1995;47556.0;0.4;2.3;47730.0;59.4;16.3;0.0;1.8;0.0;6.9;0.6;0.6;0.6
726;D Energievoorziening;1996;48173.0;0.4;2.6;48348.0;58.1;18.4;0.0;1.8;0.0;12.4;0.9;0.5;0.5
727;D Energievoorziening;1997;48542.0;0.4;2.7;48714.0;53.0;11.8;0.0;1.5;0.0;14.9;0.9;0.4;0.4
728;D Energievoorziening;1998;50259.0;0.4;2.8;50439.0;51.1;10.4;0.0;1.4;0.0;10.1;0.6;0.6;0.6
729;D Energievoorziening;1999;47326.0;0.3;2.9;47491.0;54.1;11.5;0.0;1.5;0.0;15.5;2.2;0.4;0.4
730;D Energievoorziening;2000;48848.0;0.4;3.0;49028.0;50.0;14.7;0.0;1.5;0.0;15.1;2.1;0.3;0.3
731;D Energievoorziening;2001;52808.0;0.4;3.2;53006.0;46.3;15.5;0.0;1.5;0.0;12.1;0.6;0.4;0.4
732;D Energievoorziening;2002;54293.0;0.4;3.4;54501.0;47.6;13.6;0.0;1.5;0.0;15.7;0.9;0.5;0.5
733;D Energievoorziening;2003;54747.0;0.4;3.3;54952.0;48.4;13.9;0.1;1.5;0.0;15.2;0.5;0.5;0.5
734;D Energievoorziening;2004;56551.0;0.5;3.7;56770.0;43.1;10.6;0.1;1.3;0.0;8.4;0.5;0.4;0.4
735;D Energievoorziening;2005;55086.0;0.5;4.0;55324.0;41.1;9.7;0.2;1.2;0.0;7.6;0.5;0.5;0.5
736;D Energievoorziening;2006;50766.0;0.5;3.8;50996.0;36.9;9.6;0.0;1.1;0.0;5.4;0.8;0.4;0.4
737;D Energievoorziening;2007;52646.0;0.4;3.5;52859.0;29.3;8.6;0.0;0.9;0.0;3.9;0.4;0.3;0.3
738;D Energievoorziening;2008;52644.0;0.4;3.6;52858.0;25.0;6.1;0.1;0.7;0.0;4.3;0.3;0.3;0.3
739;D Energievoorziening;2009;53217.0;0.5;3.9;53446.0;23.5;6.0;0.0;0.7;0.0;3.6;0.3;0.3;0.3
740;D Energievoorziening;2010;55892.0;0.5;4.3;56130.0;23.1;6.4;0.0;0.7;0.0;4.4;0.6;0.3;0.3
741;D Energievoorziening;2011;51499.0;0.4;3.9;51720.0;19.0;6.4;0.0;0.6;0.0;3.9;0.7;0.1;0.1
742;D Energievoorziening;2012;49000.0;0.5;3.4;49220.0;18.3;7.9;0.0;0.6;0.0;5.2;1.3;0.1;0.1
743;D Energievoorziening;2013;47824.0;0.5;3.0;48027.0;18.8;9.2;0.0;0.7;0.0;5.2;1.3;0.1;0.1
744;E Waterbedrijven en afvalbeheer;1990;2746.0;0.5;2.1;2945.0;7.7;4.5;0.0;0.3;192.9;3.6;0.4;0.9;0.9
745;E Waterbedrijven en afvalbeheer;1991;2821.0;0.5;3.1;3054.0;7.6;4.0;0.0;0.3;176.7;3.1;0.5;0.7;0.7
746;E Waterbedrijven en afvalbeheer;1992;2719.0;0.6;4.2;2986.0;7.5;3.7;0.0;0.3;160.4;2.6;0.6;0.6;0.6
747;E Waterbedrijven en afvalbeheer;1993;3025.0;0.7;5.4;3347.0;8.7;1.6;0.0;0.2;144.1;2.2;0.7;0.5;0.5
748;E Waterbedrijven en afvalbeheer;1994;2861.0;0.7;6.9;3234.0;5.5;1.1;0.1;0.2;127.9;1.7;0.8;0.3;0.3
749;E Waterbedrijven en afvalbeheer;1995;3399.0;0.8;8.0;3801.0;4.8;0.7;0.3;0.1;111.6;1.2;0.8;0.2;0.2
750;E Waterbedrijven en afvalbeheer;1996;4188.0;0.8;8.2;4617.0;3.8;0.5;0.3;0.1;80.9;1.3;1.2;0.1;0.1
751;E Waterbedrijven en afvalbeheer;1997;4911.0;0.8;8.4;5350.0;5.0;0.4;0.2;0.1;78.0;1.2;0.9;0.1;0.1
