ID;Geslacht;Leeftijdsklassen;Perioden;TotaleInstroom_1;WWInstroomMetHerkomstBedrijfsleven_2;WWInstroomMetOverigeHerkomst_3;TotaleUitstroom_4;WWUitstroomMetRedenWerkhervatting_5;WWUitstroomMetOverigeRedenen_6
3073;Vrouwen;15 tot 25 jaar;2000 juni;1140;1030;110;1470;770;690
3074;Vrouwen;15 tot 25 jaar;2000 juli;1100;1010;100;1180;570;610
3075;Vrouwen;15 tot 25 jaar;2000 augustus;1160;1080;80;1120;580;540
3076;Vrouwen;15 tot 25 jaar;2000 september;1030;940;90;1210;690;520
3077;Vrouwen;15 tot 25 jaar;2000 oktober;1180;1060;120;1220;660;560
3078;Vrouwen;15 tot 25 jaar;2000 november;1470;1340;130;1250;690;560
3079;Vrouwen;15 tot 25 jaar;2000 december;870;810;60;1010;550;470
3080;Vrouwen;15 tot 25 jaar;2000 jaarcijfer;15100;13780;1310;15910;8900;7010
3081;Vrouwen;15 tot 25 jaar;2001 januari;1130;1050;80;930;500;430
3082;Vrouwen;15 tot 25 jaar;2001 februari;1240;1160;80;1100;660;440
3083;Vrouwen;15 tot 25 jaar;2001 maart;1510;1390;120;1470;840;640
3084;Vrouwen;15 tot 25 jaar;2001 april;1170;1080;90;1180;680;500
3085;Vrouwen;15 tot 25 jaar;2001 mei;1180;1090;100;1280;760;520
3086;Vrouwen;15 tot 25 jaar;2001 juni;940;860;80;1090;560;530
3087;Vrouwen;15 tot 25 jaar;2001 juli;950;870;90;1090;510;580
3088;Vrouwen;15 tot 25 jaar;2001 augustus;1020;920;100;940;460;480
3089;Vrouwen;15 tot 25 jaar;2001 september;980;890;90;1050;580;470
3090;Vrouwen;15 tot 25 jaar;2001 oktober;1200;1110;80;1000;540;460
3091;Vrouwen;15 tot 25 jaar;2001 november;1560;1440;110;1300;740;560
3092;Vrouwen;15 tot 25 jaar;2001 december;970;890;80;890;440;450
3093;Vrouwen;15 tot 25 jaar;2001 jaarcijfer;13830;12740;1100;13310;7280;6030
3094;Vrouwen;15 tot 25 jaar;2002 januari;1700;1580;120;1230;650;580
3095;Vrouwen;15 tot 25 jaar;2002 februari;1350;1250;100;1140;670;470
3096;Vrouwen;15 tot 25 jaar;2002 maart;1530;1450;80;1280;720;550
3097;Vrouwen;15 tot 25 jaar;2002 april;1480;1400;80;1290;820;470
3098;Vrouwen;15 tot 25 jaar;2002 mei;1620;1500;120;1440;830;610
3099;Vrouwen;15 tot 25 jaar;2002 juni;1410;1320;100;1270;720;560
3100;Vrouwen;15 tot 25 jaar;2002 juli;1240;1160;90;1220;650;570
3101;Vrouwen;15 tot 25 jaar;2002 augustus;1380;1260;110;1260;630;630
3102;Vrouwen;15 tot 25 jaar;2002 september;1280;1190;90;1130;630;500
3103;Vrouwen;15 tot 25 jaar;2002 oktober;1920;1780;150;1650;950;700
3104;Vrouwen;15 tot 25 jaar;2002 november;1750;1590;170;1080;610;470
3105;Vrouwen;15 tot 25 jaar;2002 december;1430;1270;170;1120;620;500
3106;Vrouwen;15 tot 25 jaar;2002 jaarcijfer;18110;16740;1370;15100;8500;6600
3107;Vrouwen;15 tot 25 jaar;2003 januari;2160;1940;230;1340;730;610
3108;Vrouwen;15 tot 25 jaar;2003 februari;2150;1890;270;1320;760;550
3109;Vrouwen;15 tot 25 jaar;2003 maart;2200;1960;240;1520;830;690
3110;Vrouwen;15 tot 25 jaar;2003 april;2130;1920;220;1610;930;670
3111;Vrouwen;15 tot 25 jaar;2003 mei;2420;2150;270;1940;1060;880
3112;Vrouwen;15 tot 25 jaar;2003 juni;1880;1670;210;1540;850;690
3113;Vrouwen;15 tot 25 jaar;2003 juli;2380;2130;250;2060;1030;1030
3114;Vrouwen;15 tot 25 jaar;2003 augustus;1670;1480;180;1360;680;690
3115;Vrouwen;15 tot 25 jaar;2003 september;2060;1870;190;1670;880;800
3116;Vrouwen;15 tot 25 jaar;2003 oktober;2660;2440;230;2110;1190;920
3117;Vrouwen;15 tot 25 jaar;2003 november;2300;2030;270;1640;930;710
3118;Vrouwen;15 tot 25 jaar;2003 december;1960;1750;210;1590;880;710
3119;Vrouwen;15 tot 25 jaar;2003 jaarcijfer;25960;23220;2750;19700;10740;8960
3120;Vrouwen;15 tot 25 jaar;2004 januari;2050;1900;160;1720;870;860
3121;Vrouwen;15 tot 25 jaar;2004 februari;2240;2130;120;1840;980;850
3122;Vrouwen;15 tot 25 jaar;2004 maart;2410;2270;150;1970;980;980
3123;Vrouwen;15 tot 25 jaar;2004 april;2660;2520;140;2310;1350;970
3124;Vrouwen;15 tot 25 jaar;2004 mei;1890;1770;130;1880;1040;840
3125;Vrouwen;15 tot 25 jaar;2004 juni;2030;1910;130;1790;980;810
3126;Vrouwen;15 tot 25 jaar;2004 juli;2220;2080;140;2630;1220;1410
3127;Vrouwen;15 tot 25 jaar;2004 augustus;1530;1430;100;1760;760;1000
3128;Vrouwen;15 tot 25 jaar;2004 september;1930;1790;140;1980;940;1050
3129;Vrouwen;15 tot 25 jaar;2004 oktober;2760;2610;150;2580;1300;1280
3130;Vrouwen;15 tot 25 jaar;2004 november;2380;2200;180;1970;1030;930
3131;Vrouwen;15 tot 25 jaar;2004 december;2460;2290;170;2280;1120;1160
3132;Vrouwen;15 tot 25 jaar;2004 jaarcijfer;26550;24870;1690;24700;12560;12140
3133;Vrouwen;15 tot 25 jaar;2005 januari;2290;2160;130;1820;860;960
3134;Vrouwen;15 tot 25 jaar;2005 februari;2550;2410;140;2030;1020;1010
3135;Vrouwen;15 tot 25 jaar;2005 maart;2710;2560;150;2590;1300;1290
3136;Vrouwen;15 tot 25 jaar;2005 april;2520;2380;140;2410;1230;1180
3137;Vrouwen;15 tot 25 jaar;2005 mei;1720;1620;100;2210;1120;1090
3138;Vrouwen;15 tot 25 jaar;2005 juni;2260;2120;140;2480;1280;1200
3139;Vrouwen;15 tot 25 jaar;2005 juli;1620;1530;100;2010;950;1070
3140;Vrouwen;15 tot 25 jaar;2005 augustus;1490;1370;120;1700;780;920
3141;Vrouwen;15 tot 25 jaar;2005 september;2190;2050;140;2240;1160;1090
3142;Vrouwen;15 tot 25 jaar;2005 oktober;1960;1840;120;2070;1100;970
3143;Vrouwen;15 tot 25 jaar;2005 november;1890;1740;150;1980;1070;910
3144;Vrouwen;15 tot 25 jaar;2005 december;1940;1800;140;1910;1020;890
3145;Vrouwen;15 tot 25 jaar;2005 jaarcijfer;25140;23580;1560;25440;12870;12570
3146;Vrouwen;15 tot 25 jaar;2006 januari;1400;1310;100;1840;870;960
3147;Vrouwen;15 tot 25 jaar;2006 februari;1750;1660;90;1600;850;750
3148;Vrouwen;15 tot 25 jaar;2006 maart;2190;2000;200;2050;1080;970
3149;Vrouwen;15 tot 25 jaar;2006 april;1580;1420;160;1700;960;740
3150;Vrouwen;15 tot 25 jaar;2006 mei;1440;1320;110;1630;900;740
3151;Vrouwen;15 tot 25 jaar;2006 juni;1460;1360;110;1790;910;890
3152;Vrouwen;15 tot 25 jaar;2006 juli;1040;950;90;1470;690;780
3153;Vrouwen;15 tot 25 jaar;2006 augustus;1220;1110;100;1470;730;740
3154;Vrouwen;15 tot 25 jaar;2006 september;1210;1110;100;1390;740;650
3155;Vrouwen;15 tot 25 jaar;2006 oktober;1420;1290;120;1350;780;570
3156;Vrouwen;15 tot 25 jaar;2006 november;1560;1420;140;1570;900;660
3157;Vrouwen;15 tot 25 jaar;2006 december;920;820;100;980;550;440
3158;Vrouwen;15 tot 25 jaar;2006 jaarcijfer;17180;15760;1420;18850;9960;8890
3159;Vrouwen;15 tot 25 jaar;2007 januari;1140;1050;90;1030;500;540
3160;Vrouwen;15 tot 25 jaar;2007 februari;1310;1190;120;1270;610;660
3161;Vrouwen;15 tot 25 jaar;2007 maart;1520;1390;120;1680;790;890
3162;Vrouwen;15 tot 25 jaar;2007 april;1050;950;100;1280;570;710
3163;Vrouwen;15 tot 25 jaar;2007 mei;1070;990;80;1310;570;740
3164;Vrouwen;15 tot 25 jaar;2007 juni;860;790;70;1050;450;600
3165;Vrouwen;15 tot 25 jaar;2007 juli;850;790;60;1000;430;570
3166;Vrouwen;15 tot 25 jaar;2007 augustus;910;840;70;980;420;560
3167;Vrouwen;15 tot 25 jaar;2007 september;850;790;60;920;450;470
3168;Vrouwen;15 tot 25 jaar;2007 oktober;960;890;70;910;430;480
3169;Vrouwen;15 tot 25 jaar;2007 november;1190;1110;80;1060;500;560
3170;Vrouwen;15 tot 25 jaar;2007 december;710;670;40;710;330;380
3171;Vrouwen;15 tot 25 jaar;2007 jaarcijfer;12420;11450;970;13210;6060;7150
3172;Vrouwen;15 tot 25 jaar;2008 januari;1130;1060;70;930;380;550
3173;Vrouwen;15 tot 25 jaar;2008 februari;910;840;70;890;450;440
3174;Vrouwen;15 tot 25 jaar;2008 maart;900;840;50;910;420;490
3175;Vrouwen;15 tot 25 jaar;2008 april;990;910;80;880;410;470
3176;Vrouwen;15 tot 25 jaar;2008 mei;880;820;70;890;430;470
3177;Vrouwen;15 tot 25 jaar;2008 juni;730;690;40;850;440;410
3178;Vrouwen;15 tot 25 jaar;2008 juli;870;820;50;930;380;560
3179;Vrouwen;15 tot 25 jaar;2008 augustus;760;720;40;640;300;330
3180;Vrouwen;15 tot 25 jaar;2008 september;820;790;40;820;420;400
3181;Vrouwen;15 tot 25 jaar;2008 oktober;1130;1080;60;940;490;440
3182;Vrouwen;15 tot 25 jaar;2008 november;990;930;60;770;390;380
3183;Vrouwen;15 tot 25 jaar;2008 december;1010;940;60;760;350;400
3184;Vrouwen;15 tot 25 jaar;2008 jaarcijfer;11120;10440;680;10200;4860;5340
3185;Vrouwen;15 tot 25 jaar;2009 januari;1280;1220;60;890;380;510
3186;Vrouwen;15 tot 25 jaar;2009 februari;1390;1340;50;980;400;580
3187;Vrouwen;15 tot 25 jaar;2009 maart;1570;1500;70;1100;440;660
3188;Vrouwen;15 tot 25 jaar;2009 april;1890;1820;70;1500;560;940
3189;Vrouwen;15 tot 25 jaar;2009 mei;1490;1440;60;1220;430;790
3190;Vrouwen;15 tot 25 jaar;2009 juni;1610;1550;50;1360;560;800
3191;Vrouwen;15 tot 25 jaar;2009 juli;1890;1840;50;1710;590;1120
3192;Vrouwen;15 tot 25 jaar;2009 augustus;1540;1490;60;1330;440;900
3193;Vrouwen;15 tot 25 jaar;2009 september;1890;1830;70;1670;640;1030
3194;Vrouwen;15 tot 25 jaar;2009 oktober;2270;2180;80;1820;790;1030
3195;Vrouwen;15 tot 25 jaar;2009 november;1880;1810;70;1490;590;900
3196;Vrouwen;15 tot 25 jaar;2009 december;1860;1770;90;1680;520;1160
3197;Vrouwen;15 tot 25 jaar;2009 jaarcijfer;20560;19790;760;16760;6330;10430
3198;Vrouwen;15 tot 25 jaar;2010 januari;1960;1880;80;1760;530;1240
3199;Vrouwen;15 tot 25 jaar;2010 februari;1940;1870;70;1710;580;1130
3200;Vrouwen;15 tot 25 jaar;2010 maart;2260;2150;120;2240;810;1430
3201;Vrouwen;15 tot 25 jaar;2010 april;1510;1440;70;1620;600;1020
3202;Vrouwen;15 tot 25 jaar;2010 mei;1210;1160;50;1560;520;1040
3203;Vrouwen;15 tot 25 jaar;2010 juni;1610;1540;70;1850;690;1160
3204;Vrouwen;15 tot 25 jaar;2010 juli;1370;1300;80;1410;500;910
3205;Vrouwen;15 tot 25 jaar;2010 augustus;1480;1400;80;1300;450;850
3206;Vrouwen;15 tot 25 jaar;2010 september;1870;1780;90;1940;830;1110
3207;Vrouwen;15 tot 25 jaar;2010 oktober;1560;1480;80;1460;610;850
3208;Vrouwen;15 tot 25 jaar;2010 november;1520;1470;60;1350;600;750
3209;Vrouwen;15 tot 25 jaar;2010 december;1570;1490;90;1520;530;990
3210;Vrouwen;15 tot 25 jaar;2010 jaarcijfer;19860;18940;920;19710;7250;12450
3211;Vrouwen;15 tot 25 jaar;2011 januari;1770;1690;80;1380;460;930
3212;Vrouwen;15 tot 25 jaar;2011 februari;1550;1480;70;1560;550;1010
3213;Vrouwen;15 tot 25 jaar;2011 maart;2030;1940;90;1760;710;1050
3214;Vrouwen;15 tot 25 jaar;2011 april;1470;1400;70;1460;570;900
3215;Vrouwen;15 tot 25 jaar;2011 mei;1340;1290;50;1360;570;790
3216;Vrouwen;15 tot 25 jaar;2011 juni;1470;1400;70;1510;560;960
3217;Vrouwen;15 tot 25 jaar;2011 juli;1500;1490;10;1330;470;870
3218;Vrouwen;15 tot 25 jaar;2011 augustus;1550;1530;20;1260;480;780
3219;Vrouwen;15 tot 25 jaar;2011 september;2030;2000;40;1790;790;1010
3220;Vrouwen;15 tot 25 jaar;2011 oktober;1590;1570;20;1390;580;810
3221;Vrouwen;15 tot 25 jaar;2011 november;1660;1640;20;1400;530;870
3222;Vrouwen;15 tot 25 jaar;2011 december;1910;1890;30;1590;540;1060
3223;Vrouwen;15 tot 25 jaar;2011 jaarcijfer;19880;19320;560;17800;6780;11020
3224;Vrouwen;15 tot 25 jaar;2012 januari;2100;2080;20;1530;550;980
3225;Vrouwen;15 tot 25 jaar;2012 februari;1930;1910;20;1610;510;1100
3226;Vrouwen;15 tot 25 jaar;2012 maart;2620;2610;20;2010;760;1260
3227;Vrouwen;15 tot 25 jaar;2012 april;1950;1920;20;1760;650;1110
3228;Vrouwen;15 tot 25 jaar;2012 mei;2040;2020;20;1810;670;1150
3229;Vrouwen;15 tot 25 jaar;2012 juni;1670;1660;20;1700;580;1120
3230;Vrouwen;15 tot 25 jaar;2012 juli;2140;2120;20;1650;500;1140
3231;Vrouwen;15 tot 25 jaar;2012 augustus;2490;2450;40;2110;760;1350
3232;Vrouwen;15 tot 25 jaar;2012 september;2110;2080;30;1930;770;1160
3233;Vrouwen;15 tot 25 jaar;2012 oktober;2220;2190;30;1880;700;1180
3234;Vrouwen;15 tot 25 jaar;2012 november;2850;2830;20;2120;810;1310
3235;Vrouwen;15 tot 25 jaar;2012 december;1990;1970;20;1730;490;1240
3236;Vrouwen;15 tot 25 jaar;2012 jaarcijfer;26110;25820;290;21830;7740;14090
3237;Vrouwen;15 tot 25 jaar;2013 januari   ;3230;3200;30;2410;780;1630
3238;Vrouwen;15 tot 25 jaar;2013 februari  ;2750;2730;20;2120;660;1450
3239;Vrouwen;15 tot 25 jaar;2013 maart     ;3000;2980;20;2270;750;1520
3240;Vrouwen;15 tot 25 jaar;2013 april;2590;2570;20;2310;730;1580
3241;Vrouwen;15 tot 25 jaar;2013 mei;2560;2530;30;2520;830;1700
3242;Vrouwen;15 tot 25 jaar;2013 juni;2370;2340;30;2240;690;1550
3243;Vrouwen;15 tot 25 jaar;2013 juli;2910;2870;40;2310;640;1660
3244;Vrouwen;15 tot 25 jaar;2013 augustus;3070;3030;50;2640;910;1740
3245;Vrouwen;15 tot 25 jaar;2013 september;2890;2860;30;2510;950;1560
3246;Vrouwen;15 tot 25 jaar;2013 oktober;3540;3500;40;2890;1020;1870
3247;Vrouwen;15 tot 25 jaar;2013 november;2950;2920;30;2330;830;1500
3248;Vrouwen;15 tot 25 jaar;2013 december;2540;2510;30;2340;670;1680
3249;Vrouwen;15 tot 25 jaar;2013 jaarcijfer;34380;34040;350;28890;9450;19440
3250;Vrouwen;15 tot 25 jaar;2014 januari;4030;4000;30;3200;910;2290
3251;Vrouwen;15 tot 25 jaar;2014 februari;2980;2950;40;2830;850;1970
3252;Vrouwen;15 tot 25 jaar;2014 maart;2780;2740;40;2770;830;1950
3253;Vrouwen;15 tot 25 jaar;2014 april;2440;2420;30;2790;930;1860
3254;Vrouwen;15 tot 25 jaar;2014 mei;2670;2630;40;3010;1030;1980
3255;Vrouwen;15 tot 25 jaar;2014 juni;2040;2020;20;2340;790;1560
3256;Vrouwen;15 tot 25 jaar;2014 juli;3040;3000;40;2790;880;1900
3257;Vrouwen;15 tot 25 jaar;2014 augustus;2200;2170;30;2150;780;1370
3258;Vrouwen;15 tot 25 jaar;2014 september;2350;2330;20;2390;960;1430
3259;Vrouwen;15 tot 25 jaar;2014 oktober;3140;3100;30;2650;1010;1650
3260;Vrouwen;15 tot 25 jaar;2014 november;2540;2510;30;2030;750;1280
3261;Vrouwen;15 tot 25 jaar;2014 december;2340;2310;30;2090;650;1440
3262;Vrouwen;15 tot 25 jaar;2014 jaarcijfer;32540;32160;380;31050;10360;20680
3263;Vrouwen;15 tot 25 jaar;2015 januari;3660;3630;30;2650;800;1850
3264;Vrouwen;15 tot 25 jaar;2015 februari;2720;2700;20;2470;800;1670
3265;Vrouwen;15 tot 25 jaar;2015 maart;2550;2520;30;2550;900;1660
3266;Vrouwen;15 tot 25 jaar;2015 april;2530;2510;20;3030;1040;1990
3267;Vrouwen;15 tot 25 jaar;2015 mei;1820;1810;20;2130;750;1380
3268;Vrouwen;15 tot 25 jaar;2015 juni;2140;2110;30;2160;750;1400
3269;Vrouwen;15 tot 25 jaar;2015 juli;3180;3140;50;2450;770;1680
3270;Vrouwen;15 tot 25 jaar;2015 augustus;1880;1840;30;1660;430;1230
3271;Vrouwen;15 tot 25 jaar;2015 september;2080;2060;20;1680;360;1320
3272;Vrouwen;15 tot 25 jaar;2015 oktober;2760;2740;30;1870;380;1490
3273;Vrouwen;15 tot 25 jaar;2015 november;2220;2200;20;1470;310;1160
3274;Vrouwen;15 tot 25 jaar;2015 december;2430;2410;20;2100;360;1740
3275;Vrouwen;15 tot 25 jaar;2015 jaarcijfer;29960;29650;310;26200;7640;18570
3276;Vrouwen;25 tot 35 jaar;1998 januari;6610;6220;380;6080;3220;2860
3277;Vrouwen;25 tot 35 jaar;1998 februari;5830;5380;450;5590;3490;2100
3278;Vrouwen;25 tot 35 jaar;1998 maart;4920;4540;380;5580;3370;2210
3279;Vrouwen;25 tot 35 jaar;1998 april;5300;4700;600;7150;4320;2820
3280;Vrouwen;25 tot 35 jaar;1998 mei;4400;3910;480;5430;2980;2450
3281;Vrouwen;25 tot 35 jaar;1998 juni;4170;3710;460;5200;2710;2490
3282;Vrouwen;25 tot 35 jaar;1998 juli;5060;4530;530;5950;2920;3040
3283;Vrouwen;25 tot 35 jaar;1998 augustus;3850;3500;350;4380;2220;2160
3284;Vrouwen;25 tot 35 jaar;1998 september;4170;3770;400;5130;3070;2060
3285;Vrouwen;25 tot 35 jaar;1998 oktober;4940;4440;500;6170;3410;2760
3286;Vrouwen;25 tot 35 jaar;1998 november;4320;3920;400;4820;2430;2380
3287;Vrouwen;25 tot 35 jaar;1998 december;4900;4480;420;4510;2200;2310
3288;Vrouwen;25 tot 35 jaar;1998 jaarcijfer;58460;53110;5350;65990;36330;29660
3289;Vrouwen;25 tot 35 jaar;1999 januari;4550;4130;420;4890;2310;2580
3290;Vrouwen;25 tot 35 jaar;1999 februari;4210;3820;390;4760;2650;2110
3291;Vrouwen;25 tot 35 jaar;1999 maart;5010;4500;510;5880;3400;2470
3292;Vrouwen;25 tot 35 jaar;1999 april;3330;2940;390;4510;2650;1860
3293;Vrouwen;25 tot 35 jaar;1999 mei;3030;2700;330;4280;2200;2080
3294;Vrouwen;25 tot 35 jaar;1999 juni;3490;3110;380;4600;2350;2250
3295;Vrouwen;25 tot 35 jaar;1999 juli;3670;3290;380;3630;1710;1930
3296;Vrouwen;25 tot 35 jaar;1999 augustus;2950;2620;330;3180;1600;1590
3297;Vrouwen;25 tot 35 jaar;1999 september;3870;3440;430;4860;2820;2040
3298;Vrouwen;25 tot 35 jaar;1999 oktober;3390;2980;410;3900;2160;1740
3299;Vrouwen;25 tot 35 jaar;1999 november;3660;3300;360;3800;1960;1850
3300;Vrouwen;25 tot 35 jaar;1999 december;3210;2840;370;3920;1940;1980
3301;Vrouwen;25 tot 35 jaar;1999 jaarcijfer;44370;39660;4700;52210;27750;24460
3302;Vrouwen;25 tot 35 jaar;2000 januari;4080;3620;460;3580;1780;1800
3303;Vrouwen;25 tot 35 jaar;2000 februari;3610;3180;430;3780;2090;1700
3304;Vrouwen;25 tot 35 jaar;2000 maart;3960;3460;500;4320;2370;1950
3305;Vrouwen;25 tot 35 jaar;2000 april;2800;2410;390;3850;2150;1700
3306;Vrouwen;25 tot 35 jaar;2000 mei;2750;2440;310;3770;2000;1770
3307;Vrouwen;25 tot 35 jaar;2000 juni;2920;2450;470;3860;1850;2010
3308;Vrouwen;25 tot 35 jaar;2000 juli;3330;2830;500;3340;1390;1940
3309;Vrouwen;25 tot 35 jaar;2000 augustus;3120;2750;380;3350;1700;1650
3310;Vrouwen;25 tot 35 jaar;2000 september;2640;2300;330;3490;1910;1580
3311;Vrouwen;25 tot 35 jaar;2000 oktober;2950;2550;390;3480;1850;1630
3312;Vrouwen;25 tot 35 jaar;2000 november;3870;3330;540;3650;1850;1800
3313;Vrouwen;25 tot 35 jaar;2000 december;2160;1900;260;2820;1270;1550
3314;Vrouwen;25 tot 35 jaar;2000 jaarcijfer;38190;33210;4970;43280;22200;21080
3315;Vrouwen;25 tot 35 jaar;2001 januari;3060;2670;380;3030;1490;1540
3316;Vrouwen;25 tot 35 jaar;2001 februari;2980;2640;340;3100;1620;1480
3317;Vrouwen;25 tot 35 jaar;2001 maart;3710;3200;510;4170;2130;2040
3318;Vrouwen;25 tot 35 jaar;2001 april;2730;2300;430;3320;1780;1540
3319;Vrouwen;25 tot 35 jaar;2001 mei;3000;2560;440;3500;1820;1680
3320;Vrouwen;25 tot 35 jaar;2001 juni;2580;2210;370;2840;1360;1480
3321;Vrouwen;25 tot 35 jaar;2001 juli;2610;2120;490;2880;1330;1550
3322;Vrouwen;25 tot 35 jaar;2001 augustus;2540;2210;330;2660;1240;1410
3323;Vrouwen;25 tot 35 jaar;2001 september;2600;2230;360;3030;1610;1430
3324;Vrouwen;25 tot 35 jaar;2001 oktober;2890;2510;380;3140;1650;1490
3325;Vrouwen;25 tot 35 jaar;2001 november;3530;3080;450;3450;1700;1750
3326;Vrouwen;25 tot 35 jaar;2001 december;1990;1720;270;2540;1160;1380
3327;Vrouwen;25 tot 35 jaar;2001 jaarcijfer;34230;29460;4770;37660;18880;18780
3328;Vrouwen;25 tot 35 jaar;2002 januari;4270;3790;490;3350;1590;1760
3329;Vrouwen;25 tot 35 jaar;2002 februari;3250;2880;370;3010;1610;1400
3330;Vrouwen;25 tot 35 jaar;2002 maart;3460;3030;430;3230;1700;1540
3331;Vrouwen;25 tot 35 jaar;2002 april;3410;3030;380;3330;1810;1520
3332;Vrouwen;25 tot 35 jaar;2002 mei;3830;3360;470;3770;2070;1700
3333;Vrouwen;25 tot 35 jaar;2002 juni;3440;3020;420;3270;1760;1510
3334;Vrouwen;25 tot 35 jaar;2002 juli;3270;2890;380;3070;1580;1490
3335;Vrouwen;25 tot 35 jaar;2002 augustus;3730;3300;430;3420;1690;1720
3336;Vrouwen;25 tot 35 jaar;2002 september;3390;3020;380;3300;1840;1470
3337;Vrouwen;25 tot 35 jaar;2002 oktober;4470;3950;520;4400;2220;2180
3338;Vrouwen;25 tot 35 jaar;2002 november;4090;3590;500;3230;1600;1630
3339;Vrouwen;25 tot 35 jaar;2002 december;2870;2500;380;2850;1400;1450
3340;Vrouwen;25 tot 35 jaar;2002 jaarcijfer;43490;38370;5130;40230;20870;19360
3341;Vrouwen;25 tot 35 jaar;2003 januari;4950;4310;640;3590;1720;1870
3342;Vrouwen;25 tot 35 jaar;2003 februari;4600;3970;640;3520;1880;1640
3343;Vrouwen;25 tot 35 jaar;2003 maart;4560;3970;580;3640;2010;1630
3344;Vrouwen;25 tot 35 jaar;2003 april;4480;3860;620;3660;2010;1650
3345;Vrouwen;25 tot 35 jaar;2003 mei;5020;4380;640;4460;2390;2080
3346;Vrouwen;25 tot 35 jaar;2003 juni;4230;3680;550;3430;1750;1680
3347;Vrouwen;25 tot 35 jaar;2003 juli;5290;4560;730;4410;2170;2250
3348;Vrouwen;25 tot 35 jaar;2003 augustus;3870;3400;470;3260;1610;1650
3349;Vrouwen;25 tot 35 jaar;2003 september;4470;3880;590;4060;2240;1820
3350;Vrouwen;25 tot 35 jaar;2003 oktober;5400;4770;630;4720;2510;2210
3351;Vrouwen;25 tot 35 jaar;2003 november;4490;3790;710;3840;1930;1910
3352;Vrouwen;25 tot 35 jaar;2003 december;3930;3240;700;3560;1780;1780
3353;Vrouwen;25 tot 35 jaar;2003 jaarcijfer;55280;47790;7490;46150;23990;22150
3354;Vrouwen;25 tot 35 jaar;2004 januari;4840;4130;710;4020;1920;2090
3355;Vrouwen;25 tot 35 jaar;2004 februari;4940;4300;650;4380;2320;2060
3356;Vrouwen;25 tot 35 jaar;2004 maart;4730;4090;640;4340;2340;2000
3357;Vrouwen;25 tot 35 jaar;2004 april;5270;4660;610;4880;2800;2080
3358;Vrouwen;25 tot 35 jaar;2004 mei;3750;3210;530;3760;2080;1680
3359;Vrouwen;25 tot 35 jaar;2004 juni;4270;3650;630;3640;1930;1720
3360;Vrouwen;25 tot 35 jaar;2004 juli;4970;4300;670;5710;2500;3210
3361;Vrouwen;25 tot 35 jaar;2004 augustus;3690;3200;490;4040;1790;2250
3362;Vrouwen;25 tot 35 jaar;2004 september;4160;3580;580;4770;2200;2570
3363;Vrouwen;25 tot 35 jaar;2004 oktober;5390;4700;690;6000;2820;3180
3364;Vrouwen;25 tot 35 jaar;2004 november;4660;4060;600;4670;2160;2510
3365;Vrouwen;25 tot 35 jaar;2004 december;4900;4250;650;4930;2260;2670
3366;Vrouwen;25 tot 35 jaar;2004 jaarcijfer;55560;48120;7440;55140;27130;28010
3367;Vrouwen;25 tot 35 jaar;2005 januari;4850;4310;550;4460;1940;2520
3368;Vrouwen;25 tot 35 jaar;2005 februari;5350;4760;600;4870;2260;2610
3369;Vrouwen;25 tot 35 jaar;2005 maart;5510;4870;640;5870;2730;3140
3370;Vrouwen;25 tot 35 jaar;2005 april;5130;4500;630;5190;2480;2710
3371;Vrouwen;25 tot 35 jaar;2005 mei;3910;3360;550;5020;2270;2740
3372;Vrouwen;25 tot 35 jaar;2005 juni;5330;4610;720;5510;2500;3000
3373;Vrouwen;25 tot 35 jaar;2005 juli;3880;3380;500;4750;2120;2630
3374;Vrouwen;25 tot 35 jaar;2005 augustus;3570;3120;450;4230;1870;2360
3375;Vrouwen;25 tot 35 jaar;2005 september;4670;4150;520;5620;2650;2980
3376;Vrouwen;25 tot 35 jaar;2005 oktober;4080;3560;510;4870;2360;2510
3377;Vrouwen;25 tot 35 jaar;2005 november;4060;3530;530;4660;2200;2470
3378;Vrouwen;25 tot 35 jaar;2005 december;4180;3640;540;4580;2060;2520
3379;Vrouwen;25 tot 35 jaar;2005 jaarcijfer;54540;47790;6750;59640;27450;32190
3380;Vrouwen;25 tot 35 jaar;2006 januari;3370;2980;380;4790;1990;2790
3381;Vrouwen;25 tot 35 jaar;2006 februari;4210;3720;500;4520;2130;2400
3382;Vrouwen;25 tot 35 jaar;2006 maart;4840;4220;630;5340;2480;2860
3383;Vrouwen;25 tot 35 jaar;2006 april;3460;2980;480;4350;2200;2150
3384;Vrouwen;25 tot 35 jaar;2006 mei;3680;3190;480;4390;2140;2250
3385;Vrouwen;25 tot 35 jaar;2006 juni;3800;3350;460;4650;2160;2490
3386;Vrouwen;25 tot 35 jaar;2006 juli;2920;2570;360;3990;1720;2270
3387;Vrouwen;25 tot 35 jaar;2006 augustus;3320;2910;420;4260;1900;2360
3388;Vrouwen;25 tot 35 jaar;2006 september;2950;2590;370;3780;1910;1870
3389;Vrouwen;25 tot 35 jaar;2006 oktober;3180;2800;390;3830;2030;1800
3390;Vrouwen;25 tot 35 jaar;2006 november;3920;3430;490;4370;2220;2150
3391;Vrouwen;25 tot 35 jaar;2006 december;2420;2150;280;3000;1460;1540
3392;Vrouwen;25 tot 35 jaar;2006 jaarcijfer;42080;36860;5220;51270;24330;26930
