ID;Wegvoertuigen;BrandstofsoortVoertuig;Perioden;TotaalVerkochteWegvoertuigen_1;NieuwVerkochteWegvoertuigen_2;TweedehandsVerkochteWegvoertuigen_3
382;Totaal wegvoertuigen;Benzine;2011 april;258506;41934;216572
383;Totaal wegvoertuigen;Benzine;2011 mei;271404;44795;226609
384;Totaal wegvoertuigen;Benzine;2011 juni;267103;46381;220722
385;Totaal wegvoertuigen;Benzine;2011 2e kwartaal;797013;133110;663903
386;Totaal wegvoertuigen;Benzine;2011 juli;253129;37192;215937
387;Totaal wegvoertuigen;Benzine;2011 augustus;243355;33229;210126
388;Totaal wegvoertuigen;Benzine;2011 september;244558;36983;207575
389;Totaal wegvoertuigen;Benzine;2011 3e kwartaal;741042;107404;633638
390;Totaal wegvoertuigen;Benzine;2011 oktober;240966;33947;207019
391;Totaal wegvoertuigen;Benzine;2011 november;230905;31068;199837
392;Totaal wegvoertuigen;Benzine;2011 december;199840;15358;184482
393;Totaal wegvoertuigen;Benzine;2011 4e kwartaal;671711;80373;591338
394;Totaal wegvoertuigen;Benzine;2011;2978667;463988;2514679
395;Totaal wegvoertuigen;Benzine;2012 januari;257054;49473;207581
396;Totaal wegvoertuigen;Benzine;2012 februari;223527;33818;189709
397;Totaal wegvoertuigen;Benzine;2012 maart;272522;45236;227286
398;Totaal wegvoertuigen;Benzine;2012 1e kwartaal;753103;128527;624576
399;Totaal wegvoertuigen;Benzine;2012 april;236380;35395;200985
400;Totaal wegvoertuigen;Benzine;2012 mei;249862;38039;211823
401;Totaal wegvoertuigen;Benzine;2012 juni;286996;57074;229922
402;Totaal wegvoertuigen;Benzine;2012 2e kwartaal;773238;130508;642730
403;Totaal wegvoertuigen;Benzine;2012 juli;246753;27106;219647
404;Totaal wegvoertuigen;Benzine;2012 augustus;237242;30842;206400
405;Totaal wegvoertuigen;Benzine;2012 september;226380;27705;198675
406;Totaal wegvoertuigen;Benzine;2012 3e kwartaal;710375;85653;624722
407;Totaal wegvoertuigen;Benzine;2012 oktober;224641;19751;204890
408;Totaal wegvoertuigen;Benzine;2012 november;208747;21290;187457
409;Totaal wegvoertuigen;Benzine;2012 december;172494;12472;160022
410;Totaal wegvoertuigen;Benzine;2012 4e kwartaal;605882;53513;552369
411;Totaal wegvoertuigen;Benzine;2012;2842598;398201;2444397
412;Totaal wegvoertuigen;Benzine;2013 januari;232465;38203;194262
413;Totaal wegvoertuigen;Benzine;2013 februari;210723;26972;183751
414;Totaal wegvoertuigen;Benzine;2013 maart;241954;30154;211800
415;Totaal wegvoertuigen;Benzine;2013 1e kwartaal;685142;95329;589813
416;Totaal wegvoertuigen;Benzine;2013 april;228631;26440;202191
417;Totaal wegvoertuigen;Benzine;2013 mei;241298;27604;213694
418;Totaal wegvoertuigen;Benzine;2013 juni;245427;32284;213143
419;Totaal wegvoertuigen;Benzine;2013 2e kwartaal;715356;86328;629028
420;Totaal wegvoertuigen;Benzine;2013 juli;234749;27227;207522
421;Totaal wegvoertuigen;Benzine;2013 augustus;224957;26100;198857
422;Totaal wegvoertuigen;Benzine;2013 september;212472;26018;186454
423;Totaal wegvoertuigen;Benzine;2013 3e kwartaal;672178;79345;592833
424;Totaal wegvoertuigen;Benzine;2013 oktober;225669;26229;199440
425;Totaal wegvoertuigen;Benzine;2013 november;218617;26077;192540
426;Totaal wegvoertuigen;Benzine;2013 december;195093;17437;177656
427;Totaal wegvoertuigen;Benzine;2013 4e kwartaal;639379;69743;569636
428;Totaal wegvoertuigen;Benzine;2013;2712055;330745;2381310
429;Totaal wegvoertuigen;Benzine;2014 januari;245739;37030;208709
430;Totaal wegvoertuigen;Benzine;2014 februari;215204;28793;186411
431;Totaal wegvoertuigen;Benzine;2014 maart;228890;26114;202776
432;Totaal wegvoertuigen;Benzine;2014 1e kwartaal;689833;91937;597896
433;Totaal wegvoertuigen;Benzine;2014 april;223416;25209;198207
434;Totaal wegvoertuigen;Benzine;2014 mei;243339;27453;215886
435;Totaal wegvoertuigen;Benzine;2014 juni;228593;29142;199451
436;Totaal wegvoertuigen;Benzine;2014 2e kwartaal;695348;81804;613544
437;Totaal wegvoertuigen;Benzine;2014 juli;229895;25958;203937
438;Totaal wegvoertuigen;Benzine;2014 augustus;215553;22647;192906
439;Totaal wegvoertuigen;Benzine;2014 september;221754;25130;196624
440;Totaal wegvoertuigen;Benzine;2014 3e kwartaal;667202;73735;593467
441;Totaal wegvoertuigen;Benzine;2014 oktober;234332;27200;207132
442;Totaal wegvoertuigen;Benzine;2014 november;209128;23341;185787
443;Totaal wegvoertuigen;Benzine;2014 december;199575;19380;180195
444;Totaal wegvoertuigen;Benzine;2014 4e kwartaal;643035;69921;573114
445;Totaal wegvoertuigen;Benzine;2014;2695418;317397;2378021
446;Totaal wegvoertuigen;Benzine;2015 januari;246122;38467;207655
447;Totaal wegvoertuigen;Benzine;2015 februari;215589;29131;186458
448;Totaal wegvoertuigen;Benzine;2015 maart;240401;25939;214462
449;Totaal wegvoertuigen;Benzine;2015 1e kwartaal;702112;93537;608575
450;Totaal wegvoertuigen;Benzine;2015 april;235200;25373;209827
451;Totaal wegvoertuigen;Benzine;2015 mei;235856;25403;210453
452;Totaal wegvoertuigen;Benzine;2015 juni;256971;32175;224796
453;Totaal wegvoertuigen;Benzine;2015 2e kwartaal;728027;82951;645076
454;Totaal wegvoertuigen;Benzine;2015 juli;243153;29552;213601
455;Totaal wegvoertuigen;Benzine;2015 augustus;218038;25429;192609
456;Totaal wegvoertuigen;Benzine;2015 september;231636;28749;202887
457;Totaal wegvoertuigen;Benzine;2015 3e kwartaal;692827;83730;609097
458;Totaal wegvoertuigen;Benzine;2015 oktober;239057;27287;211770
459;Totaal wegvoertuigen;Benzine;2015 november;212717;23528;189189
460;Totaal wegvoertuigen;Benzine;2015 december;213470;19683;193787
461;Totaal wegvoertuigen;Benzine;2015 4e kwartaal;665244;70498;594746
462;Totaal wegvoertuigen;Benzine;2015;2788210;330716;2457494
463;Totaal wegvoertuigen;Benzine;2016 januari;240525;38348;202177
464;Totaal wegvoertuigen;Benzine;2016 februari;229372;26943;202429
465;Totaal wegvoertuigen;Benzine;2016 maart;248222;28640;219582
466;Totaal wegvoertuigen;Benzine;2016 1e kwartaal;718119;93931;624188
467;Totaal wegvoertuigen;Benzine;2016 april;249562;27860;221702
468;Totaal wegvoertuigen;Benzine;2016 mei;245712;29761;215951
469;Totaal wegvoertuigen;Benzine;2016 juni;276605;38946;237659
470;Totaal wegvoertuigen;Benzine;2016 2e kwartaal;771879;96567;675312
471;Totaal wegvoertuigen;Benzine;2016 juli;249062;31051;218011
472;Totaal wegvoertuigen;Benzine;2016 augustus;229363;26890;202473
473;Totaal wegvoertuigen;Benzine;2016 september;244570;31781;212789
474;Totaal wegvoertuigen;Benzine;2016 3e kwartaal;722995;89722;633273
475;Totaal wegvoertuigen;Benzine;2016 oktober;240967;25848;215119
476;Totaal wegvoertuigen;Benzine;2016 november;227661;25698;201963
477;Totaal wegvoertuigen;Benzine;2016 december;213666;18884;194782
478;Totaal wegvoertuigen;Benzine;2016 4e kwartaal;682294;70430;611864
479;Totaal wegvoertuigen;Benzine;2016;2895287;350650;2544637
480;Totaal wegvoertuigen;Benzine;2017 januari;253373;44057;209316
481;Totaal wegvoertuigen;Benzine;2017 februari;226531;29067;197464
482;Totaal wegvoertuigen;Benzine;2017 maart;271610;35677;235933
483;Totaal wegvoertuigen;Benzine;2017 1e kwartaal;751514;108801;642713
484;Totaal wegvoertuigen;Benzine;2017 april;238511;29617;208894
485;Totaal wegvoertuigen;Benzine;2017 mei;267326;35471;231855
486;Totaal wegvoertuigen;Benzine;2017 juni;277801;40517;237284
487;Totaal wegvoertuigen;Benzine;2017 2e kwartaal;783638;105605;678033
488;Totaal wegvoertuigen;Benzine;2017 juli;258475;32513;225962
489;Totaal wegvoertuigen;Benzine;2017 augustus;241231;28680;212551
490;Totaal wegvoertuigen;Benzine;2017 september;249039;33043;215996
491;Totaal wegvoertuigen;Benzine;2017 3e kwartaal;748745;94236;654509
492;Totaal wegvoertuigen;Benzine;2017 oktober;247646;32284;215362
493;Totaal wegvoertuigen;Benzine;2017 november;241643;33736;207907
494;Totaal wegvoertuigen;Benzine;2017 december;217077;28683;188394
495;Totaal wegvoertuigen;Benzine;2017 4e kwartaal;706366;94703;611663
496;Totaal wegvoertuigen;Benzine;2017;2990263;403345;2586918
497;Totaal wegvoertuigen;Benzine;2018 januari;270920;48068;222852
498;Totaal wegvoertuigen;Benzine;2018 februari;231671;29452;202219
499;Totaal wegvoertuigen;Benzine;2018 maart;272035;36195;235840
500;Totaal wegvoertuigen;Benzine;2018 1e kwartaal;774626;113715;660911
501;Totaal wegvoertuigen;Benzine;2018 april;244112;31477;212635
502;Totaal wegvoertuigen;Benzine;2018 mei;270066;35102;234964
503;Totaal wegvoertuigen;Benzine;2018 juni;290934;44895;246039
504;Totaal wegvoertuigen;Benzine;2018 2e kwartaal;805112;111474;693638
505;Totaal wegvoertuigen;Benzine;2018 juli;258540;35821;222719
506;Totaal wegvoertuigen;Benzine;2018 augustus;253955;39582;214373
507;Totaal wegvoertuigen;Benzine;2018 september;238657;27456;211201
508;Totaal wegvoertuigen;Benzine;2018 3e kwartaal;751152;102859;648293
509;Totaal wegvoertuigen;Benzine;2018 oktober;248107;27624;220483
510;Totaal wegvoertuigen;Benzine;2018 november;237624;29842;207782
511;Totaal wegvoertuigen;Benzine;2018 december;197833;13917;183916
512;Totaal wegvoertuigen;Benzine;2018 4e kwartaal;683564;71383;612181
513;Totaal wegvoertuigen;Benzine;2018;3014454;399431;2615023
514;Totaal wegvoertuigen;Benzine;2019 januari;255178;41178;214000
515;Totaal wegvoertuigen;Benzine;2019 februari;235186;27222;207964
516;Totaal wegvoertuigen;Benzine;2019 maart;258116;34501;223615
517;Totaal wegvoertuigen;Benzine;2019 1e kwartaal;748480;102901;645579
518;Totaal wegvoertuigen;Benzine;2019 april;247171;31086;216085
519;Totaal wegvoertuigen;Benzine;2019 mei;278587;34889;243698
520;Totaal wegvoertuigen;Benzine;2019 juni;257430;37287;220143
521;Totaal wegvoertuigen;Benzine;2019 2e kwartaal;783188;103262;679926
522;Totaal wegvoertuigen;Benzine;2019 juli;259918;33241;226677
523;Totaal wegvoertuigen;Benzine;2019 augustus;250500;32040;218460
524;Totaal wegvoertuigen;Benzine;2019 september;239569;30452;209117
525;Totaal wegvoertuigen;Benzine;2019 3e kwartaal;749987;95733;654254
526;Totaal wegvoertuigen;Benzine;2019 oktober;258129;30747;227382
527;Totaal wegvoertuigen;Benzine;2019 november;247906;30702;217204
528;Totaal wegvoertuigen;Benzine;2019 december;213395;17667;195728
529;Totaal wegvoertuigen;Benzine;2019 4e kwartaal;719430;79116;640314
530;Totaal wegvoertuigen;Benzine;2019;3001085;381012;2620073
531;Totaal wegvoertuigen;Benzine;2020 januari;269806;38151;231655
532;Totaal wegvoertuigen;Benzine;2020 februari;242808;25255;217553
533;Totaal wegvoertuigen;Benzine;2020 maart;234137;24318;209819
534;Totaal wegvoertuigen;Benzine;2020 1e kwartaal;746751;87724;659027
535;Totaal wegvoertuigen;Benzine;2020 april;217249;16537;200712
536;Totaal wegvoertuigen;Benzine;2020 mei;278314;18537;259777
537;Totaal wegvoertuigen;Benzine;2020 juni;286125;26093;260032
538;Totaal wegvoertuigen;Benzine;2020 2e kwartaal;781688;61167;720521
539;Totaal wegvoertuigen;Benzine;2020 juli;289997;32407;257590
540;Totaal wegvoertuigen;Benzine;2020 augustus;250514;24329;226185
541;Totaal wegvoertuigen;Benzine;2020 september;254335;22938;231397
542;Totaal wegvoertuigen;Benzine;2020 3e kwartaal;794846;79674;715172
543;Totaal wegvoertuigen;Benzine;2020 oktober;261329;22311;239018
544;Totaal wegvoertuigen;Benzine;2020 november;230065;21163;208902
545;Totaal wegvoertuigen;Benzine;2020 december;214821;15205;199616
546;Totaal wegvoertuigen;Benzine;2020 4e kwartaal;706215;58679;647536
547;Totaal wegvoertuigen;Benzine;2020;3029500;287244;2742256
548;Totaal wegvoertuigen;Benzine;2021 januari;230166;24442;205724
549;Totaal wegvoertuigen;Benzine;2021 februari;210445;16055;194390
550;Totaal wegvoertuigen;Benzine;2021 maart;271533;19902;251631
551;Totaal wegvoertuigen;Benzine;2021 1e kwartaal;712144;60399;651745
552;Totaal wegvoertuigen;Benzine;2021 april;258892;18664;240228
553;Totaal wegvoertuigen;Benzine;2021 mei;269422;19963;249459
554;Totaal wegvoertuigen;Benzine;2021 juni;281247;23761;257486
555;Totaal wegvoertuigen;Benzine;2021 2e kwartaal;809561;62388;747173
556;Totaal wegvoertuigen;Benzine;2021 juli;267437;19529;247908
557;Totaal wegvoertuigen;Benzine;2021 augustus;227547;14438;213109
558;Totaal wegvoertuigen;Benzine;2021 september;236899;14779;222120
559;Totaal wegvoertuigen;Benzine;2021 3e kwartaal;731883;48746;683137
560;Totaal wegvoertuigen;Benzine;2021 oktober;233184;13917;219267
561;Totaal wegvoertuigen;Benzine;2021 november;213487;13286;200201
562;Totaal wegvoertuigen;Benzine;2021 december;210574;11888;198686
563;Totaal wegvoertuigen;Benzine;2021 4e kwartaal;657245;39091;618154
564;Totaal wegvoertuigen;Benzine;2021;2910833;210624;2700209
565;Totaal wegvoertuigen;Benzine;2022 januari;235337;17540;217797
566;Totaal wegvoertuigen;Benzine;2022 februari;211849;13076;198773
567;Totaal wegvoertuigen;Benzine;2022 maart;233640;14261;219379
568;Totaal wegvoertuigen;Benzine;2022 1e kwartaal;680826;44877;635949
569;Totaal wegvoertuigen;Benzine;2022 april;219344;12972;206372
570;Totaal wegvoertuigen;Benzine;2022 mei;226607;14474;212133
571;Totaal wegvoertuigen;Benzine;2022 juni;232968;17904;215064
572;Totaal wegvoertuigen;Benzine;2022 2e kwartaal;678919;45350;633569
573;Totaal wegvoertuigen;Benzine;2022 juli;221701;13853;207848
574;Totaal wegvoertuigen;Benzine;2022 augustus;209280;13588;195692
575;Totaal wegvoertuigen;Benzine;2022 september;215376;13383;201993
576;Totaal wegvoertuigen;Benzine;2022 3e kwartaal;646357;40824;605533
577;Totaal wegvoertuigen;Benzine;2022 oktober;213217;13680;199537
578;Totaal wegvoertuigen;Benzine;2022 november;208812;12696;196116
579;Totaal wegvoertuigen;Benzine;2022 december;194667;11753;182914
580;Totaal wegvoertuigen;Benzine;2022 4e kwartaal;616696;38129;578567
581;Totaal wegvoertuigen;Benzine;2022;2622798;169180;2453618
582;Totaal wegvoertuigen;Benzine;2023 januari;226392;18336;208056
583;Totaal wegvoertuigen;Benzine;2023 februari;210423;12694;197729
584;Totaal wegvoertuigen;Benzine;2023 maart;243528;14746;228782
585;Totaal wegvoertuigen;Benzine;2023 1e kwartaal;680343;45776;634567
586;Totaal wegvoertuigen;Benzine;2023 april;219790;13493;206297
587;Totaal wegvoertuigen;Benzine;2023 mei;235752;13682;222070
588;Totaal wegvoertuigen;Benzine;2023 juni;249016;16104;232912
589;Totaal wegvoertuigen;Benzine;2023 2e kwartaal;704558;43279;661279
590;Totaal wegvoertuigen;Benzine;2023 juli;231078;12596;218482
591;Totaal wegvoertuigen;Benzine;2023 augustus;214393;10920;203473
592;Totaal wegvoertuigen;Benzine;2023 september;219613;10766;208847
593;Totaal wegvoertuigen;Benzine;2023 3e kwartaal;665084;34282;630802
594;Totaal wegvoertuigen;Benzine;2023 oktober;220650;10870;209780
595;Totaal wegvoertuigen;Benzine;2023 november;213043;9576;203467
596;Totaal wegvoertuigen;Benzine;2023 december;198610;7237;191373
597;Totaal wegvoertuigen;Benzine;2023 4e kwartaal;632303;27683;604620
598;Totaal wegvoertuigen;Benzine;2023;2682288;151020;2531268
599;Totaal wegvoertuigen;Benzine;2024 januari;231733;12428;219305
600;Totaal wegvoertuigen;Benzine;2024 februari;224831;11158;213673
601;Totaal wegvoertuigen;Benzine;2024 maart;250339;12813;237526
602;Totaal wegvoertuigen;Benzine;2024 1e kwartaal;706903;36399;670504
603;Totaal wegvoertuigen;Benzine;2024 april;233669;9969;223700
604;Totaal wegvoertuigen;Benzine;2024 mei;243279;10067;233212
605;Totaal wegvoertuigen;Benzine;2024 juni;235278;11622;223656
606;Totaal wegvoertuigen;Benzine;2024 2e kwartaal;712226;31658;680568
607;Totaal wegvoertuigen;Benzine;2024 juli;231538;9122;222416
608;Totaal wegvoertuigen;Benzine;2024 augustus;218453;8990;209463
609;Totaal wegvoertuigen;Benzine;2024 september;219240;9001;210239
610;Totaal wegvoertuigen;Benzine;2024 3e kwartaal;669231;27113;642118
611;Totaal wegvoertuigen;Benzine;2024 oktober;235739;9043;226696
612;Totaal wegvoertuigen;Benzine;2024 november;222111;9188;212923
613;Totaal wegvoertuigen;Benzine;2024 december;204144;12384;191760
614;Totaal wegvoertuigen;Benzine;2024 4e kwartaal;661994;30615;631379
615;Totaal wegvoertuigen;Benzine;2024;2750354;125785;2624569
616;Totaal wegvoertuigen;Benzine;2025 januari;237593;10010;227583
617;Totaal wegvoertuigen;Benzine;2025 februari;220260;6672;213588
618;Totaal wegvoertuigen;Benzine;2025 maart;244907;7555;237352
619;Totaal wegvoertuigen;Benzine;2025 1e kwartaal;702760;24237;678523
620;Totaal wegvoertuigen;Diesel;2007 januari;106661;31171;75490
621;Totaal wegvoertuigen;Diesel;2007 februari;91807;20180;71627
622;Totaal wegvoertuigen;Diesel;2007 maart;99271;22903;76368
623;Totaal wegvoertuigen;Diesel;2007 1e kwartaal;297739;74254;223485
624;Totaal wegvoertuigen;Diesel;2007 april;84832;18902;65930
625;Totaal wegvoertuigen;Diesel;2007 mei;89875;20566;69309
626;Totaal wegvoertuigen;Diesel;2007 juni;105031;22831;82200
627;Totaal wegvoertuigen;Diesel;2007 2e kwartaal;279738;62299;217439
628;Totaal wegvoertuigen;Diesel;2007 juli;97166;19588;77578
629;Totaal wegvoertuigen;Diesel;2007 augustus;88436;19456;68980
630;Totaal wegvoertuigen;Diesel;2007 september;85857;18790;67067
631;Totaal wegvoertuigen;Diesel;2007 3e kwartaal;271459;57834;213625
632;Totaal wegvoertuigen;Diesel;2007 oktober;96285;22547;73738
633;Totaal wegvoertuigen;Diesel;2007 november;94047;20679;73368
634;Totaal wegvoertuigen;Diesel;2007 december;65747;3925;61822
635;Totaal wegvoertuigen;Diesel;2007 4e kwartaal;256079;47151;208928
636;Totaal wegvoertuigen;Diesel;2007;1105015;241538;863477
637;Totaal wegvoertuigen;Diesel;2008 januari;112672;34035;78637
638;Totaal wegvoertuigen;Diesel;2008 februari;101427;23383;78044
639;Totaal wegvoertuigen;Diesel;2008 maart;98430;23012;75418
640;Totaal wegvoertuigen;Diesel;2008 1e kwartaal;312529;80430;232099
641;Totaal wegvoertuigen;Diesel;2008 april;96222;19373;76849
642;Totaal wegvoertuigen;Diesel;2008 mei;89169;19369;69800
643;Totaal wegvoertuigen;Diesel;2008 juni;91710;20412;71298
644;Totaal wegvoertuigen;Diesel;2008 2e kwartaal;277101;59154;217947
645;Totaal wegvoertuigen;Diesel;2008 juli;88083;17866;70217
646;Totaal wegvoertuigen;Diesel;2008 augustus;80896;16300;64596
647;Totaal wegvoertuigen;Diesel;2008 september;92271;18540;73731
648;Totaal wegvoertuigen;Diesel;2008 3e kwartaal;261250;52706;208544
649;Totaal wegvoertuigen;Diesel;2008 oktober;98764;20414;78350
650;Totaal wegvoertuigen;Diesel;2008 november;82433;14251;68182
651;Totaal wegvoertuigen;Diesel;2008 december;70173;3375;66798
652;Totaal wegvoertuigen;Diesel;2008 4e kwartaal;251370;38040;213330
653;Totaal wegvoertuigen;Diesel;2008;1102250;230330;871920
654;Totaal wegvoertuigen;Diesel;2009 januari;102749;25718;77031
655;Totaal wegvoertuigen;Diesel;2009 februari;88402;14558;73844
656;Totaal wegvoertuigen;Diesel;2009 maart;95077;14003;81074
657;Totaal wegvoertuigen;Diesel;2009 1e kwartaal;286228;54279;231949
658;Totaal wegvoertuigen;Diesel;2009 april;86604;12176;74428
659;Totaal wegvoertuigen;Diesel;2009 mei;86911;11237;75674
660;Totaal wegvoertuigen;Diesel;2009 juni;93074;12438;80636
661;Totaal wegvoertuigen;Diesel;2009 2e kwartaal;266589;35851;230738
662;Totaal wegvoertuigen;Diesel;2009 juli;89389;11101;78288
663;Totaal wegvoertuigen;Diesel;2009 augustus;72488;8429;64059
664;Totaal wegvoertuigen;Diesel;2009 september;83850;10970;72880
665;Totaal wegvoertuigen;Diesel;2009 3e kwartaal;245727;30500;215227
666;Totaal wegvoertuigen;Diesel;2009 oktober;87993;11032;76961
667;Totaal wegvoertuigen;Diesel;2009 november;79227;8376;70851
668;Totaal wegvoertuigen;Diesel;2009 december;69088;2342;66746
669;Totaal wegvoertuigen;Diesel;2009 4e kwartaal;236308;21750;214558
670;Totaal wegvoertuigen;Diesel;2009;1034852;142380;892472
671;Totaal wegvoertuigen;Diesel;2010 januari;89443;18422;71021
672;Totaal wegvoertuigen;Diesel;2010 februari;82987;10983;72004
673;Totaal wegvoertuigen;Diesel;2010 maart;95798;12486;83312
674;Totaal wegvoertuigen;Diesel;2010 1e kwartaal;268228;41891;226337
675;Totaal wegvoertuigen;Diesel;2010 april;87083;10983;76100
676;Totaal wegvoertuigen;Diesel;2010 mei;81124;10673;70451
677;Totaal wegvoertuigen;Diesel;2010 juni;92002;13975;78027
678;Totaal wegvoertuigen;Diesel;2010 2e kwartaal;260209;35631;224578
679;Totaal wegvoertuigen;Diesel;2010 juli;83458;12936;70522
680;Totaal wegvoertuigen;Diesel;2010 augustus;79255;12522;66733
681;Totaal wegvoertuigen;Diesel;2010 september;92510;15926;76584
682;Totaal wegvoertuigen;Diesel;2010 3e kwartaal;255223;41384;213839
683;Totaal wegvoertuigen;Diesel;2010 oktober;96082;17755;78327
684;Totaal wegvoertuigen;Diesel;2010 november;89285;16658;72627
