ID;Afzet;Producten;Perioden;Indexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3;Indexcijfers_4;MaandOpMaandOntwikkeling_5;JaarOpJaarOntwikkeling_6
216;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 juni;;;;;;
217;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 juli;;;;;;
218;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 augustus;;;;;;
219;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 september;;;;;;
220;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 oktober;;;;;;
221;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 november;;;;;;
222;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 december;;;;;;
223;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003;;;;;;
224;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 januari;;;;;;
225;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 februari;;;;;;
226;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 maart;;;;;;
227;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 april;;;;;;
228;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 mei;;;;;;
229;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 juni;;;;;;
230;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 juli;;;;;;
231;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 augustus;;;;;;
232;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 september;;;;;;
233;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 oktober;;;;;;
234;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 november;;;;;;
235;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 december;;;;;;
236;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004;;;;;;
237;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 januari;;;;;;
238;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 februari;;;;;;
239;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 maart;;;;;;
240;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 april;;;;;;
241;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 mei;;;;;;
242;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 juni;;;;;;
243;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 juli;;;;;;
244;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 augustus;;;;;;
245;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 september;;;;;;
246;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 oktober;;;;;;
247;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 november;;;;;;
248;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 december;;;;;;
249;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005;;;;;;
250;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 januari;;;;;;
251;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 februari;;;;;;
252;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 maart;;;;;;
253;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 april;;;;;;
254;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 mei;;;;;;
255;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 juni;;;;;;
256;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 juli;;;;;;
257;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 augustus;;;;;;
258;Totale Nederlandse afzet;10100000 Steenkool;2000 januari;;;;;;
259;Totale Nederlandse afzet;10100000 Steenkool;2000 februari;;;;;;
260;Totale Nederlandse afzet;10100000 Steenkool;2000 maart;;;;;;
261;Totale Nederlandse afzet;10100000 Steenkool;2000 april;;;;;;
262;Totale Nederlandse afzet;10100000 Steenkool;2000 mei;;;;;;
263;Totale Nederlandse afzet;10100000 Steenkool;2000 juni;;;;;;
264;Totale Nederlandse afzet;10100000 Steenkool;2000 juli;;;;;;
265;Totale Nederlandse afzet;10100000 Steenkool;2000 augustus;;;;;;
266;Totale Nederlandse afzet;10100000 Steenkool;2000 september;;;;;;
267;Totale Nederlandse afzet;10100000 Steenkool;2000 oktober;;;;;;
268;Totale Nederlandse afzet;10100000 Steenkool;2000 november;;;;;;
269;Totale Nederlandse afzet;10100000 Steenkool;2000 december;;;;;;
270;Totale Nederlandse afzet;10100000 Steenkool;2000;;;;;;
271;Totale Nederlandse afzet;10100000 Steenkool;2001 januari;;;;;;
272;Totale Nederlandse afzet;10100000 Steenkool;2001 februari;;;;;;
273;Totale Nederlandse afzet;10100000 Steenkool;2001 maart;;;;;;
274;Totale Nederlandse afzet;10100000 Steenkool;2001 april;;;;;;
275;Totale Nederlandse afzet;10100000 Steenkool;2001 mei;;;;;;
276;Totale Nederlandse afzet;10100000 Steenkool;2001 juni;;;;;;
277;Totale Nederlandse afzet;10100000 Steenkool;2001 juli;;;;;;
278;Totale Nederlandse afzet;10100000 Steenkool;2001 augustus;;;;;;
279;Totale Nederlandse afzet;10100000 Steenkool;2001 september;;;;;;
280;Totale Nederlandse afzet;10100000 Steenkool;2001 oktober;;;;;;
281;Totale Nederlandse afzet;10100000 Steenkool;2001 november;;;;;;
282;Totale Nederlandse afzet;10100000 Steenkool;2001 december;;;;;;
283;Totale Nederlandse afzet;10100000 Steenkool;2001;;;;;;
284;Totale Nederlandse afzet;10100000 Steenkool;2002 januari;;;;;;
285;Totale Nederlandse afzet;10100000 Steenkool;2002 februari;;;;;;
286;Totale Nederlandse afzet;10100000 Steenkool;2002 maart;;;;;;
287;Totale Nederlandse afzet;10100000 Steenkool;2002 april;;;;;;
288;Totale Nederlandse afzet;10100000 Steenkool;2002 mei;;;;;;
289;Totale Nederlandse afzet;10100000 Steenkool;2002 juni;;;;;;
290;Totale Nederlandse afzet;10100000 Steenkool;2002 juli;;;;;;
291;Totale Nederlandse afzet;10100000 Steenkool;2002 augustus;;;;;;
292;Totale Nederlandse afzet;10100000 Steenkool;2002 september;;;;;;
293;Totale Nederlandse afzet;10100000 Steenkool;2002 oktober;;;;;;
294;Totale Nederlandse afzet;10100000 Steenkool;2002 november;;;;;;
295;Totale Nederlandse afzet;10100000 Steenkool;2002 december;;;;;;
296;Totale Nederlandse afzet;10100000 Steenkool;2002;;;;;;
297;Totale Nederlandse afzet;10100000 Steenkool;2003 januari;;;;;;
298;Totale Nederlandse afzet;10100000 Steenkool;2003 februari;;;;;;
299;Totale Nederlandse afzet;10100000 Steenkool;2003 maart;;;;;;
300;Totale Nederlandse afzet;10100000 Steenkool;2003 april;;;;;;
301;Totale Nederlandse afzet;10100000 Steenkool;2003 mei;;;;;;
302;Totale Nederlandse afzet;10100000 Steenkool;2003 juni;;;;;;
303;Totale Nederlandse afzet;10100000 Steenkool;2003 juli;;;;;;
304;Totale Nederlandse afzet;10100000 Steenkool;2003 augustus;;;;;;
305;Totale Nederlandse afzet;10100000 Steenkool;2003 september;;;;;;
306;Totale Nederlandse afzet;10100000 Steenkool;2003 oktober;;;;;;
307;Totale Nederlandse afzet;10100000 Steenkool;2003 november;;;;;;
308;Totale Nederlandse afzet;10100000 Steenkool;2003 december;;;;;;
309;Totale Nederlandse afzet;10100000 Steenkool;2003;;;;;;
310;Totale Nederlandse afzet;10100000 Steenkool;2004 januari;;;;;;
311;Totale Nederlandse afzet;10100000 Steenkool;2004 februari;;;;;;
312;Totale Nederlandse afzet;10100000 Steenkool;2004 maart;;;;;;
313;Totale Nederlandse afzet;10100000 Steenkool;2004 april;;;;;;
314;Totale Nederlandse afzet;10100000 Steenkool;2004 mei;;;;;;
315;Totale Nederlandse afzet;10100000 Steenkool;2004 juni;;;;;;
316;Totale Nederlandse afzet;10100000 Steenkool;2004 juli;;;;;;
317;Totale Nederlandse afzet;10100000 Steenkool;2004 augustus;;;;;;
318;Totale Nederlandse afzet;10100000 Steenkool;2004 september;;;;;;
319;Totale Nederlandse afzet;10100000 Steenkool;2004 oktober;;;;;;
320;Totale Nederlandse afzet;10100000 Steenkool;2004 november;;;;;;
321;Totale Nederlandse afzet;10100000 Steenkool;2004 december;;;;;;
322;Totale Nederlandse afzet;10100000 Steenkool;2004;;;;;;
323;Totale Nederlandse afzet;10100000 Steenkool;2005 januari;;;;;;
324;Totale Nederlandse afzet;10100000 Steenkool;2005 februari;;;;;;
325;Totale Nederlandse afzet;10100000 Steenkool;2005 maart;;;;;;
326;Totale Nederlandse afzet;10100000 Steenkool;2005 april;;;;;;
327;Totale Nederlandse afzet;10100000 Steenkool;2005 mei;;;;;;
328;Totale Nederlandse afzet;10100000 Steenkool;2005 juni;;;;;;
329;Totale Nederlandse afzet;10100000 Steenkool;2005 juli;;;;;;
330;Totale Nederlandse afzet;10100000 Steenkool;2005 augustus;;;;;;
331;Totale Nederlandse afzet;10100000 Steenkool;2005 september;;;;;;
332;Totale Nederlandse afzet;10100000 Steenkool;2005 oktober;;;;;;
333;Totale Nederlandse afzet;10100000 Steenkool;2005 november;;;;;;
334;Totale Nederlandse afzet;10100000 Steenkool;2005 december;;;;;;
335;Totale Nederlandse afzet;10100000 Steenkool;2005;;;;;;
336;Totale Nederlandse afzet;10100000 Steenkool;2006 januari;;;;;;
337;Totale Nederlandse afzet;10100000 Steenkool;2006 februari;;;;;;
338;Totale Nederlandse afzet;10100000 Steenkool;2006 maart;;;;;;
339;Totale Nederlandse afzet;10100000 Steenkool;2006 april;;;;;;
340;Totale Nederlandse afzet;10100000 Steenkool;2006 mei;;;;;;
341;Totale Nederlandse afzet;10100000 Steenkool;2006 juni;;;;;;
342;Totale Nederlandse afzet;10100000 Steenkool;2006 juli;;;;;;
343;Totale Nederlandse afzet;10100000 Steenkool;2006 augustus;;;;;;
344;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 januari;81.1;;;81.1;;
345;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 februari;91.9;13.3;;91.9;13.3;
346;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 maart;92.7;0.9;;92.7;0.9;
347;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 april;82.8;-10.7;;82.8;-10.7;
348;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 mei;94.6;14.2;;94.6;14.2;
349;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 juni;98.1;3.7;;98.1;3.7;
350;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 juli;97.8;-0.3;;97.8;-0.3;
351;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 augustus;103.0;5.3;;103.0;5.3;
352;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 september;119.0;15.6;;119.0;15.6;
353;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 oktober;119.2;0.1;;119.2;0.1;
354;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 november;121.8;2.2;;121.8;2.2;
355;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 december;97.9;-19.6;;97.9;-19.6;
356;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000;100.0;;;100.0;;
357;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 januari;90.7;-7.4;11.8;90.7;-7.4;11.8
358;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 februari;97.5;7.5;6.1;97.5;7.5;6.1
359;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 maart;90.0;-7.7;-3.0;90.0;-7.7;-3.0
360;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 april;93.6;4.0;13.0;93.6;4.0;13.0
361;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 mei;98.5;5.3;4.2;98.5;5.3;4.2
362;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 juni;104.3;5.8;6.3;104.3;5.8;6.3
363;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 juli;92.4;-11.3;-5.5;92.4;-11.3;-5.5
364;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 augustus;87.6;-5.3;-15.0;87.6;-5.3;-15.0
365;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 september;86.6;-1.0;-27.2;86.6;-1.0;-27.2
366;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 oktober;75.7;-12.7;-36.5;75.7;-12.7;-36.5
367;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 november;68.6;-9.3;-43.7;68.6;-9.3;-43.7
368;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 december;65.1;-5.1;-33.5;65.1;-5.1;-33.5
369;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001;87.5;;-12.5;87.5;;-12.5
370;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002 januari;68.0;4.5;-25.0;68.0;4.5;-25.0
371;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002 februari;72.5;6.7;-25.6;72.5;6.7;-25.6
372;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002 maart;83.5;15.0;-7.2;83.5;15.0;-7.2
373;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002 april;90.0;7.8;-3.8;90.0;7.8;-3.8
374;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002 mei;86.1;-4.2;-12.6;86.1;-4.2;-12.6
375;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002 juni;80.0;-7.1;-23.3;80.0;-7.1;-23.3
376;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002 juli;80.7;0.9;-12.7;80.7;0.9;-12.7
377;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002 augustus;85.6;6.0;-2.3;85.6;6.0;-2.3
378;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002 september;90.6;5.9;4.6;90.6;5.9;4.6
379;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002 oktober;91.0;0.4;20.3;91.0;0.4;20.3
380;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002 november;79.2;-13.0;15.4;79.2;-13.0;15.4
381;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002 december;88.4;11.6;35.8;88.4;11.6;35.8
382;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2002;83.0;;-5.2;83.0;;-5.2
383;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003 januari;95.5;8.0;40.4;95.5;8.0;40.4
384;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003 februari;100.4;5.1;38.4;100.4;5.1;38.4
385;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003 maart;96.3;-4.0;15.5;96.3;-4.0;15.5
386;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003 april;77.5;-19.6;-13.9;77.5;-19.6;-13.9
387;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003 mei;70.0;-9.7;-18.8;70.0;-9.7;-18.8
388;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003 juni;74.3;6.1;-7.2;74.3;6.1;-7.2
389;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003 juli;77.8;4.8;-3.6;77.8;4.8;-3.6
390;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003 augustus;83.4;7.1;-2.6;83.4;7.1;-2.6
391;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003 september;77.7;-6.8;-14.3;77.7;-6.8;-14.3
392;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003 oktober;79.5;2.3;-12.7;79.5;2.3;-12.7
393;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003 november;80.4;1.1;1.5;80.4;1.1;1.5
394;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003 december;79.9;-0.6;-9.7;79.9;-0.6;-9.7
395;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2003;82.7;;-0.3;82.7;;-0.3
396;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004 januari;82.2;2.9;-13.9;82.2;2.9;-13.9
397;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004 februari;81.1;-1.3;-19.2;81.1;-1.3;-19.2
398;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004 maart;88.6;9.2;-8.1;88.6;9.2;-8.1
399;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004 april;91.7;3.5;18.4;91.7;3.5;18.4
400;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004 mei;100.1;9.2;43.1;100.1;9.2;43.1
401;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004 juni;97.0;-3.1;30.6;97.0;-3.1;30.6
402;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004 juli;101.3;4.5;30.2;101.3;4.5;30.2
403;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004 augustus;112.9;11.4;35.4;112.9;11.4;35.4
404;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004 september;116.3;3.1;49.8;116.3;3.1;49.8
405;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004 oktober;128.2;10.2;61.4;128.2;10.2;61.4
406;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004 november;113.5;-11.5;41.2;113.5;-11.5;41.2
407;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004 december;99.3;-12.5;24.4;99.3;-12.5;24.4
408;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2004;101.0;;22.1;101.0;;22.1
409;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005 januari;106.8;7.5;29.9;106.8;7.5;29.9
410;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005 februari;111.5;4.4;37.4;111.5;4.4;37.4
411;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005 maart;125.3;12.4;41.5;125.3;12.4;41.5
412;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005 april;129.4;3.2;41.1;129.4;3.2;41.1
413;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005 mei;121.9;-5.8;21.7;121.9;-5.8;21.7
414;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005 juni;137.0;12.4;41.3;137.0;12.4;41.3
415;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005 juli;145.7;6.3;43.8;145.7;6.3;43.8
416;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005 augustus;158.8;9.0;40.7;158.8;9.0;40.7
417;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005 september;162.8;2.5;39.9;162.8;2.5;39.9
418;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005 oktober;162.0;-0.5;26.3;162.0;-0.5;26.3
419;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005 november;151.1;-6.7;33.2;151.1;-6.7;33.2
420;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005 december;153.3;1.5;54.4;153.3;1.5;54.4
421;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2005;138.8;;37.4;138.8;;37.4
422;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2006 januari;165.5;7.9;55.0;165.5;7.9;55.0
423;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2006 februari;160.4;-3.1;43.9;160.4;-3.1;43.9
424;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2006 maart;163.5;2.0;30.5;163.5;2.0;30.5
425;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2006 april;175.1;7.1;35.3;175.1;7.1;35.3
426;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2006 mei;171.4;-2.1;40.6;171.4;-2.1;40.6
427;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2006 juni;173.3;1.2;26.5;173.3;1.2;26.5
428;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2006 juli;180.3;4.0;23.8;180.3;4.0;23.8
429;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2006 augustus;176.3;-2.2;11.1;176.3;-2.2;11.1
430;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000 januari;;;;;;
431;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000 februari;;;;;;
432;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000 maart;;;;;;
433;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000 april;;;;;;
434;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000 mei;;;;;;
435;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000 juni;;;;;;
436;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000 juli;;;;;;
437;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000 augustus;;;;;;
438;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000 september;;;;;;
439;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000 oktober;;;;;;
440;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000 november;;;;;;
441;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000 december;;;;;;
442;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2000;100.0;;;100.0;;
443;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001 januari;;;;;;
444;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001 februari;;;;;;
445;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001 maart;;;;;;
446;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001 april;;;;;;
447;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001 mei;;;;;;
448;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001 juni;;;;;;
449;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001 juli;;;;;;
450;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001 augustus;;;;;;
451;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001 september;;;;;;
452;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001 oktober;;;;;;
453;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001 november;;;;;;
454;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001 december;;;;;;
455;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2001;;;;;;
456;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002 januari;;;;;;
457;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002 februari;;;;;;
458;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002 maart;;;;;;
459;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002 april;;;;;;
460;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002 mei;;;;;;
461;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002 juni;;;;;;
462;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002 juli;;;;;;
463;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002 augustus;;;;;;
464;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002 september;;;;;;
465;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002 oktober;;;;;;
466;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002 november;;;;;;
467;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002 december;;;;;;
468;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2002;;;;;;
469;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003 januari;;;;;;
470;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003 februari;;;;;;
471;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003 maart;;;;;;
472;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003 april;;;;;;
473;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003 mei;;;;;;
474;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003 juni;;;;;;
475;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003 juli;;;;;;
476;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003 augustus;;;;;;
477;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003 september;;;;;;
478;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003 oktober;;;;;;
479;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003 november;;;;;;
480;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003 december;;;;;;
481;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2003;;;;;;
482;Totale Nederlandse afzet;11102000 Aardgas (methaanrijk, brandbaar;2004 januari;;;;;;
