ID;SectorBranchesSIC2008;Regions;Periods;OutputBasicPrices_1;IntermediateConsumption_2;GrossValueAdded_3;CompensationOfEmployees_4;GrossOperatingSurplus_5;TaxesNotProductRelated_6;SubsidiesNotProductRelated_7;TotalLabourInput_8;LabourInputOfEmployees_9
260;A-U All economic activities;Overijssel (PV);2003;52431;26996;25436;15180;10283;265;291;435.7;371.6
261;A-U All economic activities;Overijssel (PV);2004;53553;27490;26063;15343;10772;275;327;431.2;366.5
262;A-U All economic activities;Overijssel (PV);2005;56193;29083;27110;15621;11494;298;302;436.0;368.5
263;A-U All economic activities;Overijssel (PV);2006;59339;30676;28663;16063;12615;300;314;442.8;373.9
264;A-U All economic activities;Overijssel (PV);2007;63757;33112;30645;17044;13663;309;371;456.9;385.3
265;A-U All economic activities;Overijssel (PV);2008;67602;35151;32451;18038;14488;337;412;462.2;389.9
266;A-U All economic activities;Overijssel (PV);2009;66219;33890;32329;18770;13698;367;505;464.2;391.7
267;A-U All economic activities;Overijssel (PV);2010;67892;35284;32608;18705;14032;377;506;460.3;388.2
268;A-U All economic activities;Overijssel (PV);2011;71917;38402;33514;19163;14469;402;520;462.3;388.4
269;A-U All economic activities;Overijssel (PV);2012;71410;38186;33224;19450;13853;411;490;459.1;384.4
270;A-U All economic activities;Overijssel (PV);2013;71585;38263;33322;19371;13955;448;451;451.8;376.2
271;A-U All economic activities;Overijssel (PV);2014;72409;38614;33796;19371;14297;550;423;444.9;369.7
272;A-U All economic activities;Overijssel (PV);2015;75170;40242;34927;19592;15266;523;454;450.7;374.6
273;A-U All economic activities;Overijssel (PV);2016;78508;42106;36402;20445;15872;550;465;461.8;383.9
274;A-U All economic activities;Overijssel (PV);2017;82840;44799;38041;21127;16854;561;501;473.4;393.6
275;A-U All economic activities;Overijssel (PV);2018;88401;48493;39908;22238;17603;597;530;487.1;406.3
276;A-U All economic activities;Overijssel (PV);2019;93086;51188;41898;23343;18512;592;548;498.2;415.3
277;A-U All economic activities;Overijssel (PV);2020;91629;49939;41690;24149;18818;672;1949;492.6;414.7
278;A-U All economic activities;Overijssel (PV);2021;101636;56225;45411;25474;21076;675;1814;513.9;431.3
279;A-U All economic activities;Overijssel (PV);2022;116373;66078;50295;27356;23347;632;1040;532.2;445.6
280;A-U All economic activities;Flevoland (PV);1995;7396;3408;3988;2082;1904;67;65;87.4;69.0
281;A-U All economic activities;Flevoland (PV);1996;7824;3681;4144;2188;1977;64;85;89.8;70.5
282;A-U All economic activities;Flevoland (PV);1997;8709;4137;4572;2382;2217;63;90;93.4;74.2
283;A-U All economic activities;Flevoland (PV);1998;9592;4584;5008;2592;2456;68;108;96.8;77.9
284;A-U All economic activities;Flevoland (PV);1999;10911;5315;5596;2918;2747;78;148;104.7;84.8
285;A-U All economic activities;Flevoland (PV);2000;12005;5914;6092;3245;2895;87;135;108.7;88.6
286;A-U All economic activities;Flevoland (PV);2001;13411;6688;6723;3591;3192;102;162;113.1;93.5
287;A-U All economic activities;Flevoland (PV);2002;13895;6773;7122;3766;3395;109;147;113.5;93.2
288;A-U All economic activities;Flevoland (PV);2003;14769;7087;7682;3997;3719;134;168;115.5;95.3
289;A-U All economic activities;Flevoland (PV);2004;15448;7432;8016;4147;3903;141;176;117.2;96.0
290;A-U All economic activities;Flevoland (PV);2005;16409;7997;8412;4292;4127;158;165;119.2;97.5
291;A-U All economic activities;Flevoland (PV);2006;18037;8706;9331;4533;4824;171;197;123.8;101.7
292;A-U All economic activities;Flevoland (PV);2007;19397;9281;10115;4923;5249;167;224;130.5;107.0
293;A-U All economic activities;Flevoland (PV);2008;20100;9841;10259;5259;5054;179;234;133.3;109.2
294;A-U All economic activities;Flevoland (PV);2009;19093;9271;9822;5316;4594;169;257;131.5;107.4
295;A-U All economic activities;Flevoland (PV);2010;20084;9871;10213;5366;4939;188;279;133.3;108.5
296;A-U All economic activities;Flevoland (PV);2011;21350;10677;10673;5518;5210;195;250;135.0;109.1
297;A-U All economic activities;Flevoland (PV);2012;20999;10606;10393;5533;4893;187;220;133.3;107.4
298;A-U All economic activities;Flevoland (PV);2013;21008;10492;10516;5499;5031;199;213;131.9;105.4
299;A-U All economic activities;Flevoland (PV);2014;21562;10779;10783;5541;5197;239;194;131.6;105.0
300;A-U All economic activities;Flevoland (PV);2015;22494;11463;11031;5552;5435;226;182;132.3;104.8
301;A-U All economic activities;Flevoland (PV);2016;23340;11935;11406;5712;5632;245;184;135.0;106.4
302;A-U All economic activities;Flevoland (PV);2017;24621;12809;11811;5886;5857;249;181;138.6;109.3
303;A-U All economic activities;Flevoland (PV);2018;26548;14019;12529;6286;6182;255;195;145.6;115.2
304;A-U All economic activities;Flevoland (PV);2019;27992;14514;13478;6657;6739;281;199;150.2;118.9
305;A-U All economic activities;Flevoland (PV);2020;27414;13970;13444;6855;6896;300;608;149.2;118.9
306;A-U All economic activities;Flevoland (PV);2021;29890;15406;14484;7191;7592;288;587;155.9;123.4
307;A-U All economic activities;Flevoland (PV);2022;35400;18677;16723;7727;8997;320;321;161.4;127.1
308;A-U All economic activities;Gelderland (PV);1995;62747;31297;31450;17493;13853;354;250;676.5;564.2
309;A-U All economic activities;Gelderland (PV);1996;65721;33291;32431;18037;14362;358;327;688.7;573.8
310;A-U All economic activities;Gelderland (PV);1997;71153;36351;34802;19093;15757;358;407;709.7;592.2
311;A-U All economic activities;Gelderland (PV);1998;75128;37992;37135;20427;16813;371;475;725.8;610.3
312;A-U All economic activities;Gelderland (PV);1999;79501;40568;38932;21947;17115;411;541;742.0;628.6
313;A-U All economic activities;Gelderland (PV);2000;86464;44596;41868;23661;18325;437;554;751.9;641.2
314;A-U All economic activities;Gelderland (PV);2001;91477;47100;44377;25120;19385;483;612;767.5;657.0
315;A-U All economic activities;Gelderland (PV);2002;93398;47254;46144;26279;19985;505;624;766.5;656.5
316;A-U All economic activities;Gelderland (PV);2003;95778;48408;47370;27240;20244;509;623;764.0;653.4
317;A-U All economic activities;Gelderland (PV);2004;97821;49460;48361;27464;21057;529;690;755.6;643.0
318;A-U All economic activities;Gelderland (PV);2005;102288;52429;49860;27980;21956;567;643;761.1;644.5
319;A-U All economic activities;Gelderland (PV);2006;110112;56601;53512;29094;24532;578;693;778.6;656.6
320;A-U All economic activities;Gelderland (PV);2007;116776;60058;56718;30814;26115;593;805;802.4;674.4
321;A-U All economic activities;Gelderland (PV);2008;121763;62892;58871;32796;26319;653;897;817.8;687.8
322;A-U All economic activities;Gelderland (PV);2009;118344;59958;58385;33218;25522;698;1053;805.4;676.3
323;A-U All economic activities;Gelderland (PV);2010;120294;61563;58730;33206;25868;713;1056;802.8;671.7
324;A-U All economic activities;Gelderland (PV);2011;127085;66705;60379;34118;26550;749;1037;808.5;673.8
325;A-U All economic activities;Gelderland (PV);2012;128085;68094;59991;34501;25672;777;959;800.8;664.5
326;A-U All economic activities;Gelderland (PV);2013;128064;68212;59852;34410;25511;850;918;790.7;652.7
327;A-U All economic activities;Gelderland (PV);2014;130744;69495;61249;34659;26367;1050;827;788.1;648.0
328;A-U All economic activities;Gelderland (PV);2015;135044;72096;62948;34851;27993;982;878;795.8;651.8
329;A-U All economic activities;Gelderland (PV);2016;139032;74250;64782;35953;28695;1018;884;809.7;661.5
330;A-U All economic activities;Gelderland (PV);2017;146392;79051;67341;37041;30191;1040;931;826.5;675.0
331;A-U All economic activities;Gelderland (PV);2018;156510;85696;70815;38872;31871;1089;1017;851.0;696.4
332;A-U All economic activities;Gelderland (PV);2019;165461;90499;74962;41043;33935;1089;1105;873.6;714.3
333;A-U All economic activities;Gelderland (PV);2020;164899;90218;74681;42660;34287;1235;3501;867.1;716.0
334;A-U All economic activities;Gelderland (PV);2021;179752;98917;80835;44231;38604;1211;3211;892.4;731.4
335;A-U All economic activities;Gelderland (PV);2022;202222;112895;89327;47104;42899;1137;1813;922.2;752.9
336;A-U All economic activities;Utrecht (PV);1995;47623;22570;25053;14797;10199;269;211;464.5;410.0
337;A-U All economic activities;Utrecht (PV);1996;51362;24775;26588;15612;10974;281;279;485.0;426.0
338;A-U All economic activities;Utrecht (PV);1997;55038;26742;28296;16264;12073;283;324;496.7;436.3
339;A-U All economic activities;Utrecht (PV);1998;60438;29233;31205;17831;13474;303;403;519.7;459.7
340;A-U All economic activities;Utrecht (PV);1999;65403;31368;34034;19454;14710;342;471;540.8;480.5
341;A-U All economic activities;Utrecht (PV);2000;70436;34139;36296;20935;15480;366;485;547.7;489.3
342;A-U All economic activities;Utrecht (PV);2001;75911;36701;39210;22242;17100;402;534;573.4;511.2
343;A-U All economic activities;Utrecht (PV);2002;77153;36573;40580;23347;17353;412;531;567.4;505.7
344;A-U All economic activities;Utrecht (PV);2003;76791;36099;40692;23536;17266;412;522;550.9;489.9
345;A-U All economic activities;Utrecht (PV);2004;78583;36749;41834;23615;18372;430;583;543.2;478.9
346;A-U All economic activities;Utrecht (PV);2005;81854;38521;43333;24072;19342;463;544;547.1;481.0
347;A-U All economic activities;Utrecht (PV);2006;85558;39951;45608;24956;20736;466;551;563.6;494.2
348;A-U All economic activities;Utrecht (PV);2007;92205;43221;48984;26619;22524;486;646;583.9;508.8
349;A-U All economic activities;Utrecht (PV);2008;95435;44713;50722;27788;23110;530;706;591.1;514.7
350;A-U All economic activities;Utrecht (PV);2009;96596;45009;51587;28698;23127;583;820;595.6;518.0
351;A-U All economic activities;Utrecht (PV);2010;98024;46144;51880;28844;23301;600;864;592.5;513.5
352;A-U All economic activities;Utrecht (PV);2011;100776;48701;52075;29273;22984;622;805;594.2;512.0
353;A-U All economic activities;Utrecht (PV);2012;102063;49499;52564;29938;22730;655;759;594.9;511.2
354;A-U All economic activities;Utrecht (PV);2013;103964;50093;53871;30306;23454;775;663;591.3;506.6
355;A-U All economic activities;Utrecht (PV);2014;106614;51270;55344;30457;24477;1054;645;589.4;502.3
356;A-U All economic activities;Utrecht (PV);2015;111066;54420;56646;30329;26075;905;663;592.5;502.0
357;A-U All economic activities;Utrecht (PV);2016;114642;56320;58322;31434;26564;1015;691;605.0;511.6
358;A-U All economic activities;Utrecht (PV);2017;122719;60900;61819;33092;28380;1076;729;627.0;531.6
359;A-U All economic activities;Utrecht (PV);2018;130333;65465;64868;34864;29632;1136;764;648.7;550.1
360;A-U All economic activities;Utrecht (PV);2019;139096;70186;68911;37244;31351;1151;835;675.8;570.8
361;A-U All economic activities;Utrecht (PV);2020;140635;70350;70284;39151;32730;1336;2932;678.4;579.2
362;A-U All economic activities;Utrecht (PV);2021;152584;76801;75783;41110;36000;1464;2792;699.7;593.4
363;A-U All economic activities;Utrecht (PV);2022;168546;86631;81915;43918;38117;1397;1517;725.6;613.4
364;A-U All economic activities;Noord-Holland (PV);1995;121477;62887;58590;31656;26829;565;460;1050.6;890.5
365;A-U All economic activities;Noord-Holland (PV);1996;126824;66131;60693;33104;27644;579;634;1081.0;914.3
366;A-U All economic activities;Noord-Holland (PV);1997;136178;70452;65726;35294;30627;587;781;1126.6;954.5
367;A-U All economic activities;Noord-Holland (PV);1998;148222;77609;70613;38100;32852;619;958;1169.0;997.8
368;A-U All economic activities;Noord-Holland (PV);1999;157093;82573;74520;41062;33888;695;1126;1196.9;1028.0
369;A-U All economic activities;Noord-Holland (PV);2000;170643;90952;79691;44614;35482;746;1151;1219.9;1054.6
370;A-U All economic activities;Noord-Holland (PV);2001;176232;93470;82761;46555;36631;805;1230;1221.8;1063.1
371;A-U All economic activities;Noord-Holland (PV);2002;184381;94957;89423;49226;40631;853;1286;1218.7;1061.8
372;A-U All economic activities;Noord-Holland (PV);2003;187095;96259;90836;50406;40841;862;1274;1203.1;1046.1
373;A-U All economic activities;Noord-Holland (PV);2004;194594;100313;94281;51462;43320;901;1402;1199.7;1036.7
374;A-U All economic activities;Noord-Holland (PV);2005;202817;105525;97293;52163;45498;964;1332;1199.7;1032.4
375;A-U All economic activities;Noord-Holland (PV);2006;213027;110809;102218;53957;48667;981;1386;1231.7;1055.4
376;A-U All economic activities;Noord-Holland (PV);2007;225679;117715;107964;56850;51693;999;1577;1258.2;1074.9
377;A-U All economic activities;Noord-Holland (PV);2008;236807;124743;112064;59911;52751;1089;1687;1276.6;1092.2
378;A-U All economic activities;Noord-Holland (PV);2009;229932;120635;109297;60523;49587;1157;1971;1268.6;1081.8
379;A-U All economic activities;Noord-Holland (PV);2010;236767;123807;112960;60561;53200;1209;2010;1260.3;1068.8
380;A-U All economic activities;Noord-Holland (PV);2011;250600;135491;115108;62550;53131;1281;1853;1271.9;1072.9
381;A-U All economic activities;Noord-Holland (PV);2012;257337;139908;117429;63630;54055;1472;1727;1271.1;1069.5
382;A-U All economic activities;Noord-Holland (PV);2013;261595;141215;120380;64520;55725;1733;1598;1268.2;1063.0
383;A-U All economic activities;Noord-Holland (PV);2014;274134;147117;127018;66045;60097;2435;1559;1279.8;1066.2
384;A-U All economic activities;Noord-Holland (PV);2015;294986;161586;133400;67168;65787;2043;1597;1307.8;1084.2
385;A-U All economic activities;Noord-Holland (PV);2016;301315;162942;138374;69924;67869;2297;1717;1341.3;1111.2
386;A-U All economic activities;Noord-Holland (PV);2017;318742;174108;144634;72758;71279;2430;1834;1375.8;1140.3
387;A-U All economic activities;Noord-Holland (PV);2018;339763;186949;152814;77184;74875;2669;1913;1422.5;1180.9
388;A-U All economic activities;Noord-Holland (PV);2019;350000;187900;162100;82116;79174;2796;1986;1464.8;1215.2
389;A-U All economic activities;Noord-Holland (PV);2020;329415;175944;153471;83901;74265;3037;7732;1419.9;1187.4
390;A-U All economic activities;Noord-Holland (PV);2021;354438;186804;167634;88497;83128;3300;7291;1461.1;1210.3
391;A-U All economic activities;Noord-Holland (PV);2022;409811;218696;191115;96316;95275;3075;3552;1530.8;1265.7
392;A-U All economic activities;Zuid-Holland (PV);1995;128931;62658;66273;38256;27833;693;509;1271.1;1096.1
393;A-U All economic activities;Zuid-Holland (PV);1996;136471;68002;68469;39646;28820;711;708;1302.4;1119.3
394;A-U All economic activities;Zuid-Holland (PV);1997;147092;73949;73143;42118;31176;713;864;1349.2;1161.0
395;A-U All economic activities;Zuid-Holland (PV);1998;154472;76061;78410;44763;33945;744;1041;1376.0;1193.2
396;A-U All economic activities;Zuid-Holland (PV);1999;165804;83196;82607;48037;35000;837;1267;1410.0;1226.9
397;A-U All economic activities;Zuid-Holland (PV);2000;185255;96433;88822;52011;37204;904;1297;1432.8;1256.6
398;A-U All economic activities;Zuid-Holland (PV);2001;197400;103030;94370;54869;39939;991;1429;1474.1;1295.7
399;A-U All economic activities;Zuid-Holland (PV);2002;201375;103720;97655;57329;40736;1030;1439;1466.8;1292.7
400;A-U All economic activities;Zuid-Holland (PV);2003;204538;103675;100863;58557;42738;1025;1458;1444.7;1273.2
401;A-U All economic activities;Zuid-Holland (PV);2004;213249;109537;103712;59391;44856;1063;1599;1430.8;1255.6
402;A-U All economic activities;Zuid-Holland (PV);2005;228607;120283;108324;60660;48036;1150;1523;1434.6;1256.3
403;A-U All economic activities;Zuid-Holland (PV);2006;243188;128673;114514;62285;52617;1166;1554;1465.5;1276.1
404;A-U All economic activities;Zuid-Holland (PV);2007;258058;135336;122722;65983;57330;1196;1787;1503.5;1304.5
405;A-U All economic activities;Zuid-Holland (PV);2008;274092;146551;127541;69874;58328;1285;1946;1536.8;1332.7
406;A-U All economic activities;Zuid-Holland (PV);2009;258221;135136;123086;70778;53137;1365;2194;1515.3;1310.2
407;A-U All economic activities;Zuid-Holland (PV);2010;268342;143607;124735;70235;55399;1403;2301;1490.2;1284.6
408;A-U All economic activities;Zuid-Holland (PV);2011;285089;158048;127041;71642;56046;1496;2142;1491.4;1277.4
409;A-U All economic activities;Zuid-Holland (PV);2012;293032;166390;126642;72080;54972;1530;1940;1475.8;1259.5
410;A-U All economic activities;Zuid-Holland (PV);2013;293143;166847;126296;71883;54476;1743;1806;1447.9;1231.6
411;A-U All economic activities;Zuid-Holland (PV);2014;295616;167528;128088;72540;55091;2142;1685;1447.0;1222.2
412;A-U All economic activities;Zuid-Holland (PV);2015;298076;164412;133664;73024;60417;1943;1721;1464.8;1231.8
413;A-U All economic activities;Zuid-Holland (PV);2016;298903;162253;136650;75170;61242;2070;1832;1493.6;1252.6
414;A-U All economic activities;Zuid-Holland (PV);2017;313653;172740;140913;77001;63704;2099;1892;1525.4;1276.7
415;A-U All economic activities;Zuid-Holland (PV);2018;334262;188036;146227;80551;65444;2214;1982;1568.8;1309.7
416;A-U All economic activities;Zuid-Holland (PV);2019;343973;191267;152706;83936;68544;2284;2058;1593.1;1328.2
417;A-U All economic activities;Zuid-Holland (PV);2020;331091;179970;151120;86883;68438;2536;6736;1586.0;1329.5
418;A-U All economic activities;Zuid-Holland (PV);2021;372672;209042;163630;89771;77484;2565;6190;1634.9;1357.4
419;A-U All economic activities;Zuid-Holland (PV);2022;436605;254592;182013;96310;86757;2541;3595;1692.4;1398.9
420;A-U All economic activities;Zeeland (PV);1995;11725;5920;5804;3164;2634;61;55;129.4;103.1
421;A-U All economic activities;Zeeland (PV);1996;12121;6326;5795;3249;2560;61;75;131.5;104.3
422;A-U All economic activities;Zeeland (PV);1997;13166;7207;5959;3414;2564;61;80;131.8;104.8
423;A-U All economic activities;Zeeland (PV);1998;13711;7428;6283;3566;2747;64;94;132.1;106.0
424;A-U All economic activities;Zeeland (PV);1999;14717;8152;6565;3804;2815;72;126;134.0;108.2
425;A-U All economic activities;Zeeland (PV);2000;16338;9367;6970;4060;2944;76;110;134.9;109.4
426;A-U All economic activities;Zeeland (PV);2001;17140;9857;7284;4262;3065;86;129;138.7;113.2
427;A-U All economic activities;Zeeland (PV);2002;18308;10441;7867;4554;3343;91;121;143.0;117.3
