ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
2691;Total male and female;8 years;Widowed;Caribbean Netherlands;2014;
2692;Total male and female;8 years;Widowed;Caribbean Netherlands;2015;
2693;Total male and female;8 years;Widowed;Caribbean Netherlands;2016;
2694;Total male and female;8 years;Widowed;Caribbean Netherlands;2017;
2695;Total male and female;8 years;Widowed;Caribbean Netherlands;2018;
2696;Total male and female;8 years;Widowed;Caribbean Netherlands;2019;
2697;Total male and female;8 years;Widowed;Caribbean Netherlands;2020;
2698;Total male and female;8 years;Widowed;Caribbean Netherlands;2021;
2699;Total male and female;8 years;Widowed;Caribbean Netherlands;2022;
2700;Total male and female;8 years;Widowed;Caribbean Netherlands;2023;
2701;Total male and female;8 years;Widowed;Caribbean Netherlands;2024;
2702;Total male and female;8 years;Widowed;Bonaire;2011;
2703;Total male and female;8 years;Widowed;Bonaire;2012;
2704;Total male and female;8 years;Widowed;Bonaire;2013;
2705;Total male and female;8 years;Widowed;Bonaire;2014;
2706;Total male and female;8 years;Widowed;Bonaire;2015;
2707;Total male and female;8 years;Widowed;Bonaire;2016;
2708;Total male and female;8 years;Widowed;Bonaire;2017;
2709;Total male and female;8 years;Widowed;Bonaire;2018;
2710;Total male and female;8 years;Widowed;Bonaire;2019;
2711;Total male and female;8 years;Widowed;Bonaire;2020;
2712;Total male and female;8 years;Widowed;Bonaire;2021;
2713;Total male and female;8 years;Widowed;Bonaire;2022;
2714;Total male and female;8 years;Widowed;Bonaire;2023;
2715;Total male and female;8 years;Widowed;Bonaire;2024;
2716;Total male and female;8 years;Widowed;St. Eustatius;2011;
2717;Total male and female;8 years;Widowed;St. Eustatius;2012;
2718;Total male and female;8 years;Widowed;St. Eustatius;2013;
2719;Total male and female;8 years;Widowed;St. Eustatius;2014;
2720;Total male and female;8 years;Widowed;St. Eustatius;2015;
2721;Total male and female;8 years;Widowed;St. Eustatius;2016;
2722;Total male and female;8 years;Widowed;St. Eustatius;2017;
2723;Total male and female;8 years;Widowed;St. Eustatius;2018;
2724;Total male and female;8 years;Widowed;St. Eustatius;2019;
2725;Total male and female;8 years;Widowed;St. Eustatius;2020;
2726;Total male and female;8 years;Widowed;St. Eustatius;2021;
2727;Total male and female;8 years;Widowed;St. Eustatius;2022;
2728;Total male and female;8 years;Widowed;St. Eustatius;2023;
2729;Total male and female;8 years;Widowed;St. Eustatius;2024;
2730;Total male and female;8 years;Widowed;Saba;2011;
2731;Total male and female;8 years;Widowed;Saba;2012;
2732;Total male and female;8 years;Widowed;Saba;2013;
2733;Total male and female;8 years;Widowed;Saba;2014;
2734;Total male and female;8 years;Widowed;Saba;2015;
2735;Total male and female;8 years;Widowed;Saba;2016;
2736;Total male and female;8 years;Widowed;Saba;2017;
2737;Total male and female;8 years;Widowed;Saba;2018;
2738;Total male and female;8 years;Widowed;Saba;2019;
2739;Total male and female;8 years;Widowed;Saba;2020;
2740;Total male and female;8 years;Widowed;Saba;2021;
2741;Total male and female;8 years;Widowed;Saba;2022;
2742;Total male and female;8 years;Widowed;Saba;2023;
2743;Total male and female;8 years;Widowed;Saba;2024;
2744;Total male and female;8 years;Divorced;Caribbean Netherlands;2011;
2745;Total male and female;8 years;Divorced;Caribbean Netherlands;2012;
2746;Total male and female;8 years;Divorced;Caribbean Netherlands;2013;
2747;Total male and female;8 years;Divorced;Caribbean Netherlands;2014;
2748;Total male and female;8 years;Divorced;Caribbean Netherlands;2015;
2749;Total male and female;8 years;Divorced;Caribbean Netherlands;2016;
2750;Total male and female;8 years;Divorced;Caribbean Netherlands;2017;
2751;Total male and female;8 years;Divorced;Caribbean Netherlands;2018;
2752;Total male and female;8 years;Divorced;Caribbean Netherlands;2019;
2753;Total male and female;8 years;Divorced;Caribbean Netherlands;2020;
2754;Total male and female;8 years;Divorced;Caribbean Netherlands;2021;
2755;Total male and female;8 years;Divorced;Caribbean Netherlands;2022;
2756;Total male and female;8 years;Divorced;Caribbean Netherlands;2023;
2757;Total male and female;8 years;Divorced;Caribbean Netherlands;2024;
2758;Total male and female;8 years;Divorced;Bonaire;2011;
2759;Total male and female;8 years;Divorced;Bonaire;2012;
2760;Total male and female;8 years;Divorced;Bonaire;2013;
2761;Total male and female;8 years;Divorced;Bonaire;2014;
2762;Total male and female;8 years;Divorced;Bonaire;2015;
2763;Total male and female;8 years;Divorced;Bonaire;2016;
2764;Total male and female;8 years;Divorced;Bonaire;2017;
2765;Total male and female;8 years;Divorced;Bonaire;2018;
2766;Total male and female;8 years;Divorced;Bonaire;2019;
2767;Total male and female;8 years;Divorced;Bonaire;2020;
2768;Total male and female;8 years;Divorced;Bonaire;2021;
2769;Total male and female;8 years;Divorced;Bonaire;2022;
2770;Total male and female;8 years;Divorced;Bonaire;2023;
2771;Total male and female;8 years;Divorced;Bonaire;2024;
2772;Total male and female;8 years;Divorced;St. Eustatius;2011;
2773;Total male and female;8 years;Divorced;St. Eustatius;2012;
2774;Total male and female;8 years;Divorced;St. Eustatius;2013;
2775;Total male and female;8 years;Divorced;St. Eustatius;2014;
2776;Total male and female;8 years;Divorced;St. Eustatius;2015;
2777;Total male and female;8 years;Divorced;St. Eustatius;2016;
2778;Total male and female;8 years;Divorced;St. Eustatius;2017;
2779;Total male and female;8 years;Divorced;St. Eustatius;2018;
2780;Total male and female;8 years;Divorced;St. Eustatius;2019;
2781;Total male and female;8 years;Divorced;St. Eustatius;2020;
2782;Total male and female;8 years;Divorced;St. Eustatius;2021;
2783;Total male and female;8 years;Divorced;St. Eustatius;2022;
2784;Total male and female;8 years;Divorced;St. Eustatius;2023;
2785;Total male and female;8 years;Divorced;St. Eustatius;2024;
2786;Total male and female;8 years;Divorced;Saba;2011;
2787;Total male and female;8 years;Divorced;Saba;2012;
2788;Total male and female;8 years;Divorced;Saba;2013;
2789;Total male and female;8 years;Divorced;Saba;2014;
2790;Total male and female;8 years;Divorced;Saba;2015;
2791;Total male and female;8 years;Divorced;Saba;2016;
2792;Total male and female;8 years;Divorced;Saba;2017;
2793;Total male and female;8 years;Divorced;Saba;2018;
2794;Total male and female;8 years;Divorced;Saba;2019;
2795;Total male and female;8 years;Divorced;Saba;2020;
2796;Total male and female;8 years;Divorced;Saba;2021;
2797;Total male and female;8 years;Divorced;Saba;2022;
2798;Total male and female;8 years;Divorced;Saba;2023;
2799;Total male and female;8 years;Divorced;Saba;2024;
2800;Total male and female;9 years;Total marital status;Caribbean Netherlands;2011;281.0
2801;Total male and female;9 years;Total marital status;Caribbean Netherlands;2012;306.0
2802;Total male and female;9 years;Total marital status;Caribbean Netherlands;2013;261.0
2803;Total male and female;9 years;Total marital status;Caribbean Netherlands;2014;262.0
2804;Total male and female;9 years;Total marital status;Caribbean Netherlands;2015;294.0
2805;Total male and female;9 years;Total marital status;Caribbean Netherlands;2016;283.0
2806;Total male and female;9 years;Total marital status;Caribbean Netherlands;2017;288.0
2807;Total male and female;9 years;Total marital status;Caribbean Netherlands;2018;288.0
2808;Total male and female;9 years;Total marital status;Caribbean Netherlands;2019;340.0
2809;Total male and female;9 years;Total marital status;Caribbean Netherlands;2020;338.0
2810;Total male and female;9 years;Total marital status;Caribbean Netherlands;2021;313.0
2811;Total male and female;9 years;Total marital status;Caribbean Netherlands;2022;321.0
2812;Total male and female;9 years;Total marital status;Caribbean Netherlands;2023;336.0
2813;Total male and female;9 years;Total marital status;Caribbean Netherlands;2024;343.0
2814;Total male and female;9 years;Total marital status;Bonaire;2011;212.0
2815;Total male and female;9 years;Total marital status;Bonaire;2012;227.0
2816;Total male and female;9 years;Total marital status;Bonaire;2013;207.0
2817;Total male and female;9 years;Total marital status;Bonaire;2014;195.0
2818;Total male and female;9 years;Total marital status;Bonaire;2015;223.0
2819;Total male and female;9 years;Total marital status;Bonaire;2016;219.0
2820;Total male and female;9 years;Total marital status;Bonaire;2017;224.0
2821;Total male and female;9 years;Total marital status;Bonaire;2018;230.0
2822;Total male and female;9 years;Total marital status;Bonaire;2019;272.0
2823;Total male and female;9 years;Total marital status;Bonaire;2020;264.0
2824;Total male and female;9 years;Total marital status;Bonaire;2021;257.0
2825;Total male and female;9 years;Total marital status;Bonaire;2022;267.0
2826;Total male and female;9 years;Total marital status;Bonaire;2023;276.0
2827;Total male and female;9 years;Total marital status;Bonaire;2024;280.0
2828;Total male and female;9 years;Total marital status;St. Eustatius;2011;50.0
2829;Total male and female;9 years;Total marital status;St. Eustatius;2012;62.0
2830;Total male and female;9 years;Total marital status;St. Eustatius;2013;41.0
2831;Total male and female;9 years;Total marital status;St. Eustatius;2014;47.0
2832;Total male and female;9 years;Total marital status;St. Eustatius;2015;45.0
2833;Total male and female;9 years;Total marital status;St. Eustatius;2016;39.0
2834;Total male and female;9 years;Total marital status;St. Eustatius;2017;47.0
2835;Total male and female;9 years;Total marital status;St. Eustatius;2018;38.0
2836;Total male and female;9 years;Total marital status;St. Eustatius;2019;47.0
2837;Total male and female;9 years;Total marital status;St. Eustatius;2020;51.0
2838;Total male and female;9 years;Total marital status;St. Eustatius;2021;42.0
2839;Total male and female;9 years;Total marital status;St. Eustatius;2022;35.0
2840;Total male and female;9 years;Total marital status;St. Eustatius;2023;43.0
2841;Total male and female;9 years;Total marital status;St. Eustatius;2024;43.0
2842;Total male and female;9 years;Total marital status;Saba;2011;19.0
2843;Total male and female;9 years;Total marital status;Saba;2012;17.0
2844;Total male and female;9 years;Total marital status;Saba;2013;13.0
2845;Total male and female;9 years;Total marital status;Saba;2014;20.0
2846;Total male and female;9 years;Total marital status;Saba;2015;26.0
2847;Total male and female;9 years;Total marital status;Saba;2016;25.0
2848;Total male and female;9 years;Total marital status;Saba;2017;17.0
2849;Total male and female;9 years;Total marital status;Saba;2018;20.0
2850;Total male and female;9 years;Total marital status;Saba;2019;21.0
2851;Total male and female;9 years;Total marital status;Saba;2020;23.0
2852;Total male and female;9 years;Total marital status;Saba;2021;14.0
2853;Total male and female;9 years;Total marital status;Saba;2022;19.0
2854;Total male and female;9 years;Total marital status;Saba;2023;17.0
2855;Total male and female;9 years;Total marital status;Saba;2024;20.0
2856;Total male and female;9 years;Never married;Caribbean Netherlands;2011;281.0
2857;Total male and female;9 years;Never married;Caribbean Netherlands;2012;306.0
2858;Total male and female;9 years;Never married;Caribbean Netherlands;2013;261.0
2859;Total male and female;9 years;Never married;Caribbean Netherlands;2014;262.0
2860;Total male and female;9 years;Never married;Caribbean Netherlands;2015;294.0
2861;Total male and female;9 years;Never married;Caribbean Netherlands;2016;283.0
2862;Total male and female;9 years;Never married;Caribbean Netherlands;2017;288.0
2863;Total male and female;9 years;Never married;Caribbean Netherlands;2018;288.0
2864;Total male and female;9 years;Never married;Caribbean Netherlands;2019;340.0
2865;Total male and female;9 years;Never married;Caribbean Netherlands;2020;338.0
2866;Total male and female;9 years;Never married;Caribbean Netherlands;2021;313.0
2867;Total male and female;9 years;Never married;Caribbean Netherlands;2022;321.0
2868;Total male and female;9 years;Never married;Caribbean Netherlands;2023;336.0
2869;Total male and female;9 years;Never married;Caribbean Netherlands;2024;343.0
2870;Total male and female;9 years;Never married;Bonaire;2011;212.0
2871;Total male and female;9 years;Never married;Bonaire;2012;227.0
2872;Total male and female;9 years;Never married;Bonaire;2013;207.0
2873;Total male and female;9 years;Never married;Bonaire;2014;195.0
2874;Total male and female;9 years;Never married;Bonaire;2015;223.0
2875;Total male and female;9 years;Never married;Bonaire;2016;219.0
2876;Total male and female;9 years;Never married;Bonaire;2017;224.0
2877;Total male and female;9 years;Never married;Bonaire;2018;230.0
2878;Total male and female;9 years;Never married;Bonaire;2019;272.0
2879;Total male and female;9 years;Never married;Bonaire;2020;264.0
2880;Total male and female;9 years;Never married;Bonaire;2021;257.0
2881;Total male and female;9 years;Never married;Bonaire;2022;267.0
2882;Total male and female;9 years;Never married;Bonaire;2023;276.0
2883;Total male and female;9 years;Never married;Bonaire;2024;280.0
2884;Total male and female;9 years;Never married;St. Eustatius;2011;50.0
2885;Total male and female;9 years;Never married;St. Eustatius;2012;62.0
2886;Total male and female;9 years;Never married;St. Eustatius;2013;41.0
2887;Total male and female;9 years;Never married;St. Eustatius;2014;47.0
2888;Total male and female;9 years;Never married;St. Eustatius;2015;45.0
