ID;Geslacht;Nationaliteit;Regio;Bewoners_1
1861;Totaal mannen en vrouwen;Australië;Lonneker;
1862;Totaal mannen en vrouwen;Australië;Ede;
1863;Totaal mannen en vrouwen;Australië;Helder (Den);
1864;Totaal mannen en vrouwen;Australië;Gouda;
1865;Totaal mannen en vrouwen;Australië;Alkmaar;
1866;Totaal mannen en vrouwen;Australië;Vlaardingen;
1867;Totaal mannen en vrouwen;Australië;Haarlemmermeer;
1868;Totaal mannen en vrouwen;Australië;Helmond;
1869;Totaal mannen en vrouwen;Australië;Bussum;
1870;Totaal mannen en vrouwen;Australië;Zeist;
1871;Totaal mannen en vrouwen;Australië;Rheden;
1872;Totaal mannen en vrouwen;Australië;Venlo;
1873;Totaal mannen en vrouwen;Australië;Roosendaal en Nispen;
1874;Totaal mannen en vrouwen;Australië;Vlissingen;
1875;Totaal mannen en vrouwen;Australië;Bergen op Zoom;
1876;Totaal mannen en vrouwen;Bolivia;Nederland;2.0
1877;Totaal mannen en vrouwen;Bolivia;Groningen (provincie);
1878;Totaal mannen en vrouwen;Bolivia;Friesland;
1879;Totaal mannen en vrouwen;Bolivia;Drenthe;
1880;Totaal mannen en vrouwen;Bolivia;Overijssel;
1881;Totaal mannen en vrouwen;Bolivia;Gelderland;
1882;Totaal mannen en vrouwen;Bolivia;Utrecht (provincie);
1883;Totaal mannen en vrouwen;Bolivia;Noord-Holland;
1884;Totaal mannen en vrouwen;Bolivia;Zuid-Holland;
1885;Totaal mannen en vrouwen;Bolivia;Zeeland;
1886;Totaal mannen en vrouwen;Bolivia;Noord-Brabant;
1887;Totaal mannen en vrouwen;Bolivia;Limburg;
1888;Totaal mannen en vrouwen;Bolivia;Gemeenten met meer dan 100000 inwoners;
1889;Totaal mannen en vrouwen;Bolivia;Gemeenten met 50001 - 100000 inwoners;
1890;Totaal mannen en vrouwen;Bolivia;Gemeenten met 20001 - 50000 inwoners;
1891;Totaal mannen en vrouwen;Bolivia;Gemeenten met 10001 - 20000 inwoners;
1892;Totaal mannen en vrouwen;Bolivia;Gemeenten met 5001 - 10000 inwoners;
1893;Totaal mannen en vrouwen;Bolivia;Gemeenten met 2001 - 5000 inwoners;
1894;Totaal mannen en vrouwen;Bolivia;Gemeenten met 1001 - 2000 inwoners;
1895;Totaal mannen en vrouwen;Bolivia;Gemeenten met 501 - 1000 inwoners;
1896;Totaal mannen en vrouwen;Bolivia;Gemeenten met 500 of minder inwoners;
1897;Totaal mannen en vrouwen;Bolivia;Amsterdam;
1898;Totaal mannen en vrouwen;Bolivia;Rotterdam;
1899;Totaal mannen en vrouwen;Bolivia;'s-Gravenhage;
1900;Totaal mannen en vrouwen;Bolivia;Utrecht;
1901;Totaal mannen en vrouwen;Bolivia;Haarlem;
1902;Totaal mannen en vrouwen;Bolivia;Groningen;
1903;Totaal mannen en vrouwen;Bolivia;Eindhoven;
1904;Totaal mannen en vrouwen;Bolivia;Nijmegen;
1905;Totaal mannen en vrouwen;Bolivia;Tilburg;
1906;Totaal mannen en vrouwen;Bolivia;Arnhem;
1907;Totaal mannen en vrouwen;Bolivia;Leiden;
1908;Totaal mannen en vrouwen;Bolivia;Maastricht;
1909;Totaal mannen en vrouwen;Bolivia;Apeldoorn;
1910;Totaal mannen en vrouwen;Bolivia;Hilversum;
1911;Totaal mannen en vrouwen;Bolivia;Dordrecht;
1912;Totaal mannen en vrouwen;Bolivia;Schiedam;
1913;Totaal mannen en vrouwen;Bolivia;Enschede;
1914;Totaal mannen en vrouwen;Bolivia;Delft;
1915;Totaal mannen en vrouwen;Bolivia;Leeuwarden;
1916;Totaal mannen en vrouwen;Bolivia;Heerlen;
1917;Totaal mannen en vrouwen;Bolivia;Breda;
1918;Totaal mannen en vrouwen;Bolivia;'s-Hertogenbosch;
1919;Totaal mannen en vrouwen;Bolivia;Velsen;
1920;Totaal mannen en vrouwen;Bolivia;Emmen;
1921;Totaal mannen en vrouwen;Bolivia;Zwolle;
1922;Totaal mannen en vrouwen;Bolivia;Amersfoort;
1923;Totaal mannen en vrouwen;Bolivia;Kerkrade;
1924;Totaal mannen en vrouwen;Bolivia;Deventer;
1925;Totaal mannen en vrouwen;Bolivia;Hengelo (O.);
1926;Totaal mannen en vrouwen;Bolivia;Zaandam;
1927;Totaal mannen en vrouwen;Bolivia;Almelo;
1928;Totaal mannen en vrouwen;Bolivia;Lonneker;
1929;Totaal mannen en vrouwen;Bolivia;Ede;
1930;Totaal mannen en vrouwen;Bolivia;Helder (Den);
1931;Totaal mannen en vrouwen;Bolivia;Gouda;
1932;Totaal mannen en vrouwen;Bolivia;Alkmaar;
1933;Totaal mannen en vrouwen;Bolivia;Vlaardingen;
1934;Totaal mannen en vrouwen;Bolivia;Haarlemmermeer;
1935;Totaal mannen en vrouwen;Bolivia;Helmond;
1936;Totaal mannen en vrouwen;Bolivia;Bussum;
1937;Totaal mannen en vrouwen;Bolivia;Zeist;
1938;Totaal mannen en vrouwen;Bolivia;Rheden;
1939;Totaal mannen en vrouwen;Bolivia;Venlo;
1940;Totaal mannen en vrouwen;Bolivia;Roosendaal en Nispen;
1941;Totaal mannen en vrouwen;Bolivia;Vlissingen;
1942;Totaal mannen en vrouwen;Bolivia;Bergen op Zoom;
1943;Totaal mannen en vrouwen;Brazilië;Nederland;39.0
1944;Totaal mannen en vrouwen;Brazilië;Groningen (provincie);
1945;Totaal mannen en vrouwen;Brazilië;Friesland;
1946;Totaal mannen en vrouwen;Brazilië;Drenthe;
1947;Totaal mannen en vrouwen;Brazilië;Overijssel;
1948;Totaal mannen en vrouwen;Brazilië;Gelderland;
1949;Totaal mannen en vrouwen;Brazilië;Utrecht (provincie);
1950;Totaal mannen en vrouwen;Brazilië;Noord-Holland;
1951;Totaal mannen en vrouwen;Brazilië;Zuid-Holland;
1952;Totaal mannen en vrouwen;Brazilië;Zeeland;
1953;Totaal mannen en vrouwen;Brazilië;Noord-Brabant;
1954;Totaal mannen en vrouwen;Brazilië;Limburg;
1955;Totaal mannen en vrouwen;Brazilië;Gemeenten met meer dan 100000 inwoners;
1956;Totaal mannen en vrouwen;Brazilië;Gemeenten met 50001 - 100000 inwoners;
1957;Totaal mannen en vrouwen;Brazilië;Gemeenten met 20001 - 50000 inwoners;
1958;Totaal mannen en vrouwen;Brazilië;Gemeenten met 10001 - 20000 inwoners;
1959;Totaal mannen en vrouwen;Brazilië;Gemeenten met 5001 - 10000 inwoners;
1960;Totaal mannen en vrouwen;Brazilië;Gemeenten met 2001 - 5000 inwoners;
1961;Totaal mannen en vrouwen;Brazilië;Gemeenten met 1001 - 2000 inwoners;
1962;Totaal mannen en vrouwen;Brazilië;Gemeenten met 501 - 1000 inwoners;
1963;Totaal mannen en vrouwen;Brazilië;Gemeenten met 500 of minder inwoners;
1964;Totaal mannen en vrouwen;Brazilië;Amsterdam;
1965;Totaal mannen en vrouwen;Brazilië;Rotterdam;
1966;Totaal mannen en vrouwen;Brazilië;'s-Gravenhage;
1967;Totaal mannen en vrouwen;Brazilië;Utrecht;
1968;Totaal mannen en vrouwen;Brazilië;Haarlem;
1969;Totaal mannen en vrouwen;Brazilië;Groningen;
1970;Totaal mannen en vrouwen;Brazilië;Eindhoven;
1971;Totaal mannen en vrouwen;Brazilië;Nijmegen;
1972;Totaal mannen en vrouwen;Brazilië;Tilburg;
1973;Totaal mannen en vrouwen;Brazilië;Arnhem;
1974;Totaal mannen en vrouwen;Brazilië;Leiden;
1975;Totaal mannen en vrouwen;Brazilië;Maastricht;
1976;Totaal mannen en vrouwen;Brazilië;Apeldoorn;
1977;Totaal mannen en vrouwen;Brazilië;Hilversum;
1978;Totaal mannen en vrouwen;Brazilië;Dordrecht;
1979;Totaal mannen en vrouwen;Brazilië;Schiedam;
1980;Totaal mannen en vrouwen;Brazilië;Enschede;
1981;Totaal mannen en vrouwen;Brazilië;Delft;
1982;Totaal mannen en vrouwen;Brazilië;Leeuwarden;
1983;Totaal mannen en vrouwen;Brazilië;Heerlen;
1984;Totaal mannen en vrouwen;Brazilië;Breda;
1985;Totaal mannen en vrouwen;Brazilië;'s-Hertogenbosch;
1986;Totaal mannen en vrouwen;Brazilië;Velsen;
1987;Totaal mannen en vrouwen;Brazilië;Emmen;
1988;Totaal mannen en vrouwen;Brazilië;Zwolle;
1989;Totaal mannen en vrouwen;Brazilië;Amersfoort;
1990;Totaal mannen en vrouwen;Brazilië;Kerkrade;
1991;Totaal mannen en vrouwen;Brazilië;Deventer;
1992;Totaal mannen en vrouwen;Brazilië;Hengelo (O.);
1993;Totaal mannen en vrouwen;Brazilië;Zaandam;
1994;Totaal mannen en vrouwen;Brazilië;Almelo;
1995;Totaal mannen en vrouwen;Brazilië;Lonneker;
1996;Totaal mannen en vrouwen;Brazilië;Ede;
1997;Totaal mannen en vrouwen;Brazilië;Helder (Den);
1998;Totaal mannen en vrouwen;Brazilië;Gouda;
1999;Totaal mannen en vrouwen;Brazilië;Alkmaar;
2000;Totaal mannen en vrouwen;Brazilië;Vlaardingen;
2001;Totaal mannen en vrouwen;Brazilië;Haarlemmermeer;
2002;Totaal mannen en vrouwen;Brazilië;Helmond;
2003;Totaal mannen en vrouwen;Brazilië;Bussum;
2004;Totaal mannen en vrouwen;Brazilië;Zeist;
2005;Totaal mannen en vrouwen;Brazilië;Rheden;
2006;Totaal mannen en vrouwen;Brazilië;Venlo;
2007;Totaal mannen en vrouwen;Brazilië;Roosendaal en Nispen;
2008;Totaal mannen en vrouwen;Brazilië;Vlissingen;
2009;Totaal mannen en vrouwen;Brazilië;Bergen op Zoom;
2010;Totaal mannen en vrouwen;Britsch-Indië;Nederland;9.0
2011;Totaal mannen en vrouwen;Britsch-Indië;Groningen (provincie);
2012;Totaal mannen en vrouwen;Britsch-Indië;Friesland;
2013;Totaal mannen en vrouwen;Britsch-Indië;Drenthe;
2014;Totaal mannen en vrouwen;Britsch-Indië;Overijssel;
2015;Totaal mannen en vrouwen;Britsch-Indië;Gelderland;
2016;Totaal mannen en vrouwen;Britsch-Indië;Utrecht (provincie);
2017;Totaal mannen en vrouwen;Britsch-Indië;Noord-Holland;
2018;Totaal mannen en vrouwen;Britsch-Indië;Zuid-Holland;
2019;Totaal mannen en vrouwen;Britsch-Indië;Zeeland;
2020;Totaal mannen en vrouwen;Britsch-Indië;Noord-Brabant;
2021;Totaal mannen en vrouwen;Britsch-Indië;Limburg;
2022;Totaal mannen en vrouwen;Britsch-Indië;Gemeenten met meer dan 100000 inwoners;
2023;Totaal mannen en vrouwen;Britsch-Indië;Gemeenten met 50001 - 100000 inwoners;
2024;Totaal mannen en vrouwen;Britsch-Indië;Gemeenten met 20001 - 50000 inwoners;
2025;Totaal mannen en vrouwen;Britsch-Indië;Gemeenten met 10001 - 20000 inwoners;
2026;Totaal mannen en vrouwen;Britsch-Indië;Gemeenten met 5001 - 10000 inwoners;
2027;Totaal mannen en vrouwen;Britsch-Indië;Gemeenten met 2001 - 5000 inwoners;
2028;Totaal mannen en vrouwen;Britsch-Indië;Gemeenten met 1001 - 2000 inwoners;
2029;Totaal mannen en vrouwen;Britsch-Indië;Gemeenten met 501 - 1000 inwoners;
2030;Totaal mannen en vrouwen;Britsch-Indië;Gemeenten met 500 of minder inwoners;
2031;Totaal mannen en vrouwen;Britsch-Indië;Amsterdam;
2032;Totaal mannen en vrouwen;Britsch-Indië;Rotterdam;
2033;Totaal mannen en vrouwen;Britsch-Indië;'s-Gravenhage;
2034;Totaal mannen en vrouwen;Britsch-Indië;Utrecht;
2035;Totaal mannen en vrouwen;Britsch-Indië;Haarlem;
2036;Totaal mannen en vrouwen;Britsch-Indië;Groningen;
2037;Totaal mannen en vrouwen;Britsch-Indië;Eindhoven;
2038;Totaal mannen en vrouwen;Britsch-Indië;Nijmegen;
2039;Totaal mannen en vrouwen;Britsch-Indië;Tilburg;
2040;Totaal mannen en vrouwen;Britsch-Indië;Arnhem;
2041;Totaal mannen en vrouwen;Britsch-Indië;Leiden;
2042;Totaal mannen en vrouwen;Britsch-Indië;Maastricht;
2043;Totaal mannen en vrouwen;Britsch-Indië;Apeldoorn;
2044;Totaal mannen en vrouwen;Britsch-Indië;Hilversum;
2045;Totaal mannen en vrouwen;Britsch-Indië;Dordrecht;
2046;Totaal mannen en vrouwen;Britsch-Indië;Schiedam;
2047;Totaal mannen en vrouwen;Britsch-Indië;Enschede;
2048;Totaal mannen en vrouwen;Britsch-Indië;Delft;
2049;Totaal mannen en vrouwen;Britsch-Indië;Leeuwarden;
2050;Totaal mannen en vrouwen;Britsch-Indië;Heerlen;
2051;Totaal mannen en vrouwen;Britsch-Indië;Breda;
2052;Totaal mannen en vrouwen;Britsch-Indië;'s-Hertogenbosch;
2053;Totaal mannen en vrouwen;Britsch-Indië;Velsen;
2054;Totaal mannen en vrouwen;Britsch-Indië;Emmen;
2055;Totaal mannen en vrouwen;Britsch-Indië;Zwolle;
2056;Totaal mannen en vrouwen;Britsch-Indië;Amersfoort;
2057;Totaal mannen en vrouwen;Britsch-Indië;Kerkrade;
2058;Totaal mannen en vrouwen;Britsch-Indië;Deventer;
2059;Totaal mannen en vrouwen;Britsch-Indië;Hengelo (O.);
2060;Totaal mannen en vrouwen;Britsch-Indië;Zaandam;
2061;Totaal mannen en vrouwen;Britsch-Indië;Almelo;
2062;Totaal mannen en vrouwen;Britsch-Indië;Lonneker;
2063;Totaal mannen en vrouwen;Britsch-Indië;Ede;
2064;Totaal mannen en vrouwen;Britsch-Indië;Helder (Den);
2065;Totaal mannen en vrouwen;Britsch-Indië;Gouda;
2066;Totaal mannen en vrouwen;Britsch-Indië;Alkmaar;
2067;Totaal mannen en vrouwen;Britsch-Indië;Vlaardingen;
2068;Totaal mannen en vrouwen;Britsch-Indië;Haarlemmermeer;
2069;Totaal mannen en vrouwen;Britsch-Indië;Helmond;
2070;Totaal mannen en vrouwen;Britsch-Indië;Bussum;
2071;Totaal mannen en vrouwen;Britsch-Indië;Zeist;
2072;Totaal mannen en vrouwen;Britsch-Indië;Rheden;
2073;Totaal mannen en vrouwen;Britsch-Indië;Venlo;
2074;Totaal mannen en vrouwen;Britsch-Indië;Roosendaal en Nispen;
2075;Totaal mannen en vrouwen;Britsch-Indië;Vlissingen;
2076;Totaal mannen en vrouwen;Britsch-Indië;Bergen op Zoom;
2077;Totaal mannen en vrouwen;Bulgarije;Nederland;45.0
2078;Totaal mannen en vrouwen;Bulgarije;Groningen (provincie);
2079;Totaal mannen en vrouwen;Bulgarije;Friesland;
2080;Totaal mannen en vrouwen;Bulgarije;Drenthe;
2081;Totaal mannen en vrouwen;Bulgarije;Overijssel;
2082;Totaal mannen en vrouwen;Bulgarije;Gelderland;
2083;Totaal mannen en vrouwen;Bulgarije;Utrecht (provincie);
2084;Totaal mannen en vrouwen;Bulgarije;Noord-Holland;
2085;Totaal mannen en vrouwen;Bulgarije;Zuid-Holland;
2086;Totaal mannen en vrouwen;Bulgarije;Zeeland;
2087;Totaal mannen en vrouwen;Bulgarije;Noord-Brabant;
2088;Totaal mannen en vrouwen;Bulgarije;Limburg;
2089;Totaal mannen en vrouwen;Bulgarije;Gemeenten met meer dan 100000 inwoners;
2090;Totaal mannen en vrouwen;Bulgarije;Gemeenten met 50001 - 100000 inwoners;
2091;Totaal mannen en vrouwen;Bulgarije;Gemeenten met 20001 - 50000 inwoners;
2092;Totaal mannen en vrouwen;Bulgarije;Gemeenten met 10001 - 20000 inwoners;
2093;Totaal mannen en vrouwen;Bulgarije;Gemeenten met 5001 - 10000 inwoners;
2094;Totaal mannen en vrouwen;Bulgarije;Gemeenten met 2001 - 5000 inwoners;
2095;Totaal mannen en vrouwen;Bulgarije;Gemeenten met 1001 - 2000 inwoners;
2096;Totaal mannen en vrouwen;Bulgarije;Gemeenten met 501 - 1000 inwoners;
2097;Totaal mannen en vrouwen;Bulgarije;Gemeenten met 500 of minder inwoners;
2098;Totaal mannen en vrouwen;Bulgarije;Amsterdam;
2099;Totaal mannen en vrouwen;Bulgarije;Rotterdam;
2100;Totaal mannen en vrouwen;Bulgarije;'s-Gravenhage;
2101;Totaal mannen en vrouwen;Bulgarije;Utrecht;
2102;Totaal mannen en vrouwen;Bulgarije;Haarlem;
2103;Totaal mannen en vrouwen;Bulgarije;Groningen;
2104;Totaal mannen en vrouwen;Bulgarije;Eindhoven;
2105;Totaal mannen en vrouwen;Bulgarije;Nijmegen;
2106;Totaal mannen en vrouwen;Bulgarije;Tilburg;
2107;Totaal mannen en vrouwen;Bulgarije;Arnhem;
2108;Totaal mannen en vrouwen;Bulgarije;Leiden;
2109;Totaal mannen en vrouwen;Bulgarije;Maastricht;
2110;Totaal mannen en vrouwen;Bulgarije;Apeldoorn;
2111;Totaal mannen en vrouwen;Bulgarije;Hilversum;
2112;Totaal mannen en vrouwen;Bulgarije;Dordrecht;
2113;Totaal mannen en vrouwen;Bulgarije;Schiedam;
2114;Totaal mannen en vrouwen;Bulgarije;Enschede;
2115;Totaal mannen en vrouwen;Bulgarije;Delft;
2116;Totaal mannen en vrouwen;Bulgarije;Leeuwarden;
2117;Totaal mannen en vrouwen;Bulgarije;Heerlen;
2118;Totaal mannen en vrouwen;Bulgarije;Breda;
2119;Totaal mannen en vrouwen;Bulgarije;'s-Hertogenbosch;
2120;Totaal mannen en vrouwen;Bulgarije;Velsen;
2121;Totaal mannen en vrouwen;Bulgarije;Emmen;
2122;Totaal mannen en vrouwen;Bulgarije;Zwolle;
2123;Totaal mannen en vrouwen;Bulgarije;Amersfoort;
2124;Totaal mannen en vrouwen;Bulgarije;Kerkrade;
2125;Totaal mannen en vrouwen;Bulgarije;Deventer;
2126;Totaal mannen en vrouwen;Bulgarije;Hengelo (O.);
2127;Totaal mannen en vrouwen;Bulgarije;Zaandam;
2128;Totaal mannen en vrouwen;Bulgarije;Almelo;
2129;Totaal mannen en vrouwen;Bulgarije;Lonneker;
2130;Totaal mannen en vrouwen;Bulgarije;Ede;
2131;Totaal mannen en vrouwen;Bulgarije;Helder (Den);
2132;Totaal mannen en vrouwen;Bulgarije;Gouda;
2133;Totaal mannen en vrouwen;Bulgarije;Alkmaar;
2134;Totaal mannen en vrouwen;Bulgarije;Vlaardingen;
2135;Totaal mannen en vrouwen;Bulgarije;Haarlemmermeer;
2136;Totaal mannen en vrouwen;Bulgarije;Helmond;
2137;Totaal mannen en vrouwen;Bulgarije;Bussum;
2138;Totaal mannen en vrouwen;Bulgarije;Zeist;
2139;Totaal mannen en vrouwen;Bulgarije;Rheden;
2140;Totaal mannen en vrouwen;Bulgarije;Venlo;
2141;Totaal mannen en vrouwen;Bulgarije;Roosendaal en Nispen;
2142;Totaal mannen en vrouwen;Bulgarije;Vlissingen;
2143;Totaal mannen en vrouwen;Bulgarije;Bergen op Zoom;
2144;Totaal mannen en vrouwen;Canada;Nederland;41.0
2145;Totaal mannen en vrouwen;Canada;Groningen (provincie);
2146;Totaal mannen en vrouwen;Canada;Friesland;
2147;Totaal mannen en vrouwen;Canada;Drenthe;
2148;Totaal mannen en vrouwen;Canada;Overijssel;
2149;Totaal mannen en vrouwen;Canada;Gelderland;
2150;Totaal mannen en vrouwen;Canada;Utrecht (provincie);
2151;Totaal mannen en vrouwen;Canada;Noord-Holland;
2152;Totaal mannen en vrouwen;Canada;Zuid-Holland;
2153;Totaal mannen en vrouwen;Canada;Zeeland;
2154;Totaal mannen en vrouwen;Canada;Noord-Brabant;
2155;Totaal mannen en vrouwen;Canada;Limburg;
2156;Totaal mannen en vrouwen;Canada;Gemeenten met meer dan 100000 inwoners;
2157;Totaal mannen en vrouwen;Canada;Gemeenten met 50001 - 100000 inwoners;
2158;Totaal mannen en vrouwen;Canada;Gemeenten met 20001 - 50000 inwoners;
2159;Totaal mannen en vrouwen;Canada;Gemeenten met 10001 - 20000 inwoners;
2160;Totaal mannen en vrouwen;Canada;Gemeenten met 5001 - 10000 inwoners;
2161;Totaal mannen en vrouwen;Canada;Gemeenten met 2001 - 5000 inwoners;
2162;Totaal mannen en vrouwen;Canada;Gemeenten met 1001 - 2000 inwoners;
2163;Totaal mannen en vrouwen;Canada;Gemeenten met 501 - 1000 inwoners;
2164;Totaal mannen en vrouwen;Canada;Gemeenten met 500 of minder inwoners;
2165;Totaal mannen en vrouwen;Canada;Amsterdam;
2166;Totaal mannen en vrouwen;Canada;Rotterdam;
2167;Totaal mannen en vrouwen;Canada;'s-Gravenhage;
2168;Totaal mannen en vrouwen;Canada;Utrecht;
2169;Totaal mannen en vrouwen;Canada;Haarlem;
2170;Totaal mannen en vrouwen;Canada;Groningen;
2171;Totaal mannen en vrouwen;Canada;Eindhoven;
2172;Totaal mannen en vrouwen;Canada;Nijmegen;
2173;Totaal mannen en vrouwen;Canada;Tilburg;
2174;Totaal mannen en vrouwen;Canada;Arnhem;
2175;Totaal mannen en vrouwen;Canada;Leiden;
2176;Totaal mannen en vrouwen;Canada;Maastricht;
2177;Totaal mannen en vrouwen;Canada;Apeldoorn;
2178;Totaal mannen en vrouwen;Canada;Hilversum;
2179;Totaal mannen en vrouwen;Canada;Dordrecht;
2180;Totaal mannen en vrouwen;Canada;Schiedam;
2181;Totaal mannen en vrouwen;Canada;Enschede;
2182;Totaal mannen en vrouwen;Canada;Delft;
2183;Totaal mannen en vrouwen;Canada;Leeuwarden;
2184;Totaal mannen en vrouwen;Canada;Heerlen;
2185;Totaal mannen en vrouwen;Canada;Breda;
2186;Totaal mannen en vrouwen;Canada;'s-Hertogenbosch;
2187;Totaal mannen en vrouwen;Canada;Velsen;
2188;Totaal mannen en vrouwen;Canada;Emmen;
2189;Totaal mannen en vrouwen;Canada;Zwolle;
2190;Totaal mannen en vrouwen;Canada;Amersfoort;
2191;Totaal mannen en vrouwen;Canada;Kerkrade;
2192;Totaal mannen en vrouwen;Canada;Deventer;
2193;Totaal mannen en vrouwen;Canada;Hengelo (O.);
2194;Totaal mannen en vrouwen;Canada;Zaandam;
2195;Totaal mannen en vrouwen;Canada;Almelo;
2196;Totaal mannen en vrouwen;Canada;Lonneker;
2197;Totaal mannen en vrouwen;Canada;Ede;
2198;Totaal mannen en vrouwen;Canada;Helder (Den);
2199;Totaal mannen en vrouwen;Canada;Gouda;
2200;Totaal mannen en vrouwen;Canada;Alkmaar;
2201;Totaal mannen en vrouwen;Canada;Vlaardingen;
2202;Totaal mannen en vrouwen;Canada;Haarlemmermeer;
2203;Totaal mannen en vrouwen;Canada;Helmond;
2204;Totaal mannen en vrouwen;Canada;Bussum;
2205;Totaal mannen en vrouwen;Canada;Zeist;
2206;Totaal mannen en vrouwen;Canada;Rheden;
2207;Totaal mannen en vrouwen;Canada;Venlo;
2208;Totaal mannen en vrouwen;Canada;Roosendaal en Nispen;
2209;Totaal mannen en vrouwen;Canada;Vlissingen;
2210;Totaal mannen en vrouwen;Canada;Bergen op Zoom;
2211;Totaal mannen en vrouwen;Chili;Nederland;13.0
2212;Totaal mannen en vrouwen;Chili;Groningen (provincie);
2213;Totaal mannen en vrouwen;Chili;Friesland;
2214;Totaal mannen en vrouwen;Chili;Drenthe;
2215;Totaal mannen en vrouwen;Chili;Overijssel;
2216;Totaal mannen en vrouwen;Chili;Gelderland;
2217;Totaal mannen en vrouwen;Chili;Utrecht (provincie);
2218;Totaal mannen en vrouwen;Chili;Noord-Holland;
2219;Totaal mannen en vrouwen;Chili;Zuid-Holland;
2220;Totaal mannen en vrouwen;Chili;Zeeland;
2221;Totaal mannen en vrouwen;Chili;Noord-Brabant;
2222;Totaal mannen en vrouwen;Chili;Limburg;
2223;Totaal mannen en vrouwen;Chili;Gemeenten met meer dan 100000 inwoners;
2224;Totaal mannen en vrouwen;Chili;Gemeenten met 50001 - 100000 inwoners;
2225;Totaal mannen en vrouwen;Chili;Gemeenten met 20001 - 50000 inwoners;
2226;Totaal mannen en vrouwen;Chili;Gemeenten met 10001 - 20000 inwoners;
2227;Totaal mannen en vrouwen;Chili;Gemeenten met 5001 - 10000 inwoners;
2228;Totaal mannen en vrouwen;Chili;Gemeenten met 2001 - 5000 inwoners;
2229;Totaal mannen en vrouwen;Chili;Gemeenten met 1001 - 2000 inwoners;
2230;Totaal mannen en vrouwen;Chili;Gemeenten met 501 - 1000 inwoners;
2231;Totaal mannen en vrouwen;Chili;Gemeenten met 500 of minder inwoners;
2232;Totaal mannen en vrouwen;Chili;Amsterdam;
2233;Totaal mannen en vrouwen;Chili;Rotterdam;
2234;Totaal mannen en vrouwen;Chili;'s-Gravenhage;
2235;Totaal mannen en vrouwen;Chili;Utrecht;
2236;Totaal mannen en vrouwen;Chili;Haarlem;
2237;Totaal mannen en vrouwen;Chili;Groningen;
2238;Totaal mannen en vrouwen;Chili;Eindhoven;
2239;Totaal mannen en vrouwen;Chili;Nijmegen;
2240;Totaal mannen en vrouwen;Chili;Tilburg;
2241;Totaal mannen en vrouwen;Chili;Arnhem;
2242;Totaal mannen en vrouwen;Chili;Leiden;
2243;Totaal mannen en vrouwen;Chili;Maastricht;
2244;Totaal mannen en vrouwen;Chili;Apeldoorn;
2245;Totaal mannen en vrouwen;Chili;Hilversum;
2246;Totaal mannen en vrouwen;Chili;Dordrecht;
2247;Totaal mannen en vrouwen;Chili;Schiedam;
2248;Totaal mannen en vrouwen;Chili;Enschede;
2249;Totaal mannen en vrouwen;Chili;Delft;
