ID;CommodityFlows;OriginDestinationLoadingUnloading;ContinentsAndCountryGroups;CommodityGroups;TransportModes;Containerization;Periods;Estimate_1;LowerBound95ConfidenceInterval_2;UpperBound95ConfidenceInterval_3;ConfidenceInterval_4;ShareInCommodityFlow_5;GrowthIndication_6;Estimate_7;LowerBound95ConfidenceInterval_8;UpperBound95ConfidenceInterval_9;ConfidenceInterval_10;ShareInCommodityFlow_11;GrowthIndication_12
130;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Containerized goods;2018;17184985.0;15830557.0;18539413.0;8.0;2.0;5.0;8055910.0;7718658.0;8393162.0;4.0;1.0;2.0
131;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Containerized goods;2019;11683717.0;9293047.0;14074387.0;20.0;1.0;1.0;8160067.0;4642554.0;11677580.0;43.0;1.0;9.0
132;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Containerized goods;2020;18488743.0;16605018.0;20372468.0;10.0;2.0;5.0;9529298.0;8258729.0;10799868.0;13.0;2.0;9.0
133;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Containerized goods;2021;15624437.0;12600462.0;18648413.0;19.0;2.0;1.0;7965370.0;7306886.0;8623854.0;8.0;1.0;1.0
134;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Containerized goods;2022;31021525.0;23316951.0;38726099.0;25.0;3.0;5.0;6461850.0;6042764.0;6880937.0;6.0;1.0;1.0
135;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Containerized goods;2023;19000954.0;14917570.0;23084338.0;21.0;2.0;1.0;4906432.0;4545124.0;5267739.0;7.0;1.0;1.0
136;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2007;16950612.0;16093890.0;17807333.0;5.0;3.0;;61508013.0;58882341.0;64133684.0;4.0;10.0;
137;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2008;19754172.0;18696915.0;20811429.0;5.0;3.0;5.0;59782676.0;57371264.0;62194088.0;4.0;10.0;9.0
138;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2009;14253675.0;13535090.0;14972260.0;5.0;3.0;1.0;53905287.0;51534037.0;56276538.0;4.0;10.0;2.0
139;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2010;15241506.0;14397762.0;16085249.0;6.0;3.0;4.0;56958621.0;54397344.0;59519898.0;4.0;10.0;4.0
140;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2011;22053155.0;20990901.0;23115409.0;5.0;3.0;5.0;57705329.0;54770551.0;60640106.0;5.0;10.0;9.0
141;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2012;26151887.0;24762449.0;27541326.0;5.0;4.0;5.0;59980768.0;57166976.0;62794560.0;5.0;11.0;9.0
142;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2013;24721761.0;23517664.0;25925858.0;5.0;4.0;2.0;57072738.0;54426538.0;59718937.0;5.0;10.0;2.0
143;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2014;23461220.0;22265482.0;24656959.0;5.0;4.0;2.0;56870576.0;54124239.0;59616914.0;5.0;10.0;9.0
144;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2015;20215201.0;19091114.0;21339289.0;6.0;3.0;1.0;55738633.0;53052695.0;58424570.0;5.0;9.0;9.0
145;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2016;20906356.0;19984199.0;21828513.0;4.0;3.0;9.0;59289842.0;56617820.0;61961865.0;5.0;10.0;4.0
146;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2017;26921566.0;25898205.0;27944927.0;4.0;3.0;5.0;63947083.0;61401100.0;66493067.0;4.0;10.0;4.0
147;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2018;27604019.0;26252628.0;28955410.0;5.0;3.0;9.0;63911839.0;61393301.0;66430376.0;4.0;10.0;9.0
148;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2019;27577960.0;25733007.0;29422913.0;7.0;4.0;9.0;62875509.0;60007027.0;65743991.0;5.0;10.0;9.0
149;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2020;26298053.0;23456841.0;29139264.0;11.0;3.0;9.0;65091578.0;61505273.0;68677884.0;6.0;11.0;9.0
150;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2021;32403070.0;30869927.0;33936213.0;5.0;3.0;5.0;63435352.0;60537600.0;66333104.0;5.0;10.0;9.0
151;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2022;48779287.0;46671018.0;50887557.0;4.0;4.0;5.0;58302987.0;55169382.0;61436593.0;5.0;9.0;2.0
152;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Inland shipping;Non-containerized goods;2023;43005042.0;40953345.0;45056740.0;5.0;4.0;1.0;58605301.0;55812569.0;61398033.0;5.0;10.0;9.0
153;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2007;204477847.0;198891927.0;210063767.0;3.0;37.0;;103838966.0;101155610.0;106522321.0;3.0;18.0;
154;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2008;209955464.0;203568663.0;216342266.0;3.0;35.0;9.0;103405705.0;101267208.0;105544203.0;2.0;17.0;9.0
155;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2009;184419664.0;179002932.0;189836396.0;3.0;36.0;1.0;89433416.0;87306446.0;91560387.0;2.0;17.0;1.0
156;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2010;219268846.0;213245449.0;225292242.0;3.0;38.0;5.0;89935769.0;87893445.0;91978094.0;2.0;16.0;9.0
157;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2011;224030835.0;216659179.0;231402491.0;3.0;34.0;9.0;91253760.0;88681108.0;93826412.0;3.0;16.0;9.0
158;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2012;218239945.0;212067288.0;224412601.0;3.0;33.0;9.0;90216930.0;87584552.0;92849309.0;3.0;16.0;9.0
159;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2013;205649603.0;201439309.0;209859896.0;2.0;33.0;2.0;89974158.0;87870061.0;92078254.0;2.0;16.0;9.0
160;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2014;195809764.0;191570706.0;200048821.0;2.0;30.0;2.0;89776019.0;87202972.0;92349067.0;3.0;15.0;9.0
161;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2015;239449950.0;231621947.0;247277952.0;3.0;34.0;5.0;90571185.0;88308276.0;92834093.0;2.0;15.0;9.0
162;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2016;252456938.0;245335852.0;259578025.0;3.0;37.0;4.0;92156621.0;90074232.0;94239009.0;2.0;15.0;9.0
163;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2017;270301472.0;261776450.0;278826495.0;3.0;34.0;4.0;95690398.0;93302727.0;98078069.0;2.0;15.0;4.0
164;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2018;307247297.0;293976484.0;320518109.0;4.0;38.0;5.0;88416201.0;86394793.0;90437609.0;2.0;14.0;2.0
165;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2019;272731140.0;262965033.0;282497248.0;4.0;35.0;1.0;95152853.0;91315940.0;98989765.0;4.0;15.0;4.0
166;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2020;289700123.0;283810667.0;295589580.0;2.0;36.0;4.0;92330138.0;89357545.0;95302732.0;3.0;15.0;9.0
167;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2021;344271833.0;329667272.0;358876394.0;4.0;34.0;5.0;99436273.0;95874224.0;102998322.0;4.0;16.0;4.0
168;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2022;398957199.0;381046260.0;416868139.0;4.0;33.0;5.0;91330737.0;87663556.0;94997917.0;4.0;14.0;2.0
169;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Total;2023;489555224.0;462467843.0;516642605.0;6.0;40.0;5.0;90941645.0;87296336.0;94586955.0;4.0;15.0;9.0
170;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2007;18379270.0;17499495.0;19259046.0;5.0;3.0;;5932883.0;5664445.0;6201321.0;5.0;1.0;
171;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2008;19221846.0;18472736.0;19970957.0;4.0;3.0;4.0;6822974.0;6604621.0;7041328.0;3.0;1.0;5.0
172;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2009;17930734.0;17182364.0;18679103.0;4.0;4.0;2.0;5283471.0;5069947.0;5496994.0;4.0;1.0;1.0
173;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2010;23124225.0;21824877.0;24423574.0;6.0;4.0;5.0;5284123.0;5130660.0;5437587.0;3.0;1.0;9.0
174;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2011;24283292.0;22646967.0;25919616.0;7.0;4.0;9.0;5293243.0;5124583.0;5461903.0;3.0;1.0;9.0
175;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2012;20509012.0;19041276.0;21976749.0;7.0;3.0;1.0;4425516.0;4292156.0;4558877.0;3.0;1.0;1.0
176;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2013;21722667.0;19771045.0;23674288.0;9.0;4.0;9.0;5009143.0;4851679.0;5166608.0;3.0;1.0;5.0
177;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2014;23308549.0;21417288.0;25199810.0;8.0;4.0;9.0;5250484.0;5057199.0;5443769.0;4.0;1.0;4.0
178;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2015;27369314.0;25944633.0;28793995.0;5.0;4.0;5.0;5566384.0;5380851.0;5751917.0;3.0;1.0;4.0
179;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2016;28683422.0;26138174.0;31228670.0;9.0;4.0;9.0;5365224.0;5168215.0;5562233.0;4.0;1.0;2.0
180;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2017;26874730.0;24359730.0;29389730.0;9.0;3.0;9.0;4932704.0;4756015.0;5109393.0;4.0;1.0;2.0
181;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2018;34613199.0;31376303.0;37850096.0;9.0;4.0;5.0;4970870.0;4795924.0;5145815.0;4.0;1.0;9.0
182;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2019;25605377.0;24019059.0;27191695.0;6.0;3.0;1.0;4576231.0;2134518.0;7017944.0;53.0;1.0;9.0
183;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2020;41269792.0;40198196.0;42341388.0;3.0;5.0;5.0;5008396.0;3311457.0;6705335.0;34.0;1.0;9.0
184;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2021;44204479.0;35474501.0;52934458.0;20.0;4.0;9.0;5175986.0;4748079.0;5603894.0;8.0;1.0;9.0
185;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2022;50582133.0;38065637.0;63098630.0;25.0;4.0;9.0;3898139.0;3611540.0;4184738.0;7.0;1.0;1.0
186;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Containerized goods;2023;44728599.0;33684942.0;55772256.0;25.0;4.0;9.0;2887782.0;2654560.0;3121003.0;8.0;0.0;1.0
187;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2007;186098577.0;180582373.0;191614780.0;3.0;34.0;;97906083.0;95236188.0;100575977.0;3.0;17.0;
188;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2008;190733618.0;184390900.0;197076335.0;3.0;31.0;9.0;96582731.0;94455410.0;98710052.0;2.0;16.0;9.0
189;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2009;166488930.0;161124144.0;171853717.0;3.0;33.0;1.0;84149946.0;82033720.0;86266171.0;3.0;16.0;1.0
190;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2010;196144621.0;190263039.0;202026202.0;3.0;34.0;5.0;84651646.0;82615095.0;86688197.0;2.0;15.0;9.0
191;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2011;199747543.0;192559793.0;206935293.0;4.0;30.0;9.0;85960517.0;83393399.0;88527635.0;3.0;15.0;9.0
192;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2012;197730932.0;191735314.0;203726551.0;3.0;30.0;9.0;85791414.0;83162416.0;88420412.0;3.0;15.0;9.0
193;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2013;183926936.0;180196287.0;187657585.0;2.0;30.0;2.0;84965014.0;82866818.0;87063210.0;2.0;15.0;9.0
194;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2014;172501214.0;168707438.0;176294991.0;2.0;27.0;2.0;84525535.0;81959757.0;87091313.0;3.0;14.0;9.0
195;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2015;212080636.0;204383370.0;219777902.0;4.0;30.0;5.0;85004800.0;82749510.0;87260090.0;3.0;14.0;9.0
196;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2016;223773517.0;217122833.0;230424200.0;3.0;33.0;4.0;86791397.0;84718349.0;88864445.0;2.0;14.0;9.0
197;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2017;243426742.0;235281143.0;251572341.0;3.0;31.0;4.0;90757694.0;88376570.0;93138818.0;3.0;15.0;4.0
198;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2018;272634097.0;259764095.0;285504099.0;5.0;33.0;5.0;83445331.0;81431508.0;85459155.0;2.0;13.0;2.0
199;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2019;247125763.0;237489350.0;256762176.0;4.0;32.0;2.0;90576621.0;87616903.0;93536340.0;3.0;14.0;4.0
200;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2020;248430331.0;242639184.0;254221478.0;2.0;31.0;9.0;87321742.0;84881105.0;89762380.0;3.0;15.0;2.0
201;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2021;300067353.0;288359208.0;311775499.0;4.0;30.0;5.0;94260287.0;90724033.0;97796540.0;4.0;15.0;4.0
202;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2022;348375066.0;335563389.0;361186743.0;4.0;29.0;5.0;87432598.0;83776634.0;91088562.0;4.0;14.0;2.0
203;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Road transport;Non-containerized goods;2023;444826625.0;420092765.0;469560485.0;6.0;37.0;5.0;88053864.0;84416022.0;91691705.0;4.0;15.0;9.0
204;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Rail transport;Total;2007;8355331.0;7618930.0;9091732.0;9.0;2.0;;7133829.0;6888024.0;7379634.0;3.0;1.0;
205;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Rail transport;Total;2008;10606878.0;9792139.0;11421618.0;8.0;2.0;5.0;7628070.0;7403556.0;7852583.0;3.0;1.0;4.0
206;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Rail transport;Total;2009;9229726.0;8485514.0;9973939.0;8.0;2.0;1.0;6512704.0;6308018.0;6717390.0;3.0;1.0;1.0
207;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Rail transport;Total;2010;18610043.0;17041529.0;20178556.0;8.0;3.0;5.0;6791188.0;6538877.0;7043498.0;4.0;1.0;4.0
208;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Rail transport;Total;2011;16071262.0;14604960.0;17537564.0;9.0;2.0;1.0;7433587.0;7176202.0;7690972.0;3.0;1.0;4.0
209;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Rail transport;Total;2012;19700740.0;17888816.0;21512665.0;9.0;3.0;5.0;6890941.0;6639148.0;7142733.0;4.0;1.0;2.0
210;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Rail transport;Total;2013;13028301.0;11652710.0;14403893.0;11.0;2.0;1.0;6903229.0;6671867.0;7134591.0;3.0;1.0;9.0
211;"Inbound transport; total";Origin or destination;Total;Total commodity groups;Rail transport;Total;2014;12215189.0;11064632.0;13365747.0;9.0;2.0;9.0;7251492.0;7015580.0;7487403.0;3.0;1.0;4.0
