ID;BeroepsEnEigenVervoer;Vervoerstromen;LandVanLadenLossen;Landen;Perioden;VervoerdLadinggewicht_1
3784;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2001;657
3785;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2002;707
3786;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2003;659
3787;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2004;751
3788;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2005;673
3789;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2006;930
3790;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2007;970
3791;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2008;800
3792;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2009;737
3793;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2010;553
3794;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2011;607
3795;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2012;400
3796;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2013;473
3797;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2014;418
3798;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2015;517
3799;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2016;399
3800;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2017;486
3801;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2018;545
3802;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2019;592
3803;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2020;540
3804;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2021;496
3805;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2022;444
3806;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2023;518
3807;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;1997;552
3808;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;1998;529
3809;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;1999;407
3810;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2000;398
3811;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2001;366
3812;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2002;384
3813;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2003;411
3814;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2004;412
3815;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2005;448
3816;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2006;332
3817;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2007;238
3818;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2008;245
3819;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2009;213
3820;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2010;109
3821;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2011;194
3822;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2012;101
3823;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2013;225
3824;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2014;92
3825;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2015;122
3826;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2016;138
3827;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2017;87
3828;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2018;125
3829;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2019;98
3830;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2020;111
3831;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2021;111
3832;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2022;102
3833;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Oostenrijk;2023;76
3834;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;1997;699
3835;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;1998;689
3836;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;1999;648
3837;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2000;608
3838;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2001;576
3839;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2002;663
3840;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2003;688
3841;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2004;769
3842;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2005;764
3843;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2006;792
3844;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2007;695
3845;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2008;752
3846;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2009;592
3847;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2010;496
3848;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2011;462
3849;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2012;471
3850;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2013;491
3851;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2014;420
3852;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2015;413
3853;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2016;450
3854;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2017;405
3855;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2018;437
3856;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2019;432
3857;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2020;392
3858;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2021;410
3859;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2022;410
3860;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zwitserland;2023;360
3861;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;1997;1153
3862;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;1998;1019
3863;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;1999;812
3864;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2000;701
3865;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2001;665
3866;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2002;704
3867;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2003;527
3868;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2004;730
3869;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2005;672
3870;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2006;727
3871;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2007;664
3872;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2008;599
3873;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2009;598
3874;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2010;461
3875;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2011;426
3876;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2012;359
3877;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2013;370
3878;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2014;347
3879;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2015;357
3880;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2016;273
3881;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2017;346
3882;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2018;386
3883;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2019;344
3884;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2020;268
3885;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2021;345
3886;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2022;249
3887;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Overige landen;2023;198
3888;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;1997;7505
3889;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;1998;8198
3890;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;1999;9276
3891;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2000;8918
3892;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2001;11137
3893;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2002;9472
3894;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2003;12545
3895;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2004;14111
3896;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2005;15295
3897;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2006;12557
3898;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2007;12305
3899;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2008;14597
3900;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2009;12144
3901;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2010;15399
3902;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2011;15976
3903;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2012;15355
3904;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2013;18907
3905;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2014;16451
3906;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2015;18551
3907;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2016;16690
3908;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2017;17206
3909;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2018;15979
3910;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2019;17811
3911;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2020;15910
3912;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2021;15337
3913;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2022;14374
3914;Beroepsvervoer;Cabotagevervoer;Land van laden;Totaal alle landen;2023;14981
3915;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;1997;3100
3916;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;1998;3122
3917;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;1999;3223
3918;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2000;2638
3919;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2001;3552
3920;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2002;2627
3921;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2003;3851
3922;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2004;4575
3923;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2005;4317
3924;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2006;4396
3925;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2007;4124
3926;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2008;4645
3927;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2009;3961
3928;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2010;5916
3929;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2011;5556
3930;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2012;5772
3931;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2013;6605
3932;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2014;6472
3933;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2015;7743
3934;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2016;8580
3935;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2017;8849
3936;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2018;7990
3937;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2019;8741
3938;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2020;7809
3939;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2021;6268
3940;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2022;6401
3941;Beroepsvervoer;Cabotagevervoer;Land van laden;België of Luxemburg;2023;6905
3942;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;1997;133
3943;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;1998;249
3944;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;1999;245
3945;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2000;348
3946;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2001;495
3947;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2002;467
3948;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2003;594
3949;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2004;1036
3950;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2005;2306
3951;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2006;783
3952;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2007;749
3953;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2008;791
3954;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2009;649
3955;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2010;925
3956;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2011;604
3957;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2012;633
3958;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2013;752
3959;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2014;774
3960;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2015;720
3961;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2016;737
3962;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2017;870
3963;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2018;710
3964;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2019;701
3965;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2020;487
3966;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2021;765
3967;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2022;699
3968;Beroepsvervoer;Cabotagevervoer;Land van laden;Frankrijk;2023;650
3969;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;1997;3822
3970;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;1998;4226
3971;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;1999;5006
3972;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2000;4269
3973;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2001;4759
3974;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2002;4400
3975;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2003;5542
3976;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2004;5766
3977;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2005;5447
3978;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2006;4104
3979;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2007;5075
3980;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2008;5441
3981;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2009;5057
3982;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2010;5384
3983;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2011;6341
3984;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2012;6062
3985;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2013;9172
3986;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2014;6805
3987;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2015;8164
3988;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2016;6008
3989;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2017;6229
3990;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2018;6185
3991;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2019;7174
3992;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2020;6596
3993;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2021;7391
3994;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2022;6212
3995;Beroepsvervoer;Cabotagevervoer;Land van laden;Duitsland;2023;6904
3996;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;1997;108
3997;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;1998;105
3998;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;1999;162
3999;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2000;228
4000;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2001;208
4001;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2002;108
4002;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2003;80
4003;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2004;103
4004;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2005;95
4005;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2006;95
4006;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2007;355
4007;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2008;282
4008;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2009;577
4009;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2010;333
4010;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2011;481
4011;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2012;440
4012;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2013;422
4013;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2014;406
4014;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2015;130
4015;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2016;68
4016;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2017;87
4017;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2018;72
4018;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2019;87
4019;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2020;59
4020;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2021;90
4021;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2022;81
4022;Beroepsvervoer;Cabotagevervoer;Land van laden;Italië;2023;93
4023;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;1997;139
4024;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;1998;157
4025;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;1999;343
4026;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2000;1245
4027;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2001;1904
4028;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2002;1652
4029;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2003;1900
4030;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2004;2065
4031;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2005;2534
4032;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2006;2740
4033;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2007;1213
4034;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2008;1593
4035;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2009;1412
4036;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2010;1002
4037;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2011;889
4038;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2012;1153
4039;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2013;1221
4040;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2014;1158
4041;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2015;1320
4042;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2016;961
4043;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2017;791
4044;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2018;716
4045;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2019;504
4046;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2020;503
4047;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2021;486
4048;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2022;759
4049;Beroepsvervoer;Cabotagevervoer;Land van laden;Verenigd Koninkrijk;2023;241
4050;Beroepsvervoer;Cabotagevervoer;Land van laden;Denemarken;1997;31
4051;Beroepsvervoer;Cabotagevervoer;Land van laden;Denemarken;1998;30
4052;Beroepsvervoer;Cabotagevervoer;Land van laden;Denemarken;1999;32
