ID;SIC2008;Regions;Periods;InvestmentsInTangibleFixedAssets_1;Land_2;CorporateBuildings_3;NetworkInfrastructure_4;MeansOfTransport_5;ComputerHardwarePeripheralEquipment_6;MachineryAndInstallations_7;OtherTangibleFixedAssets_8
9029;110 Manufacture of beverages;Utrecht (PV);2023;;;;;;;;
9030;110 Manufacture of beverages;Noord-Holland (PV);2009;;;;;;;;
9031;110 Manufacture of beverages;Noord-Holland (PV);2010;0.61;0.0;0.14;0.0;0.03;0.01;0.28;0.16
9032;110 Manufacture of beverages;Noord-Holland (PV);2011;;;;;;;;
9033;110 Manufacture of beverages;Noord-Holland (PV);2012;;;;;;;;
9034;110 Manufacture of beverages;Noord-Holland (PV);2013;3.63;1.04;0.94;0.01;0.07;0.11;0.95;0.51
9035;110 Manufacture of beverages;Noord-Holland (PV);2014;;;;;;;;
9036;110 Manufacture of beverages;Noord-Holland (PV);2015;10.09;0.0;0.95;0.09;0.07;0.18;7.82;0.99
9037;110 Manufacture of beverages;Noord-Holland (PV);2016;7.05;0.0;2.0;0.0;0.16;0.18;3.0;1.7
9038;110 Manufacture of beverages;Noord-Holland (PV);2017;7.6;0.15;2.5;0.0;0.12;0.33;3.38;1.12
9039;110 Manufacture of beverages;Noord-Holland (PV);2018;5.53;0.0;1.61;0.0;0.16;0.08;2.77;0.91
9040;110 Manufacture of beverages;Noord-Holland (PV);2019;;;;;;;;
9041;110 Manufacture of beverages;Noord-Holland (PV);2020;;;;;;;;
9042;110 Manufacture of beverages;Noord-Holland (PV);2021;;;;;;;;
9043;110 Manufacture of beverages;Noord-Holland (PV);2022;;;;;;;;
9044;110 Manufacture of beverages;Noord-Holland (PV);2023;;;;;;;;
9045;110 Manufacture of beverages;Zuid-Holland (PV);2009;;;;;;;;
9046;110 Manufacture of beverages;Zuid-Holland (PV);2010;;;;;;;;
9047;110 Manufacture of beverages;Zuid-Holland (PV);2011;;;;;;;;
9048;110 Manufacture of beverages;Zuid-Holland (PV);2012;21.61;0.94;0.86;0.94;0.49;0.33;11.88;6.16
9049;110 Manufacture of beverages;Zuid-Holland (PV);2013;66.87;8.64;7.09;2.68;0.46;3.58;26.93;17.49
9050;110 Manufacture of beverages;Zuid-Holland (PV);2014;;;;;;;;
9051;110 Manufacture of beverages;Zuid-Holland (PV);2015;;;;;;;;
9052;110 Manufacture of beverages;Zuid-Holland (PV);2016;;;;;;;;
9053;110 Manufacture of beverages;Zuid-Holland (PV);2017;;;;;;;;
9054;110 Manufacture of beverages;Zuid-Holland (PV);2018;;;;;;;;
9055;110 Manufacture of beverages;Zuid-Holland (PV);2019;;;;;;;;
9056;110 Manufacture of beverages;Zuid-Holland (PV);2020;;;;;;;;
9057;110 Manufacture of beverages;Zuid-Holland (PV);2021;;;;;;;;
9058;110 Manufacture of beverages;Zuid-Holland (PV);2022;;;;;;;;
9059;110 Manufacture of beverages;Zuid-Holland (PV);2023;;;;;;;;
9060;110 Manufacture of beverages;Zeeland (PV);2009;;;;;;;;
9061;110 Manufacture of beverages;Zeeland (PV);2010;;;;;;;;
9062;110 Manufacture of beverages;Zeeland (PV);2011;0.04;0.0;0.0;0.0;0.0;0.0;0.02;0.01
9063;110 Manufacture of beverages;Zeeland (PV);2012;;;;;;;;
9064;110 Manufacture of beverages;Zeeland (PV);2013;;;;;;;;
9065;110 Manufacture of beverages;Zeeland (PV);2014;;;;;;;;
9066;110 Manufacture of beverages;Zeeland (PV);2015;;;;;;;;
9067;110 Manufacture of beverages;Zeeland (PV);2016;;;;;;;;
9068;110 Manufacture of beverages;Zeeland (PV);2017;;;;;;;;
9069;110 Manufacture of beverages;Zeeland (PV);2018;;;;;;;;
9070;110 Manufacture of beverages;Zeeland (PV);2019;;;;;;;;
9071;110 Manufacture of beverages;Zeeland (PV);2020;;;;;;;;
9072;110 Manufacture of beverages;Zeeland (PV);2021;;;;;;;;
9073;110 Manufacture of beverages;Zeeland (PV);2022;;;;;;;;
9074;110 Manufacture of beverages;Zeeland (PV);2023;;;;;;;;
9075;110 Manufacture of beverages;Noord-Brabant (PV);2009;94.53;0.0;27.51;0.63;1.03;2.46;39.28;23.63
9076;110 Manufacture of beverages;Noord-Brabant (PV);2010;66.74;0.0;5.69;0.05;0.38;0.31;33.06;27.24
9077;110 Manufacture of beverages;Noord-Brabant (PV);2011;47.47;0.0;4.58;0.0;0.55;0.78;20.57;20.99
9078;110 Manufacture of beverages;Noord-Brabant (PV);2012;;;;;;;;
9079;110 Manufacture of beverages;Noord-Brabant (PV);2013;;;;;;;;
9080;110 Manufacture of beverages;Noord-Brabant (PV);2014;;;;;;;;
9081;110 Manufacture of beverages;Noord-Brabant (PV);2015;;;;;;;;
9082;110 Manufacture of beverages;Noord-Brabant (PV);2016;;;;;;;;
9083;110 Manufacture of beverages;Noord-Brabant (PV);2017;89.14;0.0;4.41;2.27;0.8;1.0;49.26;31.41
9084;110 Manufacture of beverages;Noord-Brabant (PV);2018;79.49;0.0;6.77;0.04;0.87;1.54;34.89;35.37
9085;110 Manufacture of beverages;Noord-Brabant (PV);2019;;;;;;;;
9086;110 Manufacture of beverages;Noord-Brabant (PV);2020;;;;;;;;
9087;110 Manufacture of beverages;Noord-Brabant (PV);2021;;;;;;;;
9088;110 Manufacture of beverages;Noord-Brabant (PV);2022;;;;;;;;
9089;110 Manufacture of beverages;Noord-Brabant (PV);2023;;;;;;;;
9090;110 Manufacture of beverages;Limburg (PV);2009;;;;;;;;
9091;110 Manufacture of beverages;Limburg (PV);2010;;;;;;;;
9092;110 Manufacture of beverages;Limburg (PV);2011;;;;;;;;
9093;110 Manufacture of beverages;Limburg (PV);2012;;;;;;;;
9094;110 Manufacture of beverages;Limburg (PV);2013;;;;;;;;
9095;110 Manufacture of beverages;Limburg (PV);2014;;;;;;;;
9096;110 Manufacture of beverages;Limburg (PV);2015;;;;;;;;
9097;110 Manufacture of beverages;Limburg (PV);2016;12.62;0.11;2.83;0.26;0.13;0.12;4.63;4.54
9098;110 Manufacture of beverages;Limburg (PV);2017;;;;;;;;
9099;110 Manufacture of beverages;Limburg (PV);2018;;;;;;;;
9100;110 Manufacture of beverages;Limburg (PV);2019;;;;;;;;
9101;110 Manufacture of beverages;Limburg (PV);2020;;;;;;;;
9102;110 Manufacture of beverages;Limburg (PV);2021;;;;;;;;
9103;110 Manufacture of beverages;Limburg (PV);2022;;;;;;;;
9104;110 Manufacture of beverages;Limburg (PV);2023;;;;;;;;
9105;110 Manufacture of beverages;Unclassifiable (PV);2009;;;;;;;;
9106;110 Manufacture of beverages;Unclassifiable (PV);2010;;;;;;;;
9107;110 Manufacture of beverages;Unclassifiable (PV);2011;;;;;;;;
9108;110 Manufacture of beverages;Unclassifiable (PV);2012;;;;;;;;
9109;110 Manufacture of beverages;Unclassifiable (PV);2013;;;;;;;;
9110;110 Manufacture of beverages;Unclassifiable (PV);2014;;;;;;;;
9111;110 Manufacture of beverages;Unclassifiable (PV);2015;;;;;;;;
9112;110 Manufacture of beverages;Unclassifiable (PV);2016;;;;;;;;
9113;110 Manufacture of beverages;Unclassifiable (PV);2017;;;;;;;;
9114;110 Manufacture of beverages;Unclassifiable (PV);2018;;;;;;;;
9115;110 Manufacture of beverages;Unclassifiable (PV);2019;;;;;;;;
9116;110 Manufacture of beverages;Unclassifiable (PV);2020;;;;;;;;
9117;110 Manufacture of beverages;Unclassifiable (PV);2021;;;;;;;;
9118;110 Manufacture of beverages;Unclassifiable (PV);2022;;;;;;;;
9119;110 Manufacture of beverages;Unclassifiable (PV);2023;;;;;;;;
9120;12 Manufacture of tobacco products;The Netherlands;2009;43.54;0.0;1.33;0.0;0.24;1.93;34.93;5.12
9121;12 Manufacture of tobacco products;The Netherlands;2010;69.62;0.0;10.51;0.24;0.13;3.05;54.3;1.4
9122;12 Manufacture of tobacco products;The Netherlands;2011;70.17;0.7;15.38;0.0;0.25;5.03;48.41;0.41
9123;12 Manufacture of tobacco products;The Netherlands;2012;50.82;0.0;7.03;0.0;0.46;0.78;42.04;0.5
9124;12 Manufacture of tobacco products;The Netherlands;2013;66.58;0.42;3.44;0.0;0.32;2.4;59.6;0.4
9125;12 Manufacture of tobacco products;The Netherlands;2014;;;;;;;;
9126;12 Manufacture of tobacco products;The Netherlands;2015;11.34;0.0;0.27;0.01;0.01;1.33;9.25;0.47
9127;12 Manufacture of tobacco products;The Netherlands;2016;40.7;0.0;0.48;0.23;0.0;1.95;36.55;1.49
9128;12 Manufacture of tobacco products;The Netherlands;2017;17.55;0.0;0.12;0.02;0.07;0.35;16.59;0.39
9129;12 Manufacture of tobacco products;The Netherlands;2018;22.88;0.33;1.56;0.0;0.03;0.54;20.29;0.13
9130;12 Manufacture of tobacco products;The Netherlands;2019;;;;;;;;
9131;12 Manufacture of tobacco products;The Netherlands;2020;;;;;;;;
9132;12 Manufacture of tobacco products;The Netherlands;2021;;;;;;;;
9133;12 Manufacture of tobacco products;The Netherlands;2022;;;;;;;;
9134;12 Manufacture of tobacco products;The Netherlands;2023;11.12;;;;;;;
9135;12 Manufacture of tobacco products;Noord-Nederland (LD);2009;;;;;;;;
9136;12 Manufacture of tobacco products;Noord-Nederland (LD);2010;;;;;;;;
9137;12 Manufacture of tobacco products;Noord-Nederland (LD);2011;;;;;;;;
9138;12 Manufacture of tobacco products;Noord-Nederland (LD);2012;;;;;;;;
9139;12 Manufacture of tobacco products;Noord-Nederland (LD);2013;;;;;;;;
9140;12 Manufacture of tobacco products;Noord-Nederland (LD);2014;;;;;;;;
9141;12 Manufacture of tobacco products;Noord-Nederland (LD);2015;;;;;;;;
9142;12 Manufacture of tobacco products;Noord-Nederland (LD);2016;;;;;;;;
9143;12 Manufacture of tobacco products;Noord-Nederland (LD);2017;;;;;;;;
9144;12 Manufacture of tobacco products;Noord-Nederland (LD);2018;;;;;;;;
9145;12 Manufacture of tobacco products;Noord-Nederland (LD);2019;;;;;;;;
9146;12 Manufacture of tobacco products;Noord-Nederland (LD);2020;;;;;;;;
9147;12 Manufacture of tobacco products;Noord-Nederland (LD);2021;;;;;;;;
9148;12 Manufacture of tobacco products;Noord-Nederland (LD);2022;;;;;;;;
9149;12 Manufacture of tobacco products;Noord-Nederland (LD);2023;;;;;;;;
9150;12 Manufacture of tobacco products;Oost-Nederland (LD);2009;;;;;;;;
9151;12 Manufacture of tobacco products;Oost-Nederland (LD);2010;;;;;;;;
9152;12 Manufacture of tobacco products;Oost-Nederland (LD);2011;;;;;;;;
9153;12 Manufacture of tobacco products;Oost-Nederland (LD);2012;;;;;;;;
9154;12 Manufacture of tobacco products;Oost-Nederland (LD);2013;;;;;;;;
9155;12 Manufacture of tobacco products;Oost-Nederland (LD);2014;;;;;;;;
9156;12 Manufacture of tobacco products;Oost-Nederland (LD);2015;;;;;;;;
9157;12 Manufacture of tobacco products;Oost-Nederland (LD);2016;;;;;;;;
9158;12 Manufacture of tobacco products;Oost-Nederland (LD);2017;;;;;;;;
9159;12 Manufacture of tobacco products;Oost-Nederland (LD);2018;;;;;;;;
9160;12 Manufacture of tobacco products;Oost-Nederland (LD);2019;;;;;;;;
9161;12 Manufacture of tobacco products;Oost-Nederland (LD);2020;;;;;;;;
9162;12 Manufacture of tobacco products;Oost-Nederland (LD);2021;;;;;;;;
9163;12 Manufacture of tobacco products;Oost-Nederland (LD);2022;;;;;;;;
9164;12 Manufacture of tobacco products;Oost-Nederland (LD);2023;;;;;;;;
9165;12 Manufacture of tobacco products;West-Nederland (LD);2009;;;;;;;;
9166;12 Manufacture of tobacco products;West-Nederland (LD);2010;;;;;;;;
9167;12 Manufacture of tobacco products;West-Nederland (LD);2011;;;;;;;;
9168;12 Manufacture of tobacco products;West-Nederland (LD);2012;;;;;;;;
9169;12 Manufacture of tobacco products;West-Nederland (LD);2013;;;;;;;;
9170;12 Manufacture of tobacco products;West-Nederland (LD);2014;;;;;;;;
9171;12 Manufacture of tobacco products;West-Nederland (LD);2015;;;;;;;;
9172;12 Manufacture of tobacco products;West-Nederland (LD);2016;;;;;;;;
9173;12 Manufacture of tobacco products;West-Nederland (LD);2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9174;12 Manufacture of tobacco products;West-Nederland (LD);2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9175;12 Manufacture of tobacco products;West-Nederland (LD);2019;;;;;;;;
9176;12 Manufacture of tobacco products;West-Nederland (LD);2020;;;;;;;;
9177;12 Manufacture of tobacco products;West-Nederland (LD);2021;;;;;;;;
9178;12 Manufacture of tobacco products;West-Nederland (LD);2022;;;;;;;;
9179;12 Manufacture of tobacco products;West-Nederland (LD);2023;0.0;;;;;;;
9180;12 Manufacture of tobacco products;Zuid-Nederland (LD);2009;;;;;;;;
9181;12 Manufacture of tobacco products;Zuid-Nederland (LD);2010;;;;;;;;
9182;12 Manufacture of tobacco products;Zuid-Nederland (LD);2011;;;;;;;;
9183;12 Manufacture of tobacco products;Zuid-Nederland (LD);2012;37.42;0.0;6.8;;0.46;0.63;29.06;0.46
9184;12 Manufacture of tobacco products;Zuid-Nederland (LD);2013;;;;;;;;
9185;12 Manufacture of tobacco products;Zuid-Nederland (LD);2014;5.67;0.0;0.41;0.0;0.0;0.46;4.17;0.64
9186;12 Manufacture of tobacco products;Zuid-Nederland (LD);2015;;;;;;;;
9187;12 Manufacture of tobacco products;Zuid-Nederland (LD);2016;;;;;;;;
9188;12 Manufacture of tobacco products;Zuid-Nederland (LD);2017;;;;;;;;
9189;12 Manufacture of tobacco products;Zuid-Nederland (LD);2018;;;;;;;;
9190;12 Manufacture of tobacco products;Zuid-Nederland (LD);2019;;;;;;;;
9191;12 Manufacture of tobacco products;Zuid-Nederland (LD);2020;;;;;;;;
9192;12 Manufacture of tobacco products;Zuid-Nederland (LD);2021;;;;;;;;
9193;12 Manufacture of tobacco products;Zuid-Nederland (LD);2022;;;;;;;;
9194;12 Manufacture of tobacco products;Zuid-Nederland (LD);2023;;;;;;;;
9195;12 Manufacture of tobacco products;Unclassifiable (LD);2009;;;;;;;;
9196;12 Manufacture of tobacco products;Unclassifiable (LD);2010;;;;;;;;
9197;12 Manufacture of tobacco products;Unclassifiable (LD);2011;;;;;;;;
9198;12 Manufacture of tobacco products;Unclassifiable (LD);2012;;;;;;;;
9199;12 Manufacture of tobacco products;Unclassifiable (LD);2013;;;;;;;;
9200;12 Manufacture of tobacco products;Unclassifiable (LD);2014;;;;;;;;
9201;12 Manufacture of tobacco products;Unclassifiable (LD);2015;;;;;;;;
9202;12 Manufacture of tobacco products;Unclassifiable (LD);2016;;;;;;;;
9203;12 Manufacture of tobacco products;Unclassifiable (LD);2017;;;;;;;;
9204;12 Manufacture of tobacco products;Unclassifiable (LD);2018;;;;;;;;
9205;12 Manufacture of tobacco products;Unclassifiable (LD);2019;;;;;;;;
9206;12 Manufacture of tobacco products;Unclassifiable (LD);2020;;;;;;;;
9207;12 Manufacture of tobacco products;Unclassifiable (LD);2021;;;;;;;;
9208;12 Manufacture of tobacco products;Unclassifiable (LD);2022;;;;;;;;
9209;12 Manufacture of tobacco products;Unclassifiable (LD);2023;;;;;;;;
9210;12 Manufacture of tobacco products;Groningen (PV);2009;;;;;;;;
9211;12 Manufacture of tobacco products;Groningen (PV);2010;;;;;;;;
9212;12 Manufacture of tobacco products;Groningen (PV);2011;;;;;;;;
9213;12 Manufacture of tobacco products;Groningen (PV);2012;;;;;;;;
9214;12 Manufacture of tobacco products;Groningen (PV);2013;;;;;;;;
9215;12 Manufacture of tobacco products;Groningen (PV);2014;;;;;;;;
9216;12 Manufacture of tobacco products;Groningen (PV);2015;;;;;;;;
9217;12 Manufacture of tobacco products;Groningen (PV);2016;;;;;;;;
9218;12 Manufacture of tobacco products;Groningen (PV);2017;;;;;;;;
9219;12 Manufacture of tobacco products;Groningen (PV);2018;;;;;;;;
9220;12 Manufacture of tobacco products;Groningen (PV);2019;;;;;;;;
9221;12 Manufacture of tobacco products;Groningen (PV);2020;;;;;;;;
9222;12 Manufacture of tobacco products;Groningen (PV);2021;;;;;;;;
9223;12 Manufacture of tobacco products;Groningen (PV);2022;;;;;;;;
9224;12 Manufacture of tobacco products;Groningen (PV);2023;;;;;;;;
9225;12 Manufacture of tobacco products;Fryslân (PV);2009;;;;;;;;
9226;12 Manufacture of tobacco products;Fryslân (PV);2010;;;;;;;;
9227;12 Manufacture of tobacco products;Fryslân (PV);2011;;;;;;;;
9228;12 Manufacture of tobacco products;Fryslân (PV);2012;;;;;;;;
9229;12 Manufacture of tobacco products;Fryslân (PV);2013;;;;;;;;
9230;12 Manufacture of tobacco products;Fryslân (PV);2014;;;;;;;;
9231;12 Manufacture of tobacco products;Fryslân (PV);2015;;;;;;;;
9232;12 Manufacture of tobacco products;Fryslân (PV);2016;;;;;;;;
9233;12 Manufacture of tobacco products;Fryslân (PV);2017;;;;;;;;
9234;12 Manufacture of tobacco products;Fryslân (PV);2018;;;;;;;;
9235;12 Manufacture of tobacco products;Fryslân (PV);2019;;;;;;;;
9236;12 Manufacture of tobacco products;Fryslân (PV);2020;;;;;;;;
9237;12 Manufacture of tobacco products;Fryslân (PV);2021;;;;;;;;
9238;12 Manufacture of tobacco products;Fryslân (PV);2022;;;;;;;;
9239;12 Manufacture of tobacco products;Fryslân (PV);2023;;;;;;;;
9240;12 Manufacture of tobacco products;Drenthe (PV);2009;;;;;;;;
9241;12 Manufacture of tobacco products;Drenthe (PV);2010;;;;;;;;
9242;12 Manufacture of tobacco products;Drenthe (PV);2011;;;;;;;;
9243;12 Manufacture of tobacco products;Drenthe (PV);2012;;;;;;;;
9244;12 Manufacture of tobacco products;Drenthe (PV);2013;;;;;;;;
9245;12 Manufacture of tobacco products;Drenthe (PV);2014;;;;;;;;
9246;12 Manufacture of tobacco products;Drenthe (PV);2015;;;;;;;;
9247;12 Manufacture of tobacco products;Drenthe (PV);2016;;;;;;;;
9248;12 Manufacture of tobacco products;Drenthe (PV);2017;;;;;;;;
9249;12 Manufacture of tobacco products;Drenthe (PV);2018;;;;;;;;
9250;12 Manufacture of tobacco products;Drenthe (PV);2019;;;;;;;;
9251;12 Manufacture of tobacco products;Drenthe (PV);2020;;;;;;;;
9252;12 Manufacture of tobacco products;Drenthe (PV);2021;;;;;;;;
9253;12 Manufacture of tobacco products;Drenthe (PV);2022;;;;;;;;
9254;12 Manufacture of tobacco products;Drenthe (PV);2023;;;;;;;;
9255;12 Manufacture of tobacco products;Overijssel (PV);2009;;;;;;;;
9256;12 Manufacture of tobacco products;Overijssel (PV);2010;;;;;;;;
9257;12 Manufacture of tobacco products;Overijssel (PV);2011;;;;;;;;
9258;12 Manufacture of tobacco products;Overijssel (PV);2012;;;;;;;;
9259;12 Manufacture of tobacco products;Overijssel (PV);2013;;;;;;;;
9260;12 Manufacture of tobacco products;Overijssel (PV);2014;;;;;;;;
9261;12 Manufacture of tobacco products;Overijssel (PV);2015;;;;;;;;
9262;12 Manufacture of tobacco products;Overijssel (PV);2016;;;;;;;;
9263;12 Manufacture of tobacco products;Overijssel (PV);2017;;;;;;;;
9264;12 Manufacture of tobacco products;Overijssel (PV);2018;;;;;;;;
9265;12 Manufacture of tobacco products;Overijssel (PV);2019;;;;;;;;
9266;12 Manufacture of tobacco products;Overijssel (PV);2020;;;;;;;;
9267;12 Manufacture of tobacco products;Overijssel (PV);2021;;;;;;;;
9268;12 Manufacture of tobacco products;Overijssel (PV);2022;;;;;;;;
9269;12 Manufacture of tobacco products;Overijssel (PV);2023;;;;;;;;
9270;12 Manufacture of tobacco products;Flevoland (PV);2009;;;;;;;;
9271;12 Manufacture of tobacco products;Flevoland (PV);2010;;;;;;;;
9272;12 Manufacture of tobacco products;Flevoland (PV);2011;;;;;;;;
9273;12 Manufacture of tobacco products;Flevoland (PV);2012;;;;;;;;
9274;12 Manufacture of tobacco products;Flevoland (PV);2013;;;;;;;;
9275;12 Manufacture of tobacco products;Flevoland (PV);2014;;;;;;;;
9276;12 Manufacture of tobacco products;Flevoland (PV);2015;;;;;;;;
9277;12 Manufacture of tobacco products;Flevoland (PV);2016;;;;;;;;
9278;12 Manufacture of tobacco products;Flevoland (PV);2017;;;;;;;;
9279;12 Manufacture of tobacco products;Flevoland (PV);2018;;;;;;;;
9280;12 Manufacture of tobacco products;Flevoland (PV);2019;;;;;;;;
9281;12 Manufacture of tobacco products;Flevoland (PV);2020;;;;;;;;
9282;12 Manufacture of tobacco products;Flevoland (PV);2021;;;;;;;;
9283;12 Manufacture of tobacco products;Flevoland (PV);2022;;;;;;;;
9284;12 Manufacture of tobacco products;Flevoland (PV);2023;;;;;;;;
9285;12 Manufacture of tobacco products;Gelderland (PV);2009;;;;;;;;
9286;12 Manufacture of tobacco products;Gelderland (PV);2010;;;;;;;;
9287;12 Manufacture of tobacco products;Gelderland (PV);2011;;;;;;;;
9288;12 Manufacture of tobacco products;Gelderland (PV);2012;;;;;;;;
9289;12 Manufacture of tobacco products;Gelderland (PV);2013;;;;;;;;
9290;12 Manufacture of tobacco products;Gelderland (PV);2014;;;;;;;;
9291;12 Manufacture of tobacco products;Gelderland (PV);2015;;;;;;;;
9292;12 Manufacture of tobacco products;Gelderland (PV);2016;;;;;;;;
9293;12 Manufacture of tobacco products;Gelderland (PV);2017;;;;;;;;
9294;12 Manufacture of tobacco products;Gelderland (PV);2018;;;;;;;;
9295;12 Manufacture of tobacco products;Gelderland (PV);2019;;;;;;;;
9296;12 Manufacture of tobacco products;Gelderland (PV);2020;;;;;;;;
9297;12 Manufacture of tobacco products;Gelderland (PV);2021;;;;;;;;
9298;12 Manufacture of tobacco products;Gelderland (PV);2022;;;;;;;;
9299;12 Manufacture of tobacco products;Gelderland (PV);2023;;;;;;;;
9300;12 Manufacture of tobacco products;Utrecht (PV);2009;;;;;;;;
9301;12 Manufacture of tobacco products;Utrecht (PV);2010;;;;;;;;
9302;12 Manufacture of tobacco products;Utrecht (PV);2011;;;;;;;;
9303;12 Manufacture of tobacco products;Utrecht (PV);2012;;;;;;;;
9304;12 Manufacture of tobacco products;Utrecht (PV);2013;;;;;;;;
9305;12 Manufacture of tobacco products;Utrecht (PV);2014;;;;;;;;
9306;12 Manufacture of tobacco products;Utrecht (PV);2015;;;;;;;;
9307;12 Manufacture of tobacco products;Utrecht (PV);2016;;;;;;;;
9308;12 Manufacture of tobacco products;Utrecht (PV);2017;;;;;;;;
9309;12 Manufacture of tobacco products;Utrecht (PV);2018;;;;;;;;
9310;12 Manufacture of tobacco products;Utrecht (PV);2019;;;;;;;;
9311;12 Manufacture of tobacco products;Utrecht (PV);2020;;;;;;;;
9312;12 Manufacture of tobacco products;Utrecht (PV);2021;;;;;;;;
9313;12 Manufacture of tobacco products;Utrecht (PV);2022;;;;;;;;
9314;12 Manufacture of tobacco products;Utrecht (PV);2023;0.0;;;;;;;
9315;12 Manufacture of tobacco products;Noord-Holland (PV);2009;;;;;;;;
9316;12 Manufacture of tobacco products;Noord-Holland (PV);2010;;;;;;;;
9317;12 Manufacture of tobacco products;Noord-Holland (PV);2011;;;;;;;;
9318;12 Manufacture of tobacco products;Noord-Holland (PV);2012;;;;;;;;
9319;12 Manufacture of tobacco products;Noord-Holland (PV);2013;;;;;;;;
9320;12 Manufacture of tobacco products;Noord-Holland (PV);2014;;;;;;;;
9321;12 Manufacture of tobacco products;Noord-Holland (PV);2015;;;;;;;;
9322;12 Manufacture of tobacco products;Noord-Holland (PV);2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9323;12 Manufacture of tobacco products;Noord-Holland (PV);2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9324;12 Manufacture of tobacco products;Noord-Holland (PV);2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9325;12 Manufacture of tobacco products;Noord-Holland (PV);2019;;;;;;;;
9326;12 Manufacture of tobacco products;Noord-Holland (PV);2020;;;;;;;;
9327;12 Manufacture of tobacco products;Noord-Holland (PV);2021;;;;;;;;
9328;12 Manufacture of tobacco products;Noord-Holland (PV);2022;;;;;;;;
9329;12 Manufacture of tobacco products;Noord-Holland (PV);2023;;;;;;;;
9330;12 Manufacture of tobacco products;Zuid-Holland (PV);2009;;;;;;;;
9331;12 Manufacture of tobacco products;Zuid-Holland (PV);2010;;;;;;;;
9332;12 Manufacture of tobacco products;Zuid-Holland (PV);2011;;;;;;;;
9333;12 Manufacture of tobacco products;Zuid-Holland (PV);2012;;;;;;;;
9334;12 Manufacture of tobacco products;Zuid-Holland (PV);2013;;;;;;;;
9335;12 Manufacture of tobacco products;Zuid-Holland (PV);2014;;;;;;;;
9336;12 Manufacture of tobacco products;Zuid-Holland (PV);2015;;;;;;;;
9337;12 Manufacture of tobacco products;Zuid-Holland (PV);2016;;;;;;;;
9338;12 Manufacture of tobacco products;Zuid-Holland (PV);2017;;;;;;;;
9339;12 Manufacture of tobacco products;Zuid-Holland (PV);2018;;;;;;;;
9340;12 Manufacture of tobacco products;Zuid-Holland (PV);2019;;;;;;;;
9341;12 Manufacture of tobacco products;Zuid-Holland (PV);2020;;;;;;;;
9342;12 Manufacture of tobacco products;Zuid-Holland (PV);2021;;;;;;;;
9343;12 Manufacture of tobacco products;Zuid-Holland (PV);2022;;;;;;;;
9344;12 Manufacture of tobacco products;Zuid-Holland (PV);2023;0.0;;;;;;;
9345;12 Manufacture of tobacco products;Zeeland (PV);2009;;;;;;;;
9346;12 Manufacture of tobacco products;Zeeland (PV);2010;;;;;;;;
9347;12 Manufacture of tobacco products;Zeeland (PV);2011;;;;;;;;
9348;12 Manufacture of tobacco products;Zeeland (PV);2012;;;;;;;;
9349;12 Manufacture of tobacco products;Zeeland (PV);2013;;;;;;;;
9350;12 Manufacture of tobacco products;Zeeland (PV);2014;;;;;;;;
9351;12 Manufacture of tobacco products;Zeeland (PV);2015;;;;;;;;
9352;12 Manufacture of tobacco products;Zeeland (PV);2016;;;;;;;;
9353;12 Manufacture of tobacco products;Zeeland (PV);2017;;;;;;;;
9354;12 Manufacture of tobacco products;Zeeland (PV);2018;;;;;;;;
9355;12 Manufacture of tobacco products;Zeeland (PV);2019;;;;;;;;
9356;12 Manufacture of tobacco products;Zeeland (PV);2020;;;;;;;;
9357;12 Manufacture of tobacco products;Zeeland (PV);2021;;;;;;;;
9358;12 Manufacture of tobacco products;Zeeland (PV);2022;;;;;;;;
9359;12 Manufacture of tobacco products;Zeeland (PV);2023;;;;;;;;
9360;12 Manufacture of tobacco products;Noord-Brabant (PV);2009;;;;;;;;
9361;12 Manufacture of tobacco products;Noord-Brabant (PV);2010;;;;;;;;
9362;12 Manufacture of tobacco products;Noord-Brabant (PV);2011;;;;;;;;
9363;12 Manufacture of tobacco products;Noord-Brabant (PV);2012;;;;;;;;
9364;12 Manufacture of tobacco products;Noord-Brabant (PV);2013;;;;;;;;
9365;12 Manufacture of tobacco products;Noord-Brabant (PV);2014;;;;;;;;
9366;12 Manufacture of tobacco products;Noord-Brabant (PV);2015;;;;;;;;
9367;12 Manufacture of tobacco products;Noord-Brabant (PV);2016;;;;;;;;
9368;12 Manufacture of tobacco products;Noord-Brabant (PV);2017;;;;;;;;
9369;12 Manufacture of tobacco products;Noord-Brabant (PV);2018;;;;;;;;
9370;12 Manufacture of tobacco products;Noord-Brabant (PV);2019;;;;;;;;
9371;12 Manufacture of tobacco products;Noord-Brabant (PV);2020;;;;;;;;
9372;12 Manufacture of tobacco products;Noord-Brabant (PV);2021;;;;;;;;
9373;12 Manufacture of tobacco products;Noord-Brabant (PV);2022;;;;;;;;
9374;12 Manufacture of tobacco products;Noord-Brabant (PV);2023;;;;;;;;
9375;12 Manufacture of tobacco products;Limburg (PV);2009;;;;;;;;
9376;12 Manufacture of tobacco products;Limburg (PV);2010;;;;;;;;
