ID;Gender;PupilCharacteristics;CaribbeanNetherlands;Periods;ParticipantsEnStudents_1
2603;Female;7 years;St Eustatius;2020/'21;17.0
2604;Female;7 years;St Eustatius;2021/22;26.0
2605;Female;7 years;St Eustatius;2022/'23;19.0
2606;Female;7 years;St Eustatius;2023/'24;23.0
2607;Female;7 years;St Eustatius;2024/'25;17.0
2608;Female;7 years;Saba;2009/'10;8.0
2609;Female;7 years;Saba;2010/'11;12.0
2610;Female;7 years;Saba;2011/'12;9.0
2611;Female;7 years;Saba;2012/'13;10.0
2612;Female;7 years;Saba;2013/'14;11.0
2613;Female;7 years;Saba;2014/'15;9.0
2614;Female;7 years;Saba;2015/'16;6.0
2615;Female;7 years;Saba;2016/'17;7.0
2616;Female;7 years;Saba;2017/'18;12.0
2617;Female;7 years;Saba;2018/'19;11.0
2618;Female;7 years;Saba;2019/'20;5.0
2619;Female;7 years;Saba;2020/'21;8.0
2620;Female;7 years;Saba;2021/22;13.0
2621;Female;7 years;Saba;2022/'23;10.0
2622;Female;7 years;Saba;2023/'24;8.0
2623;Female;7 years;Saba;2024/'25;10.0
2624;Female;8 years;Caribbean Netherlands;2009/'10;140.0
2625;Female;8 years;Caribbean Netherlands;2010/'11;105.0
2626;Female;8 years;Caribbean Netherlands;2011/'12;115.0
2627;Female;8 years;Caribbean Netherlands;2012/'13;127.0
2628;Female;8 years;Caribbean Netherlands;2013/'14;133.0
2629;Female;8 years;Caribbean Netherlands;2014/'15;132.0
2630;Female;8 years;Caribbean Netherlands;2015/'16;129.0
2631;Female;8 years;Caribbean Netherlands;2016/'17;141.0
2632;Female;8 years;Caribbean Netherlands;2017/'18;140.0
2633;Female;8 years;Caribbean Netherlands;2018/'19;152.0
2634;Female;8 years;Caribbean Netherlands;2019/'20;130.0
2635;Female;8 years;Caribbean Netherlands;2020/'21;141.0
2636;Female;8 years;Caribbean Netherlands;2021/22;144.0
2637;Female;8 years;Caribbean Netherlands;2022/'23;162.0
2638;Female;8 years;Caribbean Netherlands;2023/'24;156.0
2639;Female;8 years;Caribbean Netherlands;2024/'25;157.0
2640;Female;8 years;Bonaire;2009/'10;109.0
2641;Female;8 years;Bonaire;2010/'11;83.0
2642;Female;8 years;Bonaire;2011/'12;86.0
2643;Female;8 years;Bonaire;2012/'13;95.0
2644;Female;8 years;Bonaire;2013/'14;101.0
2645;Female;8 years;Bonaire;2014/'15;106.0
2646;Female;8 years;Bonaire;2015/'16;100.0
2647;Female;8 years;Bonaire;2016/'17;120.0
2648;Female;8 years;Bonaire;2017/'18;102.0
2649;Female;8 years;Bonaire;2018/'19;119.0
2650;Female;8 years;Bonaire;2019/'20;100.0
2651;Female;8 years;Bonaire;2020/'21;119.0
2652;Female;8 years;Bonaire;2021/22;118.0
2653;Female;8 years;Bonaire;2022/'23;123.0
2654;Female;8 years;Bonaire;2023/'24;129.0
2655;Female;8 years;Bonaire;2024/'25;124.0
2656;Female;8 years;St Eustatius;2009/'10;26.0
2657;Female;8 years;St Eustatius;2010/'11;16.0
2658;Female;8 years;St Eustatius;2011/'12;22.0
2659;Female;8 years;St Eustatius;2012/'13;22.0
2660;Female;8 years;St Eustatius;2013/'14;22.0
2661;Female;8 years;St Eustatius;2014/'15;13.0
2662;Female;8 years;St Eustatius;2015/'16;20.0
2663;Female;8 years;St Eustatius;2016/'17;16.0
2664;Female;8 years;St Eustatius;2017/'18;30.0
2665;Female;8 years;St Eustatius;2018/'19;24.0
2666;Female;8 years;St Eustatius;2019/'20;19.0
2667;Female;8 years;St Eustatius;2020/'21;17.0
2668;Female;8 years;St Eustatius;2021/22;17.0
2669;Female;8 years;St Eustatius;2022/'23;25.0
2670;Female;8 years;St Eustatius;2023/'24;19.0
2671;Female;8 years;St Eustatius;2024/'25;22.0
2672;Female;8 years;Saba;2009/'10;5.0
2673;Female;8 years;Saba;2010/'11;6.0
2674;Female;8 years;Saba;2011/'12;7.0
2675;Female;8 years;Saba;2012/'13;10.0
2676;Female;8 years;Saba;2013/'14;10.0
2677;Female;8 years;Saba;2014/'15;13.0
2678;Female;8 years;Saba;2015/'16;9.0
2679;Female;8 years;Saba;2016/'17;5.0
2680;Female;8 years;Saba;2017/'18;8.0
2681;Female;8 years;Saba;2018/'19;9.0
2682;Female;8 years;Saba;2019/'20;11.0
2683;Female;8 years;Saba;2020/'21;5.0
2684;Female;8 years;Saba;2021/22;9.0
2685;Female;8 years;Saba;2022/'23;14.0
2686;Female;8 years;Saba;2023/'24;8.0
2687;Female;8 years;Saba;2024/'25;8.0
2688;Female;9 years;Caribbean Netherlands;2009/'10;130.0
2689;Female;9 years;Caribbean Netherlands;2010/'11;152.0
2690;Female;9 years;Caribbean Netherlands;2011/'12;116.0
2691;Female;9 years;Caribbean Netherlands;2012/'13;115.0
2692;Female;9 years;Caribbean Netherlands;2013/'14;120.0
2693;Female;9 years;Caribbean Netherlands;2014/'15;136.0
2694;Female;9 years;Caribbean Netherlands;2015/'16;137.0
2695;Female;9 years;Caribbean Netherlands;2016/'17;132.0
2696;Female;9 years;Caribbean Netherlands;2017/'18;144.0
2697;Female;9 years;Caribbean Netherlands;2018/'19;143.0
2698;Female;9 years;Caribbean Netherlands;2019/'20;155.0
2699;Female;9 years;Caribbean Netherlands;2020/'21;135.0
2700;Female;9 years;Caribbean Netherlands;2021/22;152.0
2701;Female;9 years;Caribbean Netherlands;2022/'23;150.0
2702;Female;9 years;Caribbean Netherlands;2023/'24;167.0
2703;Female;9 years;Caribbean Netherlands;2024/'25;156.0
2704;Female;9 years;Bonaire;2009/'10;96.0
2705;Female;9 years;Bonaire;2010/'11;118.0
2706;Female;9 years;Bonaire;2011/'12;91.0
2707;Female;9 years;Bonaire;2012/'13;89.0
2708;Female;9 years;Bonaire;2013/'14;89.0
2709;Female;9 years;Bonaire;2014/'15;103.0
2710;Female;9 years;Bonaire;2015/'16;110.0
2711;Female;9 years;Bonaire;2016/'17;105.0
2712;Female;9 years;Bonaire;2017/'18;121.0
2713;Female;9 years;Bonaire;2018/'19;105.0
2714;Female;9 years;Bonaire;2019/'20;121.0
2715;Female;9 years;Bonaire;2020/'21;104.0
2716;Female;9 years;Bonaire;2021/22;127.0
2717;Female;9 years;Bonaire;2022/'23;124.0
2718;Female;9 years;Bonaire;2023/'24;127.0
2719;Female;9 years;Bonaire;2024/'25;123.0
2720;Female;9 years;St Eustatius;2009/'10;21.0
2721;Female;9 years;St Eustatius;2010/'11;28.0
2722;Female;9 years;St Eustatius;2011/'12;18.0
2723;Female;9 years;St Eustatius;2012/'13;19.0
2724;Female;9 years;St Eustatius;2013/'14;21.0
2725;Female;9 years;St Eustatius;2014/'15;22.0
2726;Female;9 years;St Eustatius;2015/'16;14.0
2727;Female;9 years;St Eustatius;2016/'17;18.0
2728;Female;9 years;St Eustatius;2017/'18;17.0
2729;Female;9 years;St Eustatius;2018/'19;28.0
2730;Female;9 years;St Eustatius;2019/'20;23.0
2731;Female;9 years;St Eustatius;2020/'21;19.0
2732;Female;9 years;St Eustatius;2021/22;19.0
2733;Female;9 years;St Eustatius;2022/'23;18.0
2734;Female;9 years;St Eustatius;2023/'24;26.0
2735;Female;9 years;St Eustatius;2024/'25;21.0
2736;Female;9 years;Saba;2009/'10;13.0
2737;Female;9 years;Saba;2010/'11;6.0
2738;Female;9 years;Saba;2011/'12;7.0
2739;Female;9 years;Saba;2012/'13;7.0
2740;Female;9 years;Saba;2013/'14;10.0
2741;Female;9 years;Saba;2014/'15;11.0
2742;Female;9 years;Saba;2015/'16;13.0
2743;Female;9 years;Saba;2016/'17;9.0
2744;Female;9 years;Saba;2017/'18;6.0
2745;Female;9 years;Saba;2018/'19;10.0
2746;Female;9 years;Saba;2019/'20;11.0
2747;Female;9 years;Saba;2020/'21;12.0
2748;Female;9 years;Saba;2021/22;6.0
2749;Female;9 years;Saba;2022/'23;8.0
2750;Female;9 years;Saba;2023/'24;14.0
2751;Female;9 years;Saba;2024/'25;8.0
2752;Female;10 years;Caribbean Netherlands;2009/'10;139.0
2753;Female;10 years;Caribbean Netherlands;2010/'11;129.0
2754;Female;10 years;Caribbean Netherlands;2011/'12;149.0
2755;Female;10 years;Caribbean Netherlands;2012/'13;106.0
2756;Female;10 years;Caribbean Netherlands;2013/'14;110.0
2757;Female;10 years;Caribbean Netherlands;2014/'15;123.0
2758;Female;10 years;Caribbean Netherlands;2015/'16;138.0
2759;Female;10 years;Caribbean Netherlands;2016/'17;136.0
2760;Female;10 years;Caribbean Netherlands;2017/'18;140.0
2761;Female;10 years;Caribbean Netherlands;2018/'19;137.0
2762;Female;10 years;Caribbean Netherlands;2019/'20;141.0
2763;Female;10 years;Caribbean Netherlands;2020/'21;158.0
2764;Female;10 years;Caribbean Netherlands;2021/22;134.0
2765;Female;10 years;Caribbean Netherlands;2022/'23;153.0
2766;Female;10 years;Caribbean Netherlands;2023/'24;155.0
2767;Female;10 years;Caribbean Netherlands;2024/'25;175.0
2768;Female;10 years;Bonaire;2009/'10;108.0
2769;Female;10 years;Bonaire;2010/'11;96.0
2770;Female;10 years;Bonaire;2011/'12;114.0
2771;Female;10 years;Bonaire;2012/'13;83.0
2772;Female;10 years;Bonaire;2013/'14;87.0
2773;Female;10 years;Bonaire;2014/'15;95.0
2774;Female;10 years;Bonaire;2015/'16;106.0
2775;Female;10 years;Bonaire;2016/'17;110.0
2776;Female;10 years;Bonaire;2017/'18;109.0
2777;Female;10 years;Bonaire;2018/'19;117.0
2778;Female;10 years;Bonaire;2019/'20;106.0
2779;Female;10 years;Bonaire;2020/'21;123.0
2780;Female;10 years;Bonaire;2021/22;110.0
2781;Female;10 years;Bonaire;2022/'23;128.0
2782;Female;10 years;Bonaire;2023/'24;131.0
2783;Female;10 years;Bonaire;2024/'25;134.0
2784;Female;10 years;St Eustatius;2009/'10;24.0
2785;Female;10 years;St Eustatius;2010/'11;21.0
2786;Female;10 years;St Eustatius;2011/'12;29.0
2787;Female;10 years;St Eustatius;2012/'13;17.0
2788;Female;10 years;St Eustatius;2013/'14;18.0
2789;Female;10 years;St Eustatius;2014/'15;19.0
2790;Female;10 years;St Eustatius;2015/'16;21.0
2791;Female;10 years;St Eustatius;2016/'17;13.0
2792;Female;10 years;St Eustatius;2017/'18;22.0
2793;Female;10 years;St Eustatius;2018/'19;14.0
2794;Female;10 years;St Eustatius;2019/'20;28.0
2795;Female;10 years;St Eustatius;2020/'21;23.0
2796;Female;10 years;St Eustatius;2021/22;18.0
2797;Female;10 years;St Eustatius;2022/'23;20.0
2798;Female;10 years;St Eustatius;2023/'24;17.0
2799;Female;10 years;St Eustatius;2024/'25;26.0
2800;Female;10 years;Saba;2009/'10;7.0
2801;Female;10 years;Saba;2010/'11;12.0
2802;Female;10 years;Saba;2011/'12;6.0
2803;Female;10 years;Saba;2012/'13;6.0
2804;Female;10 years;Saba;2013/'14;5.0
2805;Female;10 years;Saba;2014/'15;9.0
2806;Female;10 years;Saba;2015/'16;11.0
2807;Female;10 years;Saba;2016/'17;13.0
2808;Female;10 years;Saba;2017/'18;9.0
2809;Female;10 years;Saba;2018/'19;6.0
2810;Female;10 years;Saba;2019/'20;7.0
2811;Female;10 years;Saba;2020/'21;12.0
2812;Female;10 years;Saba;2021/22;6.0
2813;Female;10 years;Saba;2022/'23;5.0
2814;Female;10 years;Saba;2023/'24;7.0
2815;Female;10 years;Saba;2024/'25;13.0
2816;Female;11 years;Caribbean Netherlands;2009/'10;114.0
2817;Female;11 years;Caribbean Netherlands;2010/'11;130.0
2818;Female;11 years;Caribbean Netherlands;2011/'12;120.0
2819;Female;11 years;Caribbean Netherlands;2012/'13;136.0
2820;Female;11 years;Caribbean Netherlands;2013/'14;117.0
2821;Female;11 years;Caribbean Netherlands;2014/'15;99.0
2822;Female;11 years;Caribbean Netherlands;2015/'16;115.0
2823;Female;11 years;Caribbean Netherlands;2016/'17;126.0
2824;Female;11 years;Caribbean Netherlands;2017/'18;126.0
2825;Female;11 years;Caribbean Netherlands;2018/'19;126.0
2826;Female;11 years;Caribbean Netherlands;2019/'20;131.0
2827;Female;11 years;Caribbean Netherlands;2020/'21;139.0
2828;Female;11 years;Caribbean Netherlands;2021/22;158.0
2829;Female;11 years;Caribbean Netherlands;2022/'23;126.0
2830;Female;11 years;Caribbean Netherlands;2023/'24;145.0
2831;Female;11 years;Caribbean Netherlands;2024/'25;143.0
2832;Female;11 years;Bonaire;2009/'10;79.0
2833;Female;11 years;Bonaire;2010/'11;101.0
2834;Female;11 years;Bonaire;2011/'12;92.0
2835;Female;11 years;Bonaire;2012/'13;102.0
2836;Female;11 years;Bonaire;2013/'14;95.0
2837;Female;11 years;Bonaire;2014/'15;77.0
2838;Female;11 years;Bonaire;2015/'16;89.0
2839;Female;11 years;Bonaire;2016/'17;99.0
2840;Female;11 years;Bonaire;2017/'18;99.0
2841;Female;11 years;Bonaire;2018/'19;101.0
2842;Female;11 years;Bonaire;2019/'20;110.0
2843;Female;11 years;Bonaire;2020/'21;104.0
2844;Female;11 years;Bonaire;2021/22;122.0
2845;Female;11 years;Bonaire;2022/'23;99.0
2846;Female;11 years;Bonaire;2023/'24;122.0
2847;Female;11 years;Bonaire;2024/'25;115.0
2848;Female;11 years;St Eustatius;2009/'10;25.0
2849;Female;11 years;St Eustatius;2010/'11;22.0
2850;Female;11 years;St Eustatius;2011/'12;18.0
2851;Female;11 years;St Eustatius;2012/'13;29.0
2852;Female;11 years;St Eustatius;2013/'14;17.0
2853;Female;11 years;St Eustatius;2014/'15;16.0
2854;Female;11 years;St Eustatius;2015/'16;17.0
2855;Female;11 years;St Eustatius;2016/'17;18.0
2856;Female;11 years;St Eustatius;2017/'18;15.0
2857;Female;11 years;St Eustatius;2018/'19;17.0
2858;Female;11 years;St Eustatius;2019/'20;15.0
2859;Female;11 years;St Eustatius;2020/'21;28.0
2860;Female;11 years;St Eustatius;2021/22;21.0
2861;Female;11 years;St Eustatius;2022/'23;17.0
2862;Female;11 years;St Eustatius;2023/'24;18.0
2863;Female;11 years;St Eustatius;2024/'25;16.0
2864;Female;11 years;Saba;2009/'10;10.0
2865;Female;11 years;Saba;2010/'11;7.0
2866;Female;11 years;Saba;2011/'12;10.0
2867;Female;11 years;Saba;2012/'13;5.0
2868;Female;11 years;Saba;2013/'14;5.0
2869;Female;11 years;Saba;2014/'15;6.0
2870;Female;11 years;Saba;2015/'16;9.0
2871;Female;11 years;Saba;2016/'17;9.0
2872;Female;11 years;Saba;2017/'18;12.0
2873;Female;11 years;Saba;2018/'19;8.0
2874;Female;11 years;Saba;2019/'20;6.0
2875;Female;11 years;Saba;2020/'21;7.0
2876;Female;11 years;Saba;2021/22;15.0
2877;Female;11 years;Saba;2022/'23;10.0
2878;Female;11 years;Saba;2023/'24;5.0
2879;Female;11 years;Saba;2024/'25;9.0
2880;Female;12 years or older;Caribbean Netherlands;2009/'10;73.0
2881;Female;12 years or older;Caribbean Netherlands;2010/'11;31.0
2882;Female;12 years or older;Caribbean Netherlands;2011/'12;57.0
2883;Female;12 years or older;Caribbean Netherlands;2012/'13;39.0
2884;Female;12 years or older;Caribbean Netherlands;2013/'14;42.0
2885;Female;12 years or older;Caribbean Netherlands;2014/'15;41.0
2886;Female;12 years or older;Caribbean Netherlands;2015/'16;30.0
2887;Female;12 years or older;Caribbean Netherlands;2016/'17;38.0
2888;Female;12 years or older;Caribbean Netherlands;2017/'18;48.0
2889;Female;12 years or older;Caribbean Netherlands;2018/'19;46.0
2890;Female;12 years or older;Caribbean Netherlands;2019/'20;41.0
2891;Female;12 years or older;Caribbean Netherlands;2020/'21;51.0
2892;Female;12 years or older;Caribbean Netherlands;2021/22;42.0
2893;Female;12 years or older;Caribbean Netherlands;2022/'23;45.0
2894;Female;12 years or older;Caribbean Netherlands;2023/'24;31.0
2895;Female;12 years or older;Caribbean Netherlands;2024/'25;37.0
2896;Female;12 years or older;Bonaire;2009/'10;66.0
2897;Female;12 years or older;Bonaire;2010/'11;26.0
2898;Female;12 years or older;Bonaire;2011/'12;52.0
2899;Female;12 years or older;Bonaire;2012/'13;29.0
2900;Female;12 years or older;Bonaire;2013/'14;37.0
2901;Female;12 years or older;Bonaire;2014/'15;34.0
2902;Female;12 years or older;Bonaire;2015/'16;26.0
2903;Female;12 years or older;Bonaire;2016/'17;31.0
2904;Female;12 years or older;Bonaire;2017/'18;41.0
2905;Female;12 years or older;Bonaire;2018/'19;41.0
2906;Female;12 years or older;Bonaire;2019/'20;35.0
2907;Female;12 years or older;Bonaire;2020/'21;45.0
2908;Female;12 years or older;Bonaire;2021/22;33.0
2909;Female;12 years or older;Bonaire;2022/'23;34.0
2910;Female;12 years or older;Bonaire;2023/'24;26.0
2911;Female;12 years or older;Bonaire;2024/'25;32.0
2912;Female;12 years or older;St Eustatius;2009/'10;4.0
2913;Female;12 years or older;St Eustatius;2010/'11;5.0
2914;Female;12 years or older;St Eustatius;2011/'12;4.0
2915;Female;12 years or older;St Eustatius;2012/'13;6.0
2916;Female;12 years or older;St Eustatius;2013/'14;4.0
2917;Female;12 years or older;St Eustatius;2014/'15;5.0
2918;Female;12 years or older;St Eustatius;2015/'16;1.0
2919;Female;12 years or older;St Eustatius;2016/'17;4.0
2920;Female;12 years or older;St Eustatius;2017/'18;4.0
2921;Female;12 years or older;St Eustatius;2018/'19;4.0
2922;Female;12 years or older;St Eustatius;2019/'20;2.0
2923;Female;12 years or older;St Eustatius;2020/'21;3.0
2924;Female;12 years or older;St Eustatius;2021/22;3.0
2925;Female;12 years or older;St Eustatius;2022/'23;8.0
2926;Female;12 years or older;St Eustatius;2023/'24;2.0
2927;Female;12 years or older;St Eustatius;2024/'25;4.0
2928;Female;12 years or older;Saba;2009/'10;3.0
2929;Female;12 years or older;Saba;2010/'11;0.0
2930;Female;12 years or older;Saba;2011/'12;1.0
2931;Female;12 years or older;Saba;2012/'13;4.0
2932;Female;12 years or older;Saba;2013/'14;1.0
2933;Female;12 years or older;Saba;2014/'15;2.0
2934;Female;12 years or older;Saba;2015/'16;3.0
2935;Female;12 years or older;Saba;2016/'17;3.0
2936;Female;12 years or older;Saba;2017/'18;3.0
2937;Female;12 years or older;Saba;2018/'19;1.0
2938;Female;12 years or older;Saba;2019/'20;4.0
2939;Female;12 years or older;Saba;2020/'21;3.0
2940;Female;12 years or older;Saba;2021/22;6.0
2941;Female;12 years or older;Saba;2022/'23;3.0
2942;Female;12 years or older;Saba;2023/'24;3.0
2943;Female;12 years or older;Saba;2024/'25;
2944;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2009/'10;
2945;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2010/'11;
2946;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2011/'12;
2947;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2012/'13;
2948;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2013/'14;
2949;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2014/'15;
2950;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2015/'16;
2951;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2016/'17;
2952;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2017/'18;
2953;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2018/'19;
2954;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2019/'20;
2955;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2020/'21;
2956;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2021/22;
2957;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2022/'23;
2958;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2023/'24;
2959;Female;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2024/'25;
2960;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2009/'10;
2961;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2010/'11;
2962;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2011/'12;
2963;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2012/'13;
2964;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2013/'14;
2965;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2014/'15;
2966;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2015/'16;
2967;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2016/'17;
2968;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2017/'18;
2969;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2018/'19;
2970;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2019/'20;
2971;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2020/'21;
2972;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2021/22;
2973;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2022/'23;
2974;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2023/'24;
2975;Female;Total secondary education (VO, CVQ, MBO);Bonaire;2024/'25;
2976;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2009/'10;
2977;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2010/'11;
2978;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2011/'12;
2979;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2012/'13;
2980;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2013/'14;
2981;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2014/'15;
2982;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2015/'16;
2983;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2016/'17;
2984;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2017/'18;
2985;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2018/'19;
2986;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2019/'20;
2987;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2020/'21;
2988;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2021/22;
2989;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2022/'23;
2990;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2023/'24;
2991;Female;Total secondary education (VO, CVQ, MBO);St Eustatius;2024/'25;
2992;Female;Total secondary education (VO, CVQ, MBO);Saba;2009/'10;
2993;Female;Total secondary education (VO, CVQ, MBO);Saba;2010/'11;
2994;Female;Total secondary education (VO, CVQ, MBO);Saba;2011/'12;
2995;Female;Total secondary education (VO, CVQ, MBO);Saba;2012/'13;
2996;Female;Total secondary education (VO, CVQ, MBO);Saba;2013/'14;
2997;Female;Total secondary education (VO, CVQ, MBO);Saba;2014/'15;
2998;Female;Total secondary education (VO, CVQ, MBO);Saba;2015/'16;
2999;Female;Total secondary education (VO, CVQ, MBO);Saba;2016/'17;
3000;Female;Total secondary education (VO, CVQ, MBO);Saba;2017/'18;
3001;Female;Total secondary education (VO, CVQ, MBO);Saba;2018/'19;
3002;Female;Total secondary education (VO, CVQ, MBO);Saba;2019/'20;
3003;Female;Total secondary education (VO, CVQ, MBO);Saba;2020/'21;
3004;Female;Total secondary education (VO, CVQ, MBO);Saba;2021/22;
3005;Female;Total secondary education (VO, CVQ, MBO);Saba;2022/'23;
3006;Female;Total secondary education (VO, CVQ, MBO);Saba;2023/'24;
3007;Female;Total secondary education (VO, CVQ, MBO);Saba;2024/'25;
3008;Female;Total secondary general education (VO);Caribbean Netherlands;2009/'10;
3009;Female;Total secondary general education (VO);Caribbean Netherlands;2010/'11;
3010;Female;Total secondary general education (VO);Caribbean Netherlands;2011/'12;
3011;Female;Total secondary general education (VO);Caribbean Netherlands;2012/'13;
3012;Female;Total secondary general education (VO);Caribbean Netherlands;2013/'14;
3013;Female;Total secondary general education (VO);Caribbean Netherlands;2014/'15;718.0
3014;Female;Total secondary general education (VO);Caribbean Netherlands;2015/'16;699.0
3015;Female;Total secondary general education (VO);Caribbean Netherlands;2016/'17;692.0
3016;Female;Total secondary general education (VO);Caribbean Netherlands;2017/'18;693.0
3017;Female;Total secondary general education (VO);Caribbean Netherlands;2018/'19;687.0
3018;Female;Total secondary general education (VO);Caribbean Netherlands;2019/'20;713.0
3019;Female;Total secondary general education (VO);Caribbean Netherlands;2020/'21;709.0
3020;Female;Total secondary general education (VO);Caribbean Netherlands;2021/22;762.0
3021;Female;Total secondary general education (VO);Caribbean Netherlands;2022/'23;781.0
3022;Female;Total secondary general education (VO);Caribbean Netherlands;2023/'24;825.0
3023;Female;Total secondary general education (VO);Caribbean Netherlands;2024/'25;869.0
3024;Female;Total secondary general education (VO);Bonaire;2009/'10;
3025;Female;Total secondary general education (VO);Bonaire;2010/'11;
3026;Female;Total secondary general education (VO);Bonaire;2011/'12;
3027;Female;Total secondary general education (VO);Bonaire;2012/'13;
3028;Female;Total secondary general education (VO);Bonaire;2013/'14;
3029;Female;Total secondary general education (VO);Bonaire;2014/'15;569.0
3030;Female;Total secondary general education (VO);Bonaire;2015/'16;551.0
3031;Female;Total secondary general education (VO);Bonaire;2016/'17;533.0
3032;Female;Total secondary general education (VO);Bonaire;2017/'18;519.0
3033;Female;Total secondary general education (VO);Bonaire;2018/'19;542.0
3034;Female;Total secondary general education (VO);Bonaire;2019/'20;586.0
3035;Female;Total secondary general education (VO);Bonaire;2020/'21;584.0
3036;Female;Total secondary general education (VO);Bonaire;2021/22;628.0
3037;Female;Total secondary general education (VO);Bonaire;2022/'23;649.0
3038;Female;Total secondary general education (VO);Bonaire;2023/'24;686.0
3039;Female;Total secondary general education (VO);Bonaire;2024/'25;725.0
3040;Female;Total secondary general education (VO);St Eustatius;2009/'10;
3041;Female;Total secondary general education (VO);St Eustatius;2010/'11;
3042;Female;Total secondary general education (VO);St Eustatius;2011/'12;
3043;Female;Total secondary general education (VO);St Eustatius;2012/'13;
3044;Female;Total secondary general education (VO);St Eustatius;2013/'14;
3045;Female;Total secondary general education (VO);St Eustatius;2014/'15;115.0
3046;Female;Total secondary general education (VO);St Eustatius;2015/'16;112.0
3047;Female;Total secondary general education (VO);St Eustatius;2016/'17;115.0
3048;Female;Total secondary general education (VO);St Eustatius;2017/'18;121.0
3049;Female;Total secondary general education (VO);St Eustatius;2018/'19;95.0
3050;Female;Total secondary general education (VO);St Eustatius;2019/'20;78.0
3051;Female;Total secondary general education (VO);St Eustatius;2020/'21;81.0
3052;Female;Total secondary general education (VO);St Eustatius;2021/22;88.0
3053;Female;Total secondary general education (VO);St Eustatius;2022/'23;87.0
3054;Female;Total secondary general education (VO);St Eustatius;2023/'24;93.0
3055;Female;Total secondary general education (VO);St Eustatius;2024/'25;93.0
3056;Female;Total secondary general education (VO);Saba;2009/'10;
3057;Female;Total secondary general education (VO);Saba;2010/'11;
3058;Female;Total secondary general education (VO);Saba;2011/'12;
3059;Female;Total secondary general education (VO);Saba;2012/'13;
3060;Female;Total secondary general education (VO);Saba;2013/'14;
3061;Female;Total secondary general education (VO);Saba;2014/'15;34.0
3062;Female;Total secondary general education (VO);Saba;2015/'16;36.0
3063;Female;Total secondary general education (VO);Saba;2016/'17;44.0
3064;Female;Total secondary general education (VO);Saba;2017/'18;53.0
3065;Female;Total secondary general education (VO);Saba;2018/'19;50.0
3066;Female;Total secondary general education (VO);Saba;2019/'20;49.0
3067;Female;Total secondary general education (VO);Saba;2020/'21;44.0
3068;Female;Total secondary general education (VO);Saba;2021/22;46.0
3069;Female;Total secondary general education (VO);Saba;2022/'23;45.0
3070;Female;Total secondary general education (VO);Saba;2023/'24;46.0
3071;Female;Total secondary general education (VO);Saba;2024/'25;51.0
3072;Female;VO: Practical education;Caribbean Netherlands;2009/'10;
3073;Female;VO: Practical education;Caribbean Netherlands;2010/'11;
