ID;KenmerkenVanHuishoudens;AanvullendPensioen;Perioden;AantalHuishoudens_1;BrutoInkomen_2;BesteedbaarInkomen_3;GestandaardiseerdInkomen_4;AOWInkomen_5;PensioenInclAOW_6;AantalHuishoudens_7;Percentage_8;BedragPerOntvangendHuishouden_9;AantalHuishoudens_10;Percentage_11;BedragPerOntvangendHuishouden_12;AantalHuishoudens_13;Percentage_14;BedragPerOntvangendHuishouden_15;AantalHuishoudens_16;Percentage_17;BedragPerOntvangendHuishouden_18;AantalHuishoudens_19;Percentage_20;BedragPerOntvangendHuishouden_21;AantalHuishoudens_22;Percentage_23;BedragPerOntvangendHuishouden_24
524;Leeftijd 70 tot 75 jaar;Zonder aanvullend pensioen;1997;58;16.5;13.6;11.7;9.9;9.9;0;0.0;;31;54.0;5.3;17;29.2;8.0;22;38.6;1.3;19;33.1;2.9;52;89.3;7.5
525;Leeftijd 70 tot 75 jaar;Zonder aanvullend pensioen;1998;57;17.7;14.4;12.5;10.2;10.2;0;0.0;;33;58.2;5.3;20;34.9;7.9;21;37.0;1.4;20;35.0;3.1;52;91.2;8.2
526;Leeftijd 70 tot 75 jaar;Zonder aanvullend pensioen;1999;55;17.6;14.2;12.4;10.5;10.5;0;0.0;;31;55.3;5.1;17;30.7;8.6;19;34.4;1.5;20;36.0;3.0;49;89.2;7.9
527;Leeftijd 70 tot 75 jaar;Zonder aanvullend pensioen;2000;52;17.8;15.0;12.9;10.9;10.9;0;0.0;;27;52.4;4.1;15;28.7;9.9;18;35.9;1.7;19;36.3;3.8;46;88.7;7.9
528;Leeftijd 75 tot 80 jaar;Totaal huishoudens;1990;258;16.4;12.8;11.0;8.8;12.8;197;76.4;5.3;123;47.7;3.9;46;18.0;5.1;88;34.0;0.9;61;23.8;2.3;198;76.8;4.7
529;Leeftijd 75 tot 80 jaar;Totaal huishoudens;1991;263;17.4;13.5;11.6;9.1;13.5;200;76.1;5.7;126;47.9;4.6;44;16.7;4.9;90;34.1;0.9;65;24.7;2.4;203;77.2;5.1
530;Leeftijd 75 tot 80 jaar;Totaal huishoudens;1992;265;17.6;13.7;11.7;9.4;13.8;200;75.7;5.7;124;46.9;4.3;42;15.8;5.4;92;34.6;0.9;63;23.9;2.6;204;77.2;5.0
531;Leeftijd 75 tot 80 jaar;Totaal huishoudens;1993;256;18.5;14.3;12.2;9.5;14.6;198;77.5;6.6;126;49.1;4.1;44;17.1;5.2;84;32.7;0.9;67;26.0;2.8;200;78.0;5.0
532;Leeftijd 75 tot 80 jaar;Totaal huishoudens;1994;257;18.7;14.9;12.7;9.4;14.8;202;78.6;6.8;126;48.8;3.5;46;17.9;5.9;84;32.6;1.0;71;27.5;2.9;202;78.4;5.0
533;Leeftijd 75 tot 80 jaar;Totaal huishoudens;1995;268;18.9;15.1;12.8;9.5;15.0;212;79.3;6.8;131;48.9;3.9;39;14.6;5.7;87;32.3;1.0;77;28.7;2.9;207;77.3;5.0
534;Leeftijd 75 tot 80 jaar;Totaal huishoudens;1996;286;18.9;15.0;12.8;9.8;15.6;229;80.1;7.2;138;48.1;3.1;40;13.9;4.6;96;33.5;1.1;79;27.4;3.0;220;76.7;4.3
535;Leeftijd 75 tot 80 jaar;Totaal huishoudens;1997;293;20.4;16.2;13.8;10.3;16.5;238;81.3;7.6;150;51.3;3.5;42;14.3;6.2;101;34.5;1.2;83;28.4;3.0;234;79.8;4.9
536;Leeftijd 75 tot 80 jaar;Totaal huishoudens;1998;310;21.1;16.8;14.3;10.7;17.1;252;81.3;7.8;158;51.0;3.5;55;17.7;5.2;103;33.3;1.3;90;29.0;3.0;252;81.4;4.9
537;Leeftijd 75 tot 80 jaar;Totaal huishoudens;1999;318;22.2;17.4;14.8;11.2;17.6;255;80.3;8.0;157;49.5;3.7;61;19.2;7.2;100;31.5;1.4;94;29.7;3.3;252;79.2;5.8
538;Leeftijd 75 tot 80 jaar;Totaal huishoudens;2000;319;23.4;18.8;16.0;11.5;18.8;259;81.0;9.1;162;50.7;3.3;54;17.1;7.4;95;29.9;1.4;99;31.1;4.0;253;79.2;5.8
539;Leeftijd 75 tot 80 jaar;Met aanvullend pensioen;1990;197;17.2;13.3;11.3;8.9;14.1;197;100.0;5.3;91;46.3;3.5;32;16.5;4.0;65;33.1;0.8;44;22.2;2.4;148;75.0;4.1
540;Leeftijd 75 tot 80 jaar;Met aanvullend pensioen;1991;200;18.6;14.2;12.1;9.2;15.0;200;100.0;5.7;95;47.4;4.4;31;15.5;4.2;67;33.4;0.9;48;23.8;2.5;153;76.6;4.7
541;Leeftijd 75 tot 80 jaar;Met aanvullend pensioen;1992;200;18.5;14.3;12.2;9.6;15.3;200;100.0;5.7;91;45.4;3.9;28;14.0;4.3;68;34.2;0.9;44;22.1;2.6;152;75.8;4.3
542;Leeftijd 75 tot 80 jaar;Met aanvullend pensioen;1993;198;19.6;15.0;12.8;9.6;16.2;198;100.0;6.6;95;47.9;3.7;31;15.5;4.5;63;32.0;0.9;49;24.6;2.8;153;77.3;4.4
543;Leeftijd 75 tot 80 jaar;Met aanvullend pensioen;1994;202;19.6;15.5;13.1;9.5;16.3;202;100.0;6.8;96;47.5;3.0;33;16.4;4.8;66;32.4;0.9;53;26.0;2.9;156;77.2;4.3
544;Leeftijd 75 tot 80 jaar;Met aanvullend pensioen;1995;212;19.8;15.7;13.2;9.6;16.5;212;100.0;6.8;100;47.1;3.3;29;13.6;5.1;69;32.6;1.0;56;26.3;2.9;161;75.6;4.4
545;Leeftijd 75 tot 80 jaar;Met aanvullend pensioen;1996;229;19.9;15.7;13.3;9.9;17.1;229;100.0;7.2;107;46.8;2.4;30;13.1;4.3;75;32.5;1.0;60;26.1;2.9;171;74.5;3.8
546;Leeftijd 75 tot 80 jaar;Met aanvullend pensioen;1997;238;21.3;16.8;14.2;10.4;18.0;238;100.0;7.6;120;50.1;3.0;31;13.0;4.8;79;33.1;1.1;64;26.8;3.0;184;77.3;4.3
547;Leeftijd 75 tot 80 jaar;Met aanvullend pensioen;1998;252;22.1;17.5;14.9;10.8;18.6;252;100.0;7.8;127;50.5;2.9;41;16.1;4.8;80;31.7;1.3;70;27.8;2.9;199;78.8;4.4
548;Leeftijd 75 tot 80 jaar;Met aanvullend pensioen;1999;255;23.2;18.1;15.3;11.3;19.3;255;100.0;8.0;123;48.2;3.2;45;17.5;5.7;75;29.3;1.3;73;28.8;3.2;194;75.9;5.1
549;Leeftijd 75 tot 80 jaar;Met aanvullend pensioen;2000;259;24.8;19.8;16.7;11.7;20.7;259;100.0;9.1;130;50.3;2.9;41;15.7;6.8;73;28.2;1.3;80;30.9;4.0;199;77.0;5.4
550;Leeftijd 75 tot 80 jaar;Zonder aanvullend pensioen;1990;61;13.9;11.4;10.0;8.5;8.5;0;0.0;;32;52.4;5.2;14;23.0;7.6;22;37.0;0.9;18;29.2;2.2;50;82.5;6.6
551;Leeftijd 75 tot 80 jaar;Zonder aanvullend pensioen;1991;63;13.8;11.2;9.8;8.9;8.9;0;0.0;;31;49.4;5.4;13;20.5;6.6;23;36.4;1.0;17;27.7;2.1;49;78.9;6.3
552;Leeftijd 75 tot 80 jaar;Zonder aanvullend pensioen;1992;64;14.7;11.8;10.3;9.1;9.1;0;0.0;;33;51.6;5.6;14;21.2;7.8;23;36.0;1.0;19;29.6;2.5;53;81.7;6.9
553;Leeftijd 75 tot 80 jaar;Zonder aanvullend pensioen;1993;58;14.8;11.9;10.4;9.2;9.2;0;0.0;;31;53.4;5.3;13;22.5;6.9;20;35.3;1.1;18;30.8;2.6;46;80.4;6.9
554;Leeftijd 75 tot 80 jaar;Zonder aanvullend pensioen;1994;55;15.2;12.5;11.0;9.1;9.1;0;0.0;;30;53.6;5.1;13;23.7;8.6;18;33.1;1.1;18;33.3;2.9;46;82.7;7.4
555;Leeftijd 75 tot 80 jaar;Zonder aanvullend pensioen;1995;55;15.2;12.7;11.3;9.1;9.1;0;0.0;;31;55.5;5.8;10;18.5;7.3;17;31.4;1.2;21;38.2;3.1;46;83.8;7.3
556;Leeftijd 75 tot 80 jaar;Zonder aanvullend pensioen;1996;57;14.8;12.3;11.0;9.4;9.4;0;0.0;;30;53.4;5.5;10;17.0;5.8;21;37.4;1.3;19;32.9;3.2;49;85.8;6.3
557;Leeftijd 75 tot 80 jaar;Zonder aanvullend pensioen;1997;55;16.6;13.4;11.9;9.9;9.9;0;0.0;;31;56.3;5.4;11;19.7;10.2;22;40.6;1.4;19;35.0;3.1;50;90.7;7.4
558;Leeftijd 75 tot 80 jaar;Zonder aanvullend pensioen;1998;58;16.8;13.6;11.9;10.3;10.3;0;0.0;;31;53.3;5.9;14;24.6;6.5;23;40.3;1.5;20;34.1;3.4;54;92.7;7.0
559;Leeftijd 75 tot 80 jaar;Zonder aanvullend pensioen;1999;63;18.2;14.5;12.8;10.6;10.6;0;0.0;;34;54.7;5.3;16;26.0;11.0;25;40.3;1.5;21;33.6;3.6;58;92.3;8.2
560;Leeftijd 75 tot 80 jaar;Zonder aanvullend pensioen;2000;61;17.4;14.5;13.0;10.8;10.8;0;0.0;;32;52.2;4.8;14;23.0;9.4;22;36.8;1.6;19;32.0;4.2;54;88.7;7.4
561;Leeftijd 80 jaar en ouder;Totaal huishoudens;1990;246;14.7;11.6;10.4;8.4;11.2;164;66.9;4.2;116;47.0;4.4;40;16.2;4.0;81;33.0;0.9;50;20.4;2.3;185;75.2;4.6
562;Leeftijd 80 jaar en ouder;Totaal huishoudens;1991;253;15.9;12.4;11.1;8.7;11.9;172;68.1;4.6;121;47.9;5.5;37;14.6;4.3;87;34.2;0.9;53;21.1;2.5;192;76.1;5.4
563;Leeftijd 80 jaar en ouder;Totaal huishoudens;1992;275;16.8;12.9;11.5;9.1;12.5;192;70.0;4.9;131;47.6;5.9;36;13.3;4.4;96;35.1;0.9;59;21.5;2.5;210;76.6;5.5
564;Leeftijd 80 jaar en ouder;Totaal huishoudens;1993;285;17.0;13.1;11.9;9.1;12.9;199;69.8;5.4;135;47.4;5.5;42;14.6;4.0;102;35.6;1.0;62;21.7;2.6;221;77.5;5.3
565;Leeftijd 80 jaar en ouder;Totaal huishoudens;1994;295;17.0;13.4;12.1;9.0;13.1;212;71.7;5.7;137;46.4;5.1;41;14.0;3.9;107;36.2;1.0;64;21.8;3.0;228;77.3;5.1
566;Leeftijd 80 jaar en ouder;Totaal huishoudens;1995;305;17.2;13.7;12.3;9.1;13.5;224;73.3;6.0;143;46.8;4.4;37;12.2;4.5;111;36.3;1.1;66;21.8;3.0;238;77.9;4.7
567;Leeftijd 80 jaar en ouder;Totaal huishoudens;1996;303;18.0;14.3;12.8;9.4;14.2;224;73.8;6.5;139;45.9;4.5;39;12.8;4.9;111;36.5;1.1;66;21.7;3.4;236;77.8;4.9
568;Leeftijd 80 jaar en ouder;Totaal huishoudens;1997;315;18.2;14.4;13.0;9.8;14.6;234;74.3;6.5;147;46.9;4.0;38;12.2;4.7;117;37.1;1.2;69;21.8;3.2;247;78.4;4.6
569;Leeftijd 80 jaar en ouder;Totaal huishoudens;1998;319;19.2;15.3;13.8;10.3;15.5;240;75.2;6.9;152;47.5;3.6;42;13.1;6.0;116;36.3;1.4;71;22.2;3.4;251;78.8;4.8
570;Leeftijd 80 jaar en ouder;Totaal huishoudens;1999;324;20.0;15.8;14.3;10.6;16.1;246;75.8;7.3;143;44.3;3.6;44;13.7;6.9;118;36.5;1.5;72;22.3;3.7;250;77.3;5.0
571;Leeftijd 80 jaar en ouder;Totaal huishoudens;2000;336;20.8;17.0;15.3;11.0;16.8;258;76.8;7.6;148;44.1;3.5;43;12.9;7.0;123;36.7;1.5;75;22.4;4.4;259;77.2;5.2
572;Leeftijd 80 jaar en ouder;Met aanvullend pensioen;1990;164;15.7;12.3;11.0;8.5;12.7;164;100.0;4.2;73;44.6;4.1;24;14.7;4.0;50;30.3;0.8;30;18.3;2.2;119;72.1;4.3
573;Leeftijd 80 jaar en ouder;Met aanvullend pensioen;1991;172;17.1;13.2;11.7;8.8;13.4;172;100.0;4.6;80;46.3;5.1;24;14.0;4.2;55;32.1;0.9;34;19.7;2.5;127;73.9;5.0
574;Leeftijd 80 jaar en ouder;Met aanvullend pensioen;1992;192;18.0;13.7;12.2;9.2;14.1;192;100.0;4.9;87;45.0;5.8;24;12.7;3.7;64;33.1;0.9;39;20.1;2.4;142;73.7;5.3
575;Leeftijd 80 jaar en ouder;Met aanvullend pensioen;1993;199;18.4;14.0;12.5;9.2;14.6;199;100.0;5.4;88;44.4;5.3;27;13.4;3.9;68;34.4;1.0;41;20.4;2.7;149;74.8;5.0
576;Leeftijd 80 jaar en ouder;Met aanvullend pensioen;1994;212;18.2;14.2;12.8;9.0;14.7;212;100.0;5.7;93;43.9;4.7;28;13.1;3.8;71;33.7;1.0;44;20.8;3.0;158;74.5;4.7
577;Leeftijd 80 jaar en ouder;Met aanvullend pensioen;1995;224;18.2;14.3;12.9;9.1;15.2;224;100.0;6.0;100;44.9;3.8;25;11.3;3.3;75;33.7;1.0;46;20.7;3.0;168;75.1;4.1
578;Leeftijd 80 jaar en ouder;Met aanvullend pensioen;1996;224;19.3;15.1;13.5;9.5;15.9;224;100.0;6.5;98;43.8;3.9;26;11.5;4.6;78;34.7;1.1;46;20.7;3.3;169;75.7;4.4
579;Leeftijd 80 jaar en ouder;Met aanvullend pensioen;1997;234;19.3;15.2;13.6;9.8;16.3;234;100.0;6.5;104;44.5;3.4;26;11.0;4.0;84;36.0;1.2;47;20.2;3.1;178;76.2;4.0
580;Leeftijd 80 jaar en ouder;Met aanvullend pensioen;1998;240;20.6;16.3;14.6;10.3;17.3;240;100.0;6.9;109;45.5;3.2;28;11.8;6.0;85;35.5;1.4;50;21.0;3.3;183;76.4;4.3
581;Leeftijd 80 jaar en ouder;Met aanvullend pensioen;1999;246;21.4;16.8;15.0;10.7;18.0;246;100.0;7.3;103;42.0;3.1;32;12.9;6.8;87;35.4;1.4;51;20.9;3.7;183;74.7;4.6
582;Leeftijd 80 jaar en ouder;Met aanvullend pensioen;2000;258;22.1;17.9;15.9;11.1;18.7;258;100.0;7.6;108;42.0;3.0;30;11.7;6.6;93;35.9;1.5;53;20.6;4.4;192;74.5;4.6
583;Leeftijd 80 jaar en ouder;Zonder aanvullend pensioen;1990;82;12.6;10.2;9.2;8.3;8.3;0;0.0;;42;51.9;5.0;16;19.3;3.9;31;38.4;0.9;20;24.7;2.4;66;81.5;5.3
584;Leeftijd 80 jaar en ouder;Zonder aanvullend pensioen;1991;81;13.5;10.6;9.7;8.6;8.6;0;0.0;;41;51.2;6.2;13;15.9;4.5;31;38.8;0.9;19;24.1;2.5;65;80.7;6.0
585;Leeftijd 80 jaar en ouder;Zonder aanvullend pensioen;1992;82;13.9;11.0;10.1;8.8;8.8;0;0.0;;44;53.6;5.9;12;14.6;5.8;33;39.9;1.0;21;24.9;2.7;69;83.5;6.1
586;Leeftijd 80 jaar en ouder;Zonder aanvullend pensioen;1993;86;14.0;11.2;10.3;8.9;8.9;0;0.0;;47;54.1;5.9;15;17.2;4.3;33;38.5;1.1;21;24.7;2.6;72;83.5;6.0
587;Leeftijd 80 jaar en ouder;Zonder aanvullend pensioen;1994;83;13.8;11.3;10.5;8.8;8.8;0;0.0;;44;52.7;5.8;14;16.3;4.2;35;42.5;1.1;20;24.2;2.9;70;84.5;5.8
588;Leeftijd 80 jaar en ouder;Zonder aanvullend pensioen;1995;82;14.3;11.9;10.9;9.0;9.0;0;0.0;;42;52.1;5.8;12;14.7;7.0;36;43.6;1.2;20;24.8;3.0;70;85.6;6.2
589;Leeftijd 80 jaar en ouder;Zonder aanvullend pensioen;1996;79;14.5;11.9;10.9;9.2;9.2;0;0.0;;41;52.0;5.7;13;16.4;5.3;33;41.6;1.2;19;24.5;3.6;66;83.6;6.3
590;Leeftijd 80 jaar en ouder;Zonder aanvullend pensioen;1997;81;14.8;12.1;11.2;9.5;9.5;0;0.0;;43;53.7;5.4;13;15.6;6.2;32;40.1;1.3;21;26.3;3.4;69;84.9;6.3
591;Leeftijd 80 jaar en ouder;Zonder aanvullend pensioen;1998;79;15.2;12.6;11.6;10.1;10.1;0;0.0;;42;53.5;4.7;14;17.2;6.0;31;38.7;1.5;21;26.0;3.6;68;86.3;5.9
592;Leeftijd 80 jaar en ouder;Zonder aanvullend pensioen;1999;78;15.7;12.8;11.8;10.4;10.4;0;0.0;;40;51.4;4.8;13;16.2;7.0;31;39.9;1.6;21;26.8;3.9;67;85.5;6.2
593;Leeftijd 80 jaar en ouder;Zonder aanvullend pensioen;2000;78;16.6;14.2;13.1;10.8;10.8;0;0.0;;40;51.4;5.0;13;17.1;7.8;30;39.2;1.7;22;28.4;4.6;67;86.2;6.8
594;In institutionele huishoudens;Totaal huishoudens;1990;152;10.3;8.4;8.3;7.5;9.4;91;59.9;3.1;30;19.9;3.9;12;7.7;0.4;10;6.5;0.6;4;2.4;1.8;42;27.9;3.2
595;In institutionele huishoudens;Totaal huishoudens;1991;150;10.8;8.9;8.7;7.9;9.8;91;60.5;3.2;30;20.0;4.2;9;5.9;1.2;12;8.0;0.6;4;2.6;1.8;42;28.2;3.6
596;In institutionele huishoudens;Totaal huishoudens;1992;144;10.9;9.0;8.9;8.1;10.0;90;62.6;3.1;28;19.2;3.8;6;4.1;1.7;8;5.7;0.5;2;1.3;3.2;37;25.8;3.4
597;In institutionele huishoudens;Totaal huishoudens;1993;140;11.0;9.1;8.9;8.3;10.3;89;63.3;3.2;25;17.9;3.4;8;5.4;1.1;8;6.0;0.7;2;1.6;1.6;36;25.3;2.9
598;In institutionele huishoudens;Totaal huishoudens;1994;139;11.0;9.3;9.1;8.2;10.3;90;64.6;3.3;30;21.2;2.4;8;6.1;1.6;8;5.7;0.6;3;2.1;1.7;39;28.0;2.4
599;In institutionele huishoudens;Totaal huishoudens;1995;135;11.6;9.8;9.6;8.3;10.6;90;66.1;3.6;29;21.1;3.1;7;5.0;3.2;9;6.9;0.7;3;2.3;2.6;39;28.7;3.2
600;In institutionele huishoudens;Totaal huishoudens;1996;131;12.1;10.1;9.9;8.6;11.1;87;66.9;3.7;29;21.8;3.1;6;4.4;4.2;11;8.3;0.6;4;3.3;2.2;40;30.3;3.3
601;In institutionele huishoudens;Totaal huishoudens;1997;127;12.4;10.3;10.1;8.9;11.5;84;66.0;3.8;28;22.2;2.9;6;4.7;4.1;11;8.3;0.7;3;2.3;2.6;39;30.8;3.1
602;In institutionele huishoudens;Totaal huishoudens;1998;118;13.1;11.0;10.8;9.4;11.9;76;64.6;3.9;28;24.1;2.8;9;7.8;4.5;9;7.6;0.7;3;2.7;1.7;40;34.3;3.3
603;In institutionele huishoudens;Totaal huishoudens;1999;121;13.4;11.1;10.9;9.7;12.2;78;64.9;3.8;26;21.2;3.0;9;7.6;5.2;10;8.0;0.8;2;2.0;2.4;37;31.0;3.7
604;In institutionele huishoudens;Totaal huishoudens;2000;115;14.2;11.9;11.6;10.0;13.2;81;70.2;4.6;27;23.7;3.0;6;4.9;2.6;10;8.7;0.8;4;3.0;3.7;38;32.7;3.2
605;In institutionele huishoudens;Met aanvullend pensioen;1990;91;11.6;9.4;9.3;7.6;10.7;91;100.0;3.1;21;22.5;3.4;7;7.6;0.8;7;7.2;0.6;2;2.5;2.0;29;31.6;2.9
606;In institutionele huishoudens;Met aanvullend pensioen;1991;91;12.2;9.8;9.6;7.9;11.2;91;100.0;3.2;19;21.4;3.6;5;5.0;2.1;8;8.8;0.6;2;2.3;2.1;28;30.7;3.2
607;In institutionele huishoudens;Met aanvullend pensioen;1992;90;12.1;9.9;9.7;8.1;11.3;90;100.0;3.1;18;19.9;3.6;4;4.4;1.8;6;6.8;0.5;1;1.1;;25;27.3;3.2
608;In institutionele huishoudens;Met aanvullend pensioen;1993;89;12.1;9.9;9.7;8.3;11.5;89;100.0;3.2;16;17.9;2.9;4;5.0;0.7;6;7.0;0.7;1;1.3;;23;26.2;2.3
609;In institutionele huishoudens;Met aanvullend pensioen;1994;90;12.2;10.2;10.0;8.2;11.5;90;100.0;3.3;19;20.6;2.5;5;5.4;1.9;6;6.6;0.5;2;1.7;1.3;25;27.5;2.4
610;In institutionele huishoudens;Met aanvullend pensioen;1995;90;12.7;10.6;10.4;8.3;11.9;90;100.0;3.6;19;21.5;2.9;4;4.9;2.8;6;6.4;0.6;2;2.6;2.7;25;28.2;3.1
611;In institutionele huishoudens;Met aanvullend pensioen;1996;87;13.3;11.1;10.8;8.6;12.3;87;100.0;3.7;20;23.3;3.0;4;4.0;3.5;8;8.9;0.6;3;3.3;2.1;28;31.8;3.0
612;In institutionele huishoudens;Met aanvullend pensioen;1997;84;13.7;11.3;11.1;9.0;12.8;84;100.0;3.8;19;23.2;2.8;4;4.8;3.2;7;8.2;0.6;2;2.5;2.3;27;32.2;2.8
613;In institutionele huishoudens;Met aanvullend pensioen;1998;76;14.3;12.0;11.7;9.4;13.3;76;100.0;3.9;19;25.0;2.3;4;5.9;4.5;6;7.6;0.7;3;3.4;1.9;26;34.1;2.8
614;In institutionele huishoudens;Met aanvullend pensioen;1999;78;14.5;12.0;11.7;9.8;13.6;78;100.0;3.8;16;20.2;2.2;5;6.5;4.7;7;9.4;0.8;1;1.5;2.4;24;30.7;2.8
615;In institutionele huishoudens;Met aanvullend pensioen;2000;81;15.4;12.8;12.5;10.0;14.6;81;100.0;4.6;19;23.0;2.5;4;4.4;2.2;8;9.8;0.8;3;3.4;4.0;27;32.9;2.7
616;In institutionele huishoudens;Zonder aanvullend pensioen;1990;61;8.2;6.9;6.8;7.4;7.4;0;0.0;;10;16.0;4.8;5;7.8;-0.2;3;5.4;0.6;1;2.1;1.5;14;22.4;3.7
617;In institutionele huishoudens;Zonder aanvullend pensioen;1991;59;8.8;7.4;7.3;7.8;7.8;0;0.0;;11;17.9;5.4;4;7.3;0.2;4;6.8;0.5;2;3.0;1.5;15;24.5;4.3
618;In institutionele huishoudens;Zonder aanvullend pensioen;1992;54;8.9;7.5;7.4;8.0;8.0;0;0.0;;10;18.1;4.3;2;3.6;1.7;2;3.8;0.5;1;1.7;;12;23.3;3.8
619;In institutionele huishoudens;Zonder aanvullend pensioen;1993;51;9.1;7.7;7.7;8.2;8.2;0;0.0;;9;17.8;4.3;3;6.1;1.7;2;4.3;0.7;1;2.1;;12;23.8;3.9
620;In institutionele huishoudens;Zonder aanvullend pensioen;1994;49;8.8;7.6;7.5;8.1;8.1;0;0.0;;11;22.3;2.2;4;7.5;1.2;2;4.2;0.7;1;2.8;;14;29.0;2.3
621;In institutionele huishoudens;Zonder aanvullend pensioen;1995;46;9.2;8.1;8.0;8.3;8.3;0;0.0;;9;20.4;3.4;2;5.3;3.9;4;8.1;0.7;1;1.7;;14;29.6;3.3
622;In institutionele huishoudens;Zonder aanvullend pensioen;1996;43;9.6;8.2;8.1;8.5;8.5;0;0.0;;8;18.8;3.4;2;5.3;5.3;3;7.1;0.5;1;3.2;;12;27.2;3.8
623;In institutionele huishoudens;Zonder aanvullend pensioen;1997;43;9.9;8.3;8.2;8.8;8.8;0;0.0;;9;20.4;3.0;2;4.3;6.1;4;8.4;0.9;1;2.1;;12;28.0;3.7
624;In institutionele huishoudens;Zonder aanvullend pensioen;1998;42;10.8;9.1;9.1;9.3;9.3;0;0.0;;9;22.5;3.9;5;11.4;4.6;3;7.5;0.7;1;1.4;;15;34.8;4.2
625;In institutionele huishoudens;Zonder aanvullend pensioen;1999;42;11.3;9.5;9.4;9.6;9.6;0;0.0;;10;23.1;4.2;4;9.6;5.8;2;5.4;1.0;1;3.1;2.4;13;31.5;5.3
626;In institutionele huishoudens;Zonder aanvullend pensioen;2000;34;11.3;9.6;9.5;9.9;9.9;0;0.0;;9;25.3;4.2;2;6.1;3.4;2;6.0;1.0;1;2.3;;11;32.4;4.3
