ID;CountryOfCitizenship;AsylumRequests;Periods;TotalMenAndWomen_1;Men_2;Women_3;AllAges_4;YoungerThan15Years_5;k_15To17Years_6;k_18YearsOrOlder_7
3867;Uzbekistan;First asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
3868;Uzbekistan;First asylum requests;2010 4th quarter;0;0;0;0;0;0;0
3869;Uzbekistan;First asylum requests;2010;20;10;10;20;0;0;10
3870;Uzbekistan;First asylum requests;2011 1st quarter;0;0;0;0;0;0;0
3871;Uzbekistan;First asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
3872;Uzbekistan;First asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
3873;Uzbekistan;First asylum requests;2011 4th quarter;10;10;10;10;10;0;0
3874;Uzbekistan;First asylum requests;2011;20;10;10;20;10;0;10
3875;Uzbekistan;Follow-up asylum requests;2007 1st quarter;0;0;0;0;0;0;0
3876;Uzbekistan;Follow-up asylum requests;2007 2nd quarter;10;0;10;10;0;0;10
3877;Uzbekistan;Follow-up asylum requests;2007 3rd quarter;10;0;0;10;0;0;10
3878;Uzbekistan;Follow-up asylum requests;2007 4th quarter;0;0;0;0;0;0;0
3879;Uzbekistan;Follow-up asylum requests;2007;20;10;10;20;0;0;20
3880;Uzbekistan;Follow-up asylum requests;2008 1st quarter;0;0;0;0;0;0;0
3881;Uzbekistan;Follow-up asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
3882;Uzbekistan;Follow-up asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
3883;Uzbekistan;Follow-up asylum requests;2008 4th quarter;0;0;0;0;0;0;0
3884;Uzbekistan;Follow-up asylum requests;2008;0;0;0;0;0;0;0
3885;Uzbekistan;Follow-up asylum requests;2009 1st quarter;0;0;0;0;0;0;0
3886;Uzbekistan;Follow-up asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
3887;Uzbekistan;Follow-up asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
3888;Uzbekistan;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
3889;Uzbekistan;Follow-up asylum requests;2009;0;0;0;0;0;0;0
3890;Uzbekistan;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
3891;Uzbekistan;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
3892;Uzbekistan;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
3893;Uzbekistan;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
3894;Uzbekistan;Follow-up asylum requests;2010;0;0;0;0;0;0;0
3895;Uzbekistan;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
3896;Uzbekistan;Follow-up asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
3897;Uzbekistan;Follow-up asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
3898;Uzbekistan;Follow-up asylum requests;2011 4th quarter;0;0;0;0;0;0;0
3899;Uzbekistan;Follow-up asylum requests;2011;0;0;0;0;0;0;0
3900;Other Africa;Total asylum requests;2007 1st quarter;40;30;10;40;0;0;30
3901;Other Africa;Total asylum requests;2007 2nd quarter;30;20;10;30;10;0;20
3902;Other Africa;Total asylum requests;2007 3rd quarter;30;20;10;30;10;0;30
3903;Other Africa;Total asylum requests;2007 4th quarter;30;30;10;30;0;0;30
3904;Other Africa;Total asylum requests;2007;140;100;40;140;20;10;110
3905;Other Africa;Total asylum requests;2008 1st quarter;30;20;10;30;0;0;20
3906;Other Africa;Total asylum requests;2008 2nd quarter;40;30;20;40;10;0;40
3907;Other Africa;Total asylum requests;2008 3rd quarter;40;30;20;40;0;0;40
3908;Other Africa;Total asylum requests;2008 4th quarter;30;20;10;30;0;0;30
3909;Other Africa;Total asylum requests;2008;140;90;50;140;10;10;120
3910;Other Africa;Total asylum requests;2009 1st quarter;40;30;10;40;0;0;40
3911;Other Africa;Total asylum requests;2009 2nd quarter;40;30;10;40;0;0;40
3912;Other Africa;Total asylum requests;2009 3rd quarter;40;30;10;40;0;0;30
3913;Other Africa;Total asylum requests;2009 4th quarter;60;40;20;60;10;10;50
3914;Other Africa;Total asylum requests;2009;180;140;40;180;10;20;150
3915;Other Africa;Total asylum requests;2010 1st quarter;60;40;20;60;0;10;50
3916;Other Africa;Total asylum requests;2010 2nd quarter;60;40;10;60;10;10;40
3917;Other Africa;Total asylum requests;2010 3rd quarter;40;30;10;40;0;0;40
3918;Other Africa;Total asylum requests;2010 4th quarter;40;40;10;40;0;0;40
3919;Other Africa;Total asylum requests;2010;200;160;40;200;20;20;160
3920;Other Africa;Total asylum requests;2011 1st quarter;40;40;10;40;0;0;40
3921;Other Africa;Total asylum requests;2011 2nd quarter;50;40;10;50;0;0;40
3922;Other Africa;Total asylum requests;2011 3rd quarter;50;40;10;50;0;10;40
3923;Other Africa;Total asylum requests;2011 4th quarter;40;40;10;40;0;10;40
3924;Other Africa;Total asylum requests;2011;180;150;40;180;0;20;160
3925;Other Africa;First asylum requests;2007 1st quarter;30;20;10;30;0;0;20
3926;Other Africa;First asylum requests;2007 2nd quarter;30;20;10;30;10;0;20
3927;Other Africa;First asylum requests;2007 3rd quarter;20;20;10;20;0;0;20
3928;Other Africa;First asylum requests;2007 4th quarter;20;20;10;20;0;0;20
3929;Other Africa;First asylum requests;2007;100;70;30;100;20;10;70
3930;Other Africa;First asylum requests;2008 1st quarter;20;20;10;20;0;0;20
3931;Other Africa;First asylum requests;2008 2nd quarter;40;20;10;40;10;0;30
3932;Other Africa;First asylum requests;2008 3rd quarter;40;20;10;40;0;0;30
3933;Other Africa;First asylum requests;2008 4th quarter;20;20;0;20;0;0;20
3934;Other Africa;First asylum requests;2008;120;80;40;120;10;10;100
3935;Other Africa;First asylum requests;2009 1st quarter;40;30;10;40;0;0;30
3936;Other Africa;First asylum requests;2009 2nd quarter;40;30;10;40;0;0;30
3937;Other Africa;First asylum requests;2009 3rd quarter;30;20;10;30;0;0;30
3938;Other Africa;First asylum requests;2009 4th quarter;60;40;20;60;10;10;40
3939;Other Africa;First asylum requests;2009;160;120;40;160;10;20;130
3940;Other Africa;First asylum requests;2010 1st quarter;50;40;10;50;0;10;40
3941;Other Africa;First asylum requests;2010 2nd quarter;50;40;10;50;10;10;40
3942;Other Africa;First asylum requests;2010 3rd quarter;40;30;10;40;0;0;30
3943;Other Africa;First asylum requests;2010 4th quarter;40;30;10;40;0;0;30
3944;Other Africa;First asylum requests;2010;170;130;40;170;20;20;140
3945;Other Africa;First asylum requests;2011 1st quarter;40;30;10;40;0;0;30
3946;Other Africa;First asylum requests;2011 2nd quarter;40;30;10;40;0;0;40
3947;Other Africa;First asylum requests;2011 3rd quarter;40;30;10;40;0;10;30
3948;Other Africa;First asylum requests;2011 4th quarter;40;30;10;40;0;10;30
3949;Other Africa;First asylum requests;2011;150;120;30;150;0;20;130
3950;Other Africa;Follow-up asylum requests;2007 1st quarter;10;10;0;10;0;0;10
3951;Other Africa;Follow-up asylum requests;2007 2nd quarter;10;0;0;10;0;0;10
3952;Other Africa;Follow-up asylum requests;2007 3rd quarter;10;10;0;10;0;0;10
3953;Other Africa;Follow-up asylum requests;2007 4th quarter;10;10;0;10;0;0;10
3954;Other Africa;Follow-up asylum requests;2007;40;30;10;40;0;0;30
3955;Other Africa;Follow-up asylum requests;2008 1st quarter;0;0;0;0;0;0;0
3956;Other Africa;Follow-up asylum requests;2008 2nd quarter;10;0;0;10;0;0;10
3957;Other Africa;Follow-up asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
3958;Other Africa;Follow-up asylum requests;2008 4th quarter;10;10;0;10;0;0;10
3959;Other Africa;Follow-up asylum requests;2008;20;10;10;20;0;0;20
3960;Other Africa;Follow-up asylum requests;2009 1st quarter;0;0;0;0;0;0;0
3961;Other Africa;Follow-up asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
3962;Other Africa;Follow-up asylum requests;2009 3rd quarter;10;10;0;10;0;0;10
3963;Other Africa;Follow-up asylum requests;2009 4th quarter;10;0;0;10;0;0;10
3964;Other Africa;Follow-up asylum requests;2009;20;20;0;20;0;0;20
3965;Other Africa;Follow-up asylum requests;2010 1st quarter;10;10;0;10;0;0;10
3966;Other Africa;Follow-up asylum requests;2010 2nd quarter;10;10;0;10;0;0;10
3967;Other Africa;Follow-up asylum requests;2010 3rd quarter;10;10;0;10;0;0;10
3968;Other Africa;Follow-up asylum requests;2010 4th quarter;10;10;0;10;0;0;10
3969;Other Africa;Follow-up asylum requests;2010;30;20;0;30;0;0;20
3970;Other Africa;Follow-up asylum requests;2011 1st quarter;10;10;0;10;0;0;10
3971;Other Africa;Follow-up asylum requests;2011 2nd quarter;10;10;0;10;0;0;10
3972;Other Africa;Follow-up asylum requests;2011 3rd quarter;10;10;0;10;0;0;10
3973;Other Africa;Follow-up asylum requests;2011 4th quarter;10;10;0;10;0;0;10
3974;Other Africa;Follow-up asylum requests;2011;30;30;10;30;0;0;30
3975;36;Total asylum requests;2007 1st quarter;10;10;0;10;0;0;10
3976;36;Total asylum requests;2007 2nd quarter;20;10;0;20;0;0;20
3977;36;Total asylum requests;2007 3rd quarter;10;0;0;10;0;0;10
3978;36;Total asylum requests;2007 4th quarter;10;10;0;10;0;0;10
3979;36;Total asylum requests;2007;40;30;10;40;0;0;40
3980;36;Total asylum requests;2008 1st quarter;0;0;0;0;0;0;0
3981;36;Total asylum requests;2008 2nd quarter;10;10;0;10;0;0;10
3982;36;Total asylum requests;2008 3rd quarter;10;10;0;10;0;0;10
3983;36;Total asylum requests;2008 4th quarter;20;20;0;20;0;0;10
3984;36;Total asylum requests;2008;50;30;10;50;0;0;40
3985;36;Total asylum requests;2009 1st quarter;10;10;0;10;0;0;10
3986;36;Total asylum requests;2009 2nd quarter;10;10;0;10;0;0;10
3987;36;Total asylum requests;2009 3rd quarter;10;10;0;10;0;0;10
3988;36;Total asylum requests;2009 4th quarter;30;20;10;30;0;0;20
3989;36;Total asylum requests;2009;60;50;10;60;10;0;50
3990;36;Total asylum requests;2010 1st quarter;20;20;0;20;0;0;20
3991;36;Total asylum requests;2010 2nd quarter;20;10;0;20;0;0;10
3992;36;Total asylum requests;2010 3rd quarter;10;0;0;10;0;0;0
3993;36;Total asylum requests;2010 4th quarter;10;10;0;10;0;0;10
3994;36;Total asylum requests;2010;50;40;10;50;10;0;50
3995;36;Total asylum requests;2011 1st quarter;20;10;10;20;0;0;20
3996;36;Total asylum requests;2011 2nd quarter;10;10;0;10;0;0;10
3997;36;Total asylum requests;2011 3rd quarter;20;10;10;20;0;0;20
3998;36;Total asylum requests;2011 4th quarter;30;20;10;30;0;0;20
3999;36;Total asylum requests;2011;70;50;30;70;10;0;60
4000;36;First asylum requests;2007 1st quarter;10;10;0;10;0;0;10
4001;36;First asylum requests;2007 2nd quarter;10;10;0;10;0;0;10
4002;36;First asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
4003;36;First asylum requests;2007 4th quarter;10;10;0;10;0;0;10
4004;36;First asylum requests;2007;40;30;10;40;0;0;30
4005;36;First asylum requests;2008 1st quarter;0;0;0;0;0;0;0
4006;36;First asylum requests;2008 2nd quarter;10;10;0;10;0;0;10
4007;36;First asylum requests;2008 3rd quarter;10;10;0;10;0;0;10
4008;36;First asylum requests;2008 4th quarter;20;20;0;20;0;0;10
4009;36;First asylum requests;2008;40;30;10;40;0;0;40
4010;36;First asylum requests;2009 1st quarter;10;10;0;10;0;0;10
4011;36;First asylum requests;2009 2nd quarter;10;10;0;10;0;0;10
4012;36;First asylum requests;2009 3rd quarter;10;10;0;10;0;0;10
4013;36;First asylum requests;2009 4th quarter;30;20;10;30;0;0;20
4014;36;First asylum requests;2009;60;40;10;60;10;0;50
4015;36;First asylum requests;2010 1st quarter;20;20;0;20;0;0;20
4016;36;First asylum requests;2010 2nd quarter;20;10;0;20;0;0;10
4017;36;First asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
4018;36;First asylum requests;2010 4th quarter;10;10;0;10;0;0;10
4019;36;First asylum requests;2010;50;40;10;50;10;0;40
4020;36;First asylum requests;2011 1st quarter;20;10;10;20;0;0;20
4021;36;First asylum requests;2011 2nd quarter;10;10;0;10;0;0;10
4022;36;First asylum requests;2011 3rd quarter;20;10;10;20;0;0;20
4023;36;First asylum requests;2011 4th quarter;30;20;10;30;0;0;20
4024;36;First asylum requests;2011;70;50;30;70;10;0;60
4025;36;Follow-up asylum requests;2007 1st quarter;0;0;0;0;0;0;0
4026;36;Follow-up asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
4027;36;Follow-up asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
4028;36;Follow-up asylum requests;2007 4th quarter;0;0;0;0;0;0;0
4029;36;Follow-up asylum requests;2007;10;10;0;10;0;0;10
4030;36;Follow-up asylum requests;2008 1st quarter;0;0;0;0;0;0;0
4031;36;Follow-up asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
4032;36;Follow-up asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
4033;36;Follow-up asylum requests;2008 4th quarter;0;0;0;0;0;0;0
4034;36;Follow-up asylum requests;2008;0;0;0;0;0;0;0
4035;36;Follow-up asylum requests;2009 1st quarter;0;0;0;0;0;0;0
4036;36;Follow-up asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
4037;36;Follow-up asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
4038;36;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
4039;36;Follow-up asylum requests;2009;0;0;0;0;0;0;0
4040;36;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
4041;36;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
4042;36;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
4043;36;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
4044;36;Follow-up asylum requests;2010;0;0;0;0;0;0;0
4045;36;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
4046;36;Follow-up asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
4047;36;Follow-up asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
4048;36;Follow-up asylum requests;2011 4th quarter;0;0;0;0;0;0;0
4049;36;Follow-up asylum requests;2011;0;0;0;0;0;0;0
4050;Other Asia;Total asylum requests;2007 1st quarter;10;10;0;10;0;0;10
4051;Other Asia;Total asylum requests;2007 2nd quarter;20;10;10;20;0;0;20
4052;Other Asia;Total asylum requests;2007 3rd quarter;10;10;10;10;10;0;10
4053;Other Asia;Total asylum requests;2007 4th quarter;20;10;10;20;0;0;20
4054;Other Asia;Total asylum requests;2007;60;40;20;60;20;0;50
4055;Other Asia;Total asylum requests;2008 1st quarter;30;20;10;30;0;0;20
4056;Other Asia;Total asylum requests;2008 2nd quarter;20;10;10;20;0;0;20
4057;Other Asia;Total asylum requests;2008 3rd quarter;20;10;10;20;0;0;20
4058;Other Asia;Total asylum requests;2008 4th quarter;30;20;10;30;0;0;30
4059;Other Asia;Total asylum requests;2008;100;60;40;100;10;10;80
4060;Other Asia;Total asylum requests;2009 1st quarter;20;10;10;20;0;0;10
4061;Other Asia;Total asylum requests;2009 2nd quarter;20;10;0;20;0;0;10
4062;Other Asia;Total asylum requests;2009 3rd quarter;30;20;10;30;0;0;30
4063;Other Asia;Total asylum requests;2009 4th quarter;30;20;10;30;10;0;20
4064;Other Asia;Total asylum requests;2009;90;60;30;90;10;10;80
4065;Other Asia;Total asylum requests;2010 1st quarter;30;20;10;30;0;0;20
4066;Other Asia;Total asylum requests;2010 2nd quarter;30;30;10;30;0;0;30
4067;Other Asia;Total asylum requests;2010 3rd quarter;20;10;0;20;0;0;10
4068;Other Asia;Total asylum requests;2010 4th quarter;40;30;10;40;10;0;30
4069;Other Asia;Total asylum requests;2010;120;90;30;120;20;0;100
4070;Other Asia;Total asylum requests;2011 1st quarter;20;20;0;20;0;0;20
4071;Other Asia;Total asylum requests;2011 2nd quarter;40;30;10;40;10;0;30
4072;Other Asia;Total asylum requests;2011 3rd quarter;30;20;10;30;10;0;20
4073;Other Asia;Total asylum requests;2011 4th quarter;40;20;20;40;10;0;40
4074;Other Asia;Total asylum requests;2011;130;90;40;130;30;10;100
4075;Other Asia;First asylum requests;2007 1st quarter;10;10;0;10;0;0;10
4076;Other Asia;First asylum requests;2007 2nd quarter;20;10;10;20;0;0;20
4077;Other Asia;First asylum requests;2007 3rd quarter;10;0;10;10;10;0;10
4078;Other Asia;First asylum requests;2007 4th quarter;20;10;0;20;0;0;10
4079;Other Asia;First asylum requests;2007;60;40;20;60;20;0;40
4080;Other Asia;First asylum requests;2008 1st quarter;20;20;10;20;0;0;20
4081;Other Asia;First asylum requests;2008 2nd quarter;20;10;10;20;0;0;10
4082;Other Asia;First asylum requests;2008 3rd quarter;20;10;10;20;0;0;10
4083;Other Asia;First asylum requests;2008 4th quarter;20;20;10;20;0;0;20
4084;Other Asia;First asylum requests;2008;80;50;30;80;10;10;70
4085;Other Asia;First asylum requests;2009 1st quarter;10;10;0;10;0;0;10
4086;Other Asia;First asylum requests;2009 2nd quarter;20;10;0;20;0;0;10
4087;Other Asia;First asylum requests;2009 3rd quarter;20;20;10;20;0;0;20
4088;Other Asia;First asylum requests;2009 4th quarter;30;20;10;30;10;0;20
4089;Other Asia;First asylum requests;2009;80;50;20;80;10;10;60
4090;Other Asia;First asylum requests;2010 1st quarter;20;20;0;20;0;0;20
4091;Other Asia;First asylum requests;2010 2nd quarter;30;20;0;30;0;0;30
4092;Other Asia;First asylum requests;2010 3rd quarter;10;10;0;10;0;0;10
4093;Other Asia;First asylum requests;2010 4th quarter;40;30;10;40;10;0;30
4094;Other Asia;First asylum requests;2010;110;80;20;110;20;0;90
4095;Other Asia;First asylum requests;2011 1st quarter;20;20;0;20;0;0;20
4096;Other Asia;First asylum requests;2011 2nd quarter;40;30;10;40;10;0;30
4097;Other Asia;First asylum requests;2011 3rd quarter;20;20;10;20;10;0;20
4098;Other Asia;First asylum requests;2011 4th quarter;30;20;10;30;0;0;30
4099;Other Asia;First asylum requests;2011;110;80;30;110;20;10;80
4100;Other Asia;Follow-up asylum requests;2007 1st quarter;0;0;0;0;0;0;0
4101;Other Asia;Follow-up asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
4102;Other Asia;Follow-up asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
4103;Other Asia;Follow-up asylum requests;2007 4th quarter;0;0;0;0;0;0;0
4104;Other Asia;Follow-up asylum requests;2007;10;0;0;10;0;0;10
4105;Other Asia;Follow-up asylum requests;2008 1st quarter;0;0;0;0;0;0;0
4106;Other Asia;Follow-up asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
4107;Other Asia;Follow-up asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
4108;Other Asia;Follow-up asylum requests;2008 4th quarter;10;0;0;10;0;0;10
4109;Other Asia;Follow-up asylum requests;2008;20;10;10;20;0;0;10
4110;Other Asia;Follow-up asylum requests;2009 1st quarter;10;0;0;10;0;0;10
4111;Other Asia;Follow-up asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
4112;Other Asia;Follow-up asylum requests;2009 3rd quarter;10;10;0;10;0;0;10
4113;Other Asia;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
4114;Other Asia;Follow-up asylum requests;2009;20;10;0;20;0;0;20
4115;Other Asia;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
4116;Other Asia;Follow-up asylum requests;2010 2nd quarter;10;0;0;10;0;0;10
4117;Other Asia;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
4118;Other Asia;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
4119;Other Asia;Follow-up asylum requests;2010;10;10;10;10;0;0;10
4120;Other Asia;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
4121;Other Asia;Follow-up asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
4122;Other Asia;Follow-up asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
4123;Other Asia;Follow-up asylum requests;2011 4th quarter;10;0;10;10;0;0;10
4124;Other Asia;Follow-up asylum requests;2011;20;10;10;20;0;0;20
4125;20;Total asylum requests;2007 1st quarter;30;20;10;30;0;0;20
4126;20;Total asylum requests;2007 2nd quarter;20;20;10;20;10;0;20
4127;20;Total asylum requests;2007 3rd quarter;20;10;10;20;0;0;20
4128;20;Total asylum requests;2007 4th quarter;20;10;10;20;0;0;10
4129;20;Total asylum requests;2007;90;60;30;90;20;0;70
4130;20;Total asylum requests;2008 1st quarter;20;20;10;20;10;0;20
4131;20;Total asylum requests;2008 2nd quarter;20;20;0;20;0;0;20
4132;20;Total asylum requests;2008 3rd quarter;20;10;10;20;0;0;20
4133;20;Total asylum requests;2008 4th quarter;20;20;0;20;0;0;20
4134;20;Total asylum requests;2008;80;60;20;80;10;10;60
4135;20;Total asylum requests;2009 1st quarter;20;20;10;20;0;0;20
4136;20;Total asylum requests;2009 2nd quarter;20;10;0;20;0;0;20
4137;20;Total asylum requests;2009 3rd quarter;30;20;10;30;10;0;30
4138;20;Total asylum requests;2009 4th quarter;30;20;20;30;10;0;20
4139;20;Total asylum requests;2009;100;70;40;100;20;0;80
4140;20;Total asylum requests;2010 1st quarter;30;20;10;30;0;0;20
4141;20;Total asylum requests;2010 2nd quarter;20;20;0;20;0;0;20
4142;20;Total asylum requests;2010 3rd quarter;20;10;10;20;0;0;20
4143;20;Total asylum requests;2010 4th quarter;50;40;10;50;10;0;30
4144;20;Total asylum requests;2010;120;90;30;120;20;10;90
4145;20;Total asylum requests;2011 1st quarter;40;30;10;40;10;0;30
4146;20;Total asylum requests;2011 2nd quarter;40;30;10;40;10;0;30
4147;20;Total asylum requests;2011 3rd quarter;40;30;10;40;10;0;30
4148;20;Total asylum requests;2011 4th quarter;40;20;20;40;0;0;40
4149;20;Total asylum requests;2011;160;100;50;160;20;10;130
4150;20;First asylum requests;2007 1st quarter;20;20;10;20;0;0;20
4151;20;First asylum requests;2007 2nd quarter;10;10;0;10;0;0;10
4152;20;First asylum requests;2007 3rd quarter;20;10;10;20;0;0;20
4153;20;First asylum requests;2007 4th quarter;20;10;10;20;0;0;10
4154;20;First asylum requests;2007;70;40;20;70;10;0;50
4155;20;First asylum requests;2008 1st quarter;10;10;0;10;0;0;10
4156;20;First asylum requests;2008 2nd quarter;20;10;0;20;0;0;10
4157;20;First asylum requests;2008 3rd quarter;20;10;10;20;0;0;10
4158;20;First asylum requests;2008 4th quarter;20;10;0;20;0;0;10
4159;20;First asylum requests;2008;60;50;10;60;10;0;50
4160;20;First asylum requests;2009 1st quarter;20;10;10;20;0;0;20
4161;20;First asylum requests;2009 2nd quarter;20;10;0;20;0;0;10
4162;20;First asylum requests;2009 3rd quarter;30;20;10;30;0;0;30
4163;20;First asylum requests;2009 4th quarter;30;20;10;30;10;0;20
4164;20;First asylum requests;2009;90;60;30;90;10;0;70
4165;20;First asylum requests;2010 1st quarter;20;10;10;20;0;0;20
4166;20;First asylum requests;2010 2nd quarter;20;20;0;20;0;0;20
4167;20;First asylum requests;2010 3rd quarter;20;10;10;20;0;0;20
4168;20;First asylum requests;2010 4th quarter;40;30;10;40;10;0;20
