ID;Sex;PersonalCharacteristics;Periods;TotalPopulationAged15YearsAndOlder_1;TotalLabourForceAccToInternatDef_2;EmpLabourForceAccToInternatDef_3;UnempLabourForceAccToInternatDef_4;PeopleNotIncludedInTheLabourForce_5;GrossLabourParticipation_6;NetLabourParticipation_7;UnemploymentAsAPercentage_8;TotalEmployees_9;EmployeesPermanentJobs_10;EmployeesFlexibleJobs_11;SelfEmployed_12;FamilyWorkers_13;k_0119HrsPerWeek_14;k_2034HrsPerWeek_15;k_35HrsPerWeek_16;WorkingHoursUnknown_17;AverageWorkingHours_18;Military_19;LegislatorsSeniorOfficialsManagers_20;ScientistsScholars_21;TechniciansSkilledWorkers_22;OfficeWorkers_23;ServiceShopAndMarketSalesWorkers_24;SkilledWorkersAgricultureAndFishery_25;Craftsmen_26;FactoryWorkersMachineOperatorsEtc_27;ElementaryOccupations_28;NotClassifiable_29
928;Men;4060;2012;76.0;60.0;57.0;3.0;16.0;79.4;75.0;5.5;45.0;40.0;5.0;12.0;;2.0;9.0;46.0;;38.0;;;;;;;;;;;
929;Men;4060;2013;83.0;65.0;60.0;5.0;18.0;78.3;72.0;8.0;47.0;41.0;5.0;13.0;;2.0;9.0;48.0;;38.3;;;;;;;;;;;
930;Men;42;2000;622.0;509.0;493.0;16.0;113.0;81.8;79.3;3.1;465.0;327.0;138.0;23.0;5.0;104.0;49.0;340.0;;32.9;7.0;26.0;24.0;55.0;42.0;56.0;22.0;118.0;57.0;70.0;17.0
931;Men;42;2001 before revision;627.0;514.0;494.0;20.0;113.0;81.9;78.7;3.9;467.0;326.0;141.0;25.0;2.0;100.0;55.0;338.0;;32.9;9.0;24.0;25.0;53.0;38.0;67.0;22.0;121.0;55.0;70.0;10.0
932;Men;42;2001 after revision;666.0;557.0;540.0;18.0;109.0;83.6;81.0;3.2;507.0;348.0;159.0;29.0;4.0;122.0;58.0;359.0;;32.3;8.0;27.0;27.0;60.0;48.0;70.0;22.0;129.0;53.0;76.0;21.0
933;Men;42;2002;676.0;564.0;540.0;24.0;112.0;83.4;79.9;4.2;513.0;351.0;161.0;24.0;3.0;124.0;61.0;352.0;3.0;31.8;7.0;25.0;23.0;59.0;46.0;81.0;23.0;121.0;58.0;85.0;12.0
934;Men;42;2003;660.0;541.0;511.0;30.0;119.0;82.0;77.4;5.6;486.0;323.0;163.0;23.0;2.0;124.0;65.0;320.0;2.0;31.1;7.0;22.0;23.0;55.0;43.0;72.0;24.0;108.0;56.0;91.0;10.0
935;Men;42;2004;675.0;547.0;505.0;42.0;128.0;81.1;74.8;7.7;476.0;310.0;166.0;26.0;2.0;130.0;64.0;308.0;3.0;30.7;8.0;21.0;22.0;51.0;44.0;74.0;24.0;111.0;55.0;90.0;5.0
936;Men;42;2005;685.0;551.0;512.0;39.0;134.0;80.5;74.8;7.1;481.0;300.0;180.0;28.0;4.0;131.0;66.0;312.0;3.0;30.6;7.0;20.0;23.0;52.0;42.0;76.0;23.0;112.0;55.0;97.0;7.0
937;Men;42;2006;664.0;529.0;500.0;29.0;135.0;79.7;75.3;5.5;471.0;280.0;191.0;26.0;3.0;132.0;65.0;298.0;4.0;30.3;10.0;18.0;22.0;51.0;41.0;79.0;23.0;108.0;46.0;94.0;8.0
938;Men;42;2007;667.0;541.0;516.0;25.0;127.0;81.0;77.3;4.6;484.0;281.0;203.0;28.0;3.0;137.0;66.0;308.0;4.0;30.3;8.0;20.0;24.0;54.0;40.0;84.0;24.0;105.0;51.0;94.0;10.0
939;Men;42;2008;665.0;536.0;510.0;26.0;129.0;80.6;76.6;4.9;481.0;277.0;204.0;27.0;;134.0;73.0;299.0;4.0;30.3;8.0;19.0;26.0;63.0;40.0;79.0;19.0;106.0;48.0;92.0;10.0
940;Men;42;2009;668.0;529.0;492.0;38.0;139.0;79.2;73.5;7.1;463.0;263.0;200.0;25.0;3.0;142.0;79.0;267.0;3.0;29.2;8.0;16.0;25.0;58.0;41.0;84.0;19.0;101.0;39.0;90.0;10.0
941;Men;42;2010;660.0;507.0;467.0;41.0;152.0;76.9;70.8;8.0;439.0;230.0;209.0;25.0;3.0;143.0;77.0;243.0;4.0;28.6;9.0;17.0;24.0;52.0;36.0;80.0;22.0;87.0;39.0;90.0;11.0
942;Men;42;2011;662.0;505.0;470.0;35.0;157.0;76.3;71.0;6.9;443.0;231.0;212.0;25.0;2.0;141.0;82.0;241.0;7.0;28.4;7.0;18.0;23.0;53.0;40.0;82.0;21.0;85.0;39.0;92.0;10.0
943;Men;42;2012;681.0;524.0;477.0;47.0;158.0;76.9;70.0;8.9;448.0;210.0;238.0;26.0;3.0;153.0;88.0;228.0;9.0;27.5;;;;;;;;;;;
944;Men;42;2013;685.0;525.0;468.0;58.0;159.0;76.7;68.3;11.0;433.0;182.0;250.0;33.0;2.0;164.0;84.0;209.0;11.0;26.3;;;;;;;;;;;
945;Men;43;2000;276.0;147.0;132.0;15.0;129.0;53.2;47.7;10.3;128.0;50.0;78.0;3.0;;105.0;11.0;16.0;;13.0;;;;;7.0;16.0;11.0;15.0;4.0;62.0;15.0
946;Men;43;2001 before revision;282.0;150.0;138.0;12.0;131.0;53.4;49.2;8.0;133.0;55.0;78.0;4.0;;105.0;15.0;18.0;;14.0;;;;2.0;7.0;17.0;11.0;15.0;7.0;76.0;2.0
947;Men;43;2001 after revision;282.0;164.0;154.0;11.0;118.0;58.2;54.4;6.5;146.0;60.0;86.0;6.0;2.0;121.0;15.0;17.0;;12.9;;;;;7.0;18.0;11.0;16.0;6.0;75.0;18.0
948;Men;43;2002;288.0;166.0;152.0;14.0;122.0;57.7;52.8;8.5;145.0;57.0;87.0;6.0;;121.0;16.0;15.0;;12.5;;;;2.0;6.0;19.0;12.0;15.0;5.0;87.0;5.0
949;Men;43;2003;292.0;154.0;135.0;19.0;139.0;52.6;46.1;12.4;127.0;51.0;77.0;6.0;;106.0;15.0;12.0;;12.5;;;;;6.0;16.0;12.0;14.0;4.0;79.0;2.0
950;Men;43;2004;294.0;142.0;125.0;17.0;153.0;48.2;42.5;11.7;120.0;44.0;76.0;4.0;;99.0;14.0;10.0;;11.9;;;;2.0;6.0;15.0;10.0;12.0;4.0;74.0;
951;Men;43;2005;297.0;147.0;127.0;20.0;150.0;49.4;42.7;13.7;121.0;42.0;79.0;5.0;;103.0;12.0;9.0;2.0;11.2;;;;;4.0;15.0;11.0;12.0;4.0;76.0;2.0
952;Men;43;2006;301.0;155.0;139.0;16.0;146.0;51.4;46.1;10.2;133.0;45.0;88.0;4.0;;116.0;11.0;10.0;;10.7;;;;2.0;5.0;16.0;10.0;12.0;3.0;87.0;2.0
953;Men;43;2007;305.0;164.0;148.0;16.0;141.0;53.8;48.5;9.9;143.0;45.0;98.0;4.0;;123.0;12.0;11.0;2.0;10.9;;;;2.0;7.0;19.0;10.0;11.0;3.0;92.0;
954;Men;43;2008;305.0;176.0;159.0;17.0;130.0;57.6;52.2;9.4;154.0;48.0;106.0;4.0;;131.0;15.0;10.0;3.0;11.1;;;;3.0;7.0;21.0;10.0;15.0;5.0;94.0;2.0
955;Men;43;2009;304.0;170.0;152.0;18.0;134.0;55.9;50.0;10.5;146.0;44.0;102.0;4.0;2.0;128.0;12.0;10.0;2.0;10.7;;;;3.0;6.0;21.0;11.0;14.0;3.0;90.0;2.0
956;Men;43;2010;300.0;160.0;140.0;21.0;139.0;53.6;46.7;12.8;133.0;36.0;97.0;5.0;;119.0;11.0;7.0;2.0;10.0;;;;2.0;7.0;19.0;10.0;10.0;3.0;87.0;2.0
957;Men;43;2011;295.0;153.0;134.0;19.0;142.0;51.9;45.5;12.4;130.0;34.0;96.0;3.0;;115.0;10.0;6.0;3.0;9.8;;;;2.0;5.0;19.0;8.0;8.0;3.0;86.0;
958;Men;43;2012;295.0;155.0;134.0;21.0;140.0;52.5;45.5;13.4;129.0;31.0;99.0;3.0;;116.0;10.0;6.0;3.0;9.6;;;;;;;;;;;
959;Men;43;2013;298.0;161.0;135.0;26.0;137.0;54.1;45.3;16.3;128.0;26.0;102.0;6.0;;118.0;8.0;5.0;3.0;9.0;;;;;;;;;;;
960;Men;4140;2000;93.0;62.0;59.0;3.0;31.0;66.6;63.2;5.1;52.0;34.0;18.0;6.0;;12.0;6.0;41.0;;33.9;;5.0;5.0;7.0;5.0;7.0;2.0;10.0;6.0;8.0;3.0
961;Men;4140;2001 before revision;109.0;72.0;69.0;2.0;37.0;66.0;63.8;3.3;60.0;44.0;16.0;9.0;;14.0;7.0;49.0;;33.3;;9.0;7.0;8.0;5.0;5.0;3.0;13.0;6.0;11.0;
962;Men;4140;2001 after revision;74.0;48.0;46.0;2.0;26.0;64.9;62.2;4.2;40.0;28.0;12.0;6.0;;12.0;5.0;29.0;;31.1;;5.0;4.0;5.0;3.0;5.0;2.0;8.0;3.0;8.0;3.0
963;Men;4140;2002;95.0;64.0;60.0;4.0;31.0;66.9;63.1;5.6;52.0;35.0;17.0;8.0;;15.0;7.0;38.0;;31.9;;7.0;6.0;7.0;4.0;8.0;2.0;9.0;5.0;9.0;2.0
964;Men;4140;2003;101.0;70.0;64.0;5.0;31.0;69.0;63.7;7.7;57.0;37.0;19.0;8.0;;14.0;10.0;40.0;;32.4;;7.0;5.0;8.0;6.0;8.0;2.0;9.0;7.0;9.0;2.0
965;Men;4140;2004;119.0;83.0;75.0;8.0;37.0;69.3;62.7;9.6;66.0;43.0;23.0;8.0;;16.0;12.0;46.0;;31.6;;6.0;8.0;10.0;8.0;9.0;2.0;10.0;7.0;12.0;
966;Men;4140;2005;115.0;78.0;69.0;9.0;36.0;68.3;60.4;11.6;62.0;42.0;20.0;7.0;;14.0;11.0;44.0;;32.7;;6.0;8.0;9.0;6.0;9.0;2.0;9.0;6.0;11.0;
967;Men;4140;2006;122.0;86.0;81.0;5.0;36.0;70.2;66.4;5.4;72.0;47.0;25.0;9.0;;15.0;10.0;55.0;;33.2;;7.0;8.0;11.0;8.0;12.0;2.0;12.0;9.0;11.0;
968;Men;4140;2007;121.0;86.0;82.0;4.0;35.0;71.2;68.0;4.5;72.0;42.0;30.0;10.0;;18.0;10.0;54.0;;32.9;;6.0;9.0;11.0;6.0;13.0;2.0;12.0;7.0;14.0;2.0
969;Men;4140;2008;114.0;81.0;78.0;3.0;33.0;71.2;68.6;3.6;69.0;41.0;28.0;9.0;;16.0;12.0;50.0;;32.4;;7.0;10.0;13.0;6.0;11.0;;12.0;7.0;10.0;
970;Men;4140;2009;122.0;91.0;85.0;5.0;31.0;74.6;70.1;5.9;76.0;46.0;30.0;9.0;;17.0;15.0;52.0;;31.9;;8.0;13.0;13.0;7.0;12.0;2.0;11.0;8.0;9.0;2.0
971;Men;4140;2010;125.0;90.0;83.0;7.0;35.0;72.0;66.5;7.6;74.0;43.0;31.0;9.0;;18.0;14.0;50.0;;31.7;;5.0;16.0;12.0;7.0;11.0;2.0;10.0;8.0;9.0;
972;Men;4140;2011;139.0;96.0;88.0;8.0;43.0;68.9;63.3;8.1;75.0;43.0;33.0;13.0;;21.0;16.0;50.0;;31.0;;7.0;14.0;13.0;8.0;12.0;2.0;10.0;7.0;12.0;2.0
973;Men;4140;2012;144.0;103.0;93.0;10.0;41.0;71.5;64.8;9.4;78.0;43.0;35.0;15.0;;21.0;15.0;55.0;;31.4;;;;;;;;;;;
974;Men;4140;2013;145.0;107.0;96.0;11.0;38.0;73.7;66.4;9.9;79.0;45.0;34.0;17.0;;21.0;17.0;58.0;2.0;31.8;;;;;;;;;;;
975;Men;38;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
976;Men;38;2001 before revision;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
977;Men;38;2001 after revision;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
978;Men;38;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
979;Men;38;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
980;Men;38;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
981;Men;38;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
982;Men;38;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
983;Men;38;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
984;Men;38;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
985;Men;38;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
986;Men;38;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
987;Men;38;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
988;Men;38;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
989;Men;38;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990;Men;Pre-primary education;2000;102.0;34.0;30.0;3.0;68.0;33.3;29.9;10.2;28.0;22.0;6.0;2.0;;2.0;4.0;24.0;;37.4;;2.0;;;3.0;2.0;3.0;4.0;7.0;7.0;
991;Men;Pre-primary education;2001 before revision;110.0;38.0;36.0;2.0;72.0;34.6;32.6;5.6;34.0;27.0;7.0;2.0;;3.0;4.0;29.0;;36.3;;3.0;;;;2.0;3.0;8.0;7.0;9.0;2.0
992;Men;Pre-primary education;2001 after revision;104.0;36.0;35.0;2.0;68.0;35.0;33.2;5.0;32.0;24.0;7.0;3.0;;2.0;4.0;28.0;;37.1;;3.0;;;2.0;2.0;3.0;8.0;6.0;8.0;
993;Men;Pre-primary education;2002;105.0;35.0;34.0;;70.0;33.4;32.1;;29.0;25.0;4.0;5.0;;3.0;5.0;26.0;;36.4;;4.0;;;;;2.0;7.0;6.0;10.0;
994;Men;Pre-primary education;2003;100.0;30.0;27.0;3.0;70.0;29.8;26.7;10.5;23.0;18.0;5.0;4.0;;2.0;3.0;22.0;;37.7;;3.0;;;;2.0;2.0;6.0;7.0;5.0;
995;Men;Pre-primary education;2004;97.0;29.0;26.0;3.0;67.0;30.3;27.2;10.2;24.0;19.0;4.0;3.0;;2.0;4.0;21.0;;36.9;;2.0;;;;;2.0;4.0;8.0;8.0;
996;Men;Pre-primary education;2005;87.0;21.0;19.0;2.0;65.0;24.6;22.1;10.2;17.0;15.0;2.0;2.0;;2.0;4.0;14.0;;36.0;;;;;;;;2.0;5.0;6.0;
997;Men;Pre-primary education;2006;82.0;24.0;22.0;2.0;58.0;28.9;26.6;7.8;19.0;16.0;3.0;2.0;;2.0;4.0;16.0;;35.8;;;;;;2.0;2.0;3.0;5.0;7.0;
998;Men;Pre-primary education;2007;76.0;24.0;22.0;2.0;52.0;31.3;29.2;6.6;20.0;15.0;5.0;2.0;;;4.0;17.0;;37.6;;2.0;;;;;;4.0;6.0;7.0;
999;Men;Pre-primary education;2008;95.0;34.0;31.0;3.0;61.0;35.5;32.4;8.9;27.0;20.0;7.0;3.0;;;4.0;26.0;;38.0;;2.0;;;;3.0;;5.0;8.0;9.0;
1000;Men;Pre-primary education;2009;94.0;39.0;36.0;3.0;55.0;41.4;38.1;7.9;31.0;24.0;8.0;5.0;;2.0;5.0;28.0;;37.2;;4.0;;;2.0;3.0;2.0;7.0;7.0;8.0;
1001;Men;Pre-primary education;2010;94.0;38.0;35.0;3.0;56.0;40.4;37.4;7.4;29.0;22.0;7.0;6.0;;3.0;5.0;27.0;;37.9;;4.0;;;2.0;3.0;2.0;7.0;7.0;8.0;
1002;Men;Pre-primary education;2011;95.0;38.0;34.0;3.0;57.0;39.8;36.2;8.8;28.0;22.0;6.0;7.0;;2.0;5.0;27.0;;37.3;;4.0;;2.0;2.0;2.0;2.0;7.0;7.0;8.0;
1003;Men;Pre-primary education;2012;92.0;37.0;33.0;4.0;55.0;39.8;36.0;9.6;28.0;20.0;8.0;6.0;;3.0;5.0;25.0;;35.8;;;;;;;;;;;
1004;Men;Pre-primary education;2013;73.0;34.0;30.0;5.0;39.0;46.7;40.4;13.7;26.0;18.0;8.0;4.0;;2.0;5.0;22.0;;36.5;;;;;;;;;;;
1005;Men;Primary education;2000;650.0;356.0;335.0;20.0;295.0;54.7;51.6;5.7;304.0;238.0;66.0;30.0;;57.0;27.0;252.0;;34.7;;28.0;2.0;10.0;20.0;23.0;19.0;74.0;75.0;69.0;15.0
1006;Men;Primary education;2001 before revision;647.0;336.0;315.0;20.0;311.0;51.9;48.8;6.1;284.0;216.0;68.0;31.0;;55.0;27.0;233.0;;34.3;;29.0;4.0;8.0;15.0;21.0;18.0;68.0;68.0;78.0;7.0
1007;Men;Primary education;2001 after revision;701.0;371.0;354.0;17.0;330.0;52.9;50.5;4.5;316.0;245.0;71.0;37.0;;74.0;29.0;251.0;;33.2;;31.0;3.0;10.0;19.0;23.0;18.0;76.0;73.0;82.0;18.0
1008;Men;Primary education;2002;696.0;369.0;347.0;22.0;327.0;53.0;49.9;5.9;311.0;239.0;71.0;35.0;;71.0;34.0;241.0;;33.0;;28.0;4.0;12.0;17.0;19.0;17.0;74.0;76.0;93.0;8.0
1009;Men;Primary education;2003;673.0;342.0;314.0;27.0;331.0;50.8;46.7;8.0;280.0;216.0;64.0;33.0;;60.0;31.0;222.0;;33.2;;29.0;3.0;12.0;18.0;17.0;17.0;64.0;67.0;81.0;5.0
1010;Men;Primary education;2004;592.0;291.0;261.0;29.0;301.0;49.1;44.1;10.1;233.0;180.0;53.0;28.0;;47.0;30.0;183.0;;33.2;;21.0;2.0;8.0;15.0;17.0;15.0;52.0;59.0;69.0;2.0
1011;Men;Primary education;2005;559.0;272.0;244.0;28.0;287.0;48.6;43.6;10.2;214.0;166.0;48.0;30.0;;43.0;25.0;176.0;;33.8;;17.0;;9.0;16.0;14.0;14.0;51.0;55.0;64.0;3.0
1012;Men;Primary education;2006;539.0;264.0;240.0;24.0;274.0;49.0;44.6;9.1;206.0;149.0;56.0;34.0;;45.0;25.0;169.0;;33.7;;20.0;;7.0;13.0;14.0;13.0;52.0;50.0;65.0;4.0
1013;Men;Primary education;2007;532.0;269.0;248.0;20.0;263.0;50.6;46.7;7.6;214.0;152.0;62.0;33.0;;49.0;24.0;174.0;;33.4;;18.0;2.0;8.0;12.0;16.0;11.0;56.0;52.0;69.0;4.0
1014;Men;Primary education;2008;512.0;260.0;242.0;18.0;252.0;50.8;47.3;6.8;208.0;147.0;61.0;34.0;;52.0;25.0;163.0;;32.6;;18.0;3.0;8.0;12.0;14.0;15.0;50.0;48.0;68.0;4.0
1015;Men;Primary education;2009;513.0;261.0;240.0;21.0;252.0;50.9;46.9;7.9;204.0;148.0;56.0;34.0;2.0;51.0;27.0;161.0;;32.5;;19.0;3.0;9.0;13.0;16.0;13.0;49.0;49.0;66.0;4.0
1016;Men;Primary education;2010;511.0;254.0;227.0;26.0;257.0;49.6;44.5;10.3;193.0;137.0;56.0;33.0;;48.0;30.0;147.0;2.0;32.3;;18.0;4.0;8.0;11.0;16.0;11.0;45.0;46.0;63.0;5.0
1017;Men;Primary education;2011;529.0;260.0;235.0;25.0;269.0;49.2;44.4;9.7;198.0;141.0;56.0;36.0;;46.0;29.0;158.0;2.0;33.0;;19.0;5.0;10.0;14.0;16.0;12.0;46.0;47.0;60.0;5.0
1018;Men;Primary education;2012;520.0;252.0;223.0;29.0;268.0;48.5;42.9;11.5;188.0;128.0;60.0;34.0;;47.0;29.0;145.0;2.0;32.2;;;;;;;;;;;
1019;Men;Primary education;2013;571.0;288.0;246.0;42.0;283.0;50.4;43.1;14.5;208.0;130.0;78.0;37.0;;67.0;31.0;145.0;2.0;29.9;;;;;;;;;;;
1020;Men;Lower secondary education;2000;1564.0;1036.0;1007.0;30.0;527.0;66.3;64.4;2.9;896.0;734.0;162.0;108.0;3.0;116.0;84.0;807.0;;36.8;8.0;119.0;21.0;69.0;74.0;76.0;37.0;259.0;178.0;138.0;27.0
1021;Men;Lower secondary education;2001 before revision;1595.0;1079.0;1045.0;34.0;516.0;67.7;65.5;3.2;935.0;770.0;165.0;109.0;2.0;126.0;98.0;821.0;;36.2;10.0;113.0;20.0;78.0;81.0;86.0;30.0;275.0;178.0;153.0;22.0
1022;Men;Lower secondary education;2001 after revision;1566.0;1069.0;1042.0;27.0;497.0;68.2;66.5;2.5;924.0;762.0;162.0;115.0;2.0;126.0;97.0;817.0;;36.4;10.0;115.0;21.0;77.0;82.0;80.0;30.0;279.0;173.0;143.0;32.0
1023;Men;Lower secondary education;2002;1551.0;1060.0;1026.0;34.0;491.0;68.3;66.2;3.2;906.0;736.0;170.0;117.0;2.0;132.0;96.0;795.0;3.0;35.9;9.0;110.0;21.0;71.0;77.0;85.0;32.0;273.0;173.0;154.0;21.0
1024;Men;Lower secondary education;2003;1537.0;1014.0;962.0;52.0;523.0;66.0;62.6;5.2;842.0;681.0;161.0;118.0;2.0;120.0;101.0;738.0;2.0;35.9;8.0;112.0;20.0;62.0;70.0;79.0;35.0;239.0;166.0;154.0;17.0
1025;Men;Lower secondary education;2004;1519.0;995.0;936.0;59.0;524.0;65.5;61.6;5.9;820.0;655.0;165.0;114.0;2.0;132.0;97.0;704.0;3.0;35.4;7.0;90.0;17.0;64.0;76.0;83.0;35.0;237.0;170.0;146.0;11.0
1026;Men;Lower secondary education;2005;1516.0;983.0;922.0;61.0;533.0;64.8;60.8;6.2;799.0;622.0;177.0;120.0;2.0;139.0;93.0;687.0;4.0;35.2;8.0;84.0;17.0;61.0;76.0;82.0;33.0;232.0;164.0;157.0;9.0
1027;Men;Lower secondary education;2006;1517.0;986.0;941.0;45.0;531.0;65.0;62.0;4.6;814.0;612.0;202.0;125.0;2.0;152.0;97.0;688.0;4.0;34.9;8.0;92.0;18.0;56.0;72.0;84.0;32.0;223.0;167.0;175.0;13.0
1028;Men;Lower secondary education;2007;1495.0;975.0;935.0;40.0;520.0;65.2;62.5;4.1;807.0;591.0;216.0;125.0;3.0;160.0;100.0;671.0;4.0;34.6;6.0;90.0;17.0;57.0;71.0;92.0;32.0;220.0;156.0;179.0;16.0
1029;Men;Lower secondary education;2008;1533.0;1016.0;978.0;38.0;516.0;66.3;63.8;3.7;842.0;610.0;233.0;134.0;2.0;165.0;105.0;704.0;4.0;34.5;7.0;88.0;18.0;63.0;72.0;92.0;28.0;241.0;169.0;183.0;17.0
1030;Men;Lower secondary education;2009;1538.0;1006.0;955.0;51.0;532.0;65.4;62.1;5.1;823.0;590.0;233.0;130.0;2.0;166.0;110.0;675.0;4.0;34.2;8.0;88.0;16.0;61.0;70.0;95.0;29.0;233.0;156.0;182.0;17.0
1031;Men;Lower secondary education;2010;1523.0;969.0;909.0;60.0;554.0;63.7;59.7;6.2;775.0;554.0;221.0;132.0;3.0;163.0;109.0;633.0;5.0;34.0;8.0;89.0;19.0;55.0;65.0;88.0;34.0;205.0;154.0;172.0;19.0
1032;Men;Lower secondary education;2011;1557.0;978.0;923.0;55.0;579.0;62.8;59.3;5.6;782.0;560.0;222.0;137.0;4.0;158.0;109.0;649.0;7.0;34.2;7.0;96.0;23.0;63.0;66.0;87.0;33.0;204.0;155.0;168.0;21.0
1033;Men;Lower secondary education;2012;1539.0;980.0;909.0;70.0;559.0;63.7;59.1;7.2;765.0;533.0;232.0;141.0;4.0;166.0;113.0;622.0;8.0;33.7;;;;;;;;;;;
1034;Men;Lower secondary education;2013;1363.0;854.0;775.0;79.0;509.0;62.6;56.8;9.3;647.0;428.0;219.0;124.0;4.0;151.0;106.0;509.0;9.0;32.8;;;;;;;;;;;
1035;Men;Upper secondary education;2000;2298.0;1781.0;1749.0;32.0;517.0;77.5;76.1;1.8;1497.0;1283.0;215.0;245.0;7.0;148.0;143.0;1457.0;;38.4;19.0;314.0;135.0;337.0;146.0;157.0;35.0;329.0;144.0;96.0;37.0
1036;Men;Upper secondary education;2001 before revision;2340.0;1801.0;1774.0;28.0;539.0;77.0;75.8;1.5;1531.0;1328.0;203.0;238.0;5.0;145.0;148.0;1480.0;;38.2;21.0;317.0;143.0;334.0;149.0;153.0;34.0;343.0;158.0;97.0;25.0
1037;Men;Upper secondary education;2001 after revision;2265.0;1796.0;1769.0;27.0;469.0;79.3;78.1;1.5;1505.0;1297.0;209.0;259.0;5.0;155.0;149.0;1463.0;2.0;38.3;18.0;325.0;137.0;335.0;152.0;148.0;33.0;340.0;149.0;93.0;39.0
1038;Men;Upper secondary education;2002;2322.0;1822.0;1784.0;38.0;500.0;78.5;76.8;2.1;1500.0;1282.0;218.0;280.0;4.0;164.0;159.0;1457.0;4.0;38.0;16.0;318.0;135.0;339.0;144.0;162.0;35.0;348.0;160.0;102.0;26.0
1039;Men;Upper secondary education;2003;2371.0;1824.0;1764.0;60.0;546.0;76.9;74.4;3.3;1475.0;1258.0;217.0;285.0;4.0;155.0;167.0;1439.0;3.0;37.9;14.0;307.0;126.0;333.0;136.0;162.0;35.0;351.0;161.0;113.0;25.0
1040;Men;Upper secondary education;2004;2357.0;1791.0;1712.0;79.0;566.0;76.0;72.6;4.4;1425.0;1205.0;220.0;283.0;3.0;155.0;165.0;1387.0;4.0;37.8;13.0;258.0;119.0;332.0;146.0;165.0;35.0;350.0;166.0;113.0;14.0
1041;Men;Upper secondary education;2005;2399.0;1832.0;1749.0;82.0;567.0;76.4;72.9;4.5;1453.0;1211.0;241.0;292.0;5.0;160.0;178.0;1407.0;4.0;37.8;16.0;242.0;114.0;330.0;147.0;180.0;38.0;375.0;169.0;126.0;13.0
1042;Men;Upper secondary education;2006;2428.0;1830.0;1765.0;65.0;598.0;75.4;72.7;3.6;1461.0;1206.0;255.0;300.0;4.0;158.0;177.0;1424.0;6.0;37.9;17.0;254.0;116.0;306.0;148.0;192.0;35.0;375.0;169.0;130.0;23.0
1043;Men;Upper secondary education;2007;2443.0;1859.0;1806.0;53.0;584.0;76.1;73.9;2.9;1492.0;1195.0;297.0;309.0;5.0;168.0;180.0;1449.0;9.0;37.7;19.0;267.0;122.0;323.0;147.0;193.0;38.0;373.0;176.0;125.0;23.0
1044;Men;Upper secondary education;2008;2386.0;1826.0;1782.0;43.0;560.0;76.5;74.7;2.4;1477.0;1185.0;292.0;302.0;4.0;171.0;189.0;1417.0;6.0;37.6;18.0;258.0;129.0;333.0;149.0;188.0;33.0;364.0;170.0;118.0;22.0
1045;Men;Upper secondary education;2009;2396.0;1828.0;1768.0;61.0;568.0;76.3;73.8;3.3;1462.0;1177.0;285.0;302.0;4.0;178.0;201.0;1382.0;7.0;37.2;16.0;260.0;127.0;338.0;144.0;195.0;37.0;350.0;160.0;115.0;26.0
1046;Men;Upper secondary education;2010;2388.0;1787.0;1717.0;70.0;601.0;74.8;71.9;3.9;1409.0;1116.0;293.0;304.0;4.0;178.0;205.0;1327.0;7.0;37.0;15.0;249.0;129.0;326.0;136.0;185.0;36.0;337.0;159.0;119.0;25.0
1047;Men;Upper secondary education;2011;2393.0;1794.0;1720.0;75.0;599.0;75.0;71.8;4.2;1418.0;1109.0;309.0;297.0;4.0;179.0;208.0;1323.0;10.0;36.8;15.0;246.0;144.0;334.0;136.0;194.0;34.0;310.0;161.0;120.0;27.0
1048;Men;Upper secondary education;2012;2441.0;1833.0;1739.0;94.0;608.0;75.1;71.2;5.1;1428.0;1091.0;337.0;306.0;5.0;188.0;220.0;1318.0;12.0;36.5;;;;;;;;;;;
1049;Men;Upper secondary education;2013;2707.0;1997.0;1857.0;139.0;710.0;73.8;68.6;7.0;1497.0;1132.0;365.0;355.0;5.0;208.0;244.0;1389.0;17.0;36.1;;;;;;;;;;;
1050;Men;Post-secondary non-tertiary education ;2000;206.0;158.0;156.0;2.0;48.0;76.5;75.6;1.2;135.0;126.0;9.0;20.0;;5.0;11.0;140.0;;39.5;;37.0;17.0;47.0;11.0;7.0;;19.0;9.0;3.0;3.0
