ID;SectorBranchesSIC2008;EnterpriseSize;Periods;TurnoverIndices_1;TurnoverChange_2
3522;433 Building completion;10 or more persons employed;2012 1st quarter;54.0;-15.2
3523;433 Building completion;10 or more persons employed;2012 April;68.0;-10.3
3524;433 Building completion;10 or more persons employed;2012 May;74.0;-16.9
3525;433 Building completion;10 or more persons employed;2012 June;80.0;-6.5
3526;433 Building completion;10 or more persons employed;2012 2nd quarter;74.0;-11.3
3527;433 Building completion;10 or more persons employed;2012 July;71.0;-16.8
3528;433 Building completion;10 or more persons employed;2012 August;52.0;-4.1
3529;433 Building completion;10 or more persons employed;2012 September;78.0;-12.0
3530;433 Building completion;10 or more persons employed;2012 3rd quarter;67.0;-11.9
3531;433 Building completion;10 or more persons employed;2012 October;79.0;-5.9
3532;433 Building completion;10 or more persons employed;2012 November;83.0;-12.0
3533;433 Building completion;10 or more persons employed;2012 December;75.0;-14.0
3534;433 Building completion;10 or more persons employed;2012 4th quarter;79.0;-10.7
3535;433 Building completion;10 or more persons employed;2012;69.0;-12.1
3536;439 Other specialised construction;All enterprises;2005 January;60.0;-4.2
3537;439 Other specialised construction;All enterprises;2005 February;79.0;-0.7
3538;439 Other specialised construction;All enterprises;2005 March;94.0;-4.6
3539;439 Other specialised construction;All enterprises;2005 1st quarter;78.0;-3.2
3540;439 Other specialised construction;All enterprises;2005 April;102.0;3.7
3541;439 Other specialised construction;All enterprises;2005 May;99.0;6.3
3542;439 Other specialised construction;All enterprises;2005 June;123.0;13.2
3543;439 Other specialised construction;All enterprises;2005 2nd quarter;108.0;7.9
3544;439 Other specialised construction;All enterprises;2005 July;100.0;3.2
3545;439 Other specialised construction;All enterprises;2005 August;67.0;10.5
3546;439 Other specialised construction;All enterprises;2005 September;115.0;11.8
3547;439 Other specialised construction;All enterprises;2005 3rd quarter;94.0;8.3
3548;439 Other specialised construction;All enterprises;2005 October;111.0;2.9
3549;439 Other specialised construction;All enterprises;2005 November;119.0;8.6
3550;439 Other specialised construction;All enterprises;2005 December;133.0;12.4
3551;439 Other specialised construction;All enterprises;2005 4th quarter;121.0;8.1
3552;439 Other specialised construction;All enterprises;2005;100.0;5.7
3553;439 Other specialised construction;All enterprises;2006 January;65.0;8.7
3554;439 Other specialised construction;All enterprises;2006 February;87.0;10.3
3555;439 Other specialised construction;All enterprises;2006 March;112.0;19.8
3556;439 Other specialised construction;All enterprises;2006 1st quarter;88.0;13.7
3557;439 Other specialised construction;All enterprises;2006 April;102.0;0.5
3558;439 Other specialised construction;All enterprises;2006 May;117.0;18.5
3559;439 Other specialised construction;All enterprises;2006 June;129.0;5.2
3560;439 Other specialised construction;All enterprises;2006 2nd quarter;116.0;7.8
3561;439 Other specialised construction;All enterprises;2006 July;102.0;1.5
3562;439 Other specialised construction;All enterprises;2006 August;73.0;10.1
3563;439 Other specialised construction;All enterprises;2006 September;126.0;10.1
3564;439 Other specialised construction;All enterprises;2006 3rd quarter;101.0;7.0
3565;439 Other specialised construction;All enterprises;2006 October;129.0;16.3
3566;439 Other specialised construction;All enterprises;2006 November;133.0;11.8
3567;439 Other specialised construction;All enterprises;2006 December;148.0;11.8
3568;439 Other specialised construction;All enterprises;2006 4th quarter;137.0;13.2
3569;439 Other specialised construction;All enterprises;2006;110.0;10.4
3570;439 Other specialised construction;All enterprises;2007 January;73.0;11.6
3571;439 Other specialised construction;All enterprises;2007 February;103.0;17.8
3572;439 Other specialised construction;All enterprises;2007 March;127.0;13.2
3573;439 Other specialised construction;All enterprises;2007 1st quarter;101.0;14.3
3574;439 Other specialised construction;All enterprises;2007 April;120.0;16.9
3575;439 Other specialised construction;All enterprises;2007 May;124.0;6.5
3576;439 Other specialised construction;All enterprises;2007 June;145.0;12.2
3577;439 Other specialised construction;All enterprises;2007 2nd quarter;130.0;11.6
3578;439 Other specialised construction;All enterprises;2007 July;118.0;16.2
3579;439 Other specialised construction;All enterprises;2007 August;84.0;15.0
3580;439 Other specialised construction;All enterprises;2007 September;133.0;5.4
3581;439 Other specialised construction;All enterprises;2007 3rd quarter;112.0;11.4
3582;439 Other specialised construction;All enterprises;2007 October;143.0;11.1
3583;439 Other specialised construction;All enterprises;2007 November;145.0;9.2
3584;439 Other specialised construction;All enterprises;2007 December;149.0;0.3
3585;439 Other specialised construction;All enterprises;2007 4th quarter;146.0;6.6
3586;439 Other specialised construction;All enterprises;2007;122.0;10.6
3587;439 Other specialised construction;All enterprises;2008 January;92.0;27.1
3588;439 Other specialised construction;All enterprises;2008 February;128.0;24.5
3589;439 Other specialised construction;All enterprises;2008 March;140.0;10.5
3590;439 Other specialised construction;All enterprises;2008 1st quarter;120.0;19.2
3591;439 Other specialised construction;All enterprises;2008 April;149.0;24.3
3592;439 Other specialised construction;All enterprises;2008 May;141.0;13.5
3593;439 Other specialised construction;All enterprises;2008 June;163.0;12.4
3594;439 Other specialised construction;All enterprises;2008 2nd quarter;151.0;16.4
3595;439 Other specialised construction;All enterprises;2008 July;136.0;15.0
3596;439 Other specialised construction;All enterprises;2008 August;99.0;16.8
3597;439 Other specialised construction;All enterprises;2008 September;161.0;21.1
3598;439 Other specialised construction;All enterprises;2008 3rd quarter;132.0;17.9
3599;439 Other specialised construction;All enterprises;2008 October;167.0;16.7
3600;439 Other specialised construction;All enterprises;2008 November;155.0;6.6
3601;439 Other specialised construction;All enterprises;2008 December;168.0;13.2
3602;439 Other specialised construction;All enterprises;2008 4th quarter;163.0;12.2
3603;439 Other specialised construction;All enterprises;2008;142.0;16.1
3604;439 Other specialised construction;All enterprises;2009 January;94.0;1.8
3605;439 Other specialised construction;All enterprises;2009 February;129.0;0.2
3606;439 Other specialised construction;All enterprises;2009 March;160.0;13.9
3607;439 Other specialised construction;All enterprises;2009 1st quarter;127.0;5.9
3608;439 Other specialised construction;All enterprises;2009 April;157.0;5.6
3609;439 Other specialised construction;All enterprises;2009 May;149.0;5.5
3610;439 Other specialised construction;All enterprises;2009 June;167.0;2.1
3611;439 Other specialised construction;All enterprises;2009 2nd quarter;157.0;4.3
3612;439 Other specialised construction;All enterprises;2009 July;147.0;7.9
3613;439 Other specialised construction;All enterprises;2009 August;84.0;-15.0
3614;439 Other specialised construction;All enterprises;2009 September;162.0;0.4
3615;439 Other specialised construction;All enterprises;2009 3rd quarter;131.0;-0.8
3616;439 Other specialised construction;All enterprises;2009 October;162.0;-3.0
3617;439 Other specialised construction;All enterprises;2009 November;147.0;-4.8
3618;439 Other specialised construction;All enterprises;2009 December;139.0;-17.2
3619;439 Other specialised construction;All enterprises;2009 4th quarter;150.0;-8.5
3620;439 Other specialised construction;All enterprises;2009;141.0;-0.2
3621;439 Other specialised construction;All enterprises;2010 January;58.0;-38.1
3622;439 Other specialised construction;All enterprises;2010 February;80.0;-37.8
3623;439 Other specialised construction;All enterprises;2010 March;131.0;-17.8
3624;439 Other specialised construction;All enterprises;2010 1st quarter;90.0;-29.5
3625;439 Other specialised construction;All enterprises;2010 April;129.0;-18.1
3626;439 Other specialised construction;All enterprises;2010 May;123.0;-17.2
3627;439 Other specialised construction;All enterprises;2010 June;143.0;-14.4
3628;439 Other specialised construction;All enterprises;2010 2nd quarter;131.0;-16.5
3629;439 Other specialised construction;All enterprises;2010 July;125.0;-14.7
3630;439 Other specialised construction;All enterprises;2010 August;79.0;-5.9
3631;439 Other specialised construction;All enterprises;2010 September;137.0;-15.4
3632;439 Other specialised construction;All enterprises;2010 3rd quarter;114.0;-13.1
3633;439 Other specialised construction;All enterprises;2010 October;140.0;-13.5
3634;439 Other specialised construction;All enterprises;2010 November;139.0;-5.5
3635;439 Other specialised construction;All enterprises;2010 December;120.0;-13.7
3636;439 Other specialised construction;All enterprises;2010 4rd quarter;133.0;-11.0
3637;439 Other specialised construction;All enterprises;2010;117.0;-17.2
3638;439 Other specialised construction;All enterprises;2011 January;76.0;31.1
3639;439 Other specialised construction;All enterprises;2011 February;110.0;37.2
3640;439 Other specialised construction;All enterprises;2011 March;135.0;2.5
3641;439 Other specialised construction;All enterprises;2011 1st quarter;107.0;19.0
3642;439 Other specialised construction;All enterprises;2011 April;136.0;5.4
3643;439 Other specialised construction;All enterprises;2011 May;145.0;17.3
3644;439 Other specialised construction;All enterprises;2011 June;135.0;-5.3
3645;439 Other specialised construction;All enterprises;2011 2nd quarter;138.0;5.3
3646;439 Other specialised construction;All enterprises;2011 July;126.0;0.7
3647;439 Other specialised construction;All enterprises;2011 August;85.0;8.4
3648;439 Other specialised construction;All enterprises;2011 September;143.0;4.3
3649;439 Other specialised construction;All enterprises;2011 3rd quarter;118.0;3.9
3650;439 Other specialised construction;All enterprises;2011 October;134.0;-4.0
3651;439 Other specialised construction;All enterprises;2011 November;143.0;3.0
3652;439 Other specialised construction;All enterprises;2011 December;143.0;18.8
3653;439 Other specialised construction;All enterprises;2011 4rd quarter;140.0;5.3
3654;439 Other specialised construction;All enterprises;2011;126.0;7.6
3655;439 Other specialised construction;All enterprises;2012 January;68.0;-10.5
3656;439 Other specialised construction;All enterprises;2012 February;79.0;-28.2
3657;439 Other specialised construction;All enterprises;2012 March;117.0;-13.1
3658;439 Other specialised construction;All enterprises;2012 1st quarter;88.0;-17.7
3659;439 Other specialised construction;All enterprises;2012 April;104.0;-23.1
3660;439 Other specialised construction;All enterprises;2012 May;111.0;-23.6
3661;439 Other specialised construction;All enterprises;2012 June;121.0;-10.7
3662;439 Other specialised construction;All enterprises;2012 2nd quarter;112.0;-19.2
3663;439 Other specialised construction;All enterprises;2012 July;105.0;-16.5
3664;439 Other specialised construction;All enterprises;2012 August;80.0;-6.8
3665;439 Other specialised construction;All enterprises;2012 September;122.0;-14.8
3666;439 Other specialised construction;All enterprises;2012 3rd quarter;102.0;-13.5
3667;439 Other specialised construction;All enterprises;2012 October;118.0;-11.9
3668;439 Other specialised construction;All enterprises;2012 November;123.0;-14.6
