ID;Dimensions;Periods;Total_1;GrossDomesticProduct_2;Total_3;ImportsOfGoods_4;ImportsOfServices_5;Total_6;Total_7;Total_8;ConsumptionByHouseholds_9;ConsumptionByGeneralGovernment_10;Total_11;ByEnterprisesAndHouseholds_12;ByGovernment_13;ChangesInInventories_14;Total_15;ExportsOfGoods_16;ExportsOfServices_17;Total_18;AFAgricultureAndIndustry_19;AAgricultureForestryAndFishing_20;Total_21;BMiningAndQuarrying_22;Total_23;k_1012ManufactureOfFoodAndBeverages_24;k_1315ManOfTextileLeatherproducts_25;k_1618ManOfWoodPaperPrinting_26;k_19ManufactureOfCokeAndPetroleum_27;k_2021ManOfChemicalsPharmaceuticals_28;k_2223ManOfRubberPlasticsMinerals_29;k_2425ManOfBasicMetalsAndProducts_30;k_2627ManOfElectricElectronicProd_31;k_28ManOfOtherMachineryAndEquipment_32;k_2930ManOfTransportEquipment_33;k_3133ManOfOtherProductsAndRepair_34;DElectricityAndGasSupply_35;EWaterSupplyAndWasteManagement_36;FConstruction_37;GNCommercialServices_38;Total_39;GWholesaleAndRetailTrade_40;HTransportationAndStorage_41;IAccommodationAndFoodServing_42;JInformationAndCommunication_43;KFinancialInstitutions_44;LRentingBuyingSellingRealEstate_45;Total_46;MSpecialisedBusinessServices_47;Total_48;k_77RentingAndLeasingOfTangibleGoods_49;k_78EmploymentActivities_50;k_79TravelAgenciesTourOperatorsEtc_51;k_8082SecurityAndOtherServices_52;OUNoncommercialServices_53;Total_54;Total_55;OPublicAdministrationAndServices_56;PEducation_57;QHealthAndSocialWorkActivities_58;RUCultureRecreationOtherServices_59;TaxesLessSubsidiesOnProducts_60;TaxesOnProducts_61;SubsidiesOnProducts_62;DifferenceImputedAndPaidVAT_63;GrossDomesticProduct_64;CompensationOfEmployees_65;OperatingSurplusNet_66;TaxesLessSubsidies_67;TaxesOnProductionAndImports_68;Subsidies_69;NetDomesticProduct_70;ConsumptionOfFixedCapital_71;GrossDomesticProduct_72;GrossDomesticProduct_73;NetPrimaryIncomeAbroad_74;PrimaryIncomeAbroadReceived_75;PrimaryIncomeAbroadPaid_76;GrossNationalIncome_77;NetCurrentTransfersAbroad_78;CurrentTransfersAbroadReceived_79;CurrentTransfersAbroadPaid_80;GrossDisposableNationalIncome_81;FinalConsumptionExpenditure_82;AdjustmentForEquityPensionFunds_83;GrossNationalSaving_84;GrossFixedCapitalFormation_85;SurplusOfTheNationOnIncome_86;NetExportsOfGoods_87;NetExportsOfServices_88;NetPrimaryIncomeAbroad_89;NetCurrentTransfersAbroad_90;AdjustmentForEquityPensionFunds_91;SurplusOfNationOnCurrentTransaction_92;NetCapitalTransfersAbroad_93;CapitalTransfersAbroadReceived_94;CapitalTransfersAbroadPaid_95;NationalNetLendingOrNetBorrowing_96;TotalConsumptionExpenditure_97;Total_98;Total_99;Total_100;Food_101;BeveragesAndTobacco_102;Total_103;ClothingAndFootwear_104;VehiclesAndParts_105;HomeFurnishingAndOtherDurableGoods_106;Total_107;EnergyAndWater_108;MotorFuelAndOtherGoods_109;Total_110;Housing_111;HotelsAndRestaurantsServices_112;RecreationalAndCulturalServices_113;TransportAndCommunicationServices_114;MedicalServicesAndWelfare_115;FinancialAndBusinessServices_116;OtherServices_117;DomesticConsumption_118;ConsumptionByResidentsAbroad_119;ConsumptionForeignerInTheNetherlands_120;Total_121;IndividualConsumptionByGovernment_122;CollectiveConsumptionByGovernment_123;TotalConsumptionExpenditure_124;ActualIndividualConsumption_125;ActualCollectiveFinalConsumption_126;TotalGrossFixedCapitalFormation_127;Total_128;Dwellings_129;Total_130;NonResidentialBuildings_131;CivilEngineeringWorks_132;TransportEquipment_133;Total_134;MachineryAndEquipment_135;Computers_136;CultivatedAssetsTreesAndLivestock_137;Total_138;OtherTangibleFixedAssets_139;IntangibleFixedAssets_140;TransfersCostsOfGround_141;SalesOfExistingFixedAssets_142;TotalGrossFixedCapitalFormation_143;Total_144;AAgricultureForestryAndFishing_145;BFIndustryAndEnergy_146;GNCommercialServices_147;OUNoncommercialServices_148;SalesOfExistingFixedAssets_149;TotalExports_150;ProductsOfAgricultureAndFishing_151;CrudeOilGasAndOtherMinerals_152;FoodBeveragesAndTobaccoProducts_153;TextilesWearingApparelAndLeather_154;PaperPrintedMatterAndRecordedMedia_155;CokePetroleumProductsAndOtherFuel_156;ChemicalProductsAndManMadeFibres_157;RubberEnPlasticProducts_158;BasicMetalsAndMetalProducts_159;MachineryAndEquipmentIE_160;ElectricalMachineryOpticalEquipment_161;TransportEquipment_162;OtherManufacturedProductsIE_163;TransportAndCommunicationServices_164;FinancialAndBusinessServices_165;OtherProducts_166;ConsumptionForeignerInTheNetherlands_167;ExportsOfUsedFixedCapitalGoods_168;CifFobAdjustment_169;Total_170;ExportsOfGoodsFromProduction_171;ReExports_172;ExportsOfUsedFixedCapitalGoods_173;Total_174;ConsumptionForeignerInTheNetherlands_175;OtherExportsOfServices_176;CifFobAdjustment_177;Total_178;ProductsOfAgricultureAndFishing_179;CrudeOilGasAndOtherMinerals_180;FoodBeveragesAndTobaccoProducts_181;TextilesWearingApparelAndLeather_182;PaperPrintedMatterAndRecordedMedia_183;CokePetroleumProductsAndOtherFuel_184;ChemicalProductsAndManMadeFibres_185;RubberEnPlasticProducts_186;BasicMetalsAndMetalProducts_187;MachineryAndEquipmentIE_188;ElectricalMachineryOpticalEquipment_189;TransportEquipment_190;OtherManufacturedProductsIE_191;OtherProducts_192;ConsumptionByResidentsAbroad_193;CifFobAdjustment_194;Total_195;ImportOfGoodsCif_196;CifFobAdjustmentAndReclassification_197;Total_198;ImportsOfServicesCif_199;CifFobReclassification_200;TotalTaxesOnProductionAndImports_201;TaxesOnProducts_202;OtherTaxesOnProduction_203;TotalSubsidies_204;SubsidiesOnProducts_205;OtherSubsidiesOnProduction_206
447;Current prices, seasonally adjusted;1998;572266;362464;209802;159826;49976;572266;345500;263029;182540;80489;80461;69727;10734;2010;226766;177540;49226;324027;90455;9252;63650;7079;49436;9148.0;1312.0;4700.0;1208.0;8051.0;3702.0;6001.0;3607.0;3140.0;2513.0;6054.0;4224;2911;17553;164329;68591;43497.0;18723.0;6371.0;14040;19478;26587;35633;;;;8289.0;609.0;;69243;61180;37874.0;;;23306.0;8063;37337.0;40864.0;3527.0;1100.0;362464;184054.0;87794.0;38233.0;44472.0;6239.0;310081.0;52383.0;362464;362464;-3760.0;72140.0;75900.0;358704.0;-4373.0;3809.0;8182.0;354331.0;263029;119.0;91421.0;82471;8950.0;17714.0;-750.0;-3760.0;-4373.0;119.0;8950.0;-680.0;1302.0;1982.0;8270.0;263029;182540;91934.0;27693.0;17461.0;10232.0;39376.0;11415.0;7741.0;20220.0;24865.0;7083.0;17782.0;89302.0;27904.0;10051.0;5457.0;10978.0;8226.0;15793.0;10893.0;181236.0;8624.0;7320.0;80489;43294;37195;263029;225834;37195;80461;81292;21153;19684;11965.0;7719.0;8650;18269;14469.0;3800.0;337;13199;4933.0;7201.0;1065.0;831;80461;81292;2615;15162;50766;12749;831;226766;12473.0;4008.0;25978.0;7042.0;5407.0;7021.0;28977.0;4953.0;12109.0;10357.0;37691.0;10618.0;5536.0;15371.0;21922.0;11321.0;7320.0;414.0;-1752.0;177540;110116.0;67010.0;414.0;49226;7320.0;43658.0;-1752.0;209802;8907.0;7865.0;12268.0;9461.0;5990.0;2752.0;19624.0;5280.0;13013.0;11363.0;39227.0;15927.0;9088.0;42165.0;8624.0;-1752.0;159826;165393.0;5567.0;49976;46161.0;3815.0;44472.0;40864.0;3608.0;6239.0;3527.0;2712.0
448;Current prices, seasonally adjusted;1999 1st quarter;146638;93972;53161;39980;13349;146638;89505;68518;47665;20925;21741;18922;2777;-716;57970;44750;13285;83882;22515;2037;15759;1535;12409;;;;;;;;;;;;1111;797;4695;43550;18060;;;;3817;5184;6926;9523;;;;;;;17881;15812;;;;;2068;;;;;93972;48011.0;21962.0;10000.0;;;;13752.0;93972;93972;;;;;;;;;68518;;;21025;;;;;;;;;;;;68518;47665;;;;;;;;;;;;;;;;;;;;;;;20925;11258;9658;68518;58842;9658;21741;22021;5557;5172;;;2398;5102;;;119;3476;;;;284;21741;22021;793;3695;14126;3310;284;57970;;;;;;;;;;;;;;;;;;;;44750;;;;13285;;;;53161;;;;;;;;;;;;;;;;;39980;;;13349;;;;;;;;
449;Current prices, seasonally adjusted;1999 2nd quarter;151003;95497;55516;41653;13780;151003;90940;69894;48589;21270;21370;18526;2839;-391;59881;46354;13520;85102;22795;2253;15793;1473;12351;;;;;;;;;;;;1108;813;4784;44154;18272;;;;3931;5248;7061;9623;;;;;;;18160;16058;;;;;2101;;;;;95497;48895.0;22178.0;10249.0;;;;13971.0;95497;95497;;;;;;;;;69894;;;20979;;;;;;;;;;;;69894;48589;;;;;;;;;;;;;;;;;;;;;;;21270;11454;9813;69894;60087;9813;21370;21608;5639;5326;;;2463;4576;;;134;3610;;;;245;21370;21608;789;3439;14130;3362;245;59881;;;;;;;;;;;;;;;;;;;;46354;;;;13520;;;;55516;;;;;;;;;;;;;;;;;41653;;;13780;;;;;;;;
450;Current prices, seasonally adjusted;1999 3rd quarter;155659;97314;57901;43767;14121;155659;93726;71159;49527;21598;22370;19412;2983;380;61397;47594;13826;86630;23374;2235;16276;1539;12738;;;;;;;;;;;;1042;831;4873;44687;18543;;;;4018;5331;7143;9766;;;;;;;18465;16328;;;;;2139;;;;;97314;49682.0;22565.0;10796.0;;;;14168.0;97314;97314;;;;;;;;;71159;;;22751;;;;;;;;;;;;71159;49527;;;;;;;;;;;;;;;;;;;;;;;21598;11630;9976;71159;61238;9976;22370;22625;5676;5628;;;2437;5051;;;144;3629;;;;266;22370;22625;843;3845;14357;3527;266;61397;;;;;;;;;;;;;;;;;;;;47594;;;;13826;;;;57901;;;;;;;;;;;;;;;;;43767;;;14121;;;;;;;;
451;Current prices, seasonally adjusted;1999 4th quarter;160089;99493;60618;46071;14475;160089;95761;72070;49993;22073;22902;19871;3052;635;64210;49845;14283;88814;23817;2230;16537;1723;13072;;;;;;;;;;;;979;845;5028;46150;18979;;;;4175;5573;7271;10099;;;;;;;18786;16598;;;;;2191;;;;;99493;50756.0;23782.0;10990.0;;;;14435.0;99493;99493;;;;;;;;;72070;;;23536;;;;;;;;;;;;72070;49993;;;;;;;;;;;;;;;;;;;;;;;22073;11886;10193;72070;61834;10193;22902;23165;6028;5904;;;2219;5397;;;66;3664;;;;240;22902;23165;855;3993;14723;3631;240;64210;;;;;;;;;;;;;;;;;;;;49845;;;;14283;;;;60618;;;;;;;;;;;;;;;;;46071;;;14475;;;;;;;;
452;Current prices, seasonally adjusted;1999;613389;386193;227196;171471;55725;613389;369932;281641;195774;85867;88383;76732;11651;-92;243457;188543;54914;344335;92501;8756;64366;6270;50570;9774.0;1326.0;4805.0;650.0;8039.0;3902.0;5967.0;3891.0;3185.0;2775.0;6256.0;4240;3286;19379;178541;73853;47836.0;19048.0;6969.0;15940;21336;28401;39011;;;;8885.0;662.0;;73293;64795;40062.0;;;24733.0;8498;41192.0;45096.0;3904.0;666.0;386193;197344.0;90488.0;42035.0;49114.0;7079.0;329867.0;56326.0;386193;386193;4202.0;92731.0;88529.0;390395.0;-4301.0;4693.0;8994.0;386094.0;281641;193.0;104646.0;88291;16355.0;17072.0;-811.0;4202.0;-4301.0;193.0;16355.0;-536.0;2098.0;2634.0;15819.0;281641;195774;98095.0;28711.0;18004.0;10707.0;43020.0;12066.0;8864.0;22090.0;26364.0;7226.0;19138.0;96243.0;29555.0;10714.0;6047.0;12531.0;8660.0;17096.0;11640.0;194338.0;9151.0;7715.0;85867;46227;39640;281641;242001;39640;88383;89418;22900;22030;13421.0;8609.0;9518;20127;15842.0;4285.0;463;14380;5216.0;7993.0;1171.0;1035;88383;89418;3280;14972;57336;13830;1035;243457;12893.0;3695.0;26274.0;7079.0;5596.0;8280.0;29623.0;5088.0;11642.0;10513.0;45559.0;11107.0;5967.0;15867.0;26312.0;11626.0;7715.0;427.0;-1806.0;188543;112986.0;75130.0;427.0;54914;7715.0;49005.0;-1806.0;227196;8946.0;9858.0;12700.0;9528.0;6231.0;3253.0;19764.0;5401.0;12199.0;11679.0;46724.0;16412.0;9986.0;47170.0;9151.0;-1806.0;171471;177210.0;5739.0;55725;51792.0;3933.0;49114.0;45096.0;4018.0;7079.0;3904.0;3175.0
453;Current prices, seasonally adjusted;2000 1st quarter;165472;101889;63536;48987;14636;165472;97034;74145;51617;22387;22672;19473;3182;197;68311;53872;14568;90937;24582;2317;17050;1966;13366;;;;;;;;;;;;954;861;5217;47169;19325;;;;4282;5630;7552;10288;;;;;;;19193;16940;;;;;2241;;;;;101889;51900.0;24154.0;11142.0;;;;14968.0;101889;101889;;;;;;;;;74145;;;22868;;;;;;;;;;;;74145;51617;;;;;;;;;;;;;;;;;;;;;;;22387;12156;10192;74145;63937;10192;22672;22890;6112;6206;;;2357;4579;;;130;3456;;;;235;22672;22890;838;3378;14807;3786;235;68311;;;;;;;;;;;;;;;;;;;;53872;;;;14568;;;;63536;;;;;;;;;;;;;;;;;48987;;;14636;;;;;;;;
454;Current prices, seasonally adjusted;2000 2nd quarter;170063;103663;66491;51363;15052;170063;98259;74948;52287;22745;22880;19568;3313;387;71511;56639;14895;92627;25296;2314;17703;2206;13602;;;;;;;;;;;;1003;872;5326;47847;19759;;;;4402;5584;7637;10493;;;;;;;19469;17191;;;;;2280;;;;;103663;52506.0;24414.0;11577.0;;;;15222.0;103663;103663;;;;;;;;;74948;;;23267;;;;;;;;;;;;74948;52287;;;;;;;;;;;;;;;;;;;;;;;22745;12352;10395;74948;64538;10395;22880;23150;6074;6249;;;2502;4861;;;94;3395;;;;265;22880;23150;774;3807;14776;3859;265;71511;;;;;;;;;;;;;;;;;;;;56639;;;;14895;;;;66491;;;;;;;;;;;;;;;;;51363;;;15052;;;;;;;;
455;Current prices, seasonally adjusted;2000 3rd quarter;173702;105504;67835;52668;15315;173702;98883;76234;53087;23155;22888;19668;3236;-35;74525;59328;15274;94260;25757;2354;18144;2428;13773;;;;;;;;;;;;1064;883;5234;48557;19975;;;;4489;5909;7703;10608;;;;;;;19858;17546;;;;;2317;;;;;105504;53334.0;25657.0;10519.0;;;;15418.0;105504;105504;;;;;;;;;76234;;;22853;;;;;;;;;;;;76234;53087;;;;;;;;;;;;;;;;;;;;;;;23155;12687;10500;76234;65796;10500;22888;23153;6186;6059;;;2506;4756;;;109;3484;;;;272;22888;23153;813;3591;14877;3822;272;74525;;;;;;;;;;;;;;;;;;;;59328;;;;15274;;;;67835;;;;;;;;;;;;;;;;;52668;;;15315;;;;;;;;
456;Current prices, seasonally adjusted;2000 4th quarter;178455;107255;71871;55540;16171;178455;100600;77367;53832;23583;23213;19831;3380;-119;78569;62496;15845;95841;26277;2374;18374;2449;13915;;;;;;;;;;;;1040;890;5504;49354;20513;;;;4605;5551;7810;10813;;;;;;;20057;17714;;;;;2350;;;;;107255;54063.0;25649.0;11738.0;;;;15700.0;107255;107255;;;;;;;;;77367;;;23094;;;;;;;;;;;;77367;53832;;;;;;;;;;;;;;;;;;;;;;;23583;12884;10705;77367;66631;10705;23213;23550;6302;6384;;;2552;4825;;;50;3511;;;;318;23213;23550;816;3581;15204;4014;318;78569;;;;;;;;;;;;;;;;;;;;62496;;;;15845;;;;71871;;;;;;;;;;;;;;;;;55540;;;16171;;;;;;;;
457;Current prices, seasonally adjusted;2000;687692;417960;269732;208558;61174;687692;394776;302694;210823;91871;91652;78540;13112;430;292916;232334;60582;373415;101911;9359;71271;9050;54655;9933.0;1333.0;5009.0;1208.0;8612.0;3986.0;6652.0;4856.0;4012.0;2706.0;6348.0;4060;3506;21281;192927;79571;51828.0;20175.0;7568.0;17779;22675;30701;42201;;;;9559.0;690.0;;78577;69390;42627.0;;;26763.0;9187;43833.0;48060.0;4227.0;712.0;417960;211803.0;99874.0;44975.0;52381.0;7406.0;356652.0;61308.0;417960;417960;9020.0;123160.0;114140.0;426980.0;-5817.0;4766.0;10583.0;421163.0;302694;207.0;118676.0;92082;26594.0;23776.0;-592.0;9020.0;-5817.0;207.0;26594.0;-1214.0;1463.0;2677.0;25380.0;302694;210823;104197.0;29515.0;18510.0;11005.0;45655.0;12709.0;8920.0;24026.0;29027.0;8132.0;20895.0;104893.0;31070.0;11517.0;6630.0;14284.0;9015.0;20099.0;12278.0;209090.0;10053.0;8320.0;91871;50079;41792;302694;260902;41792;91652;92742;24674;24899;14968.0;9931.0;9917;19021;14761.0;4260.0;384;13847;5310.0;7181.0;1356.0;1090;91652;92742;3240;14357;59664;15481;1090;292916;14136.0;5790.0;28304.0;7633.0;6456.0;14882.0;36719.0;5570.0;13603.0;12404.0;62869.0;12184.0;6133.0;17715.0;29287.0;12472.0;8320.0;446.0;-2007.0;232334;134250.0;97638.0;446.0;60582;8320.0;54269.0;-2007.0;269732;9525.0;17321.0;13560.0;10404.0;6819.0;5836.0;24326.0;5810.0;14327.0;12344.0;62005.0;17439.0;10312.0;51658.0;10053.0;-2007.0;208558;214935.0;6377.0;61174;56804.0;4370.0;52381.0;48060.0;4321.0;7406.0;4227.0;3179.0
458;Current prices, seasonally adjusted;2001 1st quarter;180460;110468;70252;53930;16390;180460;103974;79617;55038;24749;23433;19984;3451;844;76740;60878;15920;97981;26771;2332;18910;2866;13957;;;;;;;;;;;;1041;893;5557;50320;20607;;;;4732;5824;7852;11315;;;;;;;20832;18394;;;;;2437;;;;;110468;55883.0;25991.0;12386.0;;;;16108.0;110468;110468;;;;;;;;;79617;;;24277;;;;;;;;;;;;79617;55038;;;;;;;;;;;;;;;;;;;;;;;24749;13409;11292;79617;68312;11292;23433;23868;6626;6407;;;2504;4713;;;98;3484;;;;389;23433;23868;871;3575;15353;3951;389;76740;;;;;;;;;;;;;;;;;;;;60878;;;;15920;;;;70252;;;;;;;;;;;;;;;;;53930;;;16390;;;;;;;;
459;Current prices, seasonally adjusted;2001 2nd quarter;181458;111602;69861;53170;16581;181458;105156;80916;55872;25013;23813;20150;3659;439;75869;59651;16258;99062;26740;2300;18812;2916;14009;;;;;;;;;;;;1055;906;5673;51142;20719;;;;4954;6061;7930;11495;;;;;;;21147;18682;;;;;2457;;;;;111602;56318.0;26516.0;12536.0;;;;16375.0;111602;111602;;;;;;;;;80916;;;24253;;;;;;;;;;;;80916;55872;;;;;;;;;;;;;;;;;;;;;;;25013;13649;11384;80916;69523;11384;23813;24157;6840;6591;;;2425;4573;;;183;3519;;;;363;23813;24157;898;3588;15546;4167;363;75869;;;;;;;;;;;;;;;;;;;;59651;;;;16258;;;;69861;;;;;;;;;;;;;;;;;53170;;;16581;;;;;;;;
460;Current prices, seasonally adjusted;2001 3rd quarter;181796;112636;68915;52599;16348;181796;106344;82009;56201;25651;23583;19890;3692;1001;75064;58847;16230;99975;26744;2539;18283;2753;13606;;;;;;;;;;;;1140;918;5814;51484;20833;;;;4934;6147;7907;11724;;;;;;;21657;19144;;;;;2517;;;;;112636;57431.0;25597.0;12451.0;;;;16557.0;112636;112636;;;;;;;;;82009;;;24584;;;;;;;;;;;;82009;56201;;;;;;;;;;;;;;;;;;;;;;;25651;13972;11733;82009;70352;11733;23583;23919;6729;6569;;;2498;4500;;;61;3492;;;;360;23583;23919;803;3601;15342;4143;360;75064;;;;;;;;;;;;;;;;;;;;58847;;;;16230;;;;68915;;;;;;;;;;;;;;;;;52599;;;16348;;;;;;;;
461;Current prices, seasonally adjusted;2001 4th quarter;179321;113603;66277;50059;16229;179321;106346;83087;57133;25972;23843;20085;3761;-766;73543;57345;16087;100881;26850;2444;18397;2543;13656;;;;;;;;;;;;1211;931;6045;51859;20858;;;;4928;6313;8000;11674;;;;;;;22010;19450;;;;;2564;;;;;113603;57758.0;26227.0;12771.0;;;;16824.0;113603;113603;;;;;;;;;83087;;;23077;;;;;;;;;;;;83087;57133;;;;;;;;;;;;;;;;;;;;;;;25972;14186;11760;83087;71272;11760;23843;24253;6995;6778;;;2493;4632;;;54;3435;;;;412;23843;24253;850;3641;15564;4304;412;73543;;;;;;;;;;;;;;;;;;;;57345;;;;16087;;;;66277;;;;;;;;;;;;;;;;;50059;;;16229;;;;;;;;
462;Current prices, seasonally adjusted;2001;723036;447731;275305;209757;65548;723036;421820;325629;224244;101385;94673;80110;14563;1518;301216;236721;64495;397556;107105;9614;74402;11078;55228;10456.0;1260.0;5199.0;1611.0;9045.0;4116.0;6331.0;3903.0;3820.0;2866.0;6621.0;4448;3648;23089;204805;83016;54062.0;21094.0;7860.0;19549;24345;31688;46207;;;;10120.0;781.0;;85646;75671;45896.0;;;29775.0;9975;49167.0;53104.0;3937.0;1008.0;447731;227390.0;104331.0;50145.0;57892.0;7747.0;381866.0;65865.0;447731;447731;3379.0;136461.0;133082.0;451110.0;-6211.0;5037.0;11248.0;444899.0;325629;266.0;119536.0;96191;23345.0;26964.0;-1053.0;3379.0;-6211.0;266.0;23345.0;-793.0;1757.0;2550.0;22552.0;325629;224244;108863.0;31729.0;19813.0;11916.0;47538.0;13405.0;8669.0;25464.0;29596.0;7753.0;21843.0;113414.0;34507.0;12083.0;7202.0;15749.0;9946.0;20714.0;13213.0;222277.0;10510.0;8543.0;101385;55216;46169;325629;279460;46169;94673;96197;27189;26345;15828.0;10517.0;9920;18418;14050.0;4368.0;396;13929;5649.0;7028.0;1252.0;1524;94673;96197;3422;14405;61805;16565;1524;301216;14784.0;7950.0;29653.0;7806.0;6261.0;14024.0;37591.0;5692.0;12992.0;13285.0;62579.0;12350.0;5909.0;18531.0;31446.0;13238.0;8543.0;698.0;-2116.0;236721;134766.0;101257.0;698.0;64495;8543.0;58068.0;-2116.0;275305;10300.0;17034.0;14993.0;10667.0;6801.0;6056.0;24659.0;6004.0;13916.0;12425.0;61294.0;17400.0;10198.0;55164.0;10510.0;-2116.0;209757;216449.0;6692.0;65548;60972.0;4576.0;57892.0;53104.0;4788.0;7747.0;3937.0;3810.0
463;Current prices, seasonally adjusted;2002 1st quarter;180182;114649;66171;49582;16682;180182;107506;84149;57428;26855;23781;19696;4120;-540;73657;57328;16328;101959;26451;2282;18127;2238;13540;;;;;;;;;;;;1357;951;6066;52603;21719;;;;5210;6638;7737;11304;;;;;;;22862;20233;;;;;2635;;;;;114649;59112.0;25432.0;13026.0;;;;17029.0;114649;114649;;;;;;;;;84149;;;23240;;;;;;;;;;;;84149;57428;;;;;;;;;;;;;;;;;;;;;;;26855;14761;12062;84149;72093;12062;23781;24281;6684;6872;;;2286;4758;;;66;3511;;;;448;23781;24281;855;3843;14838;4609;448;73657;;;;;;;;;;;;;;;;;;;;57328;;;;16328;;;;66171;;;;;;;;;;;;;;;;;49582;;;16682;;;;;;;;
464;Current prices, seasonally adjusted;2002 2nd quarter;183232;115740;67373;50494;16786;183232;108411;85247;57985;27215;23469;19372;4108;-269;74309;57799;16531;103089;26924;2243;18713;2479;13787;;;;;;;;;;;;1459;948;5973;52852;21533;;;;5283;6800;7795;11445;;;;;;;23225;20590;;;;;2606;;;;;115740;59406.0;26141.0;12590.0;;;;17276.0;115740;115740;;;;;;;;;85247;;;23200;;;;;;;;;;;;85247;57985;;;;;;;;;;;;;;;;;;;;;;;27215;15232;11994;85247;73242;11994;23469;23848;6669;6566;;;2419;4567;;;67;3580;;;;399;23469;23848;842;3711;14788;4542;399;74309;;;;;;;;;;;;;;;;;;;;57799;;;;16531;;;;67373;;;;;;;;;;;;;;;;;50494;;;16786;;;;;;;;
465;Current prices, seasonally adjusted;2002 3rd quarter;185543;117611;67502;50474;16897;185543;109629;86734;58573;28040;23268;19062;4171;-153;75116;58337;16747;104777;27750;2279;19256;2616;14234;;;;;;;;;;;;1465;967;6134;53129;21944;;;;5308;6640;7774;11515;;;;;;;23830;21132;;;;;2709;;;;;117611;59946.0;27761.0;12222.0;;;;17448.0;117611;117611;;;;;;;;;86734;;;23116;;;;;;;;;;;;86734;58573;;;;;;;;;;;;;;;;;;;;;;;28040;15433;12664;86734;74134;12664;23268;23644;6787;6614;;;2274;4189;;;134;3524;;;;408;23268;23644;898;3358;14776;4591;408;75116;;;;;;;;;;;;;;;;;;;;58337;;;;16747;;;;67502;;;;;;;;;;;;;;;;;50474;;;16897;;;;;;;;
466;Current prices, seasonally adjusted;2002 4th quarter;184369;117809;67066;50354;16843;184369;109330;87159;59057;28135;22344;18308;4026;-313;75369;58659;16721;104896;27217;2185;19100;2631;13955;;;;;;;;;;;;1598;970;5986;53500;21859;;;;5307;6831;7887;11556;;;;;;;24030;21331;;;;;2711;;;;;117809;60362.0;26898.0;12893.0;;;;17674.0;117809;117809;;;;;;;;;87159;;;22031;;;;;;;;;;;;87159;59057;;;;;;;;;;;;;;;;;;;;;;;28135;15582;12518;87159;74582;12518;22344;22734;6809;6485;;;2122;3971;;;92;3459;;;;389;22344;22734;864;3148;14291;4554;389;75369;;;;;;;;;;;;;;;;;;;;58659;;;;16721;;;;67066;;;;;;;;;;;;;;;;;50354;;;16843;;;;;;;;
467;Current prices, seasonally adjusted;2002;733326;465214;268112;200904;67208;733326;434876;343289;233043;110246;92862;76437;16425;-1275;298450;232123;66327;414374;108343;8988;75196;9964;55516;11158.0;1248.0;5013.0;1483.0;9762.0;4165.0;6117.0;2996.0;3906.0;2824.0;6844.0;5879;3837;24159;212084;87054;57094.0;21573.0;8387.0;21109;26908;31192;45821;;;;9639.0;833.0;;93947;83286;49184.0;;;34102.0;10661;49706.0;53886.0;4180.0;1134.0;465214;238825.0;106231.0;50731.0;58890.0;8159.0;395787.0;69427.0;465214;465214;4254.0;100608.0;96354.0;469468.0;-6642.0;5332.0;11974.0;462826.0;343289;289.0;119826.0;91587;28239.0;31219.0;-881.0;4254.0;-6642.0;289.0;28239.0;-967.0;1461.0;2428.0;27272.0;343289;233043;112130.0;32919.0;20659.0;12260.0;48705.0;13614.0;9528.0;25563.0;30506.0;7930.0;22576.0;118979.0;35780.0;12447.0;7786.0;17177.0;11234.0;20541.0;14014.0;231109.0;11085.0;9151.0;110246;61008;49238;343289;294051;49238;92862;94507;26950;26537;15903.0;10634.0;9101;17485;13458.0;4027.0;360;14074;5369.0;7513.0;1192.0;1645;92862;94507;3459;14059;58694;18295;1645;298450;15067.0;7297.0;30240.0;7620.0;6147.0;12889.0;38904.0;5884.0;12970.0;13403.0;57567.0;12814.0;5775.0;18705.0;31959.0;13376.0;9151.0;626.0;-1944.0;232123;135356.0;96141.0;626.0;66327;9151.0;59120.0;-1944.0;268112;9929.0;15194.0;15368.0;10451.0;6690.0;6084.0;25406.0;6047.0;13299.0;12567.0;54680.0;16995.0;9799.0;56462.0;11085.0;-1944.0;200904;207000.0;6096.0;67208;63056.0;4152.0;58890.0;53886.0;5004.0;8159.0;4180.0;3979.0
468;Current prices, seasonally adjusted;2003 1st quarter;186367;118609;68416;51496;17019;186367;110865;87771;59321;28601;23057;18933;4156;-87;76658;59912;16706;105585;27753;2220;19583;2777;14297;;;;;;;;;;;;1385;1021;5973;53379;21652;;;;5413;7398;7515;11362;;;;;;;24359;21652;;;;;2714;;;;;118609;60691.0;27024.0;13101.0;;;;17577.0;118609;118609;;;;;;;;;87771;;;22969;;;;;;;;;;;;87771;59321;;;;;;;;;;;;;;;;;;;;;;;28601;15902;12687;87771;75125;12687;23057;23511;6766;6580;;;2508;3987;;;74;3486;;;;427;23057;23511;884;3069;14335;5118;427;76658;;;;;;;;;;;;;;;;;;;;59912;;;;16706;;;;68416;;;;;;;;;;;;;;;;;51496;;;17019;;;;;;;;
