ID;Consignment;Countries;CPA2008;Periods;ImportOfGoodsAccordingToOwnership_1
338;"Imports of goods; ownership prin.; total";Total;181 Printing services and services..;2017;28.0
339;"Imports of goods; ownership prin.; total";Total;181 Printing services and services..;2018;24.0
340;"Imports of goods; ownership prin.; total";Total;181 Printing services and services..;2019;23.0
341;"Imports of goods; ownership prin.; total";Total;181 Printing services and services..;2020;25.0
342;"Imports of goods; ownership prin.; total";Total;181 Printing services and services..;2021;31.0
343;"Imports of goods; ownership prin.; total";Total;181 Printing services and services..;2022;30.0
344;"Imports of goods; ownership prin.; total";Total;19 Coke and refined petroleum products;2015;20882.0
345;"Imports of goods; ownership prin.; total";Total;19 Coke and refined petroleum products;2016;19659.0
346;"Imports of goods; ownership prin.; total";Total;19 Coke and refined petroleum products;2017;24007.0
347;"Imports of goods; ownership prin.; total";Total;19 Coke and refined petroleum products;2018;25807.0
348;"Imports of goods; ownership prin.; total";Total;19 Coke and refined petroleum products;2019;25107.0
349;"Imports of goods; ownership prin.; total";Total;19 Coke and refined petroleum products;2020;15655.0
350;"Imports of goods; ownership prin.; total";Total;19 Coke and refined petroleum products;2021;24352.0
351;"Imports of goods; ownership prin.; total";Total;19 Coke and refined petroleum products;2022;38382.0
352;"Imports of goods; ownership prin.; total";Total;191 Coke oven products;2015;10388.0
353;"Imports of goods; ownership prin.; total";Total;191 Coke oven products;2016;8295.0
354;"Imports of goods; ownership prin.; total";Total;191 Coke oven products;2017;11388.0
355;"Imports of goods; ownership prin.; total";Total;191 Coke oven products;2018;13861.0
356;"Imports of goods; ownership prin.; total";Total;191 Coke oven products;2019;12469.0
357;"Imports of goods; ownership prin.; total";Total;191 Coke oven products;2020;8806.0
358;"Imports of goods; ownership prin.; total";Total;191 Coke oven products;2021;12841.0
359;"Imports of goods; ownership prin.; total";Total;191 Coke oven products;2022;20954.0
360;"Imports of goods; ownership prin.; total";Total;192 Refined petroleum products;2015;17417.0
361;"Imports of goods; ownership prin.; total";Total;192 Refined petroleum products;2016;16008.0
362;"Imports of goods; ownership prin.; total";Total;192 Refined petroleum products;2017;19136.0
363;"Imports of goods; ownership prin.; total";Total;192 Refined petroleum products;2018;17491.0
364;"Imports of goods; ownership prin.; total";Total;192 Refined petroleum products;2019;19868.0
365;"Imports of goods; ownership prin.; total";Total;192 Refined petroleum products;2020;12157.0
366;"Imports of goods; ownership prin.; total";Total;192 Refined petroleum products;2021;18897.0
367;"Imports of goods; ownership prin.; total";Total;192 Refined petroleum products;2022;27778.0
368;"Imports of goods; ownership prin.; total";Total;20 Chemicals and chemical products;2015;31926.0
369;"Imports of goods; ownership prin.; total";Total;20 Chemicals and chemical products;2016;31711.0
370;"Imports of goods; ownership prin.; total";Total;20 Chemicals and chemical products;2017;37256.0
371;"Imports of goods; ownership prin.; total";Total;20 Chemicals and chemical products;2018;40124.0
372;"Imports of goods; ownership prin.; total";Total;20 Chemicals and chemical products;2019;41938.0
373;"Imports of goods; ownership prin.; total";Total;20 Chemicals and chemical products;2020;39970.0
374;"Imports of goods; ownership prin.; total";Total;20 Chemicals and chemical products;2021;55253.0
375;"Imports of goods; ownership prin.; total";Total;20 Chemicals and chemical products;2022;67998.0
376;"Imports of goods; ownership prin.; total";Total;201 Basic chemicals, fertilisers..;2015;38575.0
377;"Imports of goods; ownership prin.; total";Total;201 Basic chemicals, fertilisers..;2016;36000.0
378;"Imports of goods; ownership prin.; total";Total;201 Basic chemicals, fertilisers..;2017;43103.0
379;"Imports of goods; ownership prin.; total";Total;201 Basic chemicals, fertilisers..;2018;45027.0
380;"Imports of goods; ownership prin.; total";Total;201 Basic chemicals, fertilisers..;2019;46564.0
381;"Imports of goods; ownership prin.; total";Total;201 Basic chemicals, fertilisers..;2020;40854.0
382;"Imports of goods; ownership prin.; total";Total;201 Basic chemicals, fertilisers..;2021;56699.0
383;"Imports of goods; ownership prin.; total";Total;201 Basic chemicals, fertilisers..;2022;75374.0
384;"Imports of goods; ownership prin.; total";Total;202 Pesticides and other agrochemical..;2015;644.0
385;"Imports of goods; ownership prin.; total";Total;202 Pesticides and other agrochemical..;2016;645.0
386;"Imports of goods; ownership prin.; total";Total;202 Pesticides and other agrochemical..;2017;599.0
387;"Imports of goods; ownership prin.; total";Total;202 Pesticides and other agrochemical..;2018;524.0
388;"Imports of goods; ownership prin.; total";Total;202 Pesticides and other agrochemical..;2019;478.0
389;"Imports of goods; ownership prin.; total";Total;202 Pesticides and other agrochemical..;2020;576.0
390;"Imports of goods; ownership prin.; total";Total;202 Pesticides and other agrochemical..;2021;616.0
391;"Imports of goods; ownership prin.; total";Total;202 Pesticides and other agrochemical..;2022;640.0
392;"Imports of goods; ownership prin.; total";Total;203 Paints, varnishes and similar..;2015;1536.0
393;"Imports of goods; ownership prin.; total";Total;203 Paints, varnishes and similar..;2016;1357.0
394;"Imports of goods; ownership prin.; total";Total;203 Paints, varnishes and similar..;2017;1541.0
395;"Imports of goods; ownership prin.; total";Total;203 Paints, varnishes and similar..;2018;1374.0
396;"Imports of goods; ownership prin.; total";Total;203 Paints, varnishes and similar..;2019;1556.0
397;"Imports of goods; ownership prin.; total";Total;203 Paints, varnishes and similar..;2020;1382.0
398;"Imports of goods; ownership prin.; total";Total;203 Paints, varnishes and similar..;2021;1696.0
399;"Imports of goods; ownership prin.; total";Total;203 Paints, varnishes and similar..;2022;1559.0
400;"Imports of goods; ownership prin.; total";Total;204 Soap and detergents, cleaning and..;2015;4163.0
401;"Imports of goods; ownership prin.; total";Total;204 Soap and detergents, cleaning and..;2016;4178.0
402;"Imports of goods; ownership prin.; total";Total;204 Soap and detergents, cleaning and..;2017;4879.0
403;"Imports of goods; ownership prin.; total";Total;204 Soap and detergents, cleaning and..;2018;5041.0
404;"Imports of goods; ownership prin.; total";Total;204 Soap and detergents, cleaning and..;2019;5732.0
405;"Imports of goods; ownership prin.; total";Total;204 Soap and detergents, cleaning and..;2020;5259.0
406;"Imports of goods; ownership prin.; total";Total;204 Soap and detergents, cleaning and..;2021;5859.0
407;"Imports of goods; ownership prin.; total";Total;204 Soap and detergents, cleaning and..;2022;7112.0
408;"Imports of goods; ownership prin.; total";Total;205 Other chemical products;2015;11837.0
409;"Imports of goods; ownership prin.; total";Total;205 Other chemical products;2016;11946.0
410;"Imports of goods; ownership prin.; total";Total;205 Other chemical products;2017;14048.0
411;"Imports of goods; ownership prin.; total";Total;205 Other chemical products;2018;13604.0
412;"Imports of goods; ownership prin.; total";Total;205 Other chemical products;2019;17687.0
413;"Imports of goods; ownership prin.; total";Total;205 Other chemical products;2020;17987.0
414;"Imports of goods; ownership prin.; total";Total;205 Other chemical products;2021;26122.0
415;"Imports of goods; ownership prin.; total";Total;205 Other chemical products;2022;29945.0
416;"Imports of goods; ownership prin.; total";Total;21 Basic pharmaceutical products and..;2015;10329.0
417;"Imports of goods; ownership prin.; total";Total;21 Basic pharmaceutical products and..;2016;10920.0
418;"Imports of goods; ownership prin.; total";Total;21 Basic pharmaceutical products and..;2017;11362.0
419;"Imports of goods; ownership prin.; total";Total;21 Basic pharmaceutical products and..;2018;12234.0
420;"Imports of goods; ownership prin.; total";Total;21 Basic pharmaceutical products and..;2019;13769.0
421;"Imports of goods; ownership prin.; total";Total;21 Basic pharmaceutical products and..;2020;15055.0
422;"Imports of goods; ownership prin.; total";Total;21 Basic pharmaceutical products and..;2021;18659.0
423;"Imports of goods; ownership prin.; total";Total;21 Basic pharmaceutical products and..;2022;22700.0
424;"Imports of goods; ownership prin.; total";Total;211 Basic pharmaceutical products;2015;2521.0
425;"Imports of goods; ownership prin.; total";Total;211 Basic pharmaceutical products;2016;2597.0
426;"Imports of goods; ownership prin.; total";Total;211 Basic pharmaceutical products;2017;2639.0
427;"Imports of goods; ownership prin.; total";Total;211 Basic pharmaceutical products;2018;2585.0
428;"Imports of goods; ownership prin.; total";Total;211 Basic pharmaceutical products;2019;2649.0
429;"Imports of goods; ownership prin.; total";Total;211 Basic pharmaceutical products;2020;2716.0
430;"Imports of goods; ownership prin.; total";Total;211 Basic pharmaceutical products;2021;2839.0
431;"Imports of goods; ownership prin.; total";Total;211 Basic pharmaceutical products;2022;4445.0
432;"Imports of goods; ownership prin.; total";Total;212 Pharmaceutical preparations;2015;15806.0
433;"Imports of goods; ownership prin.; total";Total;212 Pharmaceutical preparations;2016;17167.0
434;"Imports of goods; ownership prin.; total";Total;212 Pharmaceutical preparations;2017;16229.0
435;"Imports of goods; ownership prin.; total";Total;212 Pharmaceutical preparations;2018;18374.0
436;"Imports of goods; ownership prin.; total";Total;212 Pharmaceutical preparations;2019;19962.0
437;"Imports of goods; ownership prin.; total";Total;212 Pharmaceutical preparations;2020;24311.0
438;"Imports of goods; ownership prin.; total";Total;212 Pharmaceutical preparations;2021;27411.0
439;"Imports of goods; ownership prin.; total";Total;212 Pharmaceutical preparations;2022;31200.0
440;"Imports of goods; ownership prin.; total";Total;22 Rubber and plastics products;2015;9909.0
441;"Imports of goods; ownership prin.; total";Total;22 Rubber and plastics products;2016;10681.0
442;"Imports of goods; ownership prin.; total";Total;22 Rubber and plastics products;2017;11473.0
443;"Imports of goods; ownership prin.; total";Total;22 Rubber and plastics products;2018;12220.0
444;"Imports of goods; ownership prin.; total";Total;22 Rubber and plastics products;2019;12996.0
445;"Imports of goods; ownership prin.; total";Total;22 Rubber and plastics products;2020;13028.0
446;"Imports of goods; ownership prin.; total";Total;22 Rubber and plastics products;2021;15662.0
447;"Imports of goods; ownership prin.; total";Total;22 Rubber and plastics products;2022;17300.0
448;"Imports of goods; ownership prin.; total";Total;221 Rubber products;2015;3896.0
449;"Imports of goods; ownership prin.; total";Total;221 Rubber products;2016;3434.0
450;"Imports of goods; ownership prin.; total";Total;221 Rubber products;2017;3697.0
451;"Imports of goods; ownership prin.; total";Total;221 Rubber products;2018;3873.0
452;"Imports of goods; ownership prin.; total";Total;221 Rubber products;2019;4536.0
453;"Imports of goods; ownership prin.; total";Total;221 Rubber products;2020;3711.0
454;"Imports of goods; ownership prin.; total";Total;221 Rubber products;2021;4758.0
455;"Imports of goods; ownership prin.; total";Total;221 Rubber products;2022;4913.0
456;"Imports of goods; ownership prin.; total";Total;222 Plastic products;2015;6946.0
457;"Imports of goods; ownership prin.; total";Total;222 Plastic products;2016;7864.0
458;"Imports of goods; ownership prin.; total";Total;222 Plastic products;2017;8879.0
459;"Imports of goods; ownership prin.; total";Total;222 Plastic products;2018;9281.0
460;"Imports of goods; ownership prin.; total";Total;222 Plastic products;2019;9161.0
461;"Imports of goods; ownership prin.; total";Total;222 Plastic products;2020;10650.0
462;"Imports of goods; ownership prin.; total";Total;222 Plastic products;2021;12238.0
463;"Imports of goods; ownership prin.; total";Total;222 Plastic products;2022;19273.0
464;"Imports of goods; ownership prin.; total";Total;23 Other non-metallic mineral products;2015;3578.0
465;"Imports of goods; ownership prin.; total";Total;23 Other non-metallic mineral products;2016;3869.0
466;"Imports of goods; ownership prin.; total";Total;23 Other non-metallic mineral products;2017;4060.0
467;"Imports of goods; ownership prin.; total";Total;23 Other non-metallic mineral products;2018;4338.0
468;"Imports of goods; ownership prin.; total";Total;23 Other non-metallic mineral products;2019;4665.0
469;"Imports of goods; ownership prin.; total";Total;23 Other non-metallic mineral products;2020;4599.0
470;"Imports of goods; ownership prin.; total";Total;23 Other non-metallic mineral products;2021;5237.0
471;"Imports of goods; ownership prin.; total";Total;23 Other non-metallic mineral products;2022;5726.0
472;"Imports of goods; ownership prin.; total";Total;231 Glass and glass products;2015;2102.0
473;"Imports of goods; ownership prin.; total";Total;231 Glass and glass products;2016;1758.0
474;"Imports of goods; ownership prin.; total";Total;231 Glass and glass products;2017;2416.0
